,atletas.slug,atletas.preco_num,atletas.foto,atletas.clube.id.full.name,atletas.atleta_id,atletas.status_id,atletas.apelido_abreviado,atletas.pontos_num,atletas.apelido,atletas.clube_id,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.rodada_id,atletas.posicao_id,atletas.variacao_num,A,DS,FC,FD,FF,FS,V,I,CA,SG,DE,GS,G,CV,PP,PC,FT,DP,PS,GC
241,lucas-oliveira,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,94514,6,L. Oliveira,0.0,Lucas Oliveira,267,,False,0,0.0,Lucas da Cruz Oliveira,2,3,0.0,,,,,,,,,,,,,,,,,,,,
242,pedro,19.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,94583,6,Pedro,0.0,Pedro,262,,False,0,0.0,Pedro Guilherme Abreu dos Santos,2,5,0.0,,,,,,,,,,,,,,,,,,,,
243,juninho-capixaba,8.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,94968,7,J. Capixaba,9.4,Juninho Capixaba,280,,True,2,8.4,Luis Antônio da Rocha Júnior,2,2,1.47,,8.0,2.0,2.0,2.0,3.0,,1.0,,,,,,,,,,,,
244,nicolas,5.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,95127,6,Nicolas,6.5,Nicolas,354,,True,1,6.5,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,2,2,1.66,,1.0,,,,,,,,1.0,,,,,,,,,,
245,gabriel-taliari,9.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,95131,7,G. Taliari,6.8,Gabriel Taliari,286,,True,2,12.7,Gabriel Pereira Taliari,2,5,0.15,,2.0,3.0,1.0,1.0,5.0,,2.0,,,,,2.0,,,,1.0,,,
246,bruno-xavier,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,95288,6,B. Xavier,0.0,Bruno Xavier,287,,False,0,0.0,Bruno César Xavier Sislo,2,4,0.0,,,,,,,,,,,,,,,,,,,,
247,giraldo,3.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,95354,7,Giraldo,0.4,Giraldo,286,,True,2,0.7,Daniel Eduardo Giraldo Cárdenas,2,4,-0.41,,1.0,2.0,,,3.0,,,1.0,,,,,,,,,,,
248,rivera,3.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,95357,7,Rivera,3.1,Rivera,292,,True,2,1.8,Christian Hernando Rivera Cuéllar,2,4,0.34,,4.0,8.0,,,2.0,,,1.0,,,,,,,,,,,
249,gregore,7.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,95464,7,Gregore,0.2,Gregore,263,,True,2,2.95,Gregore de Magalhães da Silva,2,4,-1.23,,5.0,8.0,,1.0,2.0,,,1.0,,,,,,,,,,,
250,igor-vinicius,8.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,95466,6,I. Vinícius,0.0,Igor Vinícius,276,,False,1,6.7,Igor Vinícius de Souza,2,2,0.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
251,raniele,5.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,95556,7,Raniele,0.4,Raniele,264,,True,1,0.4,Raniele Almeida Melo,2,4,-0.85,,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,
252,artur,11.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,95799,7,Artur,12.7,Artur,263,,True,2,6.45,Artur Victor Guimarães,2,5,2.14,1.0,2.0,3.0,,1.0,6.0,,,1.0,,,,,,,,1.0,,,
253,daniel-fuzato,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,95936,6,D. Fuzato,0.0,Daniel Fuzato,267,,False,0,0.0,Daniel Cerântula Fuzato,2,1,0.0,,,,,,,,,,,,,,,,,,,,
254,lima,7.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,96340,7,Lima,9.0,Lima,266,,True,2,5.4,Vinicius Moreira de Lima,2,4,1.61,,,1.0,,2.0,3.0,,,,,,,1.0,,,,,,,
255,charles,4.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,96342,6,Charles,0.0,Charles,264,,False,1,1.5,Charles Rigon Mattos,2,4,0.0,,1.0,,,,,,,,,,,,,,,,,,
256,matheus-pereira,16.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,96610,6,M. Pereira,0.0,Matheus Pereira,283,,False,1,1.4,Matheus Fellipe Costa Pereira,2,4,0.0,,,,,,3.0,,1.0,,,,,,,,,,,,
257,allan,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,96652,6,Allan,0.0,Allan,262,,False,0,0.0,Allan Rodrigues de Souza,2,4,0.0,,,,,,,,,,,,,,,,,,,,
258,saravia,6.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,96725,7,Saravia,6.2,Saravia,282,,True,1,6.2,Renzo Saravia,2,2,1.39,,,2.0,,1.0,2.0,,,,1.0,,,,,,,,,,
259,camutanga,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,96793,6,Camutanga,0.0,Camutanga,287,,False,0,0.0,Cleidson Andrade da Souza Silva,2,3,0.0,,,,,,,,,,,,,,,,,,,,
260,carlinhos,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,96831,6,Carlinhos,0.0,Carlinhos,287,,False,0,0.0,Carlos Moisés de Lima,2,5,0.0,,,,,,,,,,,,,,,,,,,,
261,villasanti,11.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,97145,7,Villasanti,5.0,Villasanti,284,,True,2,3.7,Mathías Adalberto Villasanti Rolón,2,4,-0.41,,5.0,3.0,,1.0,,,,,,,,,,,,,,,
262,dalbert,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,97173,5,Dalbert,0.0,Dalbert,292,,False,0,0.0,Dalbert Henrique Chagas Estevão,2,2,0.0,,,,,,,,,,,,,,,,,,,,
263,rogerio-ceni,8.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,97341,7,R. Ceni,6.25,Rogério Ceni,265,,True,2,5.04,Rogério Mücke Ceni,2,6,0.52,,,,,,,,,,,,,,,,,,,,
264,gustavo-mosquito,4.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,97450,7,G. Mosquito,0.0,Gustavo Mosquito,287,,False,1,2.2,Gustavo Henric da Silva,2,5,0.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
265,joao-victor,1.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,97460,7,J. Victor,1.0,João Victor,2305,,True,2,1.05,João Victor Carroll Santana,2,3,-0.03,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,
266,marcal,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,97468,6,Marçal,0.0,Marçal,263,,False,0,0.0,Fernando Marçal de Oliveira,2,2,0.0,,,,,,,,,,,,,,,,,,,,
267,felix-torres,7.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,97642,7,F. Torres,8.8,Félix Torres,264,,True,1,8.8,Félix Eduardo Torres Caicedo,2,3,2.32,,2.0,,,1.0,,,,,1.0,,,,,,,,,,
268,thiago-couto,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,97645,6,T. Couto,0.0,Thiago Couto,292,,False,0,0.0,Thiago Couto Wenceslau,2,1,0.0,,,,,,,,,,,,,,,,,,,,
269,murilo,7.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,97653,6,Murilo,-1.1,Murilo,275,,True,2,1.15,Murilo Cerqueira Paim,2,3,-1.66,,,4.0,,,1.0,,,2.0,1.0,,,,,,,,,,
270,erick,5.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,97810,6,Erick,8.5,Erick,287,,True,2,4.5,Erick de Arruda Serafim,2,5,1.68,1.0,1.0,,,,5.0,,,,,,,,,,,,,,
271,leo-ortiz,3.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,97867,7,L. Ortiz,0.0,Léo Ortiz,262,,True,2,0.3,Leonardo Rech Ortiz,2,3,-0.61,,1.0,3.0,,,,,,,,,,,,,,,,,
272,iago,3.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,97868,6,Iago,0.2,Iago,265,,True,2,0.1,Iago Amaral Borduchi,2,2,-0.52,,,1.0,,,1.0,,,,,,,,,,,,,,
273,matheus-bahia,5.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,97899,7,M. Bahia,9.4,Matheus Bahia,354,,True,2,4.4,Matheus Bahia Santos,2,2,1.99,,3.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,
274,vitao,10.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,97900,7,Vitão,9.5,Vitão,285,,True,2,6.95,Vitor Eduardo da Silva Matos,2,3,1.24,,7.0,2.0,,,,,,1.0,1.0,,,,,,,,,,
275,erick,12.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,98022,6,Erick,19.6,Erick,265,,True,2,9.9,Erick Luis Conrado de Carvalho,2,4,4.1,,6.0,6.0,,2.0,2.0,,,1.0,,,,1.0,,,,1.0,,,
276,pedro-raul,11.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,98225,7,P. Raul,13.6,Pedro Raul,354,,True,2,11.35,Pedro Raul Garay da Silva,2,5,2.25,,,4.0,1.0,3.0,5.0,,2.0,1.0,,,,2.0,,,,1.0,,,
277,bastos,11.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,98280,5,Bastos,0.0,Bastos,263,,False,0,0.0,Bartolomeu Jacinto Quissanga,2,3,0.0,,,,,,,,,,,,,,,,,,,,
278,val-soares,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,98306,5,V. Soares,0.0,Val Soares,287,,False,0,0.0,Valdemir de Oliveira Soares,2,4,0.0,,,,,,,,,,,,,,,,,,,,
279,negueba,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,98384,5,Negueba,0.0,Negueba,2305,,False,0,0.0,Luiz Henrique Soares Firmino,2,5,0.0,,,,,,,,,,,,,,,,,,,,
280,kanu,4.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,98484,7,Kanu,0.0,Kanu,265,,False,1,4.2,Victor Hugo Soares dos Santos,2,3,0.0,,3.0,1.0,,,,,,,,,,,,,,,,,
281,jean-lucas,5.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,98517,7,J. Lucas,-0.3,Jean Lucas,265,,True,2,2.1,Jean Lucas de Souza Oliveira,2,4,-1.06,,3.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,
282,di-placido,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,98605,6,D. Placido,0.0,Di Placido,292,,False,0,0.0,Leonel Di Placido,2,2,0.0,,,,,,,,,,,,,,,,,,,,
283,kuscevic,6.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,98619,7,Kuscevic,2.1,Kuscevic,356,,True,2,3.4,Benjamín Kuščević Jaramillo,2,3,-0.43,,2.0,4.0,,,,,,,1.0,,,,,,,,,,
284,savarino,10.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,98672,7,Savarino,2.8,Savarino,263,,True,2,3.0,Jefferson David Savarino Quintero,2,4,-0.94,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,
285,angileri,4.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,98720,6,Angileri,0.0,Angileri,264,,False,1,0.0,Fabrizio Germán Angileri - Fabricio,2,2,0.0,,,,,,,,,,,,,,,,,,,,
286,titi-ortiz,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,98738,5,T. Ortíz,0.0,Titi Ortíz,292,,False,0,0.0,Christian Jonatan Ortíz - Cristian,2,4,0.0,,,,,,,,,,,,,,,,,,,,
287,cuello,8.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,98909,7,Cuello,0.5,Cuello,282,,True,2,3.45,Tomás Esteban Cuello,2,5,-1.31,,1.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,
288,vina,8.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,98974,5,Viña,0.0,Viña,262,,False,0,0.0,Matías Nicolás Viña Susperreguy,2,2,0.0,,,,,,,,,,,,,,,,,,,,
289,rogel,6.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,98975,2,Rogel,6.2,Rogel,285,,True,1,6.2,Agustín Maximiliano Rogel Paita,2,3,1.39,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
290,lourenco,4.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,99032,6,Lourenço,2.3,Lourenço,354,,True,2,1.8,João Paulo Ferreira Lourenço,2,4,-0.03,,1.0,,,2.0,1.0,,,,,,,,,,,,,,
291,lucas-braga,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,99119,7,L. Braga,0.0,Lucas Braga,287,,False,0,0.0,Lucas Braga Ribeiro,2,5,0.0,,,,,,,,,,,,,,,,,,,,
292,vegetti,16.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,99198,7,Vegetti,3.1,Vegetti,267,,True,2,8.75,Pablo Vegetti,2,5,-2.05,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,,
293,puma-rodriguez,5.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,99213,6,P. Rodríguez,2.5,Puma Rodríguez,267,,True,1,2.5,José Luis Rodríguez Bebanz,2,2,0.06,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
294,de-la-cruz,11.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,99228,7,D. Cruz,3.5,De la Cruz,262,,True,2,3.1,Diego Nicolás de la Cruz Arcosa,2,4,-0.83,,4.0,1.0,,,3.0,,,1.0,,,,,,,,,,,
295,chico,5.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,99253,7,Chico,1.2,Chico,292,,True,2,5.0,Francisco Alves da Silva Neto - Melo,2,3,-0.71,,4.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,
296,pochettino,9.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,99267,6,Pochettino,0.0,Pochettino,356,,False,1,0.0,Tomás Pochettino,2,4,0.0,,,,,,,,,,,,,,,,,,,,
297,alexander-barboza,10.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,99274,7,A. Barboza,8.2,Alexander Barboza,263,,True,2,6.55,Alexander Nahuel Barboza Ullúa,2,3,0.74,,4.0,3.0,,,,,,2.0,2.0,,,,,,,,,,
298,dinenno,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,99316,6,Dinenno,0.0,Dinenno,283,,False,0,0.0,Juan Ignacio Dinenno de Cara,2,5,0.0,,,,,,,,,,,,,,,,,,,,
299,luis-zubeldia,8.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,99366,7,L. Zubeldía,6.34,Luis Zubeldía,276,,True,2,6.44,Luis Francisco Zubeldía,2,6,0.47,,,,,,,,,,,,,,,,,,,,
300,michael,7.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,99392,6,Michael,-0.3,Michael,262,,True,2,3.05,Michael Richard Delgado de Oliveira,2,5,-1.41,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,
301,baralhas,7.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,99440,7,Baralhas,6.0,Baralhas,287,,True,1,6.0,Gabriel Baralhas dos Santos,2,4,1.15,,3.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
302,rossi,6.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,99552,7,Rossi,1.6,Rossi,262,,True,2,0.3,Agustín Daniel Rossi,2,1,-0.53,,,,,,,,,,,2.0,2.0,,,,,,,,
303,arias,14.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,99815,7,Arias,2.0,Arias,266,,True,2,1.35,Jhon Adolfo Arias Andrade,2,4,-1.78,,,2.0,,1.0,5.0,,,,,,,,,,,,,,
304,paulinho,9.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,99818,6,Paulinho,0.0,Paulinho,275,,False,0,0.0,Paulo Henrique Sampaio Filho,2,5,0.0,,,,,,,,,,,,,,,,,,,,
305,alan-franco,8.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,99889,7,A. Franco,4.3,Alan Franco,276,,True,2,6.75,Alan Javier Franco,2,3,-0.25,,3.0,3.0,,,2.0,,1.0,1.0,2.0,,,,,,,,,,
306,igor-gomes,5.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,100084,6,I. Gomes,0.0,Igor Gomes,282,,True,1,0.0,Igor Silveira Gomes,2,4,-0.99,,,,,,,,,,,,,,,,,,,,
307,pedro-augusto,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,100085,6,P. Augusto,0.0,Pedro Augusto,356,,False,0,0.0,Pedro Augusto Borges da Costa,2,4,0.0,,,,,,,,,,,,,,,,,,,,
308,yuri-alberto,15.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,100652,7,Y. Alberto,12.8,Yuri Alberto,264,,True,2,7.85,Yuri Alberto Monteiro da Silva,2,5,1.42,1.0,,2.0,2.0,,2.0,,1.0,,,,,1.0,,,,,,,
309,fernando,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,100695,5,Fernando,0.0,Fernando,280,,False,0,0.0,Fernando dos Santos Pedro,2,5,0.0,,,,,,,,,,,,,,,,,,,,
310,matheus-henrique,8.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,100742,7,M. Henrique,5.0,Matheus Henrique,283,,True,2,1.55,Matheus Henrique de Souza,2,4,0.21,,2.0,3.0,,,4.0,,,1.0,,,,,,,,,,,
311,liziero,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,100761,6,Liziero,0.0,Liziero,276,,False,0,0.0,Igor Matheus Liziero Pereira,2,4,0.0,,,,,,,,,,,,,,,,,,,,
312,brenno,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,100830,6,Brenno,0.0,Brenno,356,,False,0,0.0,Brenno Oliveira Fraga Costa,2,1,0.0,,,,,,,,,,,,,,,,,,,,
313,ruan,6.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,100842,6,Ruan,5.0,Ruan,276,,True,1,5.0,Ruan Tressoldi Netto,2,3,0.79,,,,,,,,,,1.0,,,,,,,,,,
314,lucas-esteves,5.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,100846,7,L. Esteves,-0.4,Lucas Esteves,284,,True,2,1.2,Lucas Esteves de Souza,2,2,-1.09,,2.0,3.0,,1.0,1.0,,,,,,,,,,1.0,,,,
315,luan-candido,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,100848,6,L. Cândido,0.0,Luan Cândido,284,,False,0,0.0,Luan Cândido de Almeida,2,2,0.0,,,,,,,,,,,,,,,,,,,,
316,vitinho,9.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,100898,7,Vitinho,5.0,Vitinho,263,,True,2,7.85,Victor Alexander da Silva,2,2,-0.16,,4.0,1.0,,,,,,,2.0,,,,,,,,,,
317,ronald-lopes,3.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,100969,6,R. Lopes,0.0,Ronald Lopes,287,,False,1,-1.1,Ronald dos Santos Lopes,2,4,0.0,,,2.0,,,1.0,,,1.0,,,,,,,,,,,
318,nonato,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,100987,6,Nonato,0.0,Nonato,266,,False,0,0.0,Gustavo Nonato Santana,2,4,0.0,,,,,,,,,,,,,,,,,,,,
319,junior-santos,7.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,101002,6,J. Santos,1.7,Júnior Santos,282,,True,2,1.7,José Antonio dos Santos Júnior,2,5,-0.79,,,,2.0,,2.0,,,,,,,,,,,,,,
320,diego,9.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,101027,7,Diego,7.0,Diego,354,,True,2,10.4,Jackson Diego Ibraim Fagundes - Ibrahim,2,2,0.4,1.0,5.0,,,1.0,5.0,,,,1.0,,,,,,,,,,
321,ferreira,5.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,101290,7,Ferreira,-0.9,Ferreira,276,,True,2,1.65,Aldemir dos Santos Ferreira,2,5,-1.32,,2.0,4.0,,,5.0,,,1.0,,,,,,,,,,,
322,ademir,4.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,101314,6,Ademir,0.4,Ademir,265,,True,2,2.55,Ademir da Silva Santos Júnior,2,5,-0.77,,2.0,2.0,1.0,,3.0,,,,,,,,,,,,,,
