,atletas.apelido,atletas.entrou_em_campo,atletas.rodada_id,atletas.posicao_id,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube_id,atletas.preco_num,atletas.media_num,atletas.foto,atletas.jogos_num,atletas.variacao_num,atletas.nome,atletas.pontos_num,atletas.status_id,atletas.slug,atletas.clube.id.full.name,CA,DS,FC,FF,FS,I,SG,A,FD,G,PS,DE,GS,FT,V,CV,DP,PP,PC,GC
405,Lucas Piton,True,31,2,L. Piton,105584,267,7.78,4.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,22,-1.13,Lucas Piton Crivellaro,1.2,7,lucas-piton,VAS,4.0,24.0,33.0,5.0,9.0,1.0,6.0,7.0,1.0,1.0,,,,,,,,,,
406,Roni,False,31,4,Roni,105585,2305,1.55,0.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,0.0,Roni Medeiros de Moura,0.0,6,roni,MIR,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
407,Maurício,True,31,4,Maurício,105647,275,8.51,4.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,22,-0.81,Maurício Magalhães Prado,0.6,6,mauricio,PAL,1.0,14.0,14.0,12.0,16.0,6.0,,6.0,5.0,3.0,,,,,,,,,,
408,Talles Magno,False,31,5,T. Magno,105786,264,5.83,2.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,21,0.0,Talles Magno Bacelar Martins,0.0,6,talles-magno,COR,2.0,14.0,21.0,10.0,31.0,9.0,,1.0,6.0,1.0,,,,1.0,,,,,,
409,Luan Freitas,True,31,3,L. Freitas,105807,286,6.41,4.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,0.07,Luan de Freitas Molarinho Chagas,5.4,6,luan-freitas,JUV,,12.0,5.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,
410,Edu,True,31,3,Edu,105842,287,4.74,3.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,16,-0.3,Lucas Eduardo Ribeiro de Souza,1.7,6,edu,VIT,2.0,15.0,8.0,3.0,4.0,,6.0,,1.0,,,,,,,,,,,
411,Matheus Araújo,False,31,4,M. Araújo,105845,354,5.34,2.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,8,0.0,Matheus de Araújo Andrade,0.0,6,matheus-araujo,CEA,,2.0,1.0,1.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,
412,Allanzinho,False,31,5,Allanzinho,105900,356,4.29,2.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,0.0,Allan Victor Oliveira Mota,0.0,5,allanzinho,FOR,1.0,2.0,5.0,3.0,10.0,1.0,,2.0,,,1.0,,,,,,,,,
413,José Aldo,True,31,4,J. Aldo,105903,2305,3.12,1.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,24,-0.38,José Aldo Soares de Oliveira Filho,-0.3,6,jose-aldo,MIR,3.0,22.0,26.0,7.0,13.0,1.0,,,7.0,,,,,,,,,,,
414,Rochet,False,31,1,Rochet,105949,285,8.51,4.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,11,0.0,Sergio Ramón Rochet Álvarez,0.0,5,rochet,INT,,,,,2.0,,2.0,,,,,37.0,15.0,,,,,,,
415,Santiago Mingo,True,31,3,S. Mingo,105990,265,4.93,3.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,26,-0.09,Santiago Martín Ramos Mingo,2.4,3,santiago-mingo,BAH,6.0,24.0,26.0,8.0,20.0,2.0,8.0,,2.0,,,,,,,,,,,
416,Ewerthon,False,31,2,Ewerthon,106082,286,6.44,3.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,14,0.0,Ewerthon Diógenes da Silva,0.0,6,ewerthon,JUV,2.0,22.0,8.0,6.0,9.0,1.0,1.0,,2.0,,,,,,,,,,,
417,Thiago Carpini,True,31,6,T. Carpini,106147,286,6.83,4.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,24,0.12,Thiago Carpini Barbosa,3.75,7,thiago-carpini,JUV,,,,,,,,,,,,,,,5.0,,,,,
418,Lucão,False,31,1,Lucão,106160,280,7.34,5.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4,0.0,Lucas Alexandre Galdino de Azevedo,0.0,6,lucao,RBB,1.0,,,,1.0,,1.0,,,,,21.0,9.0,,,,,,,
419,Bruno Gomes,True,31,2,B. Gomes,106202,285,8.33,5.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,-0.21,Bruno Gomes da Silva Clevelário,5.7,7,bruno-gomes,INT,1.0,13.0,8.0,1.0,3.0,,3.0,,1.0,,,,,,,,,,,
420,Marcos Antônio,True,31,4,M. Antônio,106294,276,3.61,1.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,23,-0.03,Marcos Antônio Silva Santos,0.5,7,marcos-antonio,SAO,4.0,13.0,22.0,7.0,24.0,1.0,,3.0,1.0,,,,,,,,,,,
421,Caio Alexandre,False,31,4,C. Alexandre,106323,265,5.13,2.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,16,0.0,Caio Alexandre Souza e Silva,0.0,6,caio-alexandre,BAH,4.0,18.0,28.0,5.0,27.0,,,1.0,1.0,,,,,,,,,,,
422,Eduardo Santos,False,31,3,E. Santos,106434,280,8.19,5.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,0.0,Eduardo Gonzaga Mendes Santos,0.0,5,eduardo-santos,RBB,,10.0,1.0,,2.0,,4.0,,,,,,,,,,,,,
423,Villalba,False,31,3,Villalba,106593,283,8.79,5.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,26,0.0,Lucas Hernán Villalba,0.0,7,villalba,CRU,9.0,31.0,20.0,6.0,17.0,,14.0,,4.0,1.0,,,,3.0,,,,,,
424,Léo Pereira,True,31,5,L. Pereira,106681,292,4.16,2.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,16,0.06,Leonardo Augusto dos Santos Pereira,1.3,6,leo-pereira,SPT,,12.0,12.0,6.0,26.0,6.0,,1.0,4.0,,,,,,,,,,1.0,
425,Igor Formiga,True,31,2,I. Formiga,106708,286,9.61,7.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,10,-0.53,Igor Marques Paciência Cardoso,5.4,7,igor-formiga,JUV,,24.0,11.0,4.0,7.0,,2.0,1.0,3.0,2.0,,,,,,,,,,
426,Rodrigo Nestor,True,31,4,R. Nestor,106822,265,6.25,3.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,17,-0.34,Rodrigo Nestor Bertalia,-0.3,7,rodrigo-nestor,BAH,4.0,15.0,11.0,6.0,14.0,2.0,,,3.0,4.0,,,,1.0,,,,,,
427,Patryck,False,31,2,Patryck,106829,276,5.13,2.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4,0.0,Patryck Lanza dos Reis,0.0,7,patryck,SAO,1.0,1.0,3.0,5.0,2.0,,1.0,,1.0,,,,,,,,,,,
428,Paulo Baya,True,31,5,P. Baya,106918,354,3.89,2.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,13,-0.32,Paulo Henrique Silva Ribeiro,0.0,6,paulo-baya,CEA,,3.0,1.0,5.0,2.0,1.0,,1.0,5.0,1.0,,,,,,,,,,
429,Yuri Sena,False,31,1,Y. Sena,107075,287,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,0.0,Yuri Sena dos Reis Batista,0.0,6,yuri-sena,VIT,,,,,,,,,,,,,,,,,,,,
430,Luciano Juba,True,31,2,L. Juba,107093,265,9.95,5.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,26,0.73,Luciano Batista da Silva Júnior,8.5,7,luciano-juba,BAH,3.0,27.0,17.0,10.0,8.0,1.0,8.0,4.0,3.0,5.0,,,,,,,,,,
431,Jeffinho,True,31,5,Jeffinho,107170,263,5.51,4.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,13,-1.58,Jefferson Ruan Pereira dos Santos,1.2,7,jeffinho,BOT,,11.0,9.0,3.0,8.0,1.0,,4.0,3.0,2.0,,,,,,,,,,
432,Michel Araújo,True,31,4,M. Araújo,107173,265,5.47,3.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,19,-1.59,Michel Daryl Araújo Villar,-1.3,6,michel-araujo,BAH,2.0,14.0,14.0,6.0,9.0,1.0,,,2.0,4.0,,,,,,,,,,
433,Bruno Tabata,True,31,4,B. Tabata,107174,285,6.95,4.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,21,0.87,Bruno Vinícius Souza Ramos,6.9,6,bruno-tabata,INT,4.0,20.0,16.0,11.0,21.0,2.0,,1.0,10.0,3.0,,,,1.0,,,,,,
434,Matheus Donelli,False,31,1,M. Donelli,107179,264,4.42,3.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,0.0,Matheus Planelles Donelli,0.0,6,matheus-donelli,COR,1.0,,,,1.0,,1.0,,,,,13.0,6.0,,,,,,,
435,Léo Linck,True,31,1,L. Linck,107183,263,7.13,3.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,10,0.49,Leonardo Matias Baiersdorf Linck,6.8,7,leo-linck,BOT,1.0,,,,1.0,,4.0,,,,,23.0,10.0,,,,,,,
436,Magrão,False,31,1,Magrão,107221,356,3.44,2.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2,0.0,Audenirton Soares da Silva,0.0,6,magrao,FOR,,,,,,,,,,,,6.0,2.0,,,,,,,
437,Danilo,True,31,4,Danilo,107231,263,7.5,2.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,8,-0.31,Danilo dos Santos de Oliveira,2.3,7,danilo,BOT,1.0,5.0,2.0,4.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,
438,Vanderlan,True,31,2,Vanderlan,107236,280,4.91,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,15,-0.04,Vanderlan Barbosa da Silva,0.4,6,vanderlan,RBB,2.0,24.0,24.0,3.0,10.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
439,Ênio,True,31,5,Ênio,107516,286,4.3,2.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,19,0.16,Sebastião Ênio Santos de Almeida,1.0,6,enio,JUV,3.0,7.0,7.0,8.0,27.0,5.0,,,4.0,2.0,,,,1.0,,,,,,
440,Natanael,True,31,2,Natanael,107554,282,8.73,5.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,28,-0.31,Natanael Moreira Milouski,6.1,6,natanael,CAM,1.0,47.0,22.0,9.0,22.0,3.0,10.0,,5.0,1.0,,,,,,,,,,
441,Adriano,False,31,1,Adriano,107698,292,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Antônio Adriano Nascimento de Sousa,0.0,6,adriano,SPT,,,,,,,,,,,,,,,,,,,,
442,Chrystian Barletta,True,31,5,C. Barletta,107726,292,5.67,3.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,29,0.24,Chrystian Amaral Barletta de Almeida,1.7,7,chrystian-barletta,SPT,2.0,16.0,13.0,18.0,29.0,5.0,,,17.0,2.0,,,,2.0,,,,,,
443,Praxedes,True,31,4,Praxedes,107744,280,3.74,1.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,12,-0.07,Bruno Conceição Praxedes,0.2,6,praxedes,RBB,2.0,5.0,7.0,7.0,11.0,,,,2.0,,,,,,,,,,,
444,Adriel,False,31,1,Adriel,107748,284,3.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0.0,Adriel Vasconcelos Ramos,0.0,6,adriel,GRE,,,,,,,,,,,,,,,,,,,,
445,Natã,False,31,3,Natã,107801,286,2.43,1.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,0.0,Natã Felipe de Amorim Santos,0.0,5,nata,JUV,,2.0,1.0,,,,,,,,,,,,,,,,,
446,Pierre,True,31,4,Pierre,107812,356,3.18,1.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5,-0.63,Pierre Wagner Oliveira dos Santos,0.3,7,pierre,FOR,1.0,6.0,8.0,1.0,1.0,,,,,,,,,,,,,,,
447,Fintelman,False,31,1,Fintelman,107859,287,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,0.0,Alexandre Fintelman de Mello Ribeiro da Silva,0.0,5,fintelman,VIT,,,,,,,,,,,,,,,,,,,,
448,Bobadilla,True,31,4,Bobadilla,107873,276,5.74,3.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,24,-1.75,Damián Josué Bobadilla Benítez,1.5,7,bobadilla,SAO,3.0,39.0,29.0,7.0,10.0,1.0,,1.0,6.0,3.0,,,,,,,,,,
449,Hugo,True,31,2,Hugo,107908,264,6.0,3.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,8,0.48,Hugo Ferreira de Farias,5.5,6,hugo,COR,,7.0,3.0,1.0,7.0,1.0,2.0,,1.0,,,,,,,,,,,
450,Fausto Vera,True,31,4,F. Vera,107950,282,5.79,2.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,14,-0.13,Fausto Mariano Vera,-0.3,7,fausto-vera,CAM,3.0,18.0,22.0,5.0,5.0,,,,,1.0,,,,,,,,,,
451,Carbonero,True,31,5,Carbonero,107989,285,6.39,4.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,18,-0.52,Johan Stiven Carbonero Balanta,0.2,7,carbonero,INT,4.0,7.0,23.0,9.0,48.0,10.0,,2.0,10.0,4.0,2.0,,,1.0,,,,,,
452,Isidro Pitta,True,31,5,I. Pitta,108133,280,6.34,3.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,17,-1.56,Isidro Miguel Pitta Saldívar,-1.3,6,isidro-pitta,RBB,4.0,1.0,15.0,6.0,9.0,7.0,,1.0,3.0,6.0,,,,,,,,,,
453,Gabriel Lacerda,False,31,3,G. Lacerda,108176,354,4.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,0.0,Gabriel Santos Cordeiro Lacerda,0.0,6,gabriel-lacerda,CEA,,,,,,,,,,,,,,,,,,,,
454,David Ricardo,True,31,3,D. Ricardo,108274,263,5.35,3.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,15,0.61,David Ricardo Loiola da Silva,8.5,7,david-ricardo,BOT,3.0,10.0,15.0,3.0,9.0,,6.0,,,1.0,,,,,,1.0,,,,
455,Adonis Frías,True,31,3,A. Frías,108469,277,6.29,3.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7,1.04,Adonis Uriel Frías,7.7,7,adonis-frias,SAN,2.0,6.0,12.0,2.0,5.0,,1.0,,2.0,1.0,,,,,,,,,,
456,Santi Moreno,False,31,5,S. Moreno,108474,266,5.64,1.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4,0.0,Santiago Moreno,0.0,6,santi-moreno,FLU,1.0,6.0,5.0,,2.0,,,,,,,,,,,,,,,
457,Aravena,False,31,5,Aravena,108548,284,4.32,2.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,19,0.0,Alexander Ernesto Aravena Guzmán,0.0,6,aravena,GRE,1.0,7.0,6.0,7.0,9.0,1.0,,,2.0,3.0,,,,1.0,,,,,,
458,Tapia,True,31,5,Tapia,108588,276,7.21,4.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,13,0.16,Gonzalo Andrés Tapia Dubournais,4.8,6,tapia,SAO,4.0,6.0,13.0,12.0,18.0,4.0,,,6.0,4.0,,,,,,,,,,
459,Garré,False,31,5,Garré,108671,267,1.83,0.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,8,0.0,Benjamín Antonio Garré,0.0,6,garre,VAS,1.0,1.0,6.0,,3.0,,,,,,,,,,,,,,,
460,Emiliano Martínez,True,31,4,E. Martínez,108683,275,4.81,2.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,21,-0.33,Emiliano Martínez Toranza,-0.3,7,emiliano-martinez,PAL,3.0,30.0,20.0,5.0,8.0,,,,4.0,1.0,,,,,,,,,,
461,Galeano,True,31,5,Galeano,108713,354,7.33,4.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,28,1.33,Antonio Javier Galeano Ferreira,9.4,7,galeano,CEA,1.0,23.0,17.0,10.0,49.0,12.0,,3.0,10.0,6.0,,,,1.0,,,,,,
462,Plata,True,31,5,Plata,109096,262,6.64,3.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,23,0.29,Gonzalo Jordy Plata Jiménez,2.2,7,plata,FLA,,24.0,18.0,5.0,14.0,2.0,,1.0,7.0,4.0,,,,,,,,,,
463,Kike Saverio,True,31,5,K. Saverio,109138,287,5.18,1.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1,0.18,Javier Enrique Delgado Saverio,1.7,6,kike-saverio,VIT,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
464,Erick Pulga,True,31,5,E. Pulga,109401,265,9.28,6.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,17,0.67,Erick da Costa Farias,5.0,7,erick-pulga,BAH,3.0,25.0,13.0,20.0,38.0,3.0,,3.0,5.0,2.0,,,,,,,,,,
465,Weverson,False,31,2,Weverson,109426,356,2.29,0.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3,0.0,Weverson Moreira da Costa,0.0,6,weverson,FOR,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
466,Martinelli,True,31,4,Martinelli,109573,266,6.06,2.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,25,-0.33,Matheus Martinelli Lima,0.4,7,martinelli,FLU,4.0,27.0,37.0,5.0,32.0,1.0,,2.0,2.0,1.0,,,,1.0,,,,,1.0,
467,Batalla,False,31,5,Batalla,109899,286,6.5,4.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,21,0.0,Emerson Geovanny Batalla Martínez - Enmerson,0.0,6,batalla,JUV,4.0,17.0,15.0,8.0,29.0,1.0,,1.0,8.0,4.0,,,,,,,,,,
468,Monsalve,False,31,4,Monsalve,109966,284,3.55,1.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,8,0.0,Miguel Ángel Monsalve Gonzáles - González,0.0,6,monsalve,GRE,2.0,3.0,9.0,1.0,9.0,,,1.0,1.0,,,,,,,,,,,
469,João Neto,False,31,4,J. Neto,110062,280,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0.0,João Roberto Rota Neto,0.0,6,joao-neto,RBB,,,,,,,,,,,,,,,,,,,,
470,José Martínez,False,31,4,J. Martínez,110311,264,3.73,2.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,19,0.0,José Andrés Martínez Torres,0.0,6,jose-martinez,COR,9.0,19.0,14.0,5.0,27.0,1.0,,1.0,3.0,,,,,,,,,,1.0,
471,Bernabéi,True,31,2,Bernabéi,110426,285,12.9,5.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,22,-1.08,Alexandro Ezequiel Bernabéi,6.1,7,bernabei,INT,6.0,52.0,42.0,10.0,20.0,1.0,5.0,4.0,7.0,,1.0,,,,,1.0,,,,
472,Abel Ferreira,True,31,6,A. Ferreira,110506,275,12.84,6.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,29,0.51,Abel Fernando Moreira Ferreira,9.39,7,abel-ferreira,PAL,,,,,,,,,,,,,,,19.0,,,,,
473,Aguirre,False,31,2,Aguirre,110510,285,8.39,4.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,25,0.0,Braian Aguirre Nahuel,0.0,5,aguirre,INT,4.0,55.0,35.0,5.0,3.0,3.0,6.0,,2.0,1.0,1.0,,,2.0,,,,,,
474,Yeison Guzmán,False,31,4,Y. Guzmán,110542,356,4.07,1.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4,0.0,Yeison Estiven Guzmán Gómez,0.0,6,yeison-guzman,FOR,,3.0,2.0,,4.0,,,,,,,,,,,,,,,
475,Andrés Hurtado,True,31,2,A. Hurtado,110715,280,6.66,3.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,23,-0.08,José Andrés Hurtado Cheme,2.4,6,andres-hurtado,RBB,2.0,32.0,25.0,5.0,8.0,,7.0,,1.0,1.0,,,,,,1.0,,,,
476,Gustavo Marques,False,31,3,G. Marques,110750,280,3.92,1.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,0.0,Gustavo Marques Alves dos Santos,0.0,6,gustavo-marques,RBB,,4.0,4.0,3.0,8.0,,,,1.0,,,,,,,,,,1.0,
477,John Kennedy,True,31,5,J. Kennedy,110759,266,6.51,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,10,-0.32,John Kennedy Batista de Souza,3.1,7,john-kennedy,FLU,1.0,3.0,6.0,2.0,10.0,3.0,,1.0,5.0,1.0,,,,1.0,,,,,,
478,Biel,False,31,5,Biel,110760,282,5.72,2.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,12,0.0,Gabriel Teixeira Aragão,0.0,6,biel,CAM,1.0,7.0,4.0,7.0,9.0,,,1.0,3.0,,,,,,,,,,,
479,Guilherme Lopes,False,31,2,G. Lopes,110909,280,6.37,3.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,9,0.0,Guilherme Lopes de Almeida,0.0,6,guilherme-lopes,RBB,2.0,10.0,6.0,2.0,3.0,,2.0,1.0,,1.0,,,,,,,,,,1.0
480,Rodrigo Santos,False,31,4,R. Santos,111156,356,2.19,1.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,0.0,Rodrigo Oliveira dos Santos,0.0,6,rodrigo-santos,FOR,1.0,7.0,7.0,1.0,3.0,,,,1.0,,,,,,,,,,,
