,atletas.apelido,atletas.entrou_em_campo,atletas.rodada_id,atletas.posicao_id,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube_id,atletas.preco_num,atletas.media_num,atletas.foto,atletas.jogos_num,atletas.variacao_num,atletas.nome,atletas.pontos_num,atletas.status_id,atletas.slug,atletas.clube.id.full.name,CA,DS,FC,FF,FS,I,SG,A,FD,G,PS,DE,GS,FT,V,CV,DP,PP,PC,GC
74,Cédric Soares,False,31,2,C. Soares,77656,276,7.08,3.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,22,0.0,Cédric Ricardo Alves Soares,0.0,6,cedric-soares,SAO,1.0,23.0,10.0,3.0,8.0,,6.0,2.0,,,,,,,,,,,,
75,Sérgio Oliveira,True,31,4,S. Oliveira,77664,292,8.47,4.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,12,-0.37,Sérgio Miguel Relvas de Oliveira,4.4,6,sergio-oliveira,SPT,4.0,18.0,14.0,8.0,8.0,,,1.0,5.0,1.0,,,,1.0,,,,,,
76,Romarinho,False,31,5,Romarinho,77738,287,5.44,1.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5,0.0,Romário Ricardo da Silva,0.0,6,romarinho,VIT,,2.0,,2.0,4.0,,,,1.0,,,,,,,,,,,
77,João Schmidt,True,31,4,J. Schmidt,77777,277,4.3,2.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,23,-0.78,João Felipe Schmidt Urbano,-1.3,7,joao-schmidt,SAN,7.0,32.0,37.0,7.0,11.0,1.0,,2.0,2.0,,,,,,,,,,,
78,Everaldo,True,31,5,Everaldo,78117,266,3.26,1.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,21,-0.06,Everaldo Stum,-0.1,6,everaldo,FLU,1.0,3.0,20.0,9.0,13.0,1.0,,,6.0,2.0,,,,1.0,,,,1.0,,
79,Gustavo Henrique,True,31,3,G. Henrique,78248,264,9.1,4.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,17,1.97,Gustavo Henrique Vernes,16.5,7,gustavo-henrique,COR,3.0,18.0,15.0,5.0,6.0,,5.0,,5.0,2.0,,,,1.0,,,,,,
80,Vitinho,False,31,5,Vitinho,78435,264,7.75,3.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,8,0.0,Victor Vinícius Coelho dos Santos,0.0,5,vitinho,COR,,11.0,4.0,2.0,8.0,1.0,,1.0,4.0,,,,,,,,,,,
81,Renê,True,31,2,Renê,78445,266,9.14,6.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,20,-1.16,Renê Rodrigues Martins,0.0,7,rene,FLU,,47.0,16.0,5.0,16.0,,8.0,,,1.0,,,,,,,,,,
82,Willian Arão,True,31,4,W. Arão,78478,277,5.6,1.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5,-0.4,Willian Souza Arão da Silva,2.0,6,willian-arao,SAN,,4.0,2.0,1.0,4.0,,,,,,,,,,,,,,,
83,Gabriel,True,31,4,Gabriel,78605,280,5.83,3.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,26,0.31,Gabriel Girotto Franco,3.1,7,gabriel,RBB,10.0,48.0,37.0,6.0,25.0,,,,1.0,1.0,,,,1.0,,,,,,
84,Reinaldo,False,31,2,Reinaldo,78850,2305,10.25,7.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,27,0.0,Reinaldo Manoel da Silva,0.0,7,reinaldo,MIR,6.0,28.0,19.0,17.0,20.0,,8.0,5.0,10.0,11.0,,,,,,,,1.0,2.0,
85,Richard,False,31,1,Richard,78851,354,4.53,-1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,0.0,Richard de Oliveira Costa,0.0,6,richard,CEA,1.0,,,,,,,,,,,,,,,,,,,
86,Thiago Santos,True,31,3,T. Santos,78855,266,6.56,3.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,8,-0.42,Thiago dos Santos,1.5,6,thiago-santos,FLU,2.0,6.0,8.0,1.0,3.0,,5.0,,,,,,,,,,,,,
87,Alex Muralha,False,31,1,A. Muralha,79066,2305,2.82,2.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,0.0,Alex Roberto Santana Rafael,0.0,6,alex-muralha,MIR,3.0,,,,1.0,,,,,,,21.0,10.0,,,,,,,
88,Bruno Ferreira,True,31,1,B. Ferreira,79266,354,7.11,4.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,22,1.32,Bruno Ferreira Ventura Diniz - de Lins,9.4,7,bruno-ferreira,CEA,2.0,,1.0,,10.0,,7.0,,,,,56.0,21.0,,,,,,,
89,Cano,False,31,5,Cano,79631,266,8.64,4.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,20,0.0,Germán Ezequiel Cano,0.0,6,cano,FLU,1.0,4.0,9.0,20.0,24.0,5.0,,,5.0,6.0,,,,2.0,,,,,,
90,Lucas Silva,True,31,4,L. Silva,79701,283,4.87,2.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,29,0.28,Lucas Silva Borges,2.2,7,lucas-silva,CRU,5.0,24.0,42.0,10.0,22.0,,,2.0,2.0,2.0,,,,1.0,,,,,,
91,Helton Leite,False,31,1,H. Leite,79973,356,5.13,1.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4,0.0,Helton Brant Aleixo Leite,0.0,6,helton-leite,FOR,,,,,1.0,,,,,,,12.0,9.0,,,,,,,
92,Saúl,True,31,4,Saúl,80061,262,9.08,4.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,11,-0.88,Saúl Ñíguez Esclapez,1.4,7,saul,FLA,1.0,24.0,24.0,7.0,4.0,,,1.0,2.0,,,,,1.0,,,,,,
93,Zé Roberto,False,31,5,Z. Roberto,80076,292,6.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,José Roberto Assunção de Araújo Filho,0.0,6,ze-roberto,SPT,,,,,,,,,,,,,,,,,,,,
94,Jadson,False,31,4,Jadson,80129,286,5.2,2.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,25,0.0,Jadson Alves dos Santos,0.0,7,jadson,JUV,8.0,38.0,36.0,7.0,42.0,2.0,,1.0,3.0,,,,,,,,,,1.0,
95,Yago Pikachu,True,31,4,Y. Pikachu,80196,356,4.92,2.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,24,-0.1,Glaybson Yago Souza Lisboa,-0.3,7,yago-pikachu,FOR,2.0,8.0,9.0,5.0,16.0,3.0,,1.0,6.0,2.0,1.0,,,1.0,,,,,,
96,Luciano,False,31,5,Luciano,80287,276,10.92,5.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,25,0.0,Luciano da Rocha Neves,0.0,7,luciano,SAO,9.0,20.0,23.0,23.0,34.0,5.0,,4.0,16.0,7.0,2.0,,,,,,,1.0,,
97,Gilberto,False,31,2,Gilberto,80313,265,7.29,4.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,19,0.0,Gilberto Moraes Júnior,0.0,5,gilberto,BAH,5.0,25.0,14.0,5.0,10.0,1.0,7.0,,2.0,1.0,,,,,,,,,,
98,Wendell,False,31,2,Wendell,80570,276,9.67,4.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,15,0.0,Wendell Nascimento Borges,0.0,5,wendell,SAO,,22.0,12.0,3.0,16.0,,6.0,1.0,,,,,,,,,,,,
99,Lucas Lima,True,31,4,L. Lima,80583,292,6.13,3.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,24,0.19,Lucas Rafael Araújo Lima,1.3,6,lucas-lima,SPT,10.0,18.0,28.0,3.0,37.0,7.0,,4.0,9.0,4.0,,,,,,,,,,
100,Jair,False,31,4,Jair,81091,267,4.63,2.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,10,0.0,Jair Rodrigues Júnior,0.0,5,jair,VAS,3.0,14.0,12.0,1.0,11.0,,,,,,,,,,,,,,,
101,Lucas Mugni,True,31,4,L. Mugni,81121,354,5.99,3.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,23,-0.18,Lucas Andrés Mugni,0.5,6,lucas-mugni,CEA,5.0,24.0,28.0,7.0,11.0,2.0,,3.0,4.0,2.0,,,,1.0,,,,,,
102,Mayke,False,31,2,Mayke,81150,277,8.01,4.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,11,0.0,Mayke Rocha de Oliveira,0.0,6,mayke,SAN,2.0,24.0,17.0,2.0,7.0,1.0,3.0,,1.0,,,,,,,,,,,
103,Gonçalo Paciência,False,31,5,G. Paciência,81401,292,5.5,0.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4,0.0,Gonçalo Mendes Paciência,0.0,6,goncalo-paciencia,SPT,,,2.0,3.0,1.0,,,,,,,,,,,,,,,
104,Alisson,True,31,4,Alisson,81845,276,4.44,1.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,24,0.15,Alisson Euler de Freitas Castro,1.5,6,alisson,SAO,4.0,16.0,17.0,4.0,29.0,1.0,,1.0,6.0,,,,,,,,,,,
105,João Ricardo,False,31,1,J. Ricardo,81881,356,11.84,5.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,13,0.0,João Ricardo Riedi,0.0,5,joao-ricardo,FOR,,,,,2.0,,6.0,,,,,51.0,18.0,,,,,,,1.0
106,Willian Oliveira,True,31,4,W. Oliveira,81952,287,5.62,2.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,14,1.2,Willian Osmar de Oliveira Silva,9.5,7,willian-oliveira,VIT,5.0,21.0,24.0,8.0,11.0,,,,1.0,1.0,,,,,,,,,,
107,Chico Kim,False,31,4,C. Kim,82407,2305,4.18,1.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,11,0.0,Francisco Hyun-Sol Kim,0.0,6,chico-kim,MIR,1.0,8.0,6.0,1.0,11.0,,,,1.0,,1.0,,,,,,,,,
108,Zé Rafael,True,31,4,Z. Rafael,82455,277,8.18,4.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,20,0.33,José Rafael Vivian,6.2,7,ze-rafael,SAN,3.0,40.0,32.0,10.0,43.0,,,,2.0,1.0,1.0,,,2.0,,,,,,
109,Otávio,False,31,4,Otávio,82463,266,4.92,1.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5,0.0,Otávio Henrique Passos Santos,0.0,6,otavio,FLU,,3.0,5.0,1.0,8.0,,,,,,,,,,,,,,,
110,Luiz Araújo,True,31,5,L. Araújo,82627,262,8.25,4.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,28,-0.49,Luiz de Araújo Guimarães Neto,-0.9,7,luiz-araujo,FLA,2.0,31.0,30.0,14.0,22.0,1.0,,2.0,10.0,6.0,,,,2.0,,,,,,
111,Tinga,True,31,2,Tinga,82628,356,7.83,3.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,11,-0.5,Guilherme de Jesus da Silva,1.5,6,tinga,FOR,1.0,12.0,6.0,3.0,4.0,,3.0,,,1.0,,,,,,,,,,
112,Marcelo Hermes,True,31,2,M. Hermes,82639,286,7.06,4.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,13,-0.92,Marcelo Gazella Hermes,1.2,7,marcelo-hermes,JUV,2.0,17.0,14.0,8.0,9.0,,3.0,2.0,6.0,,,,,,,,,,,
113,Lucas Ramon,False,31,2,L. Ramon,82775,2305,9.24,6.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,23,0.0,Lucas Ramon Batista Silva,0.0,5,lucas-ramon,MIR,6.0,45.0,22.0,6.0,32.0,3.0,6.0,2.0,7.0,2.0,1.0,,,,,,,,,
114,Rafael Thyere,False,31,3,R. Thyere,83048,292,5.36,2.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,16,0.0,Rafael Thyere de Albuquerque Marques,0.0,5,rafael-thyere,SPT,2.0,13.0,9.0,2.0,6.0,,3.0,,1.0,,,,,1.0,,,,,,
115,Alan Benítez,False,31,2,A. Benítez,83251,285,5.21,2.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,9,0.0,Alan Max Benítez Domínguez,0.0,6,alan-benitez,INT,,5.0,5.0,,,,2.0,,3.0,,,,,,,,,,,
116,Gabriel,True,31,5,Gabriel,83257,283,7.12,3.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,24,-0.04,Gabriel Barbosa Almeida,4.5,6,gabriel,CRU,5.0,5.0,5.0,11.0,10.0,9.0,,2.0,10.0,6.0,,,,1.0,,,,1.0,,
117,Léo Pereira,True,31,3,L. Pereira,83528,262,9.42,4.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,27,1.01,Leonardo Pereira,5.8,7,leo-pereira,FLA,5.0,18.0,22.0,8.0,10.0,,15.0,,3.0,3.0,,,,1.0,,,,,2.0,
118,Neris,True,31,3,Neris,83786,287,3.01,0.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7,-0.03,Hueglo dos Santos Neris,3.4,7,neris,VIT,1.0,2.0,9.0,,3.0,2.0,1.0,,2.0,,,,,,,1.0,,,,
119,Tiquinho Soares,True,31,5,T. Soares,84042,277,7.29,2.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,25,0.19,Francisco das Chagas Soares dos Santos Meireles,2.2,6,tiquinho-soares,SAN,3.0,8.0,28.0,12.0,35.0,5.0,,3.0,7.0,2.0,1.0,,,,,,,,,
120,Ruan Carneiro,False,31,1,R. Carneiro,84094,286,3.77,3.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3,0.0,Eudes Ruan de Souza Carneiro,0.0,6,ruan-carneiro,JUV,,,,,,,1.0,,,,,8.0,4.0,,,,,,,
121,Jemerson,False,31,3,Jemerson,84263,284,4.77,3.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,9,0.0,Jemerson de Jesus Nascimento,0.0,6,jemerson,GRE,3.0,11.0,14.0,1.0,3.0,,1.0,,1.0,1.0,,,,1.0,,,,,,
122,Fernando Sobral,True,31,4,F. Sobral,84428,354,4.01,1.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,24,-0.04,Fernando Pereira do Nascimento,1.4,6,fernando-sobral,CEA,7.0,23.0,31.0,5.0,14.0,1.0,,,,1.0,,,,,,,,,,
123,Romarinho,True,31,5,Romarinho,84523,292,4.09,2.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,18,0.33,José Romário Silva de Souza,3.5,7,romarinho,SPT,,4.0,1.0,4.0,21.0,2.0,,1.0,2.0,2.0,,,,,,,,,,
124,Lucas Romero,True,31,4,L. Romero,84558,283,8.49,4.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,28,0.98,Lucas Daniel Romero,8.5,7,lucas-romero,CRU,10.0,61.0,30.0,8.0,41.0,1.0,,3.0,3.0,1.0,,,,,,,,,,
125,Lucas Evangelista,False,31,4,L. Evangelista,84674,275,6.28,3.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,19,0.0,Lucas Evangelista Santana de Oliveira,0.0,5,lucas-evangelista,PAL,2.0,23.0,20.0,2.0,20.0,,,1.0,4.0,2.0,,,,,,,,,,
126,Jorginho,False,31,4,Jorginho,84735,262,6.6,2.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,14,0.0,Jorge Luiz Frello Filho,0.0,6,jorginho,FLA,5.0,18.0,20.0,2.0,8.0,,,,1.0,1.0,,,,,,,,,,
127,Varela,False,31,2,Varela,84816,262,8.77,5.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,17,0.0,Guillermo Varela Olivera,0.0,7,varela,FLA,,9.0,4.0,1.0,7.0,2.0,10.0,4.0,1.0,,,,,,,,,,1.0,
128,Luan Peres,True,31,3,L. Peres,84847,277,4.97,2.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,21,-0.39,Luan Peres Petroni,0.5,3,luan-peres,SAN,6.0,26.0,28.0,1.0,12.0,1.0,5.0,,1.0,,,,,,,,,,,
129,Óscar Romero,False,31,4,O. Romero,85034,285,4.55,1.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,14,0.0,Óscar David Romero Villamayor,0.0,6,oscar-romero,INT,3.0,7.0,6.0,5.0,18.0,,,1.0,1.0,,,,,,,,,,1.0,
130,Memphis Depay,True,31,5,M. Depay,85048,264,14.66,5.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,19,1.71,Memphis Depay,15.0,7,memphis-depay,COR,4.0,8.0,14.0,13.0,28.0,1.0,,3.0,12.0,5.0,,,,3.0,,,,1.0,,
131,Vinicius Silvestre,False,31,1,V. Silvestre,85083,356,6.75,4.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2,0.0,Vinicius Silvestre da Costa,0.0,6,vinicius-silvestre,FOR,,,,,1.0,,,,,,,11.0,6.0,,,,,,,
132,Danielzinho,True,31,4,Danielzinho,85403,2305,5.35,2.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,28,0.28,Daniel de Oliveira Sertanejo,3.5,7,danielzinho,MIR,4.0,28.0,30.0,10.0,56.0,2.0,,2.0,4.0,,1.0,,,1.0,,,,,,
133,João Paulo,False,31,1,J. Paulo,85425,265,6.45,-1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,0.0,João Paulo Silva Martins,0.0,6,joao-paulo,BAH,2.0,,,,,,,,,,,,,,,,,,,
134,Alex Santana,False,31,4,A. Santana,85465,284,2.62,0.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,10,0.0,Alex Paulo Menezes Santana,0.0,5,alex-santana,GRE,5.0,1.0,12.0,4.0,11.0,1.0,,,,,,,,,,,,,,
135,Ricardo Ryller,False,31,4,R. Ryller,85856,287,2.69,1.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,16,0.0,Ricardo Ryller Ribeiro Lino Silva,0.0,6,ricardo-ryller,VIT,3.0,15.0,28.0,2.0,7.0,1.0,,,4.0,,,,,,,,,,,
136,Aylon,False,31,5,Aylon,85930,354,4.36,2.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,17,0.0,Aylon Darwin Tavella,0.0,6,aylon,CEA,3.0,12.0,19.0,6.0,18.0,2.0,,,4.0,2.0,1.0,,,1.0,,,,,,
137,Hyoran,False,31,4,Hyoran,85931,292,3.38,1.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,8,0.0,Hyoran Kaue Dalmoro,0.0,6,hyoran,SPT,2.0,3.0,15.0,3.0,6.0,1.0,,1.0,2.0,,,,,1.0,,,,,,
138,Bolasie,False,31,5,Bolasie,86292,283,3.04,0.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,14,0.0,Yannick Bolasie,0.0,6,bolasie,CRU,1.0,3.0,10.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,
139,Victor Luis,False,31,2,V. Luis,86410,267,4.18,1.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4,0.0,Victor Luis Chuab Zamblauskas,0.0,6,victor-luis,VAS,,,,,1.0,,1.0,,1.0,,,,,,,,,,,
140,Keno,True,31,5,Keno,86485,266,5.98,3.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,13,-0.15,Marcos da Silva França,0.0,6,keno,FLU,,4.0,4.0,9.0,19.0,,,2.0,2.0,1.0,,,,,,,,,,
141,Jandrei,True,31,1,Jandrei,86508,286,4.08,1.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,10,-0.36,Jandrei Chitolina Carniel,0.6,7,jandrei,JUV,2.0,,,,2.0,,1.0,,,,,23.0,18.0,,,,,,,
142,Richardson,False,31,4,Richardson,86536,354,2.84,1.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,13,0.0,Richardson Fernandes dos Santos,0.0,6,richardson,CEA,3.0,8.0,10.0,1.0,8.0,,,,2.0,,,,,,,,,,,
143,Tchê Tchê,True,31,4,T. Tchê,86686,267,4.26,1.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,22,0.82,Danilo das Neves Pinheiro,4.4,7,tche-tche,VAS,2.0,9.0,18.0,4.0,37.0,1.0,,,3.0,1.0,,,,,,,,,,
144,Richard,False,31,4,Richard,86711,285,3.62,1.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4,0.0,Richard Cândido Coelho,0.0,6,richard,INT,,2.0,5.0,1.0,5.0,,,,,,,,,,,,,,,
145,Everton,False,31,5,Everton,86757,262,7.08,2.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,17,0.0,Everton Sousa Soares,0.0,6,everton,FLA,,8.0,10.0,9.0,2.0,1.0,,1.0,4.0,1.0,,,,1.0,,,,,,
146,Matheus Rossetto,False,31,4,M. Rossetto,86766,356,2.96,0.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,13,0.0,Matheus Rossetto,0.0,6,matheus-rossetto,FOR,,6.0,3.0,,3.0,,,,,,,,,,,,,,,
147,Reginaldo,False,31,2,Reginaldo,86820,286,4.79,3.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,15,0.0,Reginaldo Lopes de Jesus,0.0,6,reginaldo,JUV,1.0,11.0,6.0,2.0,10.0,1.0,3.0,2.0,1.0,,,,,,,,,,,
148,José Welison,False,31,4,J. Welison,86859,356,3.82,1.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,9,0.0,José Welison da Silva,0.0,6,jose-welison,FOR,3.0,12.0,7.0,2.0,5.0,,,,,,,,,,,,,,,
149,Luiz Otávio,False,31,3,L. Otávio,86863,2305,3.61,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1,0.0,Luiz Otávio da Silva Santos,0.0,6,luiz-otavio,MIR,,,,,,,,,,,,,,,,,,,,
