,atletas.preco_num,atletas.foto,atletas.media_num,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.clube_id,atletas.jogos_num,atletas.nome,atletas.entrou_em_campo,atletas.apelido,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.pontos_num,atletas.variacao_num,atletas.rodada_id,atletas.status_id,CA,DS,FC,FD,FF,FS,G,I,SG,A,PS,DE,GS,FT,CV,V,DP,PC,PP,GC
585,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,4,roger,123494,265,0,Roger Gabriel Farias de Jesus,False,Roger,Roger,BAH,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
586,2.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5.0,3,janderson,123649,283,1,José Janderson da Silva Marques,False,Janderson,Janderson,CRU,0.0,0.0,33,6,,,,,,,,,1.0,,,,,,,,,,,
587,4.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.67,2,ze-guilherme,123717,265,3,José Guilherme de Lima Costa,False,Zé Guilherme,Z. Guilherme,BAH,0.0,0.0,33,6,,1.0,1.0,,1.0,2.0,,,1.0,,,,,1.0,,,,,,
588,5.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.47,5,herrera,123738,356,13,José María Herrera Ares,True,Herrera,Herrera,FOR,2.0,-0.12,33,7,1.0,16.0,13.0,7.0,12.0,6.0,,,,1.0,,,,,,,,,,
589,5.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.83,4,alan-rodriguez,123744,285,10,Alan Jesús Rodríguez Guaglianoni,True,Alan Rodríguez,A. Rodríguez,INT,2.0,-0.19,33,6,1.0,14.0,6.0,1.0,3.0,7.0,,1.0,,,,,,1.0,,,,,,
590,4.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.87,4,lezcano,123788,266,4,Rubén Darío Lezcano Portillo,False,Lezcano,Lezcano,FLU,0.0,0.0,33,6,,1.0,,,,4.0,,,,,,,,,,,,,,
591,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,2,enzo,124077,284,0,Enzo Henrique dos Santos,False,Enzo,Enzo,GRE,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
592,3.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.65,5,henry-mosquera,124239,280,17,Henry David Mosquera Sánchez,False,Henry Mosquera,H. Mosquera,RBB,0.0,0.0,33,6,,10.0,13.0,9.0,3.0,8.0,,3.0,,,,,,,,,,,,
593,1.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.5,5,isaac,124247,282,1,Isaac Aguiar Tomich,False,Isaac,Isaac,CAM,0.0,0.0,33,6,,,,,,1.0,,,,,,,,,,,,,,
594,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,1,kauan,124264,285,0,Kauan Jesus Santos Oliveira,False,Kauan,Kauan,INT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
595,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,4,allex,124270,285,0,Allex Rodrigues Pereira da Silva,False,Allex,Allex,INT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
596,4.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.31,4,gustavo-prado,124271,285,16,Gustavo Prado Alves,True,Gustavo Prado,G. Prado,INT,0.2,-0.42,33,6,2.0,7.0,6.0,8.0,8.0,13.0,1.0,2.0,,,,,,,,,,,,
597,4.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.43,5,ricardo-mathias,124280,285,17,Ricardo Mathias da Silva,False,Ricardo Mathias,R. Mathias,INT,0.0,0.0,33,6,1.0,2.0,16.0,7.0,5.0,10.0,3.0,2.0,,,,,,1.0,,,,,,
598,6.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6.73,1,leo-aragao,124369,283,3,Leonardo de Aragão Carvalho,False,Léo Aragão,L. Aragão,CRU,0.0,0.0,33,6,1.0,,,,,1.0,,,2.0,,,9.0,1.0,,,,,,,
599,6.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.05,2,mateo-ponte,124481,263,16,Mateo Ponte Costa,False,Mateo Ponte,M. Ponte,BOT,0.0,0.0,33,6,2.0,10.0,11.0,,6.0,3.0,1.0,2.0,5.0,,,,,,,,,,,
600,9.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5.15,2,giay,124526,275,24,Agustín Giay,False,Giay,Giay,PAL,0.0,0.0,33,6,1.0,41.0,30.0,,4.0,28.0,,1.0,11.0,,,,,,,,,,,
601,4.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3.28,3,ivan-roman,124661,282,10,Ivan Ramiro Román Hurtado,True,Iván Román,I. Román,CAM,1.4,-0.51,33,6,3.0,11.0,7.0,1.0,1.0,9.0,,1.0,3.0,,,,,,,,,,,
602,2.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.8,4,felipe-negrucci,124674,276,3,Felipe Negrucci Berdague,False,Felipe Negrucci,F. Negrucci,SAO,0.0,0.0,33,6,,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,,
603,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,1,leandro,124701,276,0,Leandro Mathias Silva Bueno,False,Leandro,Leandro,SAO,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
604,5.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.14,5,nathan-fernandes,124757,263,9,Nathan Ribeiro Fernandes,False,Nathan Fernandes,N. Fernandes,BOT,0.0,0.0,33,5,,3.0,3.0,3.0,1.0,5.0,1.0,2.0,,2.0,,,,,,,,,,
605,4.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.71,3,jonathan-jesus,124912,283,12,Jonathan de Jesus Alves,False,Jonathan Jesus,J. Jesus,CRU,0.0,0.0,33,7,1.0,13.0,14.0,,,3.0,,1.0,4.0,,,,,,1.0,,,,,
606,2.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.35,3,viery,125467,284,2,Viery Fernandes Santos Lopes,False,Viery,Viery,GRE,0.0,0.0,33,6,,,1.0,,,,,,1.0,,,,,,,,,,,
607,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,4,alisson,125469,282,0,Alisson Santana Lopes da Fonseca,False,Alisson,Alisson,CAM,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
608,6.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.58,3,joao-pedro,125488,264,12,João Pedro de Sousa Rodrigues,False,João Pedro,J. Pedro,COR,0.0,0.0,33,7,4.0,15.0,15.0,2.0,2.0,4.0,,,6.0,1.0,,,,,,,,,,
609,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,4,marcelinho,126120,280,0,Marcelo Braz da Silva,False,Marcelinho,Marcelinho,RBB,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
610,3.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.53,4,paulinho,126182,267,8,Paulo Lucas Santos de Paula,False,Paulinho,Paulinho,VAS,0.0,0.0,33,6,1.0,4.0,11.0,,,5.0,,,,,,,,,,,,,,
611,9.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5.92,4,barreal,126471,277,28,Álvaro Martín Barreal,True,Barreal,Barreal,SAN,1.2,-0.5,33,7,2.0,46.0,24.0,9.0,15.0,18.0,8.0,4.0,,1.0,,,,2.0,,,,,,
612,2.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.9,4,bahia,127242,264,2,Luiz Gustavo Lemos Carvalho,False,Bahia,Bahia,COR,0.0,0.0,33,6,,3.0,,,1.0,1.0,,,,,,,,,,,,,,
613,7.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7.6,2,julio-fidelis,127932,266,3,Julio Cesar Lima Fidelis,False,Julio Fidélis,J. Fidélis,FLU,0.0,0.0,33,6,,5.0,2.0,,3.0,7.0,,,1.0,1.0,,,,,,,,,,
614,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,4,rayan-lucas,128590,262,0,Rayan Lucas Marques de Souza,False,Rayan Lucas,R. Lucas,FLA,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
615,2.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.97,4,felipe-cardoso,129317,287,3,Felipe Cardoso,False,Felipe Cardoso,F. Cardoso,VIT,0.0,0.0,33,6,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
616,0.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.13,5,ruan-pablo,129663,265,3,Ruan Pablo Barbosa Sousa,False,Ruan Pablo,R. Pablo,BAH,0.0,0.0,33,6,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,
617,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,1,pablo,129665,267,0,Pablo de Paula Cardoso,False,Pablo,Pablo,VAS,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
618,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,4,jp,129666,267,0,João Pedro Murilo de Paula Morais,False,JP,JP,VAS,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
619,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,1,cristhian-loor,129930,263,0,Cristhian Joel Loor Santamaría - Christian,False,Cristhian Loor,C. Loor,BOT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
620,3.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.75,4,noriega,130048,284,12,Erick Carlos Noriega Loret de Mola,True,Noriega,Noriega,GRE,-0.5,-0.5,33,7,2.0,13.0,13.0,,6.0,9.0,,,,,,,,,,,,2.0,,
621,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,1,leo-nannetti,130189,262,0,Leonardo Nannetti Lopes,False,Léo Nannetti,L. Nannetti,FLA,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
622,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,2,carbone,130190,262,0,João Victor Schlickmann Carbone,False,Carbone,Carbone,FLA,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
623,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,4,euder,130252,267,0,Euder Galdino da Silva,False,Euder,Euder,VAS,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
624,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,2,leandrinho,130254,267,0,Leandro Viana da Silva Gama,False,Leandrinho,Leandrinho,VAS,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
625,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,4,guilherme-estrella,130255,267,0,Guilherme Estrella de Paiva,False,Guilherme Estrella,G. Estrella,VAS,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
626,1.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.6,4,lukas-zuccarello,130279,267,2,Lukas Rocha Zuccarello,False,Lukas Zuccarello,L. Zuccarello,VAS,0.0,0.0,33,6,,1.0,1.0,,,,,,,,,,,,,,,,,
627,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,1,phillipe-gabriel,130280,267,0,Phillipe Gabriel Pires de Oliveira,False,Phillipe Gabriel,P. Gabriel,VAS,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
628,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,1,rhyan,130305,263,0,Rhyan Luca Carvalho de Arruda,False,Rhyan,Rhyan,BOT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
629,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,5,rafael-pinna,130316,286,0,Rafael Oliveira Pinna,False,Rafael Pinna,R. Pinna,JUV,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
630,5.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.25,2,maykon,130319,287,9,Maykon Kesley de Jesus Ramalho,False,Maykon,Maykon,VIT,0.0,0.0,33,6,1.0,11.0,16.0,1.0,3.0,8.0,,,4.0,,,,,,,,,,,
631,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,4,guilherme-gomes,130382,262,0,Guilherme Henrique Bernardineli Gomes,False,Guilherme Gomes,G. Gomes,FLA,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
632,2.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.78,5,maceio,130386,2305,6,Everton Leandro de Oliveira Santos,False,Maceió,Maceió,MIR,0.0,0.0,33,6,1.0,1.0,2.0,1.0,4.0,3.0,,1.0,,,,,,,,,,1.0,,
633,1.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.56,3,luiz-gustavo,130393,265,5,Luiz Gustavo Marinho Ribeiro dos Santos,False,Luiz Gustavo,L. Gustavo,BAH,0.0,0.0,33,6,3.0,4.0,4.0,,,2.0,,,1.0,,,,,,,,,,,
634,1.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.5,5,marlon,130507,286,1,Marlon Santos Teodoro,False,Marlon,Marlon,JUV,0.0,0.0,33,6,,,1.0,,1.0,,,,,,,,,,,,,,,
635,0.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,5,riquelme-fillipi,130608,275,1,Riquelme Fillipi Marinho de Souza,False,Riquelme Fillipi,R. Fillipi,PAL,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
636,2.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.05,5,luighi,130612,275,6,Luighi Hanri Sousa Santos,False,Luighi,Luighi,PAL,0.0,0.0,33,6,,4.0,5.0,,,4.0,,2.0,,,,,,,,,,,,
637,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,4,edenilson,130620,287,0,Edenílson Santos Nascimento Filho,False,Edenílson,Edenílson,VIT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
638,3.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.93,4,bernal,130650,266,17,Facundo Bernal Cruz,True,Bernal,Bernal,FLU,-1.3,-0.36,33,6,6.0,21.0,15.0,4.0,5.0,12.0,,,,,,,,,,,,,,1.0
639,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,3,boateng,130711,280,0,Stanley Boateng Osei,False,Boateng,Boateng,RBB,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
640,7.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.41,2,souza,130811,277,18,João Victor de Souza Menezes,True,Souza,Souza,SAN,2.3,-0.3,33,7,3.0,27.0,15.0,4.0,7.0,16.0,1.0,1.0,2.0,2.0,1.0,,,,,,,1.0,,
641,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,3,andrei,130869,287,0,Andrei Gabriel dos Santos Ferreira,False,Andrei,Andrei,VIT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
642,2.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.86,4,riquelme,130889,284,9,Riquelme Freitas dos Santos,False,Riquelme,Riquelme,GRE,0.0,0.0,33,5,,6.0,2.0,1.0,2.0,11.0,,,,,,,,,,,,,,
643,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,1,felipe-preis,131116,276,0,Felipe Gabriel Preis,False,Felipe Preis,F. Preis,SAO,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
644,0.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.17,5,jardiel,131455,284,3,Jardiel Maciel Libertino da Silva,False,Jardiel,Jardiel,GRE,0.0,0.0,33,6,,,,,,1.0,,,,,,,,,,,,,,
645,1.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.7,4,hyan,131515,277,2,Hyan Carvalho Machado Silva,False,Hyan,Hyan,SAN,0.0,0.0,33,6,,1.0,2.0,,,1.0,,,,,,,,,,,,,,
646,6.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.28,2,jp-chermont,131516,277,5,João Pedro Chermont Crema,False,JP Chermont,J. Chermont,SAN,0.0,0.0,33,6,3.0,14.0,9.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,
647,6.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.32,5,andre-silva,131617,276,19,André Oliveira e Silva,False,André Silva,A. Silva,SAO,0.0,0.0,33,5,5.0,11.0,20.0,5.0,10.0,20.0,5.0,5.0,,2.0,,,,1.0,,,,,,
648,3.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.45,1,felipe-longo,131753,264,4,Felipe Longo Fernandes da Silva,True,Felipe Longo,F. Longo,COR,2.9,0.26,33,7,,,,,,1.0,,,1.0,,,11.0,6.0,,,,,,,
649,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,3,isac,131762,276,0,Isac Silvestre da Silva,False,Isac,Isac,SAO,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
650,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,3,kevyn,131765,280,0,Kevyn Henrique Monteiro de Souza,False,Kevyn,Kevyn,RBB,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
651,7.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4.47,5,serna,132071,266,27,Kevin Steven Serna Jaramillo,True,Serna,Serna,FLU,4.7,-0.48,33,7,3.0,27.0,17.0,11.0,6.0,28.0,5.0,3.0,,3.0,1.0,,,,,,,,,
652,6.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.24,5,arroyo,132264,283,9,Keny Alexander Arroyo Alvarado,True,Arroyo,Arroyo,CRU,0.8,-0.43,33,3,3.0,6.0,5.0,8.0,5.0,14.0,1.0,,,1.0,,,,,,,,,,
653,5.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.5,3,jemmes,132553,2305,31,Jemmes Bruno Ribeiro da Silva,True,Jemmes,Jemmes,MIR,1.5,-0.39,33,7,2.0,57.0,30.0,1.0,8.0,9.0,1.0,1.0,9.0,,,,,,,,,,,
654,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,1,davi-barbosa,132560,287,0,Davi Barbosa da Silva Novaes,False,Davi Barbosa,D. Barbosa,VIT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
655,5.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.01,5,vinicinho,132580,280,21,Vinicius Mendonça Pereira,False,Vinicinho,Vinicinho,RBB,0.0,0.0,33,6,2.0,20.0,16.0,6.0,6.0,35.0,,4.0,,2.0,1.0,,,,,,,,,
656,3.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.62,5,gui-negao,133543,264,18,Guilherme William Silva Inácio,True,Gui Negão,G. Negão,COR,0.5,0.0,33,6,3.0,11.0,26.0,,2.0,22.0,3.0,3.0,,1.0,,,,,,,,,,
657,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,3,igao,133623,276,0,Igor Odoni Gomes,False,Igão,Igão,SAO,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
658,6.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.85,5,alysson,133669,284,24,Alysson Edward Franco da Rocha dos Santos,True,Alysson,Alysson,GRE,4.3,-0.39,33,7,3.0,41.0,20.0,9.0,11.0,45.0,1.0,3.0,,2.0,1.0,,,1.0,,,,,,
659,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,1,gustavo-reis,133671,280,0,Gustavo Reis de Alcântara,False,Gustavo Reis,G. Reis,RBB,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
660,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.5,4,mateus-xavier,133673,277,3,Mateus Xavier de Sousa,False,Mateus Xavier,M. Xavier,SAN,0.0,0.0,33,6,,1.0,,,,,,,,,,,,,,,,,,
661,2.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.6,3,benedetti,133679,275,2,Luiz Gustavo Roncholeta Benedetti,False,Benedetti,Benedetti,PAL,0.0,0.0,33,6,,2.0,2.0,,1.0,,,,,,,,,,,,,,,
662,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,4,wallace-davi,133696,266,0,Wallace Davi Nunes da Silva Dias,False,Wallace Davi,W. Davi,FLU,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
663,1.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.6,4,yago-noal,134246,285,2,Yago Eduardo Noal Lopes,False,Yago Noal,Y. Noal,INT,0.0,0.0,33,6,,1.0,1.0,,,,,,,,,,,,,,,,,
664,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,4,larson,136156,275,0,Larson Torna Ferreira dos Santos,False,Larson,Larson,PAL,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
665,2.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.8,4,luis-otavio,136306,285,17,Luis Otávio Costa de Aquino,True,Luis Otávio,L. Otávio,INT,-0.8,-0.26,33,7,2.0,16.0,6.0,2.0,2.0,13.0,,1.0,,,,,,,,,,,,
