,atletas.preco_num,atletas.foto,atletas.media_num,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.clube_id,atletas.jogos_num,atletas.nome,atletas.entrou_em_campo,atletas.apelido,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.pontos_num,atletas.variacao_num,atletas.rodada_id,atletas.status_id,CA,DS,FC,FD,FF,FS,G,I,SG,A,PS,DE,GS,FT,CV,V,DP,PC,PP,GC
666,4.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.6,5,sanabria,136955,265,8,Mateo Naín Sanabria Doracio,False,Sanabria,Sanabria,BAH,0.0,0.0,33,5,,3.0,5.0,2.0,2.0,18.0,,2.0,,,,,,,1.0,,,,,
667,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,5,micael,137375,292,0,Micael de Barros Viturino,False,Micael,Micael,SPT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
668,1.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.5,5,kaique-kenji,137542,283,2,Kaique Kenji Takamura Correa,False,Kaique Kenji,K. Kenji,CRU,0.0,0.0,33,6,,,,,,2.0,,,,,,,,,,,,,,
669,4.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.59,3,clayton-sampaio,137618,285,10,Clayton Sampaio Pereira,False,Clayton Sampaio,C. Sampaio,INT,0.0,0.0,33,6,2.0,9.0,13.0,2.0,3.0,1.0,,,2.0,,,,,1.0,,,,,,
670,1.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.3,3,palacios,138021,280,2,Sergio Stevan Palacios Zapata,False,Palacios,Palacios,RBB,0.0,0.0,33,6,2.0,,3.0,,,1.0,,,1.0,,,,,,,,,,,
671,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,4,figueiredo,139001,275,0,Vitor dos Santos Figueiredo,False,Figueiredo,Figueiredo,PAL,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
672,12.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.9,6,filipe-luis,139076,262,32,Filipe Luís Kasmirski,True,Filipe Luís,F. Luís,FLA,5.92,0.25,33,7,,,,,,,,,,,,,,,,20.0,,,,
673,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,3,pedro-kaua,139200,285,0,Pedro Kauã Rodrigues Machado,False,Pedro Kauã,P. Kauã,INT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
674,4.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.84,2,kaua-prates,139345,283,5,Kauã Prates de Almeida,False,Kauã Prates,K. Prates,CRU,0.0,0.0,33,6,1.0,4.0,4.0,,,1.0,,1.0,3.0,,,,,,,,,,,
675,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,5,caio-maia,139455,282,0,Caio da Silva Maia,False,Caio Maia,C. Maia,CAM,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
676,3.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.51,5,joao-marcelo,140364,282,7,João Marcelo Soares de Freitas,False,João Marcelo,J. Marcelo,CAM,0.0,0.0,33,6,,1.0,3.0,3.0,2.0,,,2.0,,1.0,,,,,,,,,,
677,3.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.0,5,riquelme-felipe,140484,266,5,Riquelme Felipe Silva de Almeida,False,Riquelme Felipe,R. Felipe,FLU,0.0,0.0,33,6,,2.0,1.0,,1.0,3.0,,,,,,,,,,,,,,
678,3.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.7,3,joao-victor,140492,262,1,João Victor de Souza Cunha,False,João Victor,J. Victor,FLA,0.0,0.0,33,2,,,1.0,,,,,,1.0,,,,,,,,,,,
679,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,4,joao-alves,140494,262,0,João Victor Alves Ferreira,False,João Alves,J. Alves,FLA,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
680,3.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.69,5,ryan-francisco,140542,276,7,Ryan Francisco Rodrigues dos Santos Silva,False,Ryan Francisco,R. Francisco,SAO,0.0,0.0,33,5,,,4.0,,2.0,5.0,2.0,1.0,,,,,,,,,,,,
681,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,4,david-martins,140726,265,0,David Martins Almeida de Lira,False,David Martins,D. Martins,BAH,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
682,2.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.23,5,davi-gomes,140906,280,6,Davi Gomes de Alvarenga,False,Davi Gomes,D. Gomes,RBB,0.0,0.0,33,6,,1.0,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,
683,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,1,bruno-bertinato,140908,2305,0,Bruno Oliveira Bertinato,False,Bruno Bertinato,B. Bertinato,MIR,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
684,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,2,kaio-borges,141039,266,0,Kaio Borges Correa,False,Kaio Borges,K. Borges,FLU,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
685,1.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.7,3,davi-schuindt,141040,266,2,Davi Duarte Schuindt,False,Davi Schuindt,D. Schuindt,FLU,0.0,0.0,33,6,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
686,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,3,kaua-branco,141084,263,0,Kauã Oliveira Branco,False,Kauã Branco,K. Branco,BOT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
687,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,1,robert,141125,282,0,Robert Pinto Alves Assunção,False,Robert,Robert,CAM,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
688,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,3,vitao,141131,282,0,Vitor Fernandes Chaves Teixeira,False,Vitão,Vitão,CAM,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
689,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,4,ze-phelipe,141138,282,0,José Phelipe dos Santos Dutra,False,Zé Phelipe,Z. Phelipe,CAM,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
690,2.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.0,4,mateus-iseppe,141139,282,1,Mateus José Iseppe,False,Mateus Iseppe,M. Iseppe,CAM,0.0,0.0,33,6,,1.0,,,,1.0,,,,,,,,,,,,,,
691,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,1,davi,141145,292,0,Davi Medeiros Serrano Lira,False,Davi,Davi,SPT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
692,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,3,rafinha,141150,292,0,Rafael Lima da Silva,False,Rafinha,Rafinha,SPT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
693,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,2,felipinho,141151,292,0,Felipe Gabriel dos Santos Silva,False,Felipinho,Felipinho,SPT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
694,0.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,3,riquelme,141153,292,1,Riquelme Felipe da Silva de Oliveira,True,Riquelme,Riquelme,SPT,0.0,-0.09,33,6,,,,,,,,,,,,,,,,,,,,
695,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,3,felype-gabriel,141154,292,0,Felype Gabriel Alencar Carvalho,False,Felype Gabriel,F. Gabriel,SPT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
696,1.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.9,4,adriel,141156,292,1,Adriel Gomes do Nascimento,False,Adriel,Adriel,SPT,0.0,0.0,33,6,,1.0,2.0,,,,,,,,,,,,,,,,,
697,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,4,breno,141158,292,0,Breno José da Silva Santos,False,Breno,Breno,SPT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
698,5.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.81,4,ze-lucas,141160,292,23,José Lucas Gomes da Silva,False,Zé Lucas,Z. Lucas,SPT,0.0,0.0,33,6,4.0,36.0,29.0,4.0,8.0,25.0,,2.0,,,,,,,,,,,,
699,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,4,gago,141161,292,0,Luiz Henrique Duarte Batista,False,Gago,Gago,SPT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
700,1.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.8,4,jefinho,141162,292,1,Jefferson Borges do Nascimento,False,Jefinho,Jefinho,SPT,0.0,0.0,33,6,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
701,2.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.7,5,kayke-queiroz,141401,356,2,Kayke Gouvêa Queiroz,False,Kayke Queiroz,K. Queiroz,FOR,0.0,0.0,33,6,,,2.0,,2.0,1.0,,1.0,,,,,,,,,,,,
702,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,2,avellar,141405,267,0,Riquelme Avellar da Silva Fortes,False,Avellar,Avellar,VAS,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
703,1.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.7,3,fredi-lippert,141419,265,1,Frederico Lippert Neto Gomes,False,Fredi Lippert,F. Lippert,BAH,0.0,0.0,33,6,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
704,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,3,gustavo-cintra,141433,266,0,Gustavo Cintra Rocha,False,Gustavo Cintra,G. Cintra,FLU,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
705,5.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.48,4,allan,141451,275,22,Allan Andrade Elias,True,Allan,Allan,PAL,9.1,0.58,33,6,,25.0,9.0,7.0,6.0,11.0,1.0,,,3.0,,,,1.0,1.0,,,,,
706,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.94,4,atencio,141453,292,18,Rodrigo Uriel Atencio,True,Atencio,Atencio,SPT,0.0,-0.34,33,6,1.0,1.0,5.0,6.0,6.0,6.0,,,,,,,,1.0,,,,,,
707,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,4,bernardo-jacob,141465,285,0,Bernardo Jacob Ferreira,False,Bernardo Jacob,B. Jacob,INT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
708,1.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.4,2,pablo,141467,285,1,Pablo Pereira da Costa,False,Pablo,Pablo,INT,0.0,0.0,33,6,,1.0,2.0,,,1.0,,,,,,,,,,,,,,
709,3.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.41,4,lucca-prior,141526,356,11,Lucca Prior Pimenta,False,Lucca Prior,L. Prior,FOR,0.0,0.0,33,6,1.0,10.0,12.0,2.0,3.0,13.0,2.0,2.0,,,,,,,,,,,,
710,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,4,indio,141551,282,0,Hendel dos Santos Nascimento,False,Índio,Índio,CAM,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
711,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,5,gabriel-mec,141595,284,0,Gabriel Ferreira de Carvalho,False,Gabriel Mec,G. Mec,GRE,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
712,1.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.68,5,lucca,141609,276,4,Lucca Marques Alencar,False,Lucca,Lucca,SAO,0.0,0.0,33,6,,1.0,4.0,,,5.0,,1.0,,,,,,,,,,,,
713,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,1,joao-pedro,141610,276,0,João Pedro Pantiga Gomes,False,João Pedro,J. Pedro,SAO,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
714,8.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7.6,2,maik,141611,276,6,Maik Gomes Viegas,True,Maik,Maik,SAO,6.5,0.36,33,2,3.0,14.0,9.0,,1.0,3.0,1.0,,2.0,2.0,,,,,,,,,,
715,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,5,paulinho,141614,276,0,Paulo Sérgio Venuto Bezerra,False,Paulinho,Paulinho,SAO,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
716,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,4,pedro-ferreira,141615,276,0,Pedro Henrique Ferreira da Silva,False,Pedro Ferreira,P. Ferreira,SAO,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
717,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,4,pablo-lucio,141628,262,0,Pablo Lúcio,False,Pablo Lúcio,P. Lúcio,FLA,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
718,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,1,fernando-costa,141643,280,0,Fernando Henrique Pires Costa,False,Fernando Costa,F. Costa,RBB,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
719,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,4,zappelini,141751,263,0,Cauã Zappelini Joaquim,False,Zappelini,Zappelini,BOT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
720,6.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.2,4,gabriel-bontempo,141754,277,21,Gabriel Morais Silva Bontempo,True,Gabriel Bontempo,G. Bontempo,SAN,8.5,1.21,33,6,1.0,25.0,11.0,,4.0,19.0,2.0,,,1.0,,,,,,,,,,
721,7.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.13,2,fabiano-souza,141763,354,27,Fabiano Josué de Souza Silva,True,Fabiano Souza,F. Souza,CEA,7.5,1.02,33,7,6.0,34.0,43.0,1.0,6.0,37.0,,,11.0,,,,,,,,,,,
722,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,5,athyrson,141771,280,0,Athyrson Ferreira Prates,False,Athyrson,Athyrson,RBB,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
723,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,4,gustavo-henrique,141776,277,0,Gustavo Henrique Pereira,False,Gustavo Henrique,G. Henrique,SAN,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
724,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,3,kauan,141795,287,0,Kauan Santos Neves Coutinho,False,Kauan,Kauan,VIT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
725,2.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.53,5,guilherme,141806,354,6,Guilherme Luiz Oliveira da Silva,False,Guilherme,Guilherme,CEA,0.0,0.0,33,6,1.0,5.0,6.0,1.0,1.0,5.0,,,,,,,,,,,,,,
726,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,2,vinicius-lira,141868,277,0,Vinicius Rodrigues Lira,False,Vinicius Lira,V. Lira,SAN,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
727,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,2,jacare,141873,264,0,João Vitor Barros Silva,False,Jacaré,Jacaré,COR,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
728,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,4,dede,141874,292,0,Josenildo José dos Santos Neto,False,Dedé,Dedé,SPT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
729,1.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.2,4,dieguinho,141995,264,9,Diego da Cruz Lopes,True,Dieguinho,Dieguinho,COR,2.7,0.44,33,6,,3.0,1.0,1.0,3.0,6.0,,,,,,,,,,,,,,
730,4.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.28,3,joao-silva,141996,292,13,João Pedro Eira Antunes da Silva,False,João Silva,J. Silva,SPT,0.0,0.0,33,5,1.0,9.0,11.0,2.0,2.0,3.0,,1.0,3.0,,,,,,,,,,,
731,5.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.14,5,amuzu,142004,284,19,Francis Amuzu,True,Amuzu,Amuzu,GRE,2.7,0.21,33,7,2.0,5.0,8.0,8.0,14.0,20.0,2.0,3.0,,2.0,,,,,,,,,,
732,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,3,gabriel-silva,142047,354,0,Gabriel Silva Rocha,False,Gabriel Silva,G. Silva,CEA,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
733,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,3,bruno-alves,142049,283,0,Bruno Ferreira Alves,False,Bruno Alves,B. Alves,CRU,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
734,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,5,kauan-toledo,142086,263,0,Kauan Almeida Toledo,False,Kauan Toledo,K. Toledo,BOT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
735,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,1,marcelo-eraclito,142130,283,0,Marcelo Eráclito de Souza Filho,False,Marcelo Eráclito,M. Eráclito,CRU,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
736,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,3,luis-eduardo,142257,284,0,Luis Eduardo Guedes de Souza,False,Luis Eduardo,L. Eduardo,GRE,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
737,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,5,jeferson,142261,284,0,Jeferson Borges dos Santos,False,Jeferson,Jeferson,GRE,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
738,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,5,dell,142265,265,0,Wendeson Wanderley Santos de Melo,False,Dell,Dell,BAH,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
739,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,1,ze-henrique,142268,286,0,José Henrique Camargo,False,Zé Henrique,Z. Henrique,JUV,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
740,8.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.49,5,nuno-moreira,142279,267,29,Nuno Gonçalo Rocha Moreira,True,Nuno Moreira,N. Moreira,VAS,3.8,0.58,33,7,3.0,24.0,15.0,10.0,7.0,33.0,6.0,7.0,,4.0,,,,,,,,,,
741,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,4,wanderson-papaterra,142445,287,0,Wanderson Papaterra Matos,False,Wanderson Papaterra,W. Papaterra,VIT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
742,4.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.5,4,barrera,142484,263,1,Jordan Andrés Barrera Herrera,False,Barrera,Barrera,BOT,0.0,0.0,33,6,,,,,,1.0,,,,,,,,,,,,,,
743,2.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1.28,5,robinho-jr,142867,277,10,Robson de Souza Júnior,True,Robinho Jr.,R. Jr.,SAN,4.2,0.69,33,6,,3.0,1.0,1.0,3.0,4.0,,,,,,,,1.0,,,,,,
744,9.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.16,4,montoro,142890,263,10,Álvaro Montoro,False,Montoro,Montoro,BOT,0.0,0.0,33,6,3.0,15.0,7.0,4.0,3.0,12.0,1.0,,,2.0,,,,1.0,,,,,,
745,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,1,salvador,143040,356,0,Eduardo Salvador Correia,False,Salvador,Salvador,FOR,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
746,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,2,gabriel-abdias,143072,263,0,Gabriel da Silva Abdias,False,Gabriel Abdias,G. Abdias,BOT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
747,10.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5.35,6,martin-palermo,143194,356,11,Martín Palermo,True,Martín Palermo,M. Palermo,FOR,5.1,0.07,33,7,,,,,,,,,,,,,,,,4.0,,,,
748,1.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.5,5,wendell,143253,287,1,Wendell dos Santos Sacramento,False,Wendell,Wendell,VIT,0.0,0.0,33,6,,1.0,,,,2.0,,,,,,,,,,,,,,
