,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.atleta_id,atletas.foto,atletas.clube_id,atletas.preco_num,atletas.status_id,atletas.variacao_num,atletas.media_num,atletas.posicao_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.nome,atletas.entrou_em_campo,atletas.slug,atletas.jogos_num,atletas.apelido,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,DP,SG,V,FT,PS,PC,CV,PP,GC
154,JUV,,0.0,86820,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,3.68,6,0.0,2.5,2,Reginaldo,7,Reginaldo Lopes de Jesus,False,reginaldo,2,Reginaldo,,,,,,,,,,,,,1.0,,,,,,,
155,FOR,,0.0,86859,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,3.44,6,0.0,0.68,4,J. Welison,7,José Welison da Silva,False,jose-welison,5,José Welison,,2.0,2.0,,,2.0,,,,,,,,,,,,,,
156,MIR,,0.0,86863,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,4.0,5,0.0,0.0,3,L. Otávio,7,Luiz Otávio da Silva Santos,False,luiz-otavio,0,Luiz Otávio,,,,,,,,,,,,,,,,,,,,
157,VAS,,0.3,87008,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,7.3,7,-0.74,2.7,1,L. Jardim,7,Leonardo César Jardim,True,leo-jardim,6,Léo Jardim,,,,,,,,,,14.0,7.0,,1.0,,,,,,,
158,GRE,,0.0,87009,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,4.82,6,0.0,3.2,4,Nathan,7,Nathan Allan de Souza,False,nathan,1,Nathan,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
159,RBB,,12.0,87225,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,280,10.17,7,1.69,6.69,3,P. Henrique,7,Pedro Henrique Ribeiro Gonçalves,True,pedro-henrique,7,Pedro Henrique,1.0,13.0,4.0,1.0,1.0,5.0,,,1.0,,,,4.0,,,,,,,
160,CAM,,0.0,87228,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,10.39,5,0.0,4.37,2,G. Arana,7,Guilherme Antonio Arana Lopes,False,guilherme-arana,3,Guilherme Arana,,3.0,3.0,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,
161,SAN,,1.4,87258,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,10.59,2,-0.84,0.87,5,Soteldo,7,Yeferson Julio Soteldo Martínez,True,soteldo,3,Soteldo,,,2.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,
162,VIT,,0.0,87274,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,2.0,6,0.0,0.0,4,Dionísio,7,Dionísio Pereira de Souza Neto,False,dionisio,0,Dionísio,,,,,,,,,,,,,,,,,,,,
163,GRE,,-1.0,87342,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,4.09,6,-0.96,0.5,3,Kannemann,7,Walter Kannemann,False,kannemann,1,Kannemann,,1.0,,,,,,,1.0,,,,,,,,,,,
164,SAN,,4.8,87470,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,6.22,2,0.48,2.93,4,Thaciano,7,Thaciano Mickael da Silva,True,thaciano,6,Thaciano,,4.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,
165,MIR,,6.2,87742,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,4.23,6,1.04,1.85,4,N. Moura,7,Antônio Francisco Moura Neto,True,neto-moura,6,Neto Moura,,9.0,8.0,,,2.0,,,1.0,,,,,,,,,,,
166,MIR,,0.5,87747,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,4.68,7,-0.58,1.83,4,Y. Felipe,7,Yago Felipe da Costa Rocha,True,yago-felipe,4,Yago Felipe,,2.0,1.0,,2.0,6.0,,,,,,,,,,,,,,
167,BOT,,0.0,87808,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,3.0,6,0.0,0.0,3,P. Sampaio,7,Philipe Sampaio Azevedo,False,philipe-sampaio,0,Philipe Sampaio,,,,,,,,,,,,,,,,,,,,
168,VAS,,0.0,87853,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,5.43,5,0.0,1.5,3,M. Lemos,7,Paolo Mauricio Lemos Merladett,False,mauricio-lemos,1,Mauricio Lemos,,1.0,,,,,,,,,,,,,,,,,,
169,FLA,,12.0,87863,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,21.03,7,-0.83,13.25,4,Arrascaeta,7,Giorgian Daniel de Arrascaeta Benedetti,True,arrascaeta,6,Arrascaeta,3.0,4.0,1.0,,3.0,9.0,6.0,1.0,,,,,,,1.0,1.0,,,,
170,CAM,,12.5,87999,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,12.76,7,1.4,4.55,4,G. Scarpa,7,Gustavo Henrique Furtado Scarpa,True,gustavo-scarpa,7,Gustavo Scarpa,1.0,4.0,4.0,3.0,7.0,10.0,1.0,1.0,,,,,,,,,,,,
171,CEA,,0.0,88087,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,6.0,6,0.0,0.0,3,R. Menezes,7,Ramon Menezes Roma,False,ramon-menezes,0,Ramon Menezes,,,,,,,,,,,,,,,,,,,,
172,INT,,0.0,88136,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,4.0,6,0.0,0.0,1,Ivan,7,Ivan Quaresma da Silva,False,ivan,0,Ivan,,,,,,,,,,,,,,,,,,,,
173,CAM,,5.7,88312,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,6.03,7,0.51,3.45,3,J. Alonso,7,Júnior Osmar Ignacio Alonso Mujica,True,junior-alonso,7,Junior Alonso,,4.0,5.0,1.0,3.0,4.0,,,1.0,,,,3.0,,,,,,,
174,COR,,1.3,88323,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,6.75,2,-0.24,3.53,5,Ã. Romero,7,Ángel Rodrigo Romero Villamayor,True,angel-romero,7,Ángel Romero,1.0,7.0,5.0,2.0,4.0,7.0,,4.0,1.0,,,,,,1.0,,,,,
175,FLA,,0.0,88393,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,10.24,6,0.0,6.65,2,A. Lucas,7,Ayrton Lucas Dantas de Medeiros,False,ayrton-lucas,4,Ayrton Lucas,,7.0,3.0,1.0,1.0,2.0,,,1.0,,,,3.0,,,,,,,
176,SAN,,0.0,88423,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,4.91,7,0.0,1.1,2,Aderlan,7,Aderlan de Lima Silva,False,aderlan,1,Aderlan,,1.0,1.0,,,,,1.0,,,,,,,,,,,,
177,CRU,,0.0,88479,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,3.21,7,0.0,-0.17,4,Walace,7,Walace Souza Silva,False,walace,4,Walace,,1.0,4.0,,,,,,1.0,,,,,,,,,,,
178,CRU,,5.84,88963,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,9.7,7,-0.22,6.15,6,L. Jardim,7,José Leonardo Nunes Alves Sousa Jardim,True,leonardo-jardim,7,Leonardo Jardim,,,,,,,,,,,,,,4.0,,,,,,
179,COR,,0.0,89048,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,4.25,6,0.0,2.4,5,H. Hernández,7,Héctor José Hernández Marrero,False,hector-hernandez,5,Héctor Hernández,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
180,FLA,,9.2,89256,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,11.12,7,0.99,4.95,4,Gerson,7,Gerson Santos da Silva,True,gerson,6,Gerson,2.0,5.0,4.0,4.0,2.0,14.0,,,,,,,,,,,,,,
181,GRE,,0.0,89273,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,5.77,7,0.0,2.28,2,J. Pedro,7,João Pedro Maturano dos Santos,False,joao-pedro,4,João Pedro,,7.0,5.0,1.0,,,,1.0,,,,,,,,,1.0,,,
182,CRU,,0.0,89275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,17.38,6,0.0,12.17,2,William,7,Willian de Asevedo Furtado,False,william,3,William,2.0,14.0,5.0,,2.0,3.0,,1.0,1.0,,,,1.0,,,,,,,
183,MIR,,0.0,89285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,4.0,5,0.0,0.0,4,M. Sales,7,Matheus de Sales Cabral,False,matheus-sales,0,Matheus Sales,,,,,,,,,,,,,,,,,,,,
184,GRE,,3.6,89368,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,13.47,7,-1.07,4.56,5,Braithwaite,7,Martin Christensen Braithwaite,True,braithwaite,5,Braithwaite,,6.0,5.0,3.0,3.0,7.0,1.0,2.0,2.0,,,,,,,,,,,
185,CAM,,0.0,89493,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,4.49,7,0.0,0.0,3,I. Rabello,7,Igor Rabello da Costa,False,igor-rabello,1,Igor Rabello,,,,,,,,,,,,,,,,,,,,
186,INT,,8.0,89637,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,5.69,7,1.09,2.67,4,T. Maia,7,Thiago Maia Alencar,True,thiago-maia,4,Thiago Maia,,2.0,1.0,,,,1.0,,,,,,,,,,,,,
187,MIR,,-1.0,89695,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2305,4.58,6,-0.6,2.43,5,I. Castilho,7,Iury Lirio Freitas de Castilho,True,iury-castilho,7,Iury Castilho,,2.0,5.0,1.0,1.0,16.0,1.0,5.0,2.0,,,,,,,,,,,
188,SAO,,0.0,89840,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,5.78,5,0.0,-0.77,5,Calleri,7,Jonathan Calleri,False,calleri,3,Calleri,,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,1.0,1.0,
189,GRE,,2.5,89846,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,7.19,7,-0.1,2.68,4,Cristaldo,7,Franco Cristaldo,True,cristaldo,6,Cristaldo,,5.0,,1.0,3.0,10.0,,,,,,,,,,,,,,
190,GRE,,1.7,89883,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,4.46,6,-0.39,2.64,4,Dodi,7,Douglas Moreira Fagundes,True,dodi,5,Dodi,,5.0,2.0,,1.0,13.0,,,1.0,,,,,,,,,,,
191,FOR,,0.0,90061,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,7.57,7,0.0,2.5,2,B. Pacheco,7,Bruno de Jesus Pacheco,False,bruno-pacheco,1,Bruno Pacheco,,1.0,,,,2.0,,,,,,,,,,,,,,
192,FLA,,0.6,90285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,6.14,7,-0.3,2.25,5,B. Henrique,7,Bruno Henrique Pinto,True,bruno-henrique,7,Bruno Henrique,,1.0,4.0,2.0,5.0,5.0,1.0,4.0,1.0,,,,,,,,,,,
193,FLA,,0.5,90307,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,5.53,6,-0.23,3.05,5,Juninho,7,Olávio Vieira dos Santos Júnior,True,juninho,4,Juninho,,2.0,4.0,2.0,2.0,1.0,,1.0,,,,,,,2.0,,,,,
194,VAS,,0.0,90309,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,6.0,5,0.0,0.0,5,David,7,David Correa da Fonseca,False,david,0,David,,,,,,,,,,,,,,,,,,,,
195,BAH,,0.0,90449,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,3.0,6,0.0,0.0,4,Rezende,7,Júlio César de Rezende Miranda,False,rezende,0,Rezende,,,,,,,,,,,,,,,,,,,,
196,JUV,,1.2,90588,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,4.04,6,0.04,1.2,4,Caíque,7,Caique de Jesus Gonçalves,True,caique,1,Caíque,,1.0,1.0,,,,,,,,,,,,,,,,,
197,VIT,,1.4,90703,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,11.36,7,-0.5,6.63,4,Matheuzinho,7,Matheus Martins Fogaça de Paulo,True,matheuzinho,6,Matheuzinho,,8.0,6.0,6.0,,17.0,2.0,1.0,2.0,,,,,,,,,,,
198,CRU,,1.2,90768,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,7.25,7,-0.24,2.65,3,F. Bruno,7,Fabrício Bruno Soares de Faria,True,fabricio-bruno,6,Fabrício Bruno,,9.0,6.0,1.0,,2.0,,,3.0,,,,1.0,,,,,,,
199,VIT,,0.0,90917,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,4.02,5,0.0,1.5,5,C. Eduardo,7,Carlos Eduardo Ferreira de Souza,False,carlos-eduardo,1,Carlos Eduardo,,1.0,,,,,,,,,,,,,,,,,,
200,VIT,,0.0,90943,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,3.11,7,0.0,1.1,3,Z. Marcos,7,José Marcos Alves Luis,False,ze-marcos,6,Zé Marcos,,4.0,3.0,,,3.0,,,,,,,,,,,,,,
201,BAH,,0.0,91101,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,5.47,5,0.0,3.68,1,Ronaldo,7,Ronaldo de Oliveira Strada,False,ronaldo,4,Ronaldo,,,,,,2.0,,,,9.0,4.0,1.0,,,,,1.0,,,
202,CEA,,0.0,91130,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,5.88,5,0.0,4.3,5,Fernandinho,7,Fernando José Marques Maciel,False,fernandinho,2,Fernandinho,,4.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,
203,CEA,,0.0,91203,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,2.9,6,0.0,0.8,3,Éder,7,Éder Ferreira Graminho,False,eder,1,Éder,,,,,1.0,,,,,,,,,,,,,,,
204,FLA,,3.0,91473,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,262,7.26,7,-0.07,3.71,4,E. Pulgar,7,Erick Antonio Pulgar Farfán,True,erick-pulgar,7,Erick Pulgar,,12.0,13.0,2.0,,7.0,1.0,,2.0,,,,,,,,,,,
205,JUV,,0.0,91509,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,4.28,7,0.0,1.8,3,R. Sam,7,Rodrigo Eduardo da Silva,False,rodrigo-sam,1,Rodrigo Sam,,2.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,
206,SAO,,0.0,91573,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,276,7.88,2,0.0,4.0,3,Arboleda,7,Robert Abel Arboleda Escobar,False,arboleda,3,Arboleda,,2.0,3.0,,,2.0,,1.0,1.0,,,,2.0,,,,,,,
207,CAM,,-0.6,91607,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,10.89,7,-1.89,5.44,5,Rony,7,Ronielson da Silva Barbosa,True,rony,7,Rony,,6.0,12.0,9.0,4.0,7.0,2.0,8.0,1.0,,,,,,,1.0,,,,
208,JUV,,0.0,91627,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,3.0,6,0.0,0.0,4,D. Vieira,7,Carlos Eduardo de Souza Vieira,False,dudu-vieira,0,Dudu Vieira,,,,,,,,,,,,,,,,,,,,
209,SPT,,5.5,91639,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,8.69,7,-0.23,7.05,2,I. Cariús,7,Igor Aquino da Silva,True,igor-carius,4,Igor Cariús,,9.0,4.0,2.0,1.0,6.0,,3.0,,,,,2.0,,,,,,,
210,GRE,,8.7,91706,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,7.29,7,1.51,3.62,2,Marlon,7,Marlon Rodrigues Xavier,True,marlon,4,Marlon,,8.0,5.0,,,2.0,,,2.0,,,,1.0,,,,,,,
211,BAH,,5.5,91772,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,265,5.72,7,0.23,3.94,3,D. Duarte,7,David de Duarte Macedo,True,david-duarte,5,David Duarte,,3.0,5.0,,1.0,2.0,,1.0,,,,,3.0,,,,,,,
212,SPT,,6.3,91808,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,292,6.73,7,0.23,4.46,1,C. França,7,Caíque França Godoy,True,caique-franca,7,Caíque França,,1.0,,,,1.0,,,2.0,24.0,10.0,,2.0,,,,,,,
213,SAN,,6.1,91866,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,7.04,7,0.64,4.5,3,Z. Ivaldo,7,José Ivaldo Almeida Silva,True,ze-ivaldo,7,Zé Ivaldo,,11.0,8.0,,7.0,2.0,1.0,2.0,2.0,,,,1.0,,,,,,,
214,GRE,,0.0,91908,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,4.89,6,0.0,1.73,5,Pavón,7,Cristian David Pavón,False,pavon,4,Pavón,,2.0,2.0,2.0,2.0,3.0,,,1.0,,,,,,,,,,,
215,JUV,,1.5,92085,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,3.48,6,0.11,1.95,5,Giovanny,7,Giovanny Bariani Marques,True,giovanny,6,Giovanny,1.0,2.0,2.0,,3.0,4.0,,1.0,,,,,,,,,,,,
216,CAM,,0.0,92087,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,282,9.43,5,0.0,6.02,3,Lyanco,7,Lyanco Evangelista Silveira Neves Vojnovic,False,lyanco,4,Lyanco,,10.0,7.0,2.0,,4.0,,2.0,,,,,2.0,,,,,1.0,,
217,INT,,0.0,92182,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,3.63,6,0.0,-1.3,3,Juninho,7,José Carlos Ferreira Júnior,False,juninho,1,Juninho,,,1.0,,,,,,1.0,,,,,,,,,,,
218,GRE,,0.0,92237,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,284,4.75,5,0.0,0.6,3,R. Ely,7,Rodrigo Ely,False,rodrigo-ely,2,Rodrigo Ely,,1.0,1.0,,,,,,,,,,,,,,,,,
219,COR,,2.4,92440,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,264,5.26,7,-0.38,2.1,3,A. Ramalho,7,André Ramalho Silva,True,andre-ramalho,5,André Ramalho,,5.0,5.0,,,1.0,,,1.0,,,,1.0,,,,,,,
220,VIT,,0.0,92696,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,287,4.0,6,0.0,0.0,5,R. Kayzer,7,Renato Kayzer de Souza,False,renato-kayzer,0,Renato Kayzer,,,,,,,,,,,,,,,,,,,,
221,FOR,,0.0,92708,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,356,5.94,6,0.0,3.6,5,Deyverson,7,Deyverson Brum Silva Acosta,False,deyverson,6,Deyverson,,2.0,7.0,2.0,6.0,7.0,1.0,,1.0,,,,,,1.0,,,,,
222,PAL,,0.0,92811,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,275,6.0,6,0.0,0.0,5,B. Rodrigues,7,Bruno Rafael Rodrigues do Nascimento,False,bruno-rodrigues,0,Bruno Rodrigues,,,,,,,,,,,,,,,,,,,,
223,INT,,0.0,92854,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,12.02,5,0.0,3.4,5,Borré,7,Rafael Santos Borré Maury,False,borre,6,Borré,,2.0,3.0,,2.0,2.0,2.0,3.0,,,,,,,,,,,,
224,INT,,2.7,92981,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,285,3.58,6,0.32,1.22,4,Ronaldo,7,Ronaldo da Silva Souza Guerrero,True,ronaldo,7,Ronaldo,,8.0,12.0,1.0,,,,1.0,1.0,,,,,,,,,,,
225,CEA,,4.7,93236,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,4.23,6,0.46,2.32,2,R. Ramos,7,Rafael António Figueiredo Ramos,True,rafael-ramos,5,Rafael Ramos,,6.0,9.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,
226,SAN,,0.0,93372,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,277,5.0,6,0.0,0.0,3,J. Basso,7,João Othávio Basso,False,joao-basso,0,João Basso,,,,,,,,,,,,,,,,,,,,
227,CRU,,3.8,93478,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,283,5.9,7,0.38,2.21,5,Wanderson,7,Wanderson Maciel Sousa Campos,True,wanderson,7,Wanderson,,4.0,6.0,4.0,4.0,3.0,,2.0,1.0,,,,,,1.0,,,,,
228,CEA,,5.0,93637,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,5.5,6,1.5,5.0,2,B. Tubarão,7,Bruno Nunes de Barros,True,bruno-tubarao,1,Bruno Tubarão,,,,,,,,,,,,,1.0,,,,,,,
229,VAS,,3.7,93716,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,267,12.47,3,-0.79,9.1,2,P. Henrique,7,Paulo Henrique de Oliveira Alves,True,paulo-henrique,5,Paulo Henrique,,25.0,6.0,1.0,2.0,2.0,,,2.0,,,,1.0,,1.0,,,,,
230,BOT,,3.0,93790,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,263,5.29,7,0.07,1.17,4,M. Freitas,7,Marlon Rodrigues Freitas,True,marlon-freitas,7,Marlon Freitas,,5.0,5.0,1.0,,4.0,,,1.0,,,,,,,,,,,
231,CEA,,0.0,93834,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,354,3.0,6,0.0,0.0,1,Keiller,7,Keiller da Silva Nunes,False,keiller,0,Keiller,,,,,,,,,,,,,,,,,,,,
232,JUV,,6.8,93879,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,286,7.0,6,1.46,7.17,1,Marcão,7,Marcos Venicius Santos Miranda - Vinícius,True,marcao,3,Marcão,,,,,,,,,,15.0,3.0,,1.0,,,,,,,
