,atletas.posicao_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.foto,atletas.atleta_id,atletas.status_id,atletas.clube_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.pontos_num,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.apelido,atletas.rodada_id,atletas.preco_num,atletas.slug,atletas.variacao_num,atletas.nome,CA,DS,FC,FS,SG,FD,FF,I,CV,A,FT,G,DE,DP,GS,PS,PC,V,PP,GC
154,4,1.69,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,86859,6,356,FOR,7,5.2,J. Welison,True,José Welison,11,4.37,jose-welison,0.45,José Welison da Silva,1.0,8.0,4.0,4.0,,,,,,,,,,,,,,,,
155,3,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,86863,6,2305,MIR,0,0.0,L. Otávio,False,Luiz Otávio,11,4.0,luiz-otavio,0.0,Luiz Otávio da Silva Santos,,,,,,,,,,,,,,,,,,,,
156,1,2.86,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,87008,7,267,VAS,10,-0.7,L. Jardim,True,Léo Jardim,11,6.87,leo-jardim,-0.93,Leonardo César Jardim,,,,1.0,2.0,,,,,,,,24.0,,13.0,,,,,
157,4,2.45,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,87009,6,284,GRE,2,0.0,Nathan,False,Nathan,11,4.64,nathan,0.0,Nathan Allan de Souza,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,
158,3,5.4,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,87225,7,280,RBB,10,0.0,P. Henrique,False,Pedro Henrique,11,9.0,pedro-henrique,0.0,Pedro Henrique Ribeiro Gonçalves,2.0,14.0,6.0,8.0,5.0,1.0,2.0,,,1.0,,,,,,,,,,
159,2,5.03,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,87228,5,282,CAM,4,0.0,G. Arana,False,Guilherme Arana,11,11.07,guilherme-arana,0.0,Guilherme Antonio Arana Lopes,1.0,4.0,3.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,
160,5,1.72,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,87258,5,277,SAN,5,0.0,Soteldo,False,Soteldo,11,8.83,soteldo,0.0,Yeferson Julio Soteldo Martínez,1.0,3.0,2.0,6.0,,1.0,2.0,1.0,,,,,,,,,,,,
161,3,5.73,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,87342,7,284,GRE,3,10.2,Kannemann,True,Kannemann,11,7.69,kannemann,1.46,Walter Kannemann,1.0,3.0,1.0,,2.0,,,,,,1.0,,,,,1.0,,,,
162,4,2.52,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,87470,6,277,SAN,9,0.0,Thaciano,False,Thaciano,11,5.44,thaciano,0.0,Thaciano Mickael da Silva,,7.0,1.0,3.0,,1.0,3.0,6.0,,,,1.0,,,,,,,,
163,4,2.3,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,87742,6,2305,MIR,9,0.0,N. Moura,False,Neto Moura,11,4.18,neto-moura,0.0,Antônio Francisco Moura Neto,3.0,17.0,12.0,4.0,,,1.0,,,,,,,,,,1.0,,,
164,4,2.17,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,87747,6,2305,MIR,8,7.2,Y. Felipe,True,Yago Felipe,11,5.17,yago-felipe,1.11,Yago Felipe da Costa Rocha,,7.0,4.0,13.0,,,2.0,,,,,,,,,,,,,
165,3,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,87808,6,263,BOT,0,0.0,P. Sampaio,False,Philipe Sampaio,11,3.0,philipe-sampaio,0.0,Philipe Sampaio Azevedo,,,,,,,,,,,,,,,,,,,,
166,3,4.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,87853,6,267,VAS,2,0.0,M. Lemos,False,Mauricio Lemos,11,6.92,mauricio-lemos,0.0,Paolo Mauricio Lemos Merladett,,2.0,,,1.0,,,,,,,,,,,,,,,
167,4,12.7,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,87863,6,262,FLA,9,13.1,Arrascaeta,True,Arrascaeta,11,21.17,arrascaeta,0.24,Giorgian Daniel de Arrascaeta Benedetti,,5.0,3.0,13.0,,1.0,4.0,2.0,,4.0,1.0,9.0,,,,2.0,,,,
168,4,3.84,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,87999,7,282,CAM,11,-0.3,G. Scarpa,True,Gustavo Scarpa,11,10.28,gustavo-scarpa,-1.18,Gustavo Henrique Furtado Scarpa,,8.0,9.0,16.0,,4.0,9.0,1.0,,1.0,,1.0,,,,,,,,
169,3,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,88087,6,354,CEA,0,0.0,R. Menezes,False,Ramon Menezes,11,6.0,ramon-menezes,0.0,Ramon Menezes Roma,,,,,,,,,,,,,,,,,,,,
170,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,88136,6,285,INT,0,0.0,Ivan,False,Ivan,11,4.0,ivan,0.0,Ivan Quaresma da Silva,,,,,,,,,,,,,,,,,,,,
171,3,4.17,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,88312,7,282,CAM,11,5.5,J. Alonso,True,Junior Alonso,11,6.58,junior-alonso,0.16,Júnior Osmar Ignacio Alonso Mujica,2.0,6.0,10.0,5.0,6.0,1.0,4.0,,,1.0,,,,,,,,,,
172,5,2.72,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,88323,2,264,COR,11,0.8,Ã. Romero,True,Ángel Romero,11,6.1,angel-romero,-0.02,Ángel Rodrigo Romero Villamayor,2.0,9.0,5.0,12.0,,2.0,5.0,4.0,,1.0,1.0,,,,,,,,,
173,2,7.9,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,88393,6,262,FLA,5,0.0,A. Lucas,False,Ayrton Lucas,11,11.79,ayrton-lucas,0.0,Ayrton Lucas Dantas de Medeiros,1.0,7.0,5.0,3.0,4.0,1.0,1.0,,,,,1.0,,,,,,,,
174,2,4.7,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,88423,6,277,SAN,2,0.0,Aderlan,False,Aderlan,11,6.64,aderlan,0.0,Aderlan de Lima Silva,,2.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,
175,4,0.16,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,88479,7,283,CRU,5,0.0,Walace,False,Walace,11,3.09,walace,0.0,Walace Souza Silva,1.0,2.0,4.0,,,,,,,,,,,,,,,,,
176,6,6.9,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,88963,7,283,CRU,11,7.23,L. Jardim,True,Leonardo Jardim,11,10.59,leonardo-jardim,-0.18,José Leonardo Nunes Alves Sousa Jardim,,,,,,,,,,,,,,,,,,7.0,,
177,5,2.13,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,89048,2,264,COR,8,2.6,H. Hernández,True,Héctor Hernández,11,4.36,hector-hernandez,-0.02,Héctor José Hernández Marrero,,4.0,4.0,3.0,,1.0,2.0,1.0,,,,1.0,,,,,,,,
178,4,4.14,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,89256,6,262,FLA,9,2.9,Gerson,True,Gerson,11,9.64,gerson,-0.41,Gerson Santos da Silva,,11.0,9.0,20.0,,4.0,2.0,,1.0,2.0,,,,,,,,,,
179,2,2.43,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,89273,5,284,GRE,6,0.0,J. Pedro,False,João Pedro,11,5.81,joao-pedro,0.0,João Pedro Maturano dos Santos,,7.0,5.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,
180,2,9.77,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,89275,6,283,CRU,7,10.4,William,True,William,11,16.85,william,0.04,Willian de Asevedo Furtado,1.0,24.0,10.0,6.0,4.0,1.0,3.0,2.0,,2.0,,,,,,,,,,
181,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,89285,6,2305,MIR,0,0.0,M. Sales,False,Matheus Sales,11,4.0,matheus-sales,0.0,Matheus de Sales Cabral,,,,,,,,,,,,,,,,,,,,
182,5,5.5,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,89368,2,284,GRE,9,8.5,Braithwaite,True,Braithwaite,11,13.71,braithwaite,-0.23,Martin Christensen Braithwaite,2.0,6.0,10.0,10.0,,5.0,6.0,2.0,,1.0,,3.0,,,,1.0,,,,
183,3,2.5,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,89493,7,282,CAM,2,5.0,I. Rabello,True,Igor Rabello,11,5.4,igor-rabello,0.91,Igor Rabello da Costa,,,,,1.0,,,,,,,,,,,,,,,
184,4,3.03,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,89637,2,285,INT,8,1.9,T. Maia,True,Thiago Maia,11,5.09,thiago-maia,-0.74,Thiago Maia Alencar,,6.0,3.0,3.0,,,2.0,,,1.0,,1.0,,,,,,,,
185,5,-0.77,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,89840,5,276,SAO,3,0.0,Calleri,False,Calleri,11,5.78,calleri,0.0,Jonathan Calleri,,1.0,2.0,2.0,,1.0,2.0,,1.0,,,,,,,,,,1.0,
186,4,2.91,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,89846,7,284,GRE,8,7.1,Cristaldo,True,Cristaldo,11,7.64,cristaldo,0.97,Franco Cristaldo,1.0,5.0,2.0,13.0,,3.0,3.0,1.0,,1.0,,,,,,,,,,
187,4,3.06,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,89883,7,284,GRE,9,4.7,Dodi,True,Dodi,11,5.2,dodi,0.65,Douglas Moreira Fagundes,2.0,14.0,8.0,17.0,,,3.0,,,,,,,,,,,,,
188,2,2.5,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,90061,7,356,FOR,1,0.0,B. Pacheco,False,Bruno Pacheco,11,7.57,bruno-pacheco,0.0,Bruno de Jesus Pacheco,,1.0,,2.0,,,,,,,,,,,,,,,,
189,5,2.34,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,90285,6,262,FLA,11,2.5,B. Henrique,True,Bruno Henrique,11,6.12,bruno-henrique,0.13,Bruno Henrique Pinto,1.0,4.0,8.0,10.0,,5.0,6.0,6.0,,,,1.0,,,,,,,,
190,5,2.12,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,90307,6,262,FLA,6,0.0,Juninho,True,Juninho,11,4.71,juninho,-0.39,Olávio Vieira dos Santos Júnior,,2.0,4.0,2.0,,2.0,2.0,1.0,,,2.0,,,,,,,,,
191,5,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,90309,5,267,VAS,0,0.0,David,False,David,11,6.0,david,0.0,David Correa da Fonseca,,,,,,,,,,,,,,,,,,,,
192,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,90370,6,356,FOR,0,0.0,M. Pereira,False,Matheus Pereira,11,6.0,matheus-pereira,0.0,Matheus Pereira da Silva,,,,,,,,,,,,,,,,,,,,
193,4,3.9,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,90449,5,265,BAH,1,0.0,Rezende,False,Rezende,11,4.16,rezende,0.0,Júlio César de Rezende Miranda,,2.0,2.0,3.0,,,,,,,,,,,,,,,,
194,4,2.98,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,90588,6,286,JUV,5,6.5,Caíque,True,Caíque,11,5.04,caique,1.0,Caique de Jesus Gonçalves,1.0,10.0,8.0,5.0,,,1.0,,,,,,,,,,,,,
195,4,4.92,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,90703,6,287,VIT,8,0.0,Matheuzinho,False,Matheuzinho,11,10.54,matheuzinho,0.0,Matheus Martins Fogaça de Paulo,3.0,10.0,9.0,20.0,,6.0,,1.0,1.0,,,2.0,,,,,,,,
196,3,3.56,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,90768,7,283,CRU,10,1.5,F. Bruno,True,Fabrício Bruno,11,7.52,fabricio-bruno,-0.7,Fabrício Bruno Soares de Faria,3.0,12.0,7.0,3.0,4.0,1.0,,,,,,,,,,,,,,
197,5,1.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,90917,6,287,VIT,2,0.0,C. Eduardo,False,Carlos Eduardo,11,3.75,carlos-eduardo,0.0,Carlos Eduardo Ferreira de Souza,,1.0,,1.0,,,,,,,,,,,,,,,,
198,3,1.31,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,90943,7,287,VIT,8,4.2,Z. Marcos,True,Zé Marcos,11,3.33,ze-marcos,0.7,José Marcos Alves Luis,1.0,4.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
199,1,3.68,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,91101,6,265,BAH,4,0.0,Ronaldo,False,Ronaldo,11,5.47,ronaldo,0.0,Ronaldo de Oliveira Strada,,,,2.0,,,,,,,,,9.0,1.0,4.0,,1.0,,,
200,5,4.3,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,91130,5,354,CEA,2,0.0,Fernandinho,False,Fernandinho,11,5.88,fernandinho,0.0,Fernando José Marques Maciel,,4.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
201,3,0.8,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,91203,6,354,CEA,1,0.0,Éder,False,Éder,11,2.9,eder,0.0,Éder Ferreira Graminho,,,,,,,1.0,,,,,,,,,,,,,
202,4,2.89,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,91473,5,262,FLA,9,0.0,E. Pulgar,True,Erick Pulgar,11,6.34,erick-pulgar,-0.21,Erick Antonio Pulgar Farfán,2.0,12.0,13.0,7.0,,2.0,,,,,,1.0,,,,,,,,
203,3,2.04,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,91509,6,286,JUV,5,4.9,R. Sam,True,Rodrigo Sam,11,4.25,rodrigo-sam,0.53,Rodrigo Eduardo da Silva,2.0,8.0,8.0,4.0,,,1.0,2.0,,,,,,,,,,,,
204,3,4.83,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,91573,7,276,SAO,6,6.6,Arboleda,True,Arboleda,11,8.8,arboleda,0.56,Robert Abel Arboleda Escobar,1.0,6.0,6.0,5.0,2.0,,3.0,1.0,,,,1.0,,,,,,,,
205,5,5.3,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,91607,7,282,CAM,11,11.5,Rony,True,Rony,11,11.94,rony,1.27,Ronielson da Silva Barbosa,2.0,9.0,17.0,18.0,,12.0,6.0,12.0,,,,3.0,,,,1.0,,,,
206,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,91627,6,286,JUV,0,0.0,D. Vieira,False,Dudu Vieira,11,3.0,dudu-vieira,0.0,Carlos Eduardo de Souza Vieira,,,,,,,,,,,,,,,,,,,,
207,2,5.09,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,91639,6,292,SPT,8,1.2,I. Cariús,True,Igor Cariús,11,7.61,igor-carius,-1.11,Igor Aquino da Silva,1.0,18.0,8.0,14.0,2.0,3.0,1.0,3.0,,,,,,,,,1.0,,,1.0
208,2,3.86,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,91706,7,284,GRE,8,6.5,Marlon,True,Marlon,11,7.0,marlon,0.31,Marlon Rodrigues Xavier,2.0,11.0,6.0,4.0,3.0,1.0,,,,,,,,,,,,,,
209,3,2.75,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,91772,7,265,BAH,8,0.5,D. Duarte,True,David Duarte,11,4.61,david-duarte,-0.27,David de Duarte Macedo,1.0,3.0,6.0,6.0,3.0,,3.0,1.0,,,,,,,,,,,,
210,1,3.19,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,91808,6,292,SPT,11,2.9,C. França,True,Caíque França,11,5.71,caique-franca,0.23,Caíque França Godoy,2.0,2.0,,1.0,2.0,,,,,,,,32.0,,18.0,,,,,
211,3,4.59,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,91866,7,277,SAN,10,1.7,Z. Ivaldo,True,Zé Ivaldo,11,6.75,ze-ivaldo,-0.48,José Ivaldo Almeida Silva,4.0,17.0,12.0,6.0,2.0,,9.0,2.0,,,,1.0,,,,,,,,
212,5,1.38,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,91908,6,284,GRE,6,0.0,Pavón,False,Pavón,11,4.58,pavon,0.0,Cristian David Pavón,3.0,4.0,5.0,4.0,,2.0,3.0,,,,,,,,,,,,,
213,5,1.91,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,92085,6,286,JUV,9,0.7,Giovanny,True,Giovanny,11,3.38,giovanny,-0.28,Giovanny Bariani Marques,,3.0,4.0,10.0,,,5.0,1.0,,1.0,,,,,,,,,,
214,3,6.31,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,92087,3,282,CAM,8,4.5,Lyanco,True,Lyanco,11,8.99,lyanco,-0.77,Lyanco Evangelista Silveira Neves Vojnovic,2.0,18.0,16.0,11.0,5.0,3.0,3.0,2.0,2.0,,,,,,,,,,,
215,3,1.95,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,92182,7,285,INT,4,3.8,Juninho,True,Juninho,11,4.35,juninho,0.15,José Carlos Ferreira Júnior,1.0,4.0,1.0,3.0,,,2.0,,,,,,,,,,,,,
216,3,0.6,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,92237,5,284,GRE,2,0.0,R. Ely,False,Rodrigo Ely,11,4.75,rodrigo-ely,0.0,Rodrigo Ely,,1.0,1.0,,,,,,,,,,,,,,,,,
217,3,3.44,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,92440,7,264,COR,7,6.2,A. Ramalho,True,André Ramalho,11,6.4,andre-ramalho,0.08,André Ramalho Silva,2.0,8.0,9.0,2.0,3.0,,1.0,,,,,,,,,,,,,
218,5,8.63,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,92696,7,287,VIT,4,3.6,R. Kayzer,True,Renato Kayzer,11,10.84,renato-kayzer,-0.26,Renato Kayzer de Souza,,1.0,7.0,9.0,,3.0,4.0,2.0,,,,3.0,,,,,,,,
219,5,2.79,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,92708,6,356,FOR,8,0.2,Deyverson,True,Deyverson,11,5.39,deyverson,-0.3,Deyverson Brum Silva Acosta,1.0,2.0,8.0,9.0,,2.0,6.0,,,,1.0,1.0,,,,,,,,
220,5,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,92811,6,275,PAL,0,0.0,B. Rodrigues,False,Bruno Rodrigues,11,6.0,bruno-rodrigues,0.0,Bruno Rafael Rodrigues do Nascimento,,,,,,,,,,,,,,,,,,,,
221,5,2.91,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,92854,7,285,INT,7,0.0,Borré,True,Borré,11,10.57,borre,-1.45,Rafael Santos Borré Maury,,2.0,3.0,2.0,,,2.0,3.0,,,,2.0,,,,,,,,
222,4,1.64,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,92981,6,285,INT,10,0.0,Ronaldo,False,Ronaldo,11,3.34,ronaldo,0.0,Ronaldo da Silva Souza Guerrero,2.0,14.0,15.0,2.0,,2.0,2.0,2.0,1.0,,,,,,,,,,,
223,2,2.92,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,93236,6,354,CEA,6,0.0,R. Ramos,False,Rafael Ramos,11,4.7,rafael-ramos,0.0,Rafael António Figueiredo Ramos,1.0,6.0,10.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
224,3,5.7,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,93372,7,277,SAN,2,4.9,J. Basso,True,João Basso,11,7.5,joao-basso,0.41,João Othávio Basso,,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
225,5,2.16,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,93478,2,283,CRU,10,1.0,Wanderson,True,Wanderson,11,5.35,wanderson,-0.07,Wanderson Maciel Sousa Campos,1.0,5.0,11.0,4.0,,6.0,8.0,2.0,,,1.0,,,,,,,,,
226,2,3.23,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,93637,6,354,CEA,3,-0.3,B. Tubarão,True,Bruno Tubarão,11,5.22,bruno-tubarao,-0.93,Bruno Nunes de Barros,,,1.0,,2.0,,,,,,,,,,,,,,,
227,2,7.86,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,93716,7,267,VAS,8,1.6,P. Henrique,True,Paulo Henrique,11,11.97,paulo-henrique,-1.09,Paulo Henrique de Oliveira Alves,3.0,31.0,11.0,4.0,2.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,,,
228,4,2.43,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,93790,6,263,BOT,10,3.2,M. Freitas,True,Marlon Freitas,11,5.81,marlon-freitas,0.0,Marlon Rodrigues Freitas,2.0,9.0,7.0,5.0,,2.0,,,,2.0,,,,,,,,,,
229,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,93834,6,354,CEA,0,0.0,Keiller,False,Keiller,11,3.0,keiller,0.0,Keiller da Silva Nunes,,,,,,,,,,,,,,,,,,,,
230,1,5.93,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,93879,6,286,JUV,6,6.1,Marcão,True,Marcão,11,7.5,marcao,0.53,Marcos Venicius Santos Miranda - Vinícius,,,,,1.0,,,,,,,,32.0,,10.0,,1.0,,,
231,1,6.07,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,93882,7,280,RBB,10,11.0,Cleiton,True,Cleiton,11,9.16,cleiton,0.69,Cleiton Schwengber,2.0,,,3.0,5.0,,,,,,,,34.0,,8.0,,,,,
