,atletas.foto,atletas.clube.id.full.name,atletas.variacao_num,atletas.rodada_id,atletas.entrou_em_campo,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.posicao_id,atletas.nome,atletas.apelido,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.preco_num,atletas.media_num,atletas.jogos_num,DE,GS,A,CA,DS,FC,FD,FF,FS,FT,G,I,PS,SG,V,CV,DP,PP,PC,GC
392,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,alexis-duarte,A. Duarte,3,Alexis David Duarte Pereira,Alexis Duarte,105114,277,6,6.71,3.0,3,,,,,5.0,4.0,1.0,,3.0,,,,,,,,,,,
393,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,khellven,Khellven,2,Khellven Douglas Silva Oliveira,Khellven,105175,275,6,6.45,3.4,5,,,,,5.0,10.0,,,5.0,,,,,2.0,,,,,,
394,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,sant-anna,Sant'Anna,2,Ariel Agustín Sant'Anna Quintero,Sant'Anna,105213,280,6,5.06,2.4,9,,,,3.0,8.0,8.0,1.0,6.0,2.0,1.0,,1.0,,1.0,,,,,,
395,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.29,28,True,3.5,santiago-rodriguez,S. Rodríguez,4,Santiago Mariano Rodríguez Molina,Santiago Rodríguez,105214,263,7,6.32,4.06,17,,,2.0,4.0,20.0,11.0,4.0,7.0,20.0,,2.0,1.0,,,,,,,,
396,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,-0.12,28,True,4.4,gaston-avila,G. Ávila,3,Gastón Luciano Ávila,Gastón Ávila,105258,356,3,8.61,4.38,16,,,,3.0,33.0,13.0,4.0,4.0,11.0,,,1.0,,3.0,,,,,1.0,
397,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,ferraresi,Ferraresi,3,Nahuel Adolfo Ferraresi Hernández,Ferraresi,105300,276,7,9.01,6.78,17,,,3.0,2.0,51.0,21.0,,2.0,17.0,,,1.0,,5.0,,,,,,1.0
398,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,lucas-lima,L. Lima,4,Lucas Eduardo Lima da Silva,Lucas Lima,105337,354,6,2.56,0.95,10,,,,,5.0,1.0,,1.0,3.0,,,,,,,,,,,
399,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,-0.03,28,True,1.2,gabriel-xavier,G. Xavier,3,Gabriel Lheman Xavier - Lhman,Gabriel Xavier,105373,265,7,5.18,2.26,9,,,,3.0,6.0,16.0,,2.0,5.0,,,,,3.0,,,,,,
400,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.66,28,True,5.0,carrascal,Carrascal,4,Jorge Andrés Carrascal Guardo,Carrascal,105436,262,2,9.43,5.52,8,,,4.0,2.0,9.0,10.0,,2.0,12.0,,1.0,,,,,,,,,
401,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,matheus-bidu,M. Bidu,2,Matheus Lima Beltrão Oliveira Valin,Matheus Bidu,105531,264,7,10.17,5.9,18,,,2.0,6.0,27.0,14.0,3.0,7.0,42.0,,,4.0,1.0,7.0,,,,,,
402,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,2.43,28,True,17.2,carlos-vinicius,C. Vinícius,5,Carlos Vinícius Alves Morais,Carlos Vinícius,105563,284,7,10.46,5.56,5,,,,1.0,1.0,7.0,2.0,1.0,11.0,,3.0,3.0,,,,1.0,,,,
403,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,-0.38,28,True,-0.7,lucero,Lucero,5,Juan Martín Lucero,Lucero,105568,356,7,7.02,2.72,22,,,1.0,5.0,16.0,31.0,8.0,9.0,12.0,1.0,3.0,8.0,,,,,,1.0,,
404,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,-0.23,28,True,4.7,lucas-piton,L. Piton,2,Lucas Piton Crivellaro,Lucas Piton,105584,267,7,8.1,4.45,19,,,6.0,4.0,21.0,29.0,1.0,4.0,7.0,,1.0,1.0,,4.0,,,,,,
405,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,roni,Roni,4,Roni Medeiros de Moura,Roni,105585,2305,6,1.55,0.14,7,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
406,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,-0.71,28,True,5.4,mauricio,Maurício,4,Maurício Magalhães Prado,Maurício,105647,275,6,9.37,4.4,19,,,6.0,,9.0,12.0,5.0,10.0,12.0,,3.0,5.0,,,,,,,,
407,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,talles-magno,T. Magno,5,Talles Magno Bacelar Martins,Talles Magno,105786,264,6,5.83,2.8,21,,,1.0,2.0,14.0,21.0,6.0,10.0,31.0,1.0,1.0,9.0,,,,,,,,
408,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,luan-freitas,L. Freitas,3,Luan de Freitas Molarinho Chagas,Luan Freitas,105807,286,5,5.47,3.5,5,,,,,7.0,3.0,,3.0,1.0,,,,,1.0,,,,,,
409,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,-0.63,28,True,1.2,edu,Edu,3,Lucas Eduardo Ribeiro de Souza,Edu,105842,287,7,4.73,3.45,14,,,,,13.0,6.0,1.0,3.0,4.0,,,,,5.0,,,,,,
410,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,matheus-araujo,M. Araújo,4,Matheus de Araújo Andrade,Matheus Araújo,105845,354,6,5.34,2.4,8,,,1.0,,2.0,1.0,1.0,1.0,3.0,,1.0,,,,,,,,,
411,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,allanzinho,Allanzinho,5,Allan Victor Oliveira Mota,Allanzinho,105900,356,6,4.29,2.69,7,,,2.0,1.0,2.0,5.0,,3.0,10.0,,,1.0,1.0,,,,,,,
412,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,jose-aldo,J. Aldo,4,José Aldo Soares de Oliveira Filho,José Aldo,105903,2305,6,3.22,1.93,21,,,,3.0,21.0,24.0,6.0,7.0,13.0,,,1.0,,,,,,,,
413,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,rochet,Rochet,1,Sergio Ramón Rochet Álvarez,Rochet,105949,285,5,8.51,4.01,11,37.0,15.0,,,,,,,2.0,,,,,2.0,,,,,,
414,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,santiago-mingo,S. Mingo,3,Santiago Martín Ramos Mingo,Santiago Mingo,105990,265,5,4.43,2.79,23,,,,4.0,18.0,23.0,,7.0,16.0,,,2.0,,7.0,,,,,,
415,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,ewerthon,Ewerthon,2,Ewerthon Diógenes da Silva,Ewerthon,106082,286,6,6.44,3.23,14,,,,2.0,22.0,8.0,2.0,6.0,9.0,,,1.0,,1.0,,,,,,
416,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,-0.17,28,True,1.45,thiago-carpini,T. Carpini,6,Thiago Carpini Barbosa,Thiago Carpini,106147,286,7,6.53,3.95,21,,,,,,,,,,,,,,,4.0,,,,,
417,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.19,28,True,4.1,lucao,Lucão,1,Lucas Alexandre Galdino de Azevedo,Lucão,106160,280,6,7.34,5.7,4,21.0,9.0,,1.0,,,,,1.0,,,,,1.0,,,,,,
418,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,-0.64,28,True,2.0,bruno-gomes,B. Gomes,2,Bruno Gomes da Silva Clevelário,Bruno Gomes,106202,285,6,6.76,3.63,3,,,,,3.0,2.0,1.0,1.0,,,,,,1.0,,,,,,
419,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-0.35,28,True,2.3,marcos-antonio,M. Antônio,4,Marcos Antônio Silva Santos,Marcos Antônio,106294,276,7,4.02,2.05,20,,,3.0,4.0,13.0,20.0,1.0,5.0,23.0,,,,,,,,,,,
420,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,caio-alexandre,C. Alexandre,4,Caio Alexandre Souza e Silva,Caio Alexandre,106323,265,5,5.13,2.4,16,,,1.0,4.0,18.0,28.0,1.0,5.0,27.0,,,,,,,,,,,
421,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,eduardo-santos,E. Santos,3,Eduardo Gonzaga Mendes Santos,Eduardo Santos,106434,280,5,8.19,5.1,7,,,,,10.0,1.0,,,2.0,,,,,4.0,,,,,,
422,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,-0.38,28,True,-0.4,villalba,Villalba,3,Lucas Hernán Villalba,Villalba,106593,283,7,7.56,5.09,24,,,,7.0,28.0,18.0,3.0,5.0,16.0,3.0,1.0,,,12.0,,,,,,
423,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,leo-pereira,L. Pereira,5,Leonardo Augusto dos Santos Pereira,Léo Pereira,106681,292,6,4.1,2.6,15,,,1.0,,12.0,11.0,4.0,5.0,24.0,,,4.0,,,,,,,1.0,
424,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,1.15,28,True,7.7,igor-formiga,I. Formiga,2,Igor Marques Paciência Cardoso,Igor Formiga,106708,286,6,8.81,6.13,7,,,,,17.0,4.0,1.0,3.0,4.0,,1.0,,,1.0,,,,,,
425,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,-0.83,28,True,2.8,rodrigo-nestor,R. Nestor,4,Rodrigo Nestor Bertalia,Rodrigo Nestor,106822,265,2,6.66,3.82,14,,,,3.0,13.0,9.0,3.0,4.0,12.0,1.0,3.0,1.0,,,,,,,,
426,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-0.48,28,True,0.5,patryck,Patryck,2,Patryck Lanza dos Reis,Patryck,106829,276,7,5.13,2.7,4,,,,1.0,1.0,3.0,1.0,5.0,2.0,,,,,1.0,,,,,,
427,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,-0.11,28,True,0.0,paulo-baya,P. Baya,5,Paulo Henrique Silva Ribeiro,Paulo Baya,106918,354,6,4.09,2.41,11,,,1.0,,3.0,1.0,5.0,3.0,2.0,,1.0,1.0,,,,,,,,
428,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,luciano-juba,L. Juba,2,Luciano Batista da Silva Júnior,Luciano Juba,107093,265,5,8.74,5.66,24,,,3.0,3.0,23.0,16.0,3.0,9.0,7.0,,5.0,1.0,,8.0,,,,,,
429,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,-0.11,28,True,0.5,jeffinho,Jeffinho,5,Jefferson Ruan Pereira dos Santos,Jeffinho,107170,263,6,4.63,3.47,10,,,2.0,,8.0,5.0,2.0,1.0,6.0,,1.0,,,,,,,,,
430,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.33,28,True,2.0,michel-araujo,M. Araújo,4,Michel Daryl Araújo Villar,Michel Araújo,107173,265,2,5.87,2.92,17,,,,1.0,9.0,13.0,2.0,4.0,7.0,,4.0,1.0,,,,,,,,
431,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,-0.54,28,True,0.2,bruno-tabata,B. Tabata,4,Bruno Vinícius Souza Ramos,Bruno Tabata,107174,285,6,6.08,3.88,20,,,1.0,4.0,19.0,15.0,7.0,9.0,20.0,1.0,3.0,2.0,,,,,,,,
432,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,matheus-donelli,M. Donelli,1,Matheus Planelles Donelli,Matheus Donelli,107179,264,6,4.42,3.08,5,13.0,6.0,,1.0,,,,,1.0,,,,,1.0,,,,,,
433,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,-1.08,28,True,-1.7,leo-linck,L. Linck,1,Leonardo Matias Baiersdorf Linck,Léo Linck,107183,263,7,5.5,2.74,7,14.0,8.0,,1.0,,,,,,,,,,2.0,,,,,,
434,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,magrao,Magrão,1,Audenirton Soares da Silva,Magrão,107221,356,6,3.44,2.9,2,6.0,2.0,,,,,,,,,,,,,,,,,,
435,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,danilo,Danilo,4,Danilo dos Santos de Oliveira,Danilo,107231,263,5,7.36,2.3,6,,,,1.0,3.0,2.0,,3.0,1.0,,1.0,,,,,,,,,
436,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.28,28,True,5.2,vanderlan,Vanderlan,2,Vanderlan Barbosa da Silva,Vanderlan,107236,280,7,5.88,3.63,12,,,1.0,1.0,22.0,18.0,1.0,3.0,7.0,,,1.0,,1.0,,,,,,
437,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,-1.51,28,True,0.2,enio,Ênio,5,Sebastião Ênio Santos de Almeida,Ênio,107516,286,7,4.46,2.96,16,,,,3.0,7.0,5.0,4.0,7.0,25.0,1.0,2.0,5.0,,,,,,,,
438,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,-0.68,28,True,0.2,natanael,Natanael,2,Natanael Moreira Milouski,Natanael,107554,282,6,7.88,4.88,25,,,,1.0,40.0,20.0,4.0,9.0,19.0,,1.0,3.0,,8.0,,,,,,
439,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,adriano,Adriano,1,Antônio Adriano Nascimento de Sousa,Adriano,107698,292,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
440,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.17,28,True,1.6,chrystian-barletta,C. Barletta,5,Chrystian Amaral Barletta de Almeida,Chrystian Barletta,107726,292,6,5.9,3.35,26,,,,2.0,16.0,12.0,16.0,18.0,27.0,2.0,2.0,5.0,,,,,,,,
441,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.34,28,True,2.0,praxedes,Praxedes,4,Bruno Conceição Praxedes,Praxedes,107744,280,6,4.38,1.86,9,,,,2.0,5.0,6.0,2.0,7.0,10.0,,,,,,,,,,,
442,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,adriel,Adriel,1,Adriel Vasconcelos Ramos,Adriel,107748,284,6,3.0,0.0,0,,,,,,,,,,,,,,,,,,,,
443,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,nata,Natã,3,Natã Felipe de Amorim Santos,Natã,107801,286,5,2.43,1.35,2,,,,,2.0,1.0,,,,,,,,,,,,,,
444,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,pierre,Pierre,4,Pierre Wagner Oliveira dos Santos,Pierre,107812,356,6,3.73,0.95,2,,,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,
445,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,fintelman,Fintelman,1,Alexandre Fintelman de Mello Ribeiro da Silva,Fintelman,107859,287,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,
446,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,bobadilla,Bobadilla,4,Damián Josué Bobadilla Benítez,Bobadilla,107873,276,7,5.09,3.63,21,,,1.0,3.0,33.0,26.0,5.0,7.0,10.0,,2.0,1.0,,,,,,,,
447,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,-0.36,28,True,2.5,hugo,Hugo,2,Hugo Ferreira de Farias,Hugo,107908,264,6,5.52,2.78,7,,,,,7.0,3.0,1.0,1.0,6.0,,,1.0,,1.0,,,,,,
448,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,-0.19,28,True,1.1,fausto-vera,F. Vera,4,Fausto Mariano Vera,Fausto Vera,107950,282,2,6.4,2.74,12,,,,2.0,17.0,17.0,,5.0,5.0,,1.0,,,,,,,,,
449,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,carbonero,Carbonero,5,Johan Stiven Carbonero Balanta,Carbonero,107989,285,7,7.76,5.21,15,,,1.0,2.0,6.0,18.0,8.0,7.0,40.0,1.0,4.0,7.0,2.0,,,,,,,
450,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,isidro-pitta,I. Pitta,5,Isidro Miguel Pitta Saldívar,Isidro Pitta,108133,280,6,7.9,3.72,16,,,1.0,3.0,1.0,14.0,3.0,6.0,9.0,,6.0,7.0,,,,,,,,
451,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,gabriel-lacerda,G. Lacerda,3,Gabriel Santos Cordeiro Lacerda,Gabriel Lacerda,108176,354,6,4.0,0.0,0,,,,,,,,,,,,,,,,,,,,
452,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,david-ricardo,D. Ricardo,3,David Ricardo Loiola da Silva,David Ricardo,108274,263,7,4.2,2.73,13,,,,2.0,7.0,12.0,,2.0,8.0,,1.0,,,4.0,,1.0,,,,
453,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,-0.1,28,True,2.9,adonis-frias,A. Frías,3,Adonis Uriel Frías,Adonis Frías,108469,277,7,5.61,2.45,4,,,,1.0,3.0,9.0,1.0,1.0,4.0,,,,,1.0,,,,,,
454,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.0,28,False,0.0,santi-moreno,S. Moreno,5,Santiago Moreno,Santi Moreno,108474,266,6,5.64,1.88,4,,,,1.0,6.0,5.0,,,2.0,,,,,,,,,,,
455,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,aravena,Aravena,5,Alexander Ernesto Aravena Guzmán,Aravena,108548,284,6,3.72,2.41,17,,,,1.0,6.0,6.0,1.0,4.0,7.0,1.0,3.0,1.0,,,,,,,,
456,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-0.94,28,True,3.5,tapia,Tapia,5,Gonzalo Andrés Tapia Dubournais,Tapia,108588,276,7,7.23,4.85,10,,,,4.0,4.0,13.0,3.0,10.0,14.0,,4.0,2.0,,,,,,,,
457,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,0.0,28,False,0.0,garre,Garré,5,Benjamín Antonio Garré,Garré,108671,267,6,1.83,0.02,8,,,,1.0,1.0,6.0,,,3.0,,,,,,,,,,,
458,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.03,28,True,0.0,emiliano-martinez,E. Martínez,4,Emiliano Martínez Toranza,Emiliano Martínez,108683,275,6,5.03,2.92,19,,,,3.0,29.0,19.0,4.0,5.0,8.0,,1.0,,,,,,,,,
459,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,-0.35,28,True,2.9,galeano,Galeano,5,Antonio Javier Galeano Ferreira,Galeano,108713,354,7,6.55,5.01,25,,,3.0,1.0,23.0,17.0,10.0,9.0,41.0,1.0,5.0,7.0,,,,,,,,
460,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,1.83,28,True,11.0,plata,Plata,5,Gonzalo Jordy Plata Jiménez,Plata,109096,262,6,8.05,4.17,20,,,1.0,,23.0,17.0,6.0,5.0,12.0,,4.0,2.0,,,,,,,,
461,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,kike-saverio,K. Saverio,5,Javier Enrique Delgado Saverio,Kike Saverio,109138,287,6,5.0,0.0,0,,,,,,,,,,,,,,,,,,,,
462,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,erick-pulga,E. Pulga,5,Erick da Costa Farias,Erick Pulga,109401,265,5,8.61,6.08,16,,,3.0,3.0,24.0,12.0,5.0,19.0,32.0,,2.0,3.0,,,,,,,,
463,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,weverson,Weverson,2,Weverson Moreira da Costa,Weverson,109426,356,6,2.29,0.43,3,,,,,1.0,5.0,,1.0,1.0,,,,,,,,,,,
464,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,0.41,28,True,3.3,martinelli,Martinelli,4,Matheus Martinelli Lima,Martinelli,109573,266,7,6.61,2.82,23,,,2.0,4.0,25.0,31.0,2.0,5.0,29.0,1.0,1.0,1.0,,,,,,,1.0,
465,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,batalla,Batalla,5,Emerson Geovanny Batalla Martínez - Enmerson,Batalla,109899,286,6,6.5,4.01,21,,,1.0,4.0,17.0,15.0,8.0,8.0,29.0,,4.0,1.0,,,,,,,,
466,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,monsalve,Monsalve,4,Miguel Ángel Monsalve Gonzáles - González,Monsalve,109966,284,6,3.55,1.41,8,,,1.0,2.0,3.0,9.0,1.0,1.0,9.0,,,,,,,,,,,
467,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,joao-neto,J. Neto,4,João Roberto Rota Neto,João Neto,110062,280,6,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,
