,atletas.clube.id.full.name,atletas.foto,atletas.media_num,atletas.nome,atletas.status_id,atletas.jogos_num,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.preco_num,atletas.rodada_id,atletas.atleta_id,atletas.clube_id,atletas.variacao_num,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,G,I,PS,V,SG,FT,CV,DE,DP,GS,PP,PC,GC
377,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,-1.43,Eduardo Marcelo Rodrigues Nunes,6,3,Dudu,dudu,-0.6,0.64,27,104330,287,-0.01,True,Dudu,4,,1.0,1.0,6.0,,,,,,,,,,1.0,,,,,,
378,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.15,Christian Roberto Alves Cardoso,7,21,Christian,christian,0.8,6.74,27,104502,283,-0.31,True,Christian,4,2.0,7.0,25.0,32.0,6.0,13.0,31.0,3.0,5.0,,,,,,,,,,,
379,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.84,Camilo Reijers de Oliveira,6,12,Camilo,camilo,1.5,3.6,27,104519,284,-0.17,True,Camilo,4,,,17.0,15.0,,2.0,1.0,,,,,,,,,,,,1.0,
380,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.57,Vinícius Nelson de Souza Zanocelo,6,3,Vinícius Zanocelo,vinicius-zanocelo,0.0,4.04,27,104521,354,0.0,False,V. Zanocelo,4,,,1.0,5.0,1.0,,1.0,,,,,,,,,,,,,
381,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,Fabrício Oliveira de Souza,6,0,Fabrício,fabricio,0.0,2.0,27,104588,280,0.0,False,Fabrício,1,,,,,,,,,,,,,,,,,,,,
382,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.31,Matheus Henrique Bianqui,6,12,Matheus Bianqui,matheus-bianqui,3.5,3.34,27,104640,2305,0.28,True,M. Bianqui,4,,1.0,6.0,7.0,2.0,5.0,1.0,,,,,,1.0,,,,,,,
383,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.53,Moisés Vieira da Veiga,6,3,Moisés,moises,0.0,11.49,27,104666,356,0.0,False,Moisés,5,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,2.0,,,,,,,,,,,
384,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.27,Newton Araújo da Costa Júnior,3,14,Newton,newton,-1.4,4.16,27,104693,263,-1.11,True,Newton,4,,3.0,20.0,24.0,4.0,6.0,5.0,1.0,1.0,,,,2.0,,,,,,,
385,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5.25,Juan Pablo Vojvoda Rizzo,7,18,Juan Vojvoda,juan-vojvoda,3.6,10.09,27,104754,277,-0.39,True,J. Vojvoda,6,,,,,,,,,,,3.0,,,,,,,,,
386,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6.16,Enzo Hernán Díaz,7,23,Enzo Díaz,enzo-diaz,10.3,10.05,27,104758,276,-0.13,True,E. Díaz,2,5.0,7.0,53.0,41.0,1.0,7.0,29.0,,1.0,,,7.0,1.0,,,,,,3.0,
387,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.71,Nicolás Brian Acevedo Tabárez,7,19,Acevedo,acevedo,2.3,4.65,27,104783,265,0.27,True,Acevedo,4,,3.0,33.0,21.0,5.0,1.0,9.0,,,,,,,,,,,,,
388,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,Jorge Meurer Bartholdy,6,0,Jorge Meurer,jorge-meurer,0.0,2.0,27,104933,284,0.0,False,J. Meurer,1,,,,,,,,,,,,,,,,,,,,
389,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.63,Wagner Leonardo Calvelo de Souza,7,22,Wagner Leonardo,wagner-leonardo,0.0,5.68,27,104994,284,-0.14,True,W. Leonardo,3,1.0,2.0,21.0,14.0,4.0,1.0,5.0,,1.0,,,4.0,,,,,,,,
390,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.6,João Marcelo Messias Ferreira,2,2,João Marcelo,joao-marcelo,1.2,5.91,27,105047,283,-0.43,True,J. Marcelo,3,,,1.0,1.0,,,,,,,,,,,,,,,,
391,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.15,Reinier Jesus Carvalho,6,6,Reinier,reinier,-0.3,4.03,27,105068,282,-1.23,True,Reinier,4,,1.0,5.0,3.0,1.0,2.0,3.0,,,,,,1.0,,,,,,,
392,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3.0,Alexis David Duarte Pereira,6,3,Alexis Duarte,alexis-duarte,1.4,6.71,27,105114,277,-0.51,True,A. Duarte,3,,,5.0,4.0,1.0,,3.0,,,,,,,,,,,,,
393,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.4,Khellven Douglas Silva Oliveira,2,5,Khellven,khellven,0.0,6.45,27,105175,275,0.0,False,Khellven,2,,,5.0,10.0,,,5.0,,,,,2.0,,,,,,,,
394,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.4,Ariel Agustín Sant'Anna Quintero,6,9,Sant'Anna,sant-anna,0.0,5.06,27,105213,280,0.0,False,Sant'Anna,2,,3.0,8.0,8.0,1.0,6.0,2.0,,1.0,,,1.0,1.0,,,,,,,
395,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.09,Santiago Mariano Rodríguez Molina,7,16,Santiago Rodríguez,santiago-rodriguez,2.0,6.03,27,105214,263,-1.65,True,S. Rodríguez,4,2.0,3.0,18.0,10.0,4.0,6.0,18.0,2.0,1.0,,,,,,,,,,,
396,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.38,Gastón Luciano Ávila,7,15,Gastón Ávila,gaston-avila,6.5,8.73,27,105258,356,0.87,True,G. Ávila,3,,2.0,30.0,12.0,3.0,4.0,11.0,,1.0,,,3.0,,,,,,,1.0,
397,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6.78,Nahuel Adolfo Ferraresi Hernández,6,17,Ferraresi,ferraresi,0.0,9.01,27,105300,276,0.0,False,Ferraresi,3,3.0,2.0,51.0,21.0,,2.0,17.0,,1.0,,,5.0,,,,,,,,1.0
398,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.95,Lucas Eduardo Lima da Silva,6,10,Lucas Lima,lucas-lima,0.0,2.56,27,105337,354,0.0,False,L. Lima,4,,,5.0,1.0,,1.0,3.0,,,,,,,,,,,,,
399,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.39,Gabriel Lheman Xavier - Lhman,7,8,Gabriel Xavier,gabriel-xavier,0.0,5.21,27,105373,265,0.0,False,G. Xavier,3,,3.0,5.0,15.0,,2.0,5.0,,,,,3.0,,,,,,,,
400,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.59,Jorge Andrés Carrascal Guardo,7,7,Carrascal,carrascal,0.7,8.77,27,105436,262,-0.79,True,Carrascal,4,3.0,2.0,9.0,10.0,,2.0,12.0,1.0,,,,,,,,,,,,
401,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.9,Matheus Lima Beltrão Oliveira Valin,3,18,Matheus Bidu,matheus-bidu,5.7,10.17,27,105531,264,0.38,True,M. Bidu,2,2.0,6.0,27.0,14.0,3.0,7.0,42.0,,4.0,1.0,,7.0,,,,,,,,
402,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.65,Carlos Vinícius Alves Morais,6,4,Carlos Vinícius,carlos-vinicius,0.0,8.03,27,105563,284,0.0,False,C. Vinícius,5,,1.0,1.0,5.0,2.0,,9.0,1.0,3.0,,,,,1.0,,,,,,
403,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.88,Juan Martín Lucero,7,21,Lucero,lucero,2.3,7.4,27,105568,356,0.05,True,Lucero,5,1.0,5.0,16.0,26.0,8.0,8.0,12.0,3.0,8.0,,,,1.0,,,,,1.0,,
404,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.44,Lucas Piton Crivellaro,7,18,Lucas Piton,lucas-piton,7.7,8.33,27,105584,267,0.59,True,L. Piton,2,6.0,4.0,21.0,28.0,1.0,4.0,7.0,1.0,1.0,,,3.0,,,,,,,,
405,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.14,Roni Medeiros de Moura,6,7,Roni,roni,0.0,1.55,27,105585,2305,0.0,False,Roni,4,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
406,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4.34,Maurício Magalhães Prado,2,18,Maurício,mauricio,12.5,10.08,27,105647,275,1.67,True,Maurício,4,5.0,,9.0,10.0,5.0,10.0,10.0,3.0,5.0,,,,,,,,,,,
407,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.8,Talles Magno Bacelar Martins,6,21,Talles Magno,talles-magno,0.0,5.83,27,105786,264,0.0,False,T. Magno,5,1.0,2.0,14.0,21.0,6.0,10.0,31.0,1.0,9.0,,,,1.0,,,,,,,
408,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.5,Luan de Freitas Molarinho Chagas,7,5,Luan Freitas,luan-freitas,0.0,5.47,27,105807,286,0.0,False,L. Freitas,3,,,7.0,3.0,,3.0,1.0,,,,,1.0,,,,,,,,
409,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.62,Lucas Eduardo Ribeiro de Souza,6,13,Edu,edu,0.0,5.36,27,105842,287,0.0,False,Edu,3,,,12.0,5.0,1.0,3.0,4.0,,,,,5.0,,,,,,,,
410,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.4,Matheus de Araújo Andrade,6,8,Matheus Araújo,matheus-araujo,0.0,5.34,27,105845,354,0.0,False,M. Araújo,4,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
411,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.69,Allan Victor Oliveira Mota,6,7,Allanzinho,allanzinho,0.0,4.29,27,105900,356,0.0,False,Allanzinho,5,2.0,1.0,2.0,5.0,,3.0,10.0,,1.0,1.0,,,,,,,,,,
412,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.93,José Aldo Soares de Oliveira Filho,6,21,José Aldo,jose-aldo,-0.1,3.22,27,105903,2305,-0.06,True,J. Aldo,4,,3.0,21.0,24.0,6.0,7.0,13.0,,1.0,,,,,,,,,,,
413,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.01,Sergio Ramón Rochet Álvarez,5,11,Rochet,rochet,0.0,8.51,27,105949,285,0.0,False,Rochet,1,,,,,,,2.0,,,,,2.0,,,37.0,,15.0,,,
414,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.79,Santiago Martín Ramos Mingo,7,23,Santiago Mingo,santiago-mingo,0.0,4.43,27,105990,265,0.0,False,S. Mingo,3,,4.0,18.0,23.0,,7.0,16.0,,2.0,,,7.0,,,,,,,,
415,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.23,Ewerthon Diógenes da Silva,6,14,Ewerthon,ewerthon,3.5,6.44,27,106082,286,0.17,True,Ewerthon,2,,2.0,22.0,8.0,2.0,6.0,9.0,,1.0,,,1.0,,,,,,,,
416,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.07,Thiago Carpini Barbosa,7,20,Thiago Carpini,thiago-carpini,3.21,6.7,27,106147,286,-0.08,True,T. Carpini,6,,,,,,,,,,,4.0,,,,,,,,,
417,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6.23,Lucas Alexandre Galdino de Azevedo,6,3,Lucão,lucao,0.0,7.15,27,106160,280,0.0,False,Lucão,1,,1.0,,,,,1.0,,,,,1.0,,,14.0,,4.0,,,
418,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.45,Bruno Gomes da Silva Clevelário,6,2,Bruno Gomes,bruno-gomes,7.4,7.4,27,106202,285,1.38,True,B. Gomes,2,,,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,
419,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.04,Marcos Antônio Silva Santos,7,19,Marcos Antônio,marcos-antonio,5.7,4.37,27,106294,276,0.66,True,M. Antônio,4,3.0,4.0,13.0,19.0,1.0,3.0,21.0,,,,,,,,,,,,,
420,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.4,Caio Alexandre Souza e Silva,5,16,Caio Alexandre,caio-alexandre,0.0,5.13,27,106323,265,0.0,False,C. Alexandre,4,1.0,4.0,18.0,28.0,1.0,5.0,27.0,,,,,,,,,,,,,
421,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.1,Eduardo Gonzaga Mendes Santos,5,7,Eduardo Santos,eduardo-santos,0.0,8.19,27,106434,280,0.0,False,E. Santos,3,,,10.0,1.0,,,2.0,,,,,4.0,,,,,,,,
422,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5.33,Lucas Hernán Villalba,7,23,Villalba,villalba,2.7,7.94,27,106593,283,-0.43,True,Villalba,3,,6.0,27.0,15.0,3.0,5.0,16.0,1.0,,,,12.0,3.0,,,,,,,
423,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.6,Leonardo Augusto dos Santos Pereira,6,15,Léo Pereira,leo-pereira,0.0,4.1,27,106681,292,0.0,False,L. Pereira,5,1.0,,12.0,11.0,4.0,5.0,24.0,,4.0,,,,,,,,,,1.0,
424,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5.87,Igor Marques Paciência Cardoso,7,6,Igor Formiga,igor-formiga,1.5,7.66,27,106708,286,-0.85,True,I. Formiga,2,,,12.0,3.0,1.0,3.0,3.0,1.0,,,,1.0,,,,,,,,
425,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.9,Rodrigo Nestor Bertalia,6,13,Rodrigo Nestor,rodrigo-nestor,0.0,7.49,27,106822,265,0.0,False,R. Nestor,4,,3.0,12.0,8.0,2.0,4.0,11.0,3.0,,,,,1.0,,,,,,,
426,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.43,Patryck Lanza dos Reis,6,3,Patryck,patryck,0.0,5.61,27,106829,276,0.0,False,Patryck,2,,1.0,1.0,2.0,1.0,4.0,2.0,,,,,1.0,,,,,,,,
427,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.65,Paulo Henrique Silva Ribeiro,6,10,Paulo Baya,paulo-baya,0.0,4.2,27,106918,354,0.0,False,P. Baya,5,1.0,,3.0,1.0,5.0,3.0,2.0,1.0,1.0,,,,,,,,,,,
428,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.66,Luciano Batista da Silva Júnior,7,24,Luciano Juba,luciano-juba,0.0,8.74,27,107093,265,0.0,False,L. Juba,2,3.0,3.0,23.0,16.0,3.0,9.0,7.0,5.0,1.0,,,8.0,,,,,,,,
429,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.8,Jefferson Ruan Pereira dos Santos,7,9,Jeffinho,jeffinho,1.0,4.74,27,107170,263,-2.01,True,Jeffinho,5,2.0,,8.0,5.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,
430,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.98,Michel Daryl Araújo Villar,7,16,Michel Araújo,michel-araujo,-0.2,5.54,27,107173,265,-0.65,True,M. Araújo,4,,1.0,8.0,13.0,2.0,4.0,6.0,4.0,1.0,,,,,,,,,,,
431,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.07,Bruno Vinícius Souza Ramos,7,19,Bruno Tabata,bruno-tabata,0.0,6.62,27,107174,285,0.0,False,B. Tabata,4,1.0,4.0,19.0,13.0,7.0,8.0,20.0,3.0,2.0,,,,1.0,,,,,,,
432,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.08,Matheus Planelles Donelli,6,5,Matheus Donelli,matheus-donelli,0.0,4.42,27,107179,264,0.0,False,M. Donelli,1,,1.0,,,,,1.0,,,,,1.0,,,13.0,,6.0,,,
433,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.48,Leonardo Matias Baiersdorf Linck,7,6,Léo Linck,leo-linck,4.5,6.58,27,107183,263,0.53,True,L. Linck,1,,1.0,,,,,,,,,,2.0,,,13.0,,5.0,,,
434,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.9,Audenirton Soares da Silva,6,2,Magrão,magrao,0.0,3.44,27,107221,356,0.0,False,Magrão,1,,,,,,,,,,,,,,,6.0,,2.0,,,
435,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.3,Danilo dos Santos de Oliveira,5,6,Danilo,danilo,0.0,7.36,27,107231,263,0.0,False,Danilo,4,,1.0,3.0,2.0,,3.0,1.0,1.0,,,,,,,,,,,,
436,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.49,Vanderlan Barbosa da Silva,7,11,Vanderlan,vanderlan,4.7,5.6,27,107236,280,0.12,True,Vanderlan,2,1.0,1.0,19.0,18.0,1.0,2.0,7.0,,,,,1.0,,,,,,,,
437,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.14,Sebastião Ênio Santos de Almeida,7,15,Ênio,enio,0.0,5.97,27,107516,286,0.0,False,Ênio,5,,3.0,7.0,4.0,4.0,7.0,24.0,2.0,5.0,,,,1.0,,,,,,,
438,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5.08,Natanael Moreira Milouski,6,24,Natanael,natanael,5.9,8.56,27,107554,282,-0.02,True,Natanael,2,,1.0,40.0,19.0,4.0,9.0,18.0,1.0,3.0,,,8.0,,,,,,,,
439,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,Antônio Adriano Nascimento de Sousa,6,0,Adriano,adriano,0.0,1.0,27,107698,292,0.0,False,Adriano,1,,,,,,,,,,,,,,,,,,,,
440,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.42,Chrystian Amaral Barletta de Almeida,6,25,Chrystian Barletta,chrystian-barletta,0.8,5.73,27,107726,292,-0.73,True,C. Barletta,5,,2.0,16.0,12.0,16.0,16.0,27.0,2.0,5.0,,,,2.0,,,,,,,
441,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.84,Bruno Conceição Praxedes,6,8,Praxedes,praxedes,-0.5,4.04,27,107744,280,-0.34,True,Praxedes,4,,2.0,4.0,6.0,2.0,7.0,9.0,,,,,,,,,,,,,
442,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,Adriel Vasconcelos Ramos,6,0,Adriel,adriel,0.0,3.0,27,107748,284,0.0,False,Adriel,1,,,,,,,,,,,,,,,,,,,,
443,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.35,Natã Felipe de Amorim Santos,5,2,Natã,nata,0.0,2.43,27,107801,286,0.0,False,Natã,3,,,2.0,1.0,,,,,,,,,,,,,,,,
444,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.95,Pierre Wagner Oliveira dos Santos,6,2,Pierre,pierre,0.0,3.73,27,107812,356,0.0,False,Pierre,4,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,,
445,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Alexandre Fintelman de Mello Ribeiro da Silva,6,0,Fintelman,fintelman,0.0,2.0,27,107859,287,0.0,False,Fintelman,1,,,,,,,,,,,,,,,,,,,,
446,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.63,Damián Josué Bobadilla Benítez,6,21,Bobadilla,bobadilla,-1.9,5.09,27,107873,276,-0.68,True,Bobadilla,4,1.0,3.0,33.0,26.0,5.0,7.0,10.0,2.0,1.0,,,,,,,,,,,
447,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.83,Hugo Ferreira de Farias,6,6,Hugo,hugo,0.0,5.88,27,107908,264,0.0,False,Hugo,2,,,6.0,3.0,1.0,1.0,4.0,,1.0,,,1.0,,,,,,,,
448,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.89,Fausto Mariano Vera,7,11,Fausto Vera,fausto-vera,0.0,6.59,27,107950,282,0.0,False,F. Vera,4,,2.0,16.0,13.0,,4.0,5.0,1.0,,,,,,,,,,,,
449,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.21,Johan Stiven Carbonero Balanta,6,15,Carbonero,carbonero,11.5,7.76,27,107989,285,0.39,True,Carbonero,5,1.0,2.0,6.0,18.0,8.0,7.0,40.0,4.0,7.0,2.0,,,1.0,,,,,,,
450,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.72,Isidro Miguel Pitta Saldívar,5,16,Isidro Pitta,isidro-pitta,0.0,7.9,27,108133,280,0.0,False,I. Pitta,5,1.0,3.0,1.0,14.0,3.0,6.0,9.0,6.0,7.0,,,,,,,,,,,
451,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,Gabriel Santos Cordeiro Lacerda,6,0,Gabriel Lacerda,gabriel-lacerda,0.0,4.0,27,108176,354,0.0,False,G. Lacerda,3,,,,,,,,,,,,,,,,,,,,
452,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.73,David Ricardo Loiola da Silva,6,13,David Ricardo,david-ricardo,2.4,4.2,27,108274,263,0.37,True,D. Ricardo,3,,2.0,7.0,12.0,,2.0,8.0,1.0,,,,4.0,,1.0,,,,,,
