,atletas.clube.id.full.name,atletas.foto,atletas.media_num,atletas.nome,atletas.status_id,atletas.jogos_num,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.preco_num,atletas.rodada_id,atletas.atleta_id,atletas.clube_id,atletas.variacao_num,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,G,I,PS,V,SG,FT,CV,DE,DP,GS,PP,PC,GC
581,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,Carlos Eduardo Amaral Pereira de Castro,6,0,Cadu,cadu,0.0,3.0,27,123359,282,0.0,False,Cadu,5,,,,,,,,,,,,,,,,,,,,
582,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.07,Cauly Oliveira Souza,6,19,Cauly,cauly,2.7,5.64,27,123360,265,0.43,True,Cauly,4,3.0,1.0,5.0,10.0,4.0,6.0,6.0,1.0,,,,,,,,,,,,
583,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,Roger Gabriel Farias de Jesus,6,0,Roger,roger,0.0,1.0,27,123494,265,0.0,False,Roger,4,,,,,,,,,,,,,,,,,,,,
584,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5.0,José Janderson da Silva Marques,6,1,Janderson,janderson,0.0,2.82,27,123649,283,0.0,False,Janderson,3,,,,,,,,,,,,1.0,,,,,,,,
585,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.67,José Guilherme de Lima Costa,6,3,Zé Guilherme,ze-guilherme,0.0,4.67,27,123717,265,0.0,False,Z. Guilherme,2,,,1.0,1.0,,1.0,2.0,,,,,1.0,1.0,,,,,,,
586,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.76,José María Herrera Ares,6,8,Herrera,herrera,1.5,4.91,27,123738,356,-0.34,True,Herrera,5,,1.0,8.0,8.0,4.0,9.0,3.0,,,,,,,,,,,,,
587,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.66,Alan Jesús Rodríguez Guaglianoni,5,7,Alan Rodríguez,alan-rodriguez,0.0,5.36,27,123744,285,0.0,False,A. Rodríguez,4,,1.0,9.0,5.0,,2.0,6.0,,,,,,1.0,,,,,,,
588,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.87,Rubén Darío Lezcano Portillo,6,4,Lezcano,lezcano,0.0,4.31,27,123788,266,0.0,False,Lezcano,4,,,1.0,,,,4.0,,,,,,,,,,,,,
589,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,Enzo Henrique dos Santos,7,0,Enzo,enzo,0.0,5.0,27,124077,284,0.0,False,Enzo,2,,,,,,,,,,,,,,,,,,,,
590,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.82,Henry David Mosquera Sánchez,7,15,Henry Mosquera,henry-mosquera,0.0,3.84,27,124239,280,0.0,False,H. Mosquera,5,,,10.0,13.0,9.0,2.0,8.0,,2.0,,,,,,,,,,,
591,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.5,Isaac Aguiar Tomich,6,1,Isaac,isaac,0.0,1.1,27,124247,282,0.0,False,Isaac,5,,,,,,,1.0,,,,,,,,,,,,,
592,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,Kauan Jesus Santos Oliveira,6,0,Kauan,kauan,0.0,1.0,27,124264,285,0.0,False,Kauan,1,,,,,,,,,,,,,,,,,,,,
593,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,Allex Rodrigues Pereira da Silva,6,0,Allex,allex,0.0,1.0,27,124270,285,0.0,False,Allex,4,,,,,,,,,,,,,,,,,,,,
594,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.61,Gustavo Prado Alves,6,13,Gustavo Prado,gustavo-prado,0.0,4.3,27,124271,285,0.0,False,G. Prado,4,,2.0,7.0,5.0,6.0,8.0,11.0,1.0,1.0,,,,,,,,,,,
595,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.77,Ricardo Mathias da Silva,7,14,Ricardo Mathias,ricardo-mathias,0.0,4.91,27,124280,285,0.0,False,R. Mathias,5,,1.0,2.0,11.0,4.0,5.0,9.0,3.0,2.0,,,,1.0,,,,,,,
596,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6.3,Leonardo de Aragão Carvalho,6,1,Léo Aragão,leo-aragao,0.0,4.28,27,124369,283,0.0,False,L. Aragão,1,,,,,,,,,,,,1.0,,,1.0,,,,,
597,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.94,Mateo Ponte Costa,7,15,Mateo Ponte,mateo-ponte,1.8,6.19,27,124481,263,-0.09,True,M. Ponte,2,,2.0,7.0,9.0,,5.0,3.0,1.0,2.0,,,5.0,,,,,,,,
598,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5.33,Agustín Giay,2,21,Giay,giay,2.0,8.65,27,124526,275,-0.7,True,Giay,2,,1.0,40.0,25.0,,3.0,26.0,,,,,9.0,,,,,,,,
599,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3.08,Ivan Ramiro Román Hurtado,7,6,Iván Román,ivan-roman,0.2,3.58,27,124661,282,-0.96,True,I. Román,3,,2.0,8.0,5.0,1.0,1.0,6.0,,,,,1.0,,,,,,,,
600,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.95,Felipe Negrucci Berdague,6,2,Felipe Negrucci,felipe-negrucci,0.0,2.22,27,124674,276,0.0,False,F. Negrucci,4,,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,
601,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,Leandro Mathias Silva Bueno,6,0,Leandro,leandro,0.0,2.0,27,124701,276,0.0,False,Leandro,1,,,,,,,,,,,,,,,,,,,,
602,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.14,Nathan Ribeiro Fernandes,5,9,Nathan Fernandes,nathan-fernandes,0.0,5.19,27,124757,263,0.0,False,N. Fernandes,5,2.0,,3.0,3.0,3.0,1.0,5.0,1.0,2.0,,,,,,,,,,,
603,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.67,Jonathan de Jesus Alves,2,9,Jonathan Jesus,jonathan-jesus,-0.1,4.16,27,124912,283,-0.66,True,J. Jesus,3,,,10.0,11.0,,,1.0,,1.0,,,3.0,,1.0,,,,,,
604,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.35,Viery Fernandes Santos Lopes,6,2,Viery,viery,0.0,2.86,27,125467,284,0.0,False,Viery,3,,,,1.0,,,,,,,,1.0,,,,,,,,
605,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,Alisson Santana Lopes da Fonseca,6,0,Alisson,alisson,0.0,4.0,27,125469,282,0.0,False,Alisson,4,,,,,,,,,,,,,,,,,,,,
606,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.64,João Pedro de Sousa Rodrigues,6,7,João Pedro,joao-pedro,6.1,5.57,27,125488,264,0.47,True,J. Pedro,3,1.0,4.0,8.0,11.0,,1.0,,,,,,3.0,,,,,,,,
607,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,Marcelo Braz da Silva,6,0,Marcelinho,marcelinho,0.0,2.0,27,126120,280,0.0,False,Marcelinho,4,,,,,,,,,,,,,,,,,,,,
608,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.53,Paulo Lucas Santos de Paula,6,8,Paulinho,paulinho,0.0,3.95,27,126182,267,0.0,False,Paulinho,4,,1.0,4.0,11.0,,,5.0,,,,,,,,,,,,,
609,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6.55,Derik Gean Severino Lacerda,7,11,Derik Lacerda,derik-lacerda,16.1,10.04,27,126216,292,1.93,True,D. Lacerda,5,,6.0,10.0,21.0,13.0,10.0,17.0,4.0,6.0,,,,2.0,,,,,,,
610,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5.74,Álvaro Martín Barreal,7,22,Barreal,barreal,-0.3,9.35,27,126471,277,-0.67,True,Barreal,4,,1.0,36.0,19.0,7.0,12.0,15.0,6.0,4.0,,,,2.0,,,,,,,
611,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.41,Fernando Seabra,7,27,Fernando Seabra,fernando-seabra,8.47,9.45,27,126977,280,0.56,True,F. Seabra,6,,,,,,,,,,,10.0,,,,,,,,,
612,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.9,Luiz Gustavo Lemos Carvalho,6,2,Bahia,bahia,0.0,2.65,27,127242,264,0.0,False,Bahia,4,,,3.0,,,1.0,1.0,,,,,,,,,,,,,
613,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7.6,Julio Cesar Lima Fidelis,6,3,Julio Fidélis,julio-fidelis,0.0,7.17,27,127932,266,0.0,False,J. Fidélis,2,1.0,,5.0,2.0,,3.0,7.0,,,,,1.0,,,,,,,,
614,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,Rayan Lucas Marques de Souza,6,0,Rayan Lucas,rayan-lucas,0.0,2.0,27,128590,262,0.0,False,R. Lucas,4,,,,,,,,,,,,,,,,,,,,
615,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.97,Felipe Cardoso,6,3,Felipe Cardoso,felipe-cardoso,0.0,2.21,27,129317,287,0.0,False,F. Cardoso,4,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
616,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.2,Ruan Pablo Barbosa Sousa,6,1,Ruan Pablo,ruan-pablo,0.0,1.35,27,129663,265,0.0,False,R. Pablo,5,,,,,1.0,,,,,,,,,,,,,,,
617,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,Pablo de Paula Cardoso,6,0,Pablo,pablo,0.0,1.0,27,129665,267,0.0,False,Pablo,1,,,,,,,,,,,,,,,,,,,,
618,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,João Pedro Murilo de Paula Morais,6,0,JP,jp,0.0,2.0,27,129666,267,0.0,False,JP,4,,,,,,,,,,,,,,,,,,,,
619,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,Cristhian Joel Loor Santamaría - Christian,6,0,Cristhian Loor,cristhian-loor,0.0,2.0,27,129930,263,0.0,False,C. Loor,1,,,,,,,,,,,,,,,,,,,,
620,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.98,Erick Carlos Noriega Loret de Mola,7,6,Noriega,noriega,3.5,4.77,27,130048,284,0.19,True,Noriega,4,,,7.0,5.0,,3.0,5.0,,,,,,,,,,,,2.0,
621,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,Leonardo Nannetti Lopes,6,0,Léo Nannetti,leo-nannetti,0.0,1.0,27,130189,262,0.0,False,L. Nannetti,1,,,,,,,,,,,,,,,,,,,,
622,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,João Victor Schlickmann Carbone,6,0,Carbone,carbone,0.0,2.0,27,130190,262,0.0,False,Carbone,2,,,,,,,,,,,,,,,,,,,,
623,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,Euder Galdino da Silva,6,0,Euder,euder,0.0,1.0,27,130252,267,0.0,False,Euder,4,,,,,,,,,,,,,,,,,,,,
624,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,Leandro Viana da Silva Gama,6,0,Leandrinho,leandrinho,0.0,2.0,27,130254,267,0.0,False,Leandrinho,2,,,,,,,,,,,,,,,,,,,,
625,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,Guilherme Estrella de Paiva,6,0,Guilherme Estrella,guilherme-estrella,0.0,3.0,27,130255,267,0.0,False,G. Estrella,4,,,,,,,,,,,,,,,,,,,,
626,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.6,Lukas Rocha Zuccarello,6,2,Lukas Zuccarello,lukas-zuccarello,0.0,1.9,27,130279,267,0.0,False,L. Zuccarello,4,,,1.0,1.0,,,,,,,,,,,,,,,,
627,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,Phillipe Gabriel Pires de Oliveira,6,0,Phillipe Gabriel,phillipe-gabriel,0.0,1.0,27,130280,267,0.0,False,P. Gabriel,1,,,,,,,,,,,,,,,,,,,,
628,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,Rhyan Luca Carvalho de Arruda,6,0,Rhyan,rhyan,0.0,1.0,27,130305,263,0.0,False,Rhyan,1,,,,,,,,,,,,,,,,,,,,
629,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,Rafael Oliveira Pinna,6,0,Rafael Pinna,rafael-pinna,0.0,1.0,27,130316,286,0.0,False,R. Pinna,5,,,,,,,,,,,,,,,,,,,,
630,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.66,Maykon Kesley de Jesus Ramalho,6,8,Maykon,maykon,5.8,4.92,27,130319,287,0.86,True,Maykon,2,,1.0,9.0,16.0,1.0,3.0,6.0,,,,,3.0,,,,,,,,
631,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,Guilherme Henrique Bernardineli Gomes,6,0,Guilherme Gomes,guilherme-gomes,0.0,2.0,27,130382,262,0.0,False,G. Gomes,4,,,,,,,,,,,,,,,,,,,,
632,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.78,Everton Leandro de Oliveira Santos,6,6,Maceió,maceio,0.5,2.81,27,130386,2305,0.16,True,Maceió,5,,1.0,1.0,2.0,1.0,4.0,3.0,,1.0,,,,,,,,,,1.0,
633,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.56,Luiz Gustavo Marinho Ribeiro dos Santos,6,5,Luiz Gustavo,luiz-gustavo,0.0,1.8,27,130393,265,0.0,False,L. Gustavo,3,,3.0,4.0,4.0,,,2.0,,,,,1.0,,,,,,,,
634,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.5,Marlon Santos Teodoro,6,1,Marlon,marlon,0.0,1.11,27,130507,286,0.0,False,Marlon,5,,,,1.0,,1.0,,,,,,,,,,,,,,
635,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,Riquelme Fillipi Marinho de Souza,6,1,Riquelme Fillipi,riquelme-fillipi,0.0,0.92,27,130608,275,0.0,False,R. Fillipi,5,,,,,,,,,,,,,,,,,,,,
636,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.05,Luighi Hanri Sousa Santos,6,6,Luighi,luighi,0.0,2.95,27,130612,275,0.0,False,Luighi,5,,,4.0,5.0,,,4.0,,2.0,,,,,,,,,,,
637,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Edenílson Santos Nascimento Filho,6,0,Edenílson,edenilson,0.0,1.0,27,130620,287,0.0,False,Edenílson,4,,,,,,,,,,,,,,,,,,,,
638,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.36,Facundo Bernal Cruz,6,14,Bernal,bernal,0.0,3.77,27,130650,266,-0.44,True,Bernal,4,,5.0,21.0,14.0,4.0,5.0,10.0,,,,,,,,,,,,,1.0
639,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,Stanley Boateng Osei,6,0,Boateng,boateng,0.0,1.0,27,130711,280,0.0,False,Boateng,3,,,,,,,,,,,,,,,,,,,,
640,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.36,João Victor de Souza Menezes,6,14,Souza,souza,2.4,7.32,27,130811,277,-0.03,True,Souza,2,2.0,2.0,25.0,14.0,2.0,5.0,9.0,,1.0,,,2.0,,,,,,,1.0,
641,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Andrei Gabriel dos Santos Ferreira,6,0,Andrei,andrei,0.0,1.0,27,130869,287,0.0,False,Andrei,3,,,,,,,,,,,,,,,,,,,,
642,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.86,Riquelme Freitas dos Santos,6,9,Riquelme,riquelme,0.0,2.62,27,130889,284,0.0,False,Riquelme,4,,,6.0,2.0,1.0,2.0,11.0,,,,,,,,,,,,,
643,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.17,Jardiel Maciel Libertino da Silva,7,3,Jardiel,jardiel,0.0,0.84,27,131455,284,0.0,False,Jardiel,5,,,,,,,1.0,,,,,,,,,,,,,
644,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.7,Hyan Carvalho Machado Silva,6,2,Hyan,hyan,0.0,1.19,27,131515,277,0.0,False,Hyan,4,,,1.0,2.0,,,1.0,,,,,,,,,,,,,
645,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.28,João Pedro Chermont Crema,6,5,JP Chermont,jp-chermont,0.0,6.05,27,131516,277,0.0,False,J. Chermont,2,,3.0,14.0,9.0,,1.0,1.0,,2.0,,,1.0,,,,,,,,
646,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.32,André Oliveira e Silva,5,19,André Silva,andre-silva,0.0,6.73,27,131617,276,0.0,False,A. Silva,5,2.0,5.0,11.0,20.0,5.0,10.0,20.0,5.0,5.0,,,,1.0,,,,,,,
647,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,Felipe Longo Fernandes da Silva,7,0,Felipe Longo,felipe-longo,0.0,1.0,27,131753,264,0.0,False,F. Longo,1,,,,,,,,,,,,,,,,,,,,
648,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,Isac Silvestre da Silva,6,0,Isac,isac,0.0,1.0,27,131762,276,0.0,False,Isac,3,,,,,,,,,,,,,,,,,,,,
649,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,Kevyn Henrique Monteiro de Souza,6,0,Kevyn,kevyn,0.0,1.0,27,131765,280,0.0,False,Kevyn,3,,,,,,,,,,,,,,,,,,,,
650,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4.3,Kevin Steven Serna Jaramillo,2,21,Serna,serna,8.3,7.25,27,132071,266,-0.01,True,Serna,5,3.0,3.0,19.0,11.0,5.0,5.0,20.0,4.0,3.0,1.0,,,,,,,,,,
651,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.33,Keny Alexander Arroyo Alvarado,7,3,Arroyo,arroyo,5.3,5.87,27,132264,283,0.58,True,Arroyo,5,,1.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,
652,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.75,Jemmes Bruno Ribeiro da Silva,7,25,Jemmes,jemmes,4.0,5.77,27,132553,2305,0.13,True,Jemmes,3,,2.0,50.0,26.0,1.0,8.0,6.0,1.0,,,,7.0,,,,,,,,
653,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Davi Barbosa da Silva Novaes,6,0,Davi Barbosa,davi-barbosa,0.0,1.0,27,132560,287,0.0,False,D. Barbosa,1,,,,,,,,,,,,,,,,,,,,
654,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.01,Vinicius Mendonça Pereira,6,21,Vinicinho,vinicinho,3.2,5.82,27,132580,280,0.12,True,Vinicinho,5,2.0,2.0,20.0,16.0,6.0,6.0,35.0,,4.0,1.0,,,,,,,,,,
655,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.74,Guilherme William Silva Inácio,2,12,Gui Negão,gui-negao,1.4,3.92,27,133543,264,-0.95,True,G. Negão,5,1.0,3.0,10.0,25.0,,2.0,20.0,3.0,2.0,,,,,,,,,,,
656,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,Igor Odoni Gomes,6,0,Igão,igao,0.0,2.0,27,133623,276,0.0,False,Igão,3,,,,,,,,,,,,,,,,,,,,
657,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.52,Alysson Edward Franco da Rocha dos Santos,7,19,Alysson,alysson,0.0,5.55,27,133669,284,0.0,False,Alysson,5,1.0,2.0,31.0,15.0,5.0,7.0,37.0,1.0,3.0,,,,1.0,,,,,,,
658,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,Gustavo Reis de Alcântara,6,0,Gustavo Reis,gustavo-reis,0.0,1.0,27,133671,280,0.0,False,G. Reis,1,,,,,,,,,,,,,,,,,,,,
659,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.5,Mateus Xavier de Sousa,6,3,Mateus Xavier,mateus-xavier,0.0,1.0,27,133673,277,0.0,False,M. Xavier,4,,,1.0,,,,,,,,,,,,,,,,,
660,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.6,Luiz Gustavo Roncholeta Benedetti,6,2,Benedetti,benedetti,0.0,2.61,27,133679,275,0.0,False,Benedetti,3,,,2.0,2.0,,1.0,,,,,,,,,,,,,,
661,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,Wallace Davi Nunes da Silva Dias,6,0,Wallace Davi,wallace-davi,0.0,2.0,27,133696,266,0.0,False,W. Davi,4,,,,,,,,,,,,,,,,,,,,
