,atletas.slug,atletas.preco_num,atletas.foto,atletas.jogos_num,atletas.rodada_id,atletas.pontos_num,atletas.apelido,atletas.entrou_em_campo,atletas.clube_id,atletas.posicao_id,atletas.nome,atletas.clube.id.full.name,atletas.media_num,atletas.apelido_abreviado,atletas.status_id,atletas.atleta_id,atletas.variacao_num,CA,DS,FC,FD,FS,CV,FF,FT,I,PC,G,SG,DE,GS,A,PS,V,DP,GC,PP
541,daniel-sales,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,14,0.0,Daniel Sales,False,262,2,Daniel dos Santos Sales,FLA,0.0,D. Sales,6,122320,0.0,,,,,,,,,,,,,,,,,,,,
542,lorran,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,14,0.0,Lorran,False,262,4,Lorran Lucas Pereira de Sousa,FLA,0.0,Lorran,6,122321,0.0,,,,,,,,,,,,,,,,,,,,
543,gustavinho,2.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,14,0.0,Gustavinho,True,280,4,Gustavo Ribeiro Neves,RBB,0.35,Gustavinho,6,122394,-0.1,,2.0,3.0,,,,,,,,,,,,,,,,,
544,ryan,3.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,14,0.0,Ryan,False,264,4,Ryan Gustavo de Lima,COR,1.57,Ryan,6,122396,0.0,1.0,6.0,7.0,,7.0,,,,,,,,,,,,,,,
545,luisao,6.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3,14,0.0,Luisão,False,277,3,Luis Fellipe Campos Dória,SAN,4.23,Luisão,6,122406,0.0,1.0,5.0,2.0,,2.0,,1.0,,,,,1.0,,,,,,,,
546,lucca,3.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4,14,0.0,Lucca,False,285,5,Lucca Holanda Sampaio Tavares,INT,1.4,Lucca,6,122420,0.0,,1.0,3.0,1.0,6.0,,1.0,,,,,,,,,,,,,
547,vinicius-lago,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,14,0.0,Vinícius Lago,False,280,2,Vinicius dos Santos Lago,RBB,0.0,V. Lago,6,122458,0.0,,,,,,,,,,,,,,,,,,,,
548,rayan,6.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,11,14,0.0,Rayan,False,267,5,Rayan Vitor Simplício Rocha,VAS,5.1,Rayan,7,122486,0.0,,9.0,7.0,8.0,15.0,,7.0,2.0,,,2.0,,,,,,,,,
549,gb,1.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1,14,0.0,GB,False,267,5,Gabriel Souza da Silva,VAS,-0.3,GB,6,122487,0.0,,,1.0,,,,,,,,,,,,,,,,,
550,wallace-yan,4.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5,14,0.5,Wallace Yan,True,262,5,Wallace Yan de Souza Barreto,FLA,3.6,W. Yan,2,122573,-0.98,2.0,1.0,2.0,,6.0,,4.0,,1.0,,1.0,,,,1.0,,,,,
551,japa,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,14,0.0,Japa,False,283,4,João Wellington Gadelha Melo de Oliveira,CRU,0.0,Japa,6,122660,0.0,,,,,,,,,,,,,,,,,,,,
552,lucas-cunha,3.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,14,0.0,Lucas Cunha,False,292,3,Lucas de Souza Cunha,SPT,1.42,L. Cunha,6,122755,0.0,2.0,4.0,5.0,,2.0,,,,,,,1.0,,,,,,,,
553,abner,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,14,0.0,Abner,False,286,3,Abner Salles da Silva,JUV,2.82,Abner,6,122861,0.0,1.0,4.0,2.0,,2.0,,2.0,,1.0,,,1.0,,,1.0,,,,,
554,guzman-rodriguez,6.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,13,14,8.2,Guzmán Rodríguez,True,280,3,Guzmán Rodríguez Ferrari,RBB,3.46,G. Rodríguez,7,122897,1.24,3.0,6.0,9.0,2.0,6.0,,4.0,,,,1.0,5.0,,,,,,,,
555,david-kaua,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,14,0.0,David Kauã,False,282,4,David Kauã Ramos,CAM,0.0,D. Kauã,6,122989,0.0,,,,,,,,,,,,,,,,,,,,
556,patrick,3.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3,14,0.0,Patrick,False,282,4,Patrick Roberto da Silva Campos,CAM,2.6,Patrick,6,122990,0.0,,4.0,3.0,1.0,3.0,,,,,,,,,,,,,,,
557,tiago,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4,14,0.0,Tiago,False,265,5,Tiago Souza de Jesus Carvalho,BAH,3.1,Tiago,6,123004,0.0,,4.0,5.0,,4.0,,,,1.0,,,,,,1.0,1.0,,,,
558,vitinho,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,14,0.0,Vitinho,False,265,4,Pedro Victor da Silva Santos,BAH,0.0,Vitinho,6,123007,0.0,,,,,,,,,,,,,,,,,,,,
559,cadu,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,14,0.0,Cadu,False,282,5,Carlos Eduardo Amaral Pereira de Castro,CAM,0.0,Cadu,5,123359,0.0,,,,,,,,,,,,,,,,,,,,
560,cauly,6.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,11,14,0.0,Cauly,False,265,4,Cauly Oliveira Souza,BAH,2.82,Cauly,6,123360,0.0,1.0,2.0,2.0,1.0,6.0,,3.0,,,,1.0,,,,3.0,,,,,
561,jota,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,14,0.0,Jota,False,265,4,João Victor Broad Moreira Guimarães,BAH,0.0,Jota,6,123497,0.0,,,,,,,,,,,,,,,,,,,,
562,janderson,2.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1,14,0.0,Janderson,False,283,3,José Janderson da Silva Marques,CRU,5.0,Janderson,6,123649,0.0,,,,,,,,,,,,1.0,,,,,,,,
563,ze-guilherme,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,14,0.0,Zé Guilherme,False,265,2,José Guilherme de Lima Costa,BAH,0.0,Z. Guilherme,6,123717,0.0,,,,,,,,,,,,,,,,,,,,
564,herrera,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,14,0.0,Herrera,False,356,5,José María Herrera Ares,FOR,0.0,Herrera,6,123738,0.0,,,,,,,,,,,,,,,,,,,,
565,lezcano,4.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3,14,0.0,Lezcano,False,266,4,Rubén Darío Lezcano Portillo,FLU,0.83,Lezcano,6,123788,0.0,,1.0,,,2.0,,,,,,,,,,,,,,,
566,lucho-rodriguez,5.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,11,14,0.0,Lucho Rodríguez,False,265,5,Luciano Rodríguez Rosales,BAH,1.15,L. Rodríguez,2,123795,0.0,1.0,2.0,9.0,3.0,7.0,,8.0,,1.0,,,,,,,,,,,
567,fabio,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,14,0.0,Fábio,False,287,5,Fábio Soares dos Santos,VIT,0.0,Fábio,6,123960,0.0,,,,,,,,,,,,,,,,,,,,
568,henry-mosquera,3.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,8,14,0.8,Henry Mosquera,True,280,5,Henry David Mosquera Sánchez,RBB,1.85,H. Mosquera,7,124239,0.01,,4.0,4.0,5.0,5.0,,2.0,,1.0,,,,,,,,,,,
569,isaac,1.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1,14,0.0,Isaac,False,282,5,Isaac Aguiar Tomich,CAM,0.5,Isaac,6,124247,0.0,,,,,1.0,,,,,,,,,,,,,,,
570,pedro-ataide,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,14,0.0,Pedro Ataíde,False,282,5,Pedro Ataide de Souza Oliveira,CAM,0.0,P. Ataíde,6,124250,0.0,,,,,,,,,,,,,,,,,,,,
571,deivid-washington,4.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,12,14,3.7,Deivid Washington,True,277,5,Deivid Washington de Souza Eugênio,SAN,1.75,D. Washington,6,124251,0.4,,2.0,5.0,2.0,12.0,,4.0,,1.0,,1.0,,,,,,,,,
572,kauan,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,14,0.0,Kauan,False,285,1,Kauan Jesus Santos Oliveira,INT,0.0,Kauan,6,124264,0.0,,,,,,,,,,,,,,,,,,,,
573,gustavo-prado,4.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,8,14,0.0,Gustavo Prado,False,285,4,Gustavo Prado Alves,INT,3.45,G. Prado,6,124271,0.0,1.0,6.0,3.0,4.0,6.0,,6.0,,1.0,,1.0,,,,,,,,,
574,ricardo-mathias,5.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5,14,0.0,Ricardo Mathias,False,285,5,Ricardo Mathias da Silva,INT,3.54,R. Mathias,6,124280,0.0,,,1.0,2.0,6.0,,2.0,1.0,,,1.0,,,,,,,,,
575,leo-aragao,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,14,0.0,Léo Aragão,False,283,1,Leonardo de Aragão Carvalho,CRU,0.0,L. Aragão,7,124369,0.0,,,,,,,,,,,,,,,,,,,,
576,wesley-santos,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,14,0.0,Wesley Santos,False,2305,2,Wesley Santos Silva,MIR,0.0,W. Santos,6,124400,0.0,,,,,,,,,,,,,,,,,,,,
577,mateo-ponte,7.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,14,0.0,Mateo Ponte,False,263,2,Mateo Ponte Costa,BOT,3.7,M. Ponte,6,124481,0.0,1.0,3.0,3.0,,1.0,,,,2.0,,1.0,3.0,,,,,,,,
578,giay,9.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,11,14,0.0,Giay,False,275,2,Agustín Giay,PAL,7.01,Giay,5,124526,0.0,,29.0,11.0,,19.0,,3.0,,,,,5.0,,,,,,,,
579,ivan-roman,2.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2,14,0.0,Iván Román,False,282,3,Ivan Ramiro Román Hurtado,CAM,0.75,I. Román,6,124661,0.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,
580,felipe-negrucci,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,14,0.0,Felipe Negrucci,False,276,4,Felipe Negrucci Berdague,SAO,0.0,F. Negrucci,6,124674,0.0,,,,,,,,,,,,,,,,,,,,
581,leandro,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,14,0.0,Leandro,False,276,1,Leandro Mathias Silva Bueno,SAO,0.0,Leandro,6,124701,0.0,,,,,,,,,,,,,,,,,,,,
582,nathan-fernandes,4.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,14,0.0,Nathan Fernandes,True,263,5,Nathan Ribeiro Fernandes,BOT,2.25,N. Fernandes,6,124757,-1.13,,1.0,2.0,2.0,3.0,,1.0,,1.0,,1.0,,,,,,,,,
583,jonathan-jesus,4.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,14,5.0,Jonathan Jesus,True,283,3,Jonathan de Jesus Alves,CRU,3.03,J. Jesus,6,124912,0.78,,5.0,6.0,,1.0,1.0,,,,,,3.0,,,,,,,,
584,viery,2.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2,14,0.0,Viery,False,284,3,Viery Fernandes Santos Lopes,GRE,2.35,Viery,6,125467,0.0,,,1.0,,,,,,,,,1.0,,,,,,,,
585,alisson,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,14,0.0,Alisson,False,282,4,Alisson Santana Lopes da Fonseca,CAM,0.0,Alisson,6,125469,0.0,,,,,,,,,,,,,,,,,,,,
586,joao-pedro,4.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3,14,5.0,João Pedro,True,264,3,João Pedro de Sousa Rodrigues,COR,3.03,J. Pedro,6,125488,0.66,2.0,1.0,4.0,,,,1.0,,,,,2.0,,,,,,,,
587,leonan,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,14,0.0,Leonan,False,2305,3,Leonan Santos de Abreu,MIR,0.0,Leonan,6,125697,0.0,,,,,,,,,,,,,,,,,,,,
588,marcelinho,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,14,0.0,Marcelinho,False,280,4,Marcelo Braz da Silva,RBB,0.0,Marcelinho,6,126120,0.0,,,,,,,,,,,,,,,,,,,,
589,paulinho,4.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,14,0.0,Paulinho,False,267,4,Paulo Lucas Santos de Paula,VAS,0.69,Paulinho,6,126182,0.0,1.0,4.0,9.0,,5.0,,,,,,,,,,,,,,,
590,derik-lacerda,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,14,0.0,Derik Lacerda,False,292,5,Derik Gean Severino Lacerda,SPT,0.0,D. Lacerda,6,126216,0.0,,,,,,,,,,,,,,,,,,,,
591,barreal,9.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,10,14,2.5,Barreal,True,277,4,Álvaro Martín Barreal,SAN,6.28,Barreal,7,126471,-0.92,,19.0,8.0,3.0,9.0,,6.0,,1.0,,3.0,,,,,,,,,
592,fernando-seabra,9.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,14,14,4.38,Fernando Seabra,True,280,6,Fernando Seabra,RBB,6.35,F. Seabra,7,126977,-0.01,,,,,,,,,,,,,,,,,8.0,,,
593,bahia,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,14,0.0,Bahia,False,264,4,Luiz Gustavo Lemos Carvalho,COR,0.0,Bahia,6,127242,0.0,,,,,,,,,,,,,,,,,,,,
594,julio-fidelis,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,14,0.0,Julio Fidélis,False,266,2,Julio Cesar Lima Fidelis,FLU,0.0,J. Fidélis,6,127932,0.0,,,,,,,,,,,,,,,,,,,,
595,thiago-henrique,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,14,0.0,Thiago Henrique,False,266,4,Thiago Henrique Gonçalves Silva,FLU,0.0,T. Henrique,6,128583,0.0,,,,,,,,,,,,,,,,,,,,
596,rayan-lucas,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,14,0.0,Rayan Lucas,False,262,4,Rayan Lucas Marques de Souza,FLA,0.0,R. Lucas,6,128590,0.0,,,,,,,,,,,,,,,,,,,,
597,felipe-cardoso,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,14,0.0,Felipe Cardoso,False,287,4,Felipe Cardoso,VIT,0.0,F. Cardoso,6,129317,0.0,,,,,,,,,,,,,,,,,,,,
598,ruan-pablo,1.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1,14,0.0,Ruan Pablo,False,265,5,Ruan Pablo Barbosa Sousa,BAH,1.2,R. Pablo,6,129663,0.0,,,,1.0,,,,,,,,,,,,,,,,
599,jp,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,14,0.0,JP,False,267,4,João Pedro Murilo de Paula Morais,VAS,0.0,JP,6,129666,0.0,,,,,,,,,,,,,,,,,,,,
600,cristhian-loor,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,14,0.0,Cristhian Loor,False,263,1,Cristhian Joel Loor Santamaría - Christian,BOT,0.0,C. Loor,6,129930,0.0,,,,,,,,,,,,,,,,,,,,
601,carbone,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,14,0.0,Carbone,False,262,2,João Victor Schlickmann Carbone,FLA,0.0,Carbone,6,130190,0.0,,,,,,,,,,,,,,,,,,,,
602,guilherme-estrella,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,14,0.0,Guilherme Estrella,False,267,4,Guilherme Estrella de Paiva,VAS,0.0,G. Estrella,6,130255,0.0,,,,,,,,,,,,,,,,,,,,
603,kauan-lindes,1.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1,14,0.0,Kauan Lindes,False,263,4,Kauan Gabriel Cordeiro Lindes,BOT,0.7,K. Lindes,6,130265,0.0,,,1.0,,2.0,,,,,,,,,,,,,,,
604,lukas-zuccarello,1.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,14,0.0,Lukas Zuccarello,False,267,4,Lukas Rocha Zuccarello,VAS,0.6,L. Zuccarello,6,130279,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
605,phillipe-gabriel,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,14,0.0,Phillipe Gabriel,False,267,1,Phillipe Gabriel Pires de Oliveira,VAS,0.0,P. Gabriel,6,130280,0.0,,,,,,,,,,,,,,,,,,,,
606,maykon,4.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3,14,5.9,Maykon,True,287,2,Maykon Kesley de Jesus Ramalho,VIT,4.23,Maykon,7,130319,1.23,,2.0,5.0,1.0,,,,,,,,2.0,,,,,,,,
607,guilherme-gomes,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,14,0.0,Guilherme Gomes,False,262,4,Guilherme Henrique Bernardineli Gomes,FLA,0.0,G. Gomes,6,130382,0.0,,,,,,,,,,,,,,,,,,,,
608,maceio,2.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,5,14,0.0,Maceió,False,2305,5,Everton Leandro de Oliveira Santos,MIR,0.84,Maceió,6,130386,0.0,1.0,1.0,2.0,1.0,2.0,,4.0,,1.0,1.0,,,,,,,,,,
609,luiz-gustavo,1.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4,14,0.0,Luiz Gustavo,False,267,3,Luiz Gustavo Marinho Ribeiro dos Santos,VAS,1.95,L. Gustavo,6,130393,0.0,3.0,4.0,4.0,,2.0,,,,,,,1.0,,,,,,,,
610,marlon,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0,14,0.0,Marlon,False,286,5,Marlon Santos Teodoro,JUV,0.0,Marlon,6,130507,0.0,,,,,,,,,,,,,,,,,,,,
611,luighi,3.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2,14,0.0,Luighi,False,275,5,Luighi Hanri Sousa Santos,PAL,1.0,Luighi,6,130612,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,
612,edenilson,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,14,0.0,Edenílson,False,287,4,Edenílson Santos Nascimento Filho,VIT,0.0,Edenílson,6,130620,0.0,,,,,,,,,,,,,,,,,,,,
613,bernal,3.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,14,0.0,Bernal,False,266,4,Facundo Bernal Cruz,FLU,1.13,Bernal,2,130650,0.0,2.0,2.0,4.0,2.0,6.0,,2.0,,,,,,,,,,,,,
614,souza,9.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4,14,9.7,Souza,True,277,2,João Victor de Souza Menezes,SAN,8.25,Souza,7,130811,1.67,,11.0,5.0,,6.0,,,,,,,2.0,,,1.0,,,,,
615,igor-serrote,6.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,14,0.0,Igor Serrote,False,284,2,Igor Eduardo Schlemper,GRE,6.23,I. Serrote,7,130884,0.0,2.0,21.0,4.0,,5.0,,2.0,,,,,1.0,,,,,,,,
616,riquelme,2.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2,14,0.0,Riquelme,False,284,4,Riquelme Freitas dos Santos,GRE,0.9,Riquelme,6,130889,0.0,,,,,2.0,,1.0,,,,,,,,,,,,,
617,jardiel,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,14,0.0,Jardiel,False,284,5,Jardiel Maciel Libertino da Silva,GRE,0.0,Jardiel,6,131455,0.0,,,,,,,,,,,,,,,,,,,,
618,yarlen,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,14,0.0,Yarlen,False,263,5,Yarlen Faustino Augusto,BOT,0.0,Yarlen,6,131512,0.0,,,,,,,,,,,,,,,,,,,,
619,hyan,1.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1,14,0.0,Hyan,False,277,4,Hyan Carvalho Machado Silva,SAN,0.5,Hyan,6,131515,0.0,,,,,1.0,,,,,,,,,,,,,,,
620,jp-chermont,6.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5,14,0.0,JP Chermont,False,277,2,João Pedro Chermont Crema,SAN,4.28,J. Chermont,6,131516,0.0,3.0,14.0,9.0,,1.0,,1.0,,2.0,,,1.0,,,,,,,,
621,henrique,1.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1,14,0.0,Henrique,False,276,5,Henrique Fabiano do Carmo,SAO,0.5,Henrique,6,131518,0.0,,,,,1.0,,,,,,,,,,,,,,,
622,andre-silva,8.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,12,14,16.2,André Silva,True,276,5,André Oliveira e Silva,SAO,5.1,A. Silva,7,131617,2.37,4.0,6.0,12.0,3.0,12.0,,7.0,,3.0,,5.0,,,,1.0,,,,,
623,felipe-longo,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,14,0.0,Felipe Longo,False,264,1,Felipe Longo Fernandes da Silva,COR,0.0,F. Longo,6,131753,0.0,,,,,,,,,,,,,,,,,,,,
