,atletas.slug,atletas.preco_num,atletas.foto,atletas.jogos_num,atletas.rodada_id,atletas.pontos_num,atletas.apelido,atletas.entrou_em_campo,atletas.clube_id,atletas.posicao_id,atletas.nome,atletas.clube.id.full.name,atletas.media_num,atletas.apelido_abreviado,atletas.status_id,atletas.atleta_id,atletas.variacao_num,CA,DS,FC,FD,FS,CV,FF,FT,I,PC,G,SG,DE,GS,A,PS,V,DP,GC,PP
227,ronaldo,4.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,11,14,0.0,Ronaldo,False,285,4,Ronaldo da Silva Souza Guerrero,INT,1.95,Ronaldo,6,92981,0.0,3.0,19.0,20.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,
228,rafael-ramos,4.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7,14,0.0,Rafael Ramos,False,354,2,Rafael António Figueiredo Ramos,CEA,3.22,R. Ramos,6,93236,0.0,1.0,6.0,10.0,1.0,1.0,,1.0,,,,,3.0,,,,,,,,
229,joao-basso,7.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4,14,4.9,João Basso,True,277,3,João Othávio Basso,SAN,4.13,J. Basso,7,93372,0.66,1.0,5.0,5.0,,3.0,,,,,,,2.0,,,,,,,,
230,cantalapiedra,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,14,0.0,Cantalapiedra,False,287,5,Aitor Cantalapiedra Fernández,VIT,0.0,Cantalapiedra,6,93411,0.0,,,,,,,,,,,,,,,,,,,,
231,wanderson,5.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,13,14,-0.4,Wanderson,True,283,5,Wanderson Maciel Sousa Campos,CRU,2.11,Wanderson,7,93478,-0.65,1.0,6.0,17.0,7.0,8.0,,12.0,1.0,4.0,,,,,,,,,,,
232,bruno-tubarao,5.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5,14,0.8,Bruno Tubarão,True,354,2,Bruno Nunes de Barros,CEA,3.1,B. Tubarão,6,93637,-0.79,,,1.0,,,,1.0,,,,,3.0,,,,,,,,
233,paulo-henrique,12.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,10,14,0.0,Paulo Henrique,False,267,2,Paulo Henrique de Oliveira Alves,VAS,7.95,P. Henrique,7,93716,0.0,3.0,35.0,19.0,2.0,6.0,,3.0,1.0,1.0,,,2.0,,,3.0,,,,,
234,marlon-freitas,5.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,12,14,2.5,Marlon Freitas,True,263,4,Marlon Rodrigues Freitas,BOT,2.67,M. Freitas,7,93790,-0.31,2.0,9.0,10.0,3.0,5.0,,3.0,,,,,,,,3.0,,,,,
235,keiller,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0,14,0.0,Keiller,False,354,1,Keiller da Silva Nunes,CEA,0.0,Keiller,6,93834,0.0,,,,,,,,,,,,,,,,,,,,
236,marcao,7.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,14,0.0,Marcão,False,286,1,Marcos Venicius Santos Miranda - Vinícius,JUV,5.93,Marcão,6,93879,0.0,,,,,,,,,,1.0,,1.0,32.0,10.0,,,,,,
237,cleiton,7.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,12,14,1.9,Cleiton,True,280,1,Cleiton Schwengber,RBB,5.29,Cleiton,7,93882,0.09,2.0,,,,3.0,,,,,,,5.0,40.0,13.0,,,,,,
238,matheusinho,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,14,0.0,Matheusinho,False,292,4,Matheus Leonardo Sales Cardoso,SPT,0.0,Matheusinho,6,93886,0.0,,,,,,,,,,,,,,,,,,,,
239,breno-lopes,6.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,14,0.0,Breno Lopes,False,356,5,Breno Henrique Vasconcelos Lopes,FOR,3.4,B. Lopes,6,93988,0.0,,2.0,6.0,3.0,15.0,,5.0,,5.0,,1.0,,,,,,,,,
240,john,12.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,12,14,6.8,John,True,263,1,John Victor Maciel Furtado,BOT,6.87,John,7,94044,-0.44,2.0,1.0,1.0,,3.0,,,,,,,8.0,36.0,5.0,,,,,,
241,matheus-fernandes,4.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,8,14,0.0,Matheus Fernandes,False,280,4,Matheus Fernandes Siqueira,RBB,2.27,M. Fernandes,5,94067,0.0,1.0,13.0,7.0,,2.0,,1.0,,,,,,,,,,,,,
242,maycon,3.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,11,14,1.5,Maycon,True,264,4,Maycon de Andrade Barberan,COR,1.3,Maycon,6,94154,0.02,,9.0,3.0,,2.0,,1.0,,,,,,,,,,,,,
243,diego-pituca,3.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,9,14,0.5,Diego Pituca,True,277,4,Diego Cristiano Evaristo,SAN,1.23,D. Pituca,6,94156,0.1,2.0,1.0,5.0,,7.0,,2.0,,,,1.0,,,,,,,,,
244,guilherme,10.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,10,14,7.9,Guilherme,True,277,5,Guilherme Augusto Vieira dos Santos,SAN,7.55,Guilherme,7,94207,-0.1,,21.0,5.0,5.0,20.0,,11.0,,3.0,,2.0,,,,1.0,,,,,
245,matheus-babi,3.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,14,0.0,Matheus Babi,False,286,5,Matheus Barcelos da Silva,JUV,1.98,M. Babi,6,94444,0.0,1.0,3.0,4.0,,2.0,,1.0,,2.0,,1.0,,,,,,,,,
246,raphael-veiga,13.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,14,8.1,Raphael Veiga,True,275,4,Raphael Cavalcante Veiga,PAL,3.32,R. Veiga,7,94509,1.17,,3.0,3.0,2.0,11.0,,3.0,,,,,,,,1.0,1.0,,,,
247,lucas-oliveira,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,14,0.0,Lucas Oliveira,False,267,3,Lucas da Cruz Oliveira,VAS,0.0,L. Oliveira,6,94514,0.0,,,,,,,,,,,,,,,,,,,,
248,pedro,17.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,8,14,0.0,Pedro,False,262,5,Pedro Guilherme Abreu dos Santos,FLA,7.17,Pedro,6,94583,0.0,,2.0,1.0,7.0,7.0,,1.0,1.0,1.0,,4.0,,,,2.0,1.0,,,,1.0
249,lucas-fernandes,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0,14,0.0,Lucas Fernandes,False,286,4,Lucas Fernandes da Silva,JUV,0.0,L. Fernandes,6,94931,0.0,,,,,,,,,,,,,,,,,,,,
250,juninho-capixaba,11.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,12,14,0.0,Juninho Capixaba,False,280,2,Luis Antônio da Rocha Júnior,RBB,8.26,J. Capixaba,5,94968,0.0,1.0,29.0,17.0,4.0,27.0,,7.0,,1.0,,1.0,6.0,,,,,,,,
251,nicolas,5.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4,14,0.0,Nicolas,False,354,2,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,CEA,3.67,Nicolas,6,95127,0.0,,3.0,2.0,,,,1.0,,,,,2.0,,,,,,,,
252,gabriel-taliari,9.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,10,14,0.0,Gabriel Taliari,False,286,5,Gabriel Pereira Taliari,JUV,5.25,G. Taliari,7,95131,0.0,,8.0,15.0,4.0,15.0,,5.0,1.0,3.0,,2.0,,,,2.0,,,,,
253,giraldo,2.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7,14,0.0,Giraldo,False,286,4,Daniel Eduardo Giraldo Cárdenas,JUV,0.54,Giraldo,6,95354,0.0,2.0,4.0,11.0,,3.0,,2.0,,,,,,,,,,,,,
254,rivera,4.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,10,14,0.0,Rivera,False,292,4,Christian Hernando Rivera Cuéllar,SPT,2.63,Rivera,7,95357,0.0,4.0,21.0,24.0,,12.0,,,,,,,,,,,,,,,
255,igor-vinicius,7.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3,14,0.0,Igor Vinícius,False,277,2,Igor Vinícius de Souza,SAN,3.9,I. Vinícius,6,95466,0.0,1.0,3.0,2.0,1.0,2.0,,2.0,,,,,1.0,,,,,,,,
256,raniele,5.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,12,14,1.7,Raniele,True,264,4,Raniele Almeida Melo,COR,2.7,Raniele,7,95556,-0.1,2.0,18.0,13.0,1.0,17.0,,2.0,,,,,,,,,,,,,
257,artur,9.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,11,14,5.5,Artur,True,263,5,Artur Victor Guimarães,BOT,5.41,Artur,7,95799,0.48,1.0,8.0,8.0,4.0,13.0,,7.0,1.0,1.0,,2.0,,,,3.0,,,,,
258,daniel-fuzato,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,14,0.0,Daniel Fuzato,False,267,1,Daniel Cerântula Fuzato,VAS,0.0,D. Fuzato,6,95936,0.0,,,,,,,,,,,,,,,,,,,,
259,lima,5.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,9,14,3.8,Lima,True,266,4,Vinícius Moreira de Lima,FLU,2.35,Lima,6,96340,0.64,1.0,1.0,6.0,2.0,10.0,,5.0,1.0,,,1.0,,,,,,,,,
260,charles,2.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,14,-0.3,Charles,True,264,4,Charles Rigon Mattos,COR,-0.08,Charles,6,96342,-0.43,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
261,joaquin-correa,11.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,14,0.0,Joaquín Correa,True,263,5,Carlos Joaquín Correa,BOT,1.0,J. Correa,6,96353,-1.47,,,,1.0,,,1.0,,,,,,,,,,,,,
262,matheus-pereira,16.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,12,14,13.8,Matheus Pereira,True,283,4,Matheus Fellipe Costa Pereira,CRU,8.97,M. Pereira,7,96610,0.07,4.0,23.0,17.0,11.0,42.0,,9.0,,2.0,,2.0,,,,5.0,,,,,
263,allan,2.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7,14,4.7,Allan,True,262,4,Allan Rodrigues de Souza,FLA,0.73,Allan,7,96652,0.7,,2.0,7.0,1.0,6.0,,,,,,,,,,,,,,,
264,saravia,6.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,14,0.0,Saravia,False,282,2,Renzo Saravia,CAM,4.17,Saravia,6,96725,0.0,,3.0,7.0,,2.0,,2.0,,,,,4.0,,,,,,,,
265,carlinhos,4.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3,14,0.0,Carlinhos,False,287,5,Carlos Moisés de Lima,VIT,1.93,Carlinhos,6,96831,0.0,2.0,,8.0,,,,3.0,,2.0,,1.0,,,,,,,,,
266,villasanti,10.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,11,14,0.0,Villasanti,False,284,4,Mathías Adalberto Villasanti Rolón,GRE,4.98,Villasanti,7,97145,0.0,5.0,40.0,22.0,,8.0,,3.0,,,,,,,,,,,,,
267,alesson,4.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1,14,0.4,Alesson,True,2305,5,Alesson dos Santos Batista,MIR,0.4,Alesson,7,97321,-0.27,,1.0,3.0,,,,,,2.0,,,,,,,,,,,
268,rogerio-ceni,9.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,13,14,0.0,Rogério Ceni,False,265,6,Rogério Mücke Ceni,BAH,5.47,R. Ceni,7,97341,0.0,,,,,,,,,,,,,,,,,7.0,,,
269,joao-victor,3.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,12,14,8.0,João Victor,True,2305,3,João Victor Carroll Santana,MIR,2.53,J. Victor,7,97460,0.7,2.0,9.0,9.0,1.0,6.0,,3.0,,1.0,,,2.0,,,1.0,,,,,
270,marcal,6.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2,14,0.0,Marçal,False,263,2,Fernando Marçal de Oliveira,BOT,4.6,Marçal,6,97468,0.0,2.0,,1.0,,1.0,,,,,,,2.0,,,,,,,,
271,felix-torres,7.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,14,0.0,Félix Torres,False,264,3,Félix Eduardo Torres Caicedo,COR,4.63,F. Torres,2,97642,0.0,1.0,10.0,11.0,,1.0,,2.0,,,,,3.0,,,,,,,,
272,thiago-couto,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,14,0.0,Thiago Couto,False,287,1,Thiago Couto Wenceslau,VIT,0.0,T. Couto,6,97645,0.0,,,,,,,,,,,,,,,,,,,,
273,murilo,7.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4,14,0.0,Murilo,False,275,3,Murilo Cerqueira Paim,PAL,2.82,Murilo,5,97653,0.0,3.0,2.0,8.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,
274,erick,5.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,10,14,0.3,Erick,True,287,5,Erick de Arruda Serafim,VIT,3.15,Erick,6,97810,-0.43,2.0,3.0,7.0,4.0,20.0,,8.0,,,,,,,,2.0,,,,,
275,leo-ortiz,6.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,12,14,1.2,Léo Ortiz,True,262,3,Leonardo Rech Ortiz,FLA,5.72,L. Ortiz,2,97867,-1.11,1.0,10.0,10.0,2.0,2.0,,4.0,2.0,,,,8.0,,,1.0,,,,,
276,iago,4.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5,14,0.0,Iago,False,265,2,Iago Amaral Borduchi,BAH,2.66,Iago,6,97868,0.0,,4.0,2.0,1.0,2.0,,1.0,,1.0,,,1.0,,,,,,,,
277,matheus-bahia,9.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,8,14,2.0,Matheus Bahia,True,354,2,Matheus Bahia Santos,CEA,7.49,M. Bahia,7,97899,-0.54,1.0,16.0,7.0,2.0,10.0,,2.0,,,,,5.0,,,1.0,,,,,
278,vitao,8.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,11,14,0.0,Vitão,False,285,3,Vitor Eduardo da Silva Matos,INT,3.24,Vitão,7,97900,0.0,2.0,14.0,7.0,1.0,1.0,,,,,,,3.0,,,1.0,,,,1.0,
279,erick,8.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,8,14,0.0,Erick,False,265,4,Erick Luis Conrado de Carvalho,BAH,3.53,Erick,5,98022,0.0,3.0,14.0,12.0,,3.0,,2.0,1.0,2.0,,1.0,,,,,,,,,
280,pedro-raul,7.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,10,14,0.0,Pedro Raul,False,354,5,Pedro Raul Garay da Silva,CEA,3.39,P. Raul,7,98225,0.0,3.0,3.0,20.0,4.0,13.0,,12.0,1.0,15.0,,2.0,,,,,,,,,
281,bastos,11.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,14,0.0,Bastos,False,263,3,Bartolomeu Jacinto Quissanga,BOT,0.0,Bastos,5,98280,0.0,,,,,,,,,,,,,,,,,,,,
282,val-soares,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,14,0.0,Val Soares,False,287,4,Valdemir de Oliveira Soares,VIT,0.0,V. Soares,5,98306,0.0,,,,,,,,,,,,,,,,,,,,
283,negueba,2.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,8,14,0.0,Negueba,True,2305,5,Luiz Henrique Soares Firmino,MIR,1.61,Negueba,6,98384,0.02,2.0,4.0,6.0,1.0,13.0,,4.0,,2.0,,,,,,,,,,,
284,kanu,4.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2,14,0.0,Kanu,False,265,3,Victor Hugo Soares dos Santos,BAH,2.85,Kanu,5,98484,0.0,,4.0,1.0,,,,,,,,,,,,,,,,,
285,jean-lucas,6.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,11,14,0.0,Jean Lucas,False,265,4,Jean Lucas de Souza Oliveira,BAH,3.08,J. Lucas,3,98517,0.0,1.0,19.0,10.0,1.0,9.0,1.0,6.0,1.0,1.0,1.0,,,,,,,,,,
286,kuscevic,6.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,11,14,0.0,Kuscevic,False,356,3,Benjamín Kuščević Jaramillo,FOR,3.39,Kuscevic,7,98619,0.0,,12.0,11.0,,2.0,,2.0,,,,,4.0,,,,,,,,
287,savarino,10.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,9,14,3.6,Savarino,True,263,4,Jefferson David Savarino Quintero,BOT,4.96,Savarino,7,98672,0.2,1.0,4.0,4.0,7.0,7.0,,10.0,,1.0,,2.0,,,,1.0,,,,,
288,angileri,5.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,9,14,5.0,Angileri,True,264,2,Fabrizio Germán Angileri - Fabricio,COR,2.77,Angileri,6,98720,0.82,1.0,10.0,7.0,,3.0,,2.0,,,,,2.0,,,,,,,,
289,cuello,7.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,9,14,0.0,Cuello,False,282,5,Tomás Esteban Cuello,CAM,3.63,Cuello,6,98909,0.0,3.0,6.0,11.0,6.0,15.0,,9.0,,,,1.0,,,,,,,,,
290,vina,8.99,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1,14,0.0,Viña,False,262,2,Matías Nicolás Viña Susperreguy,FLA,4.7,Viña,6,98974,0.0,,,1.0,,,,,,,,,1.0,,,,,,,,
291,lourenco,3.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,9,14,-0.3,Lourenço,True,354,4,João Paulo Ferreira Lourenço,CEA,1.48,Lourenço,7,99032,-0.49,,7.0,9.0,2.0,3.0,,2.0,,,,,,,,,,,,,
292,lucas-braga,4.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,8,14,-0.3,Lucas Braga,True,287,5,Lucas Braga Ribeiro,VIT,1.84,L. Braga,7,99119,-0.44,1.0,3.0,7.0,,8.0,,2.0,,2.0,,1.0,,,,,,,,,
293,vegetti,14.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,11,14,0.0,Vegetti,False,267,5,Pablo Vegetti,VAS,7.03,Vegetti,7,99198,0.0,1.0,3.0,16.0,2.0,10.0,,13.0,1.0,2.0,,7.0,,,,1.0,,,,1.0,
294,puma-rodriguez,3.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,5,14,0.0,Puma Rodríguez,False,267,2,José Luis Rodríguez Bebanz,VAS,1.08,P. Rodríguez,6,99213,0.0,,3.0,4.0,,1.0,,2.0,,,,,,,,,,,,,
295,de-la-cruz,8.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,9,14,0.9,De la Cruz,True,262,4,Diego Nicolás de la Cruz Arcosa,FLA,2.25,D. Cruz,6,99228,-0.07,3.0,9.0,11.0,3.0,19.0,,,,,,,,,,,,,,,
296,bareiro,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,14,0.0,Bareiro,False,356,5,Adam Fernando Bareiro Gamarra,FOR,0.0,Bareiro,6,99248,0.0,,,,,,,,,,,,,,,,,,,,
297,chico,5.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,12,14,0.0,Chico,False,292,3,Francisco Alves da Silva Neto - Melo,SPT,3.23,Chico,7,99253,0.0,1.0,17.0,6.0,,6.0,,5.0,,,1.0,,2.0,,,,,,,,
298,pochettino,11.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7,14,0.0,Pochettino,False,356,4,Tomás Pochettino,FOR,6.65,Pochettino,7,99267,0.0,,13.0,2.0,6.0,4.0,,7.0,,1.0,,1.0,,,,1.0,,,,,
299,alexander-barboza,11.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,14,9.7,Alexander Barboza,True,263,3,Alexander Nahuel Barboza Ullúa,BOT,6.76,A. Barboza,7,99274,0.75,4.0,18.0,13.0,,,,4.0,,,,,5.0,,,,,,,,
300,dinenno,5.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3,14,1.7,Dinenno,True,276,5,Juan Ignacio Dinenno de Cara,SAO,0.3,Dinenno,6,99316,-0.09,1.0,1.0,3.0,,1.0,,1.0,,,,,,,,,,,,,
301,michael,8.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,10,14,0.0,Michael,False,262,5,Michael Richard Delgado de Oliveira,FLA,3.89,Michael,6,99392,0.0,,7.0,1.0,2.0,2.0,,3.0,,1.0,,1.0,,,,3.0,,,,,
302,baralhas,5.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,11,14,0.0,Baralhas,False,287,4,Gabriel Baralhas dos Santos,VIT,2.23,Baralhas,7,99440,0.0,3.0,17.0,18.0,1.0,6.0,,4.0,,,,,,,,,,,,,
303,rossi,9.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,13,14,1.6,Rossi,True,262,1,Agustín Daniel Rossi,FLA,6.95,Rossi,7,99552,-0.51,1.0,,,,2.0,,,,,,,9.0,28.0,5.0,,,,2.0,,
304,arias,13.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,12,14,3.3,Arias,True,266,4,Jhon Adolfo Arias Andrade,FLU,5.88,Arias,6,99815,-0.58,1.0,12.0,15.0,4.0,32.0,,8.0,1.0,1.0,,1.0,,,,4.0,,,,,
