,atletas.jogos_num,atletas.foto,atletas.media_num,atletas.nome,atletas.status_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.variacao_num,atletas.entrou_em_campo,atletas.rodada_id,atletas.preco_num,atletas.clube_id,atletas.posicao_id,atletas.apelido,atletas.slug,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,DE,GS,FT,V,CV,DP,PP,PC,GC
74,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.25,Sérgio Miguel Relvas de Oliveira,7,77664,S. Oliveira,SPT,0.93,True,30,8.84,292,4,Sérgio Oliveira,sergio-oliveira,7.5,1.0,4.0,16.0,13.0,4.0,8.0,7.0,1.0,,,,,,1.0,,,,,,
75,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.56,Romário Ricardo da Silva,6,77738,Romarinho,VIT,0.0,False,30,5.44,287,5,Romarinho,romarinho,0.0,,,2.0,,1.0,2.0,4.0,,,,,,,,,,,,,
76,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.47,João Felipe Schmidt Urbano,7,77777,J. Schmidt,SAN,-0.31,True,30,5.08,277,4,João Schmidt,joao-schmidt,4.2,2.0,6.0,32.0,36.0,2.0,7.0,11.0,,1.0,,,,,,,,,,,
77,20,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.67,Everaldo Stum,6,78117,Everaldo,FLU,0.0,False,30,3.32,266,5,Everaldo,everaldo,0.0,,1.0,3.0,18.0,6.0,9.0,12.0,2.0,1.0,,,,,1.0,,,,1.0,,
78,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.75,Gustavo Henrique Vernes,7,78248,G. Henrique,COR,-0.22,True,30,7.13,264,3,Gustavo Henrique,gustavo-henrique,4.4,,3.0,16.0,14.0,5.0,4.0,6.0,1.0,,,4.0,,,1.0,,,,,,
79,8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.82,Victor Vinícius Coelho dos Santos,5,78435,Vitinho,COR,0.0,False,30,7.75,264,5,Vitinho,vitinho,0.0,1.0,,11.0,4.0,4.0,2.0,8.0,,1.0,,,,,,,,,,,
80,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6.61,Renê Rodrigues Martins,7,78445,Renê,FLU,-0.2,True,30,10.3,266,2,Renê,rene,8.2,,,47.0,16.0,,5.0,16.0,1.0,,,8.0,,,,,,,,,
81,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1.55,Willian Souza Arão da Silva,6,78478,W. Arão,SAN,-0.78,True,30,6.0,277,4,Willian Arão,willian-arao,1.5,,,3.0,2.0,,1.0,3.0,,,,,,,,,,,,,
82,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.11,Gabriel Girotto Franco,7,78605,Gabriel,RBB,0.0,False,30,5.52,280,4,Gabriel,gabriel,0.0,,10.0,46.0,34.0,1.0,6.0,23.0,1.0,,,,,,1.0,,,,,,
83,27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7.89,Reinaldo Manoel da Silva,3,78850,Reinaldo,MIR,-2.78,True,30,10.25,2305,2,Reinaldo,reinaldo,0.5,5.0,6.0,28.0,19.0,10.0,17.0,20.0,11.0,,,8.0,,,,,,,1.0,2.0,
84,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,-1.0,Richard de Oliveira Costa,6,78851,Richard,CEA,0.0,False,30,4.53,354,1,Richard,richard,0.0,,1.0,,,,,,,,,,,,,,,,,,
85,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4.35,Thiago dos Santos,6,78855,T. Santos,FLU,0.0,False,30,6.98,266,3,Thiago Santos,thiago-santos,0.0,,2.0,5.0,8.0,,1.0,3.0,,,,5.0,,,,,,,,,
86,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.12,Alex Roberto Santana Rafael,6,79066,A. Muralha,MIR,0.0,False,30,2.82,2305,1,Alex Muralha,alex-muralha,0.0,,3.0,,,,,1.0,,,,,21.0,10.0,,,,,,,
87,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.81,Bruno Ferreira Ventura Diniz - de Lins,7,79266,B. Ferreira,CEA,0.0,True,30,5.79,354,1,Bruno Ferreira,bruno-ferreira,0.3,,2.0,,1.0,,,9.0,,,,6.0,53.0,21.0,,,,,,,
88,20,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4.49,Germán Ezequiel Cano,7,79631,Cano,FLU,-0.34,True,30,8.64,266,5,Cano,cano,0.7,,1.0,4.0,9.0,5.0,20.0,24.0,6.0,5.0,,,,,2.0,,,,,,
89,28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.36,Lucas Silva Borges,7,79701,L. Silva,CRU,-0.32,True,30,4.59,283,4,Lucas Silva,lucas-silva,0.0,2.0,5.0,23.0,40.0,2.0,9.0,21.0,2.0,,,,,,1.0,,,,,,
90,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.77,Helton Brant Aleixo Leite,6,79973,H. Leite,FOR,0.0,False,30,5.13,356,1,Helton Leite,helton-leite,0.0,,,,,,,1.0,,,,,12.0,9.0,,,,,,,
91,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.44,Saúl Ñíguez Esclapez,6,80061,Saúl,FLA,0.44,True,30,9.96,262,4,Saúl,saul,7.1,1.0,1.0,23.0,21.0,2.0,6.0,4.0,,,,,,,1.0,,,,,,
92,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,José Roberto Assunção de Araújo Filho,6,80076,Z. Roberto,SPT,0.0,False,30,6.0,292,5,Zé Roberto,ze-roberto,0.0,,,,,,,,,,,,,,,,,,,,
93,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.9,Jadson Alves dos Santos,3,80129,Jadson,JUV,-0.46,True,30,5.2,286,4,Jadson,jadson,-1.3,1.0,8.0,38.0,36.0,3.0,7.0,42.0,,2.0,,,,,,,,,,1.0,
94,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.24,Glaybson Yago Souza Lisboa,6,80196,Y. Pikachu,FOR,-0.15,True,30,5.02,356,4,Yago Pikachu,yago-pikachu,0.0,1.0,2.0,8.0,8.0,6.0,5.0,16.0,2.0,3.0,1.0,,,,1.0,,,,,,
95,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.7,Luciano da Rocha Neves,3,80287,Luciano,SAO,2.02,True,30,10.92,276,5,Luciano,luciano,14.7,4.0,9.0,20.0,23.0,16.0,23.0,34.0,7.0,5.0,2.0,,,,,,,,1.0,,
96,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.34,Gilberto Moraes Júnior,6,80313,Gilberto,BAH,-1.06,True,30,7.29,265,2,Gilberto,gilberto,0.0,,5.0,25.0,14.0,2.0,5.0,10.0,1.0,1.0,,7.0,,,,,,,,,
97,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.99,Wendell Nascimento Borges,5,80570,Wendell,SAO,0.0,False,30,9.67,276,2,Wendell,wendell,0.0,1.0,,22.0,12.0,,3.0,16.0,,,,6.0,,,,,,,,,
98,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.93,Lucas Rafael Araújo Lima,6,80583,L. Lima,SPT,0.0,False,30,5.94,292,4,Lucas Lima,lucas-lima,0.0,4.0,10.0,17.0,26.0,9.0,3.0,36.0,4.0,6.0,,,,,,,,,,,
99,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.07,Jair Rodrigues Júnior,5,81091,Jair,VAS,0.0,False,30,4.63,267,4,Jair,jair,0.0,,3.0,14.0,12.0,,1.0,11.0,,,,,,,,,,,,,
100,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.26,Lucas Andrés Mugni,6,81121,L. Mugni,CEA,-0.31,True,30,6.17,354,4,Lucas Mugni,lucas-mugni,1.5,3.0,5.0,24.0,27.0,4.0,6.0,11.0,2.0,2.0,,,,,1.0,,,,,,
101,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.55,Mayke Rocha de Oliveira,6,81150,Mayke,SAN,0.0,False,30,8.01,277,2,Mayke,mayke,0.0,,2.0,24.0,17.0,1.0,2.0,7.0,,1.0,,3.0,,,,,,,,,
102,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.58,Gonçalo Mendes Paciência,6,81401,G. Paciência,SPT,0.0,False,30,5.5,292,5,Gonçalo Paciência,goncalo-paciencia,0.0,,,,2.0,,3.0,1.0,,,,,,,,,,,,,
103,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.87,Alisson Euler de Freitas Castro,7,81845,Alisson,SAO,0.0,False,30,4.29,276,4,Alisson,alisson,0.0,1.0,4.0,15.0,17.0,6.0,4.0,29.0,,1.0,,,,,,,,,,,
104,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5.87,João Ricardo Riedi,5,81881,J. Ricardo,FOR,0.0,False,30,11.84,356,1,João Ricardo,joao-ricardo,0.0,,,,,,,2.0,,,,6.0,51.0,18.0,,,,,,,1.0
105,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.37,Willian Osmar de Oliveira Silva,2,81952,W. Oliveira,VIT,0.49,True,30,4.42,287,4,Willian Oliveira,willian-oliveira,2.3,,5.0,20.0,24.0,1.0,8.0,11.0,,,,,,,,,,,,,
106,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.6,Francisco Hyun-Sol Kim,6,82407,C. Kim,MIR,0.0,False,30,4.18,2305,4,Chico Kim,chico-kim,0.0,,1.0,8.0,6.0,1.0,1.0,11.0,,,1.0,,,,,,,,,,
107,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.63,José Rafael Vivian,7,82455,Z. Rafael,SAN,0.0,False,30,7.85,277,4,Zé Rafael,ze-rafael,0.0,,3.0,38.0,32.0,1.0,10.0,39.0,1.0,,1.0,,,,2.0,,,,,,
108,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.56,Otávio Henrique Passos Santos,6,82463,Otávio,FLU,-0.54,True,30,4.92,266,4,Otávio,otavio,0.5,,,3.0,5.0,,1.0,8.0,,,,,,,,,,,,,
109,27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.98,Luiz de Araújo Guimarães Neto,7,82627,L. Araújo,FLA,0.04,True,30,8.74,262,5,Luiz Araújo,luiz-araujo,2.2,2.0,2.0,31.0,27.0,10.0,14.0,22.0,6.0,1.0,,,,,2.0,,,,,,
110,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.11,Guilherme de Jesus da Silva,6,82628,Tinga,FOR,0.0,False,30,8.33,356,2,Tinga,tinga,0.0,,1.0,11.0,6.0,,3.0,4.0,1.0,,,3.0,,,,,,,,,
111,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5.1,Marcelo Gazella Hermes,6,82639,M. Hermes,JUV,0.0,False,30,7.98,286,2,Marcelo Hermes,marcelo-hermes,0.0,2.0,2.0,17.0,14.0,5.0,8.0,9.0,,,,3.0,,,,,,,,,
112,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6.12,Lucas Ramon Batista Silva,5,82775,L. Ramon,MIR,0.0,False,30,9.24,2305,2,Lucas Ramon,lucas-ramon,0.0,2.0,6.0,45.0,22.0,7.0,6.0,32.0,2.0,3.0,1.0,6.0,,,,,,,,,
113,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.42,Rafael Thyere de Albuquerque Marques,7,83048,R. Thyere,SPT,0.2,True,30,5.36,292,3,Rafael Thyere,rafael-thyere,1.5,,2.0,13.0,9.0,1.0,2.0,6.0,,,,3.0,,,1.0,,,,,,
114,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.18,Alan Max Benítez Domínguez,7,83251,A. Benítez,INT,-0.55,True,30,5.21,285,2,Alan Benítez,alan-benitez,1.5,,,5.0,5.0,3.0,,,,,,2.0,,,,,,,,,
115,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.41,Gabriel Barbosa Almeida,6,83257,Gabriel,CRU,0.0,False,30,7.16,283,5,Gabriel,gabriel,0.0,2.0,4.0,5.0,5.0,9.0,10.0,9.0,6.0,9.0,,,,,,,,,1.0,,
116,26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.79,Leonardo Pereira,7,83528,L. Pereira,FLA,-0.64,True,30,8.41,262,3,Léo Pereira,leo-pereira,-1.9,,5.0,18.0,22.0,3.0,7.0,10.0,3.0,,,14.0,,,1.0,,,,,2.0,
117,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.27,Hueglo dos Santos Neris,7,83786,Neris,VIT,0.0,False,30,3.04,287,3,Neris,neris,0.0,,1.0,1.0,8.0,1.0,,1.0,,2.0,,1.0,,,,,1.0,,,,
118,24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.73,Francisco das Chagas Soares dos Santos Meireles,6,84042,T. Soares,SAN,-0.08,True,30,7.1,277,5,Tiquinho Soares,tiquinho-soares,0.5,3.0,3.0,8.0,27.0,6.0,11.0,34.0,2.0,5.0,1.0,,,,,,,,,,
119,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.8,Eudes Ruan de Souza Carneiro,6,84094,R. Carneiro,JUV,0.0,False,30,3.77,286,1,Ruan Carneiro,ruan-carneiro,0.0,,,,,,,,,,,1.0,8.0,4.0,,,,,,,
120,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.2,Jemerson de Jesus Nascimento,6,84263,Jemerson,GRE,0.0,False,30,4.77,284,3,Jemerson,jemerson,0.0,,3.0,11.0,14.0,1.0,1.0,3.0,1.0,,,1.0,,,1.0,,,,,,
121,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.56,Fernando Pereira do Nascimento,7,84428,F. Sobral,CEA,0.0,False,30,4.05,354,4,Fernando Sobral,fernando-sobral,0.0,,7.0,22.0,28.0,,4.0,14.0,1.0,1.0,,,,,,,,,,,
122,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.3,José Romário Silva de Souza,7,84523,Romarinho,SPT,-0.19,True,30,3.76,292,5,Romarinho,romarinho,1.3,1.0,,3.0,1.0,2.0,4.0,17.0,2.0,2.0,,,,,,,,,,,
123,27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.33,Lucas Daniel Romero,7,84558,L. Romero,CRU,-0.56,True,30,7.51,283,4,Lucas Romero,lucas-romero,1.6,2.0,10.0,59.0,30.0,3.0,8.0,40.0,1.0,1.0,,,,,,,,,,,
124,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.36,Lucas Evangelista Santana de Oliveira,5,84674,L. Evangelista,PAL,0.0,False,30,6.28,275,4,Lucas Evangelista,lucas-evangelista,0.0,1.0,2.0,23.0,20.0,4.0,2.0,20.0,2.0,,,,,,,,,,,,
125,14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.2,Jorge Luiz Frello Filho,7,84735,Jorginho,FLA,-1.79,True,30,6.6,262,4,Jorginho,jorginho,0.5,,5.0,18.0,20.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,
126,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.09,Guillermo Varela Olivera,7,84816,Varela,FLA,0.0,False,30,8.77,262,2,Varela,varela,0.0,4.0,,9.0,4.0,1.0,1.0,7.0,,2.0,,10.0,,,,,,,,1.0,
127,20,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.85,Luan Peres Petroni,2,84847,L. Peres,SAN,0.06,True,30,5.36,277,3,Luan Peres,luan-peres,3.2,,5.0,26.0,27.0,1.0,,10.0,,1.0,,5.0,,,,,,,,,
128,14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.7,Óscar David Romero Villamayor,6,85034,O. Romero,INT,0.0,False,30,4.55,285,4,Óscar Romero,oscar-romero,0.0,1.0,3.0,7.0,6.0,1.0,5.0,18.0,,,,,,,,,,,,1.0,
129,18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.86,Memphis Depay,7,85048,M. Depay,COR,0.15,True,30,12.95,264,5,Memphis Depay,memphis-depay,3.5,3.0,4.0,8.0,13.0,11.0,11.0,25.0,4.0,1.0,,,,,2.0,,,,1.0,,
130,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.4,Vinicius Silvestre da Costa,6,85083,V. Silvestre,FOR,0.0,False,30,6.75,356,1,Vinicius Silvestre,vinicius-silvestre,0.0,,,,,,,1.0,,,,,11.0,6.0,,,,,,,
131,27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.95,Daniel de Oliveira Sertanejo,7,85403,Danielzinho,MIR,-0.84,True,30,5.07,2305,4,Danielzinho,danielzinho,1.5,2.0,4.0,27.0,30.0,4.0,10.0,52.0,,2.0,1.0,,,,1.0,,,,,,
132,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,-1.0,João Paulo Silva Martins,6,85425,J. Paulo,BAH,0.0,False,30,6.45,265,1,João Paulo,joao-paulo,0.0,,2.0,,,,,,,,,,,,,,,,,,
133,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.15,Alex Paulo Menezes Santana,5,85465,A. Santana,GRE,0.0,False,30,2.62,284,4,Alex Santana,alex-santana,0.0,,5.0,1.0,12.0,,4.0,11.0,,1.0,,,,,,,,,,,
134,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.3,Ricardo Ryller Ribeiro Lino Silva,6,85856,R. Ryller,VIT,0.0,False,30,2.69,287,4,Ricardo Ryller,ricardo-ryller,0.0,,3.0,15.0,28.0,4.0,2.0,7.0,,1.0,,,,,,,,,,,
135,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.8,Aylon Darwin Tavella,6,85930,Aylon,CEA,-0.08,True,30,4.36,354,5,Aylon,aylon,0.0,,3.0,12.0,19.0,4.0,6.0,18.0,2.0,2.0,1.0,,,,1.0,,,,,,
136,8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1.71,Hyoran Kaue Dalmoro,7,85931,Hyoran,SPT,-0.61,True,30,3.38,292,4,Hyoran,hyoran,0.0,1.0,2.0,3.0,15.0,2.0,3.0,6.0,,1.0,,,,,1.0,,,,,,
137,14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.65,Yannick Bolasie,6,86292,Bolasie,CRU,0.0,False,30,3.04,283,5,Bolasie,bolasie,0.0,1.0,1.0,3.0,10.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,
138,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.68,Victor Luis Chuab Zamblauskas,6,86410,V. Luis,VAS,0.0,False,30,4.18,267,2,Victor Luis,victor-luis,0.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,
139,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.49,Marcos da Silva França,6,86485,Keno,FLU,-0.96,True,30,6.13,266,5,Keno,keno,0.0,2.0,,4.0,4.0,2.0,9.0,19.0,1.0,,,,,,,,,,,,
140,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.7,Jandrei Chitolina Carniel,7,86508,Jandrei,JUV,0.53,True,30,4.44,286,1,Jandrei,jandrei,2.7,,2.0,,,,,2.0,,,,1.0,21.0,16.0,,,,,,,
141,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.01,Richardson Fernandes dos Santos,6,86536,Richardson,CEA,0.53,True,30,2.84,354,4,Richardson,richardson,3.7,,3.0,8.0,10.0,2.0,1.0,8.0,,,,,,,,,,,,,
142,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.66,Danilo das Neves Pinheiro,7,86686,T. Tchê,VAS,-1.32,True,30,3.44,267,4,Tchê Tchê,tche-tche,-1.6,,2.0,8.0,18.0,1.0,4.0,36.0,1.0,1.0,,,,,,,,,,,
143,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.2,Richard Cândido Coelho,6,86711,Richard,INT,0.0,False,30,3.62,285,4,Richard,richard,0.0,,,2.0,5.0,,1.0,5.0,,,,,,,,,,,,,
144,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.22,Everton Sousa Soares,5,86757,Everton,FLA,0.0,False,30,7.08,262,5,Everton,everton,0.0,1.0,,8.0,10.0,4.0,9.0,2.0,1.0,1.0,,,,,1.0,,,,,,
145,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.75,Matheus Rossetto,6,86766,M. Rossetto,FOR,-0.13,True,30,2.96,356,4,Matheus Rossetto,matheus-rossetto,0.0,,,6.0,3.0,,,3.0,,,,,,,,,,,,,
146,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.1,Reginaldo Lopes de Jesus,6,86820,Reginaldo,JUV,0.0,False,30,4.79,286,2,Reginaldo,reginaldo,0.0,2.0,1.0,11.0,6.0,1.0,2.0,10.0,,1.0,,3.0,,,,,,,,,
147,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.89,José Welison da Silva,6,86859,J. Welison,FOR,0.0,False,30,3.82,356,4,José Welison,jose-welison,0.0,,3.0,12.0,7.0,,2.0,5.0,,,,,,,,,,,,,
148,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,Luiz Otávio da Silva Santos,6,86863,L. Otávio,MIR,-0.39,True,30,3.61,2305,3,Luiz Otávio,luiz-otavio,0.0,,,,,,,,,,,,,,,,,,,,
149,26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.91,Leonardo César Jardim,7,87008,L. Jardim,VAS,-0.49,True,30,7.84,267,1,Léo Jardim,leo-jardim,6.3,,,,,,,6.0,,,,7.0,76.0,32.0,,,1.0,,,,
