,atletas.jogos_num,atletas.foto,atletas.media_num,atletas.nome,atletas.status_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.variacao_num,atletas.entrou_em_campo,atletas.rodada_id,atletas.preco_num,atletas.clube_id,atletas.posicao_id,atletas.apelido,atletas.slug,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,DE,GS,FT,V,CV,DP,PP,PC,GC
394,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.4,Ariel Agustín Sant'Anna Quintero,6,105213,Sant'Anna,RBB,0.0,False,30,5.06,280,2,Sant'Anna,sant-anna,0.0,,3.0,8.0,8.0,1.0,6.0,2.0,,1.0,,1.0,,,1.0,,,,,,
395,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.31,Santiago Mariano Rodríguez Molina,7,105214,S. Rodríguez,BOT,-0.52,True,30,6.55,263,4,Santiago Rodríguez,santiago-rodriguez,4.4,3.0,4.0,22.0,12.0,6.0,8.0,24.0,2.0,1.0,,,,,,,,,,,
396,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.49,Gastón Luciano Ávila,7,105258,G. Ávila,FOR,0.17,True,30,8.78,356,3,Gastón Ávila,gaston-avila,6.3,,3.0,33.0,13.0,4.0,5.0,12.0,,1.0,,4.0,,,,,,,,1.0,
397,18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6.53,Nahuel Adolfo Ferraresi Hernández,7,105300,Ferraresi,SAO,0.0,False,30,8.85,276,3,Ferraresi,ferraresi,0.0,3.0,3.0,53.0,25.0,,2.0,20.0,,1.0,,5.0,,,,,,,,,1.0
398,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.95,Lucas Eduardo Lima da Silva,6,105337,L. Lima,CEA,0.0,False,30,2.56,354,4,Lucas Lima,lucas-lima,0.0,,,5.0,1.0,,1.0,3.0,,,,,,,,,,,,,
399,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.26,Gabriel Lheman Xavier - Lhman,6,105373,G. Xavier,BAH,0.0,False,30,5.18,265,3,Gabriel Xavier,gabriel-xavier,0.0,,3.0,6.0,16.0,,2.0,5.0,,,,3.0,,,,,,,,,
400,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,5.07,Jorge Andrés Carrascal Guardo,7,105436,Carrascal,FLA,0.0,False,30,8.69,262,4,Carrascal,carrascal,0.0,4.0,3.0,10.0,11.0,,3.0,13.0,1.0,,,,,,,,,,,,
401,20,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6.11,Matheus Lima Beltrão Oliveira Valin,7,105531,M. Bidu,COR,0.69,True,30,10.93,264,2,Matheus Bidu,matheus-bidu,10.4,2.0,7.0,29.0,16.0,4.0,7.0,49.0,,6.0,1.0,9.0,,,,,,,,,
402,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7.57,Carlos Vinícius Alves Morais,7,105563,C. Vinícius,GRE,4.62,True,30,12.56,284,5,Carlos Vinícius,carlos-vinicius,25.1,,2.0,1.0,13.0,2.0,3.0,16.0,6.0,4.0,,,,,,,1.0,,,,
403,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.61,Juan Martín Lucero,7,105568,Lucero,FOR,0.0,False,30,6.99,356,5,Lucero,lucero,0.0,1.0,6.0,17.0,35.0,8.0,9.0,14.0,3.0,8.0,,,,,1.0,,,,1.0,,
404,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.93,Lucas Piton Crivellaro,7,105584,L. Piton,VAS,0.16,True,30,8.91,267,2,Lucas Piton,lucas-piton,9.7,7.0,4.0,23.0,32.0,1.0,5.0,9.0,1.0,1.0,,6.0,,,,,,,,,
405,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.14,Roni Medeiros de Moura,6,105585,Roni,MIR,0.0,False,30,1.55,2305,4,Roni,roni,0.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
406,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,4.4,Maurício Magalhães Prado,7,105647,Maurício,PAL,0.46,True,30,9.32,275,4,Maurício,mauricio,6.3,6.0,1.0,14.0,13.0,5.0,12.0,14.0,3.0,5.0,,,,,,,,,,,
407,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.8,Talles Magno Bacelar Martins,6,105786,T. Magno,COR,0.0,False,30,5.83,264,5,Talles Magno,talles-magno,0.0,1.0,2.0,14.0,21.0,6.0,10.0,31.0,1.0,9.0,,,,,1.0,,,,,,
408,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.0,Luan de Freitas Molarinho Chagas,2,105807,L. Freitas,JUV,0.87,True,30,6.34,286,3,Luan Freitas,luan-freitas,6.5,1.0,,8.0,3.0,,3.0,1.0,,,,1.0,,,,,,,,,
409,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.47,Lucas Eduardo Ribeiro de Souza,6,105842,Edu,VIT,0.0,False,30,5.04,287,3,Edu,edu,0.0,,1.0,13.0,7.0,1.0,3.0,4.0,,,,6.0,,,,,,,,,
410,8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.4,Matheus de Araújo Andrade,6,105845,M. Araújo,CEA,0.0,False,30,5.34,354,4,Matheus Araújo,matheus-araujo,0.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,
411,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.69,Allan Victor Oliveira Mota,5,105900,Allanzinho,FOR,0.0,False,30,4.29,356,5,Allanzinho,allanzinho,0.0,2.0,1.0,2.0,5.0,,3.0,10.0,,1.0,1.0,,,,,,,,,,
412,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.86,José Aldo Soares de Oliveira Filho,6,105903,J. Aldo,MIR,0.29,True,30,3.5,2305,4,José Aldo,jose-aldo,2.4,,3.0,22.0,25.0,7.0,7.0,13.0,,1.0,,,,,,,,,,,
413,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4.01,Sergio Ramón Rochet Álvarez,5,105949,Rochet,INT,0.0,False,30,8.51,285,1,Rochet,rochet,0.0,,,,,,,2.0,,,,2.0,37.0,15.0,,,,,,,
414,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.12,Santiago Martín Ramos Mingo,7,105990,S. Mingo,BAH,-0.97,True,30,5.02,265,3,Santiago Mingo,santiago-mingo,3.2,,5.0,23.0,25.0,1.0,8.0,18.0,,2.0,,8.0,,,,,,,,,
415,14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.23,Ewerthon Diógenes da Silva,6,106082,Ewerthon,JUV,0.0,False,30,6.44,286,2,Ewerthon,ewerthon,0.0,,2.0,22.0,8.0,2.0,6.0,9.0,,1.0,,1.0,,,,,,,,,
416,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.06,Thiago Carpini Barbosa,7,106147,T. Carpini,JUV,-0.65,True,30,6.71,286,6,Thiago Carpini,thiago-carpini,2.92,,,,,,,,,,,,,,,5.0,,,,,
417,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.7,Lucas Alexandre Galdino de Azevedo,6,106160,Lucão,RBB,0.0,False,30,7.34,280,1,Lucão,lucao,0.0,,1.0,,,,,1.0,,,,1.0,21.0,9.0,,,,,,,
418,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.78,Bruno Gomes da Silva Clevelário,7,106202,B. Gomes,INT,0.43,True,30,8.54,285,2,Bruno Gomes,bruno-gomes,8.9,,,12.0,7.0,1.0,1.0,2.0,,,,2.0,,,,,,,,,
419,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.9,Marcos Antônio Silva Santos,7,106294,M. Antônio,SAO,-0.06,True,30,3.64,276,4,Marcos Antônio,marcos-antonio,0.5,3.0,4.0,13.0,22.0,1.0,7.0,23.0,,1.0,,,,,,,,,,,
420,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.4,Caio Alexandre Souza e Silva,5,106323,C. Alexandre,BAH,0.0,False,30,5.13,265,4,Caio Alexandre,caio-alexandre,0.0,1.0,4.0,18.0,28.0,1.0,5.0,27.0,,,,,,,,,,,,,
421,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.1,Eduardo Gonzaga Mendes Santos,5,106434,E. Santos,RBB,0.0,False,30,8.19,280,3,Eduardo Santos,eduardo-santos,0.0,,,10.0,1.0,,,2.0,,,,4.0,,,,,,,,,
422,26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5.25,Lucas Hernán Villalba,3,106593,Villalba,CRU,0.57,True,30,8.79,283,3,Villalba,villalba,9.2,,9.0,31.0,20.0,4.0,6.0,17.0,1.0,,,14.0,,,3.0,,,,,,
423,15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.6,Leonardo Augusto dos Santos Pereira,6,106681,L. Pereira,SPT,0.0,False,30,4.1,292,5,Léo Pereira,leo-pereira,0.0,1.0,,12.0,11.0,4.0,5.0,24.0,,4.0,,,,,,,,,,1.0,
424,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,7.62,Igor Marques Paciência Cardoso,7,106708,I. Formiga,JUV,-0.38,True,30,10.14,286,2,Igor Formiga,igor-formiga,10.1,1.0,,21.0,10.0,2.0,4.0,7.0,2.0,,,2.0,,,,,,,,,
425,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.11,Rodrigo Nestor Bertalia,2,106822,R. Nestor,BAH,-1.3,True,30,6.59,265,4,Rodrigo Nestor,rodrigo-nestor,1.4,,4.0,15.0,10.0,3.0,6.0,14.0,4.0,2.0,,,,,1.0,,,,,,
426,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.7,Patryck Lanza dos Reis,6,106829,Patryck,SAO,0.0,False,30,5.13,276,2,Patryck,patryck,0.0,,1.0,1.0,3.0,1.0,5.0,2.0,,,,1.0,,,,,,,,,
427,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.34,Paulo Henrique Silva Ribeiro,6,106918,P. Baya,CEA,0.0,False,30,4.21,354,5,Paulo Baya,paulo-baya,0.0,1.0,,3.0,1.0,5.0,5.0,2.0,1.0,1.0,,,,,,,,,,,
428,25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.57,Luciano Batista da Silva Júnior,7,107093,L. Juba,BAH,0.48,True,30,9.22,265,2,Luciano Juba,luciano-juba,3.5,3.0,3.0,25.0,17.0,3.0,10.0,7.0,5.0,1.0,,8.0,,,,,,,,,
429,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.87,Jefferson Ruan Pereira dos Santos,7,107170,Jeffinho,BOT,0.88,True,30,7.09,263,5,Jeffinho,jeffinho,13.5,4.0,,10.0,8.0,3.0,3.0,8.0,2.0,1.0,,,,,,,,,,,
430,18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.32,Michel Daryl Araújo Villar,2,107173,M. Araújo,BAH,0.0,False,30,7.06,265,4,Michel Araújo,michel-araujo,0.0,,1.0,14.0,13.0,2.0,6.0,9.0,4.0,1.0,,,,,,,,,,,
431,20,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3.88,Bruno Vinícius Souza Ramos,6,107174,B. Tabata,INT,0.0,False,30,6.08,285,4,Bruno Tabata,bruno-tabata,0.0,1.0,4.0,19.0,15.0,7.0,9.0,20.0,3.0,2.0,,,,,1.0,,,,,,
432,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.08,Matheus Planelles Donelli,6,107179,M. Donelli,COR,0.0,False,30,4.42,264,1,Matheus Donelli,matheus-donelli,0.0,,1.0,,,,,1.0,,,,1.0,13.0,6.0,,,,,,,
433,9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.62,Leonardo Matias Baiersdorf Linck,7,107183,L. Linck,BOT,-0.5,True,30,6.64,263,1,Léo Linck,leo-linck,4.5,,1.0,,,,,,,,,3.0,22.0,10.0,,,,,,,
434,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.9,Audenirton Soares da Silva,6,107221,Magrão,FOR,0.0,False,30,3.44,356,1,Magrão,magrao,0.0,,,,,,,,,,,,6.0,2.0,,,,,,,
435,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.51,Danilo dos Santos de Oliveira,7,107231,Danilo,BOT,0.45,True,30,7.81,263,4,Danilo,danilo,3.8,,1.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,
436,14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.2,Vanderlan Barbosa da Silva,7,107236,Vanderlan,RBB,-0.32,True,30,4.95,280,2,Vanderlan,vanderlan,0.0,1.0,1.0,23.0,22.0,1.0,3.0,9.0,,1.0,,1.0,,,,,,,,,
437,18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.64,Sebastião Ênio Santos de Almeida,7,107516,Ênio,JUV,-0.3,True,30,4.14,286,5,Ênio,enio,-0.6,,3.0,7.0,7.0,4.0,8.0,25.0,2.0,5.0,,,,,1.0,,,,,,
438,27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5.13,Natanael Moreira Milouski,7,107554,Natanael,CAM,0.24,True,30,9.04,282,2,Natanael,natanael,9.0,,1.0,47.0,20.0,4.0,9.0,21.0,1.0,3.0,,9.0,,,,,,,,,
439,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,Antônio Adriano Nascimento de Sousa,6,107698,Adriano,SPT,0.0,False,30,1.0,292,1,Adriano,adriano,0.0,,,,,,,,,,,,,,,,,,,,
440,28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.11,Chrystian Amaral Barletta de Almeida,7,107726,C. Barletta,SPT,-0.22,True,30,5.43,292,5,Chrystian Barletta,chrystian-barletta,-0.3,,2.0,16.0,13.0,16.0,18.0,28.0,2.0,5.0,,,,,2.0,,,,,,
441,11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.52,Bruno Conceição Praxedes,6,107744,Praxedes,RBB,-0.15,True,30,3.81,280,4,Praxedes,praxedes,0.0,,2.0,5.0,6.0,2.0,7.0,10.0,,,,,,,,,,,,,
442,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,Adriel Vasconcelos Ramos,6,107748,Adriel,GRE,0.0,False,30,3.0,284,1,Adriel,adriel,0.0,,,,,,,,,,,,,,,,,,,,
443,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1.35,Natã Felipe de Amorim Santos,5,107801,Natã,JUV,0.0,False,30,2.43,286,3,Natã,nata,0.0,,,2.0,1.0,,,,,,,,,,,,,,,,
444,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.65,Pierre Wagner Oliveira dos Santos,2,107812,Pierre,FOR,0.22,True,30,3.81,356,4,Pierre,pierre,3.2,,1.0,5.0,4.0,,1.0,1.0,,,,,,,,,,,,,
445,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Alexandre Fintelman de Mello Ribeiro da Silva,5,107859,Fintelman,VIT,0.0,False,30,2.0,287,1,Fintelman,fintelman,0.0,,,,,,,,,,,,,,,,,,,,
446,23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.0,Damián Josué Bobadilla Benítez,7,107873,Bobadilla,SAO,2.11,True,30,7.49,276,4,Bobadilla,bobadilla,15.2,1.0,3.0,38.0,29.0,6.0,7.0,10.0,3.0,1.0,,,,,,,,,,,
447,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.78,Hugo Ferreira de Farias,6,107908,Hugo,COR,0.0,False,30,5.52,264,2,Hugo,hugo,0.0,,,7.0,3.0,1.0,1.0,6.0,,1.0,,1.0,,,,,,,,,
448,13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.48,Fausto Mariano Vera,7,107950,F. Vera,CAM,0.0,False,30,5.92,282,4,Fausto Vera,fausto-vera,0.0,,3.0,18.0,21.0,,5.0,5.0,1.0,,,,,,,,,,,,
449,17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.21,Johan Stiven Carbonero Balanta,7,107989,Carbonero,INT,-0.49,True,30,6.91,285,5,Carbonero,carbonero,3.5,2.0,3.0,7.0,22.0,9.0,9.0,47.0,4.0,8.0,2.0,,,,1.0,,,,,,
450,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.72,Isidro Miguel Pitta Saldívar,6,108133,I. Pitta,RBB,0.0,False,30,7.9,280,5,Isidro Pitta,isidro-pitta,0.0,1.0,3.0,1.0,14.0,3.0,6.0,9.0,6.0,7.0,,,,,,,,,,,
451,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,Gabriel Santos Cordeiro Lacerda,6,108176,G. Lacerda,CEA,0.0,False,30,4.0,354,3,Gabriel Lacerda,gabriel-lacerda,0.0,,,,,,,,,,,,,,,,,,,,
452,14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.92,David Ricardo Loiola da Silva,2,108274,D. Ricardo,BOT,0.0,False,30,4.74,263,3,David Ricardo,david-ricardo,0.0,,3.0,8.0,14.0,,2.0,9.0,1.0,,,5.0,,,,,1.0,,,,
453,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.53,Adonis Uriel Frías,7,108469,A. Frías,SAN,-0.15,True,30,5.25,277,3,Adonis Frías,adonis-frias,2.4,,1.0,6.0,10.0,2.0,1.0,4.0,,,,1.0,,,,,,,,,
454,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.88,Santiago Moreno,6,108474,S. Moreno,FLU,0.0,False,30,5.64,266,5,Santi Moreno,santi-moreno,0.0,,1.0,6.0,5.0,,,2.0,,,,,,,,,,,,,
455,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.48,Alexander Ernesto Aravena Guzmán,6,108548,Aravena,GRE,0.42,True,30,4.32,284,5,Aravena,aravena,4.5,,1.0,7.0,6.0,2.0,7.0,9.0,3.0,1.0,,,,,1.0,,,,,,
456,12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.48,Gonzalo Andrés Tapia Dubournais,7,108588,Tapia,SAO,0.31,True,30,7.05,276,5,Tapia,tapia,4.0,,4.0,5.0,13.0,4.0,12.0,16.0,4.0,3.0,,,,,,,,,,,
457,8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.02,Benjamín Antonio Garré,6,108671,Garré,VAS,0.0,False,30,1.83,267,5,Garré,garre,0.0,,1.0,1.0,6.0,,,3.0,,,,,,,,,,,,,
458,20,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2.85,Emiliano Martínez Toranza,7,108683,E. Martínez,PAL,0.0,False,30,5.14,275,4,Emiliano Martínez,emiliano-martinez,0.0,,3.0,30.0,19.0,4.0,5.0,8.0,1.0,,,,,,,,,,,,
459,27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.75,Antonio Javier Galeano Ferreira,7,108713,Galeano,CEA,-0.48,True,30,6.0,354,5,Galeano,galeano,0.0,3.0,1.0,23.0,17.0,10.0,10.0,46.0,5.0,11.0,,,,,1.0,,,,,,
460,22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.84,Gonzalo Jordy Plata Jiménez,7,109096,Plata,FLA,-0.38,True,30,6.35,262,5,Plata,plata,-0.3,1.0,,24.0,18.0,6.0,5.0,12.0,4.0,2.0,,,,,,,,,,,
461,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Javier Enrique Delgado Saverio,6,109138,K. Saverio,VIT,0.0,False,30,5.0,287,5,Kike Saverio,kike-saverio,0.0,,,,,,,,,,,,,,,,,,,,
462,16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6.08,Erick da Costa Farias,6,109401,E. Pulga,BAH,0.0,False,30,8.61,265,5,Erick Pulga,erick-pulga,0.0,3.0,3.0,24.0,12.0,5.0,19.0,32.0,2.0,3.0,,,,,,,,,,,
463,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.43,Weverson Moreira da Costa,6,109426,Weverson,FOR,0.0,False,30,2.29,356,2,Weverson,weverson,0.0,,,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,
464,24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.8,Matheus Martinelli Lima,7,109573,Martinelli,FLU,0.0,False,30,6.39,266,4,Martinelli,martinelli,0.0,2.0,4.0,27.0,35.0,2.0,5.0,30.0,1.0,1.0,,,,,1.0,,,,,1.0,
465,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.01,Emerson Geovanny Batalla Martínez - Enmerson,6,109899,Batalla,JUV,0.0,False,30,6.5,286,5,Batalla,batalla,0.0,1.0,4.0,17.0,15.0,8.0,8.0,29.0,4.0,1.0,,,,,,,,,,,
466,8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.41,Miguel Ángel Monsalve Gonzáles - González,6,109966,Monsalve,GRE,0.0,False,30,3.55,284,4,Monsalve,monsalve,0.0,1.0,2.0,3.0,9.0,1.0,1.0,9.0,,,,,,,,,,,,,
467,0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,João Roberto Rota Neto,6,110062,J. Neto,RBB,0.0,False,30,1.0,280,4,João Neto,joao-neto,0.0,,,,,,,,,,,,,,,,,,,,
468,19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.12,José Andrés Martínez Torres,3,110311,J. Martínez,COR,-0.29,True,30,3.73,264,4,José Martínez,jose-martinez,0.7,1.0,9.0,19.0,14.0,3.0,5.0,27.0,,1.0,,,,,,,,,,1.0,
469,21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.84,Alexandro Ezequiel Bernabéi,7,110426,Bernabéi,INT,0.0,False,30,13.98,285,2,Bernabéi,bernabei,0.0,4.0,5.0,51.0,40.0,6.0,10.0,20.0,,1.0,1.0,4.0,,,,,1.0,,,,
