,atletas.clube_id,atletas.clube.id.full.name,atletas.posicao_id,atletas.nome,atletas.slug,atletas.apelido_abreviado,atletas.foto,atletas.apelido,atletas.jogos_num,atletas.media_num,atletas.pontos_num,atletas.variacao_num,atletas.entrou_em_campo,atletas.status_id,atletas.preco_num,atletas.rodada_id,atletas.atleta_id,CA,DS,FC,FD,FF,FS,G,I,SG,A,PS,DE,GS,V,FT,CV,DP,PC,PP,GC
400,265,BAH,3,Gabriel Lheman Xavier - Lhman,gabriel-xavier,G. Xavier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Gabriel Xavier,10,2.5,4.7,0.51,True,6,5.69,35,105373,3.0,6.0,17.0,,2.0,5.0,,,4.0,,,,,,,,,,,
401,262,FLA,4,Jorge Andrés Carrascal Guardo,carrascal,Carrascal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Carrascal,14,4.95,3.4,-0.22,True,7,8.9,35,105436,4.0,15.0,17.0,1.0,11.0,20.0,2.0,,,4.0,,,,,,,,,,
402,264,COR,2,Matheus Lima Beltrão Oliveira Valin,matheus-bidu,M. Bidu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Matheus Bidu,24,5.6,0.0,0.0,False,6,10.1,35,105531,8.0,32.0,17.0,4.0,8.0,56.0,,7.0,10.0,2.0,1.0,,,,,,,,,
403,284,GRE,5,Carlos Vinícius Alves Morais,carlos-vinicius,C. Vinícius,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Carlos Vinícius,12,7.33,10.5,0.32,True,6,11.26,35,105563,2.0,1.0,16.0,3.0,6.0,23.0,9.0,8.0,,1.0,,,,,,1.0,,,,
404,356,FOR,5,Juan Martín Lucero,lucero,Lucero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Lucero,24,2.5,0.0,0.0,False,6,6.86,35,105568,6.0,17.0,35.0,8.0,9.0,14.0,3.0,8.0,,1.0,,,,,1.0,,,,1.0,
405,267,VAS,2,Lucas Piton Crivellaro,lucas-piton,L. Piton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Lucas Piton,26,4.37,1.2,0.16,True,7,7.63,35,105584,5.0,28.0,39.0,1.0,6.0,9.0,1.0,1.0,6.0,8.0,,,,,,,,,,
406,2305,MIR,4,Roni Medeiros de Moura,roni,Roni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Roni,8,0.31,1.5,0.19,True,6,1.74,35,105585,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
407,275,PAL,4,Maurício Magalhães Prado,mauricio,Maurício,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Maurício,24,4.06,0.0,0.0,False,6,8.49,35,105647,1.0,15.0,14.0,7.0,12.0,17.0,3.0,6.0,,6.0,,,,,,,,,,
408,264,COR,5,Talles Magno Bacelar Martins,talles-magno,T. Magno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Talles Magno,22,2.67,0.0,0.0,False,6,5.56,35,105786,2.0,14.0,21.0,6.0,10.0,31.0,1.0,9.0,,1.0,,,,,1.0,,,,,
409,286,JUV,3,Luan de Freitas Molarinho Chagas,luan-freitas,L. Freitas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Luan Freitas,11,4.28,6.1,0.69,True,7,6.82,35,105807,,19.0,11.0,,3.0,3.0,,,2.0,1.0,,,,,1.0,,,,,
410,287,VIT,3,Lucas Eduardo Ribeiro de Souza,edu,Edu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Edu,18,3.55,3.2,-0.45,True,7,5.14,35,105842,2.0,18.0,9.0,1.0,3.0,6.0,,,7.0,,,,,,,,,,,
411,354,CEA,4,Matheus de Araújo Andrade,matheus-araujo,M. Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Matheus Araújo,9,2.1,-0.3,-0.45,True,6,4.89,35,105845,,2.0,2.0,1.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,
412,356,FOR,5,Allan Victor Oliveira Mota,allanzinho,Allanzinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Allanzinho,8,2.35,0.0,0.0,False,6,3.94,35,105900,1.0,2.0,5.0,,3.0,10.0,,1.0,,2.0,1.0,,,,,,,,,
413,2305,MIR,4,José Aldo Soares de Oliveira Filho,jose-aldo,J. Aldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,José Aldo,27,1.94,-0.3,-0.88,True,7,3.25,35,105903,4.0,29.0,29.0,7.0,8.0,14.0,,1.0,,,,,,,,,,,,
414,285,INT,1,Sergio Ramón Rochet Álvarez,rochet,Rochet,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Rochet,12,3.7,0.3,0.19,True,6,8.7,35,105949,,,,,,2.0,,,2.0,,,38.0,16.0,,,,,,,
415,265,BAH,3,Santiago Martín Ramos Mingo,santiago-mingo,S. Mingo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Santiago Mingo,29,3.01,2.5,0.18,True,7,4.95,35,105990,6.0,25.0,29.0,4.0,10.0,21.0,,2.0,9.0,,,,,,,1.0,,,,
416,286,JUV,2,Ewerthon Diógenes da Silva,ewerthon,Ewerthon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Ewerthon,16,3.36,0.0,0.0,False,6,6.16,35,106082,2.0,22.0,8.0,2.0,7.0,9.0,1.0,3.0,1.0,,,,,,,,,,,
417,286,JUV,6,Thiago Carpini Barbosa,thiago-carpini,T. Carpini,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Thiago Carpini,28,4.41,3.28,-0.48,True,7,7.08,35,106147,,,,,,,,,,,,,,7.0,,,,,,
418,280,RBB,1,Lucas Alexandre Galdino de Azevedo,lucao,Lucão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Lucão,4,5.7,0.0,0.0,False,6,7.34,35,106160,1.0,,,,,1.0,,,1.0,,,21.0,9.0,,,,,,,
419,285,INT,2,Bruno Gomes da Silva Clevelário,bruno-gomes,B. Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Bruno Gomes,10,5.16,5.7,0.65,True,7,8.32,35,106202,2.0,18.0,14.0,1.0,2.0,6.0,,,3.0,2.0,,,,,,,,,,
420,276,SAO,4,Marcos Antônio Silva Santos,marcos-antonio,M. Antônio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Marcos Antônio,25,1.77,1.5,0.12,True,6,3.71,35,106294,4.0,14.0,22.0,1.0,7.0,25.0,,1.0,,3.0,,,,,,,,,,
421,265,BAH,4,Caio Alexandre Souza e Silva,caio-alexandre,C. Alexandre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Caio Alexandre,18,2.3,0.0,-0.49,True,6,4.9,35,106323,4.0,19.0,29.0,1.0,6.0,29.0,,,,1.0,,,,,,,,,,
422,280,RBB,3,Eduardo Gonzaga Mendes Santos,eduardo-santos,E. Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Eduardo Santos,7,5.1,0.0,0.0,False,6,8.19,35,106434,,10.0,1.0,,,2.0,,,4.0,,,,,,,,,,,
423,283,CRU,3,Lucas Hernán Villalba,villalba,Villalba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Villalba,30,5.32,6.7,0.75,True,7,8.67,35,106593,10.0,36.0,24.0,4.0,8.0,20.0,1.0,1.0,17.0,,,,,,3.0,,,,,
424,292,SPT,5,Leonardo Augusto dos Santos Pereira,leo-pereira,L. Pereira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Léo Pereira,18,3.75,6.8,-1.51,True,7,5.66,35,106681,,15.0,15.0,6.0,10.0,30.0,2.0,7.0,,1.0,,,,,,,,1.0,,
425,286,JUV,2,Igor Marques Paciência Cardoso,igor-formiga,I. Formiga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Igor Formiga,14,7.27,2.6,-1.1,True,7,9.7,35,106708,1.0,39.0,18.0,3.0,4.0,10.0,2.0,,3.0,2.0,,,,,,1.0,,,,
426,265,BAH,4,Rodrigo Nestor Bertalia,rodrigo-nestor,R. Nestor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Rodrigo Nestor,17,3.85,0.0,0.0,False,6,6.25,35,106822,4.0,15.0,11.0,3.0,6.0,14.0,4.0,2.0,,,,,,,1.0,,,,,
427,276,SAO,2,Patryck Lanza dos Reis,patryck,Patryck,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Patryck,5,2.4,0.0,0.0,False,6,4.86,35,106829,1.0,2.0,4.0,1.0,5.0,2.0,,,1.0,,,,,,,,,,,
428,354,CEA,5,Paulo Henrique Silva Ribeiro,paulo-baya,P. Baya,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Paulo Baya,16,2.13,3.1,0.16,True,6,4.27,35,106918,,5.0,2.0,6.0,7.0,3.0,1.0,1.0,,1.0,,,,,,,,,,
429,287,VIT,1,Yuri Sena dos Reis Batista,yuri-sena,Y. Sena,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Yuri Sena,0,0.0,0.0,0.0,False,6,1.0,35,107075,,,,,,,,,,,,,,,,,,,,
430,265,BAH,2,Luciano Batista da Silva Júnior,luciano-juba,L. Juba,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Luciano Juba,30,5.36,8.5,0.8,True,7,9.86,35,107093,3.0,30.0,18.0,4.0,11.0,12.0,5.0,1.0,9.0,4.0,,,,,,,,,,
431,263,BOT,5,Jefferson Ruan Pereira dos Santos,jeffinho,Jeffinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Jeffinho,14,4.35,0.0,0.0,False,6,5.43,35,107170,,12.0,10.0,3.0,3.0,8.0,2.0,1.0,,4.0,,,,,,,,,,
432,265,BAH,4,Michel Daryl Araújo Villar,michel-araujo,M. Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Michel Araújo,22,3.12,0.8,-0.18,True,6,5.79,35,107173,3.0,19.0,15.0,2.0,9.0,12.0,4.0,1.0,,,,,,,,,,,,
433,285,INT,4,Bruno Vinícius Souza Ramos,bruno-tabata,B. Tabata,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Bruno Tabata,23,3.53,0.0,0.0,False,3,5.52,35,107174,4.0,20.0,19.0,10.0,12.0,21.0,3.0,2.0,,1.0,,,,,1.0,1.0,,,,
434,264,COR,1,Matheus Planelles Donelli,matheus-donelli,M. Donelli,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Matheus Donelli,5,3.08,0.0,0.0,False,6,4.42,35,107179,1.0,,,,,1.0,,,1.0,,,13.0,6.0,,,,,,,
435,263,BOT,1,Leonardo Matias Baiersdorf Linck,leo-linck,L. Linck,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Léo Linck,13,4.05,1.9,-0.58,True,7,6.7,35,107183,1.0,,,,,1.0,,,6.0,,,27.0,12.0,,,,,,,
436,356,FOR,1,Audenirton Soares da Silva,magrao,Magrão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Magrão,2,2.9,0.0,0.0,False,6,3.44,35,107221,,,,,,,,,,,,6.0,2.0,,,,,,,
437,263,BOT,4,Danilo dos Santos de Oliveira,danilo,Danilo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Danilo,11,3.25,6.5,0.3,True,7,8.25,35,107231,1.0,11.0,4.0,2.0,6.0,3.0,1.0,2.0,,1.0,,,,,,,,,,
438,280,RBB,2,Vanderlan Barbosa da Silva,vanderlan,Vanderlan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Vanderlan,17,3.17,0.0,0.0,False,6,5.87,35,107236,3.0,27.0,25.0,1.0,3.0,11.0,,1.0,2.0,1.0,,,,,,,,,,
439,286,JUV,5,Sebastião Ênio Santos de Almeida,enio,Ênio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Ênio,21,2.88,2.5,-0.87,True,6,4.73,35,107516,3.0,7.0,7.0,5.0,9.0,31.0,3.0,5.0,,,,,,,1.0,,,,,
440,282,CAM,2,Natanael Moreira Milouski,natanael,Natanael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Natanael,30,5.17,0.0,0.0,False,6,8.7,35,107554,1.0,49.0,23.0,5.0,9.0,22.0,1.0,4.0,11.0,,,,,,1.0,,,,,
441,292,SPT,1,Antônio Adriano Nascimento de Sousa,adriano,Adriano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Adriano,0,0.0,0.0,0.0,False,6,1.0,35,107698,,,,,,,,,,,,,,,,,,,,
442,292,SPT,5,Chrystian Amaral Barletta de Almeida,chrystian-barletta,C. Barletta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Chrystian Barletta,31,2.89,0.0,-0.19,True,6,5.39,35,107726,2.0,16.0,15.0,18.0,18.0,30.0,2.0,5.0,,,,,,,2.0,,,,,
443,280,RBB,4,Bruno Conceição Praxedes,praxedes,Praxedes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Praxedes,14,1.12,-1.2,-0.27,True,6,3.35,35,107744,3.0,5.0,11.0,2.0,7.0,13.0,,,,,,,,,,,,,,
444,284,GRE,1,Adriel Vasconcelos Ramos,adriel,Adriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Adriel,0,0.0,0.0,0.0,False,6,3.0,35,107748,,,,,,,,,,,,,,,,,,,,
445,286,JUV,3,Natã Felipe de Amorim Santos,nata,Natã,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Natã,2,1.35,0.0,0.0,False,6,2.43,35,107801,,2.0,1.0,,,,,,,,,,,,,,,,,
446,356,FOR,4,Pierre Wagner Oliveira dos Santos,pierre,Pierre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Pierre,8,2.24,0.0,0.0,False,6,3.77,35,107812,2.0,12.0,13.0,1.0,2.0,6.0,,,,,,,,,,,,,,
447,287,VIT,1,Alexandre Fintelman de Mello Ribeiro da Silva,fintelman,Fintelman,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Fintelman,0,0.0,0.0,0.0,False,6,2.0,35,107859,,,,,,,,,,,,,,,,,,,,
448,276,SAO,4,Damián Josué Bobadilla Benítez,bobadilla,Bobadilla,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Bobadilla,28,4.09,11.2,1.43,True,7,7.2,35,107873,4.0,48.0,33.0,7.0,7.0,11.0,4.0,1.0,,1.0,,,,,,,,,,
449,264,COR,2,Hugo Ferreira de Farias,hugo,Hugo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Hugo,9,2.85,0.7,-0.7,True,7,5.3,35,107908,1.0,8.0,4.0,1.0,1.0,8.0,,1.0,2.0,,,,,,,,,,,
450,282,CAM,4,Fausto Mariano Vera,fausto-vera,F. Vera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Fausto Vera,15,2.21,0.0,0.0,False,6,5.9,35,107950,3.0,19.0,23.0,,5.0,5.0,1.0,,,,,,,,,,,,,
451,285,INT,5,Johan Stiven Carbonero Balanta,carbonero,Carbonero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Carbonero,21,4.17,0.0,0.0,False,3,5.6,35,107989,5.0,8.0,30.0,10.0,10.0,54.0,4.0,13.0,,2.0,2.0,,,,1.0,1.0,,,,
452,280,RBB,5,Isidro Miguel Pitta Saldívar,isidro-pitta,I. Pitta,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Isidro Pitta,20,3.27,0.0,-0.1,True,6,6.43,35,108133,5.0,1.0,16.0,3.0,6.0,10.0,7.0,7.0,,1.0,,,,,,,,,,
453,354,CEA,3,Gabriel Santos Cordeiro Lacerda,gabriel-lacerda,G. Lacerda,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Gabriel Lacerda,0,0.0,0.0,0.0,False,6,4.0,35,108176,,,,,,,,,,,,,,,,,,,,
454,263,BOT,3,David Ricardo Loiola da Silva,david-ricardo,D. Ricardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,David Ricardo,18,4.25,6.7,0.26,True,7,5.86,35,108274,3.0,12.0,21.0,1.0,3.0,13.0,2.0,1.0,8.0,1.0,,,,,,1.0,,,,
455,277,SAN,3,Adonis Uriel Frías,adonis-frias,A. Frías,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Adonis Frías,9,3.07,3.2,0.19,True,7,5.69,35,108469,2.0,9.0,13.0,2.0,2.0,6.0,1.0,,1.0,,,,,,,,,,,
456,266,FLU,5,Santiago Moreno,santi-moreno,S. Moreno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Santi Moreno,4,1.88,0.0,0.0,False,6,5.64,35,108474,1.0,6.0,5.0,,,2.0,,,,,,,,,,,,,,
457,284,GRE,5,Alexander Ernesto Aravena Guzmán,aravena,Aravena,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Aravena,21,2.33,0.5,-0.11,True,6,3.78,35,108548,1.0,7.0,6.0,3.0,7.0,10.0,3.0,1.0,,,,,,,1.0,,,,,
458,276,SAO,5,Gonzalo Andrés Tapia Dubournais,tapia,Tapia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Tapia,17,4.3,2.2,-1.06,True,7,6.9,35,108588,4.0,7.0,19.0,7.0,13.0,28.0,5.0,5.0,,,,,,,,,,,,
459,267,VAS,5,Benjamín Antonio Garré,garre,Garré,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Garré,8,0.02,0.0,0.0,False,6,1.83,35,108671,1.0,1.0,6.0,,,3.0,,,,,,,,,,,,,,
460,275,PAL,4,Emiliano Martínez Toranza,emiliano-martinez,E. Martínez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Emiliano Martínez,23,2.78,4.7,0.35,True,7,5.51,35,108683,3.0,34.0,22.0,5.0,5.0,9.0,1.0,,,,,,,,,,,,,
461,354,CEA,5,Antonio Javier Galeano Ferreira,galeano,Galeano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Galeano,32,4.74,0.2,-0.24,True,7,6.21,35,108713,1.0,24.0,23.0,13.0,10.0,55.0,7.0,15.0,,3.0,,,,,1.0,,,,,
462,262,FLA,5,Gonzalo Jordy Plata Jiménez,plata,Plata,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Plata,26,3.3,0.5,-0.03,True,7,6.18,35,109096,,25.0,20.0,7.0,5.0,16.0,4.0,2.0,,1.0,,,,,,1.0,,,,
463,287,VIT,5,Javier Enrique Delgado Saverio,kike-saverio,K. Saverio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Kike Saverio,2,0.85,0.0,0.0,False,6,4.56,35,109138,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
464,265,BAH,5,Erick da Costa Farias,erick-pulga,E. Pulga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Erick Pulga,21,5.89,9.4,0.44,True,7,9.93,35,109401,3.0,28.0,16.0,9.0,22.0,45.0,3.0,5.0,,3.0,,,,,,,,,,
465,356,FOR,2,Weverson Moreira da Costa,weverson,Weverson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Weverson,3,0.43,0.0,0.0,False,6,2.29,35,109426,,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,,
466,266,FLU,4,Matheus Martinelli Lima,martinelli,Martinelli,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Martinelli,28,2.47,-0.6,-0.46,True,7,5.78,35,109573,5.0,29.0,45.0,2.0,6.0,34.0,1.0,1.0,,2.0,,,,,1.0,,,1.0,,
467,286,JUV,5,Emerson Geovanny Batalla Martínez - Enmerson,batalla,Batalla,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Batalla,21,4.01,0.0,0.0,False,6,6.5,35,109899,4.0,17.0,15.0,8.0,8.0,29.0,4.0,1.0,,1.0,,,,,,,,,,
468,284,GRE,4,Miguel Ángel Monsalve Gonzáles - González,monsalve,Monsalve,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Monsalve,9,1.25,0.0,0.0,False,6,3.43,35,109966,2.0,3.0,9.0,1.0,1.0,9.0,,,,1.0,,,,,,,,,,
469,280,RBB,4,João Roberto Rota Neto,joao-neto,J. Neto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,João Neto,0,0.0,0.0,0.0,False,6,1.0,35,110062,,,,,,,,,,,,,,,,,,,,
470,264,COR,4,José Andrés Martínez Torres,jose-martinez,J. Martínez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,José Martínez,22,1.66,-3.0,-0.7,True,6,3.01,35,110311,9.0,21.0,20.0,3.0,5.0,29.0,,1.0,,1.0,,,,,,2.0,,1.0,,
471,285,INT,2,Alexandro Ezequiel Bernabéi,bernabei,Bernabéi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Bernabéi,26,5.5,1.7,-0.81,True,7,12.1,35,110426,7.0,59.0,52.0,10.0,11.0,27.0,,1.0,5.0,4.0,1.0,,,,,1.0,,,,
472,275,PAL,6,Abel Fernando Moreira Ferreira,abel-ferreira,A. Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Abel Ferreira,32,6.86,6.51,0.28,True,7,12.59,35,110506,,,,,,,,,,,,,,20.0,,,,,,
473,285,INT,2,Braian Aguirre Nahuel,aguirre,Aguirre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Aguirre,27,4.52,1.0,-0.04,True,7,7.45,35,110510,4.0,55.0,38.0,2.0,8.0,3.0,1.0,3.0,6.0,,1.0,,,,2.0,,,,,
474,356,FOR,4,Yeison Estiven Guzmán Gómez,yeison-guzman,Y. Guzmán,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Yeison Guzmán,4,1.47,0.0,0.0,False,6,4.07,35,110542,,3.0,2.0,,,4.0,,,,,,,,,,,,,,
475,280,RBB,2,José Andrés Hurtado Cheme,andres-hurtado,A. Hurtado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Andrés Hurtado,25,3.66,-0.8,-0.81,True,7,6.22,35,110715,2.0,32.0,26.0,1.0,5.0,9.0,1.0,,8.0,,,,,,,1.0,,1.0,,
