,atletas.clube_id,atletas.clube.id.full.name,atletas.posicao_id,atletas.nome,atletas.slug,atletas.apelido_abreviado,atletas.foto,atletas.apelido,atletas.jogos_num,atletas.media_num,atletas.pontos_num,atletas.variacao_num,atletas.entrou_em_campo,atletas.status_id,atletas.preco_num,atletas.rodada_id,atletas.atleta_id,CA,DS,FC,FD,FF,FS,G,I,SG,A,PS,DE,GS,V,FT,CV,DP,PC,PP,GC
41,280,RBB,5,Eduardo Colcenti Antunes,eduardo-sasha,E. Sasha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Eduardo Sasha,29,4.05,-1.3,-1.44,True,7,7.43,35,70360,7.0,10.0,10.0,21.0,14.0,31.0,6.0,3.0,,2.0,,,,,2.0,1.0,,,,
42,292,SPT,1,Gabriel Vasconcelos Ferreira,gabriel,Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Gabriel,20,4.23,0.0,0.0,False,3,5.34,35,70449,2.0,,,,,3.0,,,3.0,,,80.0,34.0,,,,,,,
43,275,PAL,4,Felipe Anderson Pereira Gomes,felipe-anderson,F. Anderson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Felipe Anderson,27,4.92,5.0,0.5,True,6,8.05,35,70592,,51.0,12.0,6.0,10.0,16.0,3.0,2.0,,2.0,,,,,1.0,,,,,
44,354,CEA,3,Marllon Gonçalves Jerônimo Borges,marllon,Marllon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Marllon,21,3.48,0.0,0.0,False,6,6.99,35,70666,3.0,14.0,13.0,,4.0,10.0,2.0,,7.0,,,,,,,,,,,
45,282,CAM,6,Jorge Sampaoli,jorge-sampaoli,J. Sampaoli,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Jorge Sampaoli,10,5.68,0.0,0.0,False,6,10.91,35,70800,,,,,,,,,,,,,,4.0,,,,,,
46,356,FOR,2,Diogo Barbosa Mendanha,diogo-barbosa,D. Barbosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Diogo Barbosa,13,3.87,0.0,0.0,False,6,7.43,35,70916,2.0,15.0,6.0,,4.0,11.0,1.0,,3.0,,,,,,,,,,,
47,285,INT,4,Bruno Henrique Corsini,bruno-henrique,B. Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Bruno Henrique,25,2.67,2.0,0.23,True,6,5.96,35,70944,1.0,31.0,34.0,3.0,9.0,14.0,2.0,,,,1.0,,,,,1.0,,,,
48,267,VAS,4,Thiago Henrique Mendes Ribeiro,thiago-mendes,T. Mendes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Thiago Mendes,5,0.36,0.0,0.0,False,6,4.05,35,71123,1.0,2.0,4.0,,,2.0,,,,,,,,,,,,,,
49,354,CEA,4,Vinícius Goes Barbosa de Souza,vina,Vina,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Vina,12,1.87,0.0,0.0,False,3,4.39,35,71162,2.0,4.0,8.0,6.0,7.0,6.0,,,,1.0,,,,,1.0,1.0,,,,
50,276,SAO,4,Luiz Gustavo Dias,luiz-gustavo,L. Gustavo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Luiz Gustavo,9,3.18,0.6,-0.39,True,7,7.63,35,71536,,10.0,14.0,1.0,2.0,8.0,1.0,,,,,,,,1.0,,,,,
51,354,CEA,1,Fernando Miguel Kaufmann,fernando-miguel,F. Miguel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Fernando Miguel,6,6.18,0.0,0.0,False,6,7.02,35,71571,,,,,,6.0,,,3.0,,,17.0,3.0,,,,,,,
52,275,PAL,1,Weverton Pereira da Silva,weverton,Weverton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Weverton,25,4.36,0.0,0.0,False,6,7.96,35,71631,2.0,,,,,10.0,,,9.0,,,57.0,20.0,,,,1.0,,,
53,287,VIT,2,Raúl Alejandro Cáceres Bogado,raul-caceres,R. Cáceres,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Raúl Cáceres,16,3.64,9.5,0.66,True,7,5.2,35,71680,6.0,10.0,21.0,5.0,3.0,5.0,2.0,3.0,4.0,2.0,,,,,,,,1.0,,
54,275,PAL,3,Gustavo Raúl Gómez Portillo,gustavo-gomez,G. Gómez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Gustavo Gómez,25,4.93,5.7,0.73,True,7,9.58,35,71684,8.0,33.0,33.0,2.0,9.0,14.0,2.0,10.0,11.0,1.0,,,,,,,,,,
55,265,BAH,2,Santiago Arias Naranjo,santiago-arias,S. Arias,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Santiago Arias,18,3.19,10.3,1.06,True,7,7.1,35,71701,3.0,19.0,8.0,3.0,4.0,19.0,,1.0,4.0,,,,,,,,,2.0,,
56,284,GRE,4,Gustavo Leonardo Cuellar Gallego,cuellar,Cuéllar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Cuéllar,14,3.01,6.5,0.32,True,7,6.33,35,71709,2.0,26.0,13.0,1.0,1.0,14.0,,,,,,,,,,,,,,
57,284,GRE,1,Tiago Luis Volpi,tiago-volpi,T. Volpi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Tiago Volpi,28,4.23,2.2,-0.75,True,7,7.17,35,72018,2.0,,,,,9.0,1.0,,5.0,,,93.0,37.0,,,,,1.0,,
58,2305,MIR,1,Carlos Eduardo Lecciolle Thomazella,thomazella,Thomazella,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Thomazella,0,0.0,0.0,0.0,False,6,2.0,35,72279,,,,,,,,,,,,,,,,,,,,
59,282,CAM,1,Everson Felipe Marques Pires,everson,Everson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Everson,29,4.75,0.0,0.0,False,6,8.91,35,72294,7.0,,,,,7.0,,,11.0,,,90.0,31.0,,,,,,,
60,354,CEA,3,Luiz Otávio Anacleto Leandro,luiz-otavio,L. Otávio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Luiz Otávio,0,0.0,0.0,0.0,False,5,4.0,35,72359,,,,,,,,,,,,,,,,,,,,
61,267,VAS,6,Fernando Diniz Silva,fernando-diniz,F. Diniz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Fernando Diniz,25,5.17,1.45,-0.08,True,7,9.26,35,72391,,,,,,,,,,,,,,9.0,,,,,,
62,282,CAM,4,Bernard Anício Caldeira Duarte,bernard,Bernard,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Bernard,22,1.0,0.0,0.0,False,6,3.17,35,72460,3.0,14.0,15.0,1.0,5.0,7.0,,1.0,,,,,,,,,,,,
63,263,BOT,2,Alex Nicolao Telles,alex-telles,A. Telles,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Alex Telles,21,5.8,0.0,0.0,False,3,10.48,35,72493,2.0,8.0,18.0,3.0,8.0,11.0,3.0,1.0,13.0,2.0,,,,,1.0,,,,,
64,354,CEA,5,Pedro Henrique Konzen Medina da Silva,pedro-henrique,P. Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Pedro Henrique,25,4.09,0.4,-0.16,True,7,7.19,35,72583,6.0,22.0,27.0,8.0,12.0,26.0,4.0,11.0,,3.0,,,,,2.0,,,1.0,,
65,282,CAM,3,Vitor Hugo Franchescoli de Souza,vitor-hugo,V. Hugo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Vitor Hugo,15,4.85,0.0,0.0,False,6,7.57,35,72605,2.0,20.0,8.0,,4.0,2.0,1.0,1.0,7.0,,,,,,1.0,1.0,,,,
66,286,JUV,3,Wílker José Ángel Romero,wilker-angel,W. Ángel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Wilker Ángel,17,1.51,0.0,0.0,False,5,2.85,35,72801,5.0,5.0,26.0,4.0,3.0,4.0,1.0,2.0,3.0,,,,,,,,,1.0,,
67,285,INT,3,Gabriel Iván Mercado,mercado,Mercado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Mercado,10,2.8,1.2,-0.63,True,7,5.59,35,72951,2.0,9.0,10.0,1.0,1.0,5.0,,,2.0,1.0,,,,,,,,,,
68,2305,MIR,2,Daniel Fortunato Borges,daniel-borges,D. Borges,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Daniel Borges,15,4.49,0.0,0.0,False,6,5.23,35,73318,3.0,9.0,14.0,2.0,4.0,9.0,2.0,,5.0,2.0,,,,,,,,,,
69,266,FLU,2,Samuel Xavier Brito,samuel-xavier,S. Xavier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Samuel Xavier,24,5.52,8.7,0.84,True,7,10.11,35,73384,4.0,24.0,31.0,1.0,5.0,25.0,4.0,,11.0,1.0,,,,,,,,,,
70,2305,MIR,4,Gabriel Santana Pinto,gabriel,Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Gabriel,23,3.26,7.7,0.95,True,7,6.41,35,73515,2.0,6.0,8.0,8.0,7.0,26.0,4.0,7.0,,2.0,1.0,,,,,,,,,
71,2305,MIR,4,Guilherme Costa Marques,guilherme-marques,G. Marques,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Guilherme Marques,9,2.73,0.0,0.0,False,6,4.72,35,73781,1.0,9.0,8.0,,3.0,8.0,1.0,,,,,,,,,,,,,
72,277,SAN,4,Tomás Eduardo Rincón Hernández,rincon,Rincón,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Rincón,16,1.27,0.0,0.0,False,6,3.28,35,74187,4.0,17.0,24.0,,7.0,7.0,,,,,,,,,,1.0,,,,
73,264,COR,4,André Martín Carrillo Díaz,carrillo,Carrillo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Carrillo,20,2.33,-0.3,-0.41,True,6,5.38,35,77485,3.0,22.0,28.0,1.0,6.0,13.0,1.0,2.0,,1.0,,,,,,,,,,
74,276,SAO,2,Cédric Ricardo Alves Soares,cedric-soares,C. Soares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Cédric Soares,24,3.38,0.0,0.0,False,6,6.96,35,77656,2.0,23.0,15.0,,5.0,8.0,,,6.0,3.0,,,,,,,,,,
75,292,SPT,4,Sérgio Miguel Relvas de Oliveira,sergio-oliveira,S. Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Sérgio Oliveira,15,3.88,0.0,-0.14,True,6,7.71,35,77664,5.0,22.0,16.0,6.0,8.0,11.0,1.0,,,1.0,,,,,1.0,,,,,
76,287,VIT,5,Romário Ricardo da Silva,romarinho,Romarinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Romarinho,5,1.56,0.0,0.0,False,6,5.44,35,77738,,2.0,,1.0,2.0,4.0,,,,,,,,,,,,,,
77,277,SAN,4,João Felipe Schmidt Urbano,joao-schmidt,J. Schmidt,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,João Schmidt,27,2.11,0.0,-0.14,True,6,4.35,35,77777,7.0,35.0,41.0,2.0,7.0,12.0,,1.0,,2.0,,,,,,,,,,
78,266,FLU,5,Everaldo Stum,everaldo,Everaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Everaldo,25,1.62,4.1,0.5,True,7,3.8,35,78117,2.0,3.0,26.0,7.0,15.0,21.0,2.0,3.0,,,,,,,1.0,,,,1.0,
79,264,COR,3,Gustavo Henrique Vernes,gustavo-henrique,G. Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Gustavo Henrique,21,4.19,5.7,0.1,True,7,7.65,35,78248,4.0,24.0,20.0,7.0,7.0,8.0,2.0,,5.0,,,,,,1.0,,,,,
80,264,COR,5,Victor Vinícius Coelho dos Santos,vitinho,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Vitinho,10,3.49,1.3,-0.4,True,6,6.99,35,78435,,11.0,4.0,4.0,3.0,9.0,,1.0,,1.0,,,,,1.0,,,,,
81,266,FLU,2,Renê Rodrigues Martins,rene,Renê,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Renê,23,6.36,0.0,0.0,False,6,9.52,35,78445,2.0,55.0,20.0,,6.0,20.0,1.0,,10.0,,,,,,,,,1.0,,
82,277,SAN,4,Willian Souza Arão da Silva,willian-arao,W. Arão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Willian Arão,9,1.73,0.0,-0.42,True,7,5.05,35,78478,,9.0,7.0,1.0,2.0,5.0,,1.0,,,,,,,,,,1.0,,
83,280,RBB,4,Gabriel Girotto Franco,gabriel,Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Gabriel,29,2.91,2.4,0.08,True,7,5.65,35,78605,11.0,51.0,43.0,1.0,7.0,27.0,1.0,,,,,,,,1.0,,,,,
84,2305,MIR,2,Reinaldo Manoel da Silva,reinaldo,Reinaldo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Reinaldo,31,8.1,13.2,0.36,True,7,12.26,35,78850,6.0,31.0,22.0,13.0,18.0,26.0,13.0,,9.0,6.0,1.0,,,,,,,2.0,1.0,
85,354,CEA,1,Richard de Oliveira Costa,richard,Richard,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Richard,0,-1.0,0.0,0.0,False,6,4.53,35,78851,1.0,,,,,,,,,,,,,,,,,,,
86,266,FLU,3,Thiago dos Santos,thiago-santos,T. Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Thiago Santos,9,4.74,10.7,1.63,True,7,8.19,35,78855,2.0,10.0,9.0,,1.0,3.0,,,6.0,,,,,,,,,,,
87,2305,MIR,1,Alex Roberto Santana Rafael,alex-muralha,A. Muralha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Alex Muralha,7,2.12,0.0,0.0,False,6,2.82,35,79066,3.0,,,,,1.0,,,,,,21.0,10.0,,,,,,,
88,354,CEA,1,Bruno Ferreira Ventura Diniz - de Lins,bruno-ferreira,B. Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Bruno Ferreira,26,4.07,-0.4,-0.57,True,7,5.99,35,79266,2.0,,1.0,,,11.0,,,8.0,,,69.0,27.0,,,,,,,
89,266,FLU,5,Germán Ezequiel Cano,cano,Cano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Cano,20,4.49,0.0,0.0,False,6,8.64,35,79631,1.0,4.0,9.0,5.0,20.0,24.0,6.0,5.0,,,,,,,2.0,,,,,
90,283,CRU,4,Lucas Silva Borges,lucas-silva,L. Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Lucas Silva,32,2.1,-1.0,-0.39,True,7,4.32,35,79701,6.0,24.0,52.0,3.0,12.0,23.0,2.0,,,2.0,,,,,1.0,,,,,
91,356,FOR,1,Helton Brant Aleixo Leite,helton-leite,H. Leite,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Helton Leite,4,1.77,0.0,0.0,False,6,5.13,35,79973,,,,,,1.0,,,,,,12.0,9.0,,,,,,,
92,262,FLA,4,Saúl Ñíguez Esclapez,saul,Saúl,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Saúl,14,3.86,0.0,0.0,False,3,8.85,35,80061,2.0,30.0,30.0,2.0,9.0,5.0,,,,1.0,,,,,1.0,,,,,
93,292,SPT,5,José Roberto Assunção de Araújo Filho,ze-roberto,Z. Roberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Zé Roberto,0,0.0,0.0,0.0,False,6,6.0,35,80076,,,,,,,,,,,,,,,,,,,,
94,286,JUV,4,Jadson Alves dos Santos,jadson,Jadson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Jadson,29,3.15,4.0,0.21,True,7,6.06,35,80129,8.0,45.0,39.0,4.0,7.0,48.0,,2.0,,2.0,,,,,,,,1.0,,
95,356,FOR,4,Glaybson Yago Souza Lisboa,yago-pikachu,Y. Pikachu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Yago Pikachu,26,2.03,0.0,0.0,False,6,4.91,35,80196,2.0,9.0,10.0,6.0,5.0,17.0,2.0,3.0,,1.0,1.0,,,,1.0,,,,,
96,276,SAO,5,Luciano da Rocha Neves,luciano,Luciano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Luciano,29,5.56,2.8,-0.06,True,7,9.48,35,80287,10.0,22.0,29.0,18.0,29.0,41.0,8.0,6.0,,4.0,2.0,,,,,,,,1.0,
97,265,BAH,2,Gilberto Moraes Júnior,gilberto,Gilberto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Gilberto,20,4.13,0.0,0.0,False,6,7.29,35,80313,5.0,25.0,15.0,2.0,5.0,11.0,1.0,1.0,7.0,,,,,,,,,,,
98,276,SAO,2,Wendell Nascimento Borges,wendell,Wendell,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Wendell,15,4.99,0.0,0.0,False,5,9.67,35,80570,,22.0,12.0,,3.0,16.0,,,6.0,1.0,,,,,,,,,,
99,292,SPT,4,Lucas Rafael Araújo Lima,lucas-lima,L. Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Lucas Lima,27,3.77,3.0,0.1,True,7,6.39,35,80583,10.0,21.0,28.0,9.0,3.0,43.0,4.0,9.0,,4.0,,,,,1.0,,,,,
100,267,VAS,4,Jair Rodrigues Júnior,jair,Jair,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Jair,10,2.07,0.0,0.0,False,5,4.63,35,81091,3.0,14.0,12.0,,1.0,11.0,,,,,,,,,,,,,,
101,354,CEA,4,Lucas Andrés Mugni,lucas-mugni,L. Mugni,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,Lucas Mugni,27,3.27,6.0,0.8,True,7,6.78,35,81121,5.0,33.0,30.0,5.0,8.0,13.0,2.0,2.0,,3.0,,,,,1.0,,,,,
102,277,SAN,2,Mayke Rocha de Oliveira,mayke,Mayke,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Mayke,14,3.84,2.6,0.1,True,7,7.56,35,81150,4.0,28.0,22.0,1.0,3.0,8.0,,1.0,3.0,,,,,,,,,,,
103,292,SPT,5,Gonçalo Mendes Paciência,goncalo-paciencia,G. Paciência,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Gonçalo Paciência,4,0.58,0.0,0.0,False,6,5.5,35,81401,,,2.0,,3.0,1.0,,,,,,,,,,,,,,
104,276,SAO,4,Alisson Euler de Freitas Castro,alisson,Alisson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Alisson,27,1.67,0.0,0.0,False,3,4.02,35,81845,6.0,18.0,19.0,6.0,4.0,30.0,,2.0,,1.0,,,,,,,,,,
105,356,FOR,1,João Ricardo Riedi,joao-ricardo,J. Ricardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,João Ricardo,13,5.87,0.0,0.0,False,6,11.84,35,81881,,,,,,2.0,,,6.0,,,51.0,18.0,,,,,,,1.0
106,287,VIT,4,Willian Osmar de Oliveira Silva,willian-oliveira,W. Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Willian Oliveira,16,2.82,0.0,0.0,False,3,4.84,35,81952,5.0,24.0,26.0,1.0,8.0,13.0,1.0,,,,,,,,,,,,,
107,2305,MIR,4,Francisco Hyun-Sol Kim,chico-kim,C. Kim,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Chico Kim,12,1.48,0.2,-0.1,True,6,4.08,35,82407,1.0,8.0,7.0,1.0,1.0,12.0,,,,,1.0,,,,,,,,,
108,277,SAN,4,José Rafael Vivian,ze-rafael,Z. Rafael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Zé Rafael,24,4.65,1.0,-0.56,True,7,7.59,35,82455,4.0,49.0,34.0,2.0,13.0,49.0,1.0,,,,1.0,,,,2.0,,,,,
109,266,FLU,4,Otávio Henrique Passos Santos,otavio,Otávio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Otávio,6,1.3,0.0,0.0,False,6,4.6,35,82463,,3.0,5.0,,1.0,8.0,,,,,,,,,,,,,,
110,262,FLA,5,Luiz de Araújo Guimarães Neto,luiz-araujo,L. Araújo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Luiz Araújo,32,4.35,1.7,-0.02,True,6,8.38,35,82627,2.0,34.0,34.0,10.0,16.0,24.0,6.0,1.0,,2.0,,,,,2.0,,,,,
111,356,FOR,2,Guilherme de Jesus da Silva,tinga,Tinga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Tinga,11,3.87,0.0,0.0,False,6,7.83,35,82628,1.0,12.0,6.0,,3.0,4.0,1.0,,3.0,,,,,,,,,,,
112,286,JUV,2,Marcelo Gazella Hermes,marcelo-hermes,M. Hermes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marcelo Hermes,17,5.32,-0.3,-1.42,True,7,7.39,35,82639,2.0,18.0,16.0,6.0,8.0,11.0,2.0,,4.0,3.0,,,,,,,,,,
113,2305,MIR,2,Lucas Ramon Batista Silva,lucas-ramon,L. Ramon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Lucas Ramon,27,5.78,5.2,-0.01,True,7,9.39,35,82775,7.0,47.0,27.0,7.0,7.0,40.0,2.0,3.0,7.0,3.0,1.0,,,,,,,,,
114,292,SPT,3,Rafael Thyere de Albuquerque Marques,rafael-thyere,R. Thyere,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Rafael Thyere,18,2.26,2.0,0.25,True,7,5.34,35,83048,2.0,13.0,11.0,1.0,4.0,8.0,,,3.0,,,,,,1.0,,,,,
115,285,INT,2,Alan Max Benítez Domínguez,alan-benitez,A. Benítez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Alan Benítez,10,1.96,0.0,-0.31,True,6,4.9,35,83251,,5.0,5.0,3.0,,,,,2.0,,,,,,,,,,,
116,283,CRU,5,Gabriel Barbosa Almeida,gabriel,Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Gabriel,28,3.11,0.0,-0.62,True,6,6.35,35,83257,5.0,5.0,6.0,11.0,15.0,10.0,6.0,9.0,,2.0,,,,,1.0,,,,1.0,
