"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FF","FS","PE","RB","G","SG","FD","DD","GS","A","CV","I","FT","GC","PP","DP"
"1","Elicarlos Souza Santos","Elicarlos","https://s.glbimg.com/es/sde/f/2016/04/29/c60e01cd155db8e33220d9f2a9027f44_FORMATO.png",50313,6,"FIG","mei","Provável",2.4,8.25,-0.36,2.52,6,2,6,1,7,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,6,"GRE","lat","Contundido",0,15.55,0,7.67,3,1,7,NA,NA,10,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Felipe Menezes Jácomo","Felipe Menezes","https://s.glbimg.com/es/sde/f/2016/05/01/d3e5fd4f04b0228f20ed0c104162bf46_FORMATO.png",50295,6,"PON","mei","Nulo",0,4.93,0,1.7,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2016/05/01/7bca046ddd8602f61aef411fe78c444b_FORMATO.png",50317,6,"SAN","zag","Provável",4.8,8.3,0.49,2.77,6,1,4,1,1,20,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,6,"CRU","zag","Nulo",0,1.99,0,0.9,2,1,2,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Fernando Gabriel Vougado Ribeiro","Fernando Gabriel","https://s.glbimg.com/es/sde/f/2016/06/02/26b087e1dac0a59c921e0d34a2abbcfe_FORMATO.jpeg",49737,6,"STC","mei","Nulo",0,8.85,0,2.65,4,NA,1,NA,4,11,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2016/04/28/451b957d5e77145a9740c1dd14e810fb_FORMATO.png",50284,6,"COR","gol","Provável",2,8,-0.74,3.12,6,NA,NA,NA,NA,1,NA,NA,1,NA,12,11,NA,NA,NA,NA,NA,NA,NA
"8","Juan Silveira dos Santos","Juan","https://s.glbimg.com/es/sde/f/2016/04/20/cac9ebd94cc82a0b98f4055f9667d4e6_FORMATO.png",36540,6,"FLA","zag","Contundido",0,12.95,0,3.7,3,1,1,NA,2,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2016/04/28/dffdad9720aa2f03053bdd0270fb8787_FORMATO.png",50294,6,"COR","mei","Provável",-1,13.54,-1.25,4.1,6,1,9,2,10,33,8,1,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"10","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2016/04/20/837d4d1c4d5f3460f897e9a3689ab070_FORMATO.png",50301,6,"FLA","mei","Nulo",0.3,12.93,-0.51,2.42,5,1,8,2,6,14,7,1,NA,NA,NA,NA,1,1,4,NA,NA,NA,NA
"11","Everton Leandro dos Santos Pinto","Everton Santos","https://s.glbimg.com/es/sde/f/2016/04/29/1aaa0e9e35c2a6eb01c03b59b13b0d1c_FORMATO.png",50326,6,"FIG","ata","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2016/05/01/953543bc5a15bdf924109b07ae3bf85d_FORMATO.png",50324,6,"SAO","mei","Contundido",0,6.13,0,1.6,1,1,3,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2016/05/11/c42be00e62cf171cd7509aeab8ba6d9b_FORMATO.png",50362,6,"CRU","lat","Provável",-0.7,0.77,-0.13,-0.78,4,1,13,3,3,11,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"14","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2016/04/28/84ef11bf1e3dd175d1638cfb032e579c_FORMATO.png",50439,6,"COR","zag","Contundido",0,5.64,0,4.03,3,1,3,1,NA,7,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2016/05/01/b7de8b8e99aca9df7de4c3f0097a939a_FORMATO.png",50408,6,"SAO","zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,6,"SAO","mei","Contundido",0,2.03,0,-0.6,4,1,8,1,3,10,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Alan Kardec de Sousa Pereira Júnior","Alan Kardec","https://s.glbimg.com/es/sde/f/2016/05/01/077836a3746cb3cabb53890059f12ac9_FORMATO.png",50347,6,"SAO","ata","Provável",2,3.26,0.4,-0.15,6,1,9,6,8,10,2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
"18","Giuliano Victor de Paula","Giuliano","https://s.glbimg.com/es/sde/f/2016/04/30/6abcfcc0e937e32dd475d4322fab30f8_FORMATO.png",51548,6,"GRE","mei","Provável",2.8,13.83,-1.93,6.38,6,NA,5,4,2,21,9,2,NA,4,NA,NA,1,NA,1,1,NA,NA,NA
"19","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2016/05/01/5ece8fb5b4713b05482aa2b88891e5cf_FORMATO.png",50427,6,"PON","zag","Provável",4,5.35,0.64,1.47,6,1,8,1,5,10,8,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"20","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/a9d9178f59821bfca73d485e636ad040_FORMATO.png",50856,6,"FLU","zag","Provável",5.2,10.27,0.87,3.08,6,1,3,3,4,13,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,6,"SAO","gol","Provável",5,7.53,0.49,4.54,5,NA,NA,NA,NA,1,NA,NA,2,NA,7,4,NA,NA,NA,NA,NA,NA,NA
"22","Leandro Almeida da Silva","Leandro Almeida","https://s.glbimg.com/es/sde/f/2016/05/01/e56f9d56a969323a33eb9a57ca44f1b6_FORMATO.png",50462,6,"PAL","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2015/10/26/0e028d72923de801deda4e00f4dcec3d_FORMATO.png",50645,6,"ATL","lat","Dúvida",0,4.64,0,2.67,4,3,5,1,7,16,9,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"24","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2016/05/09/0116bb68ed6ce1217105ff5c37cb6488_FORMATO.jpeg",50369,6,"ATL","mei","Nulo",-0.8,6.35,-1.6,0.7,3,1,2,1,5,6,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2016/05/01/02e50e98f3a67626dd1c651cdd042e54_FORMATO.png",51415,6,"PAL","zag","Provável",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2016/04/26/765a5089ecb5053c65f7168963c61b74_FORMATO.png",51318,6,"ATL","mei","Provável",0.2,6.82,-0.64,1.45,4,1,4,NA,7,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Walter Leandro Capeloza Artume","Walter","https://s.glbimg.com/es/sde/f/2016/04/28/9520a016aaf4604a0c75d928046c8bd9_FORMATO.png",51413,6,"COR","gol","Provável",4.5,12.75,-0.36,6.98,6,NA,NA,NA,1,2,NA,NA,4,NA,10,4,NA,NA,NA,NA,NA,NA,NA
"28","Sérgio Antônio Borges Júnior","Serginho","https://s.glbimg.com/es/sde/f/2016/05/01/e717b60b7c1428ab394b5a7000b297c8_FORMATO.png",50454,6,"SPO","mei","Provável",0,9.62,-1.03,4.42,6,2,9,5,22,12,13,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Rafael Bastos","Rafael Bastos","https://s.glbimg.com/es/sde/f/2016/05/09/f9313737a5d1b6a09f6ea9cc9502cbae_FORMATO.png",51476,6,"AME","mei","Nulo",0,10.92,0,3.94,5,1,8,3,6,6,7,1,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
"30","Tiago dos Santos Alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2016/05/01/5f47ce9d3a4af5acb91336921bbf7c64_FORMATO.png",51495,6,"PON","zag","Contundido",0,3.08,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Willian Thiego de Jesus","Thiego","https://s.glbimg.com/es/sde/f/2016/04/27/106a8b39bab2f5fc4f76145e87e57147_FORMATO.png",50393,6,"CHA","zag","Provável",4.1,3.22,1.02,1.66,5,NA,7,1,4,9,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"32","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,6,"BOT","zag","Provável",0.9,3.25,0.02,0.92,6,NA,4,NA,4,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Anderson Angus Aquino","Anderson Aquino","https://s.glbimg.com/es/sde/f/2016/05/20/b0b4962c891176354de801debd50dcad_FORMATO.png",50413,6,"BOT","ata","Dúvida",-0.6,4.24,-0.99,2.17,4,1,1,1,6,4,1,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA
"34","Edwin Armando Valencia Rodríguez","Valencia","https://s.glbimg.com/es/sde/f/2016/05/01/19b876352b7c66c50a6b3d872e85257c_FORMATO.png",50417,6,"SAN","mei","Nulo",0.5,2.43,-0.57,0.5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Leonardo José Aparecido de Moura","Leonardo","https://s.glbimg.com/es/sde/f/2016/05/01/17c90d261be180237a80821b235423f3_FORMATO.jpeg",36591,6,"STC","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Rafael Ramos de Lima","Rafael Lima","https://s.glbimg.com/es/sde/f/2016/04/27/6e9382dfa32bee612bc70217b093b2b6_FORMATO.png",50361,6,"CHA","zag","Nulo",0,6.5,0,2.35,2,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","José Roberto da Silva Júnior","Zé Roberto","https://s.glbimg.com/es/sde/f/2016/05/01/ba32976a24a9a6f813303a9bcd016693_FORMATO.png",36612,6,"PAL","mei","Nulo",0,8.82,0,1.27,3,1,4,NA,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Magno Alves de Araújo","Magno Alves","https://s.glbimg.com/es/sde/f/2016/04/29/c7b7baa7ccfa38f9c782090e8e24b49c_FORMATO.png",36650,6,"FLU","ata","Nulo",-1.2,4.27,-0.56,-0.33,3,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2016/04/26/8e31e8c5b840d14429d5ca4ea7e92d4a_FORMATO.png",38246,6,"ATL","ata","Provável",26.1,25.63,5.68,12.85,2,NA,3,1,3,9,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"40","Paulo Autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2016/05/02/b2a269f29451119f2d3811442679dc7a_FORMATO.png",36943,6,"ATL","tec","Provável",5.53,5.51,0.82,2.26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Paulo André Cren Benini","Paulo André","https://s.glbimg.com/es/sde/f/2016/05/09/245b6785a7c26b5b1c667315f40b3768_FORMATO.png",37604,6,"ATL","zag","Dúvida",0,0.74,0,-4.3,1,1,3,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Oswaldo de Oliveira","Oswaldo de Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/c6897c70d68e2827f58c99a251df8b57_FORMATO.png",36940,6,"SPO","tec","Provável",6.02,7.78,0.47,3.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Tiago Cardoso dos Santos","Tiago Cardoso","https://s.glbimg.com/es/sde/f/2016/05/01/ae7159c592fbc29db5bbfe03c9abb68e_FORMATO.png",37601,6,"STC","gol","Provável",1,5.88,-1.26,2.32,6,1,NA,NA,1,2,NA,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA
"44","Augusto Sérgio Ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2016/05/09/40a1918975b6b4d85241f5fcfde659b3_FORMATO.png",37245,6,"CHA","tec","Provável",2.67,8.88,-0.19,3.38,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Michel Fernandes Bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2016/05/01/d9abb78626aaa013bb379d82f2084409_FORMATO.png",37607,6,"SAO","mei","Contundido",0,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Dagoberto Pelentier","Dagoberto","https://s.glbimg.com/es/sde/f/2016/05/01/959bce7e4083d35acad0cf216886af9b_FORMATO.png",37613,6,"VIT","ata","Provável",2.5,6.69,0.05,1.1,5,NA,6,2,7,11,2,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA
"47","Carlos Alberto Gomes de Jesus","Carlos Alberto","https://s.glbimg.com/es/sde/f/2016/04/29/6d844ecf2e201d5ccaf0120e89a2a63f_FORMATO.png",37652,6,"FIG","mei","Dúvida",2.2,5.16,-0.84,2.2,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Rafael Marques Pinto","Rafael Marques","https://s.glbimg.com/es/sde/f/2016/05/09/8f5736c815db151f6d5acaeb13711516_FORMATO.png",37623,6,"COR","zag","Suspenso",0.3,6.55,-1.29,2.15,6,3,11,NA,4,14,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Cristian Mark Junio Nascimento Oliveira Baroni","Cristian","https://s.glbimg.com/es/sde/f/2016/04/28/ef1d2a5ff504e9d69923adec9d7edfe3_FORMATO.png",37608,6,"COR","mei","Provável",-1.4,1.98,-1.5,1.68,4,2,4,1,NA,14,6,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"50","Lauro Júnior Batista da Cruz","Lauro","https://s.glbimg.com/es/sde/f/2016/05/09/249e731821db5544fc0c4fb41a95db56_FORMATO.jpeg",37659,6,"ATL","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Fábio Deivson Lopes Maciel","Fábio","https://s.glbimg.com/es/sde/f/2016/04/29/d67882f35767ba55ac29318622b2d920_FORMATO.png",37656,6,"CRU","gol","Provável",0.7,10.36,-0.95,1.72,6,1,1,NA,NA,4,NA,NA,1,NA,9,9,NA,NA,NA,NA,NA,NA,NA
"52","Rafael Martiniano de Miranda Moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2016/04/29/505bb95d4110ddb7f27fe3607bdc1e3d_FORMATO.png",37655,6,"FIG","ata","Provável",0.8,12.55,-1.13,5.93,6,1,11,8,8,15,NA,4,NA,5,NA,NA,NA,NA,5,1,NA,NA,NA
"53","Eduardo Luís Abonizio de Souza","Edu Dracena","https://s.glbimg.com/es/sde/f/2016/05/01/652eaba0da463e14e3f20b2102573e34_FORMATO.png",37657,6,"PAL","zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Alecsandro Barbosa Felisbino","Alecsandro","https://s.glbimg.com/es/sde/f/2016/05/30/1c83a2b2521974f5bd8599c7f316093a_FORMATO.png",37673,6,"PAL","ata","Dúvida",0,7.42,0,1.26,5,NA,8,1,2,8,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Cícero Santos","Cícero","https://s.glbimg.com/es/sde/f/2016/04/29/e356e8f08f83d738804569dcdf24662b_FORMATO.png",37688,6,"FLU","mei","Provável",-0.4,7.51,-0.62,1.12,6,1,14,6,12,29,6,NA,NA,1,NA,NA,1,NA,4,NA,NA,NA,NA
"56","Jonathan Cícero Moreira","Jonathan","https://s.glbimg.com/es/sde/f/2016/04/29/342b9727e7f297bb78896cf41975a0af_FORMATO.png",37662,6,"FLU","lat","Provável",8.9,10.32,1.47,3.93,6,1,5,1,5,14,8,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"57","Henrique Pacheco de Lima","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png",37694,6,"CRU","mei","Provável",4.6,8.64,0.58,3.62,6,1,7,NA,10,20,16,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Marcelo Grohe","Marcelo Grohe","https://s.glbimg.com/es/sde/f/2016/04/30/24c6dcd5d18502d7d51725cc7c39f9d2_FORMATO.png",37770,6,"GRE","gol","Nulo",0,13.39,0,6.72,4,1,NA,NA,1,2,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"59","Marcos Arouca da Silva","Arouca","https://s.glbimg.com/es/sde/f/2016/05/01/1c67e891759a1d905e98b60faab6c0d8_FORMATO.png",37718,6,"PAL","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Leonardo da Silva Moura","Léo Moura","https://s.glbimg.com/es/sde/f/2016/05/01/25183d41515e2ce759f2ba9f81973c85_FORMATO.jpeg",37701,6,"STC","lat","Provável",6.4,7.81,1.81,2.88,5,2,4,NA,2,12,10,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"61","Juan Maldonado Jaimez Júnior","Juan","https://s.glbimg.com/es/sde/f/2016/04/28/73fd5c42810ee2f6303956f06682f35e_FORMATO.png",37705,6,"COR","mei","Provável",6.3,15.5,0.51,6.17,4,NA,7,4,15,21,11,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA
"62","Marcos Venâncio de Albuquerque","Ceará","https://s.glbimg.com/es/sde/f/2016/05/09/8ba64e76cef79e4543ffd32d93976a9e_FORMATO.jpeg",37790,6,"COR","lat","Contundido",0,6.21,0,1.05,2,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Edimo Ferreira Campos","Edinho","https://s.glbimg.com/es/sde/f/2016/04/30/2d47e1f5bef0b4aa0ab4264b268c858a_FORMATO.png",37792,6,"GRE","mei","Nulo",0,1.03,0,-1.25,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Marcelo Boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2016/04/27/b9625b133d8e576300589a4318722188_FORMATO.png",37788,6,"CHA","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Humberlito Borges Teixeira","Borges","https://s.glbimg.com/es/sde/f/2016/05/03/436a2c59283ae195563be05647dbf600_FORMATO.jpeg",37941,6,"AME","ata","Provável",-0.7,3,-1.19,-0.5,2,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2016/04/28/1dc0f8069c06483703657ee804569648_FORMATO.png",38067,6,"COR","mei","Nulo",0.9,7.9,-2.1,0.9,1,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Elano Blumer","Elano","https://s.glbimg.com/es/sde/f/2016/05/01/c5eac32204a0124e851be34b9419f9db_FORMATO.png",37917,6,"SAN","mei","Nulo",0,6.45,0,-1.8,1,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"68","Cristian Martins Cabral","Cristian","https://s.glbimg.com/es/sde/f/2016/05/01/faa6415e93854cb938cf48c3b0cdef46_FORMATO.png",37837,6,"PON","mei","Provável",2.2,5.14,0.16,1.38,5,1,4,1,3,3,3,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"69","Severino dos Ramos Durval da Silva","Durval","https://s.glbimg.com/es/sde/f/2016/05/01/ca4c8f110ce5a6969a820fa3ff17eb5f_FORMATO.png",38100,6,"SPO","zag","Provável",0.6,7.52,-0.99,1.77,6,1,3,NA,4,25,8,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Edcarlos Conceição Santos","Edcarlos","https://s.glbimg.com/es/sde/f/2016/05/09/547d01877f79db5b42a3cb3f5e8b7cbe_FORMATO.png",38061,6,"ATL","zag","Nulo",0,9.61,0,3.5,4,1,5,1,5,11,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Diego Alfredo Lugano Moreno","Lugano","https://s.glbimg.com/es/sde/f/2016/05/01/08944541062646b222c15154448a4d88_FORMATO.png",38062,6,"SAO","zag","Provável",5,12.94,0.89,4.52,5,2,5,1,2,8,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Deyvison Rogério da Silva","Bobô","https://s.glbimg.com/es/sde/f/2016/04/30/cc19b73e952917608905af7757b1b398_FORMATO.png",38139,6,"GRE","ata","Provável",1.7,3.96,0.18,0.9,4,1,3,3,1,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2016/04/29/051e0c1a969576b42a581ea11d406bfb_FORMATO.png",38162,6,"FLU","ata","Provável",2.6,18.9,-0.04,3.55,6,1,15,8,19,14,2,2,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
"74","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,6,"BOT","gol","Contundido",0,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Edinaldo Batista Libânio","Grafite","https://s.glbimg.com/es/sde/f/2016/05/01/47f9e9299b1a4fe137e0e39a1f1d5997_FORMATO.png",38230,6,"STC","ata","Provável",1.2,23.48,-0.44,6.73,6,2,18,3,14,8,1,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
"76","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,6,"PAL","gol","Provável",-2,13.42,-0.11,1.75,6,1,NA,NA,NA,5,NA,NA,2,NA,6,7,NA,NA,NA,NA,NA,NA,NA
"77","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2016/04/30/27dcb564ab7d595bb92c4d5fe4904a62_FORMATO.png",38196,6,"GRE","mei","Provável",-0.9,8.11,-0.67,2.6,6,2,7,NA,8,30,13,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"78","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2016/04/30/4f252ad8b409db0afc0a0a82c20659c5_FORMATO.png",52253,6,"INT","zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Alex Raphael Meschini","Alex","https://s.glbimg.com/es/sde/f/2016/04/30/d4e8412bf508df299340807940cfcb38_FORMATO.png",38219,6,"INT","mei","Nulo",1.5,3.78,0.36,-0.1,4,2,2,2,4,1,NA,NA,NA,2,NA,NA,1,1,1,NA,NA,NA,NA
"80","Bruno Rangel Domingues","Bruno Rangel","https://s.glbimg.com/es/sde/f/2016/04/27/3c7ecd662014838c83e615e22a14c643_FORMATO.png",51683,6,"CHA","ata","Provável",-1.1,14.63,-3.74,7.9,6,1,15,1,6,8,3,6,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA
"81","Cleber Santana Loureiro","Cleber Santana","https://s.glbimg.com/es/sde/f/2016/04/27/c3966e4c695292b7e3a189109ef1b5a2_FORMATO.png",38032,6,"CHA","mei","Provável",0,3.59,0,0.86,5,3,12,2,4,12,5,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"82","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2016/04/28/b19790a721b5fdde81e82943deee9414_FORMATO.png",51705,6,"CRU","zag","Provável",8.9,11.03,0.4,4.1,5,2,5,4,3,9,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Adalberto dos Santos Rodrigues","Adalberto","https://s.glbimg.com/es/sde/f/2016/05/09/8a1bf4ce5ccc93ee1da6783ea2355fd0_FORMATO.png",51549,6,"AME","zag","Provável",5.8,4.55,0.55,5.8,1,NA,1,NA,1,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Alison Wágner Lira Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/09/d7263e570ed2a87bc24ead8f629b3d34_FORMATO.png",51702,6,"AME","zag","Nulo",0,2.04,0,0,4,1,2,2,4,11,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"85","Antonio Eduardo Pereira dos Santos","Kanu",NA,51792,6,"VIT","zag","Nulo",5,3.58,0.58,5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
