"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","athletes$atletas$scout"
"127","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2016/04/20/f969d90dae6aa636d5e07326a7cb3c9c_FORMATO.png",94138,20,"FLA","ata","Nulo",0,6.94,0,4.24,10,NA
"128","Felipe Araruna Hoffman","Felipe Araruna",NA,95660,20,"SAO","lat","Nulo",0,1,0,0,0,NA
"129","Ailton Fagner Mendonça da Silva","Ailton ","https://s.glbimg.com/es/sde/f/2016/07/14/275b048caeee2a83c79e3937d231884d_FORMATO.png",95627,20,"STC","ata","Nulo",0,1,0,0,0,NA
"130","Pedro Gomes Bortoluzzo","Pedro",NA,95661,20,"SAO","ata","Nulo",0,0.93,-0.36,0.8,4,NA
"131","Rafael Bastos","Rafael Bastos","https://s.glbimg.com/es/sde/f/2016/06/30/fd592a8e7b5a3cb16cb540818553ec88_FORMATO.png",51476,20,"CHA","mei","Nulo",0,9.65,0,2.63,8,NA
"132","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2016/05/09/b119d2bddf0c1d9bdba7a3ad69bbaa24_FORMATO.jpeg",94003,20,"CHA","zag","Nulo",0,1,0,0,0,NA
"133","Lucas Kal Schenfeld Progioli","Lucas Kal","https://s.glbimg.com/es/sde/f/2016/06/28/729e1834df2c58e399827dd968c022a1_FORMATO.jpeg",95662,20,"SAO","zag","Nulo",0,1,0,0,0,NA
"134","Rodney Wallace Burns","Rodney Wallace","https://s.glbimg.com/es/sde/f/2016/07/08/be30503bb37ff03ba2a82fc46259f268_FORMATO.png",95693,20,"SPO","ata","Suspenso",0,4.03,-0.41,3.32,12,NA
"135","Vinícius Alexandre Pinto","Vinícius","https://s.glbimg.com/es/sde/f/2016/07/08/c395598d9ffe0494929a8e190e4edb87_FORMATO.jpeg",95663,20,"PON","mei","Nulo",0,1,0,0,0,NA
"136","Matheus Leonardo Sales Cardoso","Matheusinho","https://s.glbimg.com/es/sde/f/2016/05/09/ffb5011da1ab75ebc1ade153dd6b37b1_FORMATO.png",93886,20,"AME","mei","Nulo",0,2.16,0.17,0.64,7,NA
"137","Maktom Chaidey Da Costa","Maktom","https://s.glbimg.com/es/sde/f/2016/05/09/de77428ca6af20063a4ea49e1cd1ec14_FORMATO.png",93885,20,"AME","mei","Nulo",0,1,0,0,0,NA
"138","Vitor Hugo Carvalho","Vitinho","https://s.glbimg.com/es/sde/f/2016/06/28/0066a6b82eb2c048ead7c8b148fec04d_FORMATO.jpeg",95770,20,"PAL","mei","Nulo",0,1.95,0,1.05,2,NA
"139","Artur Victor Guimarães","Artur","https://s.glbimg.com/es/sde/f/2016/06/28/0a1a8bac3a7b8bc526958b35ff2a32be_FORMATO.jpeg",95799,20,"PAL","ata","Nulo",0,1,0,0,0,NA
"140","Caique da Silva Maria","Caíque",NA,95831,20,"SAO","lat","Nulo",0,2,0,0,0,NA
"141","José Ricardo Mannarino","Zé Ricardo","https://s.glbimg.com/es/sde/f/2016/07/14/6bfb2dd930a89bee8175af0b5545f03d_FORMATO.jpeg",95780,20,"FLA","tec","Provável",0,12.94,-0.66,4.18,17,NA
"142","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2016/06/28/34411a0d95777a4e5c4de1ba74779a23_FORMATO.jpeg",95820,20,"COR","zag","Nulo",0,1,0,0,0,NA
"143","Yonatthan Nicolas Rak Barragan","Rak",NA,95829,20,"INT","zag","Nulo",0,2,0,0,0,NA
"144","Nathanael Ananias da Silva","Nathan",NA,95794,20,"ATL","zag","Nulo",0,1,0,0,0,NA
"145","Marcos de Almeida","Marcão","https://s.glbimg.com/es/sde/f/2016/06/28/210eaa04ca1501fb8f61ad65809e8bdd_FORMATO.jpeg",95832,20,"GRE","zag","Nulo",0,2,0,0,0,NA
"146","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2016/04/28/b19790a721b5fdde81e82943deee9414_FORMATO.png",51705,20,"CRU","zag","Provável",0,9.74,-0.49,2.91,16,NA
"147","Alison Wágner Lira Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/09/d7263e570ed2a87bc24ead8f629b3d34_FORMATO.png",51702,20,"AME","zag","Nulo",0,2.41,-0.95,1.68,10,NA
"148","Fabián Ariel Noguera","Fabián Noguera","https://s.glbimg.com/es/sde/f/2016/07/08/73aad4317e7f05e2a49b429174de5b6c_FORMATO.png",95837,20,"SAN","zag","Nulo",0,4,0,0,0,NA
"149","Carlos Alexandre Cardoso","Cardoso","https://s.glbimg.com/es/sde/f/2013/02/07/538ee91f273928b3469d43f4c5cc70ee_FORMATO.jpeg",51707,20,"AME","zag","Nulo",0,2.6,0,0,0,NA
"150","Uendel Pereira Gonçalves","Uendel","https://s.glbimg.com/es/sde/f/2016/04/28/32ce15929c8ce3e8a780390968bf42cc_FORMATO.png",60852,20,"COR","lat","Provável",0,12.73,-0.61,3.96,20,NA
"151","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2016/07/06/4faace6696532f4a33c9058a22fc4b00_FORMATO.png",51792,20,"VIT","zag","Provável",0,2.92,0.58,0.95,11,NA
"152","Matheus Henrique Meireles Mota","Matheus Henrique","https://s.glbimg.com/es/sde/f/2016/07/05/ae05f42174c1b9cccde7bf5c9039e152_FORMATO.jpeg",95841,20,"FIG","ata","Nulo",0,1.43,0,-0.3,1,NA
"153","Kady Iuri Borges Malinowski","Kady","https://s.glbimg.com/es/sde/f/2016/07/11/f7b8ac0e8e33c791b002c13dfcf77bf4_FORMATO.png",95855,20,"COR","mei","Nulo",0,2,0,0,0,NA
"154","Thiago Ennes Moreira","Thiago Ennes",NA,95861,20,"FLA","lat","Nulo",0,2,0,0,0,NA
"155","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2016/06/28/b3229ad78369684e9d9ac48e51678043_FORMATO.jpeg",52253,20,"FLA","zag","Provável",0,7.77,-0.22,5.11,12,NA
"156","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2016/06/24/06809d7c812c5b48d71d3fe61d7d0cff_FORMATO.png",52674,20,"AME","lat","Nulo",0,3.05,0,2.07,9,NA
"157","Claudio Ezequiel Aquino","Claudio Aquino","https://s.glbimg.com/es/sde/f/2016/07/19/4fe2cbc4a5a06e7763249fc79eba390e_FORMATO.png",95950,20,"FLU","mei","Nulo",0,8,0,0,0,NA
"158","Alexis Ricardo Rojas Villalba","Alexis Rojas","https://s.glbimg.com/es/sde/f/2016/07/19/d0da6d5c7bca17f703451849588c8563_FORMATO.jpeg",95937,20,"FLU","ata","Nulo",0,2,0,0,0,NA
"159","José Nivaldo Martins Constante","Nivaldo","https://s.glbimg.com/es/sde/f/2016/04/27/60b12bac28785d18e714ae866c98e6e7_FORMATO.png",52897,20,"CHA","gol","Nulo",0,4,0,0,0,NA
"160","Diego Hipólito da Silva Lopes","Diego Lopes",NA,95997,20,"AME","mei","Nulo",0,1.78,-0.4,0.7,2,NA
"161","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2016/04/26/832210cff768e7a0bcc99eadd2bf79d1_FORMATO.png",52950,20,"ATL","gol","Provável",0,10.81,-1.7,2.06,19,NA
"162","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2016/06/28/53d1f07a9ec5a64b1002bc9672260167_FORMATO.jpeg",54395,20,"COR","mei","Provável",0,10.88,0,2.14,8,NA
"163","Yan Medeiros Sasse","Yan","https://s.glbimg.com/es/sde/f/2016/08/16/5ba6d6106996750212d4633416d3b814_FORMATO.png",96055,20,"COR","mei","Nulo",0,3,0,0,0,NA
"164","Jonathan Braz Santos","Jonathan",NA,96024,20,"CRU","gol","Nulo",0,5,0,0,0,NA
"165","Ytalo José Oliveira dos Santos","Ytalo","https://s.glbimg.com/es/sde/f/2016/06/28/e35194e5109e803d5a43e80e3ffdea81_FORMATO.jpeg",53148,20,"SAO","ata","Contundido",0,4.37,0,2.46,12,NA
"166","Luciano Javier Cabral Melgarejo","Luciano Cabral","https://s.glbimg.com/es/sde/f/2016/07/27/f6e78b040db92b3537900ecb6c92d151_FORMATO.png",96076,20,"ATL","ata","Provável",0,3.71,0.29,0.93,3,NA
"167","Willians Domingos Fernandes","Willians","https://s.glbimg.com/es/sde/f/2016/04/28/ddbf7a8cf8492557895f2514f35971d3_FORMATO.png",54424,20,"COR","mei","Nulo",0,4.66,0,0.37,3,NA
"168","João Vitor Brandão Figueiredo","João Figueiredo",NA,95779,20,"ATL","ata","Nulo",0,0.77,0,-0.37,3,NA
"169","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,20,"BOT","lat","Provável",0,9.99,0.62,4.36,17,NA
"170","Matheus Oliveira","Matheus Oliveira",NA,96328,20,"SAN","mei","Nulo",0,4,0,0,0,NA
"171","Vinicius Moreira de Lima","Lima","https://s.glbimg.com/es/sde/f/2016/08/03/60dea8229f0f904b8ed15fff6ef5c2ab_FORMATO.png",96340,20,"GRE","mei","Nulo",0,4,0,0,0,NA
"172","Lins Lima de Britto","Lins","https://s.glbimg.com/es/sde/f/2016/07/13/32629a6c4a7033ebefa4459b70d19e86_FORMATO.png",53669,20,"FIG","ata","Provável",0,2.69,-0.41,1.51,8,NA
"173","Geovane Henrique Pereira de Souza","Geovane","https://s.glbimg.com/es/sde/f/2016/08/16/5e108d908d3e7ac657817fc8715af100_FORMATO.png",96349,20,"COR","zag","Nulo",0,2,0,0,0,NA
"174","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2016/05/01/888bd2ad97a3e922521ae1bf34c965bd_FORMATO.png",54797,20,"SPO","ata","Nulo",0,4.03,0,1.32,8,NA
"175","Charles Rigon Matos","Charles",NA,96342,20,"INT","mei","Nulo",0,4.5,0,0,0,NA
"176","Edmílson dos Santos Silva","Edmílson","https://s.glbimg.com/es/sde/f/2016/07/08/3b8990821b2206ca3ece042ae9fcbbf2_FORMATO.png",55519,20,"SPO","ata","Provável",0,9.04,1.46,3.6,17,NA
"177","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2016/04/28/fedb726ec6d4804d5d34bf905cceca24_FORMATO.png",56102,20,"COR","mei","Provável",0,5.73,0,1.59,18,NA
"178","Tiago dos Santos Alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2016/05/01/5f47ce9d3a4af5acb91336921bbf7c64_FORMATO.png",51495,20,"PON","zag","Nulo",0,3.08,0,0,1,NA
"179","Marcus Vinicius Ferreira Teixeira ","Marcus Índio",NA,96201,20,"FIG","ata","Nulo",0,2,0,0,0,NA
"180","Bruno Rangel Domingues","Bruno Rangel","https://s.glbimg.com/es/sde/f/2016/04/27/3c7ecd662014838c83e615e22a14c643_FORMATO.png",51683,20,"CHA","ata","Nulo",0,14.09,-1.53,4.26,18,NA
"181","Cristóvão Borges dos Santos","Cristóvão Borges","https://s.glbimg.com/es/sde/f/2016/07/08/bde7a7052c1ce00fbf0665cb3ab83cbc_FORMATO.png",60752,20,"COR","tec","Provável",0,13.59,0.06,3.86,11,NA
"182","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2016/04/26/c7a8380a02c4515641cb7be29a3a8f5a_FORMATO.png",60784,20,"ATL","mei","Suspenso",0,10.31,0.02,3.17,16,NA
"183","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/30/6dd38f550a44a2bcb5094495271fd09a_FORMATO.png",60788,20,"INT","mei","Nulo",0,3.05,0,1.05,4,NA
"184","Wanderley de Jesus Sousa","Derley","https://s.glbimg.com/es/sde/f/2016/07/06/0825d5f11a2ec998e11fb901297e2d90_FORMATO.png",60791,20,"STC","mei","Provável",0,5.08,0.09,3.03,6,NA
"185","Luan Michel de Louzã","Luan","https://s.glbimg.com/es/sde/f/2016/05/01/b382e271d658c1a86a3f257ca46cfb8e_FORMATO.png",60834,20,"PAL","ata","Nulo",0,1.87,0,1.1,2,NA
"186","Pablo de Barros Paulino","Pablo","https://s.glbimg.com/es/sde/f/2016/05/09/35384d66b2f806991c3980f871525fe1_FORMATO.png",60794,20,"AME","lat","Nulo",0,3.32,-1.57,1.91,8,NA
"187","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2016/04/26/cce286c6b0a6d0a64dfc65ba3363fb6e_FORMATO.png",60969,20,"ATL","lat","Contundido",0,11.11,0,4.36,13,NA
"188","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2016/04/28/8d01a11770a124d6d1f9432e0d2cc9eb_FORMATO.png",61033,20,"COR","mei","Provável",0,6.67,-0.6,2.77,13,NA
"189","Ananias Elói Castro Monteiro","Ananias","https://s.glbimg.com/es/sde/f/2016/04/27/0dead0d45be78ee38c88ac55e4b5a928_FORMATO.png",61135,20,"CHA","ata","Contundido",0,4.89,0,2.66,9,NA
"190","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2016/04/28/667243f1202f23bca573f1ddbb3442e2_FORMATO.png",60819,20,"CRU","zag","Contundido",0,5,0,0,0,NA
"191","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,20,"CRU","gol","Nulo",0,4,0,0,0,NA
"192","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2016/05/09/42de8657b853667a526244f2be9234aa_FORMATO.png",61211,20,"ATL","lat","Dúvida",0,9.04,-1.57,4.07,12,NA
"193","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2016/04/26/a7c5e9f33d2d3830a07c35ba1ce1b902_FORMATO.png",62128,20,"ATL","ata","Nulo",0,7.91,-0.56,1.73,19,NA
"194","Felipe Azevedo dos Santos","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2016/05/01/b65f07ed24924fb1d54139f6b07a0ec5_FORMATO.png",60825,20,"PON","ata","Contundido",0,16.78,0,4.98,11,NA
"195","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,20,"SAO","ata","Nulo",0,7.02,0,1.37,3,NA
"196","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2016/04/28/fcb4a31eaeed96a5abb3056b698207d1_FORMATO.png",61149,20,"COR","ata","Nulo",0,6.82,-0.01,2.57,7,NA
"197","Hélder Maurílio da Silva Ferreira","Hélder","https://s.glbimg.com/es/sde/f/2016/07/13/7c461e147cdddb6e1af78ddb2319313c_FORMATO.png",61238,20,"AME","lat","Nulo",0,3.38,0,2.12,9,NA
"198","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,20,"BOT","mei","Provável",0,6.84,0.68,2.63,9,NA
"199","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/a116ae1e36ff02160719ea8f1160f811_FORMATO.png",62129,20,"SAO","mei","Contundido",0,3,0,0,0,NA
"200","Ariel Gerardo Nahuelpán Osten","Ariel","https://s.glbimg.com/es/sde/f/2016/07/12/b450ff3f74316c074bdb6f34d05fb513_FORMATO.png",61999,20,"INT","ata","Nulo",0,5.37,-0.58,0.89,7,NA
"201","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/07/13/4e889b082b54e0795252393be3ccbc35_FORMATO.png",62136,20,"ATL","tec","Provável",0,12.56,-0.85,3.89,19,NA
"202","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2016/05/30/c305f57716ad3736b7ff1a84ee695ab2_FORMATO.png",62130,20,"FLU","lat","Provável",0,8.57,2.88,5.12,7,NA
"203","Enderson Alves Moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2016/07/20/a21d56a5d7676b7f85ffbb85612b282e_FORMATO.png",62137,20,"AME","tec","Nulo",0,6.36,-1.36,2.39,5,NA
"204","Fernando Camilo Farias","Camilo","https://s.glbimg.com/es/sde/f/2016/06/28/8a03ee3ad9899f775f55818fc2c7e956_FORMATO.jpeg",62009,20,"BOT","mei","Provável",0,11.75,-0.16,5.76,9,NA
"205","Wesley de Jesus Correia","Lelê","https://s.glbimg.com/es/sde/f/2016/05/01/1f3fda71fc3fa6c69eec840266ba770e_FORMATO.png",70057,20,"STC","mei","Nulo",0,3.95,0,0.05,9,NA
"206","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2016/07/12/8636cc2b90cc91e5c3adcb37365fbe7e_FORMATO.png",62974,20,"FIG","zag","Nulo",0,2.77,0,0.23,6,NA
"207","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2016/07/06/7cd7c8f13aeaaec177b96f9c905ae109_FORMATO.png",62024,20,"CRU","lat","Provável",0,4.74,-0.6,2.06,7,NA
"208","Victor Ramos Ferreira","Victor Ramos","https://s.glbimg.com/es/sde/f/2016/07/12/1b4b7007c63127dcc555c3aefa334731_FORMATO.png",63000,20,"VIT","zag","Provável",0,7.9,0,2.3,17,NA
"209","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2016/05/01/35cbb038a295b3d40644676a8319a4fe_FORMATO.png",62047,20,"PAL","mei","Provável",0,10.62,0.39,3.3,18,NA
"210","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2016/04/26/7cdfd61784080c7797bf6ba0df8f234b_FORMATO.png",63013,20,"ATL","lat","Dúvida",0,17.88,0,5.45,11,NA
"211","José Gildeixon Clemente Paiva","Gil","https://s.glbimg.com/es/sde/f/2016/04/27/c0e93b46cd3e426664fd5c4b5a121142_FORMATO.png",63014,20,"CHA","mei","Nulo",0,5.31,-1.72,1.63,12,NA
"212","Everton Kempes dos Santos Gonçalves","Kempes","https://s.glbimg.com/es/sde/f/2016/04/27/bad8378ed9eb0504e46152d7d251bf29_FORMATO.png",62056,20,"CHA","ata","Nulo",0,5.63,0.44,3.13,11,NA
"213","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2016/04/20/5d1ebbea8911da836ce3d8d5750ed585_FORMATO.png",62086,20,"FLA","lat","Provável",0,5.51,-0.84,4.58,10,NA
"214","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2016/05/01/fe8756f5b1dadb24e5633729b39e9486_FORMATO.png",63058,20,"VIT","mei","Provável",0,9.31,1.86,3.62,17,NA
"215","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,20,"SAN","gol","Provável",0,13.43,0,5.37,19,NA
"216","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2016/06/30/a0b842a942167f0506027b767d7c1062_FORMATO.png",63110,20,"CHA","lat","Contundido",0,1,0,0,0,NA
"217","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,20,"CRU","mei","Provável",0,5.9,-0.72,2.91,9,NA
"218","Nirley da Silva Fonseca","Nirley","https://s.glbimg.com/es/sde/f/2016/04/29/1aa0b74d53267e417eace37b1fdc4cee_FORMATO.png",62971,20,"FIG","zag","Nulo",0,3,0,0,0,NA
"219","Rodolfo Alves de Melo","Rodolfo","https://s.glbimg.com/es/sde/f/2015/10/23/97e9ee07d167a8cad6424c7010f01e76_FORMATO.png",63082,20,"ATL","gol","Nulo",0,2,0,0,0,NA
"220","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2016/04/30/f19726285035dfcb3d3052e030335ebd_FORMATO.png",63172,20,"INT","zag","Provável",0,7.7,-0.38,3.07,15,NA
"221","Wallyson Ricardo Maciel Monteiro","Wallyson","https://s.glbimg.com/es/sde/f/2016/05/01/34369068ebb6def83baf9b6dad8c09d3_FORMATO.png",62127,20,"STC","ata","Nulo",0,2.25,1.19,0.57,13,NA
"222","Carlos Emiliano Pereira","Carlinhos","https://s.glbimg.com/es/sde/f/2016/04/28/604ed4729919dd13bb0cefb06b386893_FORMATO.png",63194,20,"COR","lat","Contundido",0,13.59,0,4.61,14,NA
"223","Francisco Sousa dos Santos","Chiquinho","https://s.glbimg.com/es/sde/f/2016/04/20/789fa4f8d7f77207cd6c671fc8ad76fa_FORMATO.png",68711,20,"FLA","lat","Nulo",0,3.2,-0.18,2.98,5,NA
"224","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2016/04/28/811ea1b5cff7a2f7e4bddd3967fa35ac_FORMATO.png",68690,20,"COR","ata","Nulo",0,6.75,0.74,1.25,11,NA
"225","Demerson Bruno Costa","Demerson","https://s.glbimg.com/es/sde/f/2016/06/30/32487d27bfff71a8eb00adc80f4fe79f_FORMATO.png",68723,20,"CHA","zag","Nulo",0,2.34,0,0.03,3,NA
"226","Alan Patrick Lourenço","Alan Patrick","https://s.glbimg.com/es/sde/f/2016/04/20/01b3feceb08b420b3a5259bf8c157951_FORMATO.png",68685,20,"FLA","mei","Nulo",0,11.34,0.43,4.14,17,NA
"227","Bernardo Vieira de Souza","Bernardo","https://s.glbimg.com/es/sde/f/2016/07/07/1cb1cfbf44f2ec43fe939fbf6868ea6f_FORMATO.png",68697,20,"COR","mei","Nulo",0,4.58,0,0.4,3,NA
"228","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2016/04/26/1d1efe08d34f3bdd71149b3c364d402c_FORMATO.png",63219,20,"ATL","ata","Contundido",0,11.02,0,4.43,4,NA
"229","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,20,"BOT","mei","Suspenso",0,7.72,0.13,3.15,18,NA
"230","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2016/05/01/09f644d5efca4986858238e63fa860a5_FORMATO.png",68725,20,"VIT","lat","Provável",0,14.04,1.07,5.87,19,NA
"231","Márcio Passos de Albuquerque","Emerson","https://s.glbimg.com/es/sde/f/2016/04/20/c05d1b645dac18bd8b7d01e3da805f0d_FORMATO.png",68744,20,"FLA","ata","Nulo",0,1.44,0,0.82,4,NA
"232","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,20,"SAN","mei","Nulo",0,6.44,0,0.55,2,NA
"233","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2016/06/28/63b395a3843c141f9f8ddf86097db8fa_FORMATO.jpeg",68770,20,"COR","mei","Nulo",0,3.6,0,0,2,NA
"234","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2016/04/28/4ed68fb05e5166c5c9c1901f44d0917e_FORMATO.jpeg",68758,20,"FLA","ata","Nulo",0,8.14,0,2.76,11,NA
"235","Johnathan Aparecido da Silva","Johnathan Goiano","https://s.glbimg.com/es/sde/f/2016/05/01/ad77cb27868eb39560d27f1ae0a28e5c_FORMATO.png",68779,20,"SPO","ata","Nulo",0,4,0,0,0,NA
"236","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,20,"SPO","mei","Provável",0,10.24,0.85,3.98,18,NA
"237","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2016/03/30/da926e38870e22ac1b746e0114acf21f_FORMATO.png",68773,20,"GRE","ata","Nulo",0,3.81,0,1.02,6,NA
"238","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2016/07/22/327838e3387c2c22a80fe1122849edf6_FORMATO.png",68807,20,"COR","ata","Provável",0,3.69,0.44,1,3,NA
"239","Rafael Galhardo de Souza","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2016/07/21/ad0f8212d72e48f8e6581af98fdd10da_FORMATO.png",68821,20,"ATL","lat","Provável",0,6.42,0,3.25,2,NA
"240","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2016/05/01/3fe5f1275a99225b025f211e3c3b35e9_FORMATO.png",63158,20,"PAL","mei","Provável",0,8.86,-0.93,4,18,NA
"241","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2016/05/01/cbfc0d46083f35cde541d9aea35e3a5d_FORMATO.png",68808,20,"PON","lat","Provável",0,5.13,0.94,2.74,11,NA
"242","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2016/07/12/b628db9e35da672e8eb955065c4756a7_FORMATO.png",68873,20,"FLA","gol","Nulo",0,13.19,0,6.23,3,NA
"243","Marcelo Lomba do Nascimento","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2016/08/05/564fe5a66334cdfdfb45ed76204ab710_FORMATO.png",68872,20,"INT","gol","Dúvida",0,3.44,1.38,-0.2,6,NA
"244","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2016/05/13/b5a8462bf2d5aa77b26480fe3a466717_FORMATO.png",68893,20,"ATL","ata","Provável",0,9.1,0.05,3.45,14,NA
"245","Geovane Diniz Silva","Geovane Maranhão","https://s.glbimg.com/es/sde/f/2016/05/20/d43004ff960f51fbbdc965920515b96e_FORMATO.png",68900,20,"BOT","ata","Nulo",0,4,0,0,0,NA
"246","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png",68827,20,"FLU","zag","Nulo",0,4.92,0.79,6.25,2,NA
"247","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2016/06/28/ec4f6b8012d2a0c2aedf4fe7d965eae7_FORMATO.jpeg",68901,20,"BOT","ata","Dúvida",0,4.19,0.03,-0.76,5,NA
"248","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2016/04/29/0e6b421a8c0214078fd1f5854cce3874_FORMATO.png",68887,20,"FLU","zag","Provável",0,15.13,0.57,3.72,18,NA
"249","Ernandes Dias Luz","Ernandes","https://s.glbimg.com/es/sde/f/2016/05/09/21cd5d2a5920245c57dae5927a5be47a_FORMATO.png",68956,20,"AME","mei","Nulo",0,4.21,0,2.77,8,NA
"250","Wellington Alves da Silva","Wellington","https://s.glbimg.com/es/sde/f/2016/07/19/72cb5b25d21b0037091ba719bb18f063_FORMATO.jpeg",68895,20,"FLU","ata","Provável",0,7.8,1.12,6.37,3,NA
"251","Arthur Brasiliano Maia","Arthur Maia","https://s.glbimg.com/es/sde/f/2016/06/30/761dad942de8cbeeee8a316b4a5e5c9d_FORMATO.png",68962,20,"CHA","mei","Contundido",0,6.31,0,3.95,11,NA
"252","Wellington da Silva Pinto","Wellington","https://s.glbimg.com/es/sde/f/2016/07/06/af8b2d4fdd49ae7d738b01889da24725_FORMATO.png",68907,20,"STC","zag","Nulo",0,2.16,0,3.25,2,NA
