"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","DD","DP","FC","FS","GS","PE","SG","A","FD","FF","G","RB","I","FT","CV","PP","GC"
"612","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,19,"GRE","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Thiago Rodrigues da Silva","Mosquito","https://s.glbimg.com/es/sde/f/2013/12/28/efaf190d72e9330bd71df109f947546a_FORMATO.jpeg",86189,19,"ATL","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2016/01/29/130dd023165feb260311b9a537b660e0_FORMATO.jpeg",86411,19,"PON","lat","Nulo",0,1.83,0,0.9,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"615","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2016/05/20/16287b6e878c3c3367da1636b16106f1_FORMATO.png",86410,19,"BOT","lat","Nulo",0,11.22,0,4.81,7,1,NA,NA,3,12,NA,19,NA,2,NA,2,NA,15,NA,NA,NA,NA,NA
"616","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2016/04/28/46ed32bd9a832044312ff5fad5d41e2e_FORMATO.png",87887,19,"COR","zag","Provável",0.1,4.19,0.34,2.63,13,3,NA,NA,15,5,NA,22,5,2,3,6,NA,6,1,NA,NA,NA,NA
"617","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,19,"SPO","mei","Provável",-1.4,2.47,-0.54,1.09,17,1,NA,NA,17,29,NA,78,NA,2,3,2,NA,15,1,1,1,NA,NA
"618","Geovane Henrique Pereira de Souza","Geovane",NA,96349,19,"COR","zag","Dúvida",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Iago Sampaio Silva","Iago","https://s.glbimg.com/es/sde/f/2016/04/27/150290301c0430d874cbf7cea57b3cf8_FORMATO.jpeg",94228,19,"GRE","lat","Nulo",0,2.53,0,8.7,1,NA,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"620","Pedro Henrique Perotti","Perotti","https://s.glbimg.com/es/sde/f/2016/04/27/bdfa01266c1db8f51c4a40573c5ea27a_FORMATO.png",94286,19,"CHA","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Edimar Ribeiro da Costa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2016/05/01/3702c1c16aa8563dfc0d7e4f3399cadd_FORMATO.png",94445,19,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Guilherme Augusto Vieira dos Santos","Guilherme","https://s.glbimg.com/es/sde/f/2016/06/28/7bfdbbebd2d56007229af4020f050265_FORMATO.jpeg",94207,19,"GRE","ata","Nulo",0,1.24,0,-0.27,3,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"623","Leonardo Campos Duarte da Silva","Léo Duarte","https://s.glbimg.com/es/sde/f/2016/04/20/077473a4e168ab2b7fa9048b8d76a73a_FORMATO.png",94214,19,"FLA","zag","Nulo",0,8,0,2.28,7,2,NA,NA,4,4,NA,8,2,NA,1,NA,NA,7,1,NA,NA,NA,NA
"624","Raphael Cavalcante Veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2016/07/08/c899d456ca3d2445e9270a005cb3cf6e_FORMATO.png",94509,19,"COR","mei","Provável",1.4,3.05,-0.87,2.7,4,NA,NA,NA,6,4,NA,6,NA,NA,3,2,1,1,1,NA,NA,NA,NA
"625","Guilherme Natan de Lima","Lima","https://s.glbimg.com/es/sde/f/2016/04/27/059a0e58f2adc09337048722ca4f5ae4_FORMATO.png",94288,19,"CHA","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Lourency do Nascimento Rodrigues","Lourency","https://s.glbimg.com/es/sde/f/2016/04/27/3a84257ee84604c2cff291c1b066a26b_FORMATO.png",94249,19,"CHA","ata","Nulo",0,1.26,0,0.58,4,NA,NA,NA,3,1,NA,2,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA
"627","Pedro Guilherme Abreu dos Santos","Pedro","https://s.glbimg.com/es/sde/f/2016/02/15/9014d90f048acbd879798bc652108dd4_FORMATO.jpeg",94583,19,"FLU","ata","Nulo",0,1.05,0,1.2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"628","Maximiliano Brian Rolón","Maxi Rolón","https://s.glbimg.com/es/sde/f/2016/06/28/b62f57345c57b6539e94e642b8ccf827_FORMATO.jpeg",94649,19,"SAN","ata","Nulo",0,1.76,0,-0.05,2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Yan Petter Pereira da Silva","Yan Petter","https://s.glbimg.com/es/sde/f/2016/04/30/714802b0dc9274bf50f058fe93821074_FORMATO.png",94722,19,"INT","mei","Contundido",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Lucas Tolentino Coelho de Lima","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2016/04/20/617d739dd1a0f98c8183bc66cee10d54_FORMATO.png",94930,19,"FLA","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Lucas Fernandes da Silva","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2016/05/01/0a47d84040286532fb5d90cc746b49b3_FORMATO.png",94931,19,"SAO","mei","Contundido",0,10.6,0,3.56,5,1,NA,NA,4,1,NA,6,NA,1,5,NA,1,3,NA,NA,NA,NA,NA
"632","João Victor da Vitória Fernandes","Capixaba","https://s.glbimg.com/es/sde/f/2016/07/07/6d9964a0f815acd56932767b61858c13_FORMATO.png",94894,19,"ATL","ata","Nulo",0,0.77,0,-1.05,2,1,NA,NA,2,4,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"633","Leonardo Peixoto Principe","Léo Principe","https://s.glbimg.com/es/sde/f/2016/06/28/49dde3fde0a0256f05f9d0bd52eb976c_FORMATO.jpeg",94765,19,"COR","lat","Nulo",0,2.65,0,4.4,1,NA,NA,NA,1,2,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"634","Vitor Ruas Garrido","Vitinho","https://s.glbimg.com/es/sde/f/2016/05/09/7af1013445c4cc15fd5f4044616d04cd_FORMATO.png",94933,19,"AME","ata","Nulo",0,0.77,0,-0.3,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Lucas Emanoel Leite Romão","Lucão","https://s.glbimg.com/es/sde/f/2016/07/06/1d5f27ee4d8c230af2ff8999e8d6bc88_FORMATO.png",94962,19,"CRU","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Íkaro Mychell Moura Maia","Íkaro",NA,94924,19,"ATL","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2016/07/07/db1e5a2c9cffd51d57211909936a7953_FORMATO.png",94985,19,"COR","lat","Provável",3.3,12.12,0.51,3.69,15,2,NA,NA,6,15,NA,41,5,2,2,NA,NA,18,1,NA,NA,NA,NA
"638","Yago César da Silva","Yago","https://s.glbimg.com/es/sde/f/2016/05/13/63ec665d8c94605033bc8a7f765d373e_FORMATO.png",95126,19,"ATL","ata","Dúvida",0,0.92,0,-0.13,3,NA,NA,NA,3,5,NA,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"639","Matheus Vinicius Matos Nogueira","Matheus Nogueira","https://s.glbimg.com/es/sde/f/2016/04/27/78ec1e03838620b307a5b86148c2cb22_FORMATO.jpeg",95121,19,"GRE","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2016/05/09/47077cf4073dc5319b8e49c87010479b_FORMATO.jpeg",95023,19,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2016/05/09/a1a3a7a82484b2a3f7b6388ea8f914cc_FORMATO.jpeg",95022,19,"ATL","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Nicolas Vichiatto da Silva","Nicolas","https://s.glbimg.com/es/sde/f/2016/05/13/3ed8feee46309c431569eaf3d3deff10_FORMATO.png",95127,19,"ATL","mei","Nulo",0,1.06,0,1.45,2,NA,NA,NA,2,3,NA,9,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"643","Wildson Silva de Melo","Índio",NA,95180,19,"SPO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","José Vinícius do Santos Silva","Vinícius Bala",NA,95181,19,"SPO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Victor Luiz Prestes Filho","Vitinho","https://s.glbimg.com/es/sde/f/2016/07/13/fec7b396e3ea32757d4728bef42864b5_FORMATO.png",95260,19,"CRU","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Igor Vinicius de Souza","Igor",NA,95466,19,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Matheus Sousa de Jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2016/05/01/861e63537ee390314861e3d9e8f3e2f6_FORMATO.png",95335,19,"PON","mei","Nulo",0,3.08,0,0.74,14,4,NA,NA,20,11,NA,22,NA,NA,2,1,NA,16,1,NA,NA,NA,NA
"648","Leonardo Cereja","Léo Cereja","https://s.glbimg.com/es/sde/f/2016/05/01/8e2be41e6ff47c7f43ca6cfc5566242a_FORMATO.png",95337,19,"PON","mei","Nulo",0,1.6,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Gregore Magalhães da Silva","Gregore","https://s.glbimg.com/es/sde/f/2016/06/28/e0edf8d3f4727e710d27e56e8a0989a5_FORMATO.jpeg",95464,19,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Joanderson de Jesus Assis","Joanderson",NA,95560,19,"CRU","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Matheus Nolasco de Oliveira Silva","Matheus Nolasco","https://s.glbimg.com/es/sde/f/2016/06/28/2f84a485853ec14d4568e1e77e58e117_FORMATO.jpeg",95465,19,"SAN","ata","Nulo",0,3.25,0,0.82,4,1,NA,NA,1,4,NA,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"652","Fabrício Silva Costa","Fabrício","https://s.glbimg.com/es/sde/f/2016/07/08/d195ae8ef89dd28d25450c8fe56f6246_FORMATO.png",95539,19,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Bruno Leonardo dos Santos Covas","Bruno Leonardo","https://s.glbimg.com/es/sde/f/2016/07/12/93722d43ce4a5fc3d48f46f65fbafac8_FORMATO.png",95620,19,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Gustavo Marcelo Cardoso Soares","Índio","https://s.glbimg.com/es/sde/f/2016/05/09/2d3e08a6de57469515879fd2d364fa37_FORMATO.jpeg",95315,19,"COR","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","danilo ribeiro cardoso","Danilo","https://s.glbimg.com/es/sde/f/2016/06/28/2b372296e8cf8369ba5f80ace96e510a_FORMATO.jpeg",95621,19,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Marcus Vinicius Aredes Duarte","Marcus Vinicius",NA,95622,19,"FIG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Stoitchkov Ortega Silva de Melo","Ortega","https://s.glbimg.com/es/sde/f/2016/07/13/936a64318d4514dfe4d3040a24f4215d_FORMATO.png",95624,19,"STC","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Matheus Silva de Carvalho","Matheus",NA,95626,19,"STC","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Lucas Francisco de Lima Silva","Lucão",NA,95623,19,"STC","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Ailton Fagner Mendonça da Silva","Ailton ","https://s.glbimg.com/es/sde/f/2016/07/14/275b048caeee2a83c79e3937d231884d_FORMATO.png",95627,19,"STC","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Cleber Henrique Pereira dos Santos","Cleber",NA,95625,19,"STC","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Marcelo da Conceição Benevenuto Malaquias","Marcelo","https://s.glbimg.com/es/sde/f/2016/06/28/dca1cc86e589d31cea6f34c1debc7fb7_FORMATO.jpeg",95638,19,"BOT","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","José Artur de Lima Júnior","Artur","https://s.glbimg.com/es/sde/f/2016/06/28/9857d5ce7085f8e77dc7e133e26c9bce_FORMATO.jpeg",95659,19,"SAO","mei","Nulo",0,1.54,0,2.6,4,NA,NA,NA,4,3,NA,9,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"664","Matheus de Jesus Cardoso","Banguelê","https://s.glbimg.com/es/sde/f/2016/07/07/b91677434b9eea89f5d977689ea849c7_FORMATO.png",95637,19,"SAO","mei","Nulo",0,0.74,0,-1.1,1,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"665","Vinícius Alexandre Pinto","Vinícius","https://s.glbimg.com/es/sde/f/2016/07/08/c395598d9ffe0494929a8e190e4edb87_FORMATO.jpeg",95663,19,"PON","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Felipe Araruna Hoffman","Felipe Araruna",NA,95660,19,"SAO","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Lucas Kal Schenfeld Progioli","Lucas Kal","https://s.glbimg.com/es/sde/f/2016/06/28/729e1834df2c58e399827dd968c022a1_FORMATO.jpeg",95662,19,"SAO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Rodney Wallace Burns","Rodney Wallace","https://s.glbimg.com/es/sde/f/2016/07/08/be30503bb37ff03ba2a82fc46259f268_FORMATO.png",95693,19,"SPO","ata","Provável",0.9,4.44,-0.18,3.71,11,2,NA,NA,13,5,NA,27,NA,2,2,3,2,16,1,NA,NA,NA,NA
"669","Rafael Oller Pereira","Rafael Oller","https://s.glbimg.com/es/sde/f/2016/06/28/9cfa51f4c396ed8b06b5d6131fa29050_FORMATO.jpeg",95619,19,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Filipe Rodrigues de Souza Santos","Filipinho","https://s.glbimg.com/es/sde/f/2016/05/13/8d5c16b7b121f5fd67db504d17862635_FORMATO.png",95651,19,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Pedro Gomes Bortoluzzo","Pedro",NA,95661,19,"SAO","ata","Nulo",0,1.29,0,1.07,3,NA,NA,NA,2,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"672","João Vitor Brandão Figueiredo","João Figueiredo",NA,95779,19,"ATL","ata","Nulo",0,0.77,0,-0.37,3,1,NA,NA,1,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"673","José Ricardo Mannarino","Zé Ricardo","https://s.glbimg.com/es/sde/f/2016/07/14/6bfb2dd930a89bee8175af0b5545f03d_FORMATO.jpeg",95780,19,"FLA","tec","Provável",5.26,13.6,0.45,4.31,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Nathanael Ananias da Silva","Nathan",NA,95794,19,"ATL","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Artur Victor Guimarães","Artur","https://s.glbimg.com/es/sde/f/2016/06/28/0a1a8bac3a7b8bc526958b35ff2a32be_FORMATO.jpeg",95799,19,"PAL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Vitor Hugo Carvalho","Vitinho","https://s.glbimg.com/es/sde/f/2016/06/28/0066a6b82eb2c048ead7c8b148fec04d_FORMATO.jpeg",95770,19,"PAL","mei","Nulo",0,1.95,0,1.05,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"677","Yonatthan Nicolas Rak Barragan","Rak",NA,95829,19,"INT","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Marcos de Almeida","Marcão","https://s.glbimg.com/es/sde/f/2016/06/28/210eaa04ca1501fb8f61ad65809e8bdd_FORMATO.jpeg",95832,19,"GRE","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Jeferson Carvalho dos Santos","Jeferson Negueba","https://s.glbimg.com/es/sde/f/2016/06/15/b3dfa367e6778d82e1587a4de440fd12_FORMATO.jpeg",90335,19,"GRE","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2016/06/28/34411a0d95777a4e5c4de1ba74779a23_FORMATO.jpeg",95820,19,"COR","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Fabián Ariel Noguera","Fabián Noguera","https://s.glbimg.com/es/sde/f/2016/07/08/73aad4317e7f05e2a49b429174de5b6c_FORMATO.png",95837,19,"SAN","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Thiago Ennes Moreira","Thiago Ennes",NA,95861,19,"FLA","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Kady Iuri Borges Malinowski","Kady","https://s.glbimg.com/es/sde/f/2016/07/11/f7b8ac0e8e33c791b002c13dfcf77bf4_FORMATO.png",95855,19,"COR","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Jonathan Braz Santos","Jonathan",NA,96024,19,"CRU","gol","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Yan Medeiros Sasse","Yan",NA,96055,19,"COR","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Claudio Ezequiel Aquino","Claudio Aquino","https://s.glbimg.com/es/sde/f/2016/07/19/4fe2cbc4a5a06e7763249fc79eba390e_FORMATO.png",95950,19,"FLU","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Marcus Vinicius Ferreira Teixeira ","Marcus Índio",NA,96201,19,"FIG","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Luciano Javier Cabral Melgarejo","Luciano Cabral","https://s.glbimg.com/es/sde/f/2016/07/27/f6e78b040db92b3537900ecb6c92d151_FORMATO.png",96076,19,"ATL","ata","Dúvida",-0.3,3.42,-0.58,0.65,2,NA,NA,NA,2,3,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"689","Alexis Ricardo Rojas Villalba","Alexis Rojas","https://s.glbimg.com/es/sde/f/2016/07/19/d0da6d5c7bca17f703451849588c8563_FORMATO.jpeg",95937,19,"FLU","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Caique da Silva Maria","Caíque",NA,95831,19,"SAO","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Vinicius Moreira de Lima","Lima","https://s.glbimg.com/es/sde/f/2016/08/03/60dea8229f0f904b8ed15fff6ef5c2ab_FORMATO.png",96340,19,"GRE","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Charles Rigon Matos","Charles",NA,96342,19,"INT","mei","Nulo",0,4.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2016/04/28/f00d8093b5e7456cf5ee94161c8b7bda_FORMATO.png",90535,19,"CRU","mei","Contundido",0,1.79,0,1.97,3,NA,NA,NA,1,3,NA,4,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA
"694","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,19,"GRE","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Diego Hipólito da Silva Lopes","Diego Lopes",NA,95997,19,"AME","mei","Nulo",1.7,2.18,0.19,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"696","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2016/05/01/1f935974fecf9ac7b30cbc7c4a5e4c7a_FORMATO.png",90566,19,"SAN","mei","Nulo",0,2.88,0,-0.13,3,1,NA,NA,3,6,NA,6,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA
"697","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2016/04/27/f1da8b58208c0cf5e99aa6d98bd681a7_FORMATO.png",90634,19,"CHA","mei","Nulo",0,0.88,0,0.35,2,1,NA,NA,5,2,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"698","Matheus Oliveira","Matheus Oliveira",NA,96328,19,"SAN","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Gustavo Cascardo de Assis","Cascardo",NA,90587,19,"ATL","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Renato Bruno Vieira Gomes","Renato Bruno","https://s.glbimg.com/es/sde/f/2016/05/09/0e935a35d387a89b9fb03da1981a4faf_FORMATO.png",90637,19,"AME","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,19,"SAN","mei","Nulo",0,2.64,0,1.23,9,1,NA,NA,6,6,NA,6,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA
"702","Guilherme Xavier de Oliveira","Guilherme Xavier","https://s.glbimg.com/es/sde/f/2016/05/09/8107ae25a5591cc30dac164e0330ce30_FORMATO.png",90635,19,"AME","mei","Nulo",0,2.56,0,1.78,4,NA,NA,NA,4,8,NA,8,NA,NA,1,2,NA,3,NA,NA,NA,NA,NA
"703","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,19,"BOT","mei","Provável",0,9.65,0,3.71,15,2,NA,NA,18,12,NA,38,NA,1,5,5,2,25,3,1,NA,NA,NA
