"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","DD","DP","FC","FS","GS","PE","SG","A","FD","FF","G","RB","I","FT","CV","PP","GC"
"88","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2016/06/28/63b395a3843c141f9f8ddf86097db8fa_FORMATO.jpeg",68770,19,"COR","mei","Dúvida",0,3.6,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2016/03/30/da926e38870e22ac1b746e0114acf21f_FORMATO.png",68773,19,"GRE","ata","Nulo",0,3.81,0,1.02,6,1,NA,NA,3,2,NA,1,NA,1,1,NA,NA,2,1,NA,NA,NA,NA
"90","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2016/05/01/cbfc0d46083f35cde541d9aea35e3a5d_FORMATO.png",68808,19,"PON","lat","Provável",0.5,4.19,-1.06,2.44,10,NA,NA,NA,11,13,NA,37,2,NA,6,2,NA,10,NA,NA,NA,NA,NA
"91","Rafael Galhardo de Souza","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2016/07/21/ad0f8212d72e48f8e6581af98fdd10da_FORMATO.png",68821,19,"ATL","lat","Nulo",0,6.42,0,3.25,2,NA,NA,NA,2,5,NA,8,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"92","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2016/07/22/327838e3387c2c22a80fe1122849edf6_FORMATO.png",68807,19,"COR","ata","Provável",0.1,3.25,0.04,0.15,2,NA,NA,NA,1,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/07/13/4e889b082b54e0795252393be3ccbc35_FORMATO.png",62136,19,"ATL","tec","Provável",5.46,13.41,0.44,4.04,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,19,"SPO","mei","Provável",-0.2,9.39,0.19,3.91,17,1,NA,NA,34,24,NA,54,NA,1,1,2,2,42,NA,NA,1,NA,NA
"95","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2016/04/26/1d1efe08d34f3bdd71149b3c364d402c_FORMATO.png",63219,19,"ATL","ata","Nulo",5.2,11.02,0.45,4.43,4,NA,NA,NA,3,2,NA,2,NA,1,NA,1,1,3,NA,NA,NA,NA,NA
"96","Marcelo Lomba do Nascimento","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2016/08/05/564fe5a66334cdfdfb45ed76204ab710_FORMATO.png",68872,19,"INT","gol","Provável",-4,2.06,-0.44,-0.98,5,NA,5,NA,NA,2,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2016/04/26/7cdfd61784080c7797bf6ba0df8f234b_FORMATO.png",63013,19,"ATL","lat","Contundido",0,17.88,0,5.45,11,3,NA,NA,15,22,NA,55,2,3,NA,3,NA,34,2,NA,1,NA,NA
"98","Rodolfo Alves de Melo","Rodolfo","https://s.glbimg.com/es/sde/f/2015/10/23/97e9ee07d167a8cad6424c7010f01e76_FORMATO.png",63082,19,"ATL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","José Gildeixon Clemente Paiva","Gil","https://s.glbimg.com/es/sde/f/2016/04/27/c0e93b46cd3e426664fd5c4b5a121142_FORMATO.png",63014,19,"CHA","mei","Provável",7.3,7.03,0.99,2,11,3,NA,NA,13,16,NA,48,NA,1,NA,4,NA,20,2,NA,NA,NA,NA
"100","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2016/07/12/b628db9e35da672e8eb955065c4756a7_FORMATO.png",68873,19,"FLA","gol","Nulo",0,13.19,0,6.23,3,NA,7,NA,NA,1,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2016/05/13/b5a8462bf2d5aa77b26480fe3a466717_FORMATO.png",68893,19,"ATL","ata","Nulo",-0.6,9.05,-0.7,3.66,13,1,NA,NA,26,23,NA,26,NA,1,3,5,4,10,3,NA,NA,NA,NA
"102","Wellington da Silva Pinto","Wellington","https://s.glbimg.com/es/sde/f/2016/07/06/af8b2d4fdd49ae7d738b01889da24725_FORMATO.png",68907,19,"STC","zag","Nulo",0,2.16,0,3.25,2,NA,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"103","Vinicius Santos Silva","Vinicius","https://s.glbimg.com/es/sde/f/2016/07/08/9b55779f76950e1b35075c2e116c649e_FORMATO.png",68917,19,"COR","ata","Nulo",0,7.88,0,1.51,9,1,NA,NA,6,15,NA,19,NA,1,4,7,NA,2,1,NA,NA,NA,NA
"104","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2016/05/30/2f8c0b4d1c1f63e92bcc75405c0d7b8b_FORMATO.png",68910,19,"INT","mei","Contundido",0,3.88,0,0.86,7,3,NA,NA,10,3,NA,13,NA,NA,NA,1,NA,11,NA,NA,NA,NA,NA
"105","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png",68827,19,"FLU","zag","Provável",0,4.13,0,4.7,1,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Wellington Alves da Silva","Wellington","https://s.glbimg.com/es/sde/f/2016/07/19/72cb5b25d21b0037091ba719bb18f063_FORMATO.jpeg",68895,19,"FLU","ata","Provável",1.8,6.68,-0.79,6.55,2,1,NA,NA,NA,3,NA,4,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA
"107","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2016/05/01/4ca75c7b4c6ef9d48c9ffe43f89b8f78_FORMATO.png",68911,19,"SPO","mei","Provável",0,18.18,0,5.85,18,3,NA,NA,26,29,NA,63,NA,3,10,14,9,12,4,1,NA,NA,NA
"108","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2016/04/29/0e6b421a8c0214078fd1f5854cce3874_FORMATO.png",68887,19,"FLU","zag","Provável",2.9,14.56,-0.6,3.54,17,2,NA,NA,16,6,NA,47,7,NA,3,9,1,19,3,NA,NA,NA,NA
"109"," Bruno Paulo Machado Barbosa","Bruno Paulo","https://s.glbimg.com/es/sde/f/2016/06/28/17665c5b4fb83374fcb951213312ee7a_FORMATO.jpeg",68918,19,"COR","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","George Leandro Abreu de Lima","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/01/ed3bfa529f985a1a31005fc093a47854_FORMATO.png",68924,19,"STC","mei","Contundido",0,3.15,0,0.82,5,1,NA,NA,6,4,NA,15,NA,NA,NA,2,NA,6,NA,NA,NA,NA,NA
"111","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2016/05/01/55ac49c2d9ae816cb60473b12ff0fa2c_FORMATO.png",68920,19,"PAL","ata","Provável",6.5,13.92,1.49,4.42,16,1,NA,NA,16,41,NA,61,NA,7,8,6,3,6,6,NA,NA,NA,NA
"112","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2016/06/28/ec4f6b8012d2a0c2aedf4fe7d965eae7_FORMATO.jpeg",68901,19,"BOT","ata","Nulo",0,4.16,0,-1.03,4,NA,NA,NA,7,4,NA,19,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA
"113","Geovane Diniz Silva","Geovane Maranhão","https://s.glbimg.com/es/sde/f/2016/05/20/d43004ff960f51fbbdc965920515b96e_FORMATO.png",68900,19,"BOT","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2016/04/26/7344204cd574e7abe17afe45a20f8fa3_FORMATO.png",68925,19,"ATL","zag","Provável",1.9,17.91,0.58,3.27,13,2,NA,NA,18,25,NA,31,4,NA,2,5,NA,16,1,NA,NA,NA,NA
"115","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2016/05/01/5fc52cff976d5418e122423e959ab59c_FORMATO.png",68930,19,"VIT","ata","Provável",2.9,16.32,-0.68,3.29,18,4,NA,NA,37,28,NA,37,NA,1,8,11,7,6,15,1,NA,NA,NA
"116","Danilo Verón Bairros","Danilinho","https://s.glbimg.com/es/sde/f/2016/07/19/ba0b7f6b07eaec07dd2060de31bbe42f_FORMATO.jpeg",38617,19,"FLU","ata","Nulo",9.1,10.61,1.94,4.25,2,1,NA,NA,1,3,NA,2,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA
"117","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2016/04/30/769e4a5d5c29aacc6485e57746072683_FORMATO.png",38738,19,"GRE","mei","Provável",0,7.76,0,2.41,16,2,NA,NA,16,14,NA,87,NA,2,6,7,4,8,1,1,NA,NA,NA
"118","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,19,"CRU","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Márcio José de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2016/07/14/f73d6a34054528c4909ddb6c6ad71cb0_FORMATO.png",38763,19,"STC","mei","Nulo",0,2.62,0,-1.8,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Cícero Vítor dos Santos Júnior","Vítor","https://s.glbimg.com/es/sde/f/2016/05/01/bd08877b178e7710d61e0d39b377e6b8_FORMATO.png",68904,19,"STC","lat","Nulo",0,5.83,0,2.8,6,1,NA,NA,3,5,NA,14,1,NA,1,1,NA,9,NA,NA,NA,NA,NA
"121","Matheus Ferraz Pereira","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/ee9c9754f977b8bf74b59867238b6618_FORMATO.png",38632,19,"SPO","zag","Provável",1.1,3.94,0.64,1.04,15,1,NA,NA,28,7,NA,46,3,NA,2,3,2,7,NA,NA,1,NA,NA
"122","Leandro Luchese Guerreiro","Leandro Guerreiro","https://s.glbimg.com/es/sde/f/2016/05/09/9fcbb33c340908edfdb650fe7c281ed4_FORMATO.png",38822,19,"AME","mei","Provável",-1.1,3.37,0.05,1.29,18,6,NA,NA,23,7,NA,60,NA,1,NA,6,NA,31,1,NA,NA,NA,NA
"123","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2016/04/30/782b68bfa6a0e5f34271aa9a00e550be_FORMATO.png",38852,19,"INT","mei","Provável",-0.8,11.66,-0.4,1.64,12,1,NA,NA,8,6,NA,27,NA,1,NA,1,1,8,NA,1,NA,NA,NA
"124","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,19,"SAN","ata","Provável",0,21.39,0,-0.23,3,2,NA,NA,4,2,NA,6,NA,1,1,3,NA,NA,4,NA,NA,NA,NA
"125","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2016/05/01/49909c7b610545598b92f0e07bdee08e_FORMATO.png",38908,19,"SAN","mei","Provável",3.7,12.43,0.95,2.52,19,1,NA,NA,12,12,NA,61,NA,1,2,1,1,31,1,NA,NA,NA,NA
"126","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2016/07/19/15a45a975c9ceaffcc527d4e24d9bc65_FORMATO.png",38909,19,"FLA","mei","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Leandro Domingues Barbosa","Leandro Domingues","https://s.glbimg.com/es/sde/f/2016/05/01/229b055bfda96bb451ff23fa36f34c4e_FORMATO.png",39144,19,"VIT","mei","Contundido",0,6.89,0,2,9,NA,NA,NA,11,8,NA,12,NA,2,3,2,1,1,2,NA,NA,NA,NA
"128","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2016/05/01/65ba6d104f9bf5f59b41bf5d109d9d3f_FORMATO.png",38957,19,"PAL","ata","Dúvida",-1.6,5.69,-0.48,1.03,9,1,NA,NA,2,6,NA,12,NA,1,2,NA,NA,4,2,NA,NA,NA,NA
"129","Paulo César Carpegiani","Carpegiani","https://s.glbimg.com/es/sde/f/2010/11/16/29685470627283b0e1e45a1a2bca9f2a_FORMATO.jpeg",39355,19,"COR","tec","Provável",0,9.78,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2016/05/01/96e491504eed845c49686d39f3ce056b_FORMATO.png",39850,19,"VIT","tec","Provável",1.01,6.49,-0.27,2.96,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2016/05/09/12665443037abe696b9b0e8b793b4b9d_FORMATO.png",39152,19,"AME","lat","Provável",9.5,2.99,2.05,0.8,6,2,NA,NA,13,2,NA,21,2,NA,NA,2,NA,6,2,NA,NA,NA,NA
"132","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,19,"BOT","mei","Nulo",0,4.86,0,3.3,3,NA,NA,NA,3,4,NA,5,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA
"133","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2016/07/13/42e79d58026aea922dad47b68dcf6879_FORMATO.png",40025,19,"FLU","tec","Provável",2.71,12.73,-0.79,3.62,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Ricardo Gomes Raymundo","Ricardo Gomes","https://s.glbimg.com/es/sde/f/2016/05/22/2aa55bb880d01167a216961ab65a3245_FORMATO.png",41273,19,"BOT","tec","Provável",0,8.99,0,3.62,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2016/04/28/3d30ea7a106ec16adcd2d114cd81b8ef_FORMATO.png",40179,19,"COR","ata","Suspenso",10.4,18.36,1.53,4.03,18,6,NA,NA,51,71,NA,50,NA,1,10,13,6,15,9,NA,NA,1,NA
"136","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2016/07/08/a25c043c72cbfe64aa3f9e2a7d76cdc5_FORMATO.png",40990,19,"SAN","tec","Provável",0.35,11.3,-0.34,4.08,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Luiz Carlos Saroli","Caio Júnior","https://s.glbimg.com/es/sde/f/2016/07/06/20fe77af65a1ff75e00576f6ff3ed454_FORMATO.png",41946,19,"CHA","tec","Provável",3.33,9.1,0.39,2.92,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,19,"SPO","gol","Provável",0.9,9.19,0.62,3.73,16,1,30,NA,NA,3,21,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2016/05/01/208f53e7054acabd7a229fe523f020bf_FORMATO.png",42145,19,"PAL","lat","Provável",0,17.5,0,5.15,6,NA,NA,NA,6,7,NA,24,3,NA,1,NA,NA,13,1,NA,NA,NA,NA
"140","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2016/04/29/a8b9e1fa95ea371a1fe20b43399b8389_FORMATO.png",42222,19,"FLU","ata","Nulo",0,6.16,0,1.06,10,NA,NA,NA,3,6,NA,19,NA,NA,3,2,NA,7,3,NA,NA,NA,NA
"141","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2016/04/29/ebeec9645240ab968fdbbb15f61f93e6_FORMATO.png",42116,19,"CRU","ata","Nulo",4,13.04,0.74,3.11,17,3,NA,NA,17,21,NA,22,NA,NA,13,11,3,11,7,1,NA,NA,NA
"142","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2016/04/28/8d0f1d77fad8f00513e096df10da46e2_FORMATO.png",42234,19,"COR","gol","Provável",-2.9,17.85,-0.14,2.07,12,1,7,1,1,1,10,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Danny Bittencourt Morais","Danny Morais","https://s.glbimg.com/es/sde/f/2016/05/01/d58fc02548731386b20009a3a1d294ef_FORMATO.png",42247,19,"STC","zag","Provável",-1.1,1.31,-1.06,0.8,19,1,NA,NA,15,7,NA,36,4,NA,2,2,NA,6,3,NA,NA,NA,NA
"144","Ernando Rodrigues Lopes","Ernando","https://s.glbimg.com/es/sde/f/2016/04/30/4281780d649686f58d2350aa3f372023_FORMATO.png",49651,19,"INT","zag","Nulo",7.8,12.89,1.53,4.04,19,2,NA,NA,12,5,NA,39,5,3,3,4,2,20,NA,NA,NA,NA,NA
"145","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2016/07/07/aaa674db0888451579915e9e99dfdb2c_FORMATO.png",42232,19,"COR","mei","Nulo",0,3.13,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2016/04/30/2d7884d092837e8a2431feb597c5649c_FORMATO.png",42213,19,"INT","mei","Provável",12.1,11.24,2.28,1.63,14,5,NA,NA,44,17,NA,43,NA,NA,1,1,1,32,NA,NA,1,NA,NA
"147","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,19,"SAO","lat","Nulo",0,7.82,0,2.76,13,3,NA,NA,24,16,NA,41,4,2,1,NA,NA,16,NA,NA,NA,NA,NA
"148","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",42411,19,"PAL","tec","Provável",2.94,14.24,0.28,4.01,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2016/04/29/88d18a6c7e76b53f49c068867e67a91b_FORMATO.png",49673,19,"FLU","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Fernando Gabriel Vougado Ribeiro","Fernando Gabriel","https://s.glbimg.com/es/sde/f/2016/07/13/0123f8e7423b5fa6c0cfed8f9932062e_FORMATO.png",49737,19,"STC","mei","Nulo",0,6.36,0,0.52,9,1,NA,NA,6,4,NA,26,NA,NA,1,2,1,3,NA,NA,NA,NA,NA
"151","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2016/06/28/4bfcde55b9052618ae82d46dc33d27dd_FORMATO.jpeg",49674,19,"PAL","lat","Nulo",0,6.56,0,0.97,3,1,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"152","Bruno Martins Teles","Bruno Teles","https://s.glbimg.com/es/sde/f/2016/07/07/0b78476e89187e84de6857763819e4ba_FORMATO.png",42236,19,"AME","lat","Nulo",0,3,0,0.98,4,NA,NA,NA,3,3,NA,12,NA,NA,1,2,NA,3,NA,NA,NA,NA,NA
"153","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2016/04/20/837d4d1c4d5f3460f897e9a3689ab070_FORMATO.png",50301,19,"FLA","mei","Provável",2.9,12.68,0.44,2.61,15,4,NA,NA,28,16,NA,39,NA,3,5,7,2,19,7,NA,1,NA,NA
"154","Felipe Menezes Jácomo","Felipe Menezes","https://s.glbimg.com/es/sde/f/2016/05/01/d3e5fd4f04b0228f20ed0c104162bf46_FORMATO.png",50295,19,"PON","mei","Nulo",0,3.69,0,0.53,3,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"155","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2016/04/28/dffdad9720aa2f03053bdd0270fb8787_FORMATO.png",50294,19,"COR","mei","Nulo",0.1,12.44,0.55,2.19,18,2,NA,NA,13,16,NA,62,NA,2,5,8,2,12,NA,1,NA,NA,NA
"156","Elicarlos Souza Santos","Elicarlos","https://s.glbimg.com/es/sde/f/2016/04/29/c60e01cd155db8e33220d9f2a9027f44_FORMATO.png",50313,19,"FIG","mei","Provável",5.9,8.69,1.21,2.28,16,3,NA,NA,14,19,NA,36,NA,NA,NA,2,NA,29,NA,NA,NA,NA,NA
"157","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2016/04/28/451b957d5e77145a9740c1dd14e810fb_FORMATO.png",50284,19,"COR","gol","Provável",4,10.42,1.85,3.77,19,NA,32,NA,NA,NA,26,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2016/04/28/5d7d807595168812606d2dcce7462db9_FORMATO.png",42500,19,"COR","lat","Provável",0.5,22.93,0.26,5.46,18,3,NA,NA,23,27,NA,89,8,3,1,3,1,37,NA,NA,NA,NA,NA
"159","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2016/05/01/7bca046ddd8602f61aef411fe78c444b_FORMATO.png",50317,19,"SAN","zag","Dúvida",0.8,7.35,-0.95,2.49,7,1,NA,NA,4,1,NA,23,1,NA,NA,1,NA,13,NA,NA,NA,NA,NA
"160","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2016/07/30/7905e0520c53cd23701cb3eddd0d3d19_FORMATO.png",50407,19,"FLU","mei","Nulo",2.4,7.17,-0.83,2.4,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"161","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2016/05/01/953543bc5a15bdf924109b07ae3bf85d_FORMATO.png",50324,19,"SAO","mei","Provável",1.1,6.23,-1.42,4.55,7,4,NA,NA,24,8,NA,6,NA,NA,4,7,NA,24,NA,NA,NA,NA,NA
"162","Willian Thiego de Jesus","Thiego","https://s.glbimg.com/es/sde/f/2016/04/27/106a8b39bab2f5fc4f76145e87e57147_FORMATO.png",50393,19,"CHA","zag","Provável",2.1,5.77,0.38,3.2,17,1,NA,NA,17,16,NA,53,3,NA,3,6,4,15,1,1,2,NA,NA
"163","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2016/05/11/c42be00e62cf171cd7509aeab8ba6d9b_FORMATO.png",50362,19,"CRU","lat","Suspenso",-1.1,0.82,0.03,-0.67,14,3,NA,NA,25,13,NA,37,1,1,3,5,NA,8,1,NA,2,NA,1
"164","Rafael Ramos de Lima","Rafael Lima","https://s.glbimg.com/es/sde/f/2016/04/27/6e9382dfa32bee612bc70217b093b2b6_FORMATO.png",50361,19,"CHA","zag","Nulo",0,6.42,0,3.93,4,1,NA,NA,1,1,NA,5,1,1,NA,1,NA,5,NA,NA,NA,NA,NA
"165","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,19,"GRE","lat","Provável",0,13.62,0,4.08,12,4,NA,NA,23,4,NA,33,7,NA,NA,2,1,17,1,1,NA,NA,NA
"166","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,19,"SAO","gol","Contundido",0,11.54,0,10.7,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Anderson Angus Aquino","Anderson Aquino","https://s.glbimg.com/es/sde/f/2016/05/20/b0b4962c891176354de801debd50dcad_FORMATO.png",50413,19,"BOT","ata","Nulo",0,3.82,0,1.23,6,2,NA,NA,4,10,NA,8,NA,NA,2,1,NA,3,8,2,NA,NA,NA
"168","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2016/04/28/9930f715c0d34977f60c416dc3311aca_FORMATO.png",68938,19,"COR","mei","Provável",4.3,7.02,0.41,2.36,18,2,NA,NA,23,26,NA,81,NA,3,7,5,2,17,2,NA,NA,NA,NA
"169","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2016/07/12/d58f34794f5686238b247c2cc8e17992_FORMATO.png",50369,19,"ATL","mei","Nulo",0,6.08,0,0.32,5,1,NA,NA,3,5,NA,6,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA
"170","Everton Leandro dos Santos Pinto","Everton Santos","https://s.glbimg.com/es/sde/f/2016/04/29/1aaa0e9e35c2a6eb01c03b59b13b0d1c_FORMATO.png",50326,19,"FIG","ata","Nulo",0,3.56,0,0.37,6,NA,NA,NA,4,8,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"171","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2016/07/08/b5631b95dc105cd68b154bfaa21ecf74_FORMATO.png",68950,19,"SPO","zag","Provável",-0.2,4.72,0,0.66,5,1,NA,NA,5,1,NA,15,1,NA,1,1,NA,3,NA,NA,NA,NA,NA
"172","Josimar Rosado da Silva Tavares","Josimar","https://s.glbimg.com/es/sde/f/2016/04/27/8e02fb0168f097a88bcdc53ad79d10c9_FORMATO.png",68951,19,"CHA","mei","Provável",2.3,6.49,0.65,1.98,17,4,NA,NA,38,19,NA,43,NA,NA,2,6,NA,32,NA,1,NA,NA,NA
"173","Mário Sérgio Santos Costa","Marinho","https://s.glbimg.com/es/sde/f/2016/05/01/fd249ecee00ebf56d13d770212e144b4_FORMATO.png",68952,19,"VIT","ata","Provável",-0.9,14.15,-1.02,4.74,12,5,NA,NA,34,61,NA,47,NA,NA,11,11,4,11,11,1,NA,NA,NA
