"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","I","PE","RB","SG","G","A","FT","DD","GS","CV","PP","DP","GC"
"399","Vitor Ruas Garrido","Vitinho","https://s.glbimg.com/es/sde/f/2016/05/09/7af1013445c4cc15fd5f4044616d04cd_FORMATO.png",94933,16,"AME","ata","Nulo",0,0.77,0,-0.3,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Lourency do Nascimento Rodrigues","Lourency","https://s.glbimg.com/es/sde/f/2016/04/27/3a84257ee84604c2cff291c1b066a26b_FORMATO.png",94249,16,"CHA","ata","Nulo",0,1.07,0,0.07,3,NA,3,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Lucas Emanoel Leite Romão","Lucão","https://s.glbimg.com/es/sde/f/2016/07/06/1d5f27ee4d8c230af2ff8999e8d6bc88_FORMATO.png",94962,16,"CRU","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2016/07/07/db1e5a2c9cffd51d57211909936a7953_FORMATO.png",94985,16,"COR","lat","Nulo",0,12.68,0,3.84,13,2,6,1,NA,14,1,37,15,5,NA,2,NA,NA,NA,NA,NA,NA,NA
"403","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2016/05/09/47077cf4073dc5319b8e49c87010479b_FORMATO.jpeg",95023,16,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Lucas Tolentino Coelho de Lima","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2016/04/20/617d739dd1a0f98c8183bc66cee10d54_FORMATO.png",94930,16,"FLA","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2016/05/09/a1a3a7a82484b2a3f7b6388ea8f914cc_FORMATO.jpeg",95022,16,"ATL","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Matheus Vinicius Matos Nogueira","Matheus Nogueira","https://s.glbimg.com/es/sde/f/2016/04/27/78ec1e03838620b307a5b86148c2cb22_FORMATO.jpeg",95121,16,"GRE","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Wildson Silva de Melo","Índio",NA,95180,16,"SPO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Guilherme Gianotti Morassi","Guilherme Morassi","https://s.glbimg.com/es/sde/f/2016/07/06/2b8ab58b9967522c8b927c30e53414e6_FORMATO.png",94013,16,"FIG","lat","Nulo",0,1.6,-0.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Yago César da Silva","Yago","https://s.glbimg.com/es/sde/f/2016/05/13/63ec665d8c94605033bc8a7f765d373e_FORMATO.png",95126,16,"ATL","ata","Dúvida",-0.8,0.8,-0.01,-0.65,2,NA,3,1,NA,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2016/05/01/f392eee84b1739e345e9b45a514b398e_FORMATO.jpeg",94045,16,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Nicolas Vichiatto da Silva","Nicolas","https://s.glbimg.com/es/sde/f/2016/05/13/3ed8feee46309c431569eaf3d3deff10_FORMATO.png",95127,16,"ATL","mei","Nulo",0,1.42,0,2.9,1,NA,NA,NA,NA,2,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","José Vinícius do Santos Silva","Vinícius Bala",NA,95181,16,"SPO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Lucas Kal Schenfeld Progioli","Lucas Kal","https://s.glbimg.com/es/sde/f/2016/06/28/729e1834df2c58e399827dd968c022a1_FORMATO.jpeg",95662,16,"SAO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2016/04/20/f969d90dae6aa636d5e07326a7cb3c9c_FORMATO.png",94138,16,"FLA","ata","Nulo",0,9.02,0,4.55,9,NA,11,3,5,11,2,11,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"415","Lucas Ribamar Lopes dos Santos Bibiano","Ribamar","https://s.glbimg.com/es/sde/f/2016/05/20/c2b2ff7808695647ee0d6a0124a9df42_FORMATO.png",94068,16,"BOT","ata","Nulo",0,6.28,0,1.22,12,1,12,5,4,14,10,12,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"416","Pedro Gomes Bortoluzzo","Pedro",NA,95661,16,"SAO","ata","Nulo",-0.5,0.8,-0.2,-0.5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Luiz Miller dos Santos Silva","Luiz Miller","https://s.glbimg.com/es/sde/f/2016/05/01/07a0c81156c35ffc3aa26adc06a9a5e2_FORMATO.png",94143,16,"STC","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Vinícius Alexandre Pinto","Vinícius","https://s.glbimg.com/es/sde/f/2016/07/08/c395598d9ffe0494929a8e190e4edb87_FORMATO.jpeg",95663,16,"PON","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Rodney Wallace Burns","Rodney Wallace","https://s.glbimg.com/es/sde/f/2016/07/08/be30503bb37ff03ba2a82fc46259f268_FORMATO.png",95693,16,"SPO","ata","Provável",1.7,4.3,0.4,4.23,8,2,9,1,2,3,NA,21,11,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"420","Vitor Hugo Carvalho","Vitinho","https://s.glbimg.com/es/sde/f/2016/06/28/0066a6b82eb2c048ead7c8b148fec04d_FORMATO.jpeg",95770,16,"PAL","mei","Nulo",0,1.95,0,1.05,2,NA,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/8113dcced21a9f08cfe758943519c15a_FORMATO.png",72168,16,"STC","mei","Suspenso",-0.8,7.07,-1.03,3.19,14,3,26,8,4,32,NA,74,27,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"422","João Vitor Brandão Figueiredo","João Figueiredo",NA,95779,16,"ATL","ata","Nulo",0,0.77,0,-0.37,3,1,1,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Giovanni Palmieri dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/29/d954165fc5e9964dc562fb2abafc176f_FORMATO.png",72097,16,"FLU","lat","Nulo",0,6.38,0,2.26,8,3,6,1,3,4,1,26,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2016/04/29/30350579107b2bf5c3e11cbaaa65ec0f_FORMATO.png",77529,16,"FIG","lat","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Artur Victor Guimarães","Artur","https://s.glbimg.com/es/sde/f/2016/06/28/0a1a8bac3a7b8bc526958b35ff2a32be_FORMATO.jpeg",95799,16,"PAL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2016/06/28/34411a0d95777a4e5c4de1ba74779a23_FORMATO.jpeg",95820,16,"COR","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","José Ricardo Mannarino","Zé Ricardo","https://s.glbimg.com/es/sde/f/2016/07/14/6bfb2dd930a89bee8175af0b5545f03d_FORMATO.jpeg",95780,16,"FLA","tec","Provável",3.55,12.78,0.03,4.13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Caique da Silva Maria","Caíque",NA,95831,16,"SAO","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Nathanael Ananias da Silva","Nathan",NA,95794,16,"ATL","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Marcos de Almeida","Marcão","https://s.glbimg.com/es/sde/f/2016/06/28/210eaa04ca1501fb8f61ad65809e8bdd_FORMATO.jpeg",95832,16,"GRE","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Kady Iuri Borges Malinowski","Kady","https://s.glbimg.com/es/sde/f/2016/07/11/f7b8ac0e8e33c791b002c13dfcf77bf4_FORMATO.png",95855,16,"COR","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Matheus Henrique Meireles Mota","Matheus Henrique","https://s.glbimg.com/es/sde/f/2016/07/05/ae05f42174c1b9cccde7bf5c9039e152_FORMATO.jpeg",95841,16,"FIG","ata","Nulo",0,1.43,0,-0.3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Fabián Ariel Noguera","Fabián Noguera","https://s.glbimg.com/es/sde/f/2016/07/08/73aad4317e7f05e2a49b429174de5b6c_FORMATO.png",95837,16,"SAN","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Thiago Ennes Moreira","Thiago Ennes",NA,95861,16,"FLA","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Yonatthan Nicolas Rak Barragan","Rak",NA,95829,16,"INT","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2016/05/01/10d10d398f850bd63c86f958c7f28a2e_FORMATO.jpeg",72007,16,"STC","mei","Provável",2,8.85,0.21,1.68,14,3,34,2,1,14,NA,30,27,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"437","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/26/f745425654d63329f97ee5ccbc96c958_FORMATO.png",68979,16,"ATL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2016/07/07/808a9e3e04df7596a766d7feb9c2a0e6_FORMATO.png",88002,16,"VIT","mei","Provável",2.7,2.8,0.29,1.48,6,NA,3,NA,4,6,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,16,"VIT","zag","Nulo",0,4.9,0,2.02,14,NA,16,3,NA,11,NA,21,18,1,NA,NA,1,NA,NA,1,NA,NA,NA
"440","Paulo Ricardo Ferreira","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2016/05/01/55a7c3efa93f25e94238147e784e436c_FORMATO.png",88224,16,"SAN","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2016/04/28/20284e957be3b188a80da6385901f248_FORMATO.jpeg",88136,16,"PON","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Claudio Ezequiel Aquino","Claudio Aquino","https://s.glbimg.com/es/sde/f/2016/07/19/4fe2cbc4a5a06e7763249fc79eba390e_FORMATO.png",95950,16,"FLU","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Isaac Oliveira Prado","Isaac","https://s.glbimg.com/es/sde/f/2016/06/28/38222ed7dab0cac62c7f863fd6d0aab7_FORMATO.jpeg",88140,16,"COR","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Jorge Marco de Oliveira Moraes","Jorge","https://s.glbimg.com/es/sde/f/2016/04/20/fcce4bf95de7ba74ee7d3cee0dc27bd2_FORMATO.png",88065,16,"FLA","lat","Dúvida",0,21.08,0,5.87,15,2,14,2,2,15,1,39,32,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"445","Alexis Ricardo Rojas Villalba","Alexis Rojas","https://s.glbimg.com/es/sde/f/2016/07/19/d0da6d5c7bca17f703451849588c8563_FORMATO.jpeg",95937,16,"FLU","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2016/05/01/eb94bb8c5d05bfa2c6196961a8686f0f_FORMATO.png",88225,16,"SAN","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Adrián Ricardo Centurión","Centurión","https://s.glbimg.com/es/sde/f/2016/05/01/4beae587728cc6f31ddd73ed7df97170_FORMATO.png",88269,16,"SAO","ata","Provável",-1.2,8.03,-0.27,2.1,14,NA,8,4,11,30,7,45,8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"448","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2016/06/23/7903fe7f2298b69880a189fc96ca0f0c_FORMATO.png",88323,16,"COR","ata","Provável",3.9,10.82,-0.37,7.09,10,1,11,6,6,31,4,31,10,NA,4,3,NA,NA,NA,NA,NA,NA,NA
"449","Jonathan Braz Santos","Jonathan",NA,96024,16,"CRU","gol","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Ayrton Lucas Dantas de Medeiros","Ayrton ","https://s.glbimg.com/es/sde/f/2016/05/30/d9de5b01c0675ed4e4ab3da40f2a1cca_FORMATO.png",88393,16,"FLU","lat","Nulo",0,3.7,0,4.7,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Ayrton Luis Ganino","Ayrton","https://s.glbimg.com/es/sde/f/2016/07/07/72bdc4c31f264929d3f8863d16df6d62_FORMATO.png",72334,16,"FIG","lat","Provável",2.2,9.85,-0.05,4.79,13,1,11,4,5,18,NA,40,19,4,1,1,NA,NA,NA,NA,NA,NA,NA
"452","Walace Souza Silva","Walace","https://s.glbimg.com/es/sde/f/2016/04/30/14966dfd439d086334be00397217a6a2_FORMATO.png",88479,16,"GRE","mei","Nulo",0,13.43,0,3,12,3,16,4,5,14,NA,50,25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"453","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2016/07/08/2e85b7ebd77a08a7b2652294f4b38b7c_FORMATO.png",88417,16,"COR","ata","Dúvida",2.9,2.44,0.44,1.35,4,NA,2,NA,1,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2016/05/20/1cfe544293261682171b21a47393cd7a_FORMATO.png",72362,16,"BOT","mei","Provável",6,13.29,-0.11,4.91,9,NA,9,1,2,11,NA,23,26,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"455","Sherman Andrés Cárdenas Estupiñan","Cárdenas","https://s.glbimg.com/es/sde/f/2016/07/23/9f4103e1e88a5d11336762a8a3f8a699_FORMATO.png",72871,16,"VIT","mei","Nulo",0.1,4.84,-1.16,0.1,1,NA,1,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Luiz Carlos Oliveira Bitencourt","Luiz Carlos ","https://s.glbimg.com/es/sde/f/2016/05/01/094cd9a92291d9b827dcfe88c0efccb6_FORMATO.png",88430,16,"SPO","gol","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Luis Carlos Ruiz Morales","Luis Ruiz","https://s.glbimg.com/es/sde/f/2014/10/16/06535e62d6a30195fbef7bbbc9571540_FORMATO.jpeg",72886,16,"SPO","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2016/06/29/837c33157c2a34e3051e9233b916362e_FORMATO.png",73421,16,"FLA","zag","Nulo",-1.2,9.76,-1.12,4.12,9,NA,2,3,5,4,NA,42,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Yan Medeiros Sasse","Yan",NA,96055,16,"COR","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2016/05/01/eefe06604642d12c5a4a811575872536_FORMATO.png",72290,16,"PAL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Paulo Cezar Magalhães Lobos","Paulo Cezar","https://s.glbimg.com/es/sde/f/2016/04/30/c1672b9c587a6a33d10e5bf33db00999_FORMATO.png",72896,16,"INT","lat","Contundido",0,4.41,0,5.5,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Mike dos Santos Nenatarvicius","Mike","https://s.glbimg.com/es/sde/f/2016/07/12/a33842c75ada33b39286b16f8025f0d7_FORMATO.jpeg",72389,16,"INT","ata","Contundido",0,2.79,0,1.7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Jakson Ragnar Follmann ","Follmann ","https://s.glbimg.com/es/sde/f/2016/06/30/c3eee6d0b0f223215c2ac42be641647b_FORMATO.png",72488,16,"CHA","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Cesar Iván Benitez","César Benítez","https://s.glbimg.com/es/sde/f/2016/07/07/ad2c349e6d6fb30277a07d8a145d3839_FORMATO.png",72932,16,"COR","lat","Nulo",0,2.9,0,-0.1,2,1,3,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2016/04/30/ded85791904973e78a63259219ccdc59_FORMATO.png",72490,16,"GRE","zag","Nulo",0,12.63,0,3.49,9,1,8,NA,2,4,1,18,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"466","Weverson Leandro Oliveira Moura","Leandro","https://s.glbimg.com/es/sde/f/2016/07/08/3180115ee9f22a23cd52049946bf4972_FORMATO.png",73085,16,"COR","ata","Nulo",0,6.59,0,1.03,12,2,15,6,1,3,6,16,2,NA,1,1,2,NA,NA,NA,NA,NA,NA
"467","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2016/07/08/f9dccfcf64eba1da00b352341a1ac60f_FORMATO.png",73281,16,"PON","mei","Contundido",0,3.85,0,0.91,11,2,19,3,4,13,NA,25,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2015/10/30/1c660df5f3b044883c90029d2cfeef51_FORMATO.png",72603,16,"COR","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Argélico Fucks","Argel Fucks","https://s.glbimg.com/es/sde/f/2016/07/13/0c678ec28cd7442fd6c177184426105f_FORMATO.png",73317,16,"FIG","tec","Provável",1.69,10.77,-0.23,3.44,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,16,"SPO","zag","Contundido",0,5.58,0,0.57,3,NA,8,NA,NA,2,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Renato Gonçalves de Lima","Renatinho","https://s.glbimg.com/es/sde/f/2016/05/01/18fc6fba34015748124139867c57db94_FORMATO.png",73344,16,"STC","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Vitor Hugo Franchescoli de Souza","Vitor Hugo","https://s.glbimg.com/es/sde/f/2016/05/01/e68421691461665280e5183ea53281dd_FORMATO.png",72605,16,"PAL","zag","Provável",7,9.84,0.02,3.29,15,3,20,2,2,5,1,28,13,5,2,1,NA,NA,NA,NA,NA,NA,NA
"473","Clayton da Rosa Peixoto","Clayton","https://s.glbimg.com/es/sde/f/2016/07/13/a0dfbbf1e8da427bd425673b31c34b69_FORMATO.png",72717,16,"SPO","mei","Nulo",0,1.38,0,-0.22,4,NA,2,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",73384,16,"SPO","lat","Provável",3.5,6.65,0.02,2.07,14,6,18,3,3,23,1,39,18,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"475","Thiago Rodrigues de Oliveira Nogueira","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2016/07/12/a02dbc02afeb9bb25479fca2d6884989_FORMATO.png",73414,16,"FIG","gol","Provável",7.2,4.78,1.67,4.24,5,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,11,6,NA,NA,NA,NA
"476","Luccas Claro dos Santos","Luccas Claro","https://s.glbimg.com/es/sde/f/2016/04/28/212653f2dde798fcc736ead5c59f61db_FORMATO.png",73465,16,"COR","zag","Provável",5.6,14.04,0.74,3.69,10,5,7,NA,5,6,1,24,8,5,1,1,NA,NA,NA,NA,NA,NA,NA
"477","Gustavo Marcelo Cardoso Soares","Índio","https://s.glbimg.com/es/sde/f/2016/05/09/2d3e08a6de57469515879fd2d364fa37_FORMATO.jpeg",95315,16,"COR","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Luiz Eduardo Figueiredo ","Dudu","https://s.glbimg.com/es/sde/f/2016/06/28/f246ddc73a9a5668b47e24852a3e9014_FORMATO.jpeg",73511,16,"FLU","mei","Nulo",0.5,8.59,0,0.15,6,NA,4,1,3,3,NA,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Victor Luiz Prestes Filho","Vitinho","https://s.glbimg.com/es/sde/f/2016/07/13/fec7b396e3ea32757d4728bef42864b5_FORMATO.png",95260,16,"CRU","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Matheus Sousa de Jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2016/05/01/861e63537ee390314861e3d9e8f3e2f6_FORMATO.png",95335,16,"PON","mei","Nulo",-3.3,2.79,-0.81,0.84,13,4,19,2,1,11,1,22,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2016/06/28/5b421dbcedd89d35ab19a538e6c4ab1f_FORMATO.jpeg",73513,16,"FLU","mei","Provável",-0.3,1.95,-0.24,-0.07,9,2,6,3,1,6,3,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Gregore Magalhães da Silva","Gregore","https://s.glbimg.com/es/sde/f/2016/06/28/e0edf8d3f4727e710d27e56e8a0989a5_FORMATO.jpeg",95464,16,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2016/04/20/43f762e9398936d399d42746fc9cfdd4_FORMATO.png",73515,16,"FLA","mei","Nulo",-0.3,3.71,-0.21,0.86,7,NA,NA,3,NA,4,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/06/23/d272a6afb889b325b761ee2ad2276506_FORMATO.png",73540,16,"SPO","ata","Provável",14.4,10.3,2.63,4.25,11,1,4,1,8,16,2,11,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"485","Matheus Nolasco de Oliveira Silva","Matheus Nolasco","https://s.glbimg.com/es/sde/f/2016/06/28/2f84a485853ec14d4568e1e77e58e117_FORMATO.jpeg",95465,16,"SAN","ata","Nulo",0,3.25,0,0.82,4,1,1,1,NA,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Leonardo Cereja","Léo Cereja","https://s.glbimg.com/es/sde/f/2016/05/01/8e2be41e6ff47c7f43ca6cfc5566242a_FORMATO.png",95337,16,"PON","mei","Nulo",0,1.6,-0.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
