"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","I","PE","RB","SG","G","A","FT","DD","GS","CV","PP","DP","GC"
"87","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2016/05/01/888bd2ad97a3e922521ae1bf34c965bd_FORMATO.png",54797,16,"SPO","ata","Nulo",0,2.44,-0.33,0.27,6,NA,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Lins Lima de Britto","Lins","https://s.glbimg.com/es/sde/f/2016/07/13/32629a6c4a7033ebefa4459b70d19e86_FORMATO.png",53669,16,"FIG","ata","Contundido",0,3.15,0,2.02,6,NA,4,3,1,7,1,9,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"89","Cristóvão Borges dos Santos","Cristóvão Borges","https://s.glbimg.com/es/sde/f/2016/07/08/bde7a7052c1ce00fbf0665cb3ab83cbc_FORMATO.png",60752,16,"COR","tec","Provável",2.34,13.79,-0.37,4.81,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2016/06/28/53d1f07a9ec5a64b1002bc9672260167_FORMATO.jpeg",54395,16,"COR","mei","Nulo",-1.4,9.94,-0.31,-0.14,5,2,5,NA,5,2,1,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Edmílson dos Santos Silva","Edmílson","https://s.glbimg.com/es/sde/f/2016/07/08/3b8990821b2206ca3ece042ae9fcbbf2_FORMATO.png",55519,16,"SPO","ata","Provável",1.4,7.19,-1.9,3,13,2,12,7,7,10,8,16,7,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"92","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2016/04/26/832210cff768e7a0bcc99eadd2bf79d1_FORMATO.png",52950,16,"ATL","gol","Provável",8.2,11.47,1.72,0.68,15,NA,NA,NA,NA,2,NA,12,1,3,NA,NA,NA,14,23,NA,NA,NA,NA
"93","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/30/6dd38f550a44a2bcb5094495271fd09a_FORMATO.png",60788,16,"INT","mei","Nulo",0.5,3.35,-0.57,1.63,3,NA,1,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"94","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2016/04/28/fedb726ec6d4804d5d34bf905cceca24_FORMATO.png",56102,16,"COR","mei","Provável",5.6,6.92,0.46,2.03,15,5,28,5,10,6,NA,37,23,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"95","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2016/04/26/c7a8380a02c4515641cb7be29a3a8f5a_FORMATO.png",60784,16,"ATL","mei","Provável",6,10.98,0.5,3.75,12,2,13,1,NA,16,NA,25,27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"96","Luan Michel de Louzã","Luan","https://s.glbimg.com/es/sde/f/2016/05/01/b382e271d658c1a86a3f257ca46cfb8e_FORMATO.png",60834,16,"PAL","ata","Nulo",0,1.87,0,1.1,2,NA,1,1,NA,3,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Pablo de Barros Paulino","Pablo","https://s.glbimg.com/es/sde/f/2016/05/09/35384d66b2f806991c3980f871525fe1_FORMATO.png",60794,16,"AME","lat","Provável",-1.5,2.92,0.16,0.3,4,1,4,NA,1,3,2,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Felipe Azevedo dos Santos","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2016/05/01/b65f07ed24924fb1d54139f6b07a0ec5_FORMATO.png",60825,16,"PON","ata","Nulo",0,16.78,0,4.98,11,1,10,6,10,21,2,38,9,NA,5,1,NA,NA,NA,NA,1,NA,1
"99","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2016/04/28/667243f1202f23bca573f1ddbb3442e2_FORMATO.png",60819,16,"CRU","zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Uendel Pereira Gonçalves","Uendel","https://s.glbimg.com/es/sde/f/2016/04/28/32ce15929c8ce3e8a780390968bf42cc_FORMATO.png",60852,16,"COR","lat","Provável",-2.4,12.75,-0.66,4.58,16,2,13,2,2,9,2,55,19,7,2,2,NA,NA,NA,NA,NA,NA,NA
"101","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2016/04/26/cce286c6b0a6d0a64dfc65ba3363fb6e_FORMATO.png",60969,16,"ATL","lat","Nulo",0,9.61,0,4.01,12,1,11,8,3,3,4,29,9,2,2,2,1,NA,NA,NA,NA,NA,NA
"102","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2016/04/28/8d01a11770a124d6d1f9432e0d2cc9eb_FORMATO.png",61033,16,"COR","mei","Provável",0,6.96,0.01,3.21,11,1,13,1,8,16,NA,31,15,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"103","Márcio José de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2016/07/14/f73d6a34054528c4909ddb6c6ad71cb0_FORMATO.png",38763,16,"STC","mei","Nulo",-1.8,2.62,-1.38,-1.8,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Wanderley de Jesus Sousa","Derley","https://s.glbimg.com/es/sde/f/2016/07/06/0825d5f11a2ec998e11fb901297e2d90_FORMATO.png",60791,16,"STC","mei","Nulo",0,4.19,0,2.3,2,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/07/15/45ccc9168eb3c040a3098b28bb764ce9_FORMATO.png",61188,16,"SAO","ata","Provável",1.5,7.25,-0.25,1,2,NA,2,2,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Ananias Elói Castro Monteiro","Ananias","https://s.glbimg.com/es/sde/f/2016/04/27/0dead0d45be78ee38c88ac55e4b5a928_FORMATO.png",61135,16,"CHA","ata","Provável",7.9,4.89,1.28,2.66,9,2,13,4,1,10,1,22,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"107","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2016/04/28/fcb4a31eaeed96a5abb3056b698207d1_FORMATO.png",61149,16,"COR","ata","Nulo",0,7.83,0,3.92,5,NA,6,NA,6,4,NA,10,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"108","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2016/05/01/49909c7b610545598b92f0e07bdee08e_FORMATO.png",38908,16,"SAN","mei","Provável",4,12.52,0.54,2.82,16,1,9,2,1,11,NA,52,27,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"109","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,16,"SAN","ata","Provável",-2.7,21.82,-1.96,1.6,2,1,3,1,2,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"110","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2016/05/09/42de8657b853667a526244f2be9234aa_FORMATO.png",61211,16,"ATL","lat","Provável",1.6,7.89,-0.25,3.13,8,2,16,NA,NA,5,NA,20,15,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"111","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2016/05/01/65ba6d104f9bf5f59b41bf5d109d9d3f_FORMATO.png",38957,16,"PAL","ata","Nulo",0,6.72,0,1.45,7,1,2,2,NA,4,NA,9,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"112","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,16,"BOT","mei","Nulo",0,4.91,0,3,1,NA,3,NA,NA,4,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2016/07/19/15a45a975c9ceaffcc527d4e24d9bc65_FORMATO.png",38909,16,"FLA","mei","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2016/05/01/96e491504eed845c49686d39f3ce056b_FORMATO.png",39850,16,"VIT","tec","Provável",4.05,6.85,0.17,3.27,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2016/07/13/42e79d58026aea922dad47b68dcf6879_FORMATO.png",40025,16,"FLU","tec","Provável",0.56,11.99,-1.01,3.38,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2016/05/09/12665443037abe696b9b0e8b793b4b9d_FORMATO.png",39152,16,"AME","lat","Contundido",0,0.8,0,-1.6,3,1,4,NA,1,NA,2,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Leandro Domingues Barbosa","Leandro Domingues","https://s.glbimg.com/es/sde/f/2016/05/01/229b055bfda96bb451ff23fa36f34c4e_FORMATO.png",39144,16,"VIT","mei","Contundido",0,6.89,0,2,9,NA,11,3,2,8,2,12,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"118","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,16,"SPO","gol","Provável",7.7,9.88,1.55,3.83,13,1,NA,NA,NA,2,NA,7,NA,2,NA,NA,NA,27,19,NA,NA,NA,NA
"119","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2016/04/28/3d30ea7a106ec16adcd2d114cd81b8ef_FORMATO.png",40179,16,"COR","ata","Dúvida",8.6,17.54,0.35,3.7,15,5,44,9,11,56,9,43,11,NA,5,1,NA,NA,NA,NA,1,NA,NA
"120","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2016/07/08/a25c043c72cbfe64aa3f9e2a7d76cdc5_FORMATO.png",40990,16,"SAN","tec","Provável",5.86,11.88,0.4,4.3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Ricardo Gomes Raymundo","Ricardo Gomes","https://s.glbimg.com/es/sde/f/2016/05/22/2aa55bb880d01167a216961ab65a3245_FORMATO.png",41273,16,"BOT","tec","Provável",1.47,9.07,-0.67,3.7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2016/04/29/ebeec9645240ab968fdbbb15f61f93e6_FORMATO.png",42116,16,"CRU","ata","Nulo",17.5,15.08,2.85,3.29,15,2,15,11,10,20,5,19,10,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"123","Bruno Martins Teles","Bruno Teles","https://s.glbimg.com/es/sde/f/2016/07/07/0b78476e89187e84de6857763819e4ba_FORMATO.png",42236,16,"AME","lat","Provável",3.3,3,0.54,0.98,4,NA,3,1,2,3,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2016/05/01/208f53e7054acabd7a229fe523f020bf_FORMATO.png",42145,16,"PAL","lat","Nulo",0,17.5,0,5.15,6,NA,6,1,NA,7,1,24,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2016/04/29/a8b9e1fa95ea371a1fe20b43399b8389_FORMATO.png",42222,16,"FLU","ata","Nulo",0,6.16,0,1.06,10,NA,3,3,2,6,3,19,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2016/04/28/8d0f1d77fad8f00513e096df10da46e2_FORMATO.png",42234,16,"COR","gol","Provável",-1.5,18.26,-0.41,2.58,9,1,1,NA,NA,NA,NA,1,NA,3,NA,NA,NA,6,7,NA,NA,1,NA
"127","Luiz Carlos Saroli","Caio Júnior","https://s.glbimg.com/es/sde/f/2016/07/06/20fe77af65a1ff75e00576f6ff3ed454_FORMATO.png",41946,16,"CHA","tec","Provável",3.31,8.6,0.29,2.77,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2016/07/07/aaa674db0888451579915e9e99dfdb2c_FORMATO.png",42232,16,"COR","mei","Nulo",0,3.13,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2016/04/29/88d18a6c7e76b53f49c068867e67a91b_FORMATO.png",49673,16,"FLU","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2016/04/28/5d7d807595168812606d2dcce7462db9_FORMATO.png",42500,16,"COR","lat","Suspenso",0,23.77,0,6.02,15,3,19,1,2,22,NA,78,34,7,1,3,NA,NA,NA,NA,NA,NA,NA
"131","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2016/04/30/2d7884d092837e8a2431feb597c5649c_FORMATO.png",42213,16,"INT","mei","Suspenso",-3.5,8.41,-1.22,0.75,12,5,38,1,1,16,NA,42,27,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"132","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,16,"SAO","lat","Provável",0.2,8.59,-0.57,3.29,12,2,21,1,NA,15,NA,39,16,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"133","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2016/04/28/451b957d5e77145a9740c1dd14e810fb_FORMATO.png",50284,16,"COR","gol","Provável",8,11.42,1.53,4.87,16,NA,NA,NA,NA,NA,NA,7,NA,6,NA,NA,NA,30,20,NA,NA,NA,NA
"134","Fernando Gabriel Vougado Ribeiro","Fernando Gabriel","https://s.glbimg.com/es/sde/f/2016/07/13/0123f8e7423b5fa6c0cfed8f9932062e_FORMATO.png",49737,16,"STC","mei","Nulo",0,6.71,0,0.69,7,1,5,1,1,4,NA,25,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"135","Ernando Rodrigues Lopes","Ernando","https://s.glbimg.com/es/sde/f/2016/04/30/4281780d649686f58d2350aa3f372023_FORMATO.png",49651,16,"INT","zag","Provável",1.1,11.51,0.2,4.09,16,2,10,3,4,4,NA,33,15,5,2,2,NA,NA,NA,NA,NA,NA,NA
"136","Danny Bittencourt Morais","Danny Morais","https://s.glbimg.com/es/sde/f/2016/05/01/d58fc02548731386b20009a3a1d294ef_FORMATO.png",42247,16,"STC","zag","Provável",0.1,1.31,-0.83,0.67,16,1,14,2,1,6,2,34,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2016/06/28/4bfcde55b9052618ae82d46dc33d27dd_FORMATO.jpeg",49674,16,"PAL","lat","Nulo",0,6.56,0,0.97,3,1,NA,NA,NA,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2016/04/28/dffdad9720aa2f03053bdd0270fb8787_FORMATO.png",50294,16,"COR","mei","Nulo",-0.6,12.6,-0.61,2.59,16,2,11,5,7,16,NA,56,12,NA,2,2,1,NA,NA,NA,NA,NA,NA
"139","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",42411,16,"PAL","tec","Provável",3.57,14.16,-0.4,4.28,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Felipe Menezes Jácomo","Felipe Menezes","https://s.glbimg.com/es/sde/f/2016/05/01/d3e5fd4f04b0228f20ed0c104162bf46_FORMATO.png",50295,16,"PON","mei","Nulo",0,3.69,0,0.53,3,NA,NA,NA,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2016/05/01/7bca046ddd8602f61aef411fe78c444b_FORMATO.png",50317,16,"SAN","zag","Dúvida",0,8.3,0,2.77,6,1,4,NA,1,1,NA,20,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2016/05/11/c42be00e62cf171cd7509aeab8ba6d9b_FORMATO.png",50362,16,"CRU","lat","Provável",0.4,0.8,-0.01,-0.29,11,2,21,2,4,12,1,31,6,1,NA,1,NA,NA,NA,2,NA,NA,NA
"143","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2016/05/01/953543bc5a15bdf924109b07ae3bf85d_FORMATO.png",50324,16,"SAO","mei","Suspenso",0,6.89,0,3.92,4,3,11,1,2,6,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,16,"GRE","lat","Provável",0,12.61,0,4.01,10,3,20,NA,2,2,1,26,15,5,1,NA,1,NA,NA,NA,NA,NA,NA
"145","Rafael Ramos de Lima","Rafael Lima","https://s.glbimg.com/es/sde/f/2016/04/27/6e9382dfa32bee612bc70217b093b2b6_FORMATO.png",50361,16,"CHA","zag","Nulo",0,6.42,0,3.93,4,1,1,NA,1,1,NA,5,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"146","Everton Leandro dos Santos Pinto","Everton Santos","https://s.glbimg.com/es/sde/f/2016/04/29/1aaa0e9e35c2a6eb01c03b59b13b0d1c_FORMATO.png",50326,16,"FIG","ata","Nulo",0,3.56,0,0.37,6,NA,4,NA,2,8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Elicarlos Souza Santos","Elicarlos","https://s.glbimg.com/es/sde/f/2016/04/29/c60e01cd155db8e33220d9f2a9027f44_FORMATO.png",50313,16,"FIG","mei","Provável",4.3,8.31,0.05,2.24,14,3,13,NA,2,19,NA,32,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2016/04/20/837d4d1c4d5f3460f897e9a3689ab070_FORMATO.png",50301,16,"FLA","mei","Dúvida",0,14.76,0,2.85,12,3,22,1,6,12,6,29,15,NA,2,3,NA,NA,NA,1,NA,NA,NA
"149","Anderson Angus Aquino","Anderson Aquino","https://s.glbimg.com/es/sde/f/2016/05/20/b0b4962c891176354de801debd50dcad_FORMATO.png",50413,16,"BOT","ata","Nulo",0,3.82,0,1.23,6,2,4,2,1,10,8,8,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"150","Willian Thiego de Jesus","Thiego","https://s.glbimg.com/es/sde/f/2016/04/27/106a8b39bab2f5fc4f76145e87e57147_FORMATO.png",50393,16,"CHA","zag","Provável",-0.2,4.93,0.26,3.01,14,1,17,3,2,12,NA,47,14,3,3,NA,1,NA,NA,2,NA,NA,NA
"151","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,16,"SAO","mei","Provável",10.3,4.2,1.9,2,8,2,11,2,5,10,NA,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2016/07/14/5308c457fe16698347191038ab1e42ea_FORMATO.png",50407,16,"FLU","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2016/05/01/5ece8fb5b4713b05482aa2b88891e5cf_FORMATO.png",50427,16,"PON","zag","Nulo",0,5.6,0,1.47,12,2,11,3,1,11,NA,16,11,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"154","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2016/05/01/b7de8b8e99aca9df7de4c3f0097a939a_FORMATO.png",50408,16,"SAO","zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Edwin Armando Valencia Rodríguez","Valencia","https://s.glbimg.com/es/sde/f/2016/05/01/19b876352b7c66c50a6b3d872e85257c_FORMATO.png",50417,16,"SAN","mei","Nulo",0,2.43,0,0.5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2016/07/12/d58f34794f5686238b247c2cc8e17992_FORMATO.png",50369,16,"ATL","mei","Nulo",0,6.08,0,0.32,5,1,3,2,1,5,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2016/04/28/84ef11bf1e3dd175d1638cfb032e579c_FORMATO.png",50439,16,"COR","zag","Contundido",0,4.78,0,3.25,4,1,5,2,1,1,NA,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Sérgio Antônio Borges Júnior","Serginho","https://s.glbimg.com/es/sde/f/2016/05/01/e717b60b7c1428ab394b5a7000b297c8_FORMATO.png",50454,16,"SPO","mei","Provável",-4.7,8.79,-2.74,3.4,13,4,28,2,6,32,NA,33,27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"159","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,16,"CRU","zag","Provável",3.3,2.24,0.25,1.7,3,1,2,NA,5,1,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2016/07/19/b818076ed5dac8d5812816b1aebec56e_FORMATO.png",51042,16,"SPO","lat","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/a9d9178f59821bfca73d485e636ad040_FORMATO.png",50856,16,"FLU","zag","Provável",-2.9,10.11,-1.6,3.43,16,2,8,2,5,8,NA,24,13,7,NA,NA,1,NA,NA,NA,NA,NA,NA
"162","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,16,"SAO","gol","Provável",13,10.63,1.81,4.39,15,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,24,15,NA,NA,NA,NA
"163","Victor Ramos Ferreira","Victor Ramos","https://s.glbimg.com/es/sde/f/2016/07/12/1b4b7007c63127dcc555c3aefa334731_FORMATO.png",63000,16,"VIT","zag","Provável",3.9,8.91,0.52,2.98,15,5,28,4,3,10,1,33,30,2,1,1,NA,NA,NA,NA,NA,NA,1
"164","Leandro Almeida da Silva","Leandro Almeida","https://s.glbimg.com/es/sde/f/2016/06/20/c1c5199c8b8b470dd795f1f68800b8f0_FORMATO.png",50462,16,"INT","zag","Nulo",0,2.33,0,-0.1,1,NA,5,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2016/04/26/765a5089ecb5053c65f7168963c61b74_FORMATO.png",51318,16,"ATL","mei","Provável",9.7,9.59,1.53,4.45,9,2,10,1,NA,13,NA,28,17,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"166","Ariel Gerardo Nahuelpán Osten","Ariel","https://s.glbimg.com/es/sde/f/2016/07/12/b450ff3f74316c074bdb6f34d05fb513_FORMATO.png",61999,16,"INT","ata","Nulo",7.7,7.34,2.12,2.77,3,1,3,NA,1,4,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"167","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,16,"BOT","mei","Suspenso",0,5.72,0,0.82,6,3,10,1,1,15,NA,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,16,"BOT","zag","Nulo",0,4.86,0,2.29,12,NA,17,1,1,12,NA,30,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2016/04/20/5d1ebbea8911da836ce3d8d5750ed585_FORMATO.png",62086,16,"FLA","lat","Provável",7.9,6.02,1.63,5.05,6,1,3,NA,3,10,1,10,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"170","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2016/05/01/35cbb038a295b3d40644676a8319a4fe_FORMATO.png",62047,16,"PAL","mei","Provável",5.7,11.19,0.49,3.71,14,1,16,4,6,8,1,33,23,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"171","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,16,"SAN","gol","Provável",2,13.29,-0.45,4.98,16,NA,NA,NA,NA,8,NA,4,NA,5,NA,NA,NA,28,16,NA,NA,NA,NA
"172","Everton Kempes dos Santos Gonçalves","Kempes","https://s.glbimg.com/es/sde/f/2016/04/27/bad8378ed9eb0504e46152d7d251bf29_FORMATO.png",62056,16,"CHA","ata","Provável",-0.6,3.75,0.19,1.41,7,1,10,2,5,4,2,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
