"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","G","PE","RB","A","SG","DD","GS","I","FT","CV","GC","PP","DP"
"172","Roger Duarte de Oliveira","Roger","https://s.glbimg.com/es/sde/f/2016/05/09/fa348aaee3689338060f59ba8b89de3f_FORMATO.png",93883,7,"AME","zag","Nulo",0,1.2,0,0.8,2,1,1,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"173","Danylo Fernandes Soares","Danylo Fernandes","https://s.glbimg.com/es/sde/f/2016/05/09/d3a75a8602cb0b8280503d0135270b23_FORMATO.png",93884,7,"AME","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Tiago dos Santos Alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2016/05/01/5f47ce9d3a4af5acb91336921bbf7c64_FORMATO.png",51495,7,"PON","zag","Nulo",0,3.08,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Maktom Chaidey Da Costa","Maktom","https://s.glbimg.com/es/sde/f/2016/05/09/de77428ca6af20063a4ea49e1cd1ec14_FORMATO.png",93885,7,"AME","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Leonardo Costa Silva","Léo Tilica","https://s.glbimg.com/es/sde/f/2016/04/27/745d719537dc8e862154a91ac8599e3c_FORMATO.jpeg",92617,7,"GRE","ata","Nulo",0.2,0.83,-0.17,0.2,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2016/05/01/6118e3c687d15a66a50d620fe3e4520f_FORMATO.png",52674,7,"PON","lat","Nulo",0,2.27,0,2.9,1,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Maicon da Silva Moreira","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/73eb2f3c2116883ae2fab5c16f675916_FORMATO.png",93804,7,"SPO","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Edimar Ribeiro da Costa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2016/05/01/3702c1c16aa8563dfc0d7e4f3399cadd_FORMATO.png",94445,7,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Keiller da Silva Nunes","Keiller","https://s.glbimg.com/es/sde/f/2016/04/30/27a59f8c22b27ce18864677f39ede22a_FORMATO.png",93834,7,"INT","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Matheus Leonardo Sales Cardoso","Matheusinho","https://s.glbimg.com/es/sde/f/2016/05/09/ffb5011da1ab75ebc1ade153dd6b37b1_FORMATO.png",93886,7,"AME","mei","Nulo",0,2.51,0,0.7,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2016/05/20/f750960ead90efa047c243b4b6b090cc_FORMATO.png",93797,7,"BOT","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Andrei Alba","Andrei","https://s.glbimg.com/es/sde/f/2016/04/27/2596d4746edbed226b3597a2391f7c23_FORMATO.png",94004,7,"CHA","mei","Nulo",0,2.07,0,-0.9,1,NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2016/05/09/b119d2bddf0c1d9bdba7a3ad69bbaa24_FORMATO.jpeg",94003,7,"CHA","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","José Nivaldo Martins Constante","Nivaldo","https://s.glbimg.com/es/sde/f/2016/04/27/60b12bac28785d18e714ae866c98e6e7_FORMATO.png",52897,7,"CHA","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Kaike Silva Mendes","Kaike","https://s.glbimg.com/es/sde/f/2016/04/30/eda437dba946f4c78406fdb01f3c70a5_FORMATO.png",93835,7,"INT","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Pedro Guilherme Abreu dos Santos","Pedro","https://s.glbimg.com/es/sde/f/2016/02/15/9014d90f048acbd879798bc652108dd4_FORMATO.jpeg",94583,7,"FLU","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Kauê da Silva","Kauê","https://s.glbimg.com/es/sde/f/2016/05/01/df7c0360c8ab89632b37753d84417a45_FORMATO.jpeg",92623,7,"PAL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Guilherme Gianotti Morassi","Guilherme Morassi","https://s.glbimg.com/es/sde/f/2016/03/31/84a418b365c77f1a599844c98d630d32_FORMATO.png",94013,7,"FIG","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Maximiliano Brian Rolón","Maxi Rolón","https://s.glbimg.com/es/sde/f/2016/04/28/97c77dedeea53fb40258a76eef4edc24_FORMATO.jpeg",94649,7,"SAN","ata","Contundido",0,1.76,0,-0.05,2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Wildson Silva de Melo","Índio",NA,95180,7,"SPO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Nicolas Vichiatto da Silva","Nicolas","https://s.glbimg.com/es/sde/f/2016/05/13/3ed8feee46309c431569eaf3d3deff10_FORMATO.png",95127,7,"ATL","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2016/04/27/89aa4c949b4487f412aa063ca7db4bc4_FORMATO.png",94067,7,"BOT","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Lucas Ribamar Lopes dos Santos Bibiano","Ribamar","https://s.glbimg.com/es/sde/f/2016/05/20/c2b2ff7808695647ee0d6a0124a9df42_FORMATO.png",94068,7,"BOT","ata","Dúvida",1.7,7.21,0.37,1.59,7,1,8,4,2,10,1,8,3,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"195","Rafael Augusto Leite Fachin","Rafael Fachin","https://s.glbimg.com/es/sde/f/2016/05/09/6a8b5fddd514fa4dbc67fcd2c301f4d3_FORMATO.jpeg",93846,7,"COR","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Raphael Cavalcante Veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2016/05/09/dd5d3e189da3dded80c0cee3231c0eb5_FORMATO.jpeg",94509,7,"COR","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2016/05/01/f392eee84b1739e345e9b45a514b398e_FORMATO.jpeg",94045,7,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2016/05/01/c1b4a2668433c14055e715bd223d2ced_FORMATO.png",94044,7,"SAN","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2016/04/20/f969d90dae6aa636d5e07326a7cb3c9c_FORMATO.png",94138,7,"FLA","ata","Provável",-2.1,5.07,-0.88,3.16,5,NA,7,NA,3,4,2,5,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"200","José Vinícius do Santos Silva","Vinícius Bala",NA,95181,7,"SPO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Luiz Miller dos Santos Silva","Luiz Miller","https://s.glbimg.com/es/sde/f/2016/05/01/07a0c81156c35ffc3aa26adc06a9a5e2_FORMATO.png",94143,7,"STC","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","João Victor da Vitória Fernandes","Capixaba","https://s.glbimg.com/es/sde/f/2016/03/01/56c5c3f0146f152498f9f23857403b33_FORMATO.jpeg",94894,7,"ATL","ata","Nulo",0,0.77,0,-1.05,2,1,2,1,NA,4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Gustavo Marcelo Cardoso Soares","Índio","https://s.glbimg.com/es/sde/f/2016/05/09/2d3e08a6de57469515879fd2d364fa37_FORMATO.jpeg",95315,7,"COR","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Yan Petter Pereira da Silva","Yan Petter","https://s.glbimg.com/es/sde/f/2016/04/30/714802b0dc9274bf50f058fe93821074_FORMATO.png",94722,7,"INT","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Lucas Ferreira Amaral","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/a38c7b2a46cf04e24085ad1f45ce78bc_FORMATO.png",94147,7,"SPO","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","danilo ribeiro cardoso","Danilo",NA,95621,7,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Lucas Tolentino Coelho de Lima","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2016/04/20/617d739dd1a0f98c8183bc66cee10d54_FORMATO.png",94930,7,"FLA","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Leonardo Cereja","Léo Cereja","https://s.glbimg.com/es/sde/f/2016/05/01/8e2be41e6ff47c7f43ca6cfc5566242a_FORMATO.png",95337,7,"PON","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Matheus Sousa de Jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2016/05/01/861e63537ee390314861e3d9e8f3e2f6_FORMATO.png",95335,7,"PON","mei","Nulo",3.4,4.51,0.79,1.88,7,1,9,NA,1,6,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Leonardo Campos Duarte da Silva","Léo Duarte","https://s.glbimg.com/es/sde/f/2016/04/20/077473a4e168ab2b7fa9048b8d76a73a_FORMATO.png",94214,7,"FLA","zag","Dúvida",1.7,8,0.35,2.28,7,2,4,1,NA,4,NA,8,7,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"211","Vitor Ruas Garrido","Vitinho","https://s.glbimg.com/es/sde/f/2016/05/09/7af1013445c4cc15fd5f4044616d04cd_FORMATO.png",94933,7,"AME","ata","Nulo",0,0.77,0,-0.3,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Maycon de Andrade Barberan","Maycon","https://s.glbimg.com/es/sde/f/2016/04/28/bb012e6b712bdcc32af3aa71cc4e1d3e_FORMATO.png",94154,7,"COR","mei","Dúvida",1.4,4.26,-0.74,1.4,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Gregore Magalhães da Silva","Gregore",NA,95464,7,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Lucas Fernandes da Silva","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2016/05/01/0a47d84040286532fb5d90cc746b49b3_FORMATO.png",94931,7,"SAO","mei","Nulo",-1.3,10.6,-0.55,3.56,5,1,4,5,NA,1,1,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Iago Sampaio Silva","Iago","https://s.glbimg.com/es/sde/f/2016/04/27/150290301c0430d874cbf7cea57b3cf8_FORMATO.jpeg",94228,7,"GRE","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Thallyson Gabriel Lobo Seabra","Thallyson",NA,94144,7,"SPO","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Lucas Emanoel Leite Romão","Lucão","https://s.glbimg.com/es/sde/f/2016/04/28/46ff09de149d9642f095549e519260c1_FORMATO.png",94962,7,"CRU","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Igor Vinicius de Souza","Igor",NA,95466,7,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2016/05/09/0f1b6534c01aff71e739f5cac6bb3053_FORMATO.jpeg",94985,7,"COR","lat","Provável",-1.8,11.1,-1.19,3.88,6,2,2,1,NA,8,NA,16,8,2,1,NA,NA,1,NA,NA,NA,NA,NA
"220","Pedro Henrique Perotti","Perotti","https://s.glbimg.com/es/sde/f/2016/04/27/bdfa01266c1db8f51c4a40573c5ea27a_FORMATO.png",94286,7,"CHA","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Matheus Nolasco de Oliveira Silva","Matheus Nolasco",NA,95465,7,"SAN","ata","Nulo",0,3.25,0,0.82,4,1,1,1,NA,4,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2016/05/09/47077cf4073dc5319b8e49c87010479b_FORMATO.jpeg",95023,7,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Guilherme Natan de Lima","Lima","https://s.glbimg.com/es/sde/f/2016/04/27/059a0e58f2adc09337048722ca4f5ae4_FORMATO.png",94288,7,"CHA","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Fabrício Silva Costa","Fabrício",NA,95539,7,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Rafael Oller Pereira","Rafael Oller",NA,95619,7,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Marcus Vinicius Aredes Duarte","Marcus Vinicius",NA,95622,7,"FIG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2016/05/09/a1a3a7a82484b2a3f7b6388ea8f914cc_FORMATO.jpeg",95022,7,"ATL","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Vitor Hugo Carvalho","Vitinho",NA,95770,7,"PAL","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Filipe Rodrigues de Souza Santos","Filipinho","https://s.glbimg.com/es/sde/f/2016/05/13/8d5c16b7b121f5fd67db504d17862635_FORMATO.png",95651,7,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Bruno Leonardo dos Santos Covas","Bruno Leonardo",NA,95620,7,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Felipe Araruna Hoffman","Felipe Araruna",NA,95660,7,"SAO","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Lucas Francisco de Lima Silva","Lucão",NA,95623,7,"STC","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Matheus Vinicius Matos Nogueira","Matheus Nogueira","https://s.glbimg.com/es/sde/f/2016/04/27/78ec1e03838620b307a5b86148c2cb22_FORMATO.jpeg",95121,7,"GRE","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","João Vitor Brandão Figueiredo","João Figueiredo",NA,95779,7,"ATL","ata","Nulo",0,0.77,0,-0.37,3,1,1,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Stoitchkov Ortega Silva de Melo","Ortega",NA,95624,7,"STC","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","José Artur de Lima Júnior","Artur",NA,95659,7,"SAO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","José Ricardo Mannarino","Zé Ricardo","https://s.glbimg.com/es/sde/f/2016/05/28/ecdb60f1e939c6b48905485a4ba94826_FORMATO.jpeg",95780,7,"FLA","tec","Provável",2.66,11.43,0.11,3.07,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Cleber Henrique Pereira dos Santos","Cleber",NA,95625,7,"STC","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Lucas Kal Schenfeld Progioli","Lucas Kal",NA,95662,7,"SAO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Pedro Gomes Bortoluzo","Pedro",NA,95661,7,"SAO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Yago César da Silva","Yago","https://s.glbimg.com/es/sde/f/2016/05/13/63ec665d8c94605033bc8a7f765d373e_FORMATO.png",95126,7,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Matheus de Jesus Cardoso","Banguelê","https://s.glbimg.com/es/sde/f/2016/05/18/c2c9943a7915bf7aa754518e29478b85_FORMATO.png",95637,7,"SAO","mei","Nulo",0,0.74,0,-1.1,1,1,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Vinícius Alexandre Pinto","Vinícius",NA,95663,7,"PON","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Nathanael Ananias da Silva","Nathan",NA,95794,7,"ATL","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Artur Victor Guimarães","Artur",NA,95799,7,"PAL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Victor Hugo Jenne Allegreto","Victor Hugo","https://s.glbimg.com/es/sde/f/2016/05/20/e301d793ba147e6bd8c90ef5bc72d7a2_FORMATO.png",95694,7,"BOT","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Ailton Fagner Mendonça da Silva","Ailton ",NA,95627,7,"STC","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Lins Lima de Britto","Lins","https://s.glbimg.com/es/sde/f/2016/05/25/7b9ce78a7438f2bac4a0594608654c28_FORMATO.jpeg",53669,7,"FIG","ata","Nulo",-0.9,2.1,-0.52,0.05,2,NA,1,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2016/04/28/5a5487a09ab32e96768a9feb9587e58c_FORMATO.png",54395,7,"COR","mei","Dúvida",0,13.91,0,1,2,1,2,NA,5,2,NA,8,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"250","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2016/06/03/751569132dfb9d297ae13162cebab92c_FORMATO.jpeg",95820,7,"COR","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Ytalo José Oliveira dos Santos","Ytalo","https://s.glbimg.com/es/sde/f/2016/02/01/5da41b38038ab484b55b7e40fd2f432c_FORMATO.jpeg",53148,7,"SAO","ata","Dúvida",8,5.15,0.46,4.7,4,NA,NA,NA,2,1,1,3,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"252","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2016/04/26/832210cff768e7a0bcc99eadd2bf79d1_FORMATO.png",52950,7,"ATL","gol","Provável",-3.9,10.21,-0.19,-1.2,6,NA,NA,NA,NA,1,NA,9,NA,NA,NA,7,13,NA,NA,NA,NA,NA,NA
"253","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2016/05/01/888bd2ad97a3e922521ae1bf34c965bd_FORMATO.png",54797,7,"SPO","ata","Nulo",0,2.77,0,0.32,5,NA,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Edmílson dos Santos Silva","Edmílson","https://s.glbimg.com/es/sde/f/2016/05/20/f5d805e44f2c8b3736ac44c360e1b82f_FORMATO.jpeg",55519,7,"SPO","ata","Provável",0.4,7.18,-1.4,5.55,4,NA,2,5,2,2,2,6,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"255","Willians Domingos Fernandes","Willians","https://s.glbimg.com/es/sde/f/2016/04/28/ddbf7a8cf8492557895f2514f35971d3_FORMATO.png",54424,7,"COR","mei","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Vinícius Soares Eutropio","Vinícius Eutrópio","https://s.glbimg.com/es/sde/f/2016/04/07/ef1df3578474b90a7bf99dfa9c5b1431_FORMATO.png",60780,7,"FIG","tec","Provável",5.33,8.54,0.89,3.72,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,7,"BOT","lat","Provável",4,7.49,0.05,3.44,5,1,1,2,NA,2,NA,18,8,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"258","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2016/04/28/fedb726ec6d4804d5d34bf905cceca24_FORMATO.png",56102,7,"COR","mei","Provável",1.9,6.07,0.07,1.93,7,2,13,4,3,1,NA,16,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"259","Vinicius Santos Silva","Vinicius","https://s.glbimg.com/es/sde/f/2016/05/09/8c7c7652f388f2e74d34d559bc1e4be3_FORMATO.jpeg",68917,7,"COR","ata","Provável",0.8,8.59,-0.38,2.38,4,1,4,1,5,10,NA,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Pablo Diogo Lopes de Lima","Pablo Diogo","https://s.glbimg.com/es/sde/f/2016/04/26/055e81a861b3de701c27d01c4bc53872_FORMATO.png",70987,7,"ATL","ata","Nulo",0,4.19,0,2.18,5,1,2,3,3,3,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2016/04/26/c7a8380a02c4515641cb7be29a3a8f5a_FORMATO.png",60784,7,"ATL","mei","Provável",15.5,12.09,3.71,3.87,6,1,4,1,NA,9,1,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/30/6dd38f550a44a2bcb5094495271fd09a_FORMATO.png",60788,7,"INT","mei","Contundido",0,3.82,0,0.2,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Pablo de Barros Paulino","Pablo","https://s.glbimg.com/es/sde/f/2016/05/09/35384d66b2f806991c3980f871525fe1_FORMATO.png",60794,7,"AME","lat","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
