"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","G","PE","RB","A","SG","DD","GS","I","FT","CV","GC","PP","DP"
"521","Ronaldo Henrique Ferreira da Silva","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/2e217ce29ea48d7d573c191fa21e67d5_FORMATO.png",85149,7,"SPO","mei","Nulo",-1.7,2.03,-0.76,0,2,1,4,NA,NA,2,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Vinícius Silvestre da Costa","Vinícius Silvestre","https://s.glbimg.com/es/sde/f/2016/05/01/31d846d7d2c8a7f4d827850b61996f45_FORMATO.png",85083,7,"PAL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,7,"SAO","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2016/05/01/1eac9f5c4053080a4a2e6359bd545014_FORMATO.png",78445,7,"SPO","lat","Provável",-0.3,11.49,-0.62,2.83,7,2,5,NA,1,9,NA,34,19,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"525","Anderson Vieira de Oliveira","Sinho","https://s.glbimg.com/es/sde/f/2016/05/01/10b258e31e55c2556e5fba4d2ecd5ae5_FORMATO.png",91387,7,"SPO","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","Yerry Fernando Mina Gonzalez","Yerry Mina","https://s.glbimg.com/es/sde/f/2016/05/11/1d176e42e96c1feded03010b414afe68_FORMATO.jpeg",85241,7,"PAL","zag","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Sérgio Manoel Barbosa Santos","Sérgio Manoel","https://s.glbimg.com/es/sde/f/2015/05/05/00606c73204e895b38534f4f3ec6bd30_FORMATO.jpeg",78500,7,"CHA","mei","Dúvida",0,2.5,0,0.8,1,1,1,NA,1,2,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Wilder Andrés Guisao Correa","Wilder","https://s.glbimg.com/es/sde/f/2016/05/01/6c87287f87a45617310efbcd992ff6e3_FORMATO.png",85297,7,"SAO","ata","Nulo",0,2.94,0,0,1,1,2,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2016/04/20/03bb5324d5512b7697e1020d78d05d2f_FORMATO.png",78478,7,"FLA","mei","Provável",3.6,15.45,0.55,5.36,7,1,5,1,6,7,NA,30,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Fábio Braga","Fábio Braga","https://s.glbimg.com/es/sde/f/2016/05/09/5eddcad1eddd78c80b25f9598bec3509_FORMATO.jpeg",78464,7,"COR","mei","Nulo",1.7,1.86,0.45,0.6,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Marcelo Machado dos Santos ","Marcelo","https://s.glbimg.com/es/sde/f/2016/05/01/246270cfb0d85a032e4cb806f0f4c2bf_FORMATO.png",85400,7,"VIT","mei","Nulo",0,3.02,0,1.7,2,NA,3,NA,NA,2,NA,8,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"532","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2016/06/10/0873ab641a7014d4b4cfff96ed6d70fb_FORMATO.jpeg",91519,7,"COR","ata","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2016/05/09/a9f39be0910746b095c3543177941fc5_FORMATO.png",85418,7,"ATL","gol","Nulo",0,5.37,0,4.3,1,NA,NA,NA,NA,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"534","Matheus Hanauer Bertotto","Matheus Bertotto","https://s.glbimg.com/es/sde/f/2016/04/30/a19301e531936888800e683671a9d6b7_FORMATO.png",78530,7,"INT","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2016/06/08/27604c7bcd1c37beb23f5a6e9e9f5813_FORMATO.png",78548,7,"SAN","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/5cab514072a09725b9f0f42b2f1d9d77_FORMATO.png",85425,7,"SAN","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2016/04/01/1485ccf7bc8648ce9459935173d1d942_FORMATO.png",78584,7,"GRE","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2016/05/01/bf92a4e8d8b526db55b36eec1291cf64_FORMATO.png",85586,7,"PON","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Paulo Luiz Beraldo Santos","Paulinho","https://s.glbimg.com/es/sde/f/2016/05/01/f0e73e5e5dedab47653f0d447756e4f4_FORMATO.png",78578,7,"SAN","ata","Nulo",-1.2,3.44,-1.94,2.14,7,2,5,2,4,7,1,23,8,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"540","Matheus Gonçalves Sávio","Matheus Sávio","https://s.glbimg.com/es/sde/f/2016/04/20/042079613fc2db314e0a12801f8eb3c8_FORMATO.png",91264,7,"FLA","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2016/04/30/4238400ed396294e767c230a127d5f39_FORMATO.png",85591,7,"INT","lat","Suspenso",3,8.8,0.75,3.28,7,3,15,NA,3,4,NA,19,8,1,4,NA,NA,1,NA,NA,NA,NA,NA
"542","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/01/77d478fc6384356d3c3869a3d5688c99_FORMATO.png",78605,7,"PAL","mei","Contundido",0,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2016/05/01/262c8b0d359812c2e129d40c66840c50_FORMATO.png",85629,7,"SAO","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Gustavo Ramos Vasconcelos de Oliveira","Gustavo Ramos","https://s.glbimg.com/es/sde/f/2016/04/28/a6f901fdd02918665d522c7a1384ba8a_FORMATO.jpeg",85596,7,"INT","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Alan Cassio da Cruz","Alan Mineiro","https://s.glbimg.com/es/sde/f/2016/05/25/817bcc737122260ee5e51ef26227036d_FORMATO.jpeg",78765,7,"AME","mei","Provável",0.9,6.71,-0.21,0.4,2,NA,NA,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,7,"CRU","lat","Suspenso",-0.4,7.07,-0.73,3.37,3,NA,3,1,2,3,NA,14,7,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"547","Aylon Darwin Tavella","Aylon","https://s.glbimg.com/es/sde/f/2016/05/30/9e4b6ca91c312f6c06d72158fcb584d7_FORMATO.png",85930,7,"INT","ata","Nulo",18.7,10.93,4.26,5.68,6,NA,1,NA,3,4,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2016/04/30/77a813684c8bec870853e82a9e5d8c78_FORMATO.png",78715,7,"GRE","mei","Suspenso",-4.4,6.61,-0.94,0.47,3,NA,7,NA,NA,3,NA,6,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"549","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2015/10/27/75e3bd8b3cd8668e829255e33d2d2d44_FORMATO.png",78839,7,"SAN","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2016/04/27/0a298c039ef1a79534673291fb4e5ca3_FORMATO.png",85931,7,"CHA","mei","Provável",2.9,4.91,0.5,2.23,6,1,8,3,1,5,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2016/05/01/9fcbafd898a27f7ee27ac9c658b79f4e_FORMATO.png",78850,7,"PON","lat","Provável",9.4,15.36,2.09,4.83,7,1,7,NA,2,7,NA,24,13,3,1,NA,NA,1,NA,NA,NA,NA,NA
"552","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2015/10/23/e756619fc21577a6e24f6b2599e9c8e7_FORMATO.png",80281,7,"ATL","zag","Contundido",0,0.92,0,-0.77,4,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"553","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2016/04/30/467a8f898eba5ed165e1db959364e376_FORMATO.png",85423,7,"INT","mei","Contundido",0,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Fernando Omar Barrientos","Barrientos","https://s.glbimg.com/es/sde/f/2016/05/13/bb398c2cdac6b824f4778b4ba74916c4_FORMATO.png",85984,7,"ATL","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2016/05/25/fa74c67a09ae2839dcbb42ddf5a6d1f3_FORMATO.png",86143,7,"ATL","zag","Provável",-0.6,2.23,-1.31,2.4,3,NA,2,NA,1,1,NA,3,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"556","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2016/05/01/a0829f0801ed8f6ec3f080d37c905d4f_FORMATO.png",78855,7,"PAL","mei","Dúvida",4.3,5.75,-0.43,5.47,3,1,7,NA,NA,3,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2016/05/20/16287b6e878c3c3367da1636b16106f1_FORMATO.png",86410,7,"BOT","lat","Nulo",0,12.94,0,5.75,6,NA,1,NA,2,11,NA,19,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Rodrigo Dourado Cunha","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2016/04/30/125a07d72be4705ac75309652609a92e_FORMATO.png",78865,7,"INT","mei","Provável",-0.3,8.53,-2.47,-0.3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2016/05/01/a48a4207a6987e0ef85cd7f9f843e206_FORMATO.png",86485,7,"STC","ata","Contundido",0,22.25,0,7.35,6,2,5,3,5,11,2,24,9,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"560","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2016/05/03/c164624c6c9fb64ceb3c2540e025b59c_FORMATO.png",86486,7,"STC","tec","Provável",1.15,6.89,0.07,2.32,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Raphael David Thomaz","Raphinha","https://s.glbimg.com/es/sde/f/2016/05/30/d1ded0ddc810e7ee6c8579efdbaa1e42_FORMATO.png",78868,7,"INT","lat","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Marcelo Augusto Mathias da Silva","Marcelo","https://s.glbimg.com/es/sde/f/2016/04/27/2ff3f8fd47b927f6e7aaefc9020fd98c_FORMATO.png",78895,7,"CHA","zag","Provável",-2.4,6.78,-1.07,2.31,7,1,8,1,2,4,NA,8,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"563","Diogo Mateus de Almeida Rodrigues Maciel","Diogo Mateus","https://s.glbimg.com/es/sde/f/2016/05/02/c8a9f95a87c426bbb6cc2dceb66c9cec_FORMATO.jpeg",85882,7,"PON","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Edson Kölln","Edson Kölln","https://s.glbimg.com/es/sde/f/2016/05/01/c36af0e7ee65907c7419352b5fbc6679_FORMATO.png",78979,7,"STC","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Wellington Cézar Alves de Lima","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/2299d96676479b95a83cae7a08c52962_FORMATO.png",86527,7,"STC","mei","Contundido",0,0.77,0,-2.65,2,2,7,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Luiz Eduardo dos Santos Gonzaga","Dudu","https://s.glbimg.com/es/sde/f/2016/04/29/b704675962ac6d5e0b924179fd6b076c_FORMATO.png",78967,7,"FIG","ata","Provável",-0.5,4.8,-1.01,0.96,7,2,10,2,NA,15,NA,12,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"567","Icaro Cosmo da Rocha","Ícaro","https://s.glbimg.com/es/sde/f/2016/04/28/5da0c1d61541ac587e45378832b17aab_FORMATO.png",86588,7,"COR","mei","Nulo",0,3.74,0,3.1,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/7c68f11162db883d1bca790a596547c2_FORMATO.png",86519,7,"SPO","mei","Provável",-1.6,1.95,-0.62,0.27,6,NA,7,NA,NA,5,NA,24,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"569","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,7,"PAL","mei","Provável",-0.5,2.24,-1.03,0.83,7,1,13,1,1,5,NA,21,7,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"570","Ygor Nogueira de Paula","Ygor Nogueira","https://s.glbimg.com/es/sde/f/2016/05/30/7475a33329d212b5519734b354c01a71_FORMATO.png",91815,7,"FLU","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Moisés Ribeiro Santos","Moisés","https://s.glbimg.com/es/sde/f/2016/04/27/23000de814513259c7b14080e5957a10_FORMATO.png",78991,7,"CHA","mei","Nulo",0,3.29,0,0.6,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Eduardo Henrique da Silva","Eduardo","https://s.glbimg.com/es/sde/f/2016/05/09/87e35bd6199717635fc3e63b529f9977_FORMATO.png",78994,7,"ATL","mei","Nulo",0,7.26,0,3.3,2,1,3,1,NA,7,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Rafael da Silva Santos","Rafael Silva","https://s.glbimg.com/es/sde/f/2016/04/29/b8bcd5c46039f6093093bc2bcc03d08d_FORMATO.png",86725,7,"CRU","ata","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574"," João Pedro Heinen Silva","João Pedro","https://s.glbimg.com/es/sde/f/2016/04/26/2bd76d163ae9eb94cd86282749895a79_FORMATO.png",91687,7,"ATL","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,7,"SPO","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2016/04/30/58142c7fcee7f7bbfc6d8a343b2a103f_FORMATO.png",86757,7,"GRE","ata","Provável",3.8,5.98,0.22,3.27,7,NA,7,1,7,11,1,15,5,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"577","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2016/04/29/fe41e6320c63045376a7254afe774d06_FORMATO.png",91714,7,"CRU","mei","Contundido",0,2.48,0,0.6,1,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Jacsson Antônio Wichnovski","Jacsson","https://s.glbimg.com/es/sde/f/2016/05/30/e2893da2338403ab9443530bd37a4a19_FORMATO.png",91710,7,"INT","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2016/04/26/334b3b9b8036a87dfc2b71286be6e15e_FORMATO.png",79042,7,"ATL","zag","Nulo",0,10.03,0,4.42,5,NA,4,NA,2,3,1,18,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"580","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2016/04/28/4b89134138fb6ba402a44141ed432198_FORMATO.png",91808,7,"COR","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Rodney Wallace Burns","Rodney Wallace","https://s.glbimg.com/es/sde/f/2016/05/20/54ab1b25de303ed341714bbd4bf35f88_FORMATO.jpeg",95693,7,"SPO","ata","Nulo",-0.5,2.29,-0.02,0.33,3,NA,2,NA,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/219ecaef93bd80a39957849e5c00a8ca_FORMATO.png",79035,7,"SAN","zag","Provável",4.1,4.37,0.62,1.63,3,1,2,NA,NA,2,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"583","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2016/04/30/27dcb564ab7d595bb92c4d5fe4904a62_FORMATO.png",38196,7,"GRE","mei","Suspenso",0.3,8.19,0.08,2.27,7,3,9,1,NA,9,NA,32,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Alex Raphael Meschini","Alex","https://s.glbimg.com/es/sde/f/2016/04/30/d4e8412bf508df299340807940cfcb38_FORMATO.png",38219,7,"INT","mei","Provável",0.5,3.63,-0.15,0.02,5,2,4,2,3,4,NA,4,1,1,NA,NA,NA,1,NA,1,NA,NA,NA
"585","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2016/04/27/b27a6937e76ed725481807462380bd42_FORMATO.jpeg",86745,7,"GRE","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Luciano da Rocha Neves","Luciano","https://s.glbimg.com/es/sde/f/2016/04/28/6489e4e072ac09e37fbab5b164be5115_FORMATO.png",80287,7,"COR","ata","Provável",1.9,4.98,0.27,1.66,7,NA,11,3,5,14,NA,9,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"587","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2016/04/28/5ba6bd006602bef7f0c43836645b49c3_FORMATO.png",80286,7,"COR","gol","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Norberto Pereira Marinho Neto","Norberto ","https://s.glbimg.com/es/sde/f/2016/05/01/7020b210f29e4f813f0c395cc674d5bf_FORMATO.png",80374,7,"VIT","lat","Provável",3.2,3.96,-0.56,2.35,4,1,6,NA,NA,3,NA,8,9,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"589","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2016/05/01/650ed6dcbbc7fac8feb6fdca3525c659_FORMATO.png",80337,7,"STC","ata","Provável",4,8.3,0.74,3.6,7,1,10,2,6,9,2,14,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"590","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2016/04/29/cbfa26086ef241df58aab4b320638112_FORMATO.png",80370,7,"FLU","mei","Provável",1.4,6.47,-0.87,3.35,6,1,6,NA,4,6,NA,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Jocinei Schad ","Jocinei","https://s.glbimg.com/es/sde/f/2016/04/29/a024082765790c877c2ea92b8e918c43_FORMATO.png",80330,7,"FIG","mei","Nulo",0,8.02,0,2.78,4,NA,1,3,3,5,NA,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2016/04/28/577df852683a65bd049469a520254155_FORMATO.png",80363,7,"CRU","mei","Nulo",0,6.91,0,0.08,4,1,6,NA,1,2,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Anderson Ferreira da Silva","Pará","https://s.glbimg.com/es/sde/f/2016/05/13/9f1c6c480b33d74800262719ae9d7f6b_FORMATO.png",87213,7,"ATL","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2016/04/30/48dd7ee31224c5846fad2dbe7a73178c_FORMATO.png",86759,7,"GRE","ata","Provável",0,18.88,0,8.93,6,3,10,3,6,17,4,27,10,1,NA,NA,NA,1,1,NA,NA,NA,NA
"595","Matheus Francisco Inácio","Matheus Inácio","https://s.glbimg.com/es/sde/f/2016/05/01/30cf7f0a43eef63c3dbb3271836e65c7_FORMATO.png",80394,7,"PON","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Fábio Gonçalves","Fabinho","https://s.glbimg.com/es/sde/f/2016/05/10/41bf16a10372662163a828bfbe7880d6_FORMATO.png",80393,7,"INT","mei","Provável",2.3,7.26,0.14,4.15,6,NA,10,2,NA,9,NA,11,16,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"597","Bruno da Mota Miranda","Bruno Mota","https://s.glbimg.com/es/sde/f/2015/10/26/aa67c9f3b49a92291155fe8fce73e5a6_FORMATO.png",86765,7,"ATL","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2016/05/09/76b9cb2942f6965ee20898d648090291_FORMATO.png",86764,7,"ATL","lat","Provável",0.5,3.67,-0.87,1.4,7,1,7,2,1,8,NA,22,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"599","Maicon da Silva Macedo","Maicon Silva","https://s.glbimg.com/es/sde/f/2016/05/01/7ba6e1abd795a473cd928b489b23352a_FORMATO.png",80431,7,"VIT","lat","Contundido",0,3,0,1.93,3,1,3,NA,NA,2,NA,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"600","Marlon Santos da Silva Barbosa","Marlon Santos","https://s.glbimg.com/es/sde/f/2016/04/29/cc3b324e19a695a99c4e135c6ea837fe_FORMATO.png",80538,7,"FLU","zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,7,"ATL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2016/05/01/e7ceff2e61520cadab8d8f4f91831e02_FORMATO.png",86797,7,"CRU","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Allan Vieira Reis","Allan ","https://s.glbimg.com/es/sde/f/2016/05/01/dfc551b1b4c6fb512cde5bc9b3c1e0b3_FORMATO.png",86779,7,"STC","lat","Nulo",0,2.98,0,-0.3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Marcos Garbellotto Pedroso","Marquinhos Pedroso","https://s.glbimg.com/es/sde/f/2016/04/29/37de3a15f91ef726f1204ad48c4d31c4_FORMATO.png",80552,7,"FIG","lat","Provável",4,7.9,0.99,2.87,7,1,22,NA,NA,7,NA,30,8,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"605","Renato Augusto Santos Junior","Renato","https://s.glbimg.com/es/sde/f/2016/05/24/db54a7b57cc179f65dbfb93f3227f966_FORMATO.png",80576,7,"FIG","mei","Nulo",0,3.32,0,-0.95,2,1,4,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
