"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","FS","PE","DD","GS","SG","FC","FD","FF","FT","G","I","CA","RB","A","CV","GC","PP","DP"
"253","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2016/04/29/84cf16c68adf0de130d3dd9fc83f017e_FORMATO.png",89190,4,283,"ata","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,4,284,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Daniel Miller Tenenbaum","Daniel","https://s.glbimg.com/es/sde/f/2016/04/20/6b655cea1f7829b459eff3efa45034cf_FORMATO.png",89258,4,262,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2016/05/01/ab01678926fd95682bf892aaa54316e9_FORMATO.png",86861,4,287,"zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2016/05/01/0f8beb8328a953a76f62128657f0c463_FORMATO.png",86935,4,275,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,4,263,"zag","Provável",-1.8,3.75,-1.24,0.87,3,1,8,NA,NA,NA,2,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"259","João Pedro dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2016/05/01/c96d48d7d4b10e94a0eb9aebcd00a649_FORMATO.png",89273,4,275,"lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Everton Kempes dos Santos Gonçalves","Kempes","https://s.glbimg.com/es/sde/f/2016/04/27/bad8378ed9eb0504e46152d7d251bf29_FORMATO.png",62056,4,315,"ata","Nulo",1,4.12,-0.15,1.13,3,NA,3,NA,NA,NA,3,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"261","Gerson Santos da Silva","Gerson","https://s.glbimg.com/es/sde/f/2016/04/29/088b79b7619def72d9874f35da2ca1da_FORMATO.png",89256,4,266,"mei","Nulo",0,10.52,0,2.05,2,4,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"262","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2016/04/30/e393c92239428f76920973cf24b82073_FORMATO.png",87008,4,284,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Willian de Asevedo Furtado","William","https://s.glbimg.com/es/sde/f/2016/04/30/75e4a80e8152cf2e721dea24b7b7b180_FORMATO.png",89275,4,285,"lat","Provável",9.8,14.52,1.86,7.1,4,5,21,NA,NA,3,5,2,1,NA,NA,2,2,10,1,NA,NA,NA,NA
"264","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2016/05/01/472f14cf9165dd0469cf6e9346dd669f_FORMATO.png",89285,4,275,"mei","Provável",0,4.98,0,0.93,3,3,4,NA,NA,NA,8,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA
"265","Igor Brondani da Luz","Igor ","https://s.glbimg.com/es/sde/f/2016/04/27/9b0dc72678ed3d2a6171a25e0c4728dd_FORMATO.png",87201,4,315,"zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,4,277,"lat","Provável",3.1,8.79,0.21,2.07,4,4,15,NA,NA,NA,7,2,1,NA,NA,NA,1,8,NA,NA,NA,NA,NA
"267","Wanderson de Jesus Martins","Caju","https://s.glbimg.com/es/sde/f/2016/05/01/54af0c3c3d1522543c64c18ca5a50a22_FORMATO.png",89342,4,277,"lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2014/03/28/f0f2085b39b5c3d7a804aa369a856fa2_FORMATO.jpeg",87211,4,303,"tec","Provável",2.23,8.92,0.04,2.48,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Hugo Ragelli Oliveira Andrade","Hugo Ragelli","https://s.glbimg.com/es/sde/f/2014/10/14/b4ccb45b85f5ad13cada4d8f29cfabec_FORMATO.jpeg",89444,4,283,"ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Dioclécio Horácio da Silva","Horácio","https://s.glbimg.com/es/sde/f/2014/11/05/db5bc322a1aff4361e238348b7f06881_FORMATO.jpeg",89466,4,292,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2016/05/01/5dcd9e4c4a3b82146f0ae4159ac3f73c_FORMATO.png",89676,4,287,"ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2016/05/01/50ba5f59e410f0d4a635357cb29bcdb8_FORMATO.jpeg",89898,4,275,"ata","Provável",-0.2,8.43,-0.87,2.95,4,7,10,NA,NA,NA,3,2,3,NA,1,2,NA,1,NA,NA,NA,NA,NA
"273","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,4,263,"mei","Dúvida",3.9,2.24,0.89,0.77,3,9,14,NA,NA,NA,5,NA,2,NA,NA,NA,1,3,NA,NA,NA,NA,NA
"274","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2016/05/20/7a75a68437642ef0fde4ef9bc5a2f571_FORMATO.png",89492,4,263,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Jonathan Calleri","Calleri","https://s.glbimg.com/es/sde/f/2016/05/04/765865175e180ab807fb3efa2cc5f005_FORMATO.png",89840,4,276,"ata","Nulo",0,21.4,0,1.3,1,NA,1,NA,NA,NA,1,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"276","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2016/05/30/581e9d6f1052ed1c3bc00c0fb1bab53a_FORMATO.png",89815,4,285,"mei","Provável",1.1,2.27,0.23,0.17,3,1,4,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"277","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2016/05/13/7f3dfc1be15fa33f2fe0215c195e6d80_FORMATO.png",89693,4,282,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Bruno Edgar Silva Almeida","Bruno Ramires","https://s.glbimg.com/es/sde/f/2016/05/25/d404224a3a10f045f7b5ac26ba1630d7_FORMATO.png",89924,4,283,"mei","Provável",3.1,3.56,0.71,1.58,4,3,11,NA,NA,NA,4,NA,1,NA,NA,1,1,7,NA,NA,NA,NA,NA
"279","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2016/04/30/35ea819f3d48c22459067c2265b46039_FORMATO.png",89976,4,285,"lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2016/05/03/3ebd9ed86862cc224d7f138b75e64119_FORMATO.png",89930,4,285,"mei","Provável",1.6,4.51,0.14,-0.37,4,6,12,NA,NA,NA,12,3,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"281","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,4,263,"zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2016/04/27/3e188c20efad841496876cbe0bf752bb_FORMATO.jpeg",90290,4,284,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Pedro Rocha Neves","Pedro Rocha","https://s.glbimg.com/es/sde/f/2016/04/30/0d21af8fa9b92cb5a7bcbc1b174a8b2e_FORMATO.png",90302,4,284,"ata","Contundido",-0.3,5.07,-1.05,2.3,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"284","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2016/04/28/fcb4a31eaeed96a5abb3056b698207d1_FORMATO.png",61149,4,264,"ata","Nulo",7.5,8.83,0.33,7.5,1,NA,3,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"285","Vinícius Soares Eutropio","Vinícius Eutrópio","https://s.glbimg.com/es/sde/f/2016/04/07/ef1df3578474b90a7bf99dfa9c5b1431_FORMATO.png",60780,4,316,"tec","Provável",3.25,7.33,0.39,3.47,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Yuri Oliveira Lima","Yuri",NA,90569,4,277,"mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Bruno Antonio dos Santos","Bruno Santos","https://s.glbimg.com/es/sde/f/2016/04/29/c90440a9112852ec2d98e4d2186485d3_FORMATO.png",89977,4,316,"lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2016/04/27/f1da8b58208c0cf5e99aa6d98bd681a7_FORMATO.png",90634,4,315,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Lincoln Henrique Oliveira dos Santos","Lincoln","https://s.glbimg.com/es/sde/f/2016/04/30/896250a6a797bd9a6c4699f9bd5cba0c_FORMATO.png",90303,4,284,"mei","Nulo",-1,6.6,-2.4,-1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2016/04/26/c7a8380a02c4515641cb7be29a3a8f5a_FORMATO.png",60784,4,282,"mei","Provável",-1.2,8.68,-1.59,1.57,3,4,7,NA,NA,NA,2,1,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA
"291","Guilherme Xavier de Oliveira","Guilherme Xavier","https://s.glbimg.com/es/sde/f/2016/05/09/8107ae25a5591cc30dac164e0330ce30_FORMATO.png",90635,4,327,"mei","Provável",2,2.98,-0.08,2.47,3,7,7,NA,NA,NA,3,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"292","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/30/6dd38f550a44a2bcb5094495271fd09a_FORMATO.png",60788,4,285,"mei","Contundido",0,3.82,0,0.2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2016/05/01/f0a005c33b60cc205cdc6bd87876db75_FORMATO.png",90309,4,287,"mei","Nulo",0.4,1.62,-0.07,0.85,2,2,5,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2016/04/28/667243f1202f23bca573f1ddbb3442e2_FORMATO.png",60819,4,283,"zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,4,284,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Renato Bruno Vieira Gomes","Renato Bruno","https://s.glbimg.com/es/sde/f/2016/05/09/0e935a35d387a89b9fb03da1981a4faf_FORMATO.png",90637,4,327,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Bryan Olivera Calvo","Bryan Olivera","https://s.glbimg.com/es/sde/f/2015/01/15/36ca70d6a800ae5a7b33483691bae83a_FORMATO.jpeg",90311,4,266,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Pablo de Barros Paulino","Pablo","https://s.glbimg.com/es/sde/f/2016/05/09/35384d66b2f806991c3980f871525fe1_FORMATO.png",60794,4,327,"lat","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Jean Victor Barros","Jean","https://s.glbimg.com/es/sde/f/2016/05/20/3b155c0be6cba1a2c1ae295d73bd0c72_FORMATO.png",90336,4,263,"lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,4,263,"mei","Provável",4.5,10.41,-0.17,6.25,4,3,16,NA,NA,NA,5,2,2,NA,1,2,NA,12,NA,NA,NA,NA,NA
"301","Matheus Pereira da Silva","Matheus Pereira","https://s.glbimg.com/es/sde/f/2016/04/28/6b192d337619fb242109367ebca60db7_FORMATO.png",90370,4,264,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Crysan da Cruz Queiroz Barcelo","Crysan","https://s.glbimg.com/es/sde/f/2016/04/26/d305f1642975389404dc1024ce983fb6_FORMATO.png",90406,4,293,"ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Matheus Martins Fogaça de Paulo ","Matheusinho","https://s.glbimg.com/es/sde/f/2016/01/07/8081123abcdfd8c3dce8254dc4c66622_FORMATO.png",90703,4,316,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Thiago Maia Alencar","Thiago Maia","https://s.glbimg.com/es/sde/f/2016/05/01/1b2976ce2cacc26f8141ace470b05928_FORMATO.png",89637,4,277,"mei","Provável",-0.6,4.43,-0.86,1.27,4,4,17,NA,NA,NA,3,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA
"305","Marlon Bruno Mariano de Souza","Marlon","https://s.glbimg.com/es/sde/f/2016/05/24/2fdfdac444fd29a9c8834134e31dbe46_FORMATO.jpeg",90679,4,316,"lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Alisson Alves Farias","Alisson Farias","https://s.glbimg.com/es/sde/f/2016/04/30/d4033d2d070ff7793784fbb3ce12f678_FORMATO.png",90481,4,285,"mei","Nulo",0,3.68,0,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,4,284,"lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Luis Gustavo Francisco Camilo","Luis Gustavo","https://s.glbimg.com/es/sde/f/2016/05/01/bbf0fd6bb6c143ac5b723f5da0261157_FORMATO.png",90764,4,292,"zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Felipe Azevedo dos Santos","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2016/05/01/b65f07ed24924fb1d54139f6b07a0ec5_FORMATO.png",60825,4,303,"ata","Provável",-4.7,14.46,-3.07,5.97,4,9,14,NA,NA,NA,4,2,8,NA,2,1,NA,5,NA,NA,1,NA,NA
"310","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2016/04/29/7faaf4f3b3e2ff7e8f761a1e33e7223c_FORMATO.png",90768,4,283,"zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2016/04/28/f00d8093b5e7456cf5ee94161c8b7bda_FORMATO.png",90535,4,283,"mei","Nulo",0,1.12,0,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Luan Michel de Louzã","Luan","https://s.glbimg.com/es/sde/f/2016/05/01/b382e271d658c1a86a3f257ca46cfb8e_FORMATO.png",60834,4,275,"ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2016/04/30/c66920f75ffae5c4ae70d98ce74fc92e_FORMATO.png",90532,4,284,"mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2016/04/28/fedb726ec6d4804d5d34bf905cceca24_FORMATO.png",56102,4,294,"mei","Provável",2.7,5.87,0.25,1.73,4,1,5,NA,NA,NA,9,NA,1,1,NA,NA,1,6,NA,NA,NA,NA,NA
"315","Edmílson dos Santos Silva","Edmílson","https://s.glbimg.com/es/sde/f/2016/05/20/f5d805e44f2c8b3736ac44c360e1b82f_FORMATO.jpeg",55519,4,292,"ata","Provável",3.5,5.68,-0.32,3.5,1,NA,1,NA,NA,NA,NA,1,2,NA,NA,4,NA,2,NA,NA,NA,NA,NA
"316","Uendel Pereira Gonçalves","Uendel","https://s.glbimg.com/es/sde/f/2016/04/28/32ce15929c8ce3e8a780390968bf42cc_FORMATO.png",60852,4,264,"lat","Provável",7.4,12.27,1.12,5.85,4,4,14,NA,NA,3,5,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA
"317","Michel Carlos Gilioli","Caixinha","https://s.glbimg.com/es/sde/f/2016/05/09/30b330fcd4d1abc4cdd04d21895cea03_FORMATO.jpeg",90777,4,315,"lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2016/05/01/1f935974fecf9ac7b30cbc7c4a5e4c7a_FORMATO.png",90566,4,277,"mei","Dúvida",-0.9,3.04,-0.47,-0.9,2,6,5,NA,NA,NA,3,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"319","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2016/04/26/cce286c6b0a6d0a64dfc65ba3363fb6e_FORMATO.png",60969,4,282,"lat","Provável",12.9,9.54,3.19,5.17,3,2,7,NA,NA,NA,1,5,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"320","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/79d6ae58ba05540b9539eae16e7c6da8_FORMATO.png",90892,4,287,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Ocimar de Almeida Júnior ","Júnior Urso ","https://s.glbimg.com/es/sde/f/2016/04/26/b4f69a6fdc9b16887143827898490777_FORMATO.png",71829,4,282,"mei","Nulo",1.5,10.84,-0.57,1.7,2,1,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"322","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2016/04/28/8d01a11770a124d6d1f9432e0d2cc9eb_FORMATO.png",61033,4,264,"mei","Nulo",0,7.43,0,3.1,1,2,4,NA,NA,NA,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"323","Hélder Maurílio da Silva Ferreira","Hélder","https://s.glbimg.com/es/sde/f/2016/05/25/fdff31a5614f6023abc95f0dc2aa6aaa_FORMATO.jpeg",61238,4,327,"lat","Provável",1,1.06,0.17,-0.07,3,4,12,NA,NA,NA,8,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA
"324","Ananias Elói Castro Monteiro","Ananias","https://s.glbimg.com/es/sde/f/2016/04/27/0dead0d45be78ee38c88ac55e4b5a928_FORMATO.png",61135,4,315,"ata","Contundido",0,3.08,0,-0.9,2,3,6,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"325","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2016/05/09/42de8657b853667a526244f2be9234aa_FORMATO.png",61211,4,282,"lat","Nulo",0,8.67,0,4.95,2,NA,3,NA,NA,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"326","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2016/05/01/35cbb038a295b3d40644676a8319a4fe_FORMATO.png",62047,4,275,"mei","Provável",0.6,8.85,-0.96,2.42,4,1,9,NA,NA,NA,4,NA,3,NA,NA,NA,NA,4,1,NA,NA,NA,NA
"327","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,4,263,"mei","Contundido",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,4,283,"mei","Provável",6,7.21,0.21,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"329","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2016/04/20/5d1ebbea8911da836ce3d8d5750ed585_FORMATO.png",62086,4,262,"lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,4,277,"gol","Provável",1,9.46,-0.37,0.62,4,1,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2016/05/13/4b42ff4913c31881ab2b59613f9274cf_FORMATO.png",91001,4,292,"lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Wallyson Ricardo Maciel Monteiro","Wallyson","https://s.glbimg.com/es/sde/f/2016/05/01/34369068ebb6def83baf9b6dad8c09d3_FORMATO.png",62127,4,344,"ata","Provável",-0.5,1.74,-0.92,0.83,4,3,12,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA
"333","Tiago Luis Martins","Tiago Luis","https://s.glbimg.com/es/sde/f/2016/05/09/877fdf56fcc529a0a7169198f7640b51_FORMATO.png",62119,4,327,"ata","Nulo",0.6,3.01,0.2,-0.45,4,1,9,NA,NA,NA,11,NA,4,NA,NA,NA,1,3,NA,NA,NA,NA,NA
"334","Thiago Galhardo do Nascimento Rocha","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2016/01/29/6983a9f841d61698c2ee375ce57590e3_FORMATO.jpeg",71844,4,303,"mei","Nulo",0.7,4.43,-0.35,0.9,3,1,2,NA,NA,NA,4,2,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"335","Alison Vicente da Silva","Alison",NA,91003,4,292,"ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Alípio Duarte Brandão","Alípio","https://s.glbimg.com/es/sde/f/2016/05/01/d905a98c54e7ee4f247ea6a6cbc68abf_FORMATO.png",91100,4,287,"mei","Dúvida",0,3.57,-0.95,1.97,3,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"337","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2016/04/26/a7c5e9f33d2d3830a07c35ba1ce1b902_FORMATO.png",62128,4,293,"ata","Provável",-0.6,8.22,-1.1,-0.02,4,4,6,NA,NA,NA,3,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"338","Walter Guimarães","Walter Guimarães","https://s.glbimg.com/es/sde/f/2016/05/01/69434d017d491957ec4dac9c8e885c72_FORMATO.png",90942,4,344,"zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
