,atletas.nome,atletas.rodada_id,atletas.media_num,atletas.slug,atletas.posicao_id,atletas.variacao_num,atletas.atleta_id,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,atletas.status_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.clube_id,atletas.foto,atletas.apelido,atletas.minimo_para_valorizar,CA,DE,DP,GS,PC,SG,DS,FC,FD,FF,FS,FT,G,I,A,CV,PP,PS,V,GC
261,Tobias Pereira Figueiredo,11,-0.15,tobias-figueiredo,3,-0.66,95878,True,Criciúma,-1.3,1.57,3,4,T. Figueiredo,288,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,Tobias Figueiredo,,2.0,,,,,,,3.0,,1.0,3.0,,,,,,,,,
262,Luiz Filipe da Rosa Machado - Felipe,11,0.0,machado,4,0.0,96089,False,Cruzeiro,0.0,3.04,6,2,Machado,283,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_frORMmM.png,Machado,,1.0,,,,,,1.0,4.0,,,2.0,,,,,,,,,
263,Vinicius Moreira de Lima,11,3.86,lima,4,-1.19,96340,True,Fluminense,-0.3,7.62,3,9,Lima,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,Lima,,2.0,,,,,,10.0,10.0,1.0,5.0,19.0,,2.0,,,1.0,,,,
264,Matheus Fellipe Costa Pereira,11,6.75,matheus-pereira,4,-0.39,96610,True,Cruzeiro,2.1,9.64,7,9,M. Pereira,283,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,Matheus Pereira,,4.0,,,,,,3.0,7.0,5.0,10.0,29.0,2.0,3.0,2.0,1.0,,,,,
265,Allan Rodrigues de Souza,11,2.01,allan,4,-0.38,96652,True,Flamengo,0.0,4.26,7,8,Allan,262,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,Allan,,2.0,,,,,,12.0,9.0,2.0,,8.0,,,,,,,,,
266,Gabriel Alejandro Milito,11,5.0,gabriel-milito,6,-0.05,96673,True,Atlético-MG,4.82,8.82,7,10,G. Milito,282,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,Gabriel Milito,,,,,,,,,,,,,,,,,,,,3.0,
267,Fabricio Tomás Bustos Sein,11,4.79,bustos,2,0.16,96678,True,Internacional,7.5,8.11,6,8,Bustos,285,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_4JN6eBb.png,Bustos,,3.0,,,,,4.0,15.0,7.0,,3.0,6.0,,,,,,,,,
268,Renzo Saravia,11,4.39,saravia,2,-0.8,96725,True,Atlético-MG,1.2,7.06,6,10,Saravia,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,Saravia,,2.0,,,,1.0,3.0,24.0,22.0,1.0,2.0,14.0,,,1.0,,,,,,
269,Cleidson Andrade da Souza Silva,11,0.63,camutanga,3,0.0,96793,False,Vitória,0.0,2.34,6,4,Camutanga,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,Camutanga,,1.0,,,,,,3.0,3.0,1.0,2.0,2.0,,,,,1.0,,,,
270,Carlos Moisés de Lima,11,0.5,carlinhos,5,0.0,96831,False,Flamengo,0.0,2.43,6,2,Carlinhos,262,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,Carlinhos,,,,,,,,,2.0,,2.0,,,,,,,,,,
271,Arthur Gomes Lourenço,11,2.87,arthur-gomes,5,-0.52,96966,True,Cruzeiro,-0.3,5.1,7,7,A. Gomes,283,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_0C3TGei.png,Arthur Gomes,,1.0,,,,,,4.0,6.0,2.0,,6.0,,1.0,3.0,1.0,,,,,
272,Jony Alexander González Copete,11,1.7,yony-gonzalez,5,0.0,97080,False,Atlético-GO,0.0,3.82,6,3,Y. González,373,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_1seH9AO.png,Yony González,,,,,,,,1.0,2.0,1.0,1.0,5.0,,,,,,,,,
273,Luís Eduardo Marques dos Santos,11,0.0,dudu,2,0.0,97133,False,Fortaleza,0.0,4.0,6,0,Dudu,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VyiA44m.png,Dudu,,,,,,,,,,,,,,,,,,,,,
274,Mathías Adalberto Villasanti Rolón,11,3.66,villasanti,4,0.0,97145,False,Grêmio,0.0,8.93,6,5,Villasanti,284,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,Villasanti,,1.0,,,,,,10.0,9.0,1.0,1.0,6.0,,,,1.0,,,,,
275,Rogério Mücke Ceni,11,5.29,rogerio-ceni,6,0.61,97341,True,Bahia,7.37,9.94,7,10,R. Ceni,265,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,Rogério Ceni,,,,,,,,,,,,,,,,,,,,5.0,
276,Romércio Pereira da Conceição,11,0.0,romercio,3,0.0,97443,False,Juventude,0.0,3.0,6,0,Romércio,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,Romércio,,,,,,,,,,,,,,,,,,,,,
277,Gustavo Henric da Silva,11,2.28,gustavo-mosquito,5,0.01,97450,True,Corinthians,1.2,4.24,6,8,G. Mosquito,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_6NQENP4.png,Gustavo Mosquito,,1.0,,,,,,3.0,5.0,,2.0,5.0,,1.0,,1.0,,,,,
278,Fernando Marçal de Oliveira,11,1.2,marcal,2,0.0,97468,False,Botafogo,0.0,4.53,6,1,Marçal,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,Marçal,,,,,,,,1.0,,,,,,,,,,,,,
279,Shaylon Kallyson Cardozo - Cardoso,11,2.9,shaylon,4,-0.66,97520,True,Atlético-GO,2.8,5.23,7,10,Shaylon,373,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,Shaylon,,1.0,,,,,,7.0,3.0,3.0,8.0,1.0,1.0,1.0,,1.0,,1.0,,,
280,William Bernardo Willemen - Willeam Lepu,11,3.23,willean-lepo,2,0.89,97522,True,Vitória,7.7,5.11,7,7,W. Lepo,287,https://s.sde.globo.com/media/person_role/2024/06/24/photo_FORMATO_ZyWMf5u.png,Willean Lepo,,2.0,,,,,,17.0,5.0,2.0,,7.0,,,2.0,,,,,,
281,Óscar Eduardo Estupiñán Vallesilla,11,3.53,estupinan,5,3.1,97547,True,Bahia,16.5,7.04,6,7,Estupiñán,265,https://s.sde.globo.com/media/person_role/2024/02/14/photo_FORMATO.png,Estupiñán,,1.0,,,,,,1.0,2.0,1.0,3.0,1.0,,2.0,,1.0,,,,,
282,Erick Leonel Castillo Arroyo - Culebra,11,1.86,eryc-castillo,5,-1.06,97640,True,Vitória,0.4,2.31,6,5,E. Castillo,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_xuxbOxr.png,Eryc Castillo,,,,,,,,1.0,3.0,1.0,,,,1.0,2.0,,,,,,
283,Félix Eduardo Torres Caicedo,11,4.25,felix-torres,3,0.0,97642,False,Corinthians,0.0,7.53,6,7,F. Torres,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,Félix Torres,,1.0,,,,,3.0,11.0,7.0,1.0,,1.0,1.0,,1.0,,,,,,
284,Murilo Cerqueira Paim,11,4.08,murilo,3,-0.29,97653,True,Palmeiras,0.8,10.25,7,10,Murilo,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,Murilo,,3.0,,,,,6.0,9.0,13.0,1.0,6.0,2.0,,,1.0,,,,,,
285,Reynaldo César Moraes,11,1.57,reynaldo,3,0.53,97768,True,Vitória,3.3,3.22,6,4,Reynaldo,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_useyiNV.png,Reynaldo,,,,,,,,6.0,3.0,,,,,,,,,,,,
286,Erick de Arruda Serafim,11,1.66,erick,5,0.0,97810,False,São Paulo,0.0,4.78,6,5,Erick,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,Erick,,1.0,,,,,,2.0,2.0,,,5.0,,,,1.0,,,,,
287,Leonardo Rech Ortiz,11,3.32,leo-ortiz,3,0.81,97867,True,Flamengo,7.1,8.67,6,6,L. Ortiz,262,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,Léo Ortiz,,2.0,,,,,2.0,8.0,5.0,1.0,2.0,2.0,,,,,,,,,
288,Vitor Eduardo da Silva Matos,11,2.95,vitao,3,1.07,97900,True,Internacional,6.2,5.64,7,8,Vitão,285,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,Vitão,,3.0,,,,,4.0,4.0,10.0,1.0,2.0,4.0,,,,,,,,,
289,Luís Felipe Oyama,11,1.87,luis-oyama,4,-0.49,97908,True,Juventude,1.2,3.96,6,3,L. Oyama,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,Luís Oyama,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,
290,Felipe Vieira Augusto,11,0.0,felipe-vieira,2,0.0,97927,False,Vitória,0.0,2.0,6,0,F. Vieira,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_g3d23Nj.png,Felipe Vieira,,,,,,,,,,,,,,,,,,,,,
291,Erick Luis Conrado de Carvalho,11,4.8,erick,4,0.07,98022,True,Athlético-PR,4.1,7.93,7,11,Erick,293,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,Erick,,1.0,,,,,,26.0,16.0,2.0,7.0,11.0,2.0,1.0,1.0,,,,,,
292,Pedro Raul Garay da Silva,11,0.65,pedro-raul,5,0.0,98225,True,Corinthians,0.8,2.66,6,7,P. Raul,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,Pedro Raul,,1.0,,,,,,3.0,5.0,1.0,,5.0,,,2.0,,,,,,
293,Bartolomeu Jacinto Quissanga,11,4.53,bastos,3,-1.41,98280,True,Botafogo,0.8,5.34,7,11,Bastos,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,Bastos,,1.0,,,,,4.0,10.0,9.0,,5.0,3.0,,2.0,,,,,,,
294,Victor Hugo Soares dos Santos,11,2.03,kanu,3,-0.22,98484,True,Bahia,1.2,3.38,7,7,Kanu,265,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,Kanu,,3.0,,,,,2.0,4.0,6.0,1.0,,6.0,,,,,,,,,
295,Jean Lucas de Souza Oliveira,11,5.04,jean-lucas,4,-0.89,98517,True,Bahia,1.4,7.16,7,10,J. Lucas,265,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,Jean Lucas,,2.0,,,,,,12.0,12.0,5.0,14.0,13.0,,1.0,1.0,2.0,,,,,
296,Benjamín Kuščević Jaramillo,11,5.57,kuscevic,3,0.0,98619,False,Fortaleza,0.0,6.99,6,3,Kuscevic,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,Kuscevic,,,,,,,1.0,3.0,1.0,,,1.0,,1.0,1.0,,,,,,
297,Jefferson David Savarino Quintero,11,3.95,savarino,5,0.0,98672,False,Botafogo,0.0,6.81,6,7,Savarino,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,Savarino,,1.0,,,,,,1.0,4.0,4.0,2.0,3.0,,2.0,2.0,1.0,,,,,
298,Pedro Victor Delmino da Silva,11,0.78,pedrinho,4,-0.55,98706,True,Atlético-MG,0.0,3.35,2,6,Pedrinho,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,Pedrinho,,1.0,,,,,,2.0,1.0,,2.0,2.0,,,,,,,1.0,,
299,Tomás Esteban Cuello,11,4.24,cuello,5,-0.62,98909,True,Athlético-PR,4.1,6.28,7,10,Cuello,293,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,Cuello,,,,,,,,7.0,9.0,6.0,8.0,9.0,2.0,1.0,4.0,1.0,,,,,
300,Matías Nicolás Viña Susperreguy,11,0.7,vina,2,0.0,98974,False,Flamengo,0.0,5.65,6,4,Viña,262,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,Viña,,,,,,,,1.0,,,2.0,,,,,,,,,,
301,Pablo Vegetti,11,6.04,vegetti,5,-0.1,99198,True,Vasco,3.9,12.21,7,10,Vegetti,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,Vegetti,,3.0,,,,,,1.0,15.0,9.0,16.0,24.0,1.0,4.0,9.0,,,1.0,1.0,,
302,José Luis Rodríguez Bebanz,11,2.06,puma-rodriguez,2,-0.32,99213,True,Vasco,2.4,3.82,6,5,P. Rodríguez,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,Puma Rodríguez,,,,,,,1.0,4.0,1.0,,1.0,,,,,,,,,,
303,Diego Nicolás de la Cruz Arcosa,11,9.31,de-la-cruz,4,0.0,99228,False,Flamengo,0.0,14.07,6,7,D. Cruz,262,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,De la Cruz,,1.0,,,,,,17.0,10.0,5.0,6.0,18.0,1.0,2.0,,2.0,,,,,
304,Tomás Pochettino,11,4.94,pochettino,4,0.43,99267,True,Fortaleza,6.6,8.26,3,9,Pochettino,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,Pochettino,,3.0,,,,,,14.0,7.0,3.0,4.0,6.0,,1.0,1.0,3.0,,,,,
305,Alexander Nahuel Barboza Ullúa,11,1.57,alexander-barboza,3,-1.44,99274,True,Botafogo,-1.3,2.99,3,6,A. Barboza,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,Alexander Barboza,,3.0,,,,,2.0,2.0,3.0,2.0,2.0,,,,1.0,,1.0,,,,
306,Juan Ignacio Dinenno de Cara,11,0.0,dinenno,5,0.0,99316,False,Cruzeiro,0.0,7.0,5,0,Dinenno,283,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,Dinenno,,,,,,,,,,,,,,,,,,,,,
307,Luis Francisco Zubeldía,11,5.08,luis-zubeldia,6,-0.37,99366,True,São Paulo,2.51,9.65,7,8,L. Zubeldía,276,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_1Msj2GU.png,Luis Zubeldía,,,,,,,,,,,,,,,,,,,,3.0,
308,Robert Samuel Rojas Chávez,11,1.05,robert-rojas,3,0.0,99387,False,Vasco,0.0,2.94,6,2,R. Rojas,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,Robert Rojas,,,,,,,,2.0,1.0,,,,,,,,,,,,
309,Gabriel Baralhas dos Santos,11,3.75,baralhas,4,1.13,99440,True,Atlético-GO,8.2,6.05,7,9,Baralhas,373,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,Baralhas,,2.0,,,,,,13.0,6.0,5.0,8.0,3.0,,1.0,,,,,,,
310,Agustín Daniel Rossi,11,2.41,rossi,1,0.53,99552,True,Flamengo,5.0,6.13,7,11,Rossi,262,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,Rossi,,,20.0,,9.0,,3.0,,,,,1.0,,,,,,,,,
311,Guilherme Kennedy Romão,11,4.61,guilherme-romao,2,-0.59,99623,True,Atlético-GO,6.2,5.3,7,9,G. Romão,373,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,Guilherme Romão,,2.0,,,,,2.0,2.0,7.0,2.0,8.0,13.0,,1.0,1.0,2.0,,,,,
312,José Adoni Cifuentes Charcopa,11,0.7,cifuentes,4,0.0,99766,False,Cruzeiro,0.0,2.54,6,3,Cifuentes,283,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_RifhGmS.png,Cifuentes,,,,,,,,2.0,1.0,,,,,,,,,,,,
313,Jhon Adolfo Arias Andrade,11,5.35,arias,4,0.0,99815,False,Fluminense,0.0,12.96,6,6,Arias,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,Arias,,1.0,,,,,,13.0,6.0,5.0,6.0,17.0,,,,,,,,,
314,Paulo Henrique Sampaio Filho,11,6.03,paulinho,5,1.89,99818,True,Atlético-MG,10.8,13.34,7,9,Paulinho,282,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,Paulinho,,2.0,,,,,,8.0,7.0,7.0,4.0,7.0,,4.0,4.0,1.0,1.0,,,,
315,Alan Javier Franco,11,4.75,alan-franco,3,-1.23,99889,True,São Paulo,-3.1,6.85,6,7,A. Franco,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,Alan Franco,,3.0,,,,,4.0,10.0,5.0,,3.0,3.0,,,1.0,1.0,,,,,1.0
316,Federico Matías Javier Zaracho,11,4.1,zaracho,4,-0.85,100079,True,Atlético-MG,1.5,7.92,7,10,Zaracho,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,Zaracho,,1.0,,,,,,15.0,10.0,2.0,4.0,11.0,,2.0,1.0,,,,,,
317,Igor Silveira Gomes,11,2.78,igor-gomes,4,-0.56,100084,True,Atlético-MG,-0.9,4.85,3,9,I. Gomes,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,Igor Gomes,,3.0,,,,,,8.0,11.0,2.0,3.0,8.0,1.0,,,2.0,,,,,
318,Pedro Augusto Borges da Costa,11,2.13,pedro-augusto,4,-0.59,100085,True,Fortaleza,0.3,3.34,7,9,P. Augusto,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,Pedro Augusto,,5.0,,,,,,14.0,16.0,2.0,1.0,8.0,,,,1.0,,,,,
319,Luis Geovanny Segovia Vega,11,0.0,segovia,3,0.0,100453,False,Botafogo,0.0,3.0,6,0,Segovia,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_TZ7Qc4F.png,Segovia,,,,,,,,,,,,,,,,,,,,,
320,Yuri Alberto Monteiro da Silva,11,5.36,yuri-alberto,5,0.0,100652,False,Corinthians,0.0,7.6,7,8,Y. Alberto,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,Yuri Alberto,,3.0,,,,,,7.0,7.0,4.0,7.0,11.0,1.0,2.0,3.0,1.0,,,,,
321,Lucas Esteves de Souza,11,1.82,lucas-esteves,2,-0.08,100846,True,Vitória,0.3,2.83,3,9,L. Esteves,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,Lucas Esteves,,3.0,,,,,,7.0,6.0,2.0,4.0,5.0,,,3.0,1.0,,,,,
322,Luan Cândido de Almeida,11,3.55,luan-candido,3,0.38,100848,True,Bragantino,2.8,5.56,6,10,L. Cândido,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,Luan Cândido,,3.0,,,,,2.0,14.0,19.0,1.0,8.0,4.0,,1.0,2.0,,,,,,
323,Ronald dos Santos Lopes,11,3.42,ronald-lopes,4,1.06,100969,True,Criciúma,7.1,5.27,7,5,R. Lopes,288,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,Ronald Lopes,,1.0,,,,,,9.0,11.0,,2.0,8.0,,,,1.0,,,,,
324,Derek Freitas Ribeiro,11,2.48,derek,5,0.13,100976,True,Atlético-GO,2.6,4.0,6,6,Derek,373,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,Derek,,1.0,,,,,,4.0,4.0,1.0,2.0,3.0,,1.0,,,,,,,
325,José Antonio dos Santos Júnior,11,5.37,junior-santos,5,-0.2,101002,True,Botafogo,1.4,8.41,2,11,J. Santos,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,Júnior Santos,,1.0,,,,,,7.0,13.0,6.0,8.0,11.0,1.0,3.0,6.0,2.0,,,,,
326,Aldemir dos Santos Ferreira,11,3.15,ferreira,5,-0.43,101290,True,São Paulo,0.2,7.32,6,8,Ferreira,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,Ferreira,,1.0,,,,,,4.0,4.0,2.0,1.0,7.0,,2.0,1.0,,,,,,
327,Ademir da Silva Santos Júnior,11,2.65,ademir,5,1.11,101314,True,Bahia,7.0,5.22,6,9,Ademir,265,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,Ademir,,,,,,,,5.0,4.0,1.0,2.0,7.0,,1.0,2.0,1.0,,,,,
328,Cláudio Rodrigues Gomes,11,-0.45,guga,2,0.0,101319,False,Fluminense,0.0,5.19,6,2,Guga,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,Guga,,3.0,,,,,,1.0,2.0,,,1.0,,,,,,,,,
329,Danilo Boza Júnior,11,3.89,danilo-boza,3,-0.76,101431,True,Juventude,2.4,6.14,7,8,D. Boza,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,Danilo Boza,,1.0,,,,,2.0,5.0,1.0,2.0,5.0,4.0,,1.0,,,,,,,
330,João Pedro Vilardi Pinto,11,0.05,pepe,4,0.0,101573,False,Grêmio,0.0,4.9,7,2,Pepê,284,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,Pepê,,,,,,,,2.0,2.0,,1.0,1.0,,,,,1.0,,,,
331,Hugo Moura Arruda da Silva,11,2.52,hugo-moura,4,-0.06,101594,True,Vasco,2.3,5.43,7,5,H. Moura,267,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,Hugo Moura,,1.0,,,,,,9.0,5.0,,1.0,3.0,,,,1.0,1.0,,,,
332,Ramon Ramos Lima,11,4.96,ramon,2,0.0,101597,False,Cuiabá,0.0,5.98,7,5,Ramon,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,Ramon,,3.0,,,,,2.0,3.0,4.0,,,5.0,,1.0,1.0,1.0,,,,,
333,Caio Vinicius da Conceição,11,0.17,caio-vinicius,4,0.0,101601,False,Vitória,0.0,2.27,2,3,C. Vinícius,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,Caio Vinícius,,2.0,,,,,,2.0,3.0,,,2.0,,,,,,,,,
334,Daniel Nascimento Peixoto dos Santos,11,1.2,peixoto,4,0.0,101651,False,Juventude,0.0,2.26,6,1,Peixoto,286,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,Peixoto,,,,,,,,,,1.0,,,,,,,,,,,
335,Rhaldney Norberto Simião Gomes,11,1.99,rhaldney,4,0.21,101666,True,Atlético-GO,3.7,3.25,7,9,Rhaldney,373,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,Rhaldney,,4.0,,,,,,17.0,14.0,1.0,,9.0,,,,,,,,,
336,Felipe Jonatan Rocha Andrade,11,3.18,felipe-jonatan,2,-0.52,101708,True,Fortaleza,2.2,5.84,7,6,F. Jonatan,356,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,Felipe Jonatan,,,,,,,2.0,4.0,3.0,1.0,,8.0,,,,,,,,,
337,Alerrandro Barra Mansa Realino de Souza,11,3.3,alerrandro,5,0.0,101715,False,Vitória,0.0,6.23,7,8,Alerrandro,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,Alerrandro,,1.0,,,,,,8.0,5.0,5.0,5.0,9.0,,,2.0,1.0,,,,,
338,Railan Reis Ferreira - Raylan,11,4.22,railan,2,0.21,101726,True,Cuiabá,6.3,5.37,6,5,Railan,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,Railan,,1.0,,,,,2.0,4.0,5.0,,1.0,6.0,,,,1.0,,,,,
339,Matheus França Silva,11,4.64,matheuzinho,2,-0.77,101727,True,Corinthians,0.5,6.57,7,9,Matheuzinho,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,Matheuzinho,,1.0,,,,,3.0,17.0,5.0,1.0,4.0,9.0,,,,,,,,,
340,Diego Henrique Costa Barbosa,11,3.1,diego-costa,3,-0.42,101728,True,São Paulo,0.3,4.8,7,10,D. Costa,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ApqbX2X.png,Diego Costa,,2.0,,,,,4.0,11.0,15.0,2.0,1.0,2.0,,,,,,,,,
341,Claudio Coelho Salvático,11,2.77,claudinho,2,0.74,101752,True,Criciúma,4.9,4.62,6,8,Claudinho,288,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,Claudinho,,1.0,,,,,1.0,8.0,2.0,1.0,,,1.0,,1.0,1.0,,,,,
342,Mayksilvan da Silva Ferreira,11,2.4,mayk,2,0.0,101820,False,Grêmio,0.0,3.81,6,2,Mayk,284,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,Mayk,,,,,,,,4.0,,,,,,,,,,,,,
343,Vitor Hugo Naum dos Santos,11,4.9,vitinho,5,0.08,101960,True,Bragantino,1.7,9.32,6,10,Vitinho,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,Vitinho,,4.0,,,,,,15.0,16.0,3.0,4.0,8.0,1.0,2.0,,2.0,,,,,
344,Emanuel Fermín Brítez,11,0.5,britez,3,0.33,101995,True,Fortaleza,0.0,2.36,7,7,Brítez,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,Brítez,,4.0,,,,,1.0,3.0,6.0,1.0,2.0,2.0,,,1.0,,1.0,,,,
345,Joaquín Piquerez Moreira,11,7.35,piquerez,2,-1.3,102130,True,Palmeiras,-0.2,11.36,7,10,Piquerez,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,Piquerez,,2.0,,,,,5.0,15.0,7.0,3.0,10.0,14.0,,2.0,,,,,,,
346,Vitor Eudes de Souza Costa,11,0.0,vitor-eudes,1,0.0,102137,False,Fluminense,0.0,1.0,6,0,V. Eudes,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,Vitor Eudes,,,,,,,,,,,,,,,,,,,,,
347,Lucas Halter,11,3.56,lucas-halter,3,1.57,102253,True,Botafogo,10.4,7.46,7,9,L. Halter,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,Lucas Halter,,1.0,,,,,3.0,7.0,10.0,1.0,3.0,2.0,,1.0,,,,,,,
