,atletas.entrou_em_campo,atletas.slug,atletas.foto,atletas.apelido,atletas.clube_id,atletas.posicao_id,atletas.nome,atletas.atleta_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.preco_num,atletas.status_id,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.variacao_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.media_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,SG,DE,GS,PS,V,PP,PC,GC,DP
343,True,ramon,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,Ramon,1371,2,Ramon Ramos Lima,101597,Cuiabá,12,5.29,7,,0.1,-0.99,Ramon,21,3.72,1.0,6.0,,19.0,12.0,2.0,3.0,8.0,,1.0,2.0,2.0,,,,,,,,
344,False,caio-vinicius,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,Caio Vinícius,287,4,Caio Vinicius da Conceição,101601,Vitória,7,2.14,5,,0.0,0.0,C. Vinícius,21,0.66,,5.0,,7.0,7.0,,1.0,5.0,,,,,,,,,,,,
345,False,peixoto,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,Peixoto,286,4,Daniel Nascimento Peixoto dos Santos,101651,Juventude,2,1.94,6,,0.0,0.0,Peixoto,21,0.55,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
346,False,rhaldney,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,Rhaldney,373,4,Rhaldney Norberto Simião Gomes,101666,Atlético-GO,15,3.61,6,,0.0,0.0,Rhaldney,21,2.48,1.0,5.0,,27.0,24.0,1.0,1.0,14.0,1.0,,,,,,,,,,,
347,False,felipe-jonatan,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,Felipe Jonatan,356,2,Felipe Jonatan Rocha Andrade,101708,Fortaleza,12,5.97,6,,0.0,0.0,F. Jonatan,21,3.47,,,,11.0,6.0,1.0,2.0,15.0,,,,4.0,,,,,,,,
348,True,alerrandro,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,Alerrandro,287,5,Alerrandro Barra Mansa Realino de Souza,101715,Vitória,18,7.99,6,,6.9,0.34,Alerrandro,21,5.02,4.0,1.0,,18.0,10.0,9.0,7.0,27.0,,3.0,3.0,,,,,,,1.0,,
349,False,railan,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,Railan,1371,2,Railan Reis Ferreira - Raylan,101726,Cuiabá,8,4.7,6,,0.0,0.0,Railan,21,3.71,2.0,2.0,,6.0,6.0,1.0,2.0,7.0,,,,2.0,,,,,,,,
350,False,matheuzinho,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,Matheuzinho,264,2,Matheus França Silva,101727,Corinthians,18,5.99,6,,0.0,0.0,Matheuzinho,21,3.65,,2.0,,31.0,11.0,4.0,4.0,12.0,,,1.0,4.0,,,,,,,,
351,True,claudinho,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,Claudinho,288,2,Claudio Coelho Salvático,101752,Criciúma,17,5.78,7,,1.2,-1.37,Claudinho,21,4.78,3.0,3.0,,29.0,6.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,,,,,,,,
352,False,guilherme-castilho,https://s.sde.globo.com/media/person_role/2024/07/27/photo_220x220_DIuSo6v.png,Guilherme Castilho,286,4,Guilherme Castilho Carvalho,101798,Juventude,0,5.0,6,,0.0,0.0,G. Castilho,21,0.0,,,,,,,,,,,,,,,,,,,,
353,True,mayk,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,Mayk,284,2,Mayksilvan da Silva Ferreira,101820,Grêmio,3,4.76,7,,6.2,0.95,Mayk,21,3.67,,,,5.0,,,,,,,,1.0,,,,,,,,
354,True,vitinho,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,Vitinho,280,5,Vitor Hugo Naum dos Santos,101960,Bragantino,16,8.3,6,,0.0,-0.45,Vitinho,21,3.88,2.0,4.0,,17.0,19.0,7.0,7.0,11.0,2.0,2.0,1.0,,,,,,,,,
355,True,britez,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,Brítez,356,3,Emanuel Fermín Brítez,101995,Fortaleza,15,3.96,7,,2.4,-0.66,Brítez,21,2.85,1.0,7.0,1.0,20.0,13.0,1.0,5.0,5.0,,,2.0,4.0,,,,,,,,
356,False,piquerez,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,Piquerez,275,2,Joaquín Piquerez Moreira,102130,Palmeiras,16,11.15,5,,0.0,0.0,Piquerez,21,6.23,,2.0,,22.0,10.0,5.0,15.0,19.0,,2.0,,7.0,,,,,,,,
357,False,vitor-eudes,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,Vitor Eudes,266,1,Vitor Eudes de Souza Costa,102137,Fluminense,0,1.0,6,,0.0,0.0,V. Eudes,21,0.0,,,,,,,,,,,,,,,,,,,,
358,False,lucas-halter,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,Lucas Halter,263,3,Lucas Halter,102253,Botafogo,14,5.91,6,,0.0,0.0,L. Halter,21,2.9,,2.0,,9.0,14.0,2.0,5.0,5.0,,1.0,,4.0,,,,,,1.0,,
359,False,caio-paulista,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,Caio Paulista,275,2,Caio Fernando de Oliveira,102318,Palmeiras,9,4.86,6,,0.0,0.0,C. Paulista,21,2.41,,1.0,,4.0,2.0,1.0,1.0,3.0,,,,3.0,,,,,,,,
360,False,caca,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,Cacá,264,3,Carlos de Menezes Júnior,102340,Corinthians,16,7.76,6,,0.0,0.0,Cacá,21,3.77,1.0,3.0,,14.0,19.0,2.0,10.0,10.0,,3.0,,3.0,,,,,,1.0,2.0,
361,False,araos,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,Araos,373,4,Ángelo Giovanni Araos Llanos,102352,Atlético-GO,0,3.0,6,,0.0,0.0,Araos,21,0.0,,,,,,,,,,,,,,,,,,,,
362,False,mastriani,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,Mastriani,293,5,Gonzalo Mathías Mastriani Borges,102561,Athlético-PR,12,8.25,6,,0.0,0.0,Mastriani,21,4.96,,,,8.0,8.0,3.0,7.0,5.0,3.0,4.0,3.0,,,,,,,,,
363,True,helinho,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HKFN5Du.png,Helinho,280,5,Hélio Júnio Nunes de Castro,102598,Bragantino,13,9.72,6,,8.9,0.71,Helinho,21,6.84,2.0,3.0,,13.0,13.0,6.0,12.0,11.0,,6.0,,,,,,,,,,
364,True,thiaguinho,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,Thiaguinho,286,4,Thiago Beserra dos Santos Conti,102599,Juventude,4,1.94,7,,2.8,0.63,Thiaguinho,21,0.62,,1.0,,4.0,6.0,,,3.0,,,,,,,,,,1.0,,
365,True,julimar,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,Julimar,293,5,Julimar Silva Oliveira Júnior,102796,Athlético-PR,18,5.77,7,,6.3,0.03,Julimar,21,3.77,1.0,2.0,,17.0,16.0,10.0,13.0,6.0,,3.0,3.0,,,,,,,,,
366,False,terans,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,Terans,266,4,Miguel David Terans Pérez,102878,Fluminense,7,4.06,5,,0.0,0.0,Terans,21,0.97,,1.0,,3.0,5.0,2.0,1.0,5.0,,,,,,,,,,,,
367,False,anderson,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,Anderson,283,1,Anderson Silva da Paixão,102906,Cruzeiro,15,4.7,6,,0.0,0.0,Anderson,21,3.73,,1.0,,,,,,2.0,,,,6.0,43.0,17.0,,,,,,
368,False,matheus-teixeira,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,Matheus Teixeira,288,1,Matheus Henrique Teixeira,102907,Criciúma,0,3.0,6,,0.0,0.0,M. Teixeira,21,0.0,,,,,,,,,,,,,,,,,,,,
369,True,luan-vinicius,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,Luan Vinícius,287,4,Luan Vinícius da Silva Santos,102909,Vitória,14,2.23,7,,-1.4,-0.23,L. Vinícius,21,0.85,,4.0,,7.0,14.0,1.0,3.0,10.0,1.0,,,,,,,,,,,
370,True,canobbio,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,Canobbio,293,5,Agustín Canobbio Graviz,102928,Athlético-PR,9,9.44,6,,0.8,-0.5,Canobbio,21,4.49,1.0,1.0,1.0,10.0,6.0,3.0,8.0,7.0,,2.0,3.0,,,,,,,,,
371,True,laquintana,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_lsx86RT.png,Laquintana,280,5,Ignacio Jesús Laquintana Marsico - Nacho,103014,Bragantino,9,3.24,7,,0.8,-0.09,Laquintana,21,1.41,,1.0,,3.0,6.0,1.0,1.0,4.0,,1.0,1.0,,,,,,,,,
372,True,eric-ramires,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,Eric Ramires,280,4,Eric dos Santos Rodrigues,103295,Bragantino,17,6.5,7,,3.8,-0.41,E. Ramires,21,3.82,2.0,3.0,,16.0,15.0,4.0,10.0,17.0,2.0,2.0,,,,,,,,,,
373,True,matheus-alexandre,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,Matheus Alexandre,1371,2,Matheus Alexandre Anastácio de Souza,103347,Cuiabá,13,5.49,7,,2.9,-0.04,M. Alexandre,21,3.56,,2.0,,26.0,12.0,1.0,3.0,4.0,,,,3.0,,,,,,,,
374,False,emmanuel-martinez,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,Emmanuel Martínez,356,4,Leandro Emmanuel Martínez,103388,Fortaleza,4,6.22,6,,0.0,0.0,E. Martínez,21,3.3,,2.0,,5.0,4.0,1.0,4.0,6.0,1.0,,,,,,,,,,,
375,True,kaio-jorge,https://s.sde.globo.com/media/person_role/2024/06/11/photo_220x220_GXGWlqW.png,Kaio Jorge,283,5,Kaio Jorge Pinto Ramos,103445,Cruzeiro,4,5.55,7,,1.2,-0.43,K. Jorge,21,0.88,,,,2.0,6.0,1.0,1.0,2.0,,,1.0,,,,,,,,,
376,False,ignacio,https://s.sde.globo.com/media/person_role/2023/05/05/photo_220x220_86Pw8Ni.png,Ignácio,266,3,Ignácio da Silva Oliveira,103523,Fluminense,0,5.0,6,,0.0,0.0,Ignácio,21,0.0,,,,,,,,,,,,,,,,,,,,
377,False,caetano,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,Caetano,264,3,João Victor Andrade Caetano,103575,Corinthians,4,3.16,6,,0.0,0.0,Caetano,21,0.05,,,1.0,3.0,3.0,,,1.0,,,,,,,,,,,,
378,True,kaique-rocha,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,Kaíque Rocha,293,3,Kaíque Rocha Lima,103684,Athlético-PR,18,6.47,7,,2.4,0.19,K. Rocha,21,3.53,1.0,2.0,,26.0,11.0,1.0,4.0,7.0,,,,5.0,,,,,,,,
379,True,jadsom-silva,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,Jadsom Silva,280,4,Jadsom Meemyas de Oliveira da Silva,103695,Bragantino,14,2.63,6,,2.0,0.38,J. Silva,21,1.1,,2.0,1.0,18.0,17.0,,3.0,3.0,,,,,,,,,,,,
380,False,gabriel-veron,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,Gabriel Veron,283,5,Gabriel Veron Fonseca de Souza,103764,Cruzeiro,15,4.42,5,,0.0,0.0,G. Veron,21,3.09,1.0,1.0,,11.0,7.0,2.0,5.0,2.0,,3.0,1.0,,,,,,,,,
381,True,gabriel-menino,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,Gabriel Menino,275,4,Gabriel Vinícius Menino,103767,Palmeiras,19,5.2,6,,1.7,-0.02,G. Menino,21,2.82,,5.0,,25.0,23.0,6.0,14.0,19.0,,1.0,4.0,,,,,,,,,
382,True,higor-meritao,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,Higor Meritão,288,4,Higor Matheus Meritão,103987,Criciúma,10,4.49,7,,8.5,1.15,H. Meritão,21,2.81,,2.0,,9.0,14.0,2.0,4.0,4.0,,2.0,1.0,,,,,,,,,
383,False,sabino,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,Sabino,276,3,José Sabino Chagas Monteiro,104075,São Paulo,0,5.0,6,,0.0,0.0,Sabino,21,0.0,,,,,,,,,,,,,,,,,,,,
384,True,bruno-fuchs,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,Bruno Fuchs,282,3,Bruno de Lara Fuchs,104085,Atlético-MG,14,5.7,6,,9.7,1.48,B. Fuchs,21,2.62,1.0,4.0,1.0,21.0,14.0,,1.0,8.0,1.0,,,2.0,,,,,,,,
385,True,lucas-arcanjo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,Lucas Arcanjo,287,1,Lucas Willians Assis Arcanjo,104118,Vitória,20,4.24,7,,7.5,0.05,L. Arcanjo,21,2.3,,2.0,,,,,,6.0,,,,3.0,62.0,32.0,,,,,,
386,False,ruan,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,Ruan,264,4,Ruan de Oliveira Ferreira,104153,Corinthians,0,3.0,6,,0.0,0.0,Ruan,21,0.0,,,,,,,,,,,,,,,,,,,,
387,False,raul,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,Raul,263,1,Raul Jonas Steffens,104191,Botafogo,0,2.0,6,,0.0,0.0,Raul,21,0.0,,,,,,,,,,,,,,,,,,,,
388,True,edson-carioca,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,Edson Carioca,286,5,Edson Guilherme Mendes dos Santos,104204,Juventude,1,2.6,5,,2.1,0.6,E. Carioca,21,2.1,,,,2.0,1.0,,,,,,,,,,,,,,,
389,False,joao-victor,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,João Victor,267,3,João Victor da Silva Marcelino,104250,Vasco,8,4.21,5,,0.0,0.0,J. Victor,21,1.25,,2.0,1.0,10.0,7.0,,2.0,7.0,,,,,,,,,,,,
390,True,adriano-martins,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,Adriano Martins,373,3,Adriano Martins da Fonseca,104253,Atlético-GO,17,4.07,7,,-0.2,-0.85,A. Martins,21,2.85,,5.0,,34.0,22.0,4.0,5.0,3.0,,,2.0,2.0,,,,,,1.0,,
391,False,joao-lucas,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,João Lucas,286,2,João Lucas de Almeida Carvalho,104257,Juventude,14,6.07,6,,0.0,0.0,J. Lucas,21,4.92,2.0,3.0,,22.0,17.0,1.0,5.0,15.0,,1.0,,4.0,,,,,,,,
392,False,dudu,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_6VpYPLs.png,Dudu,287,4,Eduardo Marcelo Rodrigues Nunes,104330,Vitória,5,3.83,6,,0.0,0.0,Dudu,21,2.3,,3.0,1.0,14.0,6.0,,,5.0,,,,,,,,,,,,
393,True,matheus-mendes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,Matheus Mendes,282,1,Matheus Mendes Werneck de Oliveira,104383,Atlético-MG,10,4.83,7,,1.0,-0.58,M. Mendes,21,3.15,,,,,,,,3.0,,,,1.0,36.0,18.0,,,,,,1.0
394,True,igor-gomes,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mxuErJK.png,Igor Gomes,285,3,Igor Gomes Silva,104385,Internacional,10,6.88,6,,0.0,-0.39,I. Gomes,21,4.84,1.0,2.0,,8.0,6.0,,2.0,6.0,,1.0,,5.0,,,,,,,,
395,True,christian,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,Christian,293,4,Christian Roberto Alves Cardoso,104502,Athlético-PR,14,4.94,7,,1.4,0.32,Christian,21,2.34,,3.0,,15.0,28.0,3.0,5.0,22.0,,1.0,4.0,,,,,,,,,
396,True,igor-jesus,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,Igor Jesus,263,5,Igor Jesus Maciel da Cruz,104528,Botafogo,5,6.35,7,,11.3,1.54,I. Jesus,21,4.46,,1.0,,2.0,10.0,5.0,4.0,14.0,,1.0,3.0,,,,,,,,,
397,False,fabricio,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,Fabrício,280,1,Fabrício Oliveira de Souza,104588,Bragantino,0,0.85,6,,0.0,0.0,Fabrício,21,0.0,,,,,,,,,,,,,,,,,,,,
398,True,moises,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,Moisés,356,5,Moisés Vieira da Veiga,104666,Fortaleza,10,4.07,5,,1.1,0.1,Moisés,21,1.63,1.0,,,3.0,1.0,4.0,3.0,2.0,,,2.0,,,,,,,,,
399,True,newton,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,Newton,288,4,Newton Araújo da Costa Júnior,104693,Criciúma,12,4.02,7,,6.6,0.73,Newton,21,2.76,1.0,2.0,,15.0,19.0,2.0,3.0,10.0,,1.0,,,,,,,,,,
400,True,juan-vojvoda,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,Juan Vojvoda,356,6,Juan Pablo Vojvoda Rizzo,104754,Fortaleza,19,9.16,7,,5.65,-0.21,J. Vojvoda,21,5.32,,,,,,,,,,,,,,,,11.0,,,,
401,False,leo-godoy,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,Leo Godoy,293,2,Leonardo Ezequiel Godoy,104759,Athlético-PR,15,6.03,3,,0.0,0.0,L. Godoy,21,2.88,1.0,3.0,,7.0,20.0,,3.0,7.0,,1.0,1.0,5.0,,,,,,,,
402,False,acevedo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,Acevedo,265,4,Nicolás Brian Acevedo Tabárez,104783,Bahia,0,5.0,5,,0.0,0.0,Acevedo,21,0.0,,,,,,,,,,,,,,,,,,,,
403,False,arezo,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,Arezo,284,5,Douglas Matías Arezo Martínez,104849,Grêmio,3,5.11,6,,0.0,0.0,Arezo,21,1.03,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,
404,True,wagner-leonardo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,Wagner Leonardo,287,3,Wagner Leonardo Calvelo de Souza,104994,Vitória,19,6.72,7,,14.7,1.52,W. Leonardo,21,3.49,,1.0,1.0,17.0,7.0,5.0,5.0,6.0,,3.0,,3.0,,,,,,,,
405,True,joao-marcelo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,João Marcelo,283,3,João Marcelo Messias Ferreira,105047,Cruzeiro,18,4.69,7,,0.4,-0.64,J. Marcelo,21,3.82,1.0,6.0,,22.0,13.0,3.0,5.0,9.0,,,1.0,7.0,,,,,,,,
406,False,ferraresi,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,Ferraresi,276,3,Nahuel Adolfo Ferraresi Hernández,105300,São Paulo,7,6.67,6,,0.0,0.0,Ferraresi,21,5.21,,,,10.0,5.0,1.0,1.0,2.0,,1.0,,3.0,,,,,,,,
407,True,hurtado,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,Hurtado,373,5,Jan Carlos Hurtado Anchico,105301,Atlético-GO,4,4.21,6,,0.0,-0.44,Hurtado,21,0.8,,1.0,1.0,3.0,4.0,2.0,,5.0,,,1.0,,,,,,,,,
408,True,gabriel-xavier,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,Gabriel Xavier,265,3,Gabriel Lheman Xavier - Lhman,105373,Bahia,17,5.46,7,,2.4,-0.15,G. Xavier,21,3.18,,2.0,,27.0,23.0,4.0,4.0,5.0,,,,4.0,,,,,,,,
409,False,matheus-bidu,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,Matheus Bidu,264,2,Matheus Lima Beltrão Oliveira Valin,105531,Corinthians,7,7.19,6,,0.0,0.0,M. Bidu,21,4.63,,,,6.0,4.0,1.0,4.0,8.0,,1.0,,2.0,,,,,,,,
410,False,rikelme,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_GWnqoHo.png,Rikelme,1371,2,Rikelme Hernandes Amorim Rocha,105547,Cuiabá,8,5.46,6,,0.0,0.0,Rikelme,21,3.68,,,,10.0,5.0,1.0,1.0,4.0,,,1.0,3.0,,,,,,,,
411,False,lucero,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,Lucero,356,5,Juan Martín Lucero,105568,Fortaleza,16,8.84,6,,0.0,0.0,Lucero,21,4.89,,5.0,,5.0,21.0,9.0,11.0,17.0,,7.0,5.0,,,,,,,,,
412,False,lucas-piton,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,Lucas Piton,267,2,Lucas Piton Crivellaro,105584,Vasco,16,6.6,6,,0.0,0.0,L. Piton,21,4.7,3.0,4.0,,31.0,17.0,1.0,5.0,8.0,,1.0,,3.0,,,,,,,,
413,False,roni,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,Roni,373,4,Roni Medeiros de Moura,105585,Atlético-GO,12,3.24,6,,0.0,0.0,Roni,21,2.14,,2.0,,12.0,8.0,2.0,3.0,6.0,,1.0,,,,,,,,,,
414,True,mauricio,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,Maurício,275,4,Maurício Magalhães Prado,105647,Palmeiras,10,5.14,7,,0.5,-0.3,Maurício,21,1.64,,2.0,,6.0,5.0,4.0,3.0,11.0,,,,,,,,,,,,
415,True,wesley,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,Wesley,285,5,Wesley Ribeiro Silva,105811,Internacional,14,10.57,7,,4.4,0.03,Wesley,21,6.48,1.0,4.0,,17.0,28.0,9.0,14.0,38.0,1.0,4.0,5.0,,,,2.0,,,,,
416,True,edu,https://s.sde.globo.com/media/person_role/2024/07/26/photo_FORMATO_pDdTvaw.png,Edu,287,3,Lucas Eduardo Ribeiro de Souza,105842,Vitória,2,5.09,6,,5.0,0.87,Edu,21,4.5,,1.0,,,,,,,,,,2.0,,,,,,,,
417,False,belezi,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,Belezi,293,3,Lucas Belezi Barbosa,105844,Athlético-PR,0,2.0,6,,0.0,0.0,Belezi,21,0.0,,,,,,,,,,,,,,,,,,,,
418,False,matheus-araujo,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,Matheus Araújo,264,4,Matheus de Araújo Andrade,105845,Corinthians,4,2.76,6,,0.0,0.0,M. Araújo,21,0.43,,,,1.0,,,,1.0,,,,,,,,,,,,
419,True,ze-gabriel,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JGhasXI.png,Zé Gabriel,267,4,José Gabriel dos Santos Silva,105902,Vasco,14,2.51,6,,1.2,0.13,Z. Gabriel,21,1.09,,3.0,,12.0,13.0,2.0,3.0,6.0,,,,,,,,,,,,
420,True,romulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,Rômulo,285,4,Rômulo Zanre Zwarg,105911,Internacional,10,3.14,7,,-0.9,-0.52,Rômulo,21,1.81,,2.0,,16.0,18.0,1.0,2.0,7.0,,,,,,,,,,,,
421,True,rochet,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,Rochet,285,1,Sergio Ramón Rochet Álvarez,105949,Internacional,8,5.47,7,,2.0,0.16,Rochet,21,3.01,,2.0,,,,,,4.0,,,,2.0,20.0,6.0,,,,,,
422,True,ewerthon,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,Ewerthon,286,2,Ewerthon Diógenes da Silva,106082,Juventude,11,5.55,7,,1.9,-0.12,Ewerthon,21,3.73,1.0,,,6.0,2.0,3.0,6.0,6.0,,1.0,,2.0,,,,,,,,
423,True,thiago-carpini,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,Thiago Carpini,287,6,Thiago Carpini Barbosa,106147,Vitória,17,8.36,7,,8.09,0.17,T. Carpini,21,4.57,,,,,,,,,,,,,,,,6.0,,,,
424,True,lucao,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,Lucão,280,1,Lucas Alexandre Galdino de Azevedo,106160,Bragantino,6,3.45,7,,-1.0,-0.56,Lucão,21,2.5,,,,,,,,,,,,1.0,17.0,7.0,,,,,,
425,True,bruno-gomes,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,Bruno Gomes,285,4,Bruno Gomes da Silva Clevelário,106202,Internacional,9,3.08,6,,0.5,-0.09,B. Gomes,21,1.97,1.0,1.0,,4.0,5.0,1.0,4.0,12.0,,,,,,,,,,,,
426,False,marcos-antonio,https://s.sde.globo.com/media/person_role/2024/07/23/photo_FORMATO_1CIojRS.png,Marcos Antônio,276,4,Marcos Antônio Silva Santos,106294,São Paulo,0,7.0,6,,0.0,0.0,M. Antônio,21,0.0,,,,,,,,,,,,,,,,,,,,
427,True,realpe,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_csUs5UL.png,Realpe,280,3,Leonardo Javier Realpe Montaño,106299,Bragantino,1,6.28,7,,7.0,2.28,Realpe,21,7.0,,,,5.0,1.0,,1.0,1.0,,,,,,,,,,,,
428,True,caio-alexandre,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,Caio Alexandre,265,4,Caio Alexandre Souza e Silva,106323,Bahia,18,4.97,7,,0.5,-0.09,C. Alexandre,21,2.19,,2.0,,15.0,18.0,1.0,1.0,32.0,1.0,1.0,2.0,,,,,,,,,
429,True,wesley-gasolina,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,Wesley Gasolina,283,2,Wesley David de Oliveira Andrade,106327,Cruzeiro,2,3.69,6,,1.2,-0.23,W. Gasolina,21,3.35,,,,1.0,,,,1.0,,,,1.0,,,,,,,,
