,atletas.media_num,atletas.pontos_num,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.apelido,atletas.status_id,atletas.atleta_id,atletas.foto,atletas.apelido_abreviado,atletas.preco_num,atletas.clube.id.full.name,atletas.slug,atletas.variacao_num,atletas.rodada_id,atletas.jogos_num,atletas.clube_id,atletas.entrou_em_campo,atletas.nome,DS,FC,FF,FS,G,I,A,CA,FD,FT,SG,CV,V,DE,GS,PC,PP,PS,DP,GC
347,2.4,2.2,4,,Pepê,6,101573,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,Pepê,5.04,Grêmio,pepe,-0.1,19,9,284,True,João Pedro Vilardi Pinto,16.0,9.0,2.0,15.0,,,,1.0,,,,1.0,,,,,,,,
348,5.67,4.0,1,,Hugo Souza,7,101574,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,H. Souza,8.77,Corinthians,hugo-souza,-0.6,19,3,264,True,Hugo de Souza Nogueira,,,,,,,,,,,1.0,,,15.0,3.0,,,,,
349,3.24,0.0,4,,Hugo Moura,7,101594,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,H. Moura,5.5,Vasco,hugo-moura,0.0,19,11,267,False,Hugo Moura Arruda da Silva,21.0,15.0,4.0,7.0,,,3.0,5.0,1.0,,,1.0,,,,,,,,
350,3.76,0.0,2,,Ramon,7,101597,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,Ramon,5.68,Cuiabá,ramon,0.0,19,10,1371,False,Ramon Ramos Lima,14.0,8.0,1.0,7.0,1.0,2.0,1.0,5.0,1.0,,2.0,,,,,,,,,
351,0.66,0.9,4,,Caio Vinícius,6,101601,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,C. Vinícius,2.14,Vitória,caio-vinicius,0.02,19,7,287,True,Caio Vinicius da Conceição,7.0,7.0,1.0,5.0,,,,5.0,,,,,,,,,,,,
352,0.55,0.0,4,,Peixoto,6,101651,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,Peixoto,1.94,Juventude,peixoto,0.0,19,2,286,False,Daniel Nascimento Peixoto dos Santos,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,
353,2.42,0.0,4,,Rhaldney,7,101666,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,Rhaldney,3.12,Atlético-GO,rhaldney,0.0,19,14,373,False,Rhaldney Norberto Simião Gomes,25.0,22.0,1.0,11.0,,,1.0,5.0,1.0,1.0,,,,,,,,,,
354,3.47,0.0,2,,Felipe Jonatan,6,101708,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,F. Jonatan,5.97,Fortaleza,felipe-jonatan,0.0,19,12,356,False,Felipe Jonatan Rocha Andrade,11.0,6.0,2.0,15.0,,,,,1.0,,4.0,,,,,,,,,
355,4.9,2.6,5,,Alerrandro,7,101715,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,Alerrandro,7.41,Vitória,alerrandro,0.31,19,16,287,True,Alerrandro Barra Mansa Realino de Souza,18.0,9.0,7.0,25.0,3.0,3.0,2.0,1.0,8.0,,,,,,,1.0,,,,
356,4.24,0.0,2,,Railan,6,101726,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,Railan,5.15,Cuiabá,railan,0.0,19,7,1371,False,Railan Reis Ferreira - Raylan,6.0,6.0,2.0,7.0,,,2.0,2.0,1.0,,2.0,,,,,,,,,
357,3.87,3.0,2,,Matheuzinho,7,101727,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,Matheuzinho,6.56,Corinthians,matheuzinho,-0.66,19,17,264,True,Matheus França Silva,31.0,11.0,4.0,12.0,,1.0,,2.0,4.0,,4.0,,,,,,,,,
358,2.57,0.0,3,,Diego Costa,6,101728,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ApqbX2X.png,D. Costa,5.05,São Paulo,diego-costa,0.0,19,14,276,False,Diego Henrique Costa Barbosa,11.0,15.0,1.0,2.0,,,,2.0,2.0,,5.0,,,,,,,,,
359,4.55,0.0,2,,Claudinho,7,101752,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,Claudinho,5.5,Criciúma,claudinho,0.0,19,15,288,False,Claudio Coelho Salvático,25.0,6.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,
360,2.4,0.0,2,,Mayk,6,101820,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,Mayk,3.81,Grêmio,mayk,0.0,19,2,284,False,Mayksilvan da Silva Ferreira,4.0,,,,,,,,,,,,,,,,,,,
361,4.28,0.0,5,,Vitinho,6,101960,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,Vitinho,8.85,Bragantino,vitinho,0.0,19,14,280,False,Vitor Hugo Naum dos Santos,16.0,18.0,6.0,10.0,2.0,1.0,2.0,4.0,7.0,2.0,,,,,,,,,,
362,2.49,0.0,3,,Brítez,7,101995,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,Brítez,4.11,Fortaleza,britez,0.0,19,13,356,False,Emanuel Fermín Brítez,14.0,10.0,5.0,5.0,,2.0,1.0,6.0,1.0,,3.0,1.0,,,,,,,,
363,6.23,0.0,2,,Piquerez,5,102130,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,Piquerez,11.15,Palmeiras,piquerez,0.0,19,16,275,False,Joaquín Piquerez Moreira,22.0,10.0,15.0,19.0,2.0,,,2.0,5.0,,7.0,,,,,,,,,
364,0.0,0.0,1,,Vitor Eudes,6,102137,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,V. Eudes,1.0,Fluminense,vitor-eudes,0.0,19,0,266,False,Vitor Eudes de Souza Costa,,,,,,,,,,,,,,,,,,,,
365,2.99,0.0,3,,Lucas Halter,6,102253,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,L. Halter,6.49,Botafogo,lucas-halter,0.0,19,13,263,False,Lucas Halter,9.0,14.0,5.0,4.0,1.0,,,2.0,1.0,,4.0,,,,,1.0,,,,
366,2.46,0.0,2,,Caio Paulista,6,102318,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,C. Paulista,5.44,Palmeiras,caio-paulista,0.0,19,8,275,False,Caio Fernando de Oliveira,3.0,2.0,,3.0,,,,1.0,1.0,,3.0,,,,,,,,,
367,3.77,-0.5,3,,Cacá,3,102340,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,Cacá,7.76,Corinthians,caca,-0.94,19,16,264,True,Carlos de Menezes Júnior,14.0,19.0,10.0,10.0,3.0,,1.0,3.0,2.0,,3.0,,,,,1.0,,,,2.0
368,0.0,0.0,4,,Araos,6,102352,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,Araos,3.0,Atlético-GO,araos,0.0,19,0,373,False,Ángelo Giovanni Araos Llanos,,,,,,,,,,,,,,,,,,,,
369,4.96,0.0,5,,Mastriani,6,102561,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,Mastriani,8.25,Athlético-PR,mastriani,0.0,19,12,293,False,Gonzalo Mathías Mastriani Borges,8.0,8.0,7.0,5.0,4.0,3.0,,,3.0,3.0,,,,,,,,,,
370,6.86,0.0,5,,Helinho,7,102598,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HKFN5Du.png,Helinho,9.06,Bragantino,helinho,0.0,19,11,280,False,Hélio Júnio Nunes de Castro,10.0,10.0,10.0,11.0,5.0,,2.0,3.0,5.0,,,,,,,,,,,
371,-0.1,0.0,4,,Thiaguinho,6,102599,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,Thiaguinho,1.31,Juventude,thiaguinho,0.0,19,3,286,False,Thiago Beserra dos Santos Conti,1.0,5.0,,2.0,,,,,,,,,,,,1.0,,,,
372,3.41,0.0,5,,Julimar,6,102796,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,Julimar,4.85,Athlético-PR,julimar,0.0,19,16,293,False,Julimar Silva Oliveira Júnior,15.0,14.0,11.0,5.0,2.0,3.0,1.0,1.0,8.0,,,,,,,,,,,
373,0.97,0.0,4,,Terans,5,102878,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,Terans,4.06,Fluminense,terans,0.0,19,7,266,False,Miguel David Terans Pérez,3.0,5.0,1.0,5.0,,,,1.0,2.0,,,,,,,,,,,
374,3.73,0.0,1,,Anderson,6,102906,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,Anderson,4.7,Cruzeiro,anderson,0.0,19,15,283,False,Anderson Silva da Paixão,,,,2.0,,,,1.0,,,6.0,,,43.0,17.0,,,,,
375,0.0,0.0,1,,Matheus Teixeira,6,102907,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,M. Teixeira,3.0,Criciúma,matheus-teixeira,0.0,19,0,288,False,Matheus Henrique Teixeira,,,,,,,,,,,,,,,,,,,,
376,1.02,0.0,4,,Luan Vinícius,5,102909,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,L. Vinícius,2.46,Vitória,luan-vinicius,0.0,19,13,287,False,Luan Vinícius da Silva Santos,7.0,11.0,3.0,9.0,,,,3.0,1.0,1.0,,,,,,,,,,
377,5.31,0.0,5,,Canobbio,7,102928,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,Canobbio,10.49,Athlético-PR,canobbio,0.0,19,7,293,False,Agustín Canobbio Graviz,9.0,6.0,7.0,7.0,2.0,3.0,1.0,1.0,2.0,,,1.0,,,,,,,,
378,1.49,0.0,5,,Laquintana,6,103014,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_lsx86RT.png,Laquintana,3.33,Bragantino,laquintana,0.0,19,8,280,False,Ignacio Jesús Laquintana Marsico - Nacho,2.0,2.0,,4.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,
379,3.6,0.0,4,,Eric Ramires,6,103295,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,E. Ramires,5.98,Bragantino,eric-ramires,0.0,19,15,280,False,Eric dos Santos Rodrigues,11.0,14.0,9.0,14.0,2.0,,2.0,3.0,4.0,1.0,,,,,,,,,,
380,3.65,0.0,2,,Matheus Alexandre,7,103347,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,M. Alexandre,5.27,Cuiabá,matheus-alexandre,0.0,19,11,1371,False,Matheus Alexandre Anastácio de Souza,22.0,12.0,2.0,3.0,,,,2.0,1.0,,3.0,,,,,,,,,
381,3.3,0.0,4,,Emmanuel Martínez,6,103388,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,E. Martínez,6.22,Fortaleza,emmanuel-martinez,0.0,19,4,356,False,Leandro Emmanuel Martínez,5.0,4.0,4.0,6.0,,,,2.0,1.0,1.0,,,,,,,,,,
382,1.35,2.6,5,,Kaio Jorge,7,103445,https://s.sde.globo.com/media/person_role/2024/06/11/photo_220x220_GXGWlqW.png,K. Jorge,7.19,Cruzeiro,kaio-jorge,-0.05,19,2,283,True,Kaio Jorge Pinto Ramos,1.0,3.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,
383,0.0,0.0,3,,Ignácio,2,103523,https://s.sde.globo.com/media/person_role/2023/05/05/photo_220x220_86Pw8Ni.png,Ignácio,5.0,Fluminense,ignacio,0.0,19,0,266,False,Ignácio da Silva Oliveira,,,,,,,,,,,,,,,,,,,,
384,0.05,0.0,3,,Caetano,6,103575,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,Caetano,3.16,Corinthians,caetano,0.0,19,4,264,False,João Victor Andrade Caetano,3.0,3.0,,1.0,,,,,,,,1.0,,,,,,,,
385,0.0,0.0,5,,Rafael Bilu,6,103576,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_rDWVVAO.png,R. Bilu,2.0,Cruzeiro,rafael-bilu,0.0,19,0,283,False,Rafael Bilu Mudesto,,,,,,,,,,,,,,,,,,,,
386,3.79,0.0,3,,Kaíque Rocha,7,103684,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,K. Rocha,6.45,Athlético-PR,kaique-rocha,0.0,19,16,293,False,Kaíque Rocha Lima,23.0,9.0,4.0,7.0,,,1.0,2.0,1.0,,5.0,,,,,,,,,
387,1.03,0.0,4,,Jadsom Silva,6,103695,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,J. Silva,2.25,Bragantino,jadsom-silva,0.0,19,13,280,False,Jadsom Meemyas de Oliveira da Silva,16.0,14.0,3.0,2.0,,,,2.0,,,,1.0,,,,,,,,
388,3.09,0.0,5,,Gabriel Veron,5,103764,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,G. Veron,4.42,Cruzeiro,gabriel-veron,0.0,19,15,283,False,Gabriel Veron Fonseca de Souza,11.0,7.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
389,2.96,3.0,4,,Gabriel Menino,2,103767,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,G. Menino,5.51,Palmeiras,gabriel-menino,-0.55,19,17,275,True,Gabriel Vinícius Menino,22.0,21.0,13.0,18.0,1.0,4.0,,4.0,6.0,,,,,,,,,,,
390,2.18,0.0,4,,Higor Meritão,6,103987,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,H. Meritão,3.05,Criciúma,higor-meritao,0.0,19,8,288,False,Higor Matheus Meritão,7.0,8.0,2.0,3.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,
391,0.0,0.0,3,,Sabino,6,104075,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,Sabino,5.0,São Paulo,sabino,0.0,19,0,276,False,José Sabino Chagas Monteiro,,,,,,,,,,,,,,,,,,,,
392,2.25,0.0,3,,Bruno Fuchs,7,104085,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,B. Fuchs,5.24,Atlético-MG,bruno-fuchs,0.0,19,12,282,False,Bruno de Lara Fuchs,19.0,12.0,1.0,6.0,,,,3.0,,,2.0,1.0,,,,,,,,
393,1.67,-1.0,1,,Lucas Arcanjo,7,104118,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,L. Arcanjo,2.84,Vitória,lucas-arcanjo,-0.45,19,18,287,True,Lucas Willians Assis Arcanjo,,,,4.0,,,,2.0,,,1.0,,,57.0,32.0,,,,,
394,0.0,0.0,4,,Ruan,6,104153,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,Ruan,3.0,Corinthians,ruan,0.0,19,0,264,False,Ruan de Oliveira Ferreira,,,,,,,,,,,,,,,,,,,,
395,0.0,0.0,1,,Raul,6,104191,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,Raul,2.0,Botafogo,raul,0.0,19,0,263,False,Raul Jonas Steffens,,,,,,,,,,,,,,,,,,,,
396,0.0,0.0,5,,Edson Carioca,5,104204,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,E. Carioca,2.0,Juventude,edson-carioca,0.0,19,0,286,False,Edson Guilherme Mendes dos Santos,,,,,,,,,,,,,,,,,,,,
397,1.25,0.0,3,,João Victor,5,104250,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,J. Victor,4.21,Vasco,joao-victor,0.0,19,8,267,False,João Victor da Silva Marcelino,10.0,7.0,2.0,7.0,,,,2.0,,,,1.0,,,,,,,,
398,2.84,0.0,3,,Adriano Martins,7,104253,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,A. Martins,4.1,Atlético-GO,adriano-martins,-0.18,19,15,373,True,Adriano Martins da Fonseca,28.0,18.0,4.0,3.0,,2.0,,4.0,4.0,,2.0,,,,,1.0,,,,
399,4.92,-1.0,2,,João Lucas,3,104257,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,J. Lucas,6.07,Juventude,joao-lucas,-0.85,19,14,286,True,João Lucas de Almeida Carvalho,22.0,17.0,5.0,15.0,1.0,,2.0,3.0,1.0,,4.0,,,,,,,,,
400,1.75,0.0,2,,Calegari,6,104276,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_YfMFo2m.png,Calegari,3.5,Fluminense,calegari,0.0,19,2,266,False,Lucas Felipe Calegari,3.0,2.0,,3.0,,,,,,,,,,,,1.0,,,,
401,2.3,0.0,4,,Dudu,6,104330,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_6VpYPLs.png,Dudu,3.83,Vitória,dudu,0.0,19,5,287,False,Eduardo Marcelo Rodrigues Nunes,14.0,6.0,,5.0,,,,3.0,,,,1.0,,,,,,,,
402,3.19,0.0,1,,Matheus Mendes,7,104383,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,M. Mendes,5.41,Atlético-MG,matheus-mendes,0.0,19,8,282,False,Matheus Mendes Werneck de Oliveira,,,,3.0,,,,,,,1.0,,,27.0,15.0,,,,1.0,
403,5.38,0.0,3,,Igor Gomes,6,104385,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mxuErJK.png,I. Gomes,7.27,Internacional,igor-gomes,0.0,19,9,285,False,Igor Gomes Silva,8.0,6.0,2.0,6.0,1.0,,1.0,2.0,,,5.0,,,,,,,,,
404,2.41,0.0,4,,Christian,3,104502,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,Christian,4.62,Athlético-PR,christian,0.0,19,13,293,False,Christian Roberto Alves Cardoso,15.0,27.0,4.0,20.0,1.0,3.0,,3.0,3.0,,,,,,,,,,,
405,1.5,1.1,5,,Igor Jesus,6,104528,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,I. Jesus,3.79,Botafogo,igor-jesus,-0.37,19,3,263,True,Igor Jesus Maciel da Cruz,2.0,6.0,2.0,5.0,,2.0,,,,,,,,,,,,,,
406,0.0,0.0,1,,Fabrício,6,104588,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,Fabrício,0.85,Bragantino,fabricio,0.0,19,0,280,False,Fabrício Oliveira de Souza,,,,,,,,,,,,,,,,,,,,
407,1.94,0.0,5,,Moisés,5,104666,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,Moisés,5.14,Fortaleza,moises,0.0,19,8,356,False,Moisés Vieira da Veiga,2.0,,3.0,2.0,,1.0,1.0,,4.0,,,,,,,,,,,
408,2.39,0.0,4,,Newton,7,104693,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,Newton,3.08,Criciúma,newton,0.0,19,10,288,False,Newton Araújo da Costa Júnior,12.0,16.0,3.0,7.0,1.0,,,2.0,2.0,,,,,,,,,,,
409,5.16,0.0,6,,Juan Vojvoda,7,104754,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,J. Vojvoda,9.04,Fortaleza,juan-vojvoda,0.0,19,17,356,False,Juan Pablo Vojvoda Rizzo,,,,,,,,,,,,,9.0,,,,,,,
410,3.16,0.0,2,,Leo Godoy,7,104759,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,L. Godoy,6.45,Athlético-PR,leo-godoy,0.0,19,14,293,False,Leonardo Ezequiel Godoy,7.0,20.0,3.0,7.0,1.0,1.0,1.0,2.0,,,5.0,,,,,,,,,
411,0.0,0.0,4,,Acevedo,5,104783,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,Acevedo,5.0,Bahia,acevedo,0.0,19,0,265,False,Nicolás Brian Acevedo Tabárez,,,,,,,,,,,,,,,,,,,,
412,1.6,0.0,5,,Arezo,6,104849,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,Arezo,5.84,Grêmio,arezo,-0.8,19,2,284,True,Douglas Matías Arezo Martínez,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,
413,2.71,2.4,3,,Wagner Leonardo,7,104994,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,W. Leonardo,4.77,Vitória,wagner-leonardo,0.31,19,17,287,True,Wagner Leonardo Calvelo de Souza,16.0,6.0,4.0,5.0,2.0,,,1.0,5.0,,1.0,1.0,,,,,,,,
414,3.96,8.9,3,,João Marcelo,7,105047,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,J. Marcelo,5.8,Cruzeiro,joao-marcelo,1.06,19,16,283,True,João Marcelo Messias Ferreira,22.0,11.0,4.0,9.0,,1.0,1.0,5.0,2.0,,6.0,,,,,,,,,
415,5.28,0.0,3,,Ferraresi,6,105300,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,Ferraresi,6.65,São Paulo,ferraresi,0.0,19,6,276,False,Nahuel Adolfo Ferraresi Hernández,7.0,5.0,1.0,2.0,1.0,,,,,,3.0,,,,,,,,,
416,2.25,0.0,5,,Hurtado,7,105301,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,Hurtado,5.45,Atlético-GO,hurtado,0.0,19,2,373,False,Jan Carlos Hurtado Anchico,3.0,3.0,,5.0,,1.0,,,2.0,,,1.0,,,,,,,,
417,3.21,2.4,3,,Gabriel Xavier,7,105373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,G. Xavier,5.52,Bahia,gabriel-xavier,0.07,19,15,265,True,Gabriel Lheman Xavier - Lhman,22.0,21.0,4.0,4.0,,,,2.0,4.0,,4.0,,,,,,,,,
418,4.63,0.0,2,,Matheus Bidu,6,105531,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,M. Bidu,7.19,Corinthians,matheus-bidu,0.0,19,7,264,False,Matheus Lima Beltrão Oliveira Valin,6.0,4.0,4.0,8.0,1.0,,,,1.0,,2.0,,,,,,,,,
419,3.68,0.0,2,,Rikelme,6,105547,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_GWnqoHo.png,Rikelme,5.46,Cuiabá,rikelme,0.0,19,8,1371,False,Rikelme Hernandes Amorim Rocha,10.0,5.0,1.0,4.0,,1.0,,,1.0,,3.0,,,,,,,,,
420,5.2,0.0,5,,Lucero,7,105568,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,Lucero,9.38,Fortaleza,lucero,0.0,19,15,356,False,Juan Martín Lucero,5.0,20.0,11.0,16.0,7.0,5.0,,5.0,9.0,,,,,,,,,,,
421,5.02,0.0,2,,Lucas Piton,7,105584,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,L. Piton,7.25,Vasco,lucas-piton,0.0,19,15,267,False,Lucas Piton Crivellaro,30.0,16.0,5.0,8.0,1.0,,3.0,3.0,1.0,,3.0,,,,,,,,,
422,2.21,0.0,4,,Roni,7,105585,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,Roni,3.13,Atlético-GO,roni,-1.32,19,11,373,True,Roni Medeiros de Moura,11.0,7.0,3.0,5.0,1.0,,,2.0,2.0,,,,,,,,,,,
423,1.78,0.0,4,,Maurício,2,105647,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,Maurício,5.4,Palmeiras,mauricio,-0.26,19,8,275,True,Maurício Magalhães Prado,6.0,5.0,3.0,9.0,,,,2.0,3.0,,,,,,,,,,,
424,6.88,0.0,5,,Wesley,7,105811,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,Wesley,10.49,Internacional,wesley,0.0,19,12,285,False,Wesley Ribeiro Silva,15.0,23.0,12.0,34.0,4.0,5.0,1.0,4.0,6.0,1.0,,,,,,,,2.0,,
425,0.0,0.0,3,,Belezi,6,105844,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,Belezi,2.0,Athlético-PR,belezi,0.0,19,0,293,False,Lucas Belezi Barbosa,,,,,,,,,,,,,,,,,,,,
426,0.43,0.0,4,,Matheus Araújo,6,105845,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,M. Araújo,2.76,Corinthians,matheus-araujo,0.0,19,4,264,False,Matheus de Araújo Andrade,1.0,,,1.0,,,,,,,,,,,,,,,,
427,1.08,0.0,4,,Zé Gabriel,6,105902,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JGhasXI.png,Z. Gabriel,2.38,Vasco,ze-gabriel,0.0,19,13,267,False,José Gabriel dos Santos Silva,11.0,13.0,3.0,6.0,,,,3.0,2.0,,,,,,,,,,,
428,2.12,0.0,4,,Rômulo,7,105911,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,Rômulo,3.58,Internacional,romulo,0.0,19,8,285,False,Rômulo Zanre Zwarg,15.0,15.0,1.0,7.0,,,,2.0,1.0,,,,,,,,,,,
429,3.67,0.0,1,,Rochet,7,105949,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,Rochet,5.86,Internacional,rochet,0.0,19,6,285,False,Sergio Ramón Rochet Álvarez,,,,4.0,,,,1.0,,,2.0,,,15.0,4.0,,,,,
430,4.08,0.0,2,,Ewerthon,6,106082,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,Ewerthon,5.5,Juventude,ewerthon,-0.99,19,9,286,True,Ewerthon Diógenes da Silva,4.0,1.0,6.0,4.0,1.0,,1.0,,2.0,,2.0,,,,,,,,,
431,4.12,4.0,6,,Thiago Carpini,7,106147,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,T. Carpini,7.68,Vitória,thiago-carpini,0.38,19,15,287,True,Thiago Carpini Barbosa,,,,,,,,,,,,,4.0,,,,,,,
432,3.75,0.0,1,,Lucão,7,106160,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,Lucão,5.27,Bragantino,lucao,0.0,19,4,280,False,Lucas Alexandre Galdino de Azevedo,,,,,,,,,,,1.0,,,14.0,4.0,,,,,
433,2.39,0.0,4,,Bruno Gomes,6,106202,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,B. Gomes,3.57,Internacional,bruno-gomes,0.0,19,7,285,False,Bruno Gomes da Silva Clevelário,4.0,5.0,4.0,10.0,,,1.0,1.0,1.0,,,,,,,,,,,
434,0.0,0.0,4,,Marcos Antônio,6,106294,https://s.sde.globo.com/media/person_role/2024/07/23/photo_FORMATO_1CIojRS.png,M. Antônio,7.0,São Paulo,marcos-antonio,0.0,19,0,276,False,Marcos Antônio Silva Santos,,,,,,,,,,,,,,,,,,,,
