,atletas.media_num,atletas.pontos_num,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.apelido,atletas.status_id,atletas.atleta_id,atletas.foto,atletas.apelido_abreviado,atletas.preco_num,atletas.clube.id.full.name,atletas.slug,atletas.variacao_num,atletas.rodada_id,atletas.jogos_num,atletas.clube_id,atletas.entrou_em_campo,atletas.nome,DS,FC,FF,FS,G,I,A,CA,FD,FT,SG,CV,V,DE,GS,PC,PP,PS,DP,GC
621,0.0,0.0,4,,Lucas Eduardo,6,122379,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1YblXkK.png,L. Eduardo,1.0,Vasco,lucas-eduardo,0.0,19,0,267,False,Lucas Eduardo de Souza Oliveira,,,,,,,,,,,,,,,,,,,,
622,0.0,0.0,2,,Julião,6,122380,https://s.sde.globo.com/media/person_role/2024/05/09/photo_FORMATO_7dRSlSv.png,Julião,1.0,Vasco,juliao,0.0,19,0,267,False,Matheus Gabriel Julião Damasceno,,,,,,,,,,,,,,,,,,,,
623,0.97,0.0,5,,Talisson,6,122393,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HTUJbDI.png,Talisson,2.47,Bragantino,talisson,0.0,19,4,280,False,Talisson de Almeida,1.0,4.0,,3.0,,,,,2.0,,,,,,,,,,,
624,1.51,0.0,4,,Gustavinho,6,122394,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_ayQ4fZH.png,Gustavinho,2.86,Bragantino,gustavinho,0.0,19,14,280,False,Gustavo Ribeiro Neves,7.0,8.0,2.0,5.0,,,2.0,,1.0,,,,,,,,,,,
625,2.08,4.3,4,,Ryan,7,122396,,Ryan,2.62,Corinthians,ryan,0.38,19,6,264,True,Ryan Gustavo de Lima,9.0,6.0,1.0,5.0,,,,1.0,1.0,,,,,,,,,,,
626,-0.3,0.0,4,,Pablo Baianinho,6,122413,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_58gJ7zZ.png,P. Baianinho,0.79,Vitória,pablo-baianinho,0.0,19,1,287,False,Pablo Santos de Alcantara,,1.0,,,,,,,,,,,,,,,,,,
627,0.77,0.0,5,,Lucca,6,122420,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ki8AphB.png,Lucca,2.06,Internacional,lucca,0.0,19,7,285,False,Lucca Holanda Sampaio Tavares,2.0,5.0,2.0,6.0,,1.0,,,,,,,,,,,,,,
628,1.1,0.0,5,,Isaac,6,122439,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lguei9P.png,Isaac,2.3,Fluminense,isaac,0.0,19,2,266,False,Isaac Rodrigues de Lima,1.0,,,2.0,,,,,,,,,,,,,,,,
629,1.26,0.0,5,,Rayan,6,122486,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_DAjK7yT.png,Rayan,2.51,Vasco,rayan,0.0,19,11,267,False,Rayan Vitor Simplício Rocha,4.0,3.0,7.0,6.0,,,,1.0,2.0,,,,,,,,,,,
630,0.0,0.0,5,,GB,6,122487,,GB,1.0,Vasco,gb,0.0,19,0,267,False,Gabriel Souza da Silva,,,,,,,,,,,,,,,,,,,,
631,2.9,0.0,5,,Emerson Rodríguez,6,122525,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_K1FY4p0.png,E. Rodríguez,3.82,Vasco,emerson-rodriguez,0.0,19,1,267,False,Emerson Rivaldo Rodríguez Valois,,,3.0,1.0,,,,,,,,,,,,,,,,
632,0.0,0.0,1,,Lucas Furtado,6,122575,,L. Furtado,1.0,Flamengo,lucas-furtado,0.0,19,0,262,False,Lucas Furtado dos Santos,,,,,,,,,,,,,,,,,,,,
633,0.0,0.0,4,,Amorim,6,122598,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_tKEntj2.png,Amorim,1.0,Fortaleza,amorim,0.0,19,0,356,False,Alexsandro Amorim de Freitas Filho,,,,,,,,,,,,,,,,,,,,
634,0.0,0.0,3,,Matheus Belém,6,122602,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_kBJ7dRJ.png,M. Belém,2.0,São Paulo,matheus-belem,0.0,19,0,276,False,Matheus José Belém de Souza,,,,,,,,,,,,,,,,,,,,
635,0.45,0.0,4,,Japa,6,122660,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7IIL65y.png,Japa,1.75,Cruzeiro,japa,0.0,19,4,283,False,João Wellington Gadelha Melo de Oliveira,2.0,2.0,,,,,,,,,,,,,,,,,,
636,2.6,0.0,3,,Lucas Cunha,6,122755,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_bGdGTnU.png,L. Cunha,6.38,Bragantino,lucas-cunha,0.0,19,2,280,False,Lucas de Souza Cunha,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
637,1.2,0.0,5,,Jadson,6,122797,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO_FIHzuX5.png,Jadson,1.36,Cuiabá,jadson,0.0,19,1,1371,False,Jadson Alves de Lima,,,,,,,,,1.0,,,,,,,,,,,
638,0.0,0.0,2,,Gustavo Daniel,6,122819,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_y7ZiXUn.png,G. Daniel,1.0,Atlético-GO,gustavo-daniel,0.0,19,0,373,False,Gustavo Daniel da Silva Gonçalves,,,,,,,,,,,,,,,,,,,,
639,-0.05,0.0,3,,Abner,6,122861,,Abner,0.72,Juventude,abner,0.0,19,2,286,False,Abner Salles da Silva,1.0,1.0,,,,,,1.0,,,,,,,,,,,,
640,1.5,-2.0,5,,Emiliano Rodríguez,3,122887,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_1aZ2q89.png,E. Rodríguez,3.02,Atlético-GO,emiliano-rodriguez,-0.38,19,16,373,True,Emiliano Rodríguez Rosales,6.0,8.0,9.0,19.0,,8.0,,1.0,6.0,,,1.0,,,,,,,,
641,0.0,0.0,4,,Patrick,6,122990,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_JpQIiS0.png,Patrick,1.0,Palmeiras,patrick,0.0,19,0,275,False,Patrick Roberto da Silva Campos,,,,,,,,,,,,,,,,,,,,
642,0.0,0.0,3,,Marcello,6,122995,,Marcello,1.0,Bahia,marcello,0.0,19,0,265,False,Marcello Gesteira de Souza,,,,,,,,,,,,,,,,,,,,
643,-0.3,-0.3,5,,Tiago,6,123004,,Tiago,1.7,Bahia,tiago,-0.3,19,1,265,True,Tiago Souza de Jesus Carvalho,,1.0,,,,,,,,,,,,,,,,,,
644,0.0,0.0,4,,Sidney,6,123005,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_JMWs04L.png,Sidney,1.0,Bahia,sidney,0.0,19,0,265,False,Sidney de Carvalho Duarte,,,,,,,,,,,,,,,,,,,,
645,0.0,0.0,5,,Zinho,6,123153,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,Zinho,1.0,Grêmio,zinho,0.0,19,0,284,False,Luis Henrique Hoffmann,,,,,,,,,,,,,,,,,,,,
646,3.31,0.0,5,,Cadu,6,123359,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,Cadu,3.79,Atlético-MG,cadu,0.0,19,12,282,False,Carlos Eduardo Amaral Pereira de Castro,15.0,16.0,2.0,21.0,1.0,2.0,,,3.0,1.0,,,,,,,,,,
647,2.79,2.6,4,,Cauly,7,123360,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_31M3s89.png,Cauly,6.48,Bahia,cauly,0.01,19,17,265,True,Cauly Oliveira Souza,3.0,7.0,9.0,20.0,1.0,1.0,2.0,,4.0,2.0,,,,,,,,,,
648,0.0,0.0,4,,Roger,6,123494,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_lrs7L9Q.png,Roger,1.0,Bahia,roger,0.0,19,0,265,False,Roger Gabriel Farias de Jesus,,,,,,,,,,,,,,,,,,,,
649,0.0,0.0,4,,Jota,6,123497,,Jota,1.0,Bahia,jota,0.0,19,0,265,False,João Victor Broad Moreira Guimarães,,,,,,,,,,,,,,,,,,,,
650,2.13,0.0,2,,Zé Guilherme,6,123717,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,Z. Guilherme,2.24,Grêmio,ze-guilherme,0.0,19,4,284,False,José Guilherme de Lima Costa,3.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,
651,2.98,0.0,5,,Palacios,6,123873,https://s.sde.globo.com/media/person_role/2024/03/07/photo_220x220_b3oriPT.png,Palacios,4.41,Atlético-MG,palacios,0.0,19,10,282,False,Brahian Palacios Alzate,8.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,
652,0.17,0.0,5,,Fábio,6,123960,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ipoYISJ.png,Fábio,1.55,Vitória,fabio,0.0,19,3,287,False,Fábio Soares dos Santos,,,,1.0,,,,,,,,,,,,,,,,
653,0.0,0.0,4,,Riquelme,6,123961,,Riquelme,1.0,Bragantino,riquelme,0.0,19,0,280,False,Riquelme Reis de Almeida de Jesus dos Santos,,,,,,,,,,,,,,,,,,,,
654,1.49,0.0,5,,Henry Mosquera,6,124239,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_id8Dwn8.png,H. Mosquera,3.35,Bragantino,henry-mosquera,0.0,19,15,280,False,Henry David Mosquera Sánchez,5.0,17.0,5.0,13.0,,1.0,1.0,3.0,5.0,1.0,,,,,,,,,,
655,0.8,0.0,5,,Isaac,6,124247,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,Isaac,1.22,Atlético-MG,isaac,0.0,19,1,282,False,Isaac Aguiar Tomich,,,1.0,,,,,,,,,,,,,,,,,
656,0.98,0.0,4,,Gustavo Prado,6,124271,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Ph1gWxf.png,G. Prado,1.77,Internacional,gustavo-prado,0.0,19,12,285,False,Gustavo Prado Alves,6.0,8.0,3.0,4.0,,,,1.0,3.0,,,,,,,,,,,
657,7.5,0.0,4,,Gabriel Carvalho,6,124275,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Qpx6o0t.png,G. Carvalho,3.8,Internacional,gabriel-carvalho,0.0,19,1,285,False,Gabriel Carvalho Teixeira,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,
658,0.0,0.0,5,,Ricardo Mathias,6,124280,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_KQzCuL1.png,R. Mathias,2.0,Internacional,ricardo-mathias,0.0,19,0,285,False,Ricardo Mathias da Silva,,,,,,,,,,,,,,,,,,,,
659,1.4,0.0,3,,Allyson,6,124340,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_NECUM0Z.png,Allyson,2.31,Cuiabá,allyson,0.0,19,1,1371,False,Allyson Aires dos Santos,2.0,,,,,,,1.0,,,,,,,,,,,,
660,0.0,0.0,1,,Léo Aragão,6,124369,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7877COP.png,L. Aragão,2.0,Cruzeiro,leo-aragao,0.0,19,0,283,False,Leonardo de Aragão Carvalho,,,,,,,,,,,,,,,,,,,,
661,5.61,0.0,2,,Mateo Ponte,6,124481,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_S1d60nA.png,M. Ponte,7.53,Botafogo,mateo-ponte,0.0,19,7,263,False,Mateo Ponte Costa,15.0,15.0,1.0,2.0,2.0,,,2.0,,,2.0,,,,,,,,,
662,0.0,0.0,5,,Romeo Benítez,6,124509,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_60xT1wl.png,R. Benítez,3.0,Athlético-PR,romeo-benitez,0.0,19,0,293,False,Bernardo Romeo Benítez Fariña,,,,,,,,,,,,,,,,,,,,
663,0.0,0.0,2,,Giay,6,124526,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_cssYjfO.png,Giay,5.0,Palmeiras,giay,0.0,19,0,275,False,Agustín Giay,,,,,,,,,,,,,,,,,,,,
664,0.0,0.0,3,,Roque Júnior,6,124663,https://s.sde.globo.com/media/person_role/2024/07/19/photo_FORMATO_h1raV1Z.png,R. Júnior,2.0,Vitória,roque-junior,0.0,19,0,287,False,Roque Santos de Jesus Júnior,,,,,,,,,,,,,,,,,,,,
665,0.0,0.0,4,,Felipe Negrucci,6,124674,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ftjtc7V.png,F. Negrucci,2.0,São Paulo,felipe-negrucci,0.0,19,0,276,False,Felipe Negrucci Berdague,,,,,,,,,,,,,,,,,,,,
666,0.6,0.0,4,,Paulo Vitor,6,124690,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,P. Vitor,1.06,Atlético-MG,paulo-vitor,0.0,19,5,282,False,Paulo Vitor Monteiro,3.0,7.0,,5.0,,,,1.0,,,,,,,,,,,,
667,0.0,0.0,1,,Leandro,6,124701,,Leandro,1.0,São Paulo,leandro,0.0,19,0,276,False,Leandro Mathias Silva Bueno,,,,,,,,,,,,,,,,,,,,
668,2.5,0.0,2,,João Henrique,6,124728,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,J. Henrique,2.24,Fluminense,joao-henrique,0.0,19,2,266,False,João Henrique Mendes da Silva,,,,,,,1.0,,,,,,,,,,,,,
669,0.63,0.0,5,,Nathan Fernandes,6,124757,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nzWNsYv.png,N. Fernandes,2.27,Grêmio,nathan-fernandes,0.0,19,14,284,False,Nathan Ribeiro Fernandes,6.0,9.0,4.0,10.0,,1.0,,3.0,2.0,,,1.0,,,,,,,,
670,2.07,1.2,5,,Kauã Elias,6,124821,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_UGP7Pol.png,K. Elias,2.26,Fluminense,kaua-elias,-0.86,19,10,266,True,Kauã Elias Nogueira,2.0,5.0,1.0,1.0,2.0,,,1.0,3.0,,,,,,,,,,,
671,0.0,0.0,3,,Jonathan Jesus,6,124912,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_gDnfcOD.png,J. Jesus,3.0,Cruzeiro,jonathan-jesus,0.0,19,0,283,False,Jonathan de Jesus Alves,,,,,,,,,,,,,,,,,,,,
672,0.0,0.0,3,,Renato,6,124918,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_kkl0avZ.png,Renato,1.0,Corinthians,renato,0.0,19,0,264,False,Renato Santos da Cruz,,,,,,,,,,,,,,,,,,,,
673,0.0,0.0,2,,Wesley Costa,6,125000,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,W. Costa,1.0,Grêmio,wesley-costa,0.0,19,0,284,False,Wesley Costa da Silva,,,,,,,,,,,,,,,,,,,,
674,1.1,0.0,5,,Robert,6,125050,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_0Vl4WfI.png,Robert,2.38,Cruzeiro,robert,0.0,19,12,283,False,Robert Vinicius Rodrigues Silva,3.0,2.0,3.0,3.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,
675,0.0,0.0,3,,Viery,6,125467,,Viery,1.0,Grêmio,viery,0.0,19,0,284,False,Viery Fernandes Santos Lopes,,,,,,,,,,,,,,,,,,,,
676,2.57,0.0,4,,Alisson,5,125469,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_THGcoZm.png,Alisson,4.36,Atlético-MG,alisson,0.0,19,9,282,False,Alisson Santana Lopes da Fonseca,8.0,9.0,8.0,10.0,,,,,4.0,,,,,,,,,,,
677,1.7,0.0,5,,Serginho,6,125471,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_ytTWQ9L.png,Serginho,3.44,Vasco,serginho,0.0,19,2,267,False,Sérgio Antonio de Luiz Junior,2.0,2.0,,3.0,,1.0,,1.0,1.0,,,,,,,,,,,
678,0.0,0.0,3,,João Pedro,6,125488,https://s.sde.globo.com/media/person_role/2023/08/19/photo_FORMATO.png,J. Pedro,0.9,Corinthians,joao-pedro,0.0,19,1,264,False,João Pedro de Sousa Rodrigues,,,,,,,,,,,,,,,,,,,,
679,0.0,0.0,4,,Dudu,6,125746,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,Dudu,1.0,Athlético-PR,dudu,0.0,19,0,293,False,Eduardo Kogitzki Anastacio,,,,,,,,,,,,,,,,,,,,
680,0.0,0.0,2,,Rafael Monteiro,6,125804,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,R. Monteiro,1.0,Fluminense,rafael-monteiro,0.0,19,0,266,False,Rafael Monteiro Reis,,,,,,,,,,,,,,,,,,,,
681,1.97,0.0,4,,Zapelli,7,125926,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,Zapelli,4.55,Athlético-PR,zapelli,0.0,19,16,293,False,Bruno Zapelli,9.0,12.0,4.0,7.0,,1.0,2.0,2.0,3.0,2.0,,,,,,,,,,
682,2.75,1.5,5,,Gustavo Nunes,6,126117,https://s.sde.globo.com/media/person_role/2024/03/13/photo_FORMATO.png,G. Nunes,3.66,Grêmio,gustavo-nunes,0.1,19,16,284,True,Gustavo Nunes Fernandes Gomes,9.0,11.0,3.0,27.0,2.0,2.0,1.0,5.0,4.0,,,,,,,,,,,
683,0.0,0.0,4,,Paulinho,5,126182,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_zLpxwyY.png,Paulinho,6.0,Vasco,paulinho,0.0,19,0,267,False,Paulo Lucas Santos de Paula,,,,,,,,,,,,,,,,,,,,
684,3.56,0.0,5,,Derik Lacerda,6,126216,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_cgYyCgr.png,D. Lacerda,4.66,Cuiabá,derik-lacerda,0.0,19,9,1371,False,Derik Gean Severino Lacerda,8.0,9.0,5.0,16.0,2.0,1.0,,4.0,1.0,,,,,,,,,,,
685,0.0,0.0,2,,Justen,6,126387,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_9KI5y7C.png,Justen,3.0,Fluminense,justen,0.0,19,0,266,False,Lucas da Silva Justen,,,,,,,,,,,,,,,,,,,,
686,3.25,0.0,5,,Barreal,6,126471,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_rsHwvD6.png,Barreal,4.23,Cruzeiro,barreal,0.0,19,12,283,False,Álvaro Martín Barreal,8.0,11.0,3.0,9.0,1.0,,3.0,2.0,4.0,,,,,,,,,,,
687,0.0,0.0,4,,Luquinhas,6,126697,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_NgK9gAI.png,Luquinhas,2.0,Fortaleza,luquinhas,0.0,19,0,356,False,Lucas Lima Linhares,,,,,,,,,,,,,,,,,,,,
688,3.77,-0.3,4,,Igor Coronado,6,126900,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Bzw6tC2.png,I. Coronado,6.51,Corinthians,igor-coronado,-1.43,19,16,264,True,Igor Caique Coronado,24.0,13.0,14.0,17.0,1.0,,1.0,2.0,4.0,,,,,,,,,,,
689,5.28,7.84,6,,Fernando Seabra,7,126977,https://s.sde.globo.com/media/person_role/2024/04/09/photo_220x220_GrLAgQt.png,F. Seabra,9.01,Cruzeiro,fernando-seabra,0.98,19,17,283,True,Fernando Seabra,,,,,,,,,,,,,9.0,,,,,,,
690,5.74,5.29,6,,Artur Jorge,7,127273,https://s.sde.globo.com/media/person_role/2024/04/05/photo_220x220_4pgYWQ9.png,A. Jorge,9.0,Botafogo,artur-jorge,-0.19,19,19,263,True,Artur Jorge Torres Gomes Araújo Amorim,,,,,,,,,,,,,12.0,,,,,,,
691,0.0,0.0,5,,Matheus Reis,6,127969,,M. Reis,1.0,Fluminense,matheus-reis,0.0,19,0,266,False,Matheus dos Reis Francisco,,,,,,,,,,,,,,,,,,,,
692,0.45,0.0,4,,Randerson,6,128099,,Randerson,1.83,Atlético-GO,randerson,0.0,19,2,373,False,Randerson de Sousa Almeida,1.0,1.0,,,,,,,,,,,,,,,,,,
693,0.0,0.0,3,,Marcão,6,128429,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_560IfKk.png,Marcão,1.0,Athlético-PR,marcao,0.0,19,0,293,False,Marcos André Paulino Maia,,,,,,,,,,,,,,,,,,,,
694,1.2,0.0,4,,João Cruz,6,128431,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_WnvtCLu.png,J. Cruz,1.36,Athlético-PR,joao-cruz,0.0,19,1,293,False,João Victor Machado Cruz,1.0,,,,,,,,,,,,,,,,,,,
695,0.0,0.0,4,,Caio Araújo,6,128482,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_o6DPisY.png,C. Araújo,1.0,Grêmio,caio-araujo,0.0,19,0,284,False,Caio de Oliveira Araújo,,,,,,,,,,,,,,,,,,,,
696,0.0,0.0,4,,Rayan Lucas,6,128590,https://s.sde.globo.com/media/person_role/2023/12/06/photo_FORMATO_eCO6g7f.png,R. Lucas,3.0,Flamengo,rayan-lucas,0.0,19,0,262,False,Rayan Lucas Marques de Souza,,,,,,,,,,,,,,,,,,,,
697,1.1,0.0,5,,William Gomes,6,128668,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_R4UlTHA.png,W. Gomes,1.45,São Paulo,william-gomes,0.0,19,2,276,False,William Gomes Carvalho Santos,,1.0,,,,1.0,,1.0,3.0,,,,,,,,,,,
698,0.0,0.0,4,,Luiz Felipe,6,128669,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JOhmWKE.png,L. Felipe,1.0,Cuiabá,luiz-felipe,0.0,19,0,1371,False,Luiz Felipe Mathias Silva,,,,,,,,,,,,,,,,,,,,
699,0.0,0.0,5,,Talles Wander,6,128769,https://s.sde.globo.com/media/person_role/2023/11/23/photo_FORMATO.png,T. Wander,1.0,São Paulo,talles-wander,0.0,19,0,276,False,Talles Wander Santos Ribeiro,,,,,,,,,,,,,,,,,,,,
700,6.86,0.0,5,,Estêvão,7,128915,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ndyx6H0.png,Estêvão,7.2,Palmeiras,estevao,0.0,19,17,275,False,Estêvão Willian Almeida de Oliveira Gonçalves,21.0,15.0,15.0,15.0,5.0,2.0,4.0,2.0,12.0,1.0,,,,,,,,1.0,,
701,-0.56,0.0,5,,Luciano Giménez,6,129202,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_N1znp7r.png,L. Giménez,0.73,Cuiabá,luciano-gimenez,0.0,19,5,1371,False,Luciano Giménez Alanda,1.0,3.0,,,,1.0,,,,,,1.0,,,,,,,,
702,3.27,0.0,4,,Zuleta,6,129227,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_IBrilAp.png,Zuleta,5.05,Atlético-GO,zuleta,0.0,19,3,373,False,Mateo Zuleta García,2.0,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,,
703,0.0,0.0,4,,Wendel,6,129661,,Wendel,1.0,Bahia,wendel,0.0,19,0,265,False,Wendel Silva Passos,,,,,,,,,,,,,,,,,,,,
704,-0.1,-0.1,5,,Ruan Pablo,6,129663,,R. Pablo,0.87,Bahia,ruan-pablo,-0.13,19,1,265,True,Ruan Pablo Barbosa Sousa,,,,,,1.0,,,,,,,,,,,,,,
705,0.0,0.0,1,,Pablo,6,129665,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bizaQoV.png,Pablo,1.0,Vasco,pablo,0.0,19,0,267,False,Pablo de Paula Cardoso,,,,,,,,,,,,,,,,,,,,
706,2.61,0.0,4,,JP,6,129666,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bBaUSEp.png,JP,3.34,Vasco,jp,0.0,19,9,267,False,João Pedro Murilo de Paula Morais,12.0,6.0,2.0,4.0,,1.0,1.0,,2.0,,,,,,,,,,,
707,0.0,0.0,1,,Lucas Barreto,6,129697,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_wPOUIvU.png,L. Barreto,1.0,Botafogo,lucas-barreto,0.0,19,0,263,False,Lucas Fonseca Gomes Barreto,,,,,,,,,,,,,,,,,,,,
708,0.0,0.0,1,,Eduardo,6,129761,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_KXJszMB.png,Eduardo,1.0,Atlético-GO,eduardo,0.0,19,0,373,False,Eduardo Batista dos Santos,,,,,,,,,,,,,,,,,,,,
709,0.56,-0.2,5,,Max,3,129766,https://s.sde.globo.com/media/person_role/2024/03/16/photo_FORMATO_czuX078.png,Max,1.54,Atlético-GO,max,-0.06,19,13,373,True,Maswel Ananias Silva,4.0,6.0,,6.0,,2.0,,3.0,3.0,,,,,,,,,1.0,,
710,0.0,0.0,2,,João Vitor,6,129999,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_JTq9k1X.png,J. Vitor,1.0,Juventude,joao-vitor,0.0,19,0,286,False,João Vitor Cardoso de Souza,,,,,,,,,,,,,,,,,,,,
711,-0.3,0.0,3,,Luiz Gustavo,6,130020,,L. Gustavo,0.79,Atlético-GO,luiz-gustavo,0.0,19,1,373,False,Luiz Gustavo da Silva Alves,,1.0,,,,,,,,,,,,,,,,,,
712,0.0,0.0,2,,Carbone,6,130190,,Carbone,1.0,Flamengo,carbone,0.0,19,0,262,False,João Victor Schlickmann Carbone,,,,,,,,,,,,,,,,,,,,
713,0.0,0.0,3,,Erick Garcia,6,130211,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_iq2Ogip.png,E. Garcia,1.0,Criciúma,erick-garcia,0.0,19,0,288,False,Erick Ryan Garcia da Silva,,,,,,,,,,,,,,,,,,,,
714,4.35,0.0,2,,Leandrinho,6,130254,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_5FEEg9Y.png,Leandrinho,5.02,Vasco,leandrinho,0.0,19,4,267,False,Leandro Viana da Silva Gama,2.0,,,4.0,1.0,,,,,,1.0,,,,,,,,,
715,3.93,0.0,4,,Guilherme Estrella,5,130255,https://s.sde.globo.com/media/person_role/2024/01/18/photo_FORMATO_l9qdew2.png,G. Estrella,3.89,Vasco,guilherme-estrella,0.0,19,3,267,False,Guilherme Estrella de Paiva,2.0,4.0,2.0,4.0,1.0,,,1.0,,,,,,,,,,,,
716,0.0,0.0,1,,Phillipe Gabriel,6,130280,https://s.sde.globo.com/media/person_role/2024/07/06/photo_FORMATO_La3OCV2.png,P. Gabriel,1.0,Vasco,phillipe-gabriel,0.0,19,0,267,False,Phillipe Gabriel Pires de Oliveira,,,,,,,,,,,,,,,,,,,,
717,0.0,0.0,4,,Breno Santos,6,130281,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_LIIpUay.png,B. Santos,2.0,Atlético-GO,breno-santos,0.0,19,0,373,False,Breno Santos Ignacio,,,,,,,,,,,,,,,,,,,,
718,0.0,0.0,5,,Geovane,6,130284,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OZZRB6n.png,Geovane,1.0,Atlético-GO,geovane,0.0,19,0,373,False,Pedro Geovane Paranhos Santos,,,,,,,,,,,,,,,,,,,,
719,0.0,0.0,1,,Rhyan,6,130305,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_v4dxbma.png,Rhyan,1.0,Cuiabá,rhyan,0.0,19,0,1371,False,Rhyan Luca Carvalho de Arruda,,,,,,,,,,,,,,,,,,,,
