,atletas.atleta_id,atletas.rodada_id,atletas.media_num,atletas.entrou_em_campo,atletas.preco_num,atletas.apelido_abreviado,atletas.variacao_num,atletas.foto,atletas.pontos_num,atletas.slug,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.status_id,atletas.posicao_id,atletas.clube_id,atletas.nome,atletas.apelido,atletas.clube.id.full.name,CA,DS,FC,FD,FF,FS,SG,A,CV,FT,G,I,DE,GS,V,PC,PP,DP,PS,GC
169,87258,25,4.96,True,9.06,Soteldo,-0.78,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,0.5,soteldo,12,,7,5,284,Yeferson Julio Soteldo Martínez,Soteldo,Grêmio,1.0,6.0,2.0,4.0,3.0,20.0,,2.0,,1.0,3.0,2.0,,,,,,,,
170,87342,25,2.1,True,4.16,Kannemann,0.4,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,6.1,kannemann,10,,3,3,284,Walter Kannemann,Kannemann,Grêmio,6.0,10.0,18.0,1.0,1.0,5.0,2.0,2.0,1.0,,,,,,,1.0,,,,
171,87391,25,2.16,True,3.93,Allano,0.07,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,6.6,allano,14,,7,5,288,Allano Brendon de Souza Lima,Allano,Criciúma,3.0,14.0,23.0,5.0,4.0,25.0,,1.0,2.0,1.0,,3.0,,,,,,,,
172,87470,25,4.04,True,6.24,Thaciano,-0.56,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,0.0,thaciano,22,,7,4,265,Thaciano Mickael da Silva,Thaciano,Bahia,4.0,13.0,14.0,6.0,18.0,11.0,,1.0,,1.0,6.0,17.0,,,,,,,,
173,87603,25,-1.0,False,2.59,M. Pasinato,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,0.0,mateus-pasinato,0,,6,1,1371,Mateus Pasinato,Mateus Pasinato,Cuiabá,1.0,,,,,,,,,,,,,,,,,,,
174,87660,25,2.19,False,4.82,Galdames,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,0.0,galdames,11,,6,4,267,Pablo Ignacio Galdames Millán,Galdames,Vasco,3.0,17.0,25.0,2.0,3.0,9.0,,1.0,,,,1.0,,,,,,,,
175,87747,25,-0.42,False,1.62,Y. Felipe,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,0.0,yago-felipe,5,,6,4,265,Yago Felipe da Costa Rocha,Yago Felipe,Bahia,2.0,,3.0,,1.0,,,,,,,,,,,,,,,
176,87853,25,2.65,False,9.41,M. Lemos,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,0.0,mauricio-lemos,6,,6,3,282,Paolo Mauricio Lemos Merladett,Mauricio Lemos,Atlético-MG,3.0,4.0,10.0,,2.0,1.0,3.0,,,,,,,,,,,,,
177,87863,25,7.67,False,13.17,Arrascaeta,0.0,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,0.0,arrascaeta,10,,5,4,262,Giorgian Daniel de Arrascaeta Benedetti,Arrascaeta,Flamengo,1.0,8.0,10.0,4.0,6.0,17.0,,4.0,,,4.0,,,,,,,,1.0,
178,87999,25,6.42,True,12.91,G. Scarpa,2.29,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,16.1,gustavo-scarpa,21,,7,4,282,Gustavo Henrique Furtado Scarpa,Gustavo Scarpa,Atlético-MG,3.0,23.0,9.0,16.0,22.0,27.0,,5.0,,2.0,4.0,4.0,,,,,,,,
179,88033,25,2.19,True,3.59,A. Empereur,0.7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,4.2,alan-empereur,17,,7,3,1371,Alan Pereira Empereur,Alan Empereur,Cuiabá,5.0,13.0,8.0,1.0,4.0,9.0,3.0,1.0,,,,,,,,,,,,
180,88136,25,0.0,False,3.0,Ivan,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,0.0,ivan,0,,5,1,285,Ivan Quaresma da Silva,Ivan,Internacional,,,,,,,,,,,,,,,,,,,,
181,88312,25,4.17,True,7.2,J. Alonso,-1.6,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,0.2,junior-alonso,6,,7,3,282,Júnior Osmar Ignacio Alonso Mujica,Junior Alonso,Atlético-MG,2.0,8.0,10.0,,3.0,,2.0,,,,1.0,,,,,,,,,
182,88323,25,3.47,True,6.69,Ã. Romero,0.94,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,8.0,angel-romero,17,,7,5,264,Ángel Rodrigo Romero Villamayor,Ángel Romero,Corinthians,5.0,11.0,11.0,4.0,12.0,30.0,,,,,3.0,2.0,,,,,,,1.0,
183,88393,25,4.08,True,6.92,A. Lucas,-0.39,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,-0.8,ayrton-lucas,21,,3,2,262,Ayrton Lucas Dantas de Medeiros,Ayrton Lucas,Flamengo,3.0,21.0,12.0,3.0,9.0,26.0,4.0,2.0,,2.0,1.0,,,,,1.0,,,,
184,88479,25,0.7,True,4.35,Walace,-0.52,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,0.5,walace,5,,7,4,283,Walace Souza Silva,Walace,Cruzeiro,1.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,
185,89048,25,-0.3,True,4.32,H. Hernández,-0.68,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_48j6Cfi.png,-0.3,hector-hernandez,1,,5,5,264,Héctor José Hernández Marrero,Héctor Hernández,Corinthians,,,1.0,,,,,,,,,,,,,,,,,
186,89224,25,3.63,False,4.99,Barreto,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,0.0,barreto,16,,6,4,288,Gustavo Bonatto Barreto,Barreto,Criciúma,3.0,28.0,33.0,3.0,3.0,17.0,,1.0,,1.0,2.0,1.0,,,,1.0,,,,
187,89256,25,4.07,True,6.49,Gerson,0.18,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,3.7,gerson,24,,7,4,262,Gerson Santos da Silva,Gerson,Flamengo,1.0,28.0,23.0,8.0,9.0,45.0,,5.0,,,1.0,2.0,,,,,,,,
188,89273,25,3.53,True,5.18,J. Pedro,-0.94,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,-0.6,joao-pedro,18,,7,2,284,João Pedro Maturano dos Santos,João Pedro,Grêmio,1.0,18.0,4.0,3.0,7.0,8.0,5.0,1.0,,1.0,,,,,,2.0,,,,
189,89275,25,8.38,True,12.87,William,0.57,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,11.8,william,21,,7,2,283,Willian de Asevedo Furtado,William,Cruzeiro,6.0,59.0,28.0,6.0,9.0,11.0,9.0,3.0,,,5.0,,,,,,,,,
190,89368,25,11.13,True,15.36,Braithwaite,1.92,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,12.7,braithwaite,3,,7,5,284,Martin Christensen Braithwaite,Braithwaite,Grêmio,,1.0,4.0,2.0,4.0,2.0,,,,2.0,3.0,2.0,,,,,,,,1.0
191,89467,25,3.4,True,4.93,Erick,-0.35,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,2.1,erick,21,,7,5,286,Erick Samuel Correa Farias,Erick,Juventude,1.0,22.0,9.0,10.0,6.0,7.0,,1.0,,,3.0,4.0,,,,,,,,
192,89493,25,1.92,False,4.69,I. Rabello,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,0.0,igor-rabello,10,,6,3,282,Igor Rabello da Costa,Igor Rabello,Atlético-MG,2.0,8.0,8.0,1.0,1.0,2.0,3.0,,1.0,,,,,,,1.0,,,,
193,89637,25,2.43,True,4.75,T. Maia,0.2,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,4.2,thiago-maia,14,,7,4,285,Thiago Maia Alencar,Thiago Maia,Internacional,1.0,22.0,14.0,1.0,5.0,5.0,,1.0,,,,,,,,,,,,
194,89840,25,4.14,True,9.14,Calleri,-0.49,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,-0.9,calleri,21,,7,5,276,Jonathan Calleri,Calleri,São Paulo,4.0,7.0,28.0,8.0,10.0,38.0,,2.0,,2.0,5.0,17.0,,,,,,,,
195,89846,25,4.5,True,9.84,Cristaldo,1.7,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,12.0,cristaldo,20,,7,4,284,Franco Cristaldo,Cristaldo,Grêmio,1.0,17.0,6.0,8.0,11.0,26.0,,1.0,,1.0,4.0,2.0,,,,,,,1.0,
196,89883,25,1.73,True,3.81,Dodi,0.8,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,6.5,dodi,19,,7,4,284,Douglas Moreira Fagundes,Dodi,Grêmio,4.0,23.0,20.0,2.0,3.0,21.0,,,,,,,,,,,,,,
197,89918,25,0.65,False,2.13,E. Galdino,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,0.0,everton-galdino,12,,6,5,284,Everton Galdino Moreira,Everton Galdino,Grêmio,4.0,5.0,8.0,1.0,4.0,8.0,,,,,,1.0,,,,,,,,
198,90061,25,4.03,True,7.78,B. Pacheco,0.12,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,5.7,bruno-pacheco,16,,7,2,356,Bruno de Jesus Pacheco,Bruno Pacheco,Fortaleza,2.0,22.0,10.0,1.0,3.0,13.0,5.0,,,,1.0,,,,,,,,,
199,90285,25,5.26,True,8.49,B. Henrique,-0.1,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,2.2,bruno-henrique,17,,7,5,262,Bruno Henrique Pinto,Bruno Henrique,Flamengo,4.0,22.0,27.0,8.0,8.0,35.0,,,,,5.0,3.0,,,,,,,2.0,
200,90302,25,2.32,False,4.68,P. Rocha,0.0,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,0.0,pedro-rocha,4,,6,5,288,Pedro Rocha Neves,Pedro Rocha,Criciúma,,3.0,1.0,,,2.0,,1.0,,,,,,,,,,,,
201,90303,25,3.9,True,5.86,Lincoln,-0.51,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,0.0,lincoln,15,,3,4,280,Lincoln Henrique Oliveira dos Santos,Lincoln,Bragantino,3.0,13.0,9.0,2.0,7.0,23.0,,1.0,,,3.0,,,,,,,,,
202,90309,25,4.14,True,7.57,David,-1.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,2.3,david,20,,7,5,267,David Correa da Fonseca,David,Vasco,5.0,22.0,21.0,2.0,17.0,17.0,,3.0,1.0,,4.0,8.0,,,,,,,,
203,90449,25,1.34,False,3.27,Rezende,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,0.0,rezende,15,,6,4,265,Júlio César de Rezende Miranda,Rezende,Bahia,3.0,13.0,10.0,,2.0,12.0,,,,1.0,,,,,,,,,,
204,90540,25,1.25,True,3.52,D. Gonçalves,0.21,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,3.0,diego-goncalves,4,,6,5,286,Diego Gonçalves,Diego Gonçalves,Juventude,,3.0,1.0,,1.0,2.0,,,,,,1.0,,,,,,,,
205,90588,25,2.84,False,4.32,Caíque,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,0.0,caique,16,,5,4,286,Caique de Jesus Gonçalves,Caíque,Juventude,5.0,35.0,17.0,,2.0,26.0,,,,,,,,,,1.0,,,,
206,90590,25,3.62,False,4.74,M. Claus,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,0.0,mateus-claus,4,,6,1,286,Mateus Eduardo Claus,Mateus Claus,Juventude,3.0,,,,,1.0,,,,,,,22.0,5.0,,,,,,
207,90634,25,1.47,True,2.45,L. Mineiro,-0.41,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,-0.9,lucas-mineiro,17,,7,4,1371,Lucas da Silva Izidoro,Lucas Mineiro,Cuiabá,4.0,25.0,37.0,,4.0,14.0,,,,,,1.0,,,,,,,,
208,90703,25,5.57,False,8.0,Matheuzinho,0.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,0.0,matheuzinho,21,,5,4,287,Matheus Martins Fogaça de Paulo,Matheuzinho,Vitória,3.0,28.0,15.0,11.0,14.0,45.0,,4.0,,,3.0,1.0,,,,,,,,
209,90715,25,5.17,True,8.16,L. Fernando,-0.17,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,1.5,luiz-fernando,21,,7,5,373,Luiz Fernando Moraes dos Santos,Luiz Fernando,Atlético-GO,3.0,21.0,20.0,9.0,21.0,37.0,,,,,6.0,8.0,,1.0,,,,,,
210,90768,25,2.27,True,4.61,F. Bruno,0.14,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,1.4,fabricio-bruno,20,,7,3,262,Fabrício Bruno Soares de Faria,Fabrício Bruno,Flamengo,3.0,15.0,5.0,2.0,3.0,8.0,3.0,,,,1.0,,,,,,,,,
211,90917,25,2.58,True,4.69,C. Eduardo,1.17,https://s.sde.globo.com/media/person_role/2024/07/23/photo_220x220.png,7.0,carlos-eduardo,5,,7,5,287,Carlos Eduardo Ferreira de Souza,Carlos Eduardo,Vitória,,4.0,,2.0,4.0,5.0,,,,,,,,,,,,,,
212,90943,25,2.11,False,3.07,Z. Marcos,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,0.0,ze-marcos,12,,7,3,286,José Marcos Alves Luis,Zé Marcos,Juventude,4.0,11.0,7.0,1.0,3.0,15.0,2.0,,1.0,,,,,,,,,,,
213,90947,25,3.3,True,4.64,Cardona,-1.11,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,-2.2,cardona,11,,7,3,356,Tomás Cardona,Cardona,Fortaleza,3.0,10.0,18.0,,1.0,4.0,6.0,,,,,1.0,,,,,,,,
214,91101,25,2.62,True,3.68,Ronaldo,-1.4,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,0.0,ronaldo,19,,7,1,373,Ronaldo de Oliveira Strada,Ronaldo,Atlético-GO,2.0,,2.0,,,3.0,2.0,1.0,1.0,,,,62.0,30.0,,,,1.0,,
215,91151,25,1.98,True,3.87,Everaldo,-1.04,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,-1.0,everaldo,5,,6,5,287,Everaldo Silva do Nascimento,Everaldo,Vitória,2.0,2.0,5.0,,,6.0,,,,,1.0,,,,,,,,,
216,91190,25,2.68,False,4.6,PK,0.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,0.0,pk,10,,6,2,287,Ítaro Patric Cardoso Calmon,PK,Vitória,,10.0,7.0,1.0,3.0,3.0,2.0,1.0,1.0,,,2.0,,,,,,,,
217,91473,25,2.05,True,3.82,E. Pulgar,-0.15,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,0.8,erick-pulgar,13,,7,4,262,Erick Antonio Pulgar Farfán,Erick Pulgar,Flamengo,4.0,23.0,20.0,1.0,1.0,8.0,,,,1.0,,,,,,,,,,
218,91509,25,3.17,True,3.95,R. Sam,-0.46,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,-2.4,rodrigo-sam,11,,6,3,286,Rodrigo Eduardo da Silva,Rodrigo Sam,Juventude,4.0,15.0,13.0,,1.0,8.0,3.0,,1.0,,1.0,,,,,,,,,
219,91573,25,4.11,True,7.48,Arboleda,0.42,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,4.1,arboleda,22,,7,3,276,Robert Abel Arboleda Escobar,Arboleda,São Paulo,2.0,30.0,13.0,2.0,3.0,9.0,8.0,,,1.0,1.0,1.0,,,,,,,,
220,91607,25,3.63,True,6.62,Rony,-0.21,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,1.2,rony,24,,6,5,275,Ronielson da Silva Barbosa,Rony,Palmeiras,4.0,15.0,19.0,16.0,14.0,25.0,,1.0,,,4.0,13.0,,,,,,,,
221,91627,25,2.1,True,3.55,D. Vieira,0.56,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,3.3,dudu-vieira,2,,7,4,286,Carlos Eduardo de Souza Vieira,Dudu Vieira,Juventude,,3.0,2.0,1.0,,,,,,,,,,,,,,,,
222,91664,25,0.0,False,7.0,Adryelson,0.0,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_8Mss0wu.png,0.0,adryelson,0,,6,3,263,Adryelson Shawann Lima Silva,Adryelson,Botafogo,,,,,,,,,,,,,,,,,,,,
223,91706,25,3.53,True,8.06,Marlon,-0.2,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,1.8,marlon,16,,7,2,283,Marlon Rodrigues Xavier,Marlon,Cruzeiro,1.0,27.0,22.0,1.0,2.0,10.0,6.0,,2.0,,,,,,,,,,,
224,91772,25,8.5,False,6.84,D. Duarte,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,0.0,david-duarte,1,,6,3,265,David de Duarte Macedo,David Duarte,Bahia,,,,,,1.0,,,,,1.0,,,,,,,,,
225,91866,25,3.82,True,5.19,Z. Ivaldo,-0.46,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,0.3,ze-ivaldo,19,,7,3,283,José Ivaldo Almeida Silva,Zé Ivaldo,Cruzeiro,7.0,16.0,20.0,9.0,11.0,16.0,8.0,,,,,2.0,,,,1.0,,,,
226,91908,25,3.25,False,7.11,Pavón,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,0.0,pavon,14,,6,5,284,Cristian David Pavón,Pavón,Grêmio,3.0,10.0,8.0,9.0,9.0,6.0,,2.0,,,1.0,1.0,,,,,,,,
227,92075,25,4.93,True,8.16,R. Díaz,0.32,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,4.93,ramon-diaz,13,,7,6,264,Ramón Ángel Díaz,Ramón Díaz,Corinthians,,,,,,,,,,,,,,,4.0,,,,,
228,92087,25,2.8,False,7.01,Lyanco,0.0,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,0.0,lyanco,4,,6,3,282,Lyanco Evangelista Silveira Neves Vojnovic,Lyanco,Atlético-MG,1.0,8.0,5.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,,
229,92146,25,0.69,True,2.19,A. Luís,0.04,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,0.9,andre-luis,14,,6,5,1371,Andre Luis da Costa Alfredo,André Luís,Cuiabá,2.0,4.0,7.0,2.0,1.0,12.0,,,,,,2.0,,,,,,,,
230,92149,25,0.27,False,2.76,Alario,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,0.0,alario,11,,6,5,285,Lucas Nicolás Alario,Alario,Internacional,4.0,1.0,13.0,2.0,9.0,4.0,,,,,,9.0,,,,1.0,,,,
231,92180,25,3.81,True,5.68,J. Ventura,-0.13,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,4.46,jair-ventura,16,,7,6,286,Jair Ventura,Jair Ventura,Juventude,,,,,,,,,,,,,,,4.0,,,,,
232,92207,25,1.0,False,3.46,Caíque,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,0.0,caique,3,,6,1,284,Caíque Luiz Santos da Purificação,Caíque,Grêmio,1.0,,,,,,,,,,,,9.0,5.0,,,,,,
233,92237,25,3.93,False,5.7,R. Ely,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,0.0,rodrigo-ely,15,,7,3,284,Rodrigo Ely,Rodrigo Ely,Grêmio,4.0,13.0,10.0,5.0,7.0,8.0,5.0,,,1.0,1.0,1.0,,,,1.0,,,,
234,92440,25,2.63,True,5.67,A. Ramalho,-0.27,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,-0.3,andre-ramalho,8,,7,3,264,André Ramalho Silva,André Ramalho,Corinthians,2.0,11.0,9.0,1.0,1.0,3.0,2.0,,,,,,,,,1.0,,,,
235,92496,25,2.84,True,3.66,Raul,0.72,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,7.0,raul,16,,6,4,280,Raul Lô Gonçalves,Raul,Bragantino,1.0,27.0,17.0,2.0,4.0,7.0,,1.0,,,1.0,,,,,,,,,1.0
236,92696,25,3.33,False,5.3,R. Kayzer,0.0,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,0.0,renato-kayzer,20,,6,5,356,Renato Kayzer de Souza,Renato Kayzer,Fortaleza,2.0,11.0,25.0,7.0,10.0,20.0,,1.0,1.0,1.0,4.0,7.0,,,,,,,,
237,92708,25,2.05,True,5.71,Deyverson,-0.56,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,-1.4,deyverson,7,,6,5,282,Deyverson Brum Silva Acosta,Deyverson,Atlético-MG,1.0,1.0,7.0,2.0,2.0,10.0,,,,,1.0,8.0,,,,,,,,
238,92811,25,0.0,False,5.0,B. Rodrigues,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,0.0,bruno-rodrigues,0,,5,5,275,Bruno Rafael Rodrigues do Nascimento,Bruno Rodrigues,Palmeiras,,,,,,,,,,,,,,,,,,,,
239,92854,25,6.15,True,11.72,Borré,-0.38,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,9.6,borre,10,,7,5,285,Rafael Santos Borré Maury,Borré,Internacional,3.0,10.0,19.0,9.0,11.0,7.0,,1.0,,1.0,4.0,8.0,,,,,1.0,,,
240,92981,25,0.0,False,4.0,Ronaldo,0.0,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,0.0,ronaldo,0,,6,4,286,Ronaldo da Silva Souza,Ronaldo,Juventude,,,,,,,,,,,,,,,,,,,,
241,93108,25,1.95,True,3.92,M. Vital,-0.07,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,0.9,mateus-vital,9,,6,4,283,Mateus da Silva Vital Assumpção,Mateus Vital,Cruzeiro,,1.0,1.0,2.0,4.0,6.0,,,,,1.0,,,,,,,,,
242,93478,25,1.99,False,5.84,Wanderson,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,0.0,wanderson,12,,6,5,285,Wanderson Maciel Sousa Campos,Wanderson,Internacional,2.0,8.0,12.0,3.0,4.0,10.0,,,,,1.0,1.0,,,,,,,,
243,93637,25,1.2,False,3.12,B. Tubarão,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,0.0,bruno-tubarao,10,,6,2,373,Bruno Nunes de Barros,Bruno Tubarão,Atlético-GO,2.0,8.0,6.0,1.0,3.0,5.0,,,,,,,,,,,,,,
244,93702,25,3.62,False,4.87,G. Inocêncio,0.0,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,0.0,gabriel-inocencio,12,,6,2,286,Gabriel de Souza Inocêncio,Gabriel Inocêncio,Juventude,2.0,19.0,19.0,,3.0,14.0,4.0,,,,,2.0,,,,1.0,,,,
245,93716,25,4.64,True,7.15,P. Henrique,0.75,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,9.5,paulo-henrique,23,,7,2,267,Paulo Henrique de Oliveira Alves,Paulo Henrique,Vasco,4.0,54.0,33.0,3.0,7.0,17.0,6.0,,,,1.0,,,,,,,,,
246,93790,25,2.32,True,4.47,M. Freitas,0.44,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,4.9,marlon-freitas,22,,7,4,263,Marlon Rodrigues Freitas,Marlon Freitas,Botafogo,5.0,23.0,18.0,3.0,6.0,5.0,,4.0,,1.0,,,,,,,,,,
247,93834,25,0.0,False,4.0,Keiller,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,0.0,keiller,0,,6,1,267,Keiller da Silva Nunes,Keiller,Vasco,,,,,,,,,,,,,,,,,,,,
248,93882,25,3.68,True,6.71,Cleiton,0.12,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,5.0,cleiton,16,,7,1,280,Cleiton Schwengber,Cleiton,Bragantino,1.0,,1.0,,,4.0,3.0,,1.0,,,,56.0,17.0,,,,1.0,,
249,93886,25,4.65,True,6.27,Matheusinho,0.01,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,1.7,matheusinho,15,,6,4,288,Matheus Leonardo Sales Cardoso,Matheusinho,Criciúma,2.0,15.0,9.0,2.0,6.0,15.0,,2.0,,,4.0,2.0,,,,,,,,
250,93988,25,5.31,True,8.02,B. Lopes,0.27,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,3.5,breno-lopes,20,,7,5,356,Breno Henrique Vasconcelos Lopes,Breno Lopes,Fortaleza,5.0,12.0,11.0,10.0,17.0,46.0,,3.0,,1.0,4.0,6.0,,,,,,,2.0,
251,94044,25,4.06,True,7.31,John,-0.54,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,6.0,john,22,,7,1,263,John Victor Maciel Furtado,John,Botafogo,2.0,,1.0,,,3.0,9.0,,,,,,65.0,20.0,,,,,,
252,94067,25,6.52,False,8.68,M. Fernandes,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,0.0,matheus-fernandes,6,,6,4,280,Matheus Fernandes Siqueira,Matheus Fernandes,Bragantino,,17.0,6.0,2.0,2.0,7.0,,1.0,,,1.0,,,,,,,,,
253,94138,25,0.65,False,2.89,F. Vizeu,0.0,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,0.0,felipe-vizeu,4,,6,5,288,Felipe dos Reis Pereira Vizeu do Carmo,Felipe Vizeu,Criciúma,,,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,
254,94154,25,0.2,False,4.65,Maycon,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,0.0,maycon,2,,5,4,264,Maycon de Andrade Barberan,Maycon,Corinthians,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
