,atletas.jogos_num,atletas.nome,atletas.apelido,atletas.foto,atletas.status_id,atletas.pontos_num,atletas.atleta_id,atletas.rodada_id,atletas.apelido_abreviado,atletas.clube_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.posicao_id,atletas.slug,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PP,PS,DE,GS,SG,V,PC,DP,GC
331,19,Luan Cândido de Almeida,Luan Cândido,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,5,0.0,100848,29,L. Cândido,280,3.13,,0.0,4.97,False,Bragantino,3,luan-candido,,4.0,,28.0,32.0,4.0,11.0,6.0,,1.0,2.0,,,,,3.0,,,,
332,3,Victor Alexander da Silva,Vitinho,https://s.sde.globo.com/media/person_role/2024/08/30/photo_220x220_DbahnIn.png,7,8.3,100898,29,Vitinho,263,6.6,,0.82,8.95,True,Botafogo,2,vitinho,,,,7.0,3.0,,1.0,3.0,,,,,,,,2.0,,,,
333,18,Ronald dos Santos Lopes,Ronald Lopes,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,6,1.7,100969,29,R. Lopes,288,2.13,,-0.01,3.94,True,Criciúma,4,ronald-lopes,2.0,3.0,,23.0,25.0,1.0,4.0,14.0,,,,,,,,,,,,
334,17,Derek Freitas Ribeiro,Derek,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,6,1.2,100976,29,Derek,373,1.27,,0.12,2.99,True,Atlético-GO,5,derek,,1.0,1.0,10.0,12.0,2.0,4.0,7.0,,1.0,1.0,,,,,,,,,
335,7,Gustavo Nonato Santana,Nonato,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,6,0.0,100987,29,Nonato,266,0.8,,0.0,3.02,False,Fluminense,4,nonato,,1.0,,3.0,1.0,,1.0,5.0,,,,,,,,,,,,
336,18,José Antonio dos Santos Júnior,Júnior Santos,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,6,0.0,101002,29,J. Santos,263,4.03,,0.0,7.38,False,Botafogo,5,junior-santos,2.0,2.0,,8.0,16.0,13.0,14.0,15.0,1.0,3.0,16.0,,,,,,,,,
337,7,Umberto Lourenço Louzer Filho,Umberto Louzer,https://s.sde.globo.com/media/person_role/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png,7,3.24,101077,29,U. Louzer,373,4.21,,-0.55,7.11,True,Atlético-GO,6,umberto-louzer,,,,,,,,,,,,,,,,,2.0,,,
338,3,Jamal Piaras Lewis,Jamal Lewis,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_bRSIQCY.png,6,0.0,101130,29,J. Lewis,276,2.07,,-0.69,5.98,True,São Paulo,2,jamal-lewis,,,,1.0,,,,,,,,,,,,1.0,,,,
339,19,Aldemir dos Santos Ferreira,Ferreira,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,6,0.0,101290,29,Ferreira,276,4.23,,0.0,7.54,False,São Paulo,5,ferreira,1.0,4.0,,12.0,11.0,5.0,9.0,28.0,,5.0,1.0,,1.0,,,,,,,
340,20,Ademir da Silva Santos Júnior,Ademir,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,6,-0.1,101314,29,Ademir,265,2.11,,-0.24,3.94,True,Bahia,5,ademir,1.0,1.0,,14.0,5.0,4.0,5.0,13.0,,1.0,4.0,,,,,,,,,
341,7,Cláudio Rodrigues Gomes,Guga,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,6,5.0,101319,29,Guga,266,3.07,,-0.58,4.83,True,Fluminense,2,guga,1.0,3.0,1.0,5.0,6.0,,1.0,3.0,,,,,,,,3.0,,,,
342,19,Danilo Boza Júnior,Danilo Boza,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,7,4.3,101431,29,D. Boza,286,3.14,,0.26,5.88,True,Juventude,3,danilo-boza,,1.0,,10.0,2.0,5.0,8.0,6.0,1.0,2.0,,,,,,3.0,,,,
343,17,João Pedro Vilardi Pinto,Pepê,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,6,4.9,101573,29,Pepê,284,2.25,,0.46,5.01,True,Grêmio,4,pepe,,1.0,1.0,26.0,16.0,1.0,4.0,23.0,,,1.0,,,,,,,,,
344,13,Hugo de Souza Nogueira,Hugo Souza,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,7,-2.0,101574,29,H. Souza,264,3.68,,-0.78,6.42,True,Corinthians,1,hugo-souza,,2.0,,1.0,,,,1.0,,,,,,49.0,16.0,3.0,,,,
345,21,Hugo Moura Arruda da Silva,Hugo Moura,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,7,12.7,101594,29,H. Moura,267,3.55,,1.31,7.02,True,Vasco,4,hugo-moura,4.0,5.0,1.0,45.0,38.0,5.0,10.0,12.0,,,,,,,,,,,,
346,17,Ramon Ramos Lima,Ramon,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,7,6.4,101597,29,Ramon,1371,4.03,,0.28,6.29,True,Cuiabá,2,ramon,1.0,6.0,,29.0,19.0,2.0,6.0,11.0,,1.0,2.0,,,,,4.0,,,,
347,9,Caio Vinicius da Conceição,Caio Vinícius,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,6,0.0,101601,29,C. Vinícius,287,0.78,,0.0,2.12,False,Vitória,4,caio-vinicius,,5.0,,9.0,7.0,,1.0,5.0,,,,,,,,,,,,
348,2,Daniel Nascimento Peixoto dos Santos,Peixoto,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,5,0.0,101651,29,Peixoto,286,0.55,,0.0,1.94,False,Juventude,4,peixoto,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
349,22,Rhaldney Norberto Simião Gomes,Rhaldney,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,7,3.8,101666,29,Rhaldney,373,2.68,,-0.45,3.88,True,Atlético-GO,4,rhaldney,1.0,6.0,,40.0,37.0,2.0,5.0,21.0,2.0,,,,,,,,,,,
350,17,Felipe Jonatan Rocha Andrade,Felipe Jonatan,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,6,0.0,101708,29,F. Jonatan,356,3.94,,0.0,6.13,False,Fortaleza,2,felipe-jonatan,,,,17.0,10.0,4.0,4.0,23.0,,,,,,,,6.0,,,,
351,25,Alerrandro Barra Mansa Realino de Souza,Alerrandro,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,6,9.2,101715,29,Alerrandro,287,5.37,,0.78,8.55,True,Vitória,5,alerrandro,4.0,3.0,,22.0,18.0,12.0,13.0,33.0,,7.0,3.0,,,,,,,1.0,,
352,14,Railan Reis Ferreira - Raylan,Railan,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,2,0.0,101726,29,Railan,1371,3.12,,0.0,4.63,False,Cuiabá,2,railan,3.0,2.0,,12.0,7.0,2.0,3.0,9.0,,,,,,,,2.0,,1.0,,
353,23,Matheus França Silva,Matheuzinho,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,6,1.9,101727,29,Matheuzinho,264,3.65,,-0.25,6.19,True,Corinthians,2,matheuzinho,,2.0,,40.0,14.0,4.0,6.0,14.0,,,2.0,,1.0,,,5.0,,,,
354,25,Claudio Coelho Salvático,Claudinho,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,6,11.8,101752,29,Claudinho,288,4.46,,1.51,7.08,True,Criciúma,2,claudinho,3.0,3.0,,44.0,8.0,3.0,6.0,4.0,1.0,2.0,4.0,,,,,4.0,,,,
355,3,Jean David Meneses Villarroel,Jean David,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_NK98RBN.png,6,0.0,101768,29,J. David,267,1.4,,0.0,5.3,False,Vasco,5,jean-david,,,,2.0,,,1.0,2.0,,,,,,,,,,,,
356,4,Mayksilvan da Silva Ferreira,Mayk,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,6,0.0,101820,29,Mayk,284,2.75,,0.0,3.74,False,Grêmio,2,mayk,,,,5.0,,,,,,,,,,,,1.0,,,,
357,23,Vitor Hugo Naum dos Santos,Vitinho,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,7,5.7,101960,29,Vitinho,280,3.6,,0.72,8.51,True,Bragantino,5,vitinho,3.0,6.0,,23.0,23.0,10.0,15.0,15.0,2.0,2.0,3.0,,,,,,,,,
358,20,Emanuel Fermín Brítez,Brítez,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,7,0.0,101995,29,Brítez,356,3.48,,0.0,4.81,False,Fortaleza,3,britez,2.0,9.0,1.0,26.0,18.0,2.0,6.0,7.0,,,2.0,,,,,7.0,,,,
359,16,Joaquín Piquerez Moreira,Piquerez,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,5,0.0,102130,29,Piquerez,275,6.23,,0.0,11.15,False,Palmeiras,2,piquerez,,2.0,,22.0,10.0,5.0,15.0,19.0,,2.0,,,,,,7.0,,,,
360,0,Vitor Eudes de Souza Costa,Vitor Eudes,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,6,0.0,102137,29,V. Eudes,266,0.0,,0.0,1.0,False,Fluminense,1,vitor-eudes,,,,,,,,,,,,,,,,,,,,
361,16,Lucas Halter,Lucas Halter,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,6,0.0,102253,29,L. Halter,263,2.95,,0.0,6.47,False,Botafogo,3,lucas-halter,,4.0,,11.0,17.0,2.0,7.0,6.0,,1.0,,,,,,5.0,,1.0,,
362,15,Caio Fernando de Oliveira,Caio Paulista,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,7,4.9,102318,29,C. Paulista,275,3.23,,0.5,5.6,True,Palmeiras,2,caio-paulista,,1.0,1.0,10.0,12.0,4.0,1.0,7.0,,,1.0,,,,,7.0,,,,
363,23,Carlos de Menezes Júnior,Cacá,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,6,-0.1,102340,29,Cacá,264,3.13,,-0.16,7.07,True,Corinthians,3,caca,1.0,4.0,1.0,18.0,24.0,2.0,12.0,12.0,,3.0,,,,,,5.0,,1.0,,2.0
364,0,Ángelo Giovanni Araos Llanos,Araos,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,6,0.0,102352,29,Araos,373,0.0,,0.0,3.0,False,Atlético-GO,4,araos,,,,,,,,,,,,,,,,,,,,
365,18,Gonzalo Mathías Mastriani Borges,Mastriani,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,6,4.6,102561,29,Mastriani,293,3.87,,0.69,7.44,True,Athlético-PR,5,mastriani,,,,9.0,11.0,5.0,14.0,9.0,3.0,4.0,3.0,,,,,,,,,
366,6,Thiago Beserra dos Santos Conti,Thiaguinho,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,6,0.0,102599,29,Thiaguinho,286,0.73,,0.0,1.53,False,Juventude,4,thiaguinho,,1.0,,5.0,7.0,,,5.0,,,,,,,,,,1.0,,
367,26,Julimar Silva Oliveira Júnior,Julimar,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,6,2.8,102796,29,Julimar,293,3.19,,0.37,5.06,True,Athlético-PR,5,julimar,1.0,2.0,,23.0,22.0,15.0,17.0,8.0,,3.0,4.0,,,,,,,,,
368,7,Miguel David Terans Pérez,Terans,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,6,0.0,102878,29,Terans,266,0.97,,0.0,4.06,False,Fluminense,4,terans,,1.0,,3.0,5.0,2.0,1.0,5.0,,,,,,,,,,,,
369,15,Anderson Silva da Paixão,Anderson,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,6,0.0,102906,29,Anderson,283,3.73,,0.0,4.7,False,Cruzeiro,1,anderson,,1.0,,,,,,2.0,,,,,,43.0,17.0,6.0,,,,
370,0,Matheus Henrique Teixeira,Matheus Teixeira,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,6,0.0,102907,29,M. Teixeira,288,0.0,,0.0,3.0,False,Criciúma,1,matheus-teixeira,,,,,,,,,,,,,,,,,,,,
371,21,Luan Vinícius da Silva Santos,Luan Vinícius,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,7,-0.7,102909,29,L. Vinícius,287,1.06,,-0.35,2.32,True,Vitória,4,luan-vinicius,,4.0,,15.0,25.0,2.0,3.0,16.0,1.0,,,,,,,,,,,
372,16,Agustín Canobbio Graviz,Canobbio,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,7,3.9,102928,29,Canobbio,293,5.47,,-0.92,10.03,True,Athlético-PR,5,canobbio,1.0,3.0,1.0,24.0,11.0,9.0,11.0,24.0,,4.0,7.0,,,,,,,,,
373,19,Eric dos Santos Rodrigues,Eric Ramires,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,6,0.8,103295,29,E. Ramires,280,3.49,,-0.04,5.9,True,Bragantino,4,eric-ramires,2.0,3.0,,16.0,15.0,4.0,11.0,18.0,2.0,2.0,,,,,,,,,,
374,19,Matheus Alexandre Anastácio de Souza,Matheus Alexandre,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,3,10.2,103347,29,M. Alexandre,1371,3.72,,0.76,6.49,True,Cuiabá,2,matheus-alexandre,,5.0,,41.0,20.0,2.0,3.0,7.0,,,,,,,,5.0,,1.0,,
375,10,Leandro Emmanuel Martínez,Emmanuel Martínez,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,6,2.2,103388,29,E. Martínez,356,2.67,,0.13,5.6,True,Fortaleza,4,emmanuel-martinez,1.0,2.0,,10.0,7.0,1.0,4.0,13.0,1.0,,1.0,,,,,,,,,
376,12,Kaio Jorge Pinto Ramos,Kaio Jorge,https://s.sde.globo.com/media/person_role/2024/06/11/photo_220x220_GXGWlqW.png,7,4.8,103445,29,K. Jorge,283,2.98,,-0.16,5.94,True,Cruzeiro,5,kaio-jorge,1.0,2.0,,5.0,17.0,8.0,8.0,10.0,1.0,1.0,2.0,,,,,,,,,
377,2,Ignácio da Silva Oliveira,Ignácio,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_covUT29.png,6,0.0,103523,29,Ignácio,266,7.55,,0.0,8.25,False,Fluminense,3,ignacio,,,,7.0,2.0,,1.0,3.0,,,,,,,,1.0,,,,
378,5,João Victor Andrade Caetano,Caetano,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,6,0.0,103575,29,Caetano,264,0.22,,0.0,2.93,False,Corinthians,3,caetano,,,1.0,4.0,4.0,,,1.0,,,,,,,,,,,,
379,3,Gabriel Rafael Fuentes Gómez,Gabriel Fuentes,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_nEJXLEW.png,6,5.2,103672,29,G. Fuentes,266,1.73,,0.77,5.39,True,Fluminense,2,gabriel-fuentes,,1.0,,1.0,,,,,,,,,,,,1.0,,,,
380,26,Kaíque Rocha Lima,Kaíque Rocha,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,3,3.4,103684,29,K. Rocha,293,3.3,,-0.14,6.32,True,Athlético-PR,3,kaique-rocha,1.0,3.0,,38.0,18.0,4.0,6.0,9.0,,,1.0,,,,,6.0,,,,
381,20,Jadsom Meemyas de Oliveira da Silva,Jadsom Silva,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,7,-1.3,103695,29,J. Silva,280,1.2,,-0.51,2.2,True,Bragantino,4,jadsom-silva,,6.0,1.0,30.0,27.0,1.0,3.0,3.0,,,,,,,,,,,,
382,19,Gabriel Veron Fonseca de Souza,Gabriel Veron,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,7,5.8,103764,29,G. Veron,283,2.8,,0.81,4.92,True,Cruzeiro,5,gabriel-veron,1.0,2.0,,17.0,10.0,2.0,6.0,3.0,,3.0,1.0,,,,,,,,,
383,21,Gabriel Vinícius Menino,Gabriel Menino,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,3,-3.0,103767,29,G. Menino,275,2.41,,-0.54,4.33,True,Palmeiras,4,gabriel-menino,,6.0,1.0,25.0,24.0,6.0,15.0,20.0,,1.0,4.0,,,,,,,,,
384,14,Higor Matheus Meritão,Higor Meritão,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,6,0.0,103987,29,H. Meritão,288,3.01,,0.0,3.91,False,Criciúma,4,higor-meritao,,3.0,,16.0,18.0,3.0,8.0,11.0,,2.0,1.0,,,,,,,,,
385,6,José Sabino Chagas Monteiro,Sabino,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,2,3.1,104075,29,Sabino,276,3.37,,-0.52,6.04,True,São Paulo,3,sabino,,1.0,,6.0,6.0,2.0,3.0,2.0,,,,,,,,2.0,,,,
386,19,Bruno de Lara Fuchs,Bruno Fuchs,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,6,-0.6,104085,29,B. Fuchs,282,2.14,,-0.5,4.07,True,Atlético-MG,3,bruno-fuchs,1.0,7.0,1.0,26.0,19.0,,1.0,13.0,1.0,,,,,,,2.0,,,,
387,27,Lucas Willians Assis Arcanjo,Lucas Arcanjo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,7,-1.0,104118,29,L. Arcanjo,287,2.26,,-0.14,3.18,True,Vitória,1,lucas-arcanjo,,3.0,,,,,,7.0,,,,,,85.0,44.0,4.0,,,,
388,0,Ruan de Oliveira Ferreira,Ruan,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,6,0.0,104153,29,Ruan,264,0.0,,0.0,3.0,False,Corinthians,4,ruan,,,,,,,,,,,,,,,,,,,,
389,0,Raul Jonas Steffens,Raul,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,6,0.0,104191,29,Raul,263,0.0,,0.0,2.0,False,Botafogo,1,raul,,,,,,,,,,,,,,,,,,,,
390,7,Edson Guilherme Mendes dos Santos,Edson Carioca,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,7,8.7,104204,29,E. Carioca,286,3.53,,1.28,4.73,True,Juventude,5,edson-carioca,1.0,,,5.0,7.0,2.0,3.0,6.0,,1.0,,,,,,,,,,
391,14,João Victor da Silva Marcelino,João Victor,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,6,1.5,104250,29,J. Victor,267,2.67,,0.21,4.88,True,Vasco,3,joao-victor,,4.0,1.0,15.0,8.0,1.0,2.0,16.0,,1.0,,,,,,2.0,,,,
392,24,Adriano Martins da Fonseca,Adriano Martins,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,7,4.1,104253,29,A. Martins,373,3.19,,-0.25,4.85,True,Atlético-GO,3,adriano-martins,,5.0,,44.0,24.0,5.0,8.0,9.0,,,2.0,,,,,4.0,,1.0,,
393,19,João Lucas de Almeida Carvalho,João Lucas,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,7,3.6,104257,29,J. Lucas,286,4.99,,-0.66,6.75,True,Juventude,2,joao-lucas,3.0,3.0,,34.0,22.0,3.0,9.0,20.0,,1.0,,,,,,4.0,,,,
394,11,Matheus Mendes Werneck de Oliveira,Matheus Mendes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,6,1.0,104383,29,M. Mendes,282,2.95,,-0.14,4.69,True,Atlético-MG,1,matheus-mendes,,,,,,,,3.0,,,,,,37.0,18.0,1.0,,,1.0,
395,19,Christian Roberto Alves Cardoso,Christian,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,7,0.0,104502,29,Christian,293,2.1,,0.0,4.61,False,Athlético-PR,4,christian,,6.0,,22.0,35.0,4.0,7.0,24.0,,1.0,4.0,,,,,,,,,
396,13,Igor Jesus Maciel da Cruz,Igor Jesus,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,7,8.9,104528,29,I. Jesus,263,5.72,,1.39,7.64,True,Botafogo,5,igor-jesus,,2.0,,5.0,17.0,11.0,7.0,28.0,1.0,5.0,5.0,,,,,,,,,
397,1,Fabrício Oliveira de Souza,Fabrício,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,6,0.0,104588,29,Fabrício,280,2.0,,0.0,0.64,False,Bragantino,1,fabricio,,1.0,,,,,,,,,,,,5.0,2.0,,,,,
398,16,Moisés Vieira da Veiga,Moisés,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,6,0.8,104666,29,Moisés,356,2.53,,-0.96,4.43,True,Fortaleza,5,moises,1.0,,,5.0,2.0,5.0,8.0,4.0,,2.0,4.0,,,,,,,,,
399,19,Newton Araújo da Costa Júnior,Newton,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,7,3.7,104693,29,Newton,288,2.78,,-0.03,3.84,True,Criciúma,4,newton,1.0,2.0,,29.0,34.0,3.0,9.0,13.0,,1.0,,,,,,,,,,
400,27,Juan Pablo Vojvoda Rizzo,Juan Vojvoda,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,7,2.87,104754,29,J. Vojvoda,356,5.42,,-0.67,8.84,True,Fortaleza,6,juan-vojvoda,,,,,,,,,,,,,,,,,16.0,,,
401,18,Leonardo Ezequiel Godoy,Leo Godoy,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,6,0.0,104759,29,L. Godoy,293,2.65,,0.0,5.97,False,Athlético-PR,2,leo-godoy,1.0,3.0,,9.0,24.0,,4.0,12.0,,1.0,1.0,,,,,5.0,,,,
402,0,Nicolás Brian Acevedo Tabárez,Acevedo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,6,0.0,104783,29,Acevedo,265,0.0,,0.0,5.0,False,Bahia,4,acevedo,,,,,,,,,,,,,,,,,,,,
403,5,Douglas Matías Arezo Martínez,Arezo,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,6,0.0,104849,29,Arezo,284,1.68,,0.0,4.9,False,Grêmio,5,arezo,,,,3.0,2.0,2.0,2.0,1.0,,,1.0,,1.0,,,,,,,
404,27,Wagner Leonardo Calvelo de Souza,Wagner Leonardo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,7,12.3,104994,29,W. Leonardo,287,4.02,,0.22,6.77,True,Vitória,3,wagner-leonardo,,1.0,1.0,29.0,8.0,5.0,6.0,8.0,,5.0,1.0,,,,,5.0,,,,
405,22,João Marcelo Messias Ferreira,João Marcelo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,6,0.0,105047,29,J. Marcelo,283,3.47,,0.0,4.64,False,Cruzeiro,3,joao-marcelo,2.0,6.0,1.0,23.0,15.0,3.0,5.0,9.0,,,1.0,,,,,8.0,,,,
406,14,Nahuel Adolfo Ferraresi Hernández,Ferraresi,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,2,0.0,105300,29,Ferraresi,276,4.8,,0.0,6.86,False,São Paulo,3,ferraresi,1.0,2.0,,22.0,10.0,1.0,2.0,4.0,1.0,1.0,,,,,,5.0,,,,
407,9,Jan Carlos Hurtado Anchico,Hurtado,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,7,-0.7,105301,29,Hurtado,373,2.12,,-0.5,4.22,True,Atlético-GO,5,hurtado,,1.0,1.0,6.0,13.0,6.0,1.0,8.0,,1.0,3.0,,,,,,,,,
408,25,Gabriel Lheman Xavier - Lhman,Gabriel Xavier,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,7,2.3,105373,29,G. Xavier,265,3.66,,-0.68,5.73,True,Bahia,3,gabriel-xavier,,3.0,,35.0,31.0,6.0,6.0,10.0,,,,,,,,9.0,,,,
409,14,Matheus Lima Beltrão Oliveira Valin,Matheus Bidu,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,6,3.5,105531,29,M. Bidu,264,4.24,,0.25,6.89,True,Corinthians,2,matheus-bidu,,2.0,,16.0,8.0,3.0,7.0,15.0,,1.0,1.0,,,,,4.0,,,,
410,21,Juan Martín Lucero,Lucero,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,7,-0.6,105568,29,Lucero,356,4.06,,-0.09,8.1,True,Fortaleza,5,lucero,1.0,7.0,,6.0,28.0,11.0,11.0,22.0,,7.0,6.0,,,,,,,,,
411,23,Lucas Piton Crivellaro,Lucas Piton,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,7,0.9,105584,29,L. Piton,267,4.32,,-0.27,6.59,True,Vasco,2,lucas-piton,4.0,5.0,,43.0,20.0,1.0,6.0,10.0,,1.0,,,,,,4.0,,,,
412,15,Roni Medeiros de Moura,Roni,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,7,3.4,105585,29,Roni,373,2.36,,-0.36,3.63,True,Atlético-GO,4,roni,,3.0,,18.0,9.0,3.0,5.0,8.0,,1.0,,,,,,,,,,
413,18,Maurício Magalhães Prado,Maurício,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,2,2.1,105647,29,Maurício,275,2.98,,0.08,5.79,True,Palmeiras,4,mauricio,,2.0,,11.0,9.0,7.0,8.0,19.0,1.0,2.0,,,2.0,,,,,,,
414,6,Talles Magno Bacelar Martins,Talles Magno,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,6,0.0,105786,29,T. Magno,264,3.25,,0.0,6.59,False,Corinthians,5,talles-magno,,2.0,,3.0,7.0,1.0,,6.0,,2.0,2.0,,,,,,,,,
415,22,Wesley Ribeiro Silva,Wesley,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,7,5.8,105811,29,Wesley,285,7.01,,-1.28,11.08,True,Internacional,5,wesley,1.0,7.0,,33.0,41.0,13.0,16.0,66.0,3.0,7.0,6.0,,3.0,,,,,,,
416,5,Lucas Eduardo Ribeiro de Souza,Edu,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_XVH1nU3.png,6,4.5,105842,29,Edu,287,2.8,,0.62,4.61,True,Vitória,3,edu,,1.0,,4.0,1.0,,,1.0,,,,,,,,2.0,,,,
