,atletas.jogos_num,atletas.nome,atletas.apelido,atletas.foto,atletas.status_id,atletas.pontos_num,atletas.atleta_id,atletas.rodada_id,atletas.apelido_abreviado,atletas.clube_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.posicao_id,atletas.slug,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PP,PS,DE,GS,SG,V,PC,DP,GC
247,13,Gabriel de Souza Inocêncio,Gabriel Inocêncio,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,6,0.0,93702,29,G. Inocêncio,286,3.47,,0.0,4.65,False,Juventude,2,gabriel-inocencio,,2.0,,19.0,19.0,1.0,3.0,15.0,,,2.0,,,,,4.0,,1.0,,
248,27,Paulo Henrique de Oliveira Alves,Paulo Henrique,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,7,0.5,93716,29,P. Henrique,267,4.22,,-0.31,5.88,True,Vasco,2,paulo-henrique,,4.0,,59.0,35.0,3.0,8.0,19.0,,1.0,,,,,,6.0,,,,
249,24,Marlon Rodrigues Freitas,Marlon Freitas,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,7,0.0,93790,29,M. Freitas,263,2.1,,0.01,3.75,True,Botafogo,4,marlon-freitas,4.0,7.0,,24.0,18.0,3.0,6.0,5.0,1.0,,,,,,,,,,,
250,0,Keiller da Silva Nunes,Keiller,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,6,0.0,93834,29,Keiller,267,0.0,,0.0,4.0,False,Vasco,1,keiller,,,,,,,,,,,,,,,,,,,,
251,20,Cleiton Schwengber,Cleiton,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,3,9.0,93882,29,Cleiton,280,3.94,,0.88,7.36,True,Bragantino,1,cleiton,,3.0,1.0,,1.0,,,4.0,,,,,,72.0,23.0,4.0,,,2.0,
252,18,Matheus Leonardo Sales Cardoso,Matheusinho,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,7,6.2,93886,29,Matheusinho,288,4.7,,0.76,6.96,True,Criciúma,4,matheusinho,3.0,2.0,,15.0,11.0,5.0,10.0,16.0,1.0,4.0,2.0,,,,,,,,,
253,23,Breno Henrique Vasconcelos Lopes,Breno Lopes,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,7,1.2,93988,29,B. Lopes,356,4.94,,-0.61,7.58,True,Fortaleza,5,breno-lopes,3.0,5.0,,16.0,13.0,12.0,18.0,46.0,1.0,4.0,6.0,,2.0,,,,,,,
254,26,John Victor Maciel Furtado,John,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,7,8.0,94044,29,John,263,4.78,,-0.06,8.01,True,Botafogo,1,john,,2.0,,,1.0,,,3.0,,,,,,79.0,21.0,12.0,,,1.0,
255,8,Matheus Fernandes Siqueira,Matheus Fernandes,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,7,0.0,94067,29,M. Fernandes,280,5.07,,0.0,8.29,False,Bragantino,4,matheus-fernandes,1.0,2.0,,20.0,11.0,2.0,3.0,8.0,,1.0,,,,,,,,,,
256,8,Felipe dos Reis Pereira Vizeu do Carmo,Felipe Vizeu,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,6,0.0,94138,29,F. Vizeu,288,0.75,,-0.26,2.43,True,Criciúma,5,felipe-vizeu,,,,1.0,1.0,2.0,1.0,4.0,,,1.0,,,,,,,,,
257,2,Maycon de Andrade Barberan,Maycon,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,5,0.0,94154,29,Maycon,264,0.2,,0.0,4.65,False,Corinthians,4,maycon,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
258,25,Raphael Cavalcante Veiga,Raphael Veiga,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,2,2.4,94509,29,R. Veiga,275,5.29,,-2.35,10.98,True,Palmeiras,4,raphael-veiga,3.0,3.0,1.0,18.0,13.0,21.0,31.0,34.0,1.0,5.0,4.0,1.0,,,,,,,,
259,21,Pedro Guilherme Abreu dos Santos,Pedro,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,5,0.0,94583,29,Pedro,262,7.9,,0.0,13.93,False,Flamengo,5,pedro,5.0,3.0,,15.0,14.0,15.0,11.0,25.0,2.0,11.0,3.0,1.0,1.0,,,,,,,
260,0,Jhegson Sebastián Méndez Carabalí,Jhegson Méndez,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,6,0.0,94786,29,J. Méndez,276,0.0,,0.0,4.0,False,São Paulo,4,jhegson-mendez,,,,,,,,,,,,,,,,,,,,
261,20,Rodrigo Andrés Battaglia,Battaglia,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,7,0.0,94845,29,Battaglia,282,1.11,,0.0,2.36,False,Atlético-MG,4,battaglia,,3.0,2.0,20.0,26.0,3.0,3.0,12.0,1.0,,,,,,,,,,,
262,16,Lucas Fernandes da Silva,Lucas Fernandes,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,3,4.3,94931,29,L. Fernandes,1371,2.01,,0.41,4.22,True,Cuiabá,4,lucas-fernandes,1.0,2.0,,8.0,10.0,4.0,4.0,13.0,,1.0,,,,,,,,,,
263,14,Luis Antônio da Rocha Júnior,Juninho Capixaba,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,5,0.0,94968,29,J. Capixaba,280,5.18,,0.0,10.84,False,Bragantino,2,juninho-capixaba,,3.0,,41.0,18.0,2.0,3.0,24.0,,,1.0,,,,,3.0,,,,
264,12,Gabriel Pereira Taliari,Gabriel Taliari,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,6,0.0,95131,29,G. Taliari,286,2.4,,0.0,3.55,False,Juventude,5,gabriel-taliari,2.0,,,3.0,7.0,2.0,1.0,17.0,2.0,,3.0,,,,,,,,,
265,24,Gregore de Magalhães da Silva,Gregore,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,7,2.6,95464,29,Gregore,263,2.52,,-0.52,4.24,True,Botafogo,4,gregore,2.0,7.0,,54.0,68.0,4.0,3.0,10.0,,,1.0,,1.0,,,,,,,
266,21,Igor Vinícius de Souza,Igor Vinícius,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,6,0.0,95466,29,I. Vinícius,276,3.89,,0.0,5.55,True,São Paulo,2,igor-vinicius,2.0,3.0,1.0,31.0,14.0,1.0,1.0,27.0,1.0,,1.0,,,,,6.0,,1.0,,1.0
267,24,Raniele Almeida Melo,Raniele,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,6,1.2,95556,29,Raniele,264,3.56,,-0.53,6.31,True,Corinthians,4,raniele,,6.0,,57.0,24.0,7.0,7.0,24.0,1.0,,1.0,,1.0,,,,,,,
268,16,Miguel Ángel Trauco Saavedra,Trauco,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,6,0.0,95738,29,Trauco,288,1.73,,0.0,3.97,False,Criciúma,2,trauco,,2.0,,11.0,8.0,1.0,5.0,1.0,,1.0,,,,,,1.0,,,,
269,14,Tobias Pereira Figueiredo,Tobias Figueiredo,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,7,4.7,95878,29,T. Figueiredo,288,0.98,,0.66,2.35,True,Criciúma,3,tobias-figueiredo,,4.0,,7.0,13.0,1.0,2.0,7.0,,,,,,,,2.0,,,,1.0
270,15,Luiz Filipe da Rosa Machado - Felipe,Machado,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,7,0.0,96089,29,Machado,287,1.25,,0.0,2.52,False,Vitória,4,machado,,3.0,,12.0,13.0,4.0,2.0,10.0,,,1.0,,,,,,,,,
271,19,Vinicius Moreira de Lima,Lima,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,6,4.8,96340,29,Lima,266,2.69,,0.55,6.99,True,Fluminense,4,lima,,2.0,1.0,16.0,13.0,2.0,9.0,30.0,,2.0,,,,,,,,,,
272,8,Charles Rigon Mattos,Charles,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,7,1.2,96342,29,Charles,264,3.51,,-0.44,5.55,True,Corinthians,4,charles,,4.0,,24.0,10.0,2.0,2.0,5.0,,,2.0,,,,,,,,,
273,24,Matheus Fellipe Costa Pereira,Matheus Pereira,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,7,7.6,96610,29,M. Pereira,283,5.74,,1.01,10.09,True,Cruzeiro,4,matheus-pereira,5.0,7.0,,12.0,24.0,12.0,23.0,69.0,2.0,5.0,7.0,,,,,,,,,
274,2,Maxime Dominguez,Maxime Dominguez,https://s.sde.globo.com/media/person_role/2024/09/09/photo_FORMATO_yW5iRUR.png,6,2.7,96614,29,M. Dominguez,267,1.2,,0.29,4.56,True,Vasco,4,maxime-dominguez,,1.0,,3.0,4.0,,,2.0,,,,,,,,,,,,
275,21,Allan Rodrigues de Souza,Allan,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,6,-1.0,96652,29,Allan,262,1.35,,-0.12,3.39,True,Flamengo,4,allan,,5.0,,25.0,23.0,3.0,2.0,12.0,,,,,,,,,,1.0,,
276,27,Gabriel Alejandro Milito,Gabriel Milito,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,7,4.55,96673,29,G. Milito,282,4.78,,0.24,8.55,True,Atlético-MG,6,gabriel-milito,,,,,,,,,,,,,,,,,9.0,,,
277,21,Renzo Saravia,Saravia,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,7,1.2,96725,29,Saravia,282,3.84,,-0.03,6.68,True,Atlético-MG,2,saravia,,2.0,,44.0,33.0,2.0,3.0,22.0,,,1.0,,,,,5.0,,1.0,,
278,4,Cleidson Andrade da Souza Silva,Camutanga,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,5,0.0,96793,29,Camutanga,287,0.63,,0.0,2.34,False,Vitória,3,camutanga,,1.0,1.0,3.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,
279,13,Carlos Moisés de Lima,Carlinhos,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,6,0.0,96831,29,Carlinhos,262,1.57,,0.0,2.48,False,Flamengo,5,carlinhos,,2.0,1.0,3.0,8.0,3.0,5.0,2.0,,2.0,4.0,,,,,,,,,
280,9,Luís Eduardo Marques dos Santos,Dudu,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,7,7.4,97133,29,Dudu,288,1.73,,1.11,3.74,True,Criciúma,2,dudu,,1.0,,4.0,5.0,2.0,,2.0,,,1.0,,,,,2.0,,,,
281,17,Mathías Adalberto Villasanti Rolón,Villasanti,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,7,0.0,97145,29,Villasanti,284,3.97,,0.0,8.14,False,Grêmio,4,villasanti,1.0,3.0,,43.0,28.0,3.0,2.0,18.0,,1.0,,,,,,,,,,
282,10,Janderson Santos de Souza,Janderson,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,7,3.4,97245,29,Janderson,373,2.85,,-0.7,4.68,True,Atlético-GO,5,janderson,,2.0,1.0,11.0,14.0,5.0,5.0,13.0,,1.0,,,,,,,,,,
283,27,Rogério Mücke Ceni,Rogério Ceni,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,7,1.3,97341,29,R. Ceni,265,5.15,,-0.92,8.89,True,Bahia,6,rogerio-ceni,,,,,,,,,,,,,,,,,12.0,,,
284,15,Gustavo Henric da Silva,Gustavo Mosquito,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_t7r0bPE.png,7,0.5,97450,29,G. Mosquito,287,2.97,,-0.47,4.5,True,Vitória,5,gustavo-mosquito,2.0,2.0,,8.0,7.0,,4.0,14.0,1.0,2.0,1.0,,,,,,,,,
285,14,Fernando Marçal de Oliveira,Marçal,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,6,0.0,97468,29,Marçal,263,5.07,,0.0,7.42,False,Botafogo,2,marcal,,5.0,,25.0,20.0,1.0,3.0,13.0,,1.0,1.0,,,,,7.0,,1.0,,
286,26,Shaylon Kallyson Cardozo - Cardoso,Shaylon,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,6,1.2,97520,29,Shaylon,373,2.23,,0.11,4.47,True,Atlético-GO,4,shaylon,1.0,2.0,,15.0,11.0,8.0,16.0,5.0,1.0,2.0,,1.0,,,,,,,,
287,20,William Bernardo Willemen - Willeam Lepu,Willean Lepo,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,5,0.0,97522,29,W. Lepo,287,3.26,,0.0,4.58,False,Vitória,2,willean-lepo,,3.0,,40.0,14.0,3.0,3.0,17.0,,,2.0,,,,,2.0,,,,
288,19,Félix Eduardo Torres Caicedo,Félix Torres,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,7,0.0,97642,29,F. Torres,264,2.54,,-0.24,5.93,True,Corinthians,3,felix-torres,,3.0,,22.0,23.0,1.0,1.0,4.0,1.0,,2.0,,,,,5.0,,,,
289,21,Murilo Cerqueira Paim,Murilo,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,7,9.8,97653,29,Murilo,275,4.13,,1.29,10.42,True,Palmeiras,3,murilo,,4.0,1.0,19.0,27.0,2.0,8.0,5.0,,1.0,1.0,,,,,12.0,,,,
290,15,Erick de Arruda Serafim,Erick,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,6,0.0,97810,29,Erick,276,1.71,,0.0,3.89,False,São Paulo,5,erick,2.0,3.0,,4.0,9.0,2.0,3.0,10.0,,1.0,,,,,,,,1.0,,
291,19,Leonardo Rech Ortiz,Léo Ortiz,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,7,5.0,97867,29,L. Ortiz,262,3.62,,-0.14,7.75,True,Flamengo,3,leo-ortiz,2.0,2.0,,23.0,8.0,2.0,4.0,4.0,1.0,,,,,,,5.0,,,,
292,10,Iago Amaral Borduchi,Iago,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,6,0.9,97868,29,Iago,265,3.18,,-0.79,5.37,True,Bahia,2,iago,,,,6.0,4.0,2.0,1.0,5.0,,,,,,,,4.0,,,,
293,17,Vitor Eduardo da Silva Matos,Vitão,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,7,0.5,97900,29,Vitão,285,2.75,,-0.14,4.77,True,Internacional,3,vitao,,3.0,,11.0,15.0,3.0,5.0,7.0,,,,,,,,6.0,,,,
294,13,Luís Felipe Oyama,Luís Oyama,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,6,0.0,97908,29,L. Oyama,286,2.28,,0.0,3.65,False,Juventude,4,luis-oyama,,1.0,,8.0,5.0,2.0,2.0,5.0,,2.0,,,,,,,,,,
295,25,Erick Luis Conrado de Carvalho,Erick,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,7,7.9,98022,29,Erick,293,3.87,,0.41,7.78,True,Athlético-PR,4,erick,1.0,1.0,,49.0,28.0,5.0,14.0,22.0,2.0,1.0,1.0,,,,,,,,,
296,17,Pedro Raul Garay da Silva,Pedro Raul,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,6,0.0,98225,29,P. Raul,264,1.24,,0.0,2.6,False,Corinthians,5,pedro-raul,,2.0,,12.0,10.0,4.0,4.0,8.0,,,2.0,,,,,,,,,
297,27,Bartolomeu Jacinto Quissanga,Bastos,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,7,4.9,98280,29,Bastos,263,3.98,,0.13,5.98,True,Botafogo,3,bastos,,5.0,,23.0,29.0,1.0,8.0,6.0,,3.0,2.0,,,,,12.0,,1.0,,
298,21,Victor Hugo Soares dos Santos,Kanu,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,7,0.7,98484,29,Kanu,265,2.13,,-0.57,3.31,True,Bahia,3,kanu,,10.0,,9.0,26.0,1.0,,21.0,,,,,,,,8.0,,,,
299,26,Jean Lucas de Souza Oliveira,Jean Lucas,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,7,1.2,98517,29,J. Lucas,265,4.46,,-0.29,7.06,True,Bahia,4,jean-lucas,4.0,5.0,,32.0,35.0,14.0,26.0,39.0,,2.0,2.0,,,,,,,,,
300,15,Benjamín Kuščević Jaramillo,Kuscevic,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,3,0.2,98619,29,Kuscevic,356,3.44,,-1.11,5.12,True,Fortaleza,3,kuscevic,,3.0,1.0,16.0,9.0,3.0,4.0,3.0,,1.0,2.0,,,,,5.0,,,,
301,20,Jefferson David Savarino Quintero,Savarino,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,7,9.7,98672,29,Savarino,263,4.08,,1.2,7.9,True,Botafogo,5,savarino,5.0,3.0,,1.0,8.0,15.0,7.0,5.0,1.0,4.0,3.0,,,,,,,,,
302,22,Tomás Esteban Cuello,Cuello,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,7,1.7,98909,29,Cuello,293,3.44,,-0.4,5.63,True,Athlético-PR,5,cuello,3.0,2.0,,18.0,14.0,11.0,12.0,18.0,2.0,1.0,5.0,,,,,,,,,
303,9,Matías Nicolás Viña Susperreguy,Viña,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,5,0.0,98974,29,Viña,262,1.39,,0.0,4.63,False,Flamengo,2,vina,,1.0,,5.0,4.0,1.0,2.0,2.0,,,,,,,,1.0,,,,
304,4,Agustín Maximiliano Rogel Paita,Rogel,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_RuLD9HB.png,6,0.0,98975,29,Rogel,285,3.32,,0.0,4.61,False,Internacional,3,rogel,,,,3.0,5.0,3.0,2.0,2.0,,,,,,,,1.0,,,,
305,26,Pablo Vegetti,Vegetti,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,7,2.7,99198,29,Vegetti,267,6.06,,-0.98,11.55,True,Vasco,5,vegetti,1.0,5.0,,15.0,29.0,20.0,32.0,57.0,2.0,9.0,20.0,2.0,2.0,,,,,,,
306,13,José Luis Rodríguez Bebanz,Puma Rodríguez,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,2,3.6,99213,29,P. Rodríguez,267,2.51,,0.34,4.2,True,Vasco,2,puma-rodriguez,1.0,,,12.0,2.0,,4.0,1.0,,,,,,,,2.0,,,,
307,12,Diego Nicolás de la Cruz Arcosa,De la Cruz,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,7,1.9,99228,29,D. Cruz,262,6.65,,-0.12,11.93,True,Flamengo,4,de-la-cruz,2.0,1.0,,23.0,14.0,5.0,8.0,32.0,1.0,2.0,,,,,,,,,,
308,7,Gonzalo Gastón Freitas Silva,Gonzalo Freitas,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,6,0.0,99234,29,G. Freitas,373,3.03,,0.0,4.98,False,Atlético-GO,4,gonzalo-freitas,,4.0,,14.0,11.0,6.0,5.0,5.0,,,,,,,,,,2.0,,
309,23,Tomás Pochettino,Pochettino,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,2,0.0,99267,29,Pochettino,356,4.56,,-0.13,7.46,True,Fortaleza,4,pochettino,6.0,4.0,,23.0,15.0,5.0,8.0,15.0,,5.0,3.0,1.0,1.0,,,,,1.0,,
310,19,Alexander Nahuel Barboza Ullúa,Alexander Barboza,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,7,8.9,99274,29,A. Barboza,263,4.01,,0.31,5.96,True,Botafogo,3,alexander-barboza,1.0,6.0,1.0,23.0,25.0,4.0,6.0,3.0,,,1.0,,,,,10.0,,1.0,,
311,6,Juan Ignacio Dinenno de Cara,Dinenno,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,5,0.0,99316,29,Dinenno,283,4.95,,0.0,7.98,False,Cruzeiro,5,dinenno,,1.0,,1.0,1.0,3.0,1.0,3.0,,3.0,1.0,,,,,,,,,
312,26,Luis Francisco Zubeldía,Luis Zubeldía,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,7,1.09,99366,29,L. Zubeldía,276,5.02,,-0.88,9.06,True,São Paulo,6,luis-zubeldia,,,,,,,,,,,,,,,,,13.0,,,
313,5,Robert Samuel Rojas Chávez,Robert Rojas,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,6,0.0,99387,29,R. Rojas,267,1.84,,0.0,3.21,False,Vasco,3,robert-rojas,,,,4.0,2.0,,,,,,,,,,,1.0,,,,
314,2,Michael Richard Delgado de Oliveira,Michael,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,6,1.0,99392,29,Michael,262,6.6,,-1.45,11.15,True,Flamengo,5,michael,,,,1.0,,1.0,1.0,2.0,,1.0,,,1.0,,,,,,,
315,23,Gabriel Baralhas dos Santos,Baralhas,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,7,6.4,99440,29,Baralhas,373,4.31,,-0.27,6.46,True,Atlético-GO,4,baralhas,2.0,6.0,,45.0,18.0,12.0,15.0,25.0,,1.0,2.0,,,,,,,,,
316,26,Agustín Daniel Rossi,Rossi,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,7,7.5,99552,29,Rossi,262,2.69,,0.15,6.17,True,Flamengo,1,rossi,,,,,,,,5.0,,,,,,64.0,29.0,5.0,,,1.0,
317,22,Guilherme Kennedy Romão,Guilherme Romão,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,6,0.0,99623,29,G. Romão,373,3.26,,0.0,4.54,False,Atlético-GO,2,guilherme-romao,3.0,5.0,1.0,13.0,15.0,7.0,14.0,33.0,,1.0,4.0,,,,,2.0,,,,
318,17,Jhon Adolfo Arias Andrade,Arias,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,7,12.6,99815,29,Arias,266,6.93,,1.43,14.07,True,Fluminense,4,arias,1.0,4.0,,31.0,20.0,11.0,17.0,48.0,1.0,4.0,1.0,,,,,,,,,
319,21,Paulo Henrique Sampaio Filho,Paulinho,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,6,0.0,99818,29,Paulinho,282,4.53,,0.0,10.12,False,Atlético-MG,5,paulinho,1.0,3.0,1.0,20.0,10.0,11.0,8.0,14.0,,6.0,8.0,,1.0,,,,,,,
320,19,Alan Javier Franco,Alan Franco,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,7,0.0,99889,29,A. Franco,276,2.97,,0.0,6.0,False,São Paulo,3,alan-franco,1.0,6.0,1.0,19.0,15.0,,4.0,4.0,,,1.0,,,,,8.0,,,,1.0
321,9,Ronie Edmundo Carrillo Morales,Carrillo,https://s.sde.globo.com/media/person_role/2024/07/12/photo_FORMATO_lgqGgyh.png,7,0.4,100076,29,Carrillo,286,2.53,,-0.11,4.33,True,Juventude,5,carrillo,,,,7.0,4.0,2.0,3.0,6.0,,1.0,2.0,,,,,,,,,
322,13,Federico Matías Javier Zaracho,Zaracho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,5,0.0,100079,29,Zaracho,282,3.23,,0.0,7.04,False,Atlético-MG,4,zaracho,,1.0,,15.0,10.0,2.0,4.0,13.0,,2.0,1.0,,,,,,,,,
323,16,Igor Silveira Gomes,Igor Gomes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,6,1.0,100084,29,I. Gomes,282,3.35,,0.21,5.37,True,Atlético-MG,4,igor-gomes,3.0,5.0,,16.0,13.0,3.0,3.0,19.0,2.0,1.0,,,,,,,,1.0,,
324,24,Pedro Augusto Borges da Costa,Pedro Augusto,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,6,0.0,100085,29,P. Augusto,356,1.65,,0.0,3.15,False,Fortaleza,4,pedro-augusto,1.0,7.0,,31.0,28.0,2.0,1.0,21.0,,,,,,,,,,1.0,,
325,22,Yuri Alberto Monteiro da Silva,Yuri Alberto,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,6,19.8,100652,29,Y. Alberto,264,5.83,,1.64,10.29,True,Corinthians,5,yuri-alberto,4.0,5.0,1.0,13.0,24.0,13.0,18.0,34.0,2.0,7.0,12.0,,,,,,,,,
326,11,Matheus Henrique de Souza,Matheus Henrique,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,7,3.7,100742,29,M. Henrique,283,4.63,,-0.03,7.36,True,Cruzeiro,4,matheus-henrique,,4.0,,19.0,12.0,4.0,10.0,14.0,,2.0,,,,,,,,,,
327,6,Igor Matheus Liziero Pereira,Liziero,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,6,-0.3,100761,29,Liziero,276,2.1,,-1.01,3.7,True,São Paulo,4,liziero,,1.0,,10.0,8.0,1.0,1.0,4.0,,,,,,,,,,,,
328,0,Brenno Oliveira Fraga Costa,Brenno,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,6,0.0,100830,29,Brenno,284,0.0,,0.0,4.0,False,Grêmio,1,brenno,,,,,,,,,,,,,,,,,,,,
329,2,Ruan Tressoldi Netto,Ruan,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,6,0.0,100842,29,Ruan,276,5.4,,0.0,7.94,False,São Paulo,3,ruan,,,,5.0,5.0,,1.0,1.0,,,,,,,,1.0,,,,
330,25,Lucas Esteves de Souza,Lucas Esteves,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,7,4.5,100846,29,L. Esteves,287,3.12,,-0.38,4.35,True,Vitória,2,lucas-esteves,2.0,8.0,,29.0,29.0,3.0,13.0,19.0,1.0,1.0,7.0,,1.0,,,3.0,,,,
