,atletas.apelido,atletas.clube.id.full.name,atletas.foto,atletas.slug,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.clube_id,atletas.pontos_num,atletas.status_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.preco_num,atletas.variacao_num,atletas.posicao_id,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,DE,GS,CA,FS,SG,G,DS,FC,FF,V,I,FD,PC,PS,A,CV,FT,PP,PI
281,Romércio,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,romercio,0,Romércio,1,286,0.0,6,0.0,,3.0,0.0,3,97443,False,Romércio Pereira da Conceição,,,,,,,,,,,,,,,,,,,
282,Gustavo Mosquito,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_6NQENP4.png,gustavo-mosquito,0,G. Mosquito,1,264,0.0,6,0.0,,4.0,0.0,5,97450,False,Gustavo Henric da Silva,,,,,,,,,,,,,,,,,,,
283,Marçal,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,marcal,1,Marçal,1,263,1.2,2,1.2,,4.53,-0.47,2,97468,True,Fernando Marçal de Oliveira,,,,,,,1.0,,,,,,,,,,,,
284,Shaylon,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,shaylon,1,Shaylon,1,373,0.2,7,0.2,,5.83,-1.17,4,97520,True,Shaylon Kallyson Cardozo - Cardoso,,,,,,,,,,,,1.0,,,,,1.0,1.0,
285,Estupiñán,Bahia,https://s.sde.globo.com/media/person_role/2024/02/14/photo_FORMATO.png,estupinan,1,Estupiñán,1,265,0.8,6,0.8,,5.22,-0.78,5,97547,True,Óscar Eduardo Estupiñán Vallesilla,,,,,,,,,1.0,,,,,,,,,,
286,Eryc Castillo,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_xuxbOxr.png,eryc-castillo,0,E. Castillo,1,287,0.0,6,0.0,,2.0,0.0,5,97640,False,Erick Leonel Castillo Arroyo,,,,,,,,,,,,,,,,,,,
287,Félix Torres,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,felix-torres,1,F. Torres,1,264,8.6,7,8.6,,8.79,1.79,3,97642,True,Félix Eduardo Torres Caicedo,,,,,1.0,,3.0,,,,,,,,,,,,
288,Murilo,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,murilo,1,Murilo,1,275,8.6,7,8.6,,15.37,0.37,3,97653,True,Murilo Cerqueira Paim,,,,,1.0,,2.0,,,,,1.0,,,,,,,
289,Reynaldo,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_useyiNV.png,reynaldo,0,Reynaldo,1,287,0.0,6,0.0,,3.0,0.0,3,97768,False,Reynaldo César Moraes,,,,,,,,,,,,,,,,,,,
290,Erick,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,erick,1,Erick,1,276,7.2,6,7.2,,6.65,1.65,5,97810,True,Erick de Arruda Serafim,,,,2.0,,,1.0,,,,,,,,1.0,,,,
291,Léo Ortiz,Flamengo,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_8U8IqF6.png,leo-ortiz,0,L. Ortiz,1,262,0.0,6,0.0,,11.0,0.0,3,97867,False,Leonardo Rech Ortiz,,,,,,,,,,,,,,,,,,,
292,Vitão,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,vitao,1,Vitão,1,285,3.2,7,3.2,,5.24,0.24,3,97900,True,Vitor Eduardo da Silva Matos,,,,1.0,,,3.0,3.0,,,,,,,,,,,
293,Luís Oyama,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,luis-oyama,0,L. Oyama,1,286,0.0,6,0.0,,4.0,0.0,4,97908,False,Luís Felipe Oyama,,,,,,,,,,,,,,,,,,,
294,Felipe Vieira,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_g3d23Nj.png,felipe-vieira,0,F. Vieira,1,287,0.0,5,0.0,,2.0,0.0,2,97927,False,Felipe Vieira Augusto,,,,,,,,,,,,,,,,,,,
295,Erick,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,erick,1,Erick,1,293,3.5,7,3.5,,6.99,-0.01,4,98022,True,Erick Luis Conrado de Carvalho,,,,1.0,,,3.0,2.0,,,,,,,,,,,
296,Pedro Raul,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,pedro-raul,1,P. Raul,1,264,-0.3,6,-0.3,,4.01,-0.99,5,98225,True,Pedro Raul Garay da Silva,,,,,,,,1.0,,,,,,,,,,,
297,Bastos,Botafogo,https://s.sde.globo.com/media/person_role/2023/08/29/photo_FORMATO.png,bastos,1,Bastos,1,263,-0.3,7,-0.3,,2.36,-0.64,3,98280,True,Bartolomeu Jacinto Quissanga,,,,,,,,1.0,,,,,,,,,,,
298,Kanu,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,kanu,1,Kanu,1,265,0.7,6,0.7,,2.71,-0.29,3,98484,True,Victor Hugo Soares dos Santos,,,,2.0,,,,1.0,,,,,,,,,,,
299,Jean Lucas,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,jean-lucas,1,J. Lucas,1,265,4.6,6,4.6,,6.55,0.55,4,98517,True,Jean Lucas de Souza Oliveira,,,1.0,,,,,2.0,,,,1.0,,,1.0,,,,
300,Kuscevic,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,kuscevic,1,Kuscevic,1,356,2.6,6,2.6,,4.21,0.21,3,98619,True,Benjamín Kušcevic Jaramillo,,,,1.0,,,2.0,1.0,,,,,,,,,,,
301,Savarino,Botafogo,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_rMYnFib.png,savarino,1,Savarino,1,263,0.5,6,0.5,,6.75,-1.25,5,98672,True,Jefferson David Savarino Quintero,,,,1.0,,,,,,,,,,,,,,,
302,Pedrinho,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,pedrinho,0,Pedrinho,1,282,0.0,6,0.0,,6.0,0.0,4,98706,False,Pedro Victor Delmino da Silva,,,,,,,,,,,,,,,,,,,
303,Cuello,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,cuello,1,Cuello,1,293,3.8,7,3.8,,5.45,0.45,5,98909,True,Tomás Esteban Cuello,,,,2.0,,,1.0,,2.0,,,,,,,,,,
304,Viña,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,vina,1,Viña,1,262,0.8,6,0.8,,7.68,-1.32,2,98974,True,Matías Nicolás Viña Susperreguy,,,,,,,,,1.0,,,,,,,,,,
305,Vegetti,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,vegetti,1,Vegetti,1,267,1.2,7,1.2,,12.76,-2.24,5,99198,True,Pablo Vegetti,,,,1.0,,,,4.0,1.0,,1.0,1.0,,,,,,,
306,Puma Rodríguez,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,puma-rodriguez,0,P. Rodríguez,1,267,0.0,6,0.0,,4.0,0.0,2,99213,False,José Luis Rodríguez Bebanz,,,,,,,,,,,,,,,,,,,
307,De la Cruz,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,de-la-cruz,1,D. Cruz,1,262,12.9,7,12.9,,11.12,3.12,4,99228,True,Diego Nicolás de la Cruz Arcosa,,,,1.0,,1.0,3.0,,1.0,,,,,,,,,,
308,Pochettino,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,pochettino,1,Pochettino,1,356,7.4,7,7.4,,6.72,1.72,4,99267,True,Tomás Pochettino,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,1.0,,,,
309,Alexander Barboza,Botafogo,https://s.sde.globo.com/media/person_role/2024/02/14/photo_FORMATO_oFA4ihC.png,alexander-barboza,1,A. Barboza,1,263,-3.0,3,-3.0,,3.05,-1.95,3,99274,True,Alexander Nahuel Barboza Ullúa,,,,,,,,,,,,,,,,1.0,,,
310,Dinenno,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,dinenno,0,Dinenno,1,283,0.0,5,0.0,,7.0,0.0,5,99316,False,Juan Ignacio Dinenno de Cara,,,,,,,,,,,,,,,,,,,
311,Robert Rojas,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,robert-rojas,1,R. Rojas,1,267,2.1,6,2.1,,3.21,0.21,3,99387,True,Robert Samuel Rojas Chávez,,,,,,,2.0,1.0,,,,,,,,,,,
312,Baralhas,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,baralhas,1,Baralhas,1,373,1.7,7,1.7,,4.71,-0.29,4,99440,True,Gabriel Baralhas dos Santos,,,,,,,1.0,1.0,1.0,,,,,,,,,,
313,Rossi,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,rossi,1,Rossi,1,262,2.0,7,2.0,,8.11,-0.89,1,99552,True,Agustín Daniel Rossi,3.0,1.0,,,,,,,,,,,,,,,,,
314,Guilherme Romão,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,guilherme-romao,1,G. Romão,1,373,1.0,7,1.0,,2.82,-0.18,2,99623,True,Guilherme Kennedy Romão,,,1.0,2.0,,,,2.0,2.0,,,,,,,,,,
315,Cifuentes,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_RifhGmS.png,cifuentes,1,Cifuentes,1,283,0.9,6,0.9,,2.78,-0.22,4,99766,True,José Adoni Cifuentes Charcopa,,,,,,,1.0,1.0,,,,,,,,,,,
316,Arias,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,arias,1,Arias,1,266,5.9,6,5.9,,16.06,-0.94,4,99815,True,Jhon Adolfo Arias Andrade,,,,3.0,,,1.0,,1.0,,,2.0,,,,,,,
317,Paulinho,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,paulinho,1,Paulinho,1,282,0.5,7,0.5,,14.98,-3.02,5,99818,True,Paulo Henrique Sampaio Filho,,,,1.0,,,,,,,,,,,,,,,
318,Alan Franco,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,alan-franco,0,A. Franco,1,276,0.0,6,0.0,,4.0,0.0,3,99889,False,Alan Javier Franco,,,,,,,,,,,,,,,,,,,
319,Zaracho,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,zaracho,1,Zaracho,1,282,2.6,2,2.6,,9.14,-0.86,4,100079,True,Federico Matías Javier Zaracho,,,,,,,2.0,2.0,1.0,,,,,,,,,,
320,Igor Gomes,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,igor-gomes,1,I. Gomes,1,282,1.4,2,1.4,,5.43,-0.57,4,100084,True,Igor Silveira Gomes,,,,1.0,,,,1.0,,,,1.0,,,,,,,
321,Pedro Augusto,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,pedro-augusto,1,P. Augusto,1,356,5.0,6,5.0,,3.41,1.41,4,100085,True,Pedro Augusto Borges da Costa,,,,,,,,,,,,,,,1.0,,,,
322,Segovia,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_N5TAr8X.png,segovia,0,Segovia,1,263,0.0,6,0.0,,3.0,0.0,3,100453,False,Luis Geovanny Segovia Vega,,,,,,,,,,,,,,,,,,,
323,Yuri Alberto,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,yuri-alberto,1,Y. Alberto,1,264,1.3,7,1.3,,7.04,-0.96,5,100652,True,Yuri Alberto Monteiro da Silva,,,1.0,4.0,,,1.0,3.0,,,,,,,,,,,
324,Lucas Esteves,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,lucas-esteves,1,L. Esteves,1,287,-1.5,6,-1.5,,1.94,-1.06,2,100846,True,Lucas Esteves de Souza,,,1.0,1.0,,,,3.0,,,1.0,,,,,,,,
325,Luan Cândido,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,luan-candido,1,L. Cândido,1,280,0.1,7,0.1,,4.97,-1.03,3,100848,True,Luan Cândido de Almeida,,,1.0,,,,1.0,3.0,1.0,,,,,,,,,,
326,Derek,Atlético-GO,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,derek,1,Derek,1,373,0.0,6,0.0,,3.29,-0.71,5,100976,True,Derek Freitas Ribeiro,,,,,,,,,,,,,,,,,,,
327,Júnior Santos,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png,junior-santos,1,J. Santos,1,263,6.8,7,6.8,,8.15,1.15,5,101002,True,José Antonio dos Santos Júnior,,,1.0,2.0,,,1.0,2.0,,,,1.0,,,1.0,,,,
328,Ferreira,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,ferreira,0,Ferreira,1,276,0.0,7,0.0,,6.0,0.0,5,101290,False,Aldemir dos Santos Ferreira,,,,,,,,,,,,,,,,,,,
329,Ademir,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,ademir,0,Ademir,1,265,0.0,6,0.0,,5.0,0.0,5,101314,False,Ademir da Silva Santos Júnior,,,,,,,,,,,,,,,,,,,
330,Guga,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,guga,0,Guga,1,266,-1.0,6,-1.0,,4.11,-0.89,2,101319,False,Cláudio Rodrigues Gomes,,,1.0,,,,,,,,,,,,,,,,
331,Danilo Boza,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,danilo-boza,0,D. Boza,1,286,0.0,2,0.0,,3.0,0.0,3,101431,False,Danilo Boza Júnior,,,,,,,,,,,,,,,,,,,
332,Pepê,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,pepe,0,Pepê,1,284,0.0,6,0.0,,6.0,0.0,4,101573,False,João Pedro Vilardi Pinto,,,,,,,,,,,,,,,,,,,
333,Hugo Moura,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_usbFo4q.png,hugo-moura,0,H. Moura,1,293,0.0,6,0.0,,4.0,0.0,4,101594,False,Hugo Moura Arruda da Silva,,,,,,,,,,,,,,,,,,,
334,Ramon,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,ramon,0,Ramon,1,1371,0.0,6,0.0,,4.0,0.0,2,101597,False,Ramon Ramos Lima,,,,,,,,,,,,,,,,,,,
335,Caio Vinícius,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,caio-vinicius,0,C. Vinícius,1,287,0.0,6,0.0,,3.0,0.0,4,101601,False,Caio Vinicius da Conceição,,,,,,,,,,,,,,,,,,,
336,Rhaldney,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,rhaldney,1,Rhaldney,1,373,1.6,7,1.6,,3.03,0.03,4,101666,True,Rhaldney Norberto Simião Gomes,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,
337,Alerrandro,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,alerrandro,1,Alerrandro,1,287,3.0,6,3.0,,6.81,-0.19,5,101715,True,Alerrandro Barra Mansa Realino de Souza,,,1.0,,,,,,2.0,,,2.0,,,,,,,
338,Railan,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,railan,1,Railan,1,1371,2.8,6,2.8,,3.45,0.45,2,101726,True,Railan Reis Ferreira - Raylan,,,,2.0,,,2.0,2.0,,,,,,,,,,,
339,Matheuzinho,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,matheuzinho,1,Matheuzinho,1,264,4.2,6,4.2,,4.77,0.77,2,101727,True,Matheus França Silva,,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,
340,Diego Costa,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ApqbX2X.png,diego-costa,1,D. Costa,1,276,0.9,7,0.9,,4.43,-0.57,3,101728,True,Diego Henrique Costa Barbosa,,,,,,,1.0,1.0,,,,,,,,,,,
341,Claudinho,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,claudinho,1,Claudinho,1,288,6.0,7,6.0,,3.76,1.76,2,101752,True,Claudio Coelho Salvático,,,,,,,5.0,,,,,,,,,,,,
342,Mayk,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,mayk,0,Mayk,1,284,0.0,5,0.0,,3.0,0.0,2,101820,False,Mayksilvan da Silva Ferreira,,,,,,,,,,,,,,,,,,,
343,Vitinho,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,vitinho,1,Vitinho,1,280,13.0,2,13.0,,9.52,3.52,5,101960,True,Vitor Hugo Naum dos Santos,,,1.0,2.0,,,2.0,2.0,,,,1.0,,,2.0,,,,
344,Brítez,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,britez,1,Brítez,1,356,0.8,7,0.8,,3.57,-0.43,3,101995,True,Emanuel Fermín Brítez,,,1.0,,,,2.0,2.0,,,,,,,,,,,
345,Piquerez,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,piquerez,0,Piquerez,1,275,0.0,7,0.0,,11.0,0.0,2,102130,False,Joaquín Piquerez Moreira,,,,,,,,,,,,,,,,,,,
346,Vitor Eudes,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,vitor-eudes,0,V. Eudes,1,266,0.0,6,0.0,,1.0,0.0,1,102137,False,Vitor Eudes de Souza Costa,,,,,,,,,,,,,,,,,,,
347,Lucas Halter,Botafogo,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_QhCjo2d.png,lucas-halter,1,L. Halter,1,263,0.6,7,0.6,,6.79,-1.21,3,102253,True,Lucas Halter,,,,,,,1.0,2.0,,,,,,,,,,,
348,Rafael Elias,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_HlIc5fu.png,rafael-elias,1,R. Elias,1,283,6.7,6,6.7,,5.65,1.65,5,102302,True,Rafael Elias da Silva,,,1.0,,,1.0,,1.0,,,,,,,,,,,
349,Caio Paulista,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,caio-paulista,0,C. Paulista,1,275,0.0,6,0.0,,6.0,0.0,2,102318,False,Caio Fernando de Oliveira,,,,,,,,,,,,,,,,,,,
350,Cacá,Corinthians,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,caca,0,Cacá,1,264,0.0,6,0.0,,7.0,0.0,3,102340,False,Carlos de Menezes Júnior,,,,,,,,,,,,,,,,,,,
351,Araos,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,araos,0,Araos,1,373,0.0,6,0.0,,3.0,0.0,4,102352,False,Ángelo Giovanni Araos Llanos,,,,,,,,,,,,,,,,,,,
352,Mastriani,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,mastriani,1,Mastriani,1,293,8.0,6,8.0,,8.58,1.58,5,102561,True,Gonzalo Mathías Mastriani Borges,,,,,,1.0,,,,,,,,,,,,,
353,Helinho,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HKFN5Du.png,helinho,0,Helinho,1,280,0.0,5,0.0,,6.0,0.0,5,102598,False,Hélio Júnio Nunes de Castro,,,,,,,,,,,,,,,,,,,
354,Thiaguinho,Juventude,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,thiaguinho,1,Thiaguinho,1,286,1.4,6,1.4,,2.14,0.14,4,102599,True,Thiago Beserra dos Santos Conti,,,,1.0,,,1.0,1.0,,,,,,,,,,,
355,Julimar,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,julimar,1,Julimar,1,293,8.3,7,8.3,,4.57,2.57,5,102796,True,Julimar Silva Oliveira Júnior,,,,,,,1.0,2.0,2.0,,1.0,1.0,,,1.0,,,,
356,Terans,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,terans,0,Terans,1,266,0.0,6,0.0,,7.0,0.0,4,102878,False,Miguel David Terans Pérez,,,,,,,,,,,,,,,,,,,
357,Anderson,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,anderson,1,Anderson,1,283,-1.0,7,-1.0,,1.29,-0.71,1,102906,True,Anderson Silva da Paixão,1.0,2.0,,,,,,,,,,,,,,,,,
358,Matheus Teixeira,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,matheus-teixeira,0,M. Teixeira,1,288,0.0,6,0.0,,3.0,0.0,1,102907,False,Matheus Henrique Teixeira,,,,,,,,,,,,,,,,,,,
359,Luan Vinícius,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,luan-vinicius,0,L. Vinícius,1,287,0.0,6,0.0,,5.0,0.0,4,102909,False,Luan Vinícius da Silva Santos,,,,,,,,,,,,,,,,,,,
360,Canobbio,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,canobbio,1,Canobbio,1,293,17.9,7,17.9,,12.06,5.06,5,102928,True,Agustín Canobbio Graviz,,,,,,1.0,2.0,1.0,2.0,,,1.0,,,1.0,,,,
361,Escobar,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_0NKGpeO.png,escobar,0,Escobar,1,356,0.0,6,0.0,,3.0,0.0,2,102975,False,Gonzalo Daniel Escobar,,,,,,,,,,,,,,,,,,,
362,Laquintana,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_lsx86RT.png,laquintana,1,Laquintana,1,280,1.2,2,1.2,,2.89,-0.11,5,103014,True,Ignacio Jesús Laquintana Marsico - Nacho,,,,,,,,,,,,1.0,,,,,,,
363,Mateus Gonçalves,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ASVHNr0.png,mateus-goncalves,1,M. Gonçalves,1,287,1.7,6,1.7,,3.07,0.07,5,103076,True,Mateus Gonçalves Martins,,,,1.0,,,,,,,,1.0,,,,,,,
364,Candelo,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_u2OAUgL.png,candelo,1,Candelo,1,288,0.0,6,0.0,,2.47,-0.53,4,103195,True,Yerson Candelo Miranda,,,,,,,,,,,,,,,,,,,
365,Eric Ramires,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,eric-ramires,1,E. Ramires,1,280,4.3,2,4.3,,5.63,0.63,4,103295,True,Eric dos Santos Rodrigues,,,,1.0,,,3.0,2.0,1.0,,,,,,,,,,
366,Matheus Alexandre,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,matheus-alexandre,0,M. Alexandre,1,1371,0.0,6,0.0,,4.0,0.0,2,103347,False,Matheus Alexandre Anastácio de Souza,,,,,,,,,,,,,,,,,,,
367,Emmanuel Martínez,Fortaleza,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_FP6SoEK.png,emmanuel-martinez,0,E. Martínez,1,356,0.0,6,0.0,,6.0,0.0,4,103388,False,Leandro Emmanuel Martínez,,,,,,,,,,,,,,,,,,,
368,Caetano,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,caetano,0,Caetano,1,264,0.0,6,0.0,,5.0,0.0,3,103575,False,João Victor Andrade Caetano,,,,,,,,,,,,,,,,,,,
369,Rafael Bilu,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_rDWVVAO.png,rafael-bilu,0,R. Bilu,1,283,0.0,5,0.0,,2.0,0.0,5,103576,False,Rafael Bilu Mudesto,,,,,,,,,,,,,,,,,,,
370,Kaíque Rocha,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,kaique-rocha,1,K. Rocha,1,293,8.8,7,8.8,,5.57,2.57,3,103684,True,Kaíque Rocha Lima,,,,1.0,1.0,,3.0,1.0,,,,,,,,,,,
371,Jadsom Silva,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,jadsom-silva,1,J. Silva,1,280,-1.1,7,-1.1,,2.9,-1.1,4,103695,True,Jadsom Meemyas de Oliveira da Silva,,,1.0,1.0,,,,2.0,,,,,,,,,,,
372,Gabriel Veron,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,gabriel-veron,1,G. Veron,1,283,-0.3,6,-0.3,,4.83,-1.17,5,103764,True,Gabriel Veron Fonseca de Souza,,,,,,,,1.0,,,,,,,,,,,
373,Gabriel Menino,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,gabriel-menino,1,G. Menino,1,275,3.9,6,3.9,,6.31,0.31,4,103767,True,Gabriel Vinícius Menino,,,1.0,3.0,,,2.0,2.0,2.0,,,,,,,,,,
374,Higor Meritão,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,higor-meritao,1,H. Meritão,1,288,1.2,7,1.2,,2.07,0.07,4,103987,True,Higor Matheus Meritão,,,,,,,1.0,,,,,,,,,,,,
375,Maycon,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Z4UxsDH.png,maycon,0,Maycon,1,287,0.0,6,0.0,,2.0,0.0,1,104017,False,Maycon Cleiton de Paula Azevedo,,,,,,,,,,,,,,,,,,,
376,Sabino,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,sabino,0,Sabino,1,276,0.0,6,0.0,,5.0,0.0,3,104075,False,José Sabino Chagas Monteiro,,,,,,,,,,,,,,,,,,,
