,atletas.clube.id.full.name,atletas.clube_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.apelido,atletas.atleta_id,atletas.foto,atletas.nome,atletas.status_id,atletas.slug,atletas.rodada_id,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.variacao_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PS,SG,V,PC,CV,DE,GS,PP,GC,DP
327,Vitória,287,1.9,L. Esteves,Lucas Esteves,100846,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,Lucas Esteves de Souza,7,lucas-esteves,35,2,,True,30,3.98,4.69,-1.42,4.0,10.0,40.0,35.0,5.0,18.0,24.0,2.0,1.0,9.0,1.0,5.0,,,,,,,,
328,Bragantino,280,0.0,L. Cândido,Luan Cândido,100848,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,Luan Cândido de Almeida,6,luan-candido,35,3,,True,22,2.78,4.84,-0.21,,4.0,29.0,33.0,4.0,12.0,6.0,,1.0,2.0,,3.0,,,,,,,,
329,Botafogo,263,0.0,Vitinho,Vitinho,100898,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_DbahnIn.png,Victor Alexander da Silva,6,vitinho,35,2,,True,9,5.83,8.4,-1.23,,,13.0,6.0,1.0,2.0,6.0,1.0,,1.0,,6.0,,,,,,,,
330,Criciúma,288,4.3,R. Lopes,Ronald Lopes,100969,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,Ronald dos Santos Lopes,7,ronald-lopes,35,4,,True,24,2.34,4.41,-0.13,2.0,3.0,34.0,30.0,2.0,7.0,19.0,,,,,,,,,,,,,
331,Atlético-GO,373,1.4,Derek,Derek,100976,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,Derek Freitas Ribeiro,6,derek,35,5,,True,22,1.63,3.22,0.22,,2.0,13.0,19.0,4.0,7.0,11.0,1.0,2.0,1.0,,,,,1.0,,,1.0,,
332,Fluminense,266,0.0,Nonato,Nonato,100987,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,Gustavo Nonato Santana,6,nonato,35,4,,False,7,0.8,3.02,0.0,,1.0,3.0,1.0,,1.0,5.0,,,,,,,,,,,,,
333,Botafogo,263,-0.1,J. Santos,Júnior Santos,101002,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,José Antonio dos Santos Júnior,6,junior-santos,35,5,,True,22,3.73,7.2,-0.15,2.0,2.0,8.0,16.0,14.0,15.0,15.0,1.0,4.0,19.0,,,,,,,,,,
334,São Paulo,276,0.0,J. Lewis,Jamal Lewis,101130,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_bRSIQCY.png,Jamal Piaras Lewis,5,jamal-lewis,35,2,,False,6,2.95,6.12,0.0,1.0,,3.0,3.0,,,,,,,,2.0,,,,,,,,
335,São Paulo,276,2.9,Ferreira,Ferreira,101290,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,Aldemir dos Santos Ferreira,7,ferreira,35,5,,True,25,3.71,7.63,0.0,1.0,4.0,16.0,13.0,7.0,9.0,39.0,,5.0,1.0,1.0,,,,,,,,,
336,Bahia,265,13.7,Ademir,Ademir,101314,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,Ademir da Silva Santos Júnior,7,ademir,35,5,,True,26,3.37,6.46,1.44,3.0,1.0,26.0,12.0,8.0,10.0,20.0,1.0,2.0,5.0,,,,,,,,,,
337,Fluminense,266,0.0,Guga,Guga,101319,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,Cláudio Rodrigues Gomes,6,guga,35,2,,False,7,3.07,4.83,0.0,1.0,3.0,5.0,6.0,,1.0,3.0,,,,,3.0,,,1.0,,,,,
338,Juventude,286,-0.3,D. Boza,Danilo Boza,101431,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,Danilo Boza Júnior,6,danilo-boza,35,3,,True,25,3.42,5.55,-0.12,1.0,1.0,14.0,3.0,5.0,12.0,11.0,2.0,3.0,1.0,,3.0,,,,,,,,
339,Grêmio,284,1.4,Pepê,Pepê,101573,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,João Pedro Vilardi Pinto,6,pepe,35,4,,True,21,2.62,4.81,-0.04,,2.0,31.0,19.0,2.0,4.0,30.0,,1.0,1.0,,,,,1.0,,,,,
340,Corinthians,264,0.0,H. Souza,Hugo Souza,101574,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,Hugo de Souza Nogueira,7,hugo-souza,35,1,,True,19,3.54,6.58,0.0,,2.0,1.0,,,,2.0,,,,,5.0,,,,63.0,21.0,,,
341,Vasco,267,2.3,H. Moura,Hugo Moura,101594,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,Hugo Moura Arruda da Silva,7,hugo-moura,35,4,,True,26,3.19,5.6,0.08,4.0,6.0,53.0,41.0,5.0,11.0,12.0,,,,,,,,1.0,,,,,
342,Cuiabá,1371,2.9,Ramon,Ramon,101597,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,Ramon Ramos Lima,7,ramon,35,2,,True,23,4.11,6.09,0.19,1.0,8.0,36.0,27.0,2.0,10.0,18.0,,1.0,2.0,,7.0,,,,,,,,
343,Vitória,287,0.0,C. Vinícius,Caio Vinícius,101601,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,Caio Vinicius da Conceição,6,caio-vinicius,35,4,,False,9,0.78,2.12,0.0,,5.0,9.0,7.0,,1.0,5.0,,,,,,,,,,,,,
344,Juventude,286,0.0,Peixoto,Peixoto,101651,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,Daniel Nascimento Peixoto dos Santos,5,peixoto,35,4,,False,2,0.55,1.94,0.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
345,Atlético-GO,373,6.2,Rhaldney,Rhaldney,101666,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,Rhaldney Norberto Simião Gomes,6,rhaldney,35,4,,True,27,2.66,4.27,0.57,1.0,7.0,51.0,49.0,2.0,5.0,29.0,2.0,,,,,,,,,,,,
346,Fortaleza,356,0.0,F. Jonatan,Felipe Jonatan,101708,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,Felipe Jonatan Rocha Andrade,6,felipe-jonatan,35,2,,False,17,3.94,6.13,0.0,,,17.0,10.0,4.0,4.0,23.0,,,,,6.0,,,,,,,,
347,Vitória,287,9.7,Alerrandro,Alerrandro,101715,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,Alerrandro Barra Mansa Realino de Souza,7,alerrandro,35,5,,True,30,5.96,9.16,1.19,4.0,4.0,28.0,22.0,15.0,16.0,36.0,,11.0,4.0,,,,1.0,,,,,,
348,Cuiabá,1371,0.0,Railan,Railan,101726,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,Railan Reis Ferreira - Raylan,6,railan,35,2,,False,17,3.53,5.44,0.0,3.0,3.0,18.0,10.0,2.0,3.0,11.0,,,,,4.0,,1.0,,,,,,
349,Corinthians,264,1.0,Matheuzinho,Matheuzinho,101727,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,Matheus França Silva,7,matheuzinho,35,2,,True,28,4.35,6.58,-0.53,1.0,3.0,52.0,18.0,5.0,6.0,17.0,,1.0,2.0,1.0,7.0,,,,,,,,
350,Criciúma,288,0.0,Claudinho,Claudinho,101752,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,Claudio Coelho Salvático,6,claudinho,35,2,,False,30,3.87,4.88,0.0,3.0,3.0,49.0,13.0,3.0,8.0,7.0,1.0,2.0,4.0,,4.0,,,1.0,,,,,
351,Vasco,267,0.0,J. David,Jean David,101768,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_NK98RBN.png,Jean David Meneses Villarroel,6,jean-david,35,5,,False,5,1.34,4.32,0.0,,,3.0,,,2.0,3.0,,,,,,,,,,,,,
352,Grêmio,284,0.0,Mayk,Mayk,101820,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,Mayksilvan da Silva Ferreira,6,mayk,35,2,,False,5,2.38,3.67,0.0,,,6.0,1.0,,,,,,,,1.0,,,,,,,,
353,Bragantino,280,0.0,Vitinho,Vitinho,101960,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,Vitor Hugo Naum dos Santos,6,vitinho,35,5,,True,28,3.35,7.59,-0.39,3.0,6.0,24.0,26.0,10.0,22.0,19.0,3.0,2.0,3.0,,,,,,,,,,
354,Fortaleza,356,8.5,Brítez,Brítez,101995,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,Emanuel Fermín Brítez,7,britez,35,3,,True,25,3.77,5.52,0.35,2.0,11.0,34.0,24.0,2.0,8.0,11.0,,,2.0,,10.0,,,1.0,,,,,
355,Palmeiras,275,0.0,Piquerez,Piquerez,102130,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,Joaquín Piquerez Moreira,6,piquerez,35,2,,False,16,6.23,11.15,0.0,,2.0,22.0,10.0,5.0,15.0,19.0,,2.0,,,7.0,,,,,,,,
356,Fluminense,266,0.0,V. Eudes,Vitor Eudes,102137,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,Vitor Eudes de Souza Costa,6,vitor-eudes,35,1,,False,0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
357,Botafogo,263,0.0,L. Halter,Lucas Halter,102253,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,Lucas Halter,6,lucas-halter,35,3,,False,17,3.05,6.22,0.0,,4.0,11.0,18.0,2.0,7.0,6.0,,1.0,,,6.0,,1.0,,,,,,
358,Palmeiras,275,6.2,C. Paulista,Caio Paulista,102318,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,Caio Fernando de Oliveira,6,caio-paulista,35,2,,True,20,3.14,5.79,0.59,,1.0,14.0,13.0,4.0,3.0,14.0,,,3.0,,8.0,,,1.0,,,,,
359,Corinthians,264,0.0,Cacá,Cacá,102340,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,Carlos de Menezes Júnior,6,caca,35,3,,False,25,3.45,7.99,0.0,1.0,5.0,20.0,27.0,2.0,13.0,12.0,,4.0,,,6.0,,1.0,1.0,,,,2.0,
360,Atlético-GO,373,0.0,Araos,Araos,102352,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,Ángelo Giovanni Araos Llanos,6,araos,35,4,,False,0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
361,Athlético-PR,293,0.0,Mastriani,Mastriani,102561,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,Gonzalo Mathías Mastriani Borges,5,mastriani,35,5,,False,20,3.55,6.66,0.0,,,9.0,12.0,5.0,16.0,9.0,3.0,4.0,4.0,,,,,,,,,,
362,Juventude,286,0.0,Thiaguinho,Thiaguinho,102599,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,Thiago Beserra dos Santos Conti,6,thiaguinho,35,4,,False,6,0.73,1.53,0.0,,1.0,5.0,7.0,,,5.0,,,,,,,1.0,,,,,,
363,Athlético-PR,293,0.0,Julimar,Julimar,102796,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,Julimar Silva Oliveira Júnior,6,julimar,35,5,,False,30,4.29,6.64,0.0,2.0,4.0,30.0,30.0,19.0,24.0,13.0,,6.0,4.0,,,,,,,,,,
364,Fluminense,266,0.0,Terans,Terans,102878,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,Miguel David Terans Pérez,6,terans,35,4,,False,7,0.97,4.06,0.0,,1.0,3.0,5.0,2.0,1.0,5.0,,,,,,,,,,,,,
365,Cruzeiro,283,0.0,Anderson,Anderson,102906,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,Anderson Silva da Paixão,6,anderson,35,1,,False,17,3.53,4.13,0.0,,1.0,,,,,2.0,,,,,6.0,,,,52.0,22.0,,,
366,Criciúma,288,0.0,M. Teixeira,Matheus Teixeira,102907,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,Matheus Henrique Teixeira,6,matheus-teixeira,35,1,,False,0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
367,Vitória,287,0.0,L. Vinícius,Luan Vinícius,102909,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,Luan Vinícius da Silva Santos,6,luan-vinicius,35,4,,False,23,1.11,2.54,0.0,,5.0,19.0,27.0,2.0,3.0,16.0,1.0,,,,,,,,,,,,
368,Athlético-PR,293,0.0,Canobbio,Canobbio,102928,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,Agustín Canobbio Graviz,6,canobbio,35,5,,False,17,5.13,9.28,0.0,1.0,3.0,24.0,12.0,9.0,11.0,24.0,,4.0,7.0,,,,,1.0,,,,,
369,Bragantino,280,0.0,E. Ramires,Eric Ramires,103295,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,Eric dos Santos Rodrigues,5,eric-ramires,35,4,,False,21,3.15,5.59,0.0,2.0,3.0,16.0,16.0,4.0,11.0,18.0,2.0,2.0,,,,,,,,,,,
370,Cuiabá,1371,8.9,M. Alexandre,Matheus Alexandre,103347,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,Matheus Alexandre Anastácio de Souza,7,matheus-alexandre,35,2,,True,24,4.1,6.7,1.16,,5.0,49.0,21.0,2.0,3.0,8.0,,1.0,,,7.0,,1.0,,,,,,
371,Fortaleza,356,0.2,E. Martínez,Emmanuel Martínez,103388,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,Leandro Emmanuel Martínez,7,emmanuel-martinez,35,4,,True,15,4.29,6.34,-1.87,4.0,2.0,22.0,12.0,1.0,5.0,15.0,1.0,1.0,1.0,,,,,,,,,,
372,Cruzeiro,283,0.0,K. Jorge,Kaio Jorge,103445,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_GXGWlqW.png,Kaio Jorge Pinto Ramos,5,kaio-jorge,35,5,,False,15,4.15,8.09,0.0,2.0,3.0,6.0,21.0,12.0,12.0,17.0,2.0,2.0,2.0,,,,,,,,,,
373,Fluminense,266,0.0,Ignácio,Ignácio,103523,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_covUT29.png,Ignácio da Silva Oliveira,6,ignacio,35,3,,False,3,5.03,6.77,0.0,,,7.0,2.0,,1.0,3.0,,,,,1.0,,,,,,,,
374,Corinthians,264,0.0,Caetano,Caetano,103575,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,João Victor Andrade Caetano,6,caetano,35,3,,False,5,0.22,2.93,0.0,,,4.0,4.0,,,1.0,,,,,,,,1.0,,,,,
375,Fluminense,266,0.0,G. Fuentes,Gabriel Fuentes,103672,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_nEJXLEW.png,Gabriel Rafael Fuentes Gómez,6,gabriel-fuentes,35,2,,False,3,1.73,5.39,0.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,
376,Athlético-PR,293,0.0,K. Rocha,Kaíque Rocha,103684,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,Kaíque Rocha Lima,6,kaique-rocha,35,3,,False,28,3.35,6.02,0.0,1.0,3.0,40.0,18.0,4.0,6.0,10.0,,,1.0,,7.0,,,,,,,,
377,Bragantino,280,4.9,J. Silva,Jadsom Silva,103695,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,Jadsom Meemyas de Oliveira da Silva,6,jadsom-silva,35,4,,True,25,1.47,3.14,0.43,,8.0,42.0,33.0,1.0,5.0,4.0,,,,,,,,1.0,,,,,
378,Cruzeiro,283,5.5,G. Veron,Gabriel Veron,103764,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,Gabriel Veron Fonseca de Souza,7,gabriel-veron,35,5,,True,24,3.51,5.41,-0.73,2.0,3.0,21.0,12.0,3.0,8.0,5.0,1.0,5.0,2.0,,,,,,,,,,
379,Palmeiras,275,0.6,G. Menino,Gabriel Menino,103767,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,Gabriel Vinícius Menino,6,gabriel-menino,35,4,,True,24,2.4,4.78,-0.08,,7.0,28.0,29.0,6.0,17.0,23.0,1.0,1.0,5.0,,,,,1.0,,,,,
380,Criciúma,288,0.0,H. Meritão,Higor Meritão,103987,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,Higor Matheus Meritão,6,higor-meritao,35,4,,False,15,3.0,4.06,0.0,,3.0,18.0,18.0,3.0,8.0,12.0,,2.0,1.0,,,,,,,,,,
381,São Paulo,276,0.0,Sabino,Sabino,104075,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,José Sabino Chagas Monteiro,7,sabino,35,3,,False,11,3.43,5.62,0.0,,3.0,12.0,10.0,3.0,4.0,5.0,,,,,4.0,,,,,,,,
382,Atlético-MG,282,0.0,B. Fuchs,Bruno Fuchs,104085,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,Bruno de Lara Fuchs,6,bruno-fuchs,35,3,,False,23,2.3,5.07,0.0,1.0,7.0,32.0,21.0,1.0,1.0,14.0,1.0,,,,3.0,,1.0,1.0,,,,,
383,Vitória,287,8.0,L. Arcanjo,Lucas Arcanjo,104118,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,Lucas Willians Assis Arcanjo,7,lucas-arcanjo,35,1,,True,33,2.72,4.66,0.28,,4.0,,,,,7.0,,,,,6.0,,,,110.0,49.0,,,
384,Corinthians,264,0.0,Ruan,Ruan,104153,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,Ruan de Oliveira Ferreira,6,ruan,35,4,,False,0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
385,Botafogo,263,0.0,Raul,Raul,104191,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,Raul Jonas Steffens,6,raul,35,1,,False,0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
386,Juventude,286,0.2,E. Carioca,Edson Carioca,104204,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,Edson Guilherme Mendes dos Santos,6,edson-carioca,35,5,,True,12,4.19,4.67,-0.32,1.0,2.0,12.0,16.0,2.0,5.0,15.0,,3.0,2.0,,,,,,,,,,
387,Vasco,267,7.5,J. Victor,João Victor,104250,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,João Victor da Silva Marcelino,7,joao-victor,35,3,,True,19,2.5,5.52,1.07,1.0,4.0,20.0,11.0,1.0,3.0,20.0,,1.0,,,2.0,,,2.0,,,,,
388,Atlético-GO,373,-0.3,A. Martins,Adriano Martins,104253,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,Adriano Martins da Fonseca,7,adriano-martins,35,3,,True,29,2.98,4.28,0.23,,7.0,46.0,28.0,5.0,9.0,11.0,,,2.0,,6.0,,2.0,,,,,,
389,Juventude,286,0.0,J. Lucas,João Lucas,104257,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,João Lucas de Almeida Carvalho,6,joao-lucas,35,2,,False,24,4.55,6.02,0.0,5.0,6.0,40.0,26.0,4.0,10.0,25.0,,1.0,,,4.0,,,,,,,1.0,
390,Atlético-MG,282,0.0,M. Mendes,Matheus Mendes,104383,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,Matheus Mendes Werneck de Oliveira,6,matheus-mendes,35,1,,False,11,2.86,4.52,0.0,,1.0,,,,,3.0,,,,,1.0,,,,37.0,18.0,,,1.0
391,Athlético-PR,293,0.0,Christian,Christian,104502,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,Christian Roberto Alves Cardoso,6,christian,35,4,,True,20,1.99,4.45,-0.16,,6.0,22.0,35.0,4.0,7.0,24.0,,1.0,4.0,,,,,,,,,,
392,Botafogo,263,6.5,I. Jesus,Igor Jesus,104528,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,Igor Jesus Maciel da Cruz,6,igor-jesus,35,5,,True,19,5.51,7.66,0.95,1.0,2.0,7.0,19.0,16.0,19.0,39.0,2.0,5.0,10.0,,,,,,,,,,
393,Bragantino,280,0.0,Fabrício,Fabrício,104588,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,Fabrício Oliveira de Souza,6,fabricio,35,1,,False,1,2.0,0.64,0.0,,1.0,,,,,,,,,,,,,,5.0,2.0,,,
394,Fortaleza,356,1.2,Moisés,Moisés,104666,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,Moisés Vieira da Veiga,7,moises,35,5,,True,21,3.1,4.88,-0.14,1.0,,7.0,2.0,5.0,11.0,6.0,1.0,4.0,5.0,,,,,,,,,,
395,Criciúma,288,3.5,Newton,Newton,104693,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,Newton Araújo da Costa Júnior,7,newton,35,4,,True,24,2.6,3.82,0.02,1.0,4.0,35.0,45.0,5.0,12.0,19.0,,1.0,2.0,,,,,,,,,,
396,Fortaleza,356,5.12,J. Vojvoda,Juan Vojvoda,104754,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,Juan Pablo Vojvoda Rizzo,7,juan-vojvoda,35,6,,True,32,5.52,9.29,-0.52,,,,,,,,,,,,,18.0,,,,,,,
397,Athlético-PR,293,0.9,L. Godoy,Leo Godoy,104759,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,Leonardo Ezequiel Godoy,7,leo-godoy,35,2,,True,22,2.73,5.99,-1.3,2.0,5.0,13.0,27.0,,4.0,13.0,,1.0,1.0,,6.0,,,,,,,,
398,Bahia,265,0.5,Acevedo,Acevedo,104783,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,Nicolás Brian Acevedo Tabárez,6,acevedo,35,4,,True,5,1.4,4.2,-0.37,,,3.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,
399,Grêmio,284,0.0,Arezo,Arezo,104849,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,Douglas Matías Arezo Martínez,6,arezo,35,5,,False,8,1.51,4.16,0.0,,,3.0,3.0,4.0,4.0,1.0,,,1.0,1.0,,,,,,,,,
400,Vitória,287,-0.6,W. Leonardo,Wagner Leonardo,104994,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,Wagner Leonardo Calvelo de Souza,7,wagner-leonardo,35,3,,True,32,3.83,5.18,-0.8,,3.0,37.0,13.0,5.0,7.0,8.0,,5.0,2.0,,7.0,,,1.0,,,,1.0,
401,Cruzeiro,283,0.6,J. Marcelo,João Marcelo,105047,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,João Marcelo Messias Ferreira,7,joao-marcelo,35,3,,True,26,3.05,4.43,-0.06,2.0,6.0,26.0,18.0,3.0,5.0,10.0,,,2.0,,8.0,,,1.0,,,,,
402,São Paulo,276,0.0,Ferraresi,Ferraresi,105300,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,Nahuel Adolfo Ferraresi Hernández,6,ferraresi,35,3,,False,14,4.8,6.86,0.0,1.0,2.0,22.0,10.0,1.0,2.0,4.0,1.0,1.0,,,5.0,,,,,,,,
403,Atlético-GO,373,-0.7,Hurtado,Hurtado,105301,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,Jan Carlos Hurtado Anchico,7,hurtado,35,5,,True,15,1.48,3.68,-0.47,,1.0,8.0,21.0,7.0,3.0,9.0,,1.0,4.0,,,,,1.0,,,,,
404,Bahia,265,2.8,G. Xavier,Gabriel Xavier,105373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,Gabriel Lheman Xavier - Lhman,7,gabriel-xavier,35,3,,True,30,3.2,5.59,0.47,,6.0,41.0,39.0,7.0,8.0,10.0,,,,,9.0,,,,,,,,
405,Corinthians,264,4.6,M. Bidu,Matheus Bidu,105531,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,Matheus Lima Beltrão Oliveira Valin,7,matheus-bidu,35,2,,True,20,3.98,6.99,0.66,,2.0,23.0,10.0,4.0,8.0,16.0,,1.0,2.0,,6.0,,,,,,,,
406,Fortaleza,356,0.0,Lucero,Lucero,105568,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,Juan Martín Lucero,7,lucero,35,5,,True,26,3.31,7.67,0.11,1.0,8.0,6.0,34.0,11.0,15.0,23.0,,7.0,8.0,,,,,,,,,,
407,Vasco,267,1.7,L. Piton,Lucas Piton,105584,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,Lucas Piton Crivellaro,7,lucas-piton,35,2,,True,29,4.07,6.64,-0.11,4.0,5.0,57.0,28.0,2.0,9.0,11.0,,1.0,,,4.0,,,,,,,,
408,Atlético-GO,373,1.7,Roni,Roni,105585,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,Roni Medeiros de Moura,7,roni,35,4,,True,19,2.09,3.33,-0.06,,4.0,22.0,13.0,4.0,5.0,9.0,,1.0,,,,,,,,,,,
409,Palmeiras,275,0.0,Maurício,Maurício,105647,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,Maurício Magalhães Prado,6,mauricio,35,4,,False,21,2.65,5.41,0.0,,2.0,11.0,11.0,7.0,9.0,23.0,1.0,2.0,,2.0,,,,,,,,,
410,Corinthians,264,5.7,T. Magno,Talles Magno,105786,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,Talles Magno Bacelar Martins,2,talles-magno,35,5,,True,11,3.75,7.53,0.55,1.0,2.0,7.0,8.0,4.0,4.0,9.0,1.0,2.0,2.0,1.0,,,,,,,,,
411,Internacional,285,13.0,Wesley,Wesley,105811,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,Wesley Ribeiro Silva,7,wesley,35,5,,True,27,7.43,12.43,0.72,1.0,9.0,42.0,52.0,18.0,20.0,76.0,4.0,10.0,8.0,3.0,,,,,,,,,
