,atletas.nome,atletas.apelido_abreviado,atletas.variacao_num,atletas.apelido,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.media_num,atletas.pontos_num,atletas.rodada_id,atletas.posicao_id,atletas.status_id,atletas.clube_id,atletas.jogos_num,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.foto,atletas.preco_num,atletas.slug,DE,GS,SG,CA,DP,PC,DS,FC,FD,FF,FS,G,I,FT,A,CV,PP,PS,V,GC
262,Lucas Kal Schenfeld Progioli,L. Kal,0.06,Lucas Kal,Atlético-GO,True,1.1,1.2,10,4,7,373,6,95662,,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_Ho8rTXl.png,3.31,lucas-kal,,,,,,,5.0,4.0,,1.0,2.0,,,,,,,,,
263,Miguel Ángel Trauco Saavedra,Trauco,2.39,Trauco,Criciúma,True,3.3,9.7,10,2,6,288,3,95738,,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,5.81,trauco,,,,1.0,,,2.0,,,,1.0,1.0,,,,,,,,
264,Tobias Pereira Figueiredo,T. Figueiredo,-0.2,Tobias Figueiredo,Criciúma,True,0.23,0.5,10,3,7,288,3,95878,,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,2.23,tobias-figueiredo,,,,1.0,,,,2.0,,1.0,3.0,,,,,,,,,
265,Luiz Filipe da Rosa Machado - Felipe,Machado,-0.18,Machado,Cruzeiro,True,0.0,0.0,10,4,6,283,2,96089,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_frORMmM.png,3.04,machado,,,,1.0,,,1.0,4.0,,,2.0,,,,,,,,,
266,Vinicius Moreira de Lima,Lima,0.71,Lima,Fluminense,True,4.38,6.2,10,4,7,266,8,96340,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,8.81,lima,,,,2.0,,,9.0,9.0,1.0,4.0,17.0,2.0,,,,,,,,
267,Matheus Fellipe Costa Pereira,M. Pereira,-2.18,Matheus Pereira,Cruzeiro,True,7.33,2.6,10,4,6,283,8,96610,,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,10.03,matheus-pereira,,,,4.0,,,3.0,7.0,5.0,8.0,28.0,3.0,2.0,2.0,1.0,,,,,
268,Allan Rodrigues de Souza,Allan,0.05,Allan,Flamengo,True,2.3,1.2,10,4,6,262,7,96652,,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,4.64,allan,,,,2.0,,,12.0,9.0,2.0,,8.0,,,,,,,,,
269,Gabriel Alejandro Milito,G. Milito,0.35,Gabriel Milito,Atlético-MG,True,5.02,4.47,10,6,7,282,9,96673,,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,8.87,gabriel-milito,,,,,,,,,,,,,,,,,,,3.0,
270,Fabricio Tomás Bustos Sein,Bustos,0.61,Bustos,Internacional,True,4.4,7.6,10,2,7,285,7,96678,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_4JN6eBb.png,7.95,bustos,,,3.0,2.0,,,12.0,4.0,,2.0,6.0,,,,,,,,,
271,Renzo Saravia,Saravia,0.77,Saravia,Atlético-MG,True,4.74,5.7,10,2,7,282,9,96725,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,7.86,saravia,,,3.0,2.0,,1.0,23.0,22.0,1.0,2.0,14.0,,1.0,,,,,,,
272,Cleidson Andrade da Souza Silva,Camutanga,0.0,Camutanga,Vitória,False,0.63,0.0,10,3,6,287,4,96793,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,2.34,camutanga,,,,1.0,,,3.0,3.0,1.0,2.0,2.0,,,,,1.0,,,,
273,Carlos Moisés de Lima,Carlinhos,0.0,Carlinhos,Flamengo,False,0.5,0.0,10,5,6,262,2,96831,,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,2.43,carlinhos,,,,,,,,2.0,,2.0,,,,,,,,,,
274,Arthur Gomes Lourenço,A. Gomes,-0.49,Arthur Gomes,Cruzeiro,True,3.4,1.2,10,5,7,283,6,96966,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_0C3TGei.png,5.62,arthur-gomes,,,,1.0,,,4.0,5.0,2.0,,6.0,1.0,3.0,,1.0,,,,,
275,Jony Alexander González Copete,Y. González,0.0,Yony González,Atlético-GO,False,1.7,0.0,10,5,6,373,3,97080,,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_1seH9AO.png,3.82,yony-gonzalez,,,,,,,1.0,2.0,1.0,1.0,5.0,,,,,,,,,
276,Luís Eduardo Marques dos Santos,Dudu,0.0,Dudu,Fortaleza,False,0.0,0.0,10,2,6,356,0,97133,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VyiA44m.png,4.0,dudu,,,,,,,,,,,,,,,,,,,,
277,Mathías Adalberto Villasanti Rolón,Villasanti,0.0,Villasanti,Grêmio,False,3.66,0.0,10,4,6,284,5,97145,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,8.93,villasanti,,,,1.0,,,10.0,9.0,1.0,1.0,6.0,,,,1.0,,,,,
278,Rogério Mücke Ceni,R. Ceni,-0.43,Rogério Ceni,Bahia,True,5.06,2.63,10,6,7,265,9,97341,,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,9.33,rogerio-ceni,,,,,,,,,,,,,,,,,,,4.0,
279,Romércio Pereira da Conceição,Romércio,0.0,Romércio,Juventude,False,0.0,0.0,10,3,6,286,0,97443,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,3.0,romercio,,,,,,,,,,,,,,,,,,,,
280,Gustavo Henric da Silva,G. Mosquito,-1.08,Gustavo Mosquito,Corinthians,True,2.43,0.0,10,5,6,264,7,97450,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_6NQENP4.png,4.23,gustavo-mosquito,,,,1.0,,,3.0,4.0,,2.0,2.0,1.0,,,1.0,,,,,
281,Fernando Marçal de Oliveira,Marçal,0.0,Marçal,Botafogo,False,1.2,0.0,10,2,6,263,1,97468,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,4.53,marcal,,,,,,,1.0,,,,,,,,,,,,,
282,Shaylon Kallyson Cardozo - Cardoso,Shaylon,1.31,Shaylon,Atlético-GO,True,2.91,7.8,10,4,7,373,9,97520,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,5.89,shaylon,,,,1.0,,,7.0,3.0,2.0,6.0,1.0,1.0,,1.0,1.0,,1.0,,,
283,William Bernardo Willemen - Willeam Lepu,W. Lepo,0.0,Willean Lepo,Vitória,False,2.48,0.0,10,2,6,287,6,97522,,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_0lR2onJ.png,4.22,willean-lepo,,,,2.0,,,13.0,5.0,,,6.0,,2.0,,,,,,,
284,Óscar Eduardo Estupiñán Vallesilla,Estupiñán,-0.22,Estupiñán,Bahia,True,1.37,0.0,10,5,6,265,6,97547,,https://s.sde.globo.com/media/person_role/2024/02/14/photo_FORMATO.png,3.94,estupinan,,,,1.0,,,1.0,2.0,1.0,3.0,,,,,1.0,,,,,
285,Erick Leonel Castillo Arroyo - Culebra,E. Castillo,1.98,Eryc Castillo,Vitória,True,2.23,8.9,10,5,6,287,4,97640,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_xuxbOxr.png,3.37,eryc-castillo,,,,,,,1.0,1.0,,,,1.0,,,,,,,,
286,Félix Eduardo Torres Caicedo,F. Torres,0.0,Félix Torres,Corinthians,False,4.25,0.0,10,3,6,264,7,97642,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,7.53,felix-torres,,,3.0,1.0,,,11.0,7.0,1.0,,1.0,,1.0,1.0,,,,,,
287,Murilo Cerqueira Paim,Murilo,-1.44,Murilo,Palmeiras,True,4.45,-0.3,10,3,7,275,9,97653,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,10.54,murilo,,,6.0,3.0,,,9.0,13.0,1.0,5.0,2.0,,1.0,,,,,,,
288,Reynaldo César Moraes,Reynaldo,0.0,Reynaldo,Vitória,False,1.0,0.0,10,3,7,287,3,97768,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_useyiNV.png,2.69,reynaldo,,,,,,,3.0,2.0,,,,,,,,,,,,
289,Erick de Arruda Serafim,Erick,0.0,Erick,São Paulo,False,1.66,0.0,10,5,6,276,5,97810,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,4.78,erick,,,,1.0,,,2.0,2.0,,,5.0,,,,1.0,,,,,
290,Leonardo Rech Ortiz,L. Ortiz,-0.66,Léo Ortiz,Flamengo,True,2.56,1.7,10,3,7,262,5,97867,,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,7.86,leo-ortiz,,,1.0,1.0,,,6.0,3.0,1.0,1.0,1.0,,,,,,,,,
291,Vitor Eduardo da Silva Matos,Vitão,0.0,Vitão,Internacional,False,2.48,0.0,10,3,6,285,7,97900,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,4.57,vitao,,,3.0,3.0,,,3.0,10.0,1.0,2.0,4.0,,,,,,,,,
292,Luís Felipe Oyama,L. Oyama,0.0,Luís Oyama,Juventude,False,2.2,0.0,10,4,7,286,2,97908,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,4.45,luis-oyama,,,,,,,2.0,,1.0,1.0,,,,,,,,,,
293,Felipe Vieira Augusto,F. Vieira,0.0,Felipe Vieira,Vitória,False,0.0,0.0,10,2,6,287,0,97927,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_g3d23Nj.png,2.0,felipe-vieira,,,,,,,,,,,,,,,,,,,,
294,Erick Luis Conrado de Carvalho,Erick,0.16,Erick,Athlético-PR,True,4.87,2.8,10,4,7,293,10,98022,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,7.86,erick,,,,1.0,,,23.0,16.0,2.0,7.0,10.0,1.0,1.0,2.0,,,,,,
295,Pedro Raul Garay da Silva,P. Raul,-0.39,Pedro Raul,Corinthians,True,0.63,0.0,10,5,7,264,6,98225,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,2.66,pedro-raul,,,,,,,2.0,4.0,1.0,,3.0,,1.0,,,,,,,
296,Bartolomeu Jacinto Quissanga,Bastos,1.82,Bastos,Botafogo,True,4.9,10.9,10,3,7,263,10,98280,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,6.75,bastos,,,4.0,1.0,,,9.0,6.0,,5.0,2.0,2.0,,,,,,,,
297,Victor Hugo Soares dos Santos,Kanu,0.25,Kanu,Bahia,True,2.17,2.2,10,3,7,265,6,98484,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,3.6,kanu,,,2.0,3.0,,,3.0,6.0,1.0,,6.0,,,,,,,,,
298,Jean Lucas de Souza Oliveira,J. Lucas,-0.09,Jean Lucas,Bahia,True,5.44,6.8,10,4,7,265,9,98517,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,8.05,jean-lucas,,,,2.0,,,12.0,11.0,4.0,14.0,12.0,1.0,1.0,,2.0,,,,,
299,Benjamín Kuščević Jaramillo,Kuscevic,0.0,Kuscevic,Fortaleza,False,5.57,0.0,10,3,7,356,3,98619,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,6.99,kuscevic,,,1.0,,,,3.0,1.0,,,1.0,1.0,1.0,,,,,,,
300,Jefferson David Savarino Quintero,Savarino,0.0,Savarino,Botafogo,False,3.95,0.0,10,5,6,263,7,98672,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,6.81,savarino,,,,1.0,,,1.0,4.0,4.0,2.0,3.0,2.0,2.0,,1.0,,,,,
301,Pedro Victor Delmino da Silva,Pedrinho,0.06,Pedrinho,Atlético-MG,True,0.94,2.7,10,4,6,282,5,98706,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,3.9,pedrinho,,,,1.0,,,2.0,1.0,,2.0,2.0,,,,,,,1.0,,
302,Tomás Esteban Cuello,Cuello,1.13,Cuello,Athlético-PR,True,4.26,9.1,10,5,6,293,9,98909,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,6.9,cuello,,,,,,,7.0,6.0,5.0,7.0,9.0,1.0,4.0,1.0,1.0,,,,,
303,Matías Nicolás Viña Susperreguy,Viña,0.0,Viña,Flamengo,False,0.7,0.0,10,2,6,262,4,98974,,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,5.65,vina,,,,,,,1.0,,,2.0,,,,,,,,,,
304,Pablo Vegetti,Vegetti,0.0,Vegetti,Vasco,False,6.28,0.0,10,5,6,267,9,99198,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,12.31,vegetti,,,,3.0,,,,14.0,8.0,15.0,22.0,4.0,9.0,1.0,,,1.0,1.0,,
305,José Luis Rodríguez Bebanz,P. Rodríguez,0.0,Puma Rodríguez,Vasco,False,1.98,0.0,10,2,6,267,4,99213,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,4.14,puma-rodriguez,,,1.0,,,,2.0,1.0,,1.0,,,,,,,,,,
306,Diego Nicolás de la Cruz Arcosa,D. Cruz,0.0,De la Cruz,Flamengo,False,9.31,0.0,10,4,6,262,7,99228,,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,14.07,de-la-cruz,,,,1.0,,,17.0,10.0,5.0,6.0,18.0,2.0,,1.0,2.0,,,,,
307,Tomás Pochettino,Pochettino,0.18,Pochettino,Fortaleza,True,4.73,3.6,10,4,7,356,8,99267,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,7.83,pochettino,,,,2.0,,,13.0,6.0,2.0,4.0,5.0,1.0,1.0,,2.0,,,,,
308,Alexander Nahuel Barboza Ullúa,A. Barboza,0.0,Alexander Barboza,Botafogo,False,2.14,0.0,10,3,6,263,5,99274,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,4.43,alexander-barboza,,,2.0,2.0,,,2.0,2.0,2.0,2.0,,,1.0,,,1.0,,,,
309,Juan Ignacio Dinenno de Cara,Dinenno,0.0,Dinenno,Cruzeiro,False,0.0,0.0,10,5,5,283,0,99316,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,7.0,dinenno,,,,,,,,,,,,,,,,,,,,
310,Luis Francisco Zubeldía,L. Zubeldía,-0.35,Luis Zubeldía,São Paulo,True,5.45,2.91,10,6,7,276,7,99366,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_1Msj2GU.png,10.02,luis-zubeldia,,,,,,,,,,,,,,,,,,,3.0,
311,Robert Samuel Rojas Chávez,R. Rojas,0.0,Robert Rojas,Vasco,False,1.05,0.0,10,3,6,267,2,99387,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,2.94,robert-rojas,,,,,,,2.0,1.0,,,,,,,,,,,,
312,Gabriel Baralhas dos Santos,Baralhas,-0.44,Baralhas,Atlético-GO,True,3.19,1.3,10,4,7,373,8,99440,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,4.92,baralhas,,,,2.0,,,10.0,5.0,2.0,7.0,2.0,1.0,,,,,,,,
313,Agustín Daniel Rossi,Rossi,-0.1,Rossi,Flamengo,True,2.15,1.0,10,1,7,262,10,99552,,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,5.6,rossi,20.0,9.0,2.0,,,,,,,,1.0,,,,,,,,,
314,Guilherme Kennedy Romão,G. Romão,2.2,Guilherme Romão,Atlético-GO,True,4.41,12.8,10,2,7,373,8,99623,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,5.89,guilherme-romao,,,1.0,2.0,,,2.0,6.0,2.0,8.0,10.0,1.0,1.0,,2.0,,,,,
315,José Adoni Cifuentes Charcopa,Cifuentes,0.0,Cifuentes,Cruzeiro,False,0.7,0.0,10,4,6,283,3,99766,,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_RifhGmS.png,2.54,cifuentes,,,,,,,2.0,1.0,,,,,,,,,,,,
316,Jhon Adolfo Arias Andrade,Arias,0.0,Arias,Fluminense,False,5.35,0.0,10,4,6,266,6,99815,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,12.96,arias,,,,1.0,,,13.0,6.0,5.0,6.0,17.0,,,,,,,,,
317,Paulo Henrique Sampaio Filho,Paulinho,0.0,Paulinho,Atlético-MG,False,5.43,0.0,10,5,7,282,8,99818,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,11.45,paulinho,,,,2.0,,,6.0,7.0,7.0,4.0,6.0,3.0,3.0,,1.0,1.0,,,,
318,Alan Javier Franco,A. Franco,0.0,Alan Franco,São Paulo,False,6.06,0.0,10,3,6,276,6,99889,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,8.08,alan-franco,,,4.0,3.0,,,10.0,5.0,,3.0,3.0,,,,1.0,,,,,
319,Federico Matías Javier Zaracho,Zaracho,0.7,Zaracho,Atlético-MG,True,4.39,6.3,10,4,7,282,9,100079,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,8.77,zaracho,,,,1.0,,,15.0,9.0,2.0,3.0,9.0,2.0,1.0,,,,,,,
320,Igor Silveira Gomes,I. Gomes,-0.56,Igor Gomes,Atlético-MG,True,3.24,1.1,10,4,7,282,8,100084,,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,5.41,igor-gomes,,,,2.0,,,8.0,8.0,2.0,3.0,6.0,,,1.0,2.0,,,,,
321,Pedro Augusto Borges da Costa,P. Augusto,0.65,Pedro Augusto,Fortaleza,True,2.36,4.0,10,4,6,356,8,100085,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,3.93,pedro-augusto,,,,5.0,,,12.0,9.0,2.0,1.0,8.0,,,,1.0,,,,,
322,Luis Geovanny Segovia Vega,Segovia,0.0,Segovia,Botafogo,False,0.0,0.0,10,3,6,263,0,100453,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_TZ7Qc4F.png,3.0,segovia,,,,,,,,,,,,,,,,,,,,
323,Yuri Alberto Monteiro da Silva,Y. Alberto,-1.59,Yuri Alberto,Corinthians,True,5.36,1.2,10,5,3,264,8,100652,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,7.6,yuri-alberto,,,,3.0,,,7.0,7.0,4.0,7.0,11.0,2.0,3.0,1.0,1.0,,,,,
324,Lucas Esteves de Souza,L. Esteves,-0.42,Lucas Esteves,Vitória,True,2.01,0.0,10,2,7,287,8,100846,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,2.91,lucas-esteves,,,,2.0,,,7.0,5.0,1.0,4.0,4.0,,2.0,,1.0,,,,,
325,Luan Cândido de Almeida,L. Cândido,0.0,Luan Cândido,Bragantino,False,3.63,0.0,10,3,6,280,9,100848,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,5.18,luan-candido,,,2.0,3.0,,,12.0,18.0,1.0,7.0,4.0,1.0,1.0,,,,,,,
326,Ronald dos Santos Lopes,R. Lopes,-0.45,Ronald Lopes,Criciúma,True,2.5,1.7,10,4,7,288,4,100969,,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,4.21,ronald-lopes,,,,1.0,,,8.0,8.0,,1.0,6.0,,,,,,,,,
327,Derek Freitas Ribeiro,Derek,0.0,Derek,Atlético-GO,False,2.46,0.0,10,5,6,373,5,100976,,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,3.87,derek,,,,1.0,,,2.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,
328,José Antonio dos Santos Júnior,J. Santos,-1.19,Júnior Santos,Botafogo,True,5.77,0.8,10,5,7,263,10,101002,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,8.61,junior-santos,,,,1.0,,,7.0,11.0,6.0,6.0,10.0,3.0,5.0,1.0,2.0,,,,,
329,Aldemir dos Santos Ferreira,Ferreira,-0.39,Ferreira,São Paulo,True,3.57,0.5,10,5,6,276,7,101290,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,7.75,ferreira,,,,1.0,,,4.0,3.0,2.0,1.0,6.0,2.0,1.0,,,,,,,
330,Ademir da Silva Santos Júnior,Ademir,-0.2,Ademir,Bahia,True,2.11,-0.1,10,5,6,265,8,101314,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,4.11,ademir,,,,,,,5.0,4.0,,1.0,7.0,1.0,2.0,,,,,,,
331,Cláudio Rodrigues Gomes,Guga,0.0,Guga,Fluminense,False,-0.45,0.0,10,2,6,266,2,101319,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,5.19,guga,,,,3.0,,,1.0,2.0,,,1.0,,,,,,,,,
332,Danilo Boza Júnior,D. Boza,1.46,Danilo Boza,Juventude,True,4.1,7.6,10,3,7,286,7,101431,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,6.9,danilo-boza,,,2.0,1.0,,,4.0,1.0,1.0,5.0,4.0,1.0,,,,,,,,
333,João Pedro Vilardi Pinto,Pepê,-1.32,Pepê,Grêmio,True,0.05,-2.0,10,4,3,284,2,101573,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,4.9,pepe,,,,,,,2.0,2.0,,1.0,1.0,,,,,1.0,,,,
334,Hugo Moura Arruda da Silva,H. Moura,0.0,Hugo Moura,Vasco,False,2.57,0.0,10,4,7,267,4,101594,,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,5.49,hugo-moura,,,,1.0,,,7.0,2.0,,,3.0,,,,1.0,1.0,,,,
335,Ramon Ramos Lima,Ramon,-1.35,Ramon,Cuiabá,True,4.96,3.9,10,2,3,1371,5,101597,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,5.98,ramon,,,2.0,3.0,,,3.0,4.0,,,5.0,1.0,1.0,,1.0,,,,,
336,Caio Vinicius da Conceição,C. Vinícius,-0.62,Caio Vinícius,Vitória,True,0.17,-1.1,10,4,3,287,3,101601,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,2.27,caio-vinicius,,,,2.0,,,2.0,3.0,,,2.0,,,,,,,,,
337,Daniel Nascimento Peixoto dos Santos,Peixoto,0.0,Peixoto,Juventude,False,1.2,0.0,10,4,6,286,1,101651,,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,2.26,peixoto,,,,,,,,,1.0,,,,,,,,,,,
338,Rhaldney Norberto Simião Gomes,Rhaldney,0.07,Rhaldney,Atlético-GO,True,1.78,2.9,10,4,7,373,8,101666,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,3.04,rhaldney,,,,3.0,,,13.0,12.0,1.0,,8.0,,,,,,,,,
339,Felipe Jonatan Rocha Andrade,F. Jonatan,0.56,Felipe Jonatan,Fortaleza,True,3.38,5.2,10,2,6,356,5,101708,,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,6.36,felipe-jonatan,,,2.0,,,,3.0,3.0,1.0,,6.0,,,,,,,,,
340,Alerrandro Barra Mansa Realino de Souza,Alerrandro,-0.77,Alerrandro,Vitória,True,3.3,2.2,10,5,7,287,8,101715,,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,6.23,alerrandro,,,,1.0,,,8.0,5.0,5.0,5.0,9.0,,2.0,,1.0,,,,,
341,Railan Reis Ferreira - Raylan,Railan,1.43,Railan,Cuiabá,True,3.7,8.4,10,2,6,1371,4,101726,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,5.16,railan,,,1.0,1.0,,,4.0,5.0,,,5.0,,,,1.0,,,,,
342,Matheus França Silva,Matheuzinho,-0.2,Matheuzinho,Corinthians,True,5.16,4.5,10,2,7,264,8,101727,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,7.34,matheuzinho,,,3.0,1.0,,,17.0,5.0,1.0,4.0,8.0,,,,,,,,,
343,Diego Henrique Costa Barbosa,D. Costa,-0.17,Diego Costa,São Paulo,True,3.41,2.1,10,3,7,276,9,101728,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ApqbX2X.png,5.22,diego-costa,,,4.0,2.0,,,10.0,12.0,2.0,1.0,2.0,,,,,,,,,
344,Claudio Coelho Salvático,Claudinho,-0.28,Claudinho,Criciúma,True,2.46,0.0,10,2,6,288,7,101752,,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,3.88,claudinho,,,1.0,,,,7.0,1.0,1.0,,,,1.0,1.0,,,,,,
345,Mayksilvan da Silva Ferreira,Mayk,0.0,Mayk,Grêmio,False,2.4,0.0,10,2,6,284,2,101820,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,3.81,mayk,,,,,,,4.0,,,,,,,,,,,,,
346,Vitor Hugo Naum dos Santos,Vitinho,-1.17,Vitinho,Bragantino,True,5.25,-1.6,10,5,6,280,9,101960,,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,9.24,vitinho,,,,4.0,,,14.0,15.0,3.0,3.0,8.0,2.0,,1.0,2.0,,,,,
347,Emanuel Fermín Brítez,Brítez,0.0,Brítez,Fortaleza,False,0.58,0.0,10,3,6,356,6,101995,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,2.03,britez,,,1.0,4.0,,,3.0,6.0,1.0,2.0,2.0,,1.0,,,1.0,,,,
348,Joaquín Piquerez Moreira,Piquerez,-1.47,Piquerez,Palmeiras,True,8.19,6.1,10,2,7,275,9,102130,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,12.66,piquerez,,,5.0,1.0,,,15.0,7.0,3.0,9.0,14.0,2.0,,,,,,,,
349,Vitor Eudes de Souza Costa,V. Eudes,0.0,Vitor Eudes,Fluminense,False,0.0,0.0,10,1,6,266,0,102137,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,1.0,vitor-eudes,,,,,,,,,,,,,,,,,,,,
