,atletas.atleta_id,atletas.foto,atletas.pontos_num,atletas.clube_id,atletas.clube.id.full.name,atletas.slug,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.nome,atletas.preco_num,atletas.status_id,atletas.entrou_em_campo,atletas.apelido,atletas.rodada_id,atletas.variacao_num,atletas.apelido_abreviado,atletas.media_num,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,CV,SG,PC,PS,GC,DE,GS,V,DP
246,93716,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,2.9,267,Vasco,paulo-henrique,,32,Paulo Henrique de Oliveira Alves,6.04,7,True,Paulo Henrique,34,0.38,P. Henrique,3.9,2,,5.0,66.0,39.0,4.0,9.0,24.0,,1.0,,,,6.0,,,,,,,
247,93790,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,2.8,263,Botafogo,marlon-freitas,,29,Marlon Rodrigues Freitas,4.2,7,True,Marlon Freitas,34,-0.27,M. Freitas,2.31,4,5.0,7.0,27.0,21.0,4.0,12.0,5.0,2.0,,1.0,,,,,,,,,,
248,93834,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,0.0,267,Vasco,keiller,,0,Keiller da Silva Nunes,4.0,6,False,Keiller,34,0.0,Keiller,0.0,1,,,,,,,,,,,,,,,,,,,,
249,93882,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,0.0,280,Bragantino,cleiton,,24,Cleiton Schwengber,6.33,7,True,Cleiton,34,-1.19,Cleiton,4.06,1,,3.0,,1.0,,,5.0,,,,,1.0,6.0,,,,82.0,25.0,,2.0
250,93886,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,1.2,288,Criciúma,matheusinho,,22,Matheus Leonardo Sales Cardoso,6.16,7,True,Matheusinho,34,0.09,Matheusinho,4.24,4,3.0,2.0,19.0,12.0,5.0,10.0,24.0,1.0,4.0,2.0,,,,,,,,,,
251,93988,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,0.0,356,Fortaleza,breno-lopes,,26,Breno Henrique Vasconcelos Lopes,8.27,6,False,Breno Lopes,34,0.0,B. Lopes,4.71,5,3.0,6.0,16.0,13.0,12.0,19.0,48.0,1.0,5.0,7.0,,,,,2.0,,,,,
252,94044,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,5.0,263,Botafogo,john,,31,John Victor Maciel Furtado,7.72,7,True,John,34,-0.09,John,4.85,1,,2.0,,1.0,,,3.0,,,,,,16.0,,,,86.0,22.0,,1.0
253,94067,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,-0.7,280,Bragantino,matheus-fernandes,,11,Matheus Fernandes Siqueira,7.47,6,True,Matheus Fernandes,34,-0.9,M. Fernandes,4.46,4,1.0,4.0,28.0,15.0,2.0,5.0,9.0,,1.0,,,,,,,,,,,
254,94138,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,0.0,288,Criciúma,felipe-vizeu,,12,Felipe dos Reis Pereira Vizeu do Carmo,2.89,6,True,Felipe Vizeu,34,0.2,F. Vizeu,1.64,5,,1.0,1.0,3.0,2.0,2.0,7.0,,2.0,1.0,,1.0,,,,,,,,
255,94154,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,0.0,264,Corinthians,maycon,,2,Maycon de Andrade Barberan,4.65,5,False,Maycon,34,0.0,Maycon,0.2,4,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,
256,94509,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,7.9,275,Palmeiras,raphael-veiga,,29,Raphael Cavalcante Veiga,12.11,7,True,Raphael Veiga,34,0.77,R. Veiga,6.18,4,3.0,3.0,19.0,15.0,22.0,33.0,41.0,1.0,10.0,4.0,1.0,1.0,,,,,,,,
257,94583,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,0.0,262,Flamengo,pedro,,21,Pedro Guilherme Abreu dos Santos,13.93,5,False,Pedro,34,0.0,Pedro,7.9,5,5.0,3.0,15.0,14.0,15.0,11.0,25.0,2.0,11.0,3.0,1.0,,,,1.0,,,,,
258,94786,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,0.0,276,São Paulo,jhegson-mendez,,0,Jhegson Sebastián Méndez Carabalí,4.0,6,False,Jhegson Méndez,34,0.0,J. Méndez,0.0,4,,,,,,,,,,,,,,,,,,,,
259,94845,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,0.0,282,Atlético-MG,battaglia,,20,Rodrigo Andrés Battaglia,2.36,7,False,Battaglia,34,0.0,Battaglia,1.11,4,,3.0,20.0,26.0,3.0,3.0,12.0,1.0,,,,2.0,,,,,,,,
260,94931,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,0.0,1371,Cuiabá,lucas-fernandes,,19,Lucas Fernandes da Silva,3.72,6,False,Lucas Fernandes,34,0.0,L. Fernandes,2.1,4,1.0,2.0,12.0,10.0,5.0,5.0,15.0,,1.0,,,,,,,,,,,
261,94968,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,7.2,280,Bragantino,juninho-capixaba,,19,Luis Antônio da Rocha Júnior,10.66,7,True,Juninho Capixaba,34,0.15,J. Capixaba,5.19,2,,3.0,52.0,28.0,3.0,4.0,26.0,1.0,,1.0,,,5.0,,,,,,,
262,95131,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,-0.3,286,Juventude,gabriel-taliari,,17,Gabriel Pereira Taliari,3.42,2,True,Gabriel Taliari,34,-1.25,G. Taliari,2.36,5,2.0,1.0,4.0,9.0,3.0,3.0,27.0,2.0,1.0,4.0,1.0,,,,,,,,,
263,95464,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,6.8,263,Botafogo,gregore,,29,Gregore de Magalhães da Silva,5.01,7,True,Gregore,34,0.91,Gregore,2.91,4,2.0,7.0,69.0,83.0,4.0,4.0,13.0,,1.0,1.0,,,,,1.0,,,,,
264,95466,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,2.2,276,São Paulo,igor-vinicius,,26,Igor Vinícius de Souza,5.88,7,True,Igor Vinícius,34,0.1,I. Vinícius,3.88,2,2.0,4.0,38.0,16.0,1.0,1.0,32.0,1.0,,1.0,,1.0,8.0,1.0,,1.0,,,,
265,95556,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,4.7,264,Corinthians,raniele,,29,Raniele Almeida Melo,6.65,7,True,Raniele,34,-0.15,Raniele,3.46,4,,7.0,69.0,31.0,9.0,7.0,27.0,1.0,,1.0,,,,,1.0,,,,,
266,95738,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,0.0,288,Criciúma,trauco,,19,Miguel Ángel Trauco Saavedra,3.57,6,False,Trauco,34,0.0,Trauco,1.57,2,,3.0,14.0,13.0,2.0,5.0,1.0,,1.0,,,,1.0,,,,,,,
267,95878,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,0.0,288,Criciúma,tobias-figueiredo,,18,Tobias Pereira Figueiredo,1.74,6,True,Tobias Figueiredo,34,-0.13,T. Figueiredo,0.94,3,,4.0,10.0,14.0,1.0,2.0,7.0,,,,,,2.0,,,1.0,,,,
268,96089,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,0.9,287,Vitória,machado,,20,Luiz Filipe da Rosa Machado - Felipe,2.43,2,True,Machado,34,-0.26,Machado,1.39,4,,4.0,18.0,16.0,4.0,3.0,10.0,1.0,,1.0,,,,,,,,,,
269,96340,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,0.0,266,Fluminense,lima,,21,Vinicius Moreira de Lima,7.73,7,False,Lima,34,0.0,Lima,3.36,4,,3.0,20.0,15.0,2.0,13.0,36.0,1.0,3.0,,,1.0,,1.0,,,,,,
270,96342,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,2.6,264,Corinthians,charles,,11,Charles Rigon Mattos,5.64,6,True,Charles,34,-0.19,Charles,3.34,4,,4.0,31.0,11.0,2.0,2.0,6.0,,,2.0,,,,,,,,,,
271,96610,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,0.0,283,Cruzeiro,matheus-pereira,,28,Matheus Fellipe Costa Pereira,10.0,7,False,Matheus Pereira,34,0.0,M. Pereira,5.65,4,7.0,9.0,16.0,26.0,14.0,26.0,76.0,2.0,5.0,7.0,,,,,,,,,,
272,96614,https://s.sde.globo.com/media/person_role/2024/09/09/photo_FORMATO_yW5iRUR.png,4.8,267,Vasco,maxime-dominguez,,4,Maxime Dominguez,4.98,2,True,Maxime Dominguez,34,0.34,M. Dominguez,2.57,4,,1.0,9.0,5.0,,,4.0,,,,,,,,,,,,,
273,96652,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,0.0,262,Flamengo,allan,,23,Allan Rodrigues de Souza,3.17,6,False,Allan,34,0.0,Allan,1.24,4,,5.0,27.0,27.0,3.0,3.0,14.0,,,,,1.0,,1.0,,,,,,
274,96673,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,4.8,282,Atlético-MG,gabriel-milito,,31,Gabriel Alejandro Milito,8.5,7,True,Gabriel Milito,34,0.31,G. Milito,4.66,6,,,,,,,,,,,,,,,,,,,9.0,
275,96725,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,7.4,282,Atlético-MG,saravia,,25,Renzo Saravia,7.65,2,True,Saravia,34,0.75,Saravia,4.19,2,,2.0,57.0,34.0,2.0,3.0,24.0,1.0,,1.0,,,6.0,1.0,,,,,,
276,96793,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,0.0,287,Vitória,camutanga,,4,Cleidson Andrade da Souza Silva,2.34,5,False,Camutanga,34,0.0,Camutanga,0.63,3,,1.0,3.0,3.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,
277,96831,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,0.0,262,Flamengo,carlinhos,,13,Carlos Moisés de Lima,2.48,5,False,Carlinhos,34,0.0,Carlinhos,1.57,5,,2.0,3.0,8.0,3.0,5.0,2.0,,2.0,4.0,,1.0,,,,,,,,
278,97133,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,0.9,288,Criciúma,dudu,,11,Luís Eduardo Marques dos Santos,2.82,7,True,Dudu,34,0.08,Dudu,1.5,2,,1.0,5.0,6.0,2.0,,2.0,,,1.0,,,2.0,,,,,,,
279,97145,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,0.0,284,Grêmio,villasanti,,19,Mathías Adalberto Villasanti Rolón,9.68,7,False,Villasanti,34,0.0,Villasanti,4.38,4,1.0,3.0,49.0,31.0,3.0,2.0,21.0,,2.0,,,,,,,,,,,
280,97245,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,0.5,373,Atlético-GO,janderson,,15,Janderson Santos de Souza,4.22,7,True,Janderson,34,-0.06,Janderson,2.6,5,,3.0,11.0,16.0,5.0,5.0,21.0,,2.0,,,1.0,,,,,,,,
281,97341,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,3.59,265,Bahia,rogerio-ceni,,32,Rogério Mücke Ceni,9.02,7,True,Rogério Ceni,34,-0.04,R. Ceni,4.94,6,,,,,,,,,,,,,,,,,,,12.0,
282,97450,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_t7r0bPE.png,-0.6,287,Vitória,gustavo-mosquito,,19,Gustavo Henric da Silva,4.1,7,True,Gustavo Mosquito,34,-0.49,G. Mosquito,2.5,5,2.0,3.0,10.0,11.0,1.0,4.0,17.0,1.0,2.0,1.0,,,,,,,,,,
283,97468,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,0.0,263,Botafogo,marcal,,14,Fernando Marçal de Oliveira,7.42,6,False,Marçal,34,0.0,Marçal,5.07,2,,5.0,25.0,20.0,1.0,3.0,13.0,,1.0,1.0,,,7.0,1.0,,,,,,
284,97520,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,-0.5,373,Atlético-GO,shaylon,,31,Shaylon Kallyson Cardozo - Cardoso,4.04,3,True,Shaylon,34,-0.41,Shaylon,1.95,4,1.0,3.0,16.0,13.0,9.0,18.0,5.0,1.0,2.0,,1.0,,,,,,,,,
285,97522,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,6.1,287,Vitória,willean-lepo,,24,William Bernardo Willemen - Willeam Lepu,5.37,6,True,Willean Lepo,34,0.44,W. Lepo,3.14,2,,4.0,46.0,17.0,3.0,3.0,17.0,,,2.0,,,3.0,,,,,,,
286,97642,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,0.0,264,Corinthians,felix-torres,,22,Félix Eduardo Torres Caicedo,5.97,2,False,Félix Torres,34,0.0,F. Torres,2.79,3,,3.0,25.0,25.0,1.0,1.0,4.0,1.0,,2.0,,,7.0,,,,,,,
287,97653,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,0.9,275,Palmeiras,murilo,,22,Murilo Cerqueira Paim,9.19,6,True,Murilo,34,-1.23,Murilo,3.98,3,,4.0,20.0,28.0,2.0,8.0,5.0,,1.0,1.0,,1.0,12.0,,,,,,,
288,97810,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,0.0,276,São Paulo,erick,,18,Erick de Arruda Serafim,3.95,6,True,Erick,34,-0.38,Erick,1.95,5,2.0,3.0,8.0,10.0,3.0,5.0,14.0,,1.0,,,,,1.0,,,,,,
289,97867,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,0.0,262,Flamengo,leo-ortiz,,21,Leonardo Rech Ortiz,7.12,7,False,Léo Ortiz,34,0.0,L. Ortiz,3.34,3,2.0,2.0,24.0,10.0,2.0,5.0,4.0,1.0,,,,,5.0,,,,,,,
290,97868,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,0.0,265,Bahia,iago,,12,Iago Amaral Borduchi,5.12,5,False,Iago,34,0.0,Iago,2.8,2,,,6.0,4.0,2.0,2.0,7.0,,,,,,4.0,,,,,,,
291,97900,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,7.4,285,Internacional,vitao,,21,Vitor Eduardo da Silva Matos,5.98,7,True,Vitão,34,0.31,Vitão,3.36,3,,3.0,17.0,16.0,4.0,6.0,7.0,,,,,,9.0,,,,,,,
292,97908,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,0.0,286,Juventude,luis-oyama,,14,Luís Felipe Oyama,3.95,6,False,Luís Oyama,34,0.0,L. Oyama,2.27,4,,1.0,10.0,6.0,2.0,2.0,5.0,,2.0,,,,,,,,,,,
293,98022,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,0.0,293,Athlético-PR,erick,,29,Erick Luis Conrado de Carvalho,7.24,6,False,Erick,34,0.0,Erick,4.28,4,1.0,2.0,59.0,29.0,7.0,21.0,23.0,2.0,2.0,1.0,,,,,,,,,,
294,98225,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,2.1,264,Corinthians,pedro-raul,,18,Pedro Raul Garay da Silva,2.86,6,True,Pedro Raul,34,0.26,P. Raul,1.29,5,,2.0,14.0,11.0,4.0,4.0,8.0,,,2.0,,,,,,,,,,
295,98280,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,4.9,263,Botafogo,bastos,,30,Bartolomeu Jacinto Quissanga,6.17,7,True,Bastos,34,-0.36,Bastos,4.23,3,,6.0,26.0,33.0,1.0,12.0,6.0,,3.0,2.0,,,15.0,1.0,,,,,,
296,98484,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,0.0,265,Bahia,kanu,,25,Victor Hugo Soares dos Santos,3.31,7,False,Kanu,34,0.0,Kanu,1.85,3,,12.0,12.0,29.0,1.0,,25.0,,,,,,8.0,1.0,,,,,,
297,98517,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,5.5,265,Bahia,jean-lucas,,30,Jean Lucas de Souza Oliveira,7.46,7,True,Jean Lucas,34,0.47,J. Lucas,4.22,4,4.0,6.0,38.0,40.0,16.0,29.0,42.0,,2.0,3.0,,,,,,,,,,
298,98619,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,0.0,356,Fortaleza,kuscevic,,18,Benjamín Kuščević Jaramillo,5.9,7,False,Kuscevic,34,0.0,Kuscevic,3.86,3,,3.0,16.0,11.0,3.0,4.0,4.0,,2.0,2.0,,1.0,7.0,,,,,,,
299,98672,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,0.0,263,Botafogo,savarino,,24,Jefferson David Savarino Quintero,7.27,7,False,Savarino,34,0.0,Savarino,4.23,5,6.0,3.0,2.0,9.0,17.0,11.0,6.0,1.0,5.0,3.0,,,,,,,,,,
300,98909,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,14.4,293,Athlético-PR,cuello,,26,Tomás Esteban Cuello,7.38,7,True,Cuello,34,1.69,Cuello,3.73,5,3.0,3.0,24.0,18.0,15.0,13.0,23.0,2.0,2.0,5.0,,,,,,,,,,
301,98974,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,0.0,262,Flamengo,vina,,9,Matías Nicolás Viña Susperreguy,4.63,5,False,Viña,34,0.0,Viña,1.39,2,,1.0,5.0,4.0,1.0,2.0,2.0,,,,,,1.0,,,,,,,
302,98975,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_RuLD9HB.png,4.6,285,Internacional,rogel,,7,Agustín Maximiliano Rogel Paita,5.82,7,True,Rogel,34,-0.62,Rogel,4.19,3,1.0,,4.0,9.0,3.0,2.0,4.0,,,,,,3.0,,,,,,,
303,99198,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,1.0,267,Vasco,vegetti,,30,Pablo Vegetti,10.99,7,True,Vegetti,34,-0.13,Vegetti,5.61,5,1.0,5.0,16.0,30.0,23.0,37.0,63.0,2.0,9.0,26.0,2.0,,,,2.0,,,,,
304,99213,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,0.0,267,Vasco,puma-rodriguez,,18,José Luis Rodríguez Bebanz,3.67,2,True,Puma Rodríguez,34,-0.22,P. Rodríguez,2.31,2,1.0,,16.0,2.0,1.0,6.0,4.0,,,1.0,,,2.0,,,,,,,
305,99228,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,0.0,262,Flamengo,de-la-cruz,,12,Diego Nicolás de la Cruz Arcosa,11.93,6,False,De la Cruz,34,0.0,D. Cruz,6.65,4,2.0,1.0,23.0,14.0,5.0,8.0,32.0,1.0,2.0,,,,,,,,,,,
306,99234,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,0.0,373,Atlético-GO,gonzalo-freitas,,10,Gonzalo Gastón Freitas Silva,4.29,7,False,Gonzalo Freitas,34,0.0,G. Freitas,2.26,4,,6.0,17.0,15.0,6.0,5.0,7.0,,,,,,,2.0,,,,,,
307,99267,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,0.0,356,Fortaleza,pochettino,,26,Tomás Pochettino,8.2,6,False,Pochettino,34,0.0,Pochettino,4.31,4,7.0,4.0,24.0,16.0,5.0,9.0,16.0,,5.0,4.0,1.0,,,1.0,1.0,,,,,
308,99274,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,4.4,263,Botafogo,alexander-barboza,,24,Alexander Nahuel Barboza Ullúa,5.79,3,True,Alexander Barboza,34,-0.88,A. Barboza,4.43,3,1.0,7.0,31.0,37.0,7.0,11.0,4.0,,,1.0,,2.0,14.0,1.0,,,,,,
309,99316,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,0.0,283,Cruzeiro,dinenno,,6,Juan Ignacio Dinenno de Cara,7.98,5,False,Dinenno,34,0.0,Dinenno,4.95,5,,1.0,1.0,1.0,3.0,1.0,3.0,,3.0,1.0,,,,,,,,,,
310,99366,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,3.28,276,São Paulo,luis-zubeldia,,31,Luis Francisco Zubeldía,9.43,7,True,Luis Zubeldía,34,-0.31,L. Zubeldía,5.24,6,,,,,,,,,,,,,,,,,,,16.0,
311,99387,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,0.0,267,Vasco,robert-rojas,,6,Robert Samuel Rojas Chávez,2.85,6,False,Robert Rojas,34,0.0,R. Rojas,1.53,3,,,4.0,2.0,,,,,,,,,1.0,,,,,,,
312,99392,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,8.0,262,Flamengo,michael,,6,Michael Richard Delgado de Oliveira,10.87,7,True,Michael,34,1.07,Michael,5.82,5,1.0,,2.0,,3.0,3.0,3.0,1.0,2.0,,,,,,1.0,,,,,
313,99440,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,5.3,373,Atlético-GO,baralhas,,28,Gabriel Baralhas dos Santos,6.51,7,True,Baralhas,34,0.25,Baralhas,4.47,4,3.0,7.0,60.0,23.0,14.0,15.0,29.0,,1.0,2.0,,,,,1.0,,,,,
314,99552,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,1.0,262,Flamengo,rossi,,30,Agustín Daniel Rossi,5.38,7,True,Rossi,34,-1.0,Rossi,2.8,1,,1.0,,,,,5.0,,,,,,6.0,,,,72.0,34.0,,2.0
315,99623,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,2.4,373,Atlético-GO,guilherme-romao,,26,Guilherme Kennedy Romão,4.85,7,True,Guilherme Romão,34,-0.98,G. Romão,3.52,2,3.0,5.0,16.0,19.0,9.0,15.0,41.0,,1.0,4.0,,1.0,4.0,,,,,,,
316,99815,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,0.0,266,Fluminense,arias,,19,Jhon Adolfo Arias Andrade,12.73,7,False,Arias,34,0.0,Arias,6.76,4,1.0,4.0,32.0,22.0,12.0,17.0,50.0,1.0,5.0,2.0,,,,,,,,,,
317,99818,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,0.4,282,Atlético-MG,paulinho,,22,Paulo Henrique Sampaio Filho,10.26,7,True,Paulinho,34,0.14,Paulinho,4.34,5,1.0,3.0,20.0,10.0,11.0,8.0,15.0,,6.0,9.0,,1.0,,,1.0,,,,,
318,99889,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,-0.3,276,São Paulo,alan-franco,,23,Alan Javier Franco,5.76,7,True,Alan Franco,34,-0.19,A. Franco,2.86,3,1.0,6.0,22.0,16.0,,4.0,6.0,,,1.0,,1.0,9.0,,,1.0,,,,
319,100076,https://s.sde.globo.com/media/person_role/2024/07/12/photo_FORMATO_lgqGgyh.png,0.0,286,Juventude,carrillo,,10,Ronie Edmundo Carrillo Morales,4.15,6,False,Carrillo,34,0.0,Carrillo,2.3,5,,,7.0,6.0,2.0,4.0,6.0,,1.0,2.0,,,,,,,,,,
320,100079,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,1.2,282,Atlético-MG,zaracho,,15,Federico Matías Javier Zaracho,6.91,2,True,Zaracho,34,0.01,Zaracho,2.92,4,,2.0,16.0,12.0,2.0,6.0,14.0,,2.0,1.0,,,,,,,,,,
321,100084,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,0.0,282,Atlético-MG,igor-gomes,,18,Igor Silveira Gomes,5.13,6,False,Igor Gomes,34,0.0,I. Gomes,3.11,4,3.0,6.0,18.0,18.0,3.0,5.0,21.0,2.0,1.0,,,,,1.0,,,,,,
322,100085,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,0.0,356,Fortaleza,pedro-augusto,,26,Pedro Augusto Borges da Costa,2.78,6,False,Pedro Augusto,34,0.0,P. Augusto,1.47,4,1.0,8.0,31.0,29.0,2.0,1.0,21.0,,,,,,,1.0,,,,,,
323,100652,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,8.5,264,Corinthians,yuri-alberto,,26,Yuri Alberto Monteiro da Silva,9.33,6,True,Yuri Alberto,34,-0.21,Y. Alberto,6.38,5,4.0,6.0,13.0,29.0,17.0,20.0,38.0,2.0,11.0,13.0,,1.0,,,,,,,,
324,100742,https://s.sde.globo.com/media/person_role/2024/06/25/photo_FORMATO_gfmexdE.png,-0.1,283,Cruzeiro,matheus-henrique,,15,Matheus Henrique de Souza,6.49,7,True,Matheus Henrique,34,-0.54,M. Henrique,3.89,4,,4.0,22.0,15.0,4.0,12.0,20.0,,2.0,1.0,,,,,,,,,,
325,100761,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,0.0,276,São Paulo,liziero,,9,Igor Matheus Liziero Pereira,4.4,6,False,Liziero,34,0.0,Liziero,2.75,4,,1.0,13.0,9.0,1.0,2.0,4.0,,1.0,,,,,,,,,,,
326,100830,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,0.0,284,Grêmio,brenno,,0,Brenno Oliveira Fraga Costa,4.0,6,False,Brenno,34,0.0,Brenno,0.0,1,,,,,,,,,,,,,,,,,,,,
327,100842,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,0.8,276,São Paulo,ruan,,5,Ruan Tressoldi Netto,7.03,2,True,Ruan,34,-0.65,Ruan,3.8,3,,,7.0,5.0,,2.0,1.0,,,,,,2.0,,,,,,,
328,100846,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,13.6,287,Vitória,lucas-esteves,,29,Lucas Esteves de Souza,6.11,7,True,Lucas Esteves,34,1.16,L. Esteves,4.05,2,4.0,9.0,40.0,34.0,4.0,16.0,23.0,2.0,1.0,8.0,,,5.0,,1.0,,,,,
329,100848,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,0.0,280,Bragantino,luan-candido,,21,Luan Cândido de Almeida,5.05,6,False,Luan Cândido,34,0.0,L. Cândido,2.91,3,,4.0,29.0,33.0,4.0,12.0,6.0,,1.0,2.0,,,3.0,,,,,,,
