,atletas.atleta_id,atletas.foto,atletas.pontos_num,atletas.clube_id,atletas.clube.id.full.name,atletas.slug,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.nome,atletas.preco_num,atletas.status_id,atletas.entrou_em_campo,atletas.apelido,atletas.rodada_id,atletas.variacao_num,atletas.apelido_abreviado,atletas.media_num,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,CV,SG,PC,PS,GC,DE,GS,V,DP
415,105845,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,0.0,264,Corinthians,matheus-araujo,,4,Matheus de Araújo Andrade,2.76,6,False,Matheus Araújo,34,0.0,M. Araújo,0.43,4,,,1.0,,,,1.0,,,,,,,,,,,,,
416,105911,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,2.1,285,Internacional,romulo,,21,Rômulo Zanre Zwarg,3.67,6,True,Rômulo,34,-0.27,Rômulo,2.17,4,,2.0,34.0,29.0,1.0,5.0,14.0,1.0,,,,,,,,,,,,
417,105949,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,5.0,285,Internacional,rochet,,20,Sergio Ramón Rochet Álvarez,6.22,7,True,Rochet,34,-0.4,Rochet,3.8,1,,3.0,,,,,6.0,,,,,,7.0,,,,56.0,15.0,,
418,106082,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,7.8,286,Juventude,ewerthon,,18,Ewerthon Diógenes da Silva,6.07,7,True,Ewerthon,34,0.98,Ewerthon,3.31,2,2.0,1.0,14.0,3.0,5.0,8.0,9.0,,1.0,1.0,,,2.0,,,,,,,
419,106147,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,8.07,287,Vitória,thiago-carpini,,30,Thiago Carpini Barbosa,8.4,7,True,Thiago Carpini,34,0.72,T. Carpini,4.73,6,,,,,,,,,,,,,,,,,,,12.0,
420,106160,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,0.0,280,Bragantino,lucao,,8,Lucas Alexandre Galdino de Azevedo,3.36,6,False,Lucão,34,0.0,Lucão,2.13,1,,1.0,,,,,,,,,,,1.0,,,,22.0,9.0,,
421,106202,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,0.0,285,Internacional,bruno-gomes,,20,Bruno Gomes da Silva Clevelário,4.32,7,False,Bruno Gomes,34,0.0,B. Gomes,3.14,4,1.0,1.0,31.0,20.0,2.0,5.0,24.0,,1.0,,,,,,1.0,,,,,
422,106294,https://s.sde.globo.com/media/person_role/2024/07/23/photo_FORMATO_1CIojRS.png,1.9,276,São Paulo,marcos-antonio,,10,Marcos Antônio Silva Santos,3.65,7,True,Marcos Antônio,34,0.14,M. Antônio,0.79,4,,1.0,6.0,12.0,,1.0,9.0,,,,,,,,,,,,,
423,106323,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,1.8,265,Bahia,caio-alexandre,,30,Caio Alexandre Souza e Silva,4.74,7,True,Caio Alexandre,34,0.3,C. Alexandre,1.97,4,,5.0,32.0,46.0,2.0,8.0,43.0,1.0,1.0,2.0,,,,1.0,,,,,,
424,106327,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,1.0,283,Cruzeiro,wesley-gasolina,,4,Wesley David de Oliveira Andrade,3.54,6,True,Wesley Gasolina,34,-0.26,W. Gasolina,2.4,2,,,2.0,2.0,,1.0,4.0,,,,,,1.0,,,,,,,
425,106371,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_V4UkXLF.png,0.5,288,Criciúma,jhonata-robert,,3,Jhonata Robert Alves da Silva,3.06,5,True,Jhonata Robert,34,-0.41,J. Robert,2.3,5,,,2.0,,1.0,1.0,5.0,,,,,,,,,,,,,
426,106434,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,-0.2,280,Bragantino,eduardo-santos,,20,Eduardo Gonzaga Mendes Santos,4.27,7,True,Eduardo Santos,34,-0.92,E. Santos,3.19,3,,4.0,21.0,5.0,1.0,6.0,10.0,,1.0,,,,5.0,,,,,,,
427,106593,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,0.0,283,Cruzeiro,villalba,,19,Lucas Hernán Villalba,5.01,7,False,Villalba,34,0.0,Villalba,2.99,3,,2.0,14.0,15.0,2.0,1.0,6.0,,,1.0,,,8.0,,,,,,,
428,106704,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_DgukYrK.png,0.0,263,Botafogo,carlos-alberto,,7,Carlos Alberto Gomes da Silva Filho,5.14,6,False,Carlos Alberto,34,0.0,C. Alberto,2.66,5,,,5.0,3.0,2.0,2.0,3.0,,1.0,,,,,,,,,,,
429,106822,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,-0.3,276,São Paulo,rodrigo-nestor,,23,Rodrigo Nestor Bertalia,3.55,6,True,Rodrigo Nestor,34,-0.07,R. Nestor,1.1,4,2.0,3.0,6.0,12.0,8.0,4.0,8.0,,,4.0,,1.0,,,1.0,,,,,
430,106824,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,0.0,276,São Paulo,welington,,22,Welington Damascena Santos,7.73,2,False,Welington,34,0.0,Welington,4.18,2,1.0,6.0,34.0,22.0,2.0,6.0,25.0,,,,,,8.0,1.0,,,,,,
431,106829,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,1.7,276,São Paulo,patryck,,8,Patryck Lanza dos Reis,3.6,2,True,Patryck,34,-0.27,Patryck,2.95,2,,1.0,11.0,6.0,,1.0,5.0,,,1.0,,,2.0,,,,,,,
432,106835,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,0.0,293,Athlético-PR,luan-patrick,,0,Luan Patrick Wiedthauper,5.0,6,False,Luan Patrick,34,0.0,L. Patrick,0.0,3,,,,,,,,,,,,,,,,,,,,
433,106950,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,4.7,293,Athlético-PR,fernando,,12,Fernando Augusto Pereira Bueno Júnior,4.92,6,True,Fernando,34,0.55,Fernando,2.34,2,1.0,2.0,10.0,12.0,,1.0,8.0,,,,,1.0,3.0,,,,,,,
434,107075,https://s.sde.globo.com/media/person_role/2024/09/21/photo_FORMATO.png,0.0,287,Vitória,yuri-sena,,0,Yuri Sena dos Reis Batista,1.0,6,False,Yuri Sena,34,0.0,Y. Sena,0.0,1,,,,,,,,,,,,,,,,,,,,
435,107078,https://s.sde.globo.com/media/person_role/2024/09/06/photo_220x220_qdw6hw3.png,0.0,287,Vitória,gabriel-santiago,,0,Gabriel Santiago Oliveira,3.0,6,False,Gabriel Santiago,34,0.0,G. Santiago,0.0,4,,,,,,,,,,,,,,,,,,,,
436,107093,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,0.0,265,Bahia,luciano-juba,,31,Luciano Batista da Silva Júnior,5.98,7,True,Luciano Juba,34,-0.21,L. Juba,4.18,2,1.0,2.0,36.0,6.0,5.0,5.0,12.0,,3.0,1.0,,,9.0,,,,,,,
437,107111,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,0.0,275,Palmeiras,richard-rios,,19,Richard Ríos Montoya,7.08,6,False,Richard Ríos,34,0.0,R. Ríos,4.26,4,3.0,5.0,29.0,33.0,3.0,9.0,27.0,2.0,2.0,1.0,,,,,,,,,,
438,107170,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,2.0,263,Botafogo,jeffinho,,7,Jefferson Ruan Pereira dos Santos,6.22,6,True,Jeffinho,34,-0.51,Jeffinho,3.65,5,1.0,2.0,4.0,7.0,4.0,5.0,6.0,,1.0,,,,,,,,,,,
439,107172,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_V6Ybl3p.png,0.0,288,Criciúma,patrick-de-paula,,7,Patrick de Paula Carreiro,3.27,6,False,Patrick de Paula,34,0.0,P. Paula,2.03,4,,2.0,9.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,,
440,107173,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,0.0,276,São Paulo,michel-araujo,,18,Michel Daryl Araújo Villar,4.3,6,False,Michel Araújo,34,0.0,M. Araújo,1.83,4,1.0,4.0,19.0,15.0,3.0,4.0,14.0,,,,,,,,,,,,,
441,107174,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO_QXYKRgQ.png,2.5,285,Internacional,bruno-tabata,,8,Bruno Vinícius Souza Ramos,6.49,7,True,Bruno Tabata,34,-0.52,B. Tabata,4.39,4,2.0,,6.0,4.0,5.0,2.0,7.0,,1.0,,,,,,,,,,,
442,107179,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,0.0,264,Corinthians,matheus-donelli,,7,Matheus Planelles Donelli,4.59,6,False,Matheus Donelli,34,0.0,M. Donelli,3.43,1,,,,,,,,,,,,,,,,,29.0,12.0,,1.0
443,107183,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,0.0,293,Athlético-PR,leo-linck,,14,Leonardo Matias Baiersdorf Linck,3.63,6,False,Léo Linck,34,0.0,L. Linck,2.03,1,,1.0,,,,,1.0,,,,,1.0,1.0,,,,48.0,21.0,,
444,107191,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,0.0,293,Athlético-PR,leonardo-ataide,,0,Leonardo Ataíde de Oliveira Siqueira,2.0,6,False,Leonardo Ataíde,34,0.0,L. Ataíde,0.0,2,,,,,,,,,,,,,,,,,,,,
445,107203,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,0.0,1371,Cuiabá,max,,17,Max Alves da Silva,2.86,6,False,Max,34,0.0,Max,1.75,4,,2.0,10.0,5.0,4.0,11.0,9.0,1.0,,,,,,,,,,,,
446,107221,https://s.sde.globo.com/media/person_role/2024/08/07/photo_220x220_H5QTCcN.png,0.0,356,Fortaleza,magrao,,0,Audenirton Soares da Silva,2.0,6,False,Magrão,34,0.0,Magrão,0.0,1,,,,,,,,,,,,,,,,,,,,
447,107236,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,4.7,275,Palmeiras,vanderlan,,22,Vanderlan Barbosa da Silva,6.79,6,True,Vanderlan,34,0.5,Vanderlan,3.93,2,3.0,,19.0,16.0,,3.0,4.0,,,,,,10.0,1.0,,,,,,
448,107238,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,-0.3,286,Juventude,marcelinho,,20,Marcelo José de Lima Filho,4.36,6,True,Marcelinho,34,-0.16,Marcelinho,3.22,5,3.0,2.0,7.0,6.0,7.0,9.0,27.0,,2.0,5.0,,,,,,,,,,
449,107256,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,0.0,293,Athlético-PR,ze-vitor,,9,Jose Vitor Silva Neves,1.52,6,False,Zé Vitor,34,0.0,Z. Vitor,0.35,4,,2.0,3.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,
450,107664,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,0.0,373,Atlético-GO,thayllon,,0,Thayllon Lopes Medeiros,2.0,6,False,Thayllon,34,0.0,Thayllon,0.0,5,,,,,,,,,,,,,,,,,,,,
451,107676,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_pKQqZoC.png,0.0,285,Internacional,nathan,,1,Nathan Santos de Araújo,2.55,6,False,Nathan,34,0.0,Nathan,-0.3,2,,,,1.0,,,,,,,,,,,,,,,,
452,107700,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,0.0,288,Criciúma,eduardo-melo,,0,Eduardo de Queiroz Melo,3.0,6,False,Eduardo Melo,34,0.0,E. Melo,0.0,5,,,,,,,,,,,,,,,,,,,,
453,107740,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,0.0,373,Atlético-GO,emerson-junior,,0,Emerson Fabiano Kerber Júnior,2.0,6,False,Emerson Júnior,34,0.0,E. Júnior,0.0,1,,,,,,,,,,,,,,,,,,,,
454,107744,https://s.sde.globo.com/media/person_role/2024/08/24/photo_FORMATO_Jq0f2vP.png,0.0,293,Athlético-PR,praxedes,,12,Bruno Conceição Praxedes,2.86,6,False,Praxedes,34,0.0,Praxedes,1.16,4,,2.0,10.0,12.0,2.0,2.0,7.0,,,,,,,,,,,,,
455,107748,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,-2.0,265,Bahia,adriel,,1,Adriel Vasconcelos Ramos,2.8,6,True,Adriel,34,-1.2,Adriel,-2.0,1,,,,,,,,,,,,,,,,,,2.0,,
456,107771,https://s.sde.globo.com/media/person_role/2024/10/30/photo_FORMATO_HxiWyPj.png,3.95,286,Juventude,fabio-matias,,3,Fábio Henrique Matias,7.08,7,True,Fábio Matias,34,-0.18,F. Matias,4.29,6,,,,,,,,,,,,,,,,,,,1.0,
457,107800,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_7OiYeRo.png,0.0,283,Cruzeiro,fernando-henrique,,0,Fernando Henrique do Nascimento Pereira,4.0,6,False,Fernando Henrique,34,0.0,F. Henrique,0.0,4,,,,,,,,,,,,,,,,,,,,
458,107801,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,0.0,284,Grêmio,nata,,11,Natã Felipe de Amorim Santos,4.06,6,False,Natã,34,0.0,Natã,3.09,3,,1.0,7.0,2.0,1.0,,2.0,,,,,,5.0,,,,,,,
459,107859,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,0.0,287,Vitória,fintelman,,0,Alexandre Fintelman de Mello Ribeiro da Silva,2.0,6,False,Fintelman,34,0.0,Fintelman,0.0,1,,,,,,,,,,,,,,,,,,,,
460,107873,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,0.0,276,São Paulo,bobadilla,,17,Damián Josué Bobadilla Benítez,3.99,6,False,Bobadilla,34,0.0,Bobadilla,2.35,4,,3.0,24.0,24.0,1.0,6.0,2.0,2.0,1.0,,,,,,,,,,,
461,107908,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,0.0,264,Corinthians,hugo,,24,Hugo Ferreira de Farias,7.71,6,False,Hugo,34,0.0,Hugo,4.32,2,4.0,3.0,41.0,38.0,1.0,9.0,11.0,2.0,,1.0,,,6.0,1.0,,,,,,
462,107950,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_Nu8Wc03.png,0.5,282,Atlético-MG,fausto-vera,,20,Fausto Mariano Vera,4.79,7,True,Fausto Vera,34,-0.12,F. Vera,3.49,4,,,24.0,23.0,8.0,17.0,11.0,1.0,2.0,,,,,,,,,,,
463,108133,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,1.1,1371,Cuiabá,isidro-pitta,,28,Isidro Miguel Pitta Saldívar,4.59,7,True,Isidro Pitta,34,-0.1,I. Pitta,2.63,5,,4.0,6.0,26.0,16.0,20.0,25.0,1.0,4.0,23.0,1.0,,,,2.0,,,,,
464,108358,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_Hm0Qmc9.png,6.1,263,Botafogo,almada,,13,Thiago Ezequiel Almada,7.2,7,True,Almada,34,0.59,Almada,2.76,4,,,7.0,4.0,8.0,10.0,14.0,,1.0,,1.0,,,,,,,,,
465,108548,https://s.sde.globo.com/media/person_role/2024/08/21/photo_FORMATO_fKAXShu.png,0.0,284,Grêmio,aravena,,9,Alexander Ernesto Aravena Guzmán,4.22,7,False,Aravena,34,0.0,Aravena,2.97,5,2.0,,,1.0,3.0,2.0,8.0,,1.0,2.0,,,,,,,,,,
466,108624,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,0.0,293,Athlético-PR,arriagada,,0,Luciano Daniel Arriagada García,3.0,6,False,Arriagada,34,0.0,Arriagada,0.0,5,,,,,,,,,,,,,,,,,,,,
467,108670,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_mwFvf2J.png,1.7,262,Flamengo,alcaraz,,8,Carlos Jonás Alcaráz,7.78,7,True,Alcaraz,34,-0.28,Alcaraz,4.54,4,1.0,1.0,11.0,8.0,3.0,5.0,6.0,2.0,1.0,1.0,,1.0,,,,,,,,
468,108752,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_ASdR4hr.png,0.0,286,Juventude,david,,2,David da Hora da Conceição,2.84,6,False,David,34,0.0,David,0.85,5,,,1.0,,,,1.0,,,,,,,,,,,,,
469,109096,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_vozSOzp.png,0.0,262,Flamengo,plata,,6,Gonzalo Jordy Plata Jiménez,4.36,6,False,Plata,34,0.0,Plata,1.57,5,,1.0,2.0,8.0,,2.0,2.0,,1.0,2.0,,,,,,,,,,
470,109114,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_g47taLF.png,0.0,263,Botafogo,matheus-nascimento,,1,Matheus Nascimento de Paula,2.16,6,False,Matheus Nascimento,34,0.0,M. Nascimento,1.7,5,,,1.0,,,,1.0,,,,,,,,,,,,,
471,109282,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_f3wPomL.png,2.3,263,Botafogo,luiz-henrique,,32,Luiz Henrique André Rosa da Silva,10.48,3,True,Luiz Henrique,34,-0.48,L. Henrique,5.77,5,3.0,4.0,50.0,31.0,14.0,24.0,63.0,,7.0,9.0,,1.0,,,3.0,,,,,
472,109461,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,0.0,356,Fortaleza,calebe,,4,Calebe Gonçalves Ferreira da Silva,4.25,6,False,Calebe,34,0.0,Calebe,0.15,4,,1.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,
473,109573,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,0.0,266,Fluminense,martinelli,,25,Matheus Martinelli Lima,6.38,7,False,Martinelli,34,0.0,Martinelli,2.75,4,2.0,6.0,37.0,33.0,1.0,3.0,19.0,,2.0,,,,,,1.0,,,,,
474,109668,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SUeVFmE.png,0.0,263,Botafogo,hugo,,9,Hugo Gonçalves Ferreira Neto,7.47,6,False,Hugo,34,0.0,Hugo,4.55,2,1.0,,12.0,6.0,,1.0,7.0,,,,,,4.0,1.0,,,,,,
475,109966,https://s.sde.globo.com/media/person_role/2024/08/05/photo_FORMATO_HikzJDy.png,3.7,284,Grêmio,monsalve,,11,Miguel Ángel Monsalve Gonzáles - González,7.8,6,True,Monsalve,34,0.12,Monsalve,4.77,4,1.0,,8.0,11.0,2.0,6.0,20.0,1.0,3.0,,,1.0,,,,,,,,
476,110062,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_sgZqIl3.png,0.0,280,Bragantino,joao-neto,,0,João Roberto Rota Neto,3.0,6,False,João Neto,34,0.0,J. Neto,0.0,4,,,,,,,,,,,,,,,,,,,,
477,110193,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,0.0,275,Palmeiras,lazaro,,17,Lázaro Vinicius Marques,5.02,6,False,Lázaro,34,0.0,Lázaro,2.93,5,,,4.0,9.0,10.0,13.0,13.0,1.0,2.0,1.0,,,,,,,,,,
478,110208,,0.0,356,Fortaleza,jhonatan,,0,Jhonatan Paulo da Silva,1.0,6,False,Jhonatan,34,0.0,Jhonatan,0.0,3,,,,,,,,,,,,,,,,,,,,
479,110260,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,0.0,264,Corinthians,palacios,,0,Diego José Palacios Espinoza,5.0,5,False,Palacios,34,0.0,Palacios,0.0,2,,,,,,,,,,,,,,,,,,,,
480,110311,https://s.sde.globo.com/media/person_role/2024/08/26/photo_220x220_jzQXggE.png,0.0,264,Corinthians,jose-martinez,,8,José Andrés Martínez Torres,4.28,6,False,José Martínez,34,0.0,J. Martínez,2.2,4,,4.0,18.0,11.0,,1.0,7.0,,,,,,,1.0,,,,,,
481,110426,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,0.0,285,Internacional,bernabei,,13,Alexandro Ezequiel Bernabéi,8.69,7,False,Bernabéi,34,0.0,Bernabéi,7.62,2,2.0,2.0,29.0,25.0,4.0,5.0,14.0,1.0,3.0,1.0,,,4.0,,1.0,,,,,
482,110506,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,4.99,275,Palmeiras,abel-ferreira,,33,Abel Fernando Moreira Ferreira,11.34,7,True,Abel Ferreira,34,0.21,A. Ferreira,6.24,6,,,,,,,,,,,,,,,,,,,19.0,
483,110510,https://s.sde.globo.com/media/person_role/2024/09/07/photo_FORMATO_JMSY4Ia.png,8.4,285,Internacional,aguirre,,1,Braian Aguirre Nahuel,7.66,6,True,Aguirre,34,2.66,Aguirre,8.4,2,,,2.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,
484,110624,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,0.0,275,Palmeiras,mateus,,0,Mateus Oliveira Mendes,2.0,6,False,Mateus,34,0.0,Mateus,0.0,1,,,,,,,,,,,,,,,,,,,,
485,110667,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,0.0,356,Fortaleza,machuca,,13,Imanol Machuca,3.62,6,False,Machuca,34,0.0,Machuca,1.53,5,1.0,,1.0,4.0,2.0,2.0,6.0,,1.0,,,,,,,,,,,
486,110668,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,10.2,293,Athlético-PR,esquivel,,28,Lucas Ángel Esquivel,8.76,7,True,Esquivel,34,1.53,Esquivel,4.67,2,4.0,3.0,53.0,31.0,5.0,7.0,22.0,,,1.0,,1.0,8.0,,,,,,,
487,110698,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,10.0,293,Athlético-PR,mycael,,13,Mycael Pontes Moreira,4.57,7,True,Mycael,34,1.71,Mycael,2.85,1,,,,,,,,,,,,1.0,3.0,,,,37.0,15.0,,
488,110708,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,0.0,373,Atlético-GO,pedro-rangel,,6,Pedro Felipe de Faria Rangel,3.93,6,False,Pedro Rangel,34,0.0,P. Rangel,2.37,1,,3.0,1.0,,,,,,,,,,1.0,,,,22.0,12.0,,
489,110715,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,0.2,280,Bragantino,andres-hurtado,,13,José Andrés Hurtado Cheme,4.46,7,True,Andrés Hurtado,34,-1.1,A. Hurtado,2.83,2,,2.0,12.0,14.0,2.0,4.0,6.0,,,1.0,,,4.0,,,,,,,
490,110727,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Dq6NxJq.png,2.3,282,Atlético-MG,rubens,,13,Rubens Antônio Dias,6.49,3,True,Rubens,34,-0.39,Rubens,4.93,2,1.0,2.0,33.0,11.0,,8.0,10.0,1.0,,6.0,,1.0,3.0,1.0,,,,,,
491,110759,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,0.0,266,Fluminense,john-kennedy,,18,John Kennedy Batista de Souza,4.14,6,False,John Kennedy,34,0.0,J. Kennedy,0.98,5,,,4.0,12.0,4.0,5.0,16.0,,,3.0,,,,,,,,,,
492,110760,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,1.0,265,Bahia,biel,,20,Gabriel Teixeira Aragão,8.04,6,True,Biel,34,-0.72,Biel,4.4,5,4.0,3.0,11.0,7.0,5.0,9.0,18.0,2.0,4.0,3.0,,,,,,,,,,
493,110909,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,0.0,280,Bragantino,guilherme-lopes,,11,Guilherme Lopes de Almeida,4.12,6,False,Guilherme Lopes,34,0.0,G. Lopes,2.93,2,1.0,1.0,13.0,6.0,,3.0,4.0,,,1.0,,,2.0,,,,,,,
494,111005,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,0.0,287,Vitória,leo-naldi,,18,Leonardo Naldi de Matos,3.93,6,True,Léo Naldi,34,0.05,L. Naldi,2.12,4,,6.0,32.0,21.0,2.0,3.0,15.0,,,,,,,,,,,,,
495,111166,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,0.0,275,Palmeiras,romulo,,9,Rômulo Azevedo Simão,3.57,6,True,Rômulo,34,-0.09,Rômulo,1.02,4,,,5.0,4.0,,3.0,4.0,,,,,,,,,,,,,
496,111246,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,0.9,373,Atlético-GO,alix-vinicius,,20,Alix Vinicius de Souza Sampaio,2.24,7,True,Alix Vinicius,34,-0.97,A. Vinicius,1.78,3,,2.0,20.0,20.0,3.0,6.0,7.0,,,2.0,,2.0,4.0,,,2.0,,,,
497,111309,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,0.0,284,Grêmio,gustavo-martins,,18,Gustavo Martins de Souza Santos,5.29,6,True,Gustavo Martins,34,-0.11,G. Martins,2.87,3,,1.0,13.0,16.0,2.0,2.0,6.0,,2.0,1.0,,1.0,5.0,,,1.0,,,,
498,111332,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO.png,0.0,286,Juventude,kelvi-gomes,,0,Kelvi Chiesa Gomes,2.0,6,False,Kelvi Gomes,34,0.0,K. Gomes,0.0,4,,,,,,,,,,,,,,,,,,,,
499,111392,,0.0,283,Cruzeiro,weverton,,0,Weverton Silva de Andrade,1.0,6,False,Weverton,34,0.0,Weverton,0.0,3,,,,,,,,,,,,,,,,,,,,
500,111407,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,12.5,286,Juventude,luis-mandaca,,25,Luis Gustavo da Silva Machado Duarte,5.45,7,True,Luis Mandaca,34,1.33,L. Mandaca,3.03,4,1.0,5.0,18.0,19.0,9.0,10.0,15.0,1.0,4.0,2.0,,,,1.0,,,,,,
501,111466,https://s.sde.globo.com/media/person_role/2024/09/29/photo_FORMATO_vkbd91B.png,0.0,285,Internacional,victor-gabriel,,0,Victor Gabriel da Conceição Ribeiro,1.0,6,False,Victor Gabriel,34,0.0,V. Gabriel,0.0,3,,,,,,,,,,,,,,,,,,,,
502,111582,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_MZjZBke.png,0.0,282,Atlético-MG,gabriel-atila,,0,Gabriel Átila Cardoso da Silva,1.0,6,False,Gabriel Átila,34,0.0,G. Átila,0.0,1,,,,,,,,,,,,,,,,,,,,
503,111682,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_FdRiLgH.png,0.0,267,Vasco,adson,,20,Adson Ferreira Soares,5.46,5,False,Adson,34,0.0,Adson,3.96,4,1.0,2.0,28.0,7.0,9.0,11.0,18.0,,2.0,,,,,,,,,,,
