,atletas.clube.id.full.name,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.status_id,atletas.apelido,atletas.entrou_em_campo,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,atletas.media_num,atletas.atleta_id,atletas.slug,atletas.nome,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.jogos_num,atletas.pontos_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,SG,DE,GS,V,PS,GC,PP,DP
329,Vitória,2,,7,Lucas Esteves,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,L. Esteves,0.03,3.61,100846,lucas-esteves,Lucas Esteves de Souza,287,5.27,31,27,9.0,3.0,8.0,,35.0,29.0,3.0,15.0,20.0,1.0,1.0,7.0,,4.0,,,,1.0,,,
330,Bragantino,3,,7,Luan Cândido,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,L. Cândido,0.08,2.91,100848,luan-candido,Luan Cândido de Almeida,280,5.05,31,21,1.2,,4.0,,29.0,33.0,4.0,12.0,6.0,,1.0,2.0,,3.0,,,,,,,
331,Botafogo,2,,7,Vitinho,True,https://s.sde.globo.com/media/person_role/2024/08/30/photo_220x220_DbahnIn.png,Vitinho,1.08,6.6,100898,vitinho,Victor Alexander da Silva,263,9.48,31,5,9.2,,,,11.0,5.0,,1.0,5.0,1.0,,,,3.0,,,,,,,
332,Criciúma,4,,6,Ronald Lopes,True,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,R. Lopes,-0.51,2.11,100969,ronald-lopes,Ronald dos Santos Lopes,288,3.73,31,20,0.0,2.0,3.0,,25.0,26.0,2.0,4.0,15.0,,,,,,,,,,,,
333,Atlético-GO,5,,7,Derek,True,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,Derek,0.46,1.65,100976,derek,Derek Freitas Ribeiro,373,3.82,31,19,6.1,,2.0,1.0,11.0,16.0,3.0,6.0,9.0,1.0,2.0,1.0,,,,,,,,1.0,
334,Fluminense,4,,6,Nonato,False,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,Nonato,0.0,0.8,100987,nonato,Gustavo Nonato Santana,266,3.02,31,7,0.0,,1.0,,3.0,1.0,,1.0,5.0,,,,,,,,,,,,
335,Botafogo,5,,6,Júnior Santos,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,J. Santos,0.0,4.03,101002,junior-santos,José Antonio dos Santos Júnior,263,7.38,31,18,0.0,2.0,2.0,,8.0,16.0,13.0,14.0,15.0,1.0,3.0,16.0,,,,,,,,,
336,São Paulo,2,,6,Jamal Lewis,True,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_bRSIQCY.png,J. Lewis,-0.71,1.48,101130,jamal-lewis,Jamal Piaras Lewis,276,5.27,31,4,-0.3,,,,1.0,1.0,,,,,,,,1.0,,,,,,,
337,São Paulo,5,,6,Ferreira,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,Ferreira,0.37,3.97,101290,ferreira,Aldemir dos Santos Ferreira,276,7.82,31,21,2.9,1.0,4.0,,14.0,11.0,5.0,9.0,29.0,,5.0,1.0,,,,,,1.0,,,
338,Bahia,5,,7,Ademir,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,Ademir,1.2,2.77,101314,ademir,Ademir da Silva Santos Júnior,265,5.95,31,22,12.9,3.0,1.0,,14.0,8.0,5.0,5.0,14.0,,2.0,5.0,,,,,,,,,
339,Fluminense,2,,6,Guga,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,Guga,0.0,3.07,101319,guga,Cláudio Rodrigues Gomes,266,4.83,31,7,0.0,1.0,3.0,1.0,5.0,6.0,,1.0,3.0,,,,,3.0,,,,,,,
340,Juventude,3,,7,Danilo Boza,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,D. Boza,-0.29,3.72,101431,danilo-boza,Danilo Boza Júnior,286,6.64,31,21,7.4,1.0,1.0,,12.0,2.0,5.0,10.0,9.0,1.0,3.0,,,3.0,,,,,,,
341,Grêmio,4,,6,Pepê,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,Pepê,1.59,2.73,101573,pepe,João Pedro Vilardi Pinto,284,6.16,31,19,11.9,,1.0,1.0,28.0,16.0,2.0,4.0,27.0,,1.0,1.0,,,,,,,,,
342,Corinthians,1,,7,Hugo Souza,True,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,H. Souza,1.11,3.92,101574,hugo-souza,Hugo de Souza Nogueira,264,7.92,31,15,9.0,,2.0,,1.0,,,,1.0,,,,,4.0,57.0,18.0,,,,,
343,Vasco,4,,7,Hugo Moura,False,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,H. Moura,0.0,3.43,101594,hugo-moura,Hugo Moura Arruda da Silva,267,5.49,31,22,0.0,4.0,5.0,1.0,46.0,39.0,5.0,10.0,12.0,,,,,,,,,,,,
344,Cuiabá,2,,7,Ramon,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,Ramon,-0.57,4.01,101597,ramon,Ramon Ramos Lima,1371,5.76,31,19,1.5,1.0,7.0,,32.0,25.0,2.0,7.0,13.0,,1.0,2.0,,5.0,,,,,,,
345,Vitória,4,,6,Caio Vinícius,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,C. Vinícius,0.0,0.78,101601,caio-vinicius,Caio Vinicius da Conceição,287,2.12,31,9,0.0,,5.0,,9.0,7.0,,1.0,5.0,,,,,,,,,,,,
346,Juventude,4,,5,Peixoto,False,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,Peixoto,0.0,0.55,101651,peixoto,Daniel Nascimento Peixoto dos Santos,286,1.94,31,2,0.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
347,Atlético-GO,4,,7,Rhaldney,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,Rhaldney,-0.35,2.6,101666,rhaldney,Rhaldney Norberto Simião Gomes,373,3.46,31,24,0.4,1.0,6.0,,43.0,44.0,2.0,5.0,25.0,2.0,,,,,,,,,,,
348,Fortaleza,2,,6,Felipe Jonatan,False,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,F. Jonatan,0.0,3.94,101708,felipe-jonatan,Felipe Jonatan Rocha Andrade,356,6.13,31,17,0.0,,,,17.0,10.0,4.0,4.0,23.0,,,,,6.0,,,,,,,
349,Vitória,5,,7,Alerrandro,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,Alerrandro,0.47,5.6,101715,alerrandro,Alerrandro Barra Mansa Realino de Souza,287,9.02,31,26,11.3,4.0,4.0,,24.0,20.0,13.0,14.0,34.0,,8.0,3.0,1.0,,,,,,,,
350,Cuiabá,2,,6,Railan,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,Railan,-0.9,3.4,101726,railan,Railan Reis Ferreira - Raylan,1371,4.91,31,16,1.7,3.0,3.0,,17.0,8.0,2.0,3.0,11.0,,,,1.0,3.0,,,,,,,
351,Corinthians,2,,6,Matheuzinho,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,Matheuzinho,0.04,4.14,101727,matheuzinho,Matheus França Silva,264,7.43,31,25,9.2,,2.0,,46.0,16.0,4.0,6.0,14.0,,1.0,2.0,,6.0,,,,1.0,,,
352,Criciúma,2,,7,Claudinho,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,Claudinho,0.23,4.23,101752,claudinho,Claudio Coelho Salvático,288,5.84,31,27,2.2,3.0,3.0,,45.0,9.0,3.0,7.0,6.0,1.0,2.0,4.0,,4.0,,,,,,,
353,Vasco,5,,7,Jean David,False,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_NK98RBN.png,J. David,0.0,1.55,101768,jean-david,Jean David Meneses Villarroel,267,5.02,31,4,0.0,,,,3.0,,,2.0,2.0,,,,,,,,,,,,
354,Grêmio,2,,6,Mayk,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,Mayk,0.0,2.38,101820,mayk,Mayksilvan da Silva Ferreira,284,3.67,31,5,0.0,,,,6.0,1.0,,,,,,,,1.0,,,,,,,
355,Bragantino,5,,7,Vitinho,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,Vitinho,0.19,3.47,101960,vitinho,Vitor Hugo Naum dos Santos,280,8.05,31,25,2.7,3.0,6.0,,24.0,23.0,10.0,16.0,19.0,2.0,2.0,3.0,,,,,,,,,
356,Fortaleza,3,,7,Brítez,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,Brítez,-0.33,3.4,101995,britez,Emanuel Fermín Brítez,356,4.3,31,22,1.2,2.0,10.0,1.0,29.0,20.0,2.0,8.0,10.0,,,2.0,,7.0,,,,,,,
357,Palmeiras,2,,6,Piquerez,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,Piquerez,0.0,6.23,102130,piquerez,Joaquín Piquerez Moreira,275,11.15,31,16,0.0,,2.0,,22.0,10.0,5.0,15.0,19.0,,2.0,,,7.0,,,,,,,
358,Fluminense,1,,6,Vitor Eudes,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,V. Eudes,0.0,0.0,102137,vitor-eudes,Vitor Eudes de Souza Costa,266,1.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
359,Botafogo,3,,6,Lucas Halter,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,L. Halter,0.0,2.95,102253,lucas-halter,Lucas Halter,263,6.47,31,16,0.0,,4.0,,11.0,17.0,2.0,7.0,6.0,,1.0,,1.0,5.0,,,,,,,
360,Palmeiras,2,,7,Caio Paulista,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,C. Paulista,-0.01,3.12,102318,caio-paulista,Caio Fernando de Oliveira,275,5.25,31,17,2.2,,1.0,1.0,12.0,12.0,4.0,2.0,10.0,,,2.0,,7.0,,,,,,,
361,Corinthians,3,,7,Cacá,True,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,Cacá,-0.21,3.45,102340,caca,Carlos de Menezes Júnior,264,7.99,31,25,5.9,1.0,5.0,1.0,20.0,27.0,2.0,13.0,12.0,,4.0,,1.0,6.0,,,,,2.0,,
362,Atlético-GO,4,,6,Araos,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,Araos,0.0,0.0,102352,araos,Ángelo Giovanni Araos Llanos,373,3.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
363,Athlético-PR,5,,6,Mastriani,True,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,Mastriani,-0.29,3.55,102561,mastriani,Gonzalo Mathías Mastriani Borges,293,6.66,31,20,-0.3,,,,9.0,12.0,5.0,16.0,9.0,3.0,4.0,4.0,,,,,,,,,
364,Juventude,4,,6,Thiaguinho,False,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,Thiaguinho,0.0,0.73,102599,thiaguinho,Thiago Beserra dos Santos Conti,286,1.53,31,6,0.0,,1.0,,5.0,7.0,,,5.0,,,,1.0,,,,,,,,
365,Athlético-PR,5,,7,Julimar,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,Julimar,2.06,3.74,102796,julimar,Julimar Silva Oliveira Júnior,293,7.3,31,28,17.7,2.0,3.0,,26.0,28.0,18.0,20.0,12.0,,4.0,4.0,,,,,,,,,
366,Fluminense,4,,6,Terans,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,Terans,0.0,0.97,102878,terans,Miguel David Terans Pérez,266,4.06,31,7,0.0,,1.0,,3.0,5.0,2.0,1.0,5.0,,,,,,,,,,,,
367,Cruzeiro,1,,6,Anderson,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,Anderson,-1.1,3.5,102906,anderson,Anderson Silva da Paixão,283,3.6,31,16,0.0,,1.0,,,,,,2.0,,,,,6.0,46.0,20.0,,,,,
368,Criciúma,1,,6,Matheus Teixeira,False,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,M. Teixeira,0.0,0.0,102907,matheus-teixeira,Matheus Henrique Teixeira,288,3.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
369,Vitória,4,,7,Luan Vinícius,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,L. Vinícius,0.0,1.11,102909,luan-vinicius,Luan Vinícius da Silva Santos,287,2.67,31,22,0.0,,4.0,,17.0,26.0,2.0,3.0,16.0,1.0,,,,,,,,,,,
370,Athlético-PR,5,,6,Canobbio,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,Canobbio,0.0,5.13,102928,canobbio,Agustín Canobbio Graviz,293,9.28,31,17,0.0,1.0,3.0,1.0,24.0,12.0,9.0,11.0,24.0,,4.0,7.0,,,,,,,,,
371,Bragantino,4,,7,Eric Ramires,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,E. Ramires,-0.09,3.15,103295,eric-ramires,Eric dos Santos Rodrigues,280,5.59,31,21,-0.3,2.0,3.0,,16.0,16.0,4.0,11.0,18.0,2.0,2.0,,,,,,,,,,
372,Cuiabá,2,,7,Matheus Alexandre,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,M. Alexandre,-0.95,3.65,103347,matheus-alexandre,Matheus Alexandre Anastácio de Souza,1371,5.54,31,20,2.4,,5.0,,43.0,20.0,2.0,3.0,7.0,,,,1.0,5.0,,,,,,,
373,Fortaleza,4,,7,Emmanuel Martínez,True,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,E. Martínez,0.07,3.32,103388,emmanuel-martinez,Leandro Emmanuel Martínez,356,6.45,31,12,6.1,2.0,2.0,,16.0,8.0,1.0,5.0,14.0,1.0,,1.0,,,,,,,,,
374,Cruzeiro,5,,7,Kaio Jorge,False,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_GXGWlqW.png,K. Jorge,0.0,3.04,103445,kaio-jorge,Kaio Jorge Pinto Ramos,283,5.82,31,13,0.0,1.0,2.0,,5.0,19.0,9.0,10.0,13.0,1.0,1.0,2.0,,,,,,,,,
375,Fluminense,3,,6,Ignácio,True,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_covUT29.png,Ignácio,-1.48,5.03,103523,ignacio,Ignácio da Silva Oliveira,266,6.77,31,3,0.0,,,,7.0,2.0,,1.0,3.0,,,,,1.0,,,,,,,
376,Corinthians,3,,6,Caetano,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,Caetano,0.0,0.22,103575,caetano,João Victor Andrade Caetano,264,2.93,31,5,0.0,,,1.0,4.0,4.0,,,1.0,,,,,,,,,,,,
377,Fluminense,2,,6,Gabriel Fuentes,False,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_nEJXLEW.png,G. Fuentes,0.0,1.73,103672,gabriel-fuentes,Gabriel Rafael Fuentes Gómez,266,5.39,31,3,0.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,
378,Athlético-PR,3,,7,Kaíque Rocha,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,K. Rocha,0.52,3.43,103684,kaique-rocha,Kaíque Rocha Lima,293,6.84,31,27,6.7,1.0,3.0,,39.0,18.0,4.0,6.0,10.0,,,1.0,,7.0,,,,,,,
379,Bragantino,4,,3,Jadsom Silva,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,J. Silva,-0.59,1.23,103695,jadsom-silva,Jadsom Meemyas de Oliveira da Silva,280,2.29,31,22,-0.7,,8.0,1.0,35.0,32.0,1.0,3.0,4.0,,,,,,,,,,,,
380,Cruzeiro,5,,7,Gabriel Veron,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,G. Veron,-0.85,3.06,103764,gabriel-veron,Gabriel Veron Fonseca de Souza,283,4.65,31,21,2.0,1.0,2.0,,19.0,10.0,2.0,7.0,3.0,,4.0,2.0,,,,,,,,,
381,Palmeiras,4,,6,Gabriel Menino,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,G. Menino,0.0,2.41,103767,gabriel-menino,Gabriel Vinícius Menino,275,4.33,31,21,0.0,,6.0,1.0,25.0,24.0,6.0,15.0,20.0,,1.0,4.0,,,,,,,,,
382,Criciúma,4,,6,Higor Meritão,False,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,H. Meritão,0.0,3.0,103987,higor-meritao,Higor Matheus Meritão,288,4.06,31,15,0.0,,3.0,,18.0,18.0,3.0,8.0,12.0,,2.0,1.0,,,,,,,,,
383,São Paulo,3,,7,Sabino,True,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,Sabino,-1.57,3.96,104075,sabino,José Sabino Chagas Monteiro,276,6.1,31,8,0.0,,1.0,,10.0,6.0,3.0,3.0,3.0,,,,,3.0,,,,,,,
384,Atlético-MG,3,,7,Bruno Fuchs,True,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,B. Fuchs,0.24,2.12,104085,bruno-fuchs,Bruno de Lara Fuchs,282,4.49,31,21,2.8,1.0,7.0,1.0,30.0,20.0,,1.0,14.0,1.0,,,1.0,2.0,,,,,,,
385,Vitória,1,,7,Lucas Arcanjo,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,L. Arcanjo,-0.2,2.38,104118,lucas-arcanjo,Lucas Willians Assis Arcanjo,287,3.78,31,29,3.0,,3.0,,,,,,7.0,,,,,5.0,89.0,45.0,,,,,
386,Corinthians,4,,6,Ruan,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,Ruan,0.0,0.0,104153,ruan,Ruan de Oliveira Ferreira,264,3.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
387,Botafogo,1,,6,Raul,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,Raul,0.0,0.0,104191,raul,Raul Jonas Steffens,263,2.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
388,Juventude,5,,7,Edson Carioca,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,E. Carioca,0.46,5.03,104204,edson-carioca,Edson Guilherme Mendes dos Santos,286,6.02,31,9,10.0,1.0,1.0,,9.0,12.0,2.0,4.0,9.0,,3.0,,,,,,,,,,
389,Vasco,3,,7,João Victor,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,J. Victor,0.34,2.61,104250,joao-victor,João Victor da Silva Marcelino,267,5.07,31,16,3.3,,4.0,1.0,18.0,9.0,1.0,2.0,18.0,,1.0,,,2.0,,,,,,,
390,Atlético-GO,3,,3,Adriano Martins,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,A. Martins,-1.12,3.22,104253,adriano-martins,Adriano Martins da Fonseca,373,4.31,31,26,-0.8,,6.0,,46.0,25.0,5.0,8.0,11.0,,,2.0,1.0,5.0,,,,,,,
391,Juventude,2,,7,João Lucas,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,J. Lucas,-0.37,5.14,104257,joao-lucas,João Lucas de Almeida Carvalho,286,7.09,31,21,4.7,5.0,4.0,,36.0,23.0,3.0,9.0,24.0,,1.0,,,4.0,,,,,,,
392,Atlético-MG,1,,6,Matheus Mendes,False,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,M. Mendes,0.0,2.95,104383,matheus-mendes,Matheus Mendes Werneck de Oliveira,282,4.69,31,11,0.0,,,,,,,,3.0,,,,,1.0,37.0,18.0,,,,,1.0
393,Athlético-PR,4,,6,Christian,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,Christian,0.0,2.1,104502,christian,Christian Roberto Alves Cardoso,293,4.61,31,19,0.0,,6.0,,22.0,35.0,4.0,7.0,24.0,,1.0,4.0,,,,,,,,,
394,Botafogo,5,,7,Igor Jesus,True,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,I. Jesus,-0.76,5.81,104528,igor-jesus,Igor Jesus Maciel da Cruz,263,7.19,31,15,3.2,1.0,2.0,,6.0,17.0,13.0,10.0,32.0,1.0,5.0,7.0,,,,,,,,,
395,Bragantino,1,,6,Fabrício,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,Fabrício,0.0,2.0,104588,fabricio,Fabrício Oliveira de Souza,280,0.64,31,1,0.0,,1.0,,,,,,,,,,,,5.0,2.0,,,,,
396,Fortaleza,5,,2,Moisés,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,Moisés,1.48,2.95,104666,moises,Moisés Vieira da Veiga,356,5.96,31,18,11.0,1.0,,,5.0,2.0,5.0,10.0,4.0,1.0,3.0,4.0,,,,,,,,,
397,Criciúma,4,,7,Newton,True,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,Newton,-0.3,2.71,104693,newton,Newton Araújo da Costa Júnior,288,3.54,31,20,1.3,1.0,3.0,,30.0,37.0,4.0,10.0,13.0,,1.0,,,,,,,,,,
398,Fortaleza,6,,7,Juan Vojvoda,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,J. Vojvoda,0.09,5.23,104754,juan-vojvoda,Juan Pablo Vojvoda Rizzo,356,8.79,31,29,2.86,,,,,,,,,,,,,,,,16.0,,,,
399,Athlético-PR,2,,6,Leo Godoy,False,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,L. Godoy,0.0,2.65,104759,leo-godoy,Leonardo Ezequiel Godoy,293,5.97,31,18,0.0,1.0,3.0,,9.0,24.0,,4.0,12.0,,1.0,1.0,,5.0,,,,,,,
400,Bahia,4,,6,Acevedo,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,Acevedo,1.25,4.6,104783,acevedo,Nicolás Brian Acevedo Tabárez,265,6.25,31,1,4.6,,,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,
401,Grêmio,5,,6,Arezo,True,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,Arezo,-0.24,1.73,104849,arezo,Douglas Matías Arezo Martínez,284,4.52,31,7,1.2,,,,3.0,3.0,4.0,4.0,1.0,,,1.0,,,,,,1.0,,,
402,Vitória,3,,7,Wagner Leonardo,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,W. Leonardo,0.0,4.05,104994,wagner-leonardo,Wagner Leonardo Calvelo de Souza,287,5.86,31,28,0.0,,2.0,1.0,30.0,9.0,5.0,6.0,8.0,,5.0,2.0,,6.0,,,,,,,
403,Cruzeiro,3,,7,João Marcelo,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,J. Marcelo,0.0,3.34,105047,joao-marcelo,João Marcelo Messias Ferreira,283,4.5,31,23,0.0,2.0,6.0,1.0,23.0,15.0,3.0,5.0,10.0,,,1.0,,8.0,,,,,,,
404,São Paulo,3,,6,Ferraresi,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,Ferraresi,0.0,4.8,105300,ferraresi,Nahuel Adolfo Ferraresi Hernández,276,6.86,31,14,0.0,1.0,2.0,,22.0,10.0,1.0,2.0,4.0,1.0,1.0,,,5.0,,,,,,,
405,Atlético-GO,5,,6,Hurtado,True,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,Hurtado,-0.13,1.75,105301,hurtado,Jan Carlos Hurtado Anchico,373,4.04,31,11,0.0,,1.0,1.0,6.0,14.0,6.0,1.0,9.0,,1.0,3.0,,,,,,,,,
406,Bahia,3,,7,Gabriel Xavier,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,G. Xavier,-0.18,3.33,105373,gabriel-xavier,Gabriel Lheman Xavier - Lhman,265,5.13,31,27,-1.3,,4.0,,35.0,33.0,6.0,6.0,10.0,,,,,9.0,,,,,,,
407,Corinthians,2,,7,Matheus Bidu,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,M. Bidu,0.48,4.3,105531,matheus-bidu,Matheus Lima Beltrão Oliveira Valin,264,7.31,31,16,6.1,,2.0,,19.0,9.0,4.0,7.0,15.0,,1.0,2.0,,5.0,,,,,,,
408,Fortaleza,5,,7,Lucero,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,Lucero,-0.25,3.78,105568,lucero,Juan Martín Lucero,356,8.01,31,23,0.0,1.0,8.0,,6.0,30.0,11.0,15.0,22.0,,7.0,6.0,,,,,,,,,
409,Vasco,2,,6,Lucas Piton,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,L. Piton,0.07,4.25,105584,lucas-piton,Lucas Piton Crivellaro,267,6.92,31,25,3.5,4.0,5.0,,49.0,23.0,1.0,6.0,11.0,,1.0,,,4.0,,,,,,,
410,Atlético-GO,4,,7,Roni,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,Roni,-0.01,2.09,105585,roni,Roni Medeiros de Moura,373,3.12,31,17,0.2,,3.0,,18.0,10.0,3.0,5.0,9.0,,1.0,,,,,,,,,,
411,Palmeiras,4,,6,Maurício,True,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,Maurício,-0.33,2.82,105647,mauricio,Maurício Magalhães Prado,275,5.46,31,19,0.0,,2.0,,11.0,9.0,7.0,8.0,19.0,1.0,2.0,,,,,,,2.0,,,
412,Corinthians,5,,6,Talles Magno,True,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,T. Magno,0.34,3.98,105786,talles-magno,Talles Magno Bacelar Martins,264,7.82,31,8,6.6,1.0,2.0,,4.0,8.0,2.0,1.0,7.0,1.0,2.0,2.0,,,,,,1.0,,,
413,Internacional,5,,7,Wesley,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,Wesley,-0.89,6.91,105811,wesley,Wesley Ribeiro Silva,285,10.69,31,24,2.3,1.0,8.0,,39.0,45.0,15.0,19.0,70.0,3.0,7.0,7.0,,,,,,3.0,,,
