,atletas.pontos_num,atletas.status_id,atletas.apelido_abreviado,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.nome,atletas.slug,atletas.foto,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.clube_id,atletas.rodada_id,atletas.posicao_id,atletas.apelido,atletas.jogos_num,atletas.atleta_id,CA,DE,DS,FS,GS,SG,FC,FD,FF,A,CV,FT,G,I,PC,V,PP,PS,DP,GC
170,0.0,7,G. Arana,10.19,-0.93,5.12,Guilherme Antonio Arana Lopes,guilherme-arana,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,True,Atlético-MG,,282,28,2,Guilherme Arana,14,87228,4.0,,22.0,10.0,,4.0,11.0,7.0,8.0,1.0,,,1.0,2.0,,,,,,
171,2.0,7,C. Pena,2.75,0.01,1.23,Carlos María de Pena Bonino,carlos-de-pena,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_X3cGPAX.png,True,Bahia,,265,28,4,Carlos de Pena,23,87242,4.0,,8.0,7.0,,,7.0,2.0,5.0,3.0,,,,,,,,,,
172,0.0,7,Soteldo,8.98,0.0,4.62,Yeferson Julio Soteldo Martínez,soteldo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,False,Grêmio,,284,28,5,Soteldo,14,87258,1.0,,8.0,24.0,,,2.0,4.0,4.0,2.0,,1.0,3.0,3.0,,,,,,
173,7.3,7,Kannemann,4.62,0.83,2.61,Walter Kannemann,kannemann,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,True,Grêmio,,284,28,3,Kannemann,12,87342,7.0,,13.0,9.0,,3.0,21.0,1.0,3.0,2.0,1.0,,,,1.0,,,,,
174,-0.1,7,Allano,3.14,-0.7,2.14,Allano Brendon de Souza Lima,allano,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,True,Criciúma,,288,28,5,Allano,17,87391,4.0,,17.0,29.0,,,27.0,6.0,6.0,1.0,2.0,1.0,,3.0,,,,,,
175,3.3,7,Thaciano,6.67,0.38,4.01,Thaciano Mickael da Silva,thaciano,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,True,Bahia,,265,28,4,Thaciano,25,87470,4.0,,15.0,12.0,,,14.0,7.0,21.0,2.0,,1.0,6.0,19.0,,,,,,
176,0.0,6,M. Pasinato,2.59,0.0,-1.0,Mateus Pasinato,mateus-pasinato,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,False,Cuiabá,,1371,28,1,Mateus Pasinato,0,87603,1.0,,,,,,,,,,,,,,,,,,,
177,0.0,6,Galdames,4.38,-0.44,2.01,Pablo Ignacio Galdames Millán,galdames,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,True,Vasco,,267,28,4,Galdames,12,87660,3.0,,17.0,9.0,,,25.0,2.0,3.0,1.0,,,,1.0,,,,,,
178,2.4,6,Y. Felipe,2.04,0.42,0.05,Yago Felipe da Costa Rocha,yago-felipe,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,True,Bahia,,265,28,4,Yago Felipe,6,87747,2.0,,2.0,,,,3.0,,1.0,,,,,,,,,,,
179,0.0,6,P. Sampaio,3.84,0.0,0.7,Philipe Sampaio Azevedo,philipe-sampaio,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_cDMOhy5.png,False,Atlético-GO,,373,28,3,Philipe Sampaio,1,87808,,,,2.0,,,1.0,,,,,,,,,,,,,
180,0.0,6,M. Lemos,9.41,0.0,2.65,Paolo Mauricio Lemos Merladett,mauricio-lemos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,False,Atlético-MG,,282,28,3,Mauricio Lemos,6,87853,3.0,,4.0,1.0,,3.0,10.0,,2.0,,,,,,,,,,,
181,1.0,7,Arrascaeta,13.03,-1.19,7.12,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,True,Flamengo,,262,28,4,Arrascaeta,12,87863,1.0,,10.0,20.0,,,10.0,4.0,6.0,5.0,,,4.0,1.0,,,,1.0,,
182,2.7,7,G. Scarpa,10.9,0.28,5.79,Gustavo Henrique Furtado Scarpa,gustavo-scarpa,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,True,Atlético-MG,,282,28,4,Gustavo Scarpa,24,87999,3.0,,25.0,30.0,,,9.0,16.0,22.0,5.0,,2.0,4.0,4.0,,,,,,
183,1.2,7,A. Empereur,3.25,-0.38,2.16,Alan Pereira Empereur,alan-empereur,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,True,Cuiabá,,1371,28,3,Alan Empereur,20,88033,6.0,,14.0,11.0,,4.0,9.0,1.0,4.0,1.0,,,,,,,,,,
184,0.0,5,Ivan,3.0,0.0,0.0,Ivan Quaresma da Silva,ivan,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,False,Internacional,,285,28,1,Ivan,0,88136,,,,,,,,,,,,,,,,,,,,
185,0.5,7,J. Alonso,7.15,-0.9,4.04,Júnior Osmar Ignacio Alonso Mujica,junior-alonso,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,True,Atlético-MG,,282,28,3,Junior Alonso,8,88312,2.0,,10.0,,,3.0,13.0,,4.0,,,,1.0,,,,,,,
186,1.7,3,Ã. Romero,6.35,-2.43,4.16,Ángel Rodrigo Romero Villamayor,angel-romero,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,True,Corinthians,,264,28,5,Ángel Romero,20,88323,6.0,,14.0,34.0,,,13.0,9.0,15.0,,,,5.0,5.0,,,1.0,1.0,,
187,7.8,6,A. Lucas,8.05,0.92,4.16,Ayrton Lucas Dantas de Medeiros,ayrton-lucas,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,True,Flamengo,,262,28,2,Ayrton Lucas,23,88393,3.0,,23.0,26.0,,5.0,13.0,4.0,11.0,2.0,,2.0,1.0,,1.0,,,,,
188,0.0,6,Walace,4.65,0.0,1.05,Walace Souza Silva,walace,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,False,Cruzeiro,,283,28,4,Walace,6,88479,1.0,,4.0,4.0,,,5.0,1.0,1.0,,,,,,,,,,,
189,0.0,6,H. Hernández,3.66,0.0,0.6,Héctor José Hernández Marrero,hector-hernandez,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_48j6Cfi.png,False,Corinthians,,264,28,5,Héctor Hernández,3,89048,,,,1.0,,,1.0,,2.0,,,,,,,,,,,
190,1.1,7,Barreto,4.81,-0.05,3.2,Gustavo Bonatto Barreto,barreto,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,True,Criciúma,,288,28,4,Barreto,19,89224,3.0,,30.0,19.0,,,35.0,3.0,3.0,1.0,,1.0,2.0,1.0,1.0,,,,,
191,15.2,7,Gerson,8.35,0.91,4.72,Gerson Santos da Silva,gerson,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,True,Flamengo,,262,28,4,Gerson,26,89256,1.0,,32.0,47.0,,,25.0,10.0,11.0,5.0,,,3.0,3.0,,,,,,
192,8.7,7,J. Pedro,6.53,0.51,3.8,João Pedro Maturano dos Santos,joao-pedro,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,True,Grêmio,,284,28,2,João Pedro,21,89273,2.0,,20.0,9.0,,6.0,5.0,3.0,9.0,2.0,,2.0,,,2.0,,,,,
193,5.3,7,William,12.08,-0.15,8.16,Willian de Asevedo Furtado,william,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,True,Cruzeiro,,283,28,2,William,24,89275,6.0,,65.0,13.0,,10.0,30.0,8.0,15.0,3.0,,,5.0,,,,,,,
194,1.8,7,Braithwaite,13.05,-1.26,8.22,Martin Christensen Braithwaite,braithwaite,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,True,Grêmio,,284,28,5,Braithwaite,6,89368,,,2.0,6.0,,,10.0,2.0,6.0,1.0,,2.0,4.0,3.0,,,,,,1.0
195,0.0,6,Erick,4.62,0.0,3.25,Erick Samuel Correa Farias,erick,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,False,Juventude,,286,28,5,Erick,22,89467,1.0,,22.0,7.0,,,9.0,10.0,6.0,1.0,,,3.0,4.0,,,,,,
196,0.0,6,I. Rabello,4.69,0.0,1.92,Igor Rabello da Costa,igor-rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,False,Atlético-MG,,282,28,3,Igor Rabello,10,89493,2.0,,8.0,2.0,,3.0,8.0,1.0,1.0,,1.0,,,,1.0,,,,,
197,4.6,7,T. Maia,5.35,-0.87,3.34,Thiago Maia Alencar,thiago-maia,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,True,Internacional,,285,28,4,Thiago Maia,17,89637,2.0,,26.0,6.0,,,16.0,2.0,5.0,3.0,,,1.0,1.0,,,,,,
198,3.9,3,Calleri,9.55,0.73,3.9,Jonathan Calleri,calleri,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,True,São Paulo,,276,28,5,Calleri,23,89840,6.0,,8.0,41.0,,,32.0,9.0,12.0,2.0,,2.0,5.0,22.0,,,,1.0,,
199,0.0,7,Cristaldo,8.49,-1.25,4.73,Franco Cristaldo,cristaldo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,True,Grêmio,,284,28,4,Cristaldo,23,89846,1.0,,20.0,28.0,,,6.0,9.0,11.0,2.0,,1.0,5.0,2.0,,,,1.0,,
200,0.0,7,Dodi,3.12,-0.58,1.89,Douglas Moreira Fagundes,dodi,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,True,Grêmio,,284,28,4,Dodi,22,89883,4.0,,29.0,24.0,,,20.0,2.0,3.0,,,,,,,,,,,
201,0.0,6,B. Pacheco,7.78,0.0,4.03,Bruno de Jesus Pacheco,bruno-pacheco,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,False,Fortaleza,,356,28,2,Bruno Pacheco,16,90061,2.0,,22.0,13.0,,5.0,10.0,1.0,3.0,,,,1.0,,,,,,,
202,1.9,7,B. Henrique,8.36,-0.35,5.01,Bruno Henrique Pinto,bruno-henrique,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,True,Flamengo,,262,28,5,Bruno Henrique,19,90285,4.0,,23.0,40.0,,,30.0,8.0,8.0,,,1.0,5.0,3.0,,,,2.0,,
203,1.2,6,P. Rocha,4.21,-0.47,2.1,Pedro Rocha Neves,pedro-rocha,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,True,Criciúma,,288,28,5,Pedro Rocha,5,90302,,,4.0,2.0,,,1.0,,,1.0,,,,,,,,,,
204,1.7,2,Lincoln,5.91,0.18,3.57,Lincoln Henrique Oliveira dos Santos,lincoln,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,True,Bragantino,,280,28,4,Lincoln,17,90303,3.0,,14.0,25.0,,,9.0,2.0,7.0,1.0,,,3.0,,,,,,,
205,0.5,5,David,7.19,-0.68,3.88,David Correa da Fonseca,david,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,True,Vasco,,267,28,5,David,23,90309,5.0,,24.0,23.0,,,24.0,3.0,18.0,3.0,1.0,,4.0,9.0,,,,,,
206,0.0,6,Rezende,3.7,0.0,1.39,Júlio César de Rezende Miranda,rezende,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,False,Bahia,,265,28,4,Rezende,17,90449,3.0,,16.0,13.0,,,12.0,,2.0,,,1.0,,,,,,,,
207,0.0,5,D. Gonçalves,3.52,0.0,1.25,Diego Gonçalves,diego-goncalves,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,False,Juventude,,286,28,5,Diego Gonçalves,4,90540,,,3.0,2.0,,,1.0,,1.0,,,,,1.0,,,,,,
208,0.0,5,Caíque,4.32,0.0,2.84,Caique de Jesus Gonçalves,caique,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,False,Juventude,,286,28,4,Caíque,16,90588,5.0,,35.0,26.0,,,17.0,,2.0,,,,,,1.0,,,,,
209,0.0,6,M. Claus,4.74,0.0,3.62,Mateus Eduardo Claus,mateus-claus,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,False,Juventude,,286,28,1,Mateus Claus,4,90590,3.0,22.0,,1.0,5.0,,,,,,,,,,,,,,,
210,-0.3,7,L. Mineiro,2.52,-0.28,1.47,Lucas da Silva Izidoro,lucas-mineiro,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,True,Cuiabá,,1371,28,4,Lucas Mineiro,20,90634,4.0,,29.0,16.0,,,42.0,,4.0,,,,,1.0,,,,,,
211,3.2,7,Matheuzinho,8.66,-0.38,5.84,Matheus Martins Fogaça de Paulo,matheuzinho,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,True,Vitória,,287,28,4,Matheuzinho,24,90703,5.0,,31.0,57.0,,,17.0,14.0,16.0,4.0,,1.0,4.0,2.0,,,,,,
212,0.0,6,L. Fernando,7.45,0.0,4.66,Luiz Fernando Moraes dos Santos,luiz-fernando,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,False,Atlético-GO,,373,28,5,Luiz Fernando,23,90715,5.0,,21.0,40.0,1.0,,23.0,9.0,21.0,,,,6.0,8.0,,,,,,
213,0.0,7,F. Bruno,4.46,0.0,2.19,Fabrício Bruno Soares de Faria,fabricio-bruno,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,False,Flamengo,,262,28,3,Fabrício Bruno,21,90768,3.0,,15.0,9.0,,3.0,5.0,2.0,3.0,,,,1.0,,,,,,,
214,2.1,7,C. Eduardo,4.54,-0.12,3.07,Carlos Eduardo Ferreira de Souza,carlos-eduardo,https://s.sde.globo.com/media/person_role/2024/07/23/photo_220x220.png,True,Vitória,,287,28,5,Carlos Eduardo,8,90917,1.0,,12.0,9.0,,,4.0,3.0,6.0,,,,,5.0,1.0,,,1.0,,
215,0.0,7,Z. Marcos,2.53,0.0,1.7,José Marcos Alves Luis,ze-marcos,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,False,Juventude,,286,28,3,Zé Marcos,14,90943,5.0,,11.0,16.0,,2.0,10.0,1.0,3.0,,1.0,,,,,,,,,
216,10.7,7,Cardona,6.44,1.32,3.63,Tomás Cardona,cardona,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,True,Fortaleza,,356,28,3,Cardona,14,90947,3.0,,17.0,4.0,,7.0,21.0,1.0,2.0,,,,,1.0,,,,,,
217,6.0,3,Ronaldo,4.48,0.84,2.66,Ronaldo de Oliveira Strada,ronaldo,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,True,Atlético-GO,,373,28,1,Ronaldo,21,91101,3.0,66.0,,3.0,32.0,3.0,2.0,,,1.0,1.0,,,,,,,,1.0,
218,2.7,6,Everaldo,4.32,0.21,2.17,Everaldo Silva do Nascimento,everaldo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,True,Vitória,,287,28,5,Everaldo,8,91151,2.0,,5.0,12.0,,,6.0,1.0,,,,,1.0,,,,,,,
219,0.0,5,PK,4.6,0.0,2.68,Ítaro Patric Cardoso Calmon,pk,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,False,Vitória,,287,28,2,PK,10,91190,,,10.0,3.0,,2.0,7.0,1.0,3.0,1.0,1.0,,,2.0,,,,,,
220,1.5,6,E. Pulgar,3.88,-0.11,2.01,Erick Antonio Pulgar Farfán,erick-pulgar,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,True,Flamengo,,262,28,4,Erick Pulgar,15,91473,4.0,,26.0,8.0,,,24.0,2.0,1.0,,,1.0,,,,,,,,
221,0.0,6,R. Sam,3.95,0.0,3.17,Rodrigo Eduardo da Silva,rodrigo-sam,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,False,Juventude,,286,28,3,Rodrigo Sam,11,91509,4.0,,15.0,8.0,,3.0,13.0,,1.0,,1.0,,1.0,,,,,,,
222,11.8,7,Arboleda,8.66,1.18,4.44,Robert Abel Arboleda Escobar,arboleda,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,True,São Paulo,,276,28,3,Arboleda,23,91573,2.0,,33.0,10.0,,8.0,14.0,2.0,3.0,,,1.0,2.0,1.0,,,,,,
223,1.0,6,Rony,6.43,0.08,3.34,Ronielson da Silva Barbosa,rony,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,True,Palmeiras,,275,28,5,Rony,27,91607,4.0,,15.0,27.0,,,21.0,17.0,16.0,1.0,,,4.0,13.0,,,,,,
224,0.0,6,D. Vieira,3.55,0.0,2.1,Carlos Eduardo de Souza Vieira,dudu-vieira,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,False,Juventude,,286,28,4,Dudu Vieira,2,91627,,,3.0,,,,2.0,1.0,,,,,,,,,,,,
225,0.0,6,Adryelson,8.01,0.0,5.0,Adryelson Shawann Lima Silva,adryelson,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_8Mss0wu.png,False,Botafogo,,263,28,3,Adryelson,1,91664,,,,,,1.0,,,,,,,,,,,,,,
226,2.4,7,Marlon,7.97,-0.39,3.42,Marlon Rodrigues Xavier,marlon,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,True,Cruzeiro,,283,28,2,Marlon,19,91706,1.0,,30.0,10.0,,7.0,22.0,1.0,2.0,,2.0,,,,,,,,,
227,0.0,6,D. Duarte,6.84,0.0,8.5,David de Duarte Macedo,david-duarte,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,False,Bahia,,265,28,3,David Duarte,1,91772,,,,1.0,,,,,,,,,1.0,,,,,,,
228,11.1,7,Z. Ivaldo,6.76,1.23,4.12,José Ivaldo Almeida Silva,ze-ivaldo,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,True,Cruzeiro,,283,28,3,Zé Ivaldo,21,91866,7.0,,20.0,16.0,,8.0,21.0,9.0,13.0,,,,1.0,3.0,1.0,,,,,
229,0.0,6,Pavón,7.11,0.0,3.25,Cristian David Pavón,pavon,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,False,Grêmio,,284,28,5,Pavón,14,91908,3.0,,10.0,6.0,,,8.0,9.0,9.0,2.0,,,1.0,1.0,,,,,,
230,2.55,7,R. Díaz,8.0,-0.94,5.05,Ramón Ángel Díaz,ramon-diaz,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,True,Corinthians,,264,28,6,Ramón Díaz,16,92075,,,,,,,,,,,,,,,,5.0,,,,
231,0.0,5,Lyanco,6.53,0.0,3.13,Lyanco Evangelista Silveira Neves Vojnovic,lyanco,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,False,Atlético-MG,,282,28,3,Lyanco,6,92087,2.0,,12.0,1.0,,2.0,9.0,,2.0,,1.0,,,,,,,,,
232,0.0,6,A. Luís,2.19,0.0,0.69,Andre Luis da Costa Alfredo,andre-luis,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,False,Cuiabá,,1371,28,5,André Luís,14,92146,2.0,,4.0,12.0,,,7.0,2.0,1.0,,,,,2.0,,,,,,
233,-0.3,6,Alario,2.31,-0.45,0.22,Lucas Nicolás Alario,alario,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,True,Internacional,,285,28,5,Alario,12,92149,4.0,,1.0,4.0,,,14.0,2.0,9.0,,,,,9.0,1.0,,,,,
234,3.69,7,J. Ventura,5.66,0.34,3.78,Jair Ventura,jair-ventura,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,True,Juventude,,286,28,6,Jair Ventura,19,92180,,,,,,,,,,,,,,,,5.0,,,,
235,0.0,7,Caíque,3.46,0.0,1.0,Caíque Luiz Santos da Purificação,caique,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,False,Grêmio,,284,28,1,Caíque,3,92207,1.0,9.0,,,5.0,,,,,,,,,,,,,,,
236,0.0,6,R. Ely,5.7,0.0,3.93,Rodrigo Ely,rodrigo-ely,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,False,Grêmio,,284,28,3,Rodrigo Ely,15,92237,4.0,,13.0,8.0,,5.0,10.0,5.0,7.0,,,1.0,1.0,1.0,1.0,,,,,
237,-2.7,3,A. Ramalho,4.83,-0.71,1.85,André Ramalho Silva,andre-ramalho,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,True,Corinthians,,264,28,3,André Ramalho,10,92440,3.0,,12.0,5.0,,2.0,11.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,
238,1.2,6,Raul,2.94,0.15,2.62,Raul Lô Gonçalves,raul,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,True,Bragantino,,280,28,4,Raul,19,92496,1.0,,29.0,10.0,,,18.0,2.0,5.0,1.0,,,1.0,,,,,,,1.0
239,5.6,6,R. Kayzer,6.23,-0.18,3.64,Renato Kayzer de Souza,renato-kayzer,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,True,Fortaleza,,356,28,5,Renato Kayzer,23,92696,2.0,,15.0,24.0,,,29.0,8.0,13.0,1.0,1.0,1.0,5.0,8.0,,,,,,
240,0.2,6,Deyverson,6.01,-1.63,2.69,Deyverson Brum Silva Acosta,deyverson,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,True,Atlético-MG,,282,28,5,Deyverson,10,92708,2.0,,1.0,12.0,,,9.0,4.0,3.0,1.0,,,2.0,8.0,,,1.0,1.0,,
241,0.0,5,B. Rodrigues,5.0,0.0,0.0,Bruno Rafael Rodrigues do Nascimento,bruno-rodrigues,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,False,Palmeiras,,275,28,5,Bruno Rodrigues,0,92811,,,,,,,,,,,,,,,,,,,,
242,0.0,6,Borré,11.48,0.0,6.79,Rafael Santos Borré Maury,borre,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,False,Internacional,,285,28,5,Borré,12,92854,3.0,,16.0,10.0,,,20.0,10.0,14.0,1.0,,1.0,5.0,8.0,,,1.0,,,
243,2.4,7,Ronaldo,7.9,0.0,6.0,Ronaldo da Silva Souza,ronaldo,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,True,Juventude,,286,28,4,Ronaldo,3,92981,,,7.0,4.0,,,4.0,,1.0,,,,1.0,,,,,,,
244,1.0,6,M. Vital,3.68,0.0,1.63,Mateus da Silva Vital Assumpção,mateus-vital,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,True,Cruzeiro,,283,28,4,Mateus Vital,12,93108,,,1.0,10.0,,,1.0,2.0,4.0,,,,1.0,,,,,,,
245,0.0,6,Wanderson,4.78,0.0,1.87,Wanderson Maciel Sousa Campos,wanderson,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,False,Internacional,,285,28,5,Wanderson,14,93478,2.0,,9.0,10.0,,,12.0,4.0,4.0,,,,1.0,2.0,,,,,,
246,7.7,7,B. Tubarão,4.26,0.97,1.95,Bruno Nunes de Barros,bruno-tubarao,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,True,Atlético-GO,,373,28,2,Bruno Tubarão,13,93637,2.0,,14.0,8.0,,1.0,11.0,2.0,3.0,,,,,1.0,,,,,,
247,0.0,6,G. Inocêncio,4.65,0.0,3.47,Gabriel de Souza Inocêncio,gabriel-inocencio,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,False,Juventude,,286,28,2,Gabriel Inocêncio,13,93702,2.0,,19.0,15.0,,4.0,19.0,1.0,3.0,,,,,2.0,1.0,,,,,
248,2.4,2,P. Henrique,6.19,0.26,4.36,Paulo Henrique de Oliveira Alves,paulo-henrique,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,True,Vasco,,267,28,2,Paulo Henrique,26,93716,4.0,,59.0,18.0,,6.0,35.0,3.0,8.0,,,,1.0,,,,,,,
249,-1.0,7,M. Freitas,3.74,-0.12,2.19,Marlon Rodrigues Freitas,marlon-freitas,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,False,Botafogo,,263,28,4,Marlon Freitas,23,93790,7.0,,24.0,5.0,,,18.0,3.0,6.0,4.0,,1.0,,,,,,,,
250,0.0,6,Keiller,4.0,0.0,0.0,Keiller da Silva Nunes,keiller,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,False,Vasco,,267,28,1,Keiller,0,93834,,,,,,,,,,,,,,,,,,,,
251,3.0,7,Cleiton,6.48,-0.51,3.67,Cleiton Schwengber,cleiton,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,True,Bragantino,,280,28,1,Cleiton,19,93882,2.0,67.0,,4.0,23.0,3.0,1.0,,,,1.0,,,,,,,,2.0,
252,0.0,2,Matheusinho,6.2,0.0,4.61,Matheus Leonardo Sales Cardoso,matheusinho,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,False,Criciúma,,288,28,4,Matheusinho,17,93886,2.0,,15.0,16.0,,,11.0,4.0,10.0,2.0,,1.0,4.0,2.0,,,,,,
253,5.3,7,B. Lopes,8.19,0.55,5.11,Breno Henrique Vasconcelos Lopes,breno-lopes,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,True,Fortaleza,,356,28,5,Breno Lopes,22,93988,5.0,,16.0,46.0,,,13.0,11.0,18.0,3.0,,1.0,4.0,6.0,,,,2.0,,
254,9.0,7,John,8.07,0.01,4.65,John Victor Maciel Furtado,john,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,True,Botafogo,,263,28,1,John,25,94044,2.0,76.0,,3.0,21.0,11.0,1.0,,,,,,,,,,,,1.0,
