,atletas.nome,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.apelido,atletas.clube_id,atletas.slug,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.atleta_id,atletas.foto,atletas.status_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.posicao_id,atletas.variacao_num,atletas.rodada_id,atletas.pontos_num,CA,DS,FC,FF,FS,SG,A,FD,G,I,FT,DE,DP,GS,PC,PP,PS,V,GC,CV
356,Thiago Beserra dos Santos Conti,,False,Thiaguinho,286,thiaguinho,3,-0.1,1.31,102599,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,7,Thiaguinho,Juventude,4,0.0,8,0.0,,1.0,5.0,,2.0,,,,,,,,,,1.0,,,,,
357,Julimar Silva Oliveira Júnior,,False,Julimar,293,julimar,7,3.09,4.6,102796,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,6,Julimar,Athlético-PR,5,0.0,8,0.0,1.0,7.0,7.0,4.0,2.0,,1.0,6.0,,1.0,,,,,,,,,,
358,Miguel David Terans Pérez,,False,Terans,266,terans,3,0.23,4.75,102878,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,6,Terans,Fluminense,4,0.0,8,0.0,,,1.0,,2.0,,,,,,,,,,,,,,,
359,Anderson Silva da Paixão,,True,Anderson,283,anderson,7,1.93,2.42,102906,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,7,Anderson,Cruzeiro,1,0.41,8,2.5,1.0,,,,1.0,1.0,,,,,,19.0,,10.0,,,,,,
360,Matheus Henrique Teixeira,,False,Matheus Teixeira,288,matheus-teixeira,0,0.0,3.0,102907,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,6,M. Teixeira,Criciúma,1,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
361,Luan Vinícius da Silva Santos,,True,Luan Vinícius,287,luan-vinicius,4,-0.23,2.61,102909,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,7,L. Vinícius,Vitória,4,-0.44,8,-0.3,,,3.0,,,,,,,,,,,,,,,,,
362,Agustín Canobbio Graviz,,False,Canobbio,293,canobbio,6,5.48,10.2,102928,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,6,Canobbio,Athlético-PR,5,0.0,8,0.0,,7.0,6.0,6.0,5.0,,1.0,1.0,2.0,2.0,,,,,,,,,,1.0
363,Ignacio Jesús Laquintana Marsico - Nacho,,False,Laquintana,280,laquintana,4,3.05,4.23,103014,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_lsx86RT.png,6,Laquintana,Bragantino,5,0.0,8,0.0,,2.0,1.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,
364,Mateus Gonçalves Martins,,False,Mateus Gonçalves,287,mateus-goncalves,4,1.3,2.83,103076,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ASVHNr0.png,5,M. Gonçalves,Vitória,5,0.0,8,0.0,,1.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,
365,Eric dos Santos Rodrigues,,True,Eric Ramires,280,eric-ramires,8,4.28,6.34,103295,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,7,E. Ramires,Bragantino,4,-1.32,8,1.0,1.0,7.0,8.0,7.0,8.0,,1.0,3.0,1.0,,1.0,,,,,,,,,
366,Matheus Alexandre Anastácio de Souza,,False,Matheus Alexandre,1371,matheus-alexandre,4,1.73,4.26,103347,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,7,M. Alexandre,Cuiabá,2,0.0,8,0.0,2.0,8.0,5.0,1.0,,,,,,,,,,,,,,,,
367,Leandro Emmanuel Martínez,,True,Emmanuel Martínez,356,emmanuel-martinez,2,3.2,6.75,103388,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,7,E. Martínez,Fortaleza,4,-0.14,8,2.5,1.0,2.0,2.0,3.0,4.0,,,1.0,,,,,,,,,,,,
368,Kaio Jorge Pinto Ramos,,False,Kaio Jorge,283,kaio-jorge,0,0.0,8.0,103445,https://s.sde.globo.com/media/person_role/2024/06/11/photo_220x220_GXGWlqW.png,6,K. Jorge,Cruzeiro,5,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
369,João Victor Andrade Caetano,,True,Caetano,264,caetano,1,2.4,5.43,103575,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,2,Caetano,Corinthians,3,0.43,8,2.4,,2.0,,,,,,,,,,,,,,,,,,
370,Rafael Bilu Mudesto,,False,Rafael Bilu,283,rafael-bilu,0,0.0,2.0,103576,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_rDWVVAO.png,6,R. Bilu,Cruzeiro,5,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
371,Kaíque Rocha Lima,,True,Kaíque Rocha,293,kaique-rocha,8,5.02,7.03,103684,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,7,K. Rocha,Athlético-PR,3,-0.21,8,0.5,,14.0,4.0,2.0,6.0,4.0,,,,,,,,,,,,,,
372,Jadsom Meemyas de Oliveira da Silva,,True,Jadsom Silva,280,jadsom-silva,8,1.63,2.8,103695,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,7,J. Silva,Bragantino,4,-0.79,8,0.0,2.0,13.0,9.0,2.0,1.0,,,,,,,,,,,,,,,
373,Gabriel Veron Fonseca de Souza,,True,Gabriel Veron,283,gabriel-veron,6,0.98,3.41,103764,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,2,G. Veron,Cruzeiro,5,-0.38,8,0.9,,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,
374,Gabriel Vinícius Menino,,True,Gabriel Menino,275,gabriel-menino,7,2.53,5.12,103767,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,6,G. Menino,Palmeiras,4,-0.74,8,0.0,2.0,11.0,9.0,5.0,8.0,,,1.0,,,,,,,,,,,,
375,Higor Matheus Meritão,,True,Higor Meritão,288,higor-meritao,5,3.3,3.74,103987,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,7,H. Meritão,Criciúma,4,0.16,8,2.1,2.0,7.0,7.0,2.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,
376,José Sabino Chagas Monteiro,,False,Sabino,276,sabino,0,0.0,5.0,104075,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,6,Sabino,São Paulo,3,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
377,Carlos Miguel dos Santos Pereira,,True,Carlos Miguel,264,carlos-miguel,5,4.7,7.07,104084,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_2FClDmd.png,7,C. Miguel,Corinthians,1,0.4,8,4.0,2.0,,,,1.0,2.0,,,,,,19.0,,5.0,,,,,,
378,Bruno de Lara Fuchs,,True,Bruno Fuchs,282,bruno-fuchs,3,1.07,4.93,104085,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,7,B. Fuchs,Atlético-MG,3,-0.49,8,0.4,1.0,2.0,4.0,,2.0,1.0,,,,,,,,,,,,,,1.0
379,Lucas Willians Assis Arcanjo,,True,Lucas Arcanjo,287,lucas-arcanjo,7,1.21,2.55,104118,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,7,L. Arcanjo,Vitória,1,-0.46,8,-1.0,1.0,,,,1.0,,,,,,,23.0,,14.0,,,,,,
380,Ruan de Oliveira Ferreira,,False,Ruan,264,ruan,0,0.0,3.0,104153,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,6,Ruan,Corinthians,4,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
381,Raul Jonas Steffens,,False,Raul,263,raul,0,0.0,2.0,104191,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,6,Raul,Botafogo,1,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
382,Edson Guilherme Mendes dos Santos,,False,Edson Carioca,286,edson-carioca,0,0.0,2.0,104204,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,6,E. Carioca,Juventude,5,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
383,João Victor da Silva Marcelino,,False,João Victor,267,joao-victor,5,1.2,4.1,104250,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,2,J. Victor,Vasco,3,0.0,8,0.0,1.0,7.0,4.0,1.0,4.0,,,,,,,,,,,,,,,1.0
384,Adriano Martins da Fonseca,,True,Adriano Martins,373,adriano-martins,5,1.46,3.13,104253,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,7,A. Martins,Atlético-GO,3,-0.72,8,0.5,2.0,4.0,7.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,
385,João Lucas de Almeida Carvalho,,False,João Lucas,286,joao-lucas,5,4.14,5.43,104257,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,7,J. Lucas,Juventude,2,0.0,8,0.0,1.0,11.0,6.0,2.0,5.0,1.0,,1.0,,,,,,,,,,,,
386,Lucas Felipe Calegari,,False,Calegari,266,calegari,0,0.0,3.0,104276,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_YfMFo2m.png,6,Calegari,Fluminense,2,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
387,Eduardo Marcelo Rodrigues Nunes,,False,Dudu,287,dudu,4,3.2,4.48,104330,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_6VpYPLs.png,6,Dudu,Vitória,4,0.0,8,0.0,2.0,14.0,5.0,,5.0,,,,,,,,,,,,,,,1.0
388,Matheus Mendes Werneck de Oliveira,,False,Matheus Mendes,282,matheus-mendes,0,0.0,3.0,104383,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,7,M. Mendes,Atlético-MG,1,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
389,Igor Gomes Silva,,True,Igor Gomes,285,igor-gomes,3,4.9,6.32,104385,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mxuErJK.png,6,I. Gomes,Internacional,3,0.47,8,5.0,,,1.0,,,3.0,,,,,,,,,,,,,,
390,Christian Roberto Alves Cardoso,,True,Christian,293,christian,4,1.35,5.23,104502,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,7,Christian,Athlético-PR,4,-0.02,8,2.1,1.0,3.0,9.0,1.0,7.0,,,1.0,,,,,,,,,,,,
391,Fabrício Oliveira de Souza,,False,Fabrício,280,fabricio,0,0.0,0.85,104588,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,6,Fabrício,Bragantino,1,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
392,Moisés Vieira da Veiga,,False,Moisés,356,moises,6,1.28,4.38,104666,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,5,Moisés,Fortaleza,5,0.0,8,0.0,,,,3.0,1.0,,,4.0,,,,,,,,,,,,
393,Newton Araújo da Costa Júnior,,False,Newton,288,newton,1,1.7,1.42,104693,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,6,Newton,Criciúma,4,0.0,8,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,
394,Juan Pablo Vojvoda Rizzo,,True,Juan Vojvoda,356,juan-vojvoda,7,4.51,8.44,104754,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,7,J. Vojvoda,Fortaleza,6,-0.79,8,2.43,,,,,,,,,,,,,,,,,,2.0,,
395,Leonardo Ezequiel Godoy,,True,Leo Godoy,293,leo-godoy,7,3.71,6.85,104759,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,7,L. Godoy,Athlético-PR,2,-0.78,8,-0.3,2.0,2.0,12.0,1.0,1.0,4.0,,,1.0,1.0,,,,,,,,,,
396,Nicolás Brian Acevedo Tabárez,,False,Acevedo,265,acevedo,0,0.0,5.0,104783,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,5,Acevedo,Bahia,4,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
397,Wagner Leonardo Calvelo de Souza,,True,Wagner Leonardo,287,wagner-leonardo,6,1.9,4.09,104994,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,7,W. Leonardo,Vitória,3,-0.04,8,1.2,,3.0,3.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,1.0
398,João Marcelo Messias Ferreira,,True,João Marcelo,283,joao-marcelo,7,3.45,4.53,105047,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,7,J. Marcelo,Cruzeiro,3,0.92,8,6.0,1.0,10.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,
399,Bento Matheus Krepski,,False,Bento,293,bento,7,6.29,10.15,105208,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_CEULB4Y.png,6,Bento,Athlético-PR,1,0.0,8,0.0,1.0,,,,,4.0,,,,,,23.0,1.0,4.0,1.0,,,,,
400,Nahuel Adolfo Ferraresi Hernández,,False,Ferraresi,276,ferraresi,4,4.47,5.97,105300,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,6,Ferraresi,São Paulo,3,0.0,8,0.0,,4.0,4.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
401,Gabriel Lheman Xavier - Lhman,,True,Gabriel Xavier,265,gabriel-xavier,6,3.98,6.25,105373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,7,G. Xavier,Bahia,3,1.27,8,6.4,2.0,8.0,10.0,2.0,3.0,3.0,,1.0,,,,,,,,,,,,
402,Matheus Lima Beltrão Oliveira Valin,,False,Matheus Bidu,264,matheus-bidu,1,9.0,6.45,105531,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,6,M. Bidu,Corinthians,2,0.0,8,0.0,,2.0,2.0,,2.0,1.0,,1.0,,,,,,,,,,,,
403,Rikelme Hernandes Amorim Rocha,,False,Rikelme,1371,rikelme,4,1.8,4.24,105547,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_GWnqoHo.png,6,Rikelme,Cuiabá,2,0.0,8,0.0,,5.0,3.0,,2.0,,,1.0,,1.0,,,,,,,,,,
404,Juan Martín Lucero,,True,Lucero,356,lucero,6,2.1,8.14,105568,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,7,Lucero,Fortaleza,5,-0.13,8,2.0,2.0,1.0,5.0,2.0,6.0,,,2.0,1.0,1.0,,,,,,,,,,
405,Lucas Piton Crivellaro,,True,Lucas Piton,267,lucas-piton,8,2.26,5.25,105584,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,7,L. Piton,Vasco,2,-0.2,8,0.5,2.0,16.0,11.0,4.0,2.0,,,,,,,,,,,,,,,
406,Roni Medeiros de Moura,,False,Roni,373,roni,3,0.4,2.62,105585,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,6,Roni,Atlético-GO,4,0.0,8,0.0,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,
407,Maurício Magalhães Prado,,False,Maurício,285,mauricio,5,2.56,6.27,105647,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mH51PBM.png,5,Maurício,Internacional,4,0.0,8,0.0,1.0,6.0,4.0,3.0,6.0,,,2.0,,,,,,,,,,,,
408,Wesley Ribeiro Silva,,True,Wesley,285,wesley,6,8.27,10.82,105811,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,7,Wesley,Internacional,5,-0.22,8,3.9,2.0,11.0,15.0,9.0,23.0,,1.0,2.0,2.0,2.0,,,,,,,1.0,,,
409,Lucas Belezi Barbosa,,False,Belezi,293,belezi,0,0.0,2.0,105844,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,6,Belezi,Athlético-PR,3,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
410,Matheus de Araújo Andrade,,False,Matheus Araújo,264,matheus-araujo,0,0.0,4.0,105845,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,6,M. Araújo,Corinthians,4,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
411,José Gabriel dos Santos Silva,,True,Zé Gabriel,267,ze-gabriel,4,0.2,2.61,105902,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JGhasXI.png,7,Z. Gabriel,Vasco,4,0.74,8,3.8,2.0,3.0,7.0,1.0,1.0,,,,,,,,,,,,,,,
412,Rômulo Zanre Zwarg,,False,Rômulo,285,romulo,2,2.7,3.73,105911,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,6,Rômulo,Internacional,4,0.0,8,0.0,1.0,5.0,2.0,,2.0,,,,,,,,,,,,,,,
413,Sergio Ramón Rochet Álvarez,,False,Rochet,285,rochet,5,4.0,6.62,105949,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,6,Rochet,Internacional,1,0.0,8,0.0,1.0,,,,4.0,2.0,,,,,,12.0,,3.0,,,,,,
414,Ewerthon Diógenes da Silva,,True,Ewerthon,286,ewerthon,1,3.3,3.98,106082,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,6,Ewerthon,Juventude,2,0.98,8,3.3,,2.0,1.0,,,,,1.0,,,,,,,,,,,,
415,Thiago Carpini Barbosa,,True,Thiago Carpini,287,thiago-carpini,4,3.15,7.4,106147,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,7,T. Carpini,Vitória,6,-0.05,8,3.72,,,,,,,,,,,,,,,,,,,,
416,Lucas Alexandre Galdino de Azevedo,,False,Lucão,280,lucao,2,1.5,3.08,106160,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,6,Lucão,Bragantino,1,0.0,8,0.0,,,,,,,,,,,,5.0,,2.0,,,,,,
417,Bruno Gomes da Silva Clevelário,,True,Bruno Gomes,285,bruno-gomes,3,-0.4,2.3,106202,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,6,B. Gomes,Internacional,4,-0.39,8,-1.0,1.0,,4.0,,2.0,,,,,,,,,,,,,,,
418,Leonardo Javier Realpe Montaño,,False,Realpe,280,realpe,0,0.0,4.0,106299,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_csUs5UL.png,6,Realpe,Bragantino,3,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
419,Caio Alexandre Souza e Silva,,True,Caio Alexandre,265,caio-alexandre,7,2.1,5.14,106323,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,7,C. Alexandre,Bahia,4,-0.92,8,-0.5,1.0,9.0,6.0,,11.0,,,1.0,,,,,,,,,,,,
420,Wesley David de Oliveira Andrade,,False,Wesley Gasolina,283,wesley-gasolina,0,0.0,2.0,106327,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,6,W. Gasolina,Cruzeiro,2,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
421,Jhonata Robert Alves da Silva,,False,Jhonata Robert,284,jhonata-robert,0,0.0,2.0,106371,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_N5NG9cx.png,6,J. Robert,Grêmio,5,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
422,Eduardo Gonzaga Mendes Santos,,True,Eduardo Santos,280,eduardo-santos,5,2.4,3.84,106434,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,7,E. Santos,Bragantino,3,-1.27,8,-0.5,1.0,5.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
423,Lucas Hernán Villalba,,True,Villalba,283,villalba,1,0.0,4.51,106593,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,6,Villalba,Cruzeiro,3,-0.49,8,0.0,,,,,,,,,,,,,,,,,,,,
424,Rodrigo Nestor Bertalia,,True,Rodrigo Nestor,276,rodrigo-nestor,6,2.07,4.95,106822,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,7,R. Nestor,São Paulo,4,-0.44,8,0.2,2.0,3.0,4.0,1.0,3.0,,1.0,4.0,,1.0,,,,,,,,,,
425,Welington Damascena Santos,,True,Welington,276,welington,6,7.37,9.3,106824,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,7,Welington,São Paulo,2,-0.52,8,6.6,,12.0,5.0,2.0,7.0,4.0,1.0,1.0,,,,,,,,,,,,
426,Patryck Lanza dos Reis,,False,Patryck,276,patryck,1,3.6,3.19,106829,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,6,Patryck,São Paulo,2,0.0,8,0.0,,3.0,,,,,,,,,,,,,,,,,,
427,Juan Santos da Silva,,True,Juan,276,juan,4,2.85,3.8,106831,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_uPYz8tk.png,6,Juan,São Paulo,5,-0.69,8,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,
428,Luan Patrick Wiedthauper,,False,Luan Patrick,293,luan-patrick,0,0.0,5.0,106835,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,6,L. Patrick,Athlético-PR,3,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
429,Clayton Fernandes Silva,,False,Clayton,267,clayton,4,1.25,3.65,106931,https://s.sde.globo.com/media/person_role/2024/03/12/photo_220x220_tVZpibR.png,6,Clayton,Vasco,5,0.0,8,0.0,,1.0,2.0,4.0,,,,1.0,,,,,,,,,,,,
430,Fernando Augusto Pereira Bueno Júnior,,False,Fernando,293,fernando,2,3.8,5.55,106950,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,6,Fernando,Athlético-PR,2,0.0,8,0.0,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
431,Luciano Batista da Silva Júnior,,True,Luciano Juba,265,luciano-juba,7,3.9,6.22,107093,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,7,L. Juba,Bahia,2,0.65,8,5.5,,9.0,,,3.0,3.0,,,,,,,,,,,,,,
432,Richard Ríos Montoya,,False,Richard Ríos,275,richard-rios,7,3.83,7.37,107111,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,6,R. Ríos,Palmeiras,4,0.0,8,0.0,1.0,11.0,8.0,2.0,9.0,,,,1.0,1.0,1.0,,,,,,,,,
433,Jefferson Ruan Pereira dos Santos,,False,Jeffinho,263,jeffinho,6,3.92,6.73,107170,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,5,Jeffinho,Botafogo,5,0.0,8,0.0,2.0,3.0,7.0,4.0,6.0,,1.0,4.0,1.0,,,,,,,,,,,
434,Patrick de Paula Carreiro,,True,Patrick de Paula,263,patrick-de-paula,2,-0.4,2.01,107172,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_tS5MIor.png,6,P. Paula,Botafogo,4,-0.19,8,-0.3,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
435,Michel Daryl Araújo Villar,,False,Michel Araújo,276,michel-araujo,6,1.65,4.48,107173,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,6,M. Araújo,São Paulo,4,0.0,8,0.0,3.0,3.0,6.0,3.0,5.0,,1.0,1.0,,,,,,,,,,,,
436,Matheus Planelles Donelli,,False,Matheus Donelli,264,matheus-donelli,0,0.0,2.0,107179,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,6,M. Donelli,Corinthians,1,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
437,Leonardo Matias Baiersdorf Linck,,True,Léo Linck,293,leo-linck,1,3.0,3.86,107183,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,7,L. Linck,Athlético-PR,1,0.86,8,3.0,,,,,,,,,,,,4.0,,1.0,,,,,,
438,Leonardo Ataíde de Oliveira Siqueira,,False,Leonardo Ataíde,293,leonardo-ataide,0,0.0,2.0,107191,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,6,L. Ataíde,Athlético-PR,2,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
439,Max Alves da Silva,,True,Max,1371,max,3,1.67,2.56,107203,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,7,Max,Cuiabá,4,0.09,8,1.8,,1.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,
440,Gustavo Garcia dos Santos,,False,Gustavo Garcia,275,gustavo-garcia,0,0.0,3.0,107225,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jWfyxOy.png,6,G. Garcia,Palmeiras,2,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
441,Vanderlan Barbosa da Silva,,False,Vanderlan,275,vanderlan,2,6.15,6.88,107236,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,6,Vanderlan,Palmeiras,2,0.0,8,0.0,,2.0,3.0,1.0,,2.0,,,,,,,,,,,,,,
442,Marcelo José de Lima Filho,,True,Marcelinho,286,marcelinho,6,2.77,3.86,107238,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,7,Marcelinho,Juventude,5,-0.45,8,1.5,,2.0,3.0,4.0,7.0,,1.0,3.0,,2.0,,,,,,,,,,
443,Jose Vitor Silva Neves,,False,Zé Vitor,293,ze-vitor,4,-0.37,1.32,107256,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,6,Z. Vitor,Athlético-PR,4,0.0,8,0.0,2.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,
444,André Trindade da Costa Neto,,False,André,266,andre,2,2.65,7.41,107498,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_0Njhcgz.png,5,André,Fluminense,4,0.0,8,0.0,2.0,5.0,4.0,,5.0,,,,,,,,,,,,,,,
445,Kleiton Pego Duarte,,False,Kleiton,286,kleiton,1,3.3,2.8,107513,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_lPIUydl.png,6,Kleiton,Juventude,5,0.0,8,0.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,
446,Thayllon Lopes Medeiros,,False,Thayllon,373,thayllon,0,0.0,2.0,107664,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,6,Thayllon,Atlético-GO,5,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,
