,atletas.status_id,atletas.posicao_id,atletas.pontos_num,atletas.atleta_id,atletas.variacao_num,atletas.apelido,atletas.preco_num,atletas.apelido_abreviado,atletas.nome,atletas.slug,atletas.jogos_num,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.clube_id,atletas.media_num,atletas.rodada_id,atletas.foto,CA,DS,FC,FF,FS,I,SG,A,G,DE,GS,V,FD,FT,CV,PC,PS,DP,PP,GC
168,7,3,8.4,87225,0.7,Pedro Henrique,6.29,P. Henrique,Pedro Henrique Ribeiro Gonçalves,pedro-henrique,20,Bragantino,,True,280,3.0,32,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,3.0,28.0,16.0,1.0,13.0,2.0,4.0,,1.0,,,,1.0,,,2.0,,,,
169,6,2,2.1,87228,0.01,Guilherme Arana,10.2,G. Arana,Guilherme Antonio Arana Lopes,guilherme-arana,15,Atlético-MG,,True,282,4.92,32,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,4.0,23.0,12.0,8.0,10.0,2.0,4.0,1.0,1.0,,,,8.0,,,,,,,
170,6,4,-0.3,87242,-0.09,Carlos de Pena,2.38,C. Pena,Carlos María de Pena Bonino,carlos-de-pena,26,Bahia,,True,265,1.14,32,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_X3cGPAX.png,4.0,9.0,9.0,6.0,7.0,,,3.0,,,,,2.0,,,,,,,
171,6,5,0.0,87258,0.0,Soteldo,10.18,Soteldo,Yeferson Julio Soteldo Martínez,soteldo,17,Grêmio,,False,284,5.05,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,1.0,8.0,4.0,4.0,27.0,3.0,,2.0,5.0,,,,5.0,2.0,,,,,,
172,6,3,0.0,87342,0.0,Kannemann,4.46,Kannemann,Walter Kannemann,kannemann,13,Grêmio,,False,284,2.79,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,7.0,17.0,22.0,3.0,10.0,,3.0,2.0,,,,,1.0,,1.0,1.0,,,,
173,7,5,3.7,87391,0.03,Allano,4.12,Allano,Allano Brendon de Souza Lima,allano,20,Criciúma,,True,288,3.0,32,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,6.0,25.0,28.0,8.0,38.0,6.0,,2.0,,,,,8.0,2.0,2.0,,,,,
174,7,4,0.0,87470,0.0,Thaciano,6.37,Thaciano,Thaciano Mickael da Silva,thaciano,28,Bahia,,False,265,3.72,32,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,5.0,17.0,18.0,24.0,13.0,21.0,,2.0,6.0,,,,8.0,1.0,,,,,,
175,6,1,0.0,87603,0.0,Mateus Pasinato,2.59,M. Pasinato,Mateus Pasinato,mateus-pasinato,0,Cuiabá,,False,1371,-1.0,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,1.0,,,,,,,,,,,,,,,,,,,
176,6,4,0.0,87660,-0.91,Galdames,4.3,Galdames,Pablo Ignacio Galdames Millán,galdames,15,Vasco,,True,267,2.07,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,4.0,19.0,27.0,3.0,9.0,1.0,,2.0,,,,,3.0,,,,,,,
177,6,4,0.0,87747,0.0,Yago Felipe,1.83,Y. Felipe,Yago Felipe da Costa Rocha,yago-felipe,7,Bahia,,False,265,0.16,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,2.0,3.0,6.0,1.0,1.0,,,,,,,,,,,,,,,
178,6,3,0.0,87808,0.0,Philipe Sampaio,3.84,P. Sampaio,Philipe Sampaio Azevedo,philipe-sampaio,1,Atlético-GO,,False,373,0.7,32,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_cDMOhy5.png,,,1.0,,2.0,,,,,,,,,,,,,,,
179,6,3,0.0,87853,0.0,Mauricio Lemos,9.13,M. Lemos,Paolo Mauricio Lemos Merladett,mauricio-lemos,7,Atlético-MG,,False,282,2.43,32,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,3.0,5.0,10.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,
180,6,4,0.0,87863,0.0,Arrascaeta,15.07,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,15,Flamengo,,False,262,7.26,32,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,3.0,14.0,11.0,9.0,28.0,2.0,,5.0,5.0,,,,7.0,1.0,,,1.0,,,
181,6,4,0.0,87999,0.0,Gustavo Scarpa,10.1,G. Scarpa,Gustavo Henrique Furtado Scarpa,gustavo-scarpa,26,Atlético-MG,,False,282,5.37,32,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,3.0,26.0,10.0,22.0,33.0,4.0,,5.0,4.0,,,,17.0,2.0,1.0,,,,,
182,6,3,0.0,88033,0.0,Alan Empereur,3.99,A. Empereur,Alan Pereira Empereur,alan-empereur,22,Cuiabá,,False,1371,2.52,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,6.0,14.0,9.0,4.0,13.0,,6.0,1.0,,,,,2.0,,,,,,,
183,5,1,0.0,88136,0.0,Ivan,3.0,Ivan,Ivan Quaresma da Silva,ivan,0,Internacional,,False,285,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,,,,,,,,,,,,,,,,,,,,
184,6,3,0.0,88312,0.0,Junior Alonso,7.01,J. Alonso,Júnior Osmar Ignacio Alonso Mujica,junior-alonso,9,Atlético-MG,,False,282,3.72,32,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,2.0,11.0,13.0,4.0,,,3.0,,1.0,,,,,,,,,,,
185,6,5,2.2,88323,-0.04,Ángel Romero,6.21,Ã. Romero,Ángel Rodrigo Romero Villamayor,angel-romero,23,Corinthians,,True,264,3.86,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,6.0,18.0,15.0,16.0,36.0,7.0,,,5.0,,,,9.0,,,,1.0,,1.0,
186,6,2,7.9,88393,0.78,Ayrton Lucas,8.23,A. Lucas,Ayrton Lucas Dantas de Medeiros,ayrton-lucas,27,Flamengo,,True,262,4.56,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,3.0,30.0,20.0,13.0,29.0,,7.0,2.0,2.0,,,,4.0,2.0,,1.0,,,,
187,7,4,-0.6,88479,-0.69,Walace,3.87,Walace,Walace Souza Silva,walace,9,Cruzeiro,,True,283,1.04,32,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,2.0,8.0,9.0,1.0,5.0,,,,,,,,1.0,,,,,,,
188,5,5,0.0,89048,0.0,Héctor Hernández,3.66,H. Hernández,Héctor José Hernández Marrero,hector-hernandez,3,Corinthians,,False,264,0.6,32,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_48j6Cfi.png,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
189,7,4,3.1,89224,-0.09,Barreto,4.95,Barreto,Gustavo Bonatto Barreto,barreto,23,Criciúma,,True,288,3.05,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,3.0,37.0,39.0,4.0,22.0,1.0,,1.0,2.0,,,,3.0,1.0,,1.0,,,,
190,6,4,0.0,89256,0.0,Gerson,8.59,Gerson,Gerson Santos da Silva,gerson,28,Flamengo,,False,262,5.02,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,1.0,33.0,25.0,13.0,53.0,4.0,,7.0,3.0,,,,11.0,,,,1.0,,,
191,6,2,0.0,89273,0.0,João Pedro,5.22,J. Pedro,João Pedro Maturano dos Santos,joao-pedro,24,Grêmio,,False,284,3.38,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,3.0,22.0,9.0,9.0,9.0,1.0,6.0,2.0,,,,,4.0,2.0,,2.0,,,,
192,7,2,5.2,89275,0.29,William,11.63,William,Willian de Asevedo Furtado,william,28,Cruzeiro,,True,283,7.45,32,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,7.0,73.0,34.0,19.0,17.0,,10.0,3.0,5.0,,,,8.0,,,,,,,
193,6,5,0.0,89368,0.0,Braithwaite,12.96,Braithwaite,Martin Christensen Braithwaite,braithwaite,9,Grêmio,,False,284,7.32,32,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,1.0,3.0,15.0,6.0,11.0,3.0,,2.0,5.0,,,,4.0,2.0,,,,,,1.0
194,6,5,0.8,89467,-0.01,Erick,4.45,Erick,Erick Samuel Correa Farias,erick,26,Juventude,,True,286,2.83,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,1.0,22.0,9.0,7.0,7.0,4.0,,1.0,3.0,,,,11.0,,,,,,,
195,6,3,3.8,89493,0.3,Igor Rabello,5.26,I. Rabello,Igor Rabello da Costa,igor-rabello,13,Atlético-MG,,True,282,1.87,32,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,2.0,11.0,10.0,2.0,5.0,1.0,3.0,,,,,,1.0,,1.0,1.0,,,,
196,6,4,3.4,89637,0.63,Thiago Maia,5.04,T. Maia,Thiago Maia Alencar,thiago-maia,20,Internacional,,True,285,3.07,32,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,4.0,29.0,22.0,6.0,8.0,1.0,,4.0,1.0,,,,2.0,,,2.0,,,,
197,7,5,0.3,89840,-1.1,Calleri,8.99,Calleri,Jonathan Calleri,calleri,26,São Paulo,,True,276,4.03,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,6.0,11.0,36.0,13.0,45.0,23.0,,4.0,5.0,,,,9.0,2.0,,,1.0,,,
198,6,4,0.0,89846,0.0,Cristaldo,8.52,Cristaldo,Franco Cristaldo,cristaldo,26,Grêmio,,False,284,4.42,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,1.0,23.0,9.0,12.0,31.0,2.0,,2.0,5.0,,,,10.0,1.0,,,1.0,,,
199,6,4,0.0,89883,0.0,Dodi,3.64,Dodi,Douglas Moreira Fagundes,dodi,24,Grêmio,,False,284,2.1,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,6.0,33.0,24.0,4.0,27.0,,,1.0,,,,,2.0,,,,,,,
200,6,2,8.7,90061,1.2,Bruno Pacheco,8.14,B. Pacheco,Bruno de Jesus Pacheco,bruno-pacheco,19,Fortaleza,,True,356,4.12,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,4.0,25.0,13.0,4.0,18.0,,6.0,1.0,1.0,,,,1.0,,,,,,,
201,6,5,6.0,90285,0.17,Bruno Henrique,8.79,B. Henrique,Bruno Henrique Pinto,bruno-henrique,22,Flamengo,,True,262,5.02,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,6.0,29.0,35.0,9.0,46.0,4.0,,,5.0,,,,12.0,2.0,,,2.0,,,
202,6,5,0.0,90302,0.0,Pedro Rocha,4.21,P. Rocha,Pedro Rocha Neves,pedro-rocha,5,Criciúma,,False,288,2.1,32,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,,4.0,1.0,,2.0,,,1.0,,,,,,,,,,,,
203,7,4,0.2,90303,-0.45,Lincoln,5.52,Lincoln,Lincoln Henrique Oliveira dos Santos,lincoln,20,Bragantino,,True,280,3.3,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,3.0,16.0,10.0,7.0,29.0,,,1.0,3.0,,,,3.0,,,,,,,
204,5,5,0.0,90309,0.0,David,7.19,David,David Correa da Fonseca,david,23,Vasco,,False,267,3.88,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,5.0,24.0,24.0,18.0,23.0,9.0,,3.0,4.0,,,,3.0,,1.0,,,,,
205,5,4,0.0,90449,0.0,Rezende,3.7,Rezende,Júlio César de Rezende Miranda,rezende,17,Bahia,,False,265,1.39,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,3.0,16.0,12.0,2.0,13.0,,,,,,,,,1.0,,,,,,
206,6,5,0.0,90540,0.0,Diego Gonçalves,3.52,D. Gonçalves,Diego Gonçalves,diego-goncalves,4,Juventude,,False,286,1.25,32,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
207,5,4,0.0,90588,0.0,Caíque,4.32,Caíque,Caique de Jesus Gonçalves,caique,16,Juventude,,False,286,2.84,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,5.0,35.0,17.0,2.0,26.0,,,,,,,,,,,1.0,,,,
208,6,1,0.0,90590,0.0,Mateus Claus,3.29,M. Claus,Mateus Eduardo Claus,mateus-claus,5,Juventude,,False,286,2.3,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,3.0,,,,1.0,,,,,24.0,10.0,,,,,,,,,
209,7,4,0.5,90634,0.22,Lucas Mineiro,2.45,L. Mineiro,Lucas da Silva Izidoro,lucas-mineiro,23,Cuiabá,,True,1371,1.23,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,5.0,29.0,44.0,4.0,17.0,1.0,,,,,,,,,,,,,,
210,7,4,11.2,90703,1.21,Matheuzinho,9.67,Matheuzinho,Matheus Martins Fogaça de Paulo,matheuzinho,28,Vitória,,True,287,5.89,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,5.0,34.0,21.0,17.0,70.0,4.0,,5.0,5.0,,,,15.0,1.0,,,1.0,,,
211,7,5,5.9,90715,0.03,Luiz Fernando,8.31,L. Fernando,Luiz Fernando Moraes dos Santos,luiz-fernando,26,Atlético-GO,,True,373,4.55,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,7.0,25.0,24.0,26.0,47.0,8.0,,,6.0,,1.0,,10.0,,,,,,,
212,6,3,4.7,90768,0.3,Fabrício Bruno,4.98,F. Bruno,Fabrício Bruno Soares de Faria,fabricio-bruno,23,Flamengo,,True,262,2.31,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,3.0,16.0,6.0,4.0,10.0,,4.0,,1.0,,,,2.0,,,,,,,
213,6,5,1.0,90917,-0.08,Carlos Eduardo,4.42,C. Eduardo,Carlos Eduardo Ferreira de Souza,carlos-eduardo,12,Vitória,,True,287,2.97,32,https://s.sde.globo.com/media/person_role/2024/10/03/photo_FORMATO_VmDBjjh.png,1.0,13.0,8.0,9.0,14.0,5.0,,1.0,,,,,4.0,,,1.0,1.0,,,
214,7,3,-0.5,90943,-0.13,Zé Marcos,2.53,Z. Marcos,José Marcos Alves Luis,ze-marcos,18,Juventude,,True,286,1.54,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,7.0,15.0,13.0,3.0,20.0,,2.0,,,,,,1.0,,1.0,,,,,
215,6,3,0.0,90947,0.0,Cardona,5.73,Cardona,Tomás Cardona,cardona,15,Fortaleza,,False,356,3.69,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,3.0,21.0,22.0,2.0,4.0,1.0,7.0,,,,,,1.0,,,,,,,
216,7,1,10.0,91101,1.37,Ronaldo,5.15,Ronaldo,Ronaldo de Oliveira Strada,ronaldo,24,Atlético-GO,,True,373,2.98,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,3.0,,2.0,,4.0,,5.0,1.0,,74.0,35.0,,,,1.0,,,1.0,,
217,7,5,-0.3,91151,-0.31,Everaldo,3.85,Everaldo,Everaldo Silva do Nascimento,everaldo,12,Vitória,,True,287,2.14,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,2.0,5.0,11.0,1.0,14.0,,,,2.0,,,,1.0,,,,,,,
218,2,2,0.0,91190,0.0,PK,4.6,PK,Ítaro Patric Cardoso Calmon,pk,10,Vitória,,False,287,2.68,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,,10.0,7.0,3.0,3.0,2.0,2.0,1.0,,,,,1.0,,1.0,,,,,
219,6,4,0.9,91473,-0.49,Erick Pulgar,3.78,E. Pulgar,Erick Antonio Pulgar Farfán,erick-pulgar,18,Flamengo,,True,262,2.05,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,4.0,32.0,28.0,2.0,8.0,,,,,,,,2.0,1.0,,,,,,
220,6,3,0.0,91509,0.0,Rodrigo Sam,3.95,R. Sam,Rodrigo Eduardo da Silva,rodrigo-sam,11,Juventude,,False,286,3.17,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,4.0,15.0,13.0,1.0,8.0,,3.0,,1.0,,,,,,1.0,,,,,
221,7,3,6.2,91573,0.54,Arboleda,7.75,Arboleda,Robert Abel Arboleda Escobar,arboleda,26,São Paulo,,True,276,4.21,32,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,3.0,35.0,18.0,5.0,11.0,2.0,9.0,,2.0,,,,2.0,1.0,,,,,,
222,6,5,1.2,91607,0.02,Rony,6.21,Rony,Ronielson da Silva Barbosa,rony,30,Palmeiras,,True,275,3.08,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,4.0,15.0,21.0,17.0,27.0,13.0,,1.0,4.0,,,,18.0,,,,,,,
223,6,4,0.0,91627,-0.75,Dudu Vieira,3.3,D. Vieira,Carlos Eduardo de Souza Vieira,dudu-vieira,4,Juventude,,True,286,2.12,32,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,,6.0,3.0,,2.0,,,,,,,,1.0,,,,,,,
224,6,3,8.9,91664,1.27,Adryelson,8.83,Adryelson,Adryelson Shawann Lima Silva,adryelson,3,Botafogo,,True,263,5.3,32,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_8Mss0wu.png,,2.0,1.0,1.0,,,2.0,,,,,,,1.0,,,,,,
225,7,2,2.0,91706,0.08,Marlon,7.55,Marlon,Marlon Rodrigues Xavier,marlon,23,Cruzeiro,,True,283,3.15,32,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,2.0,35.0,25.0,4.0,11.0,,7.0,,,,,,2.0,,2.0,,,,,
226,6,3,0.0,91772,0.0,David Duarte,6.84,D. Duarte,David de Duarte Macedo,david-duarte,1,Bahia,,False,265,8.5,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,,,,,1.0,,,,1.0,,,,,,,,,,,
227,6,3,0.0,91866,0.0,Zé Ivaldo,5.15,Z. Ivaldo,José Ivaldo Almeida Silva,ze-ivaldo,23,Cruzeiro,,False,283,3.78,32,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,8.0,21.0,22.0,13.0,17.0,3.0,8.0,,1.0,,,,9.0,,,1.0,,,,
228,6,5,0.0,91908,0.0,Pavón,6.09,Pavón,Cristian David Pavón,pavon,15,Grêmio,,False,284,3.01,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,3.0,10.0,9.0,9.0,6.0,1.0,,2.0,1.0,,,,9.0,,,,,,,
229,7,6,9.21,92075,0.18,Ramón Díaz,9.06,R. Díaz,Ramón Ángel Díaz,ramon-diaz,20,Corinthians,,True,264,5.5,32,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,,,,,,,,,,,,8.0,,,,,,,,
230,6,3,0.0,92087,0.0,Lyanco,6.11,Lyanco,Lyanco Evangelista Silveira Neves Vojnovic,lyanco,7,Atlético-MG,,False,282,2.83,32,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,2.0,13.0,14.0,3.0,2.0,,2.0,,,,,,,,1.0,,,,,
231,6,5,1.2,92146,-0.15,André Luís,2.2,A. Luís,Andre Luis da Costa Alfredo,andre-luis,17,Cuiabá,,True,1371,0.77,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,2.0,4.0,8.0,3.0,14.0,2.0,,,,,,,3.0,,,,,,,
232,6,5,0.0,92149,0.0,Alario,2.27,Alario,Lucas Nicolás Alario,alario,13,Internacional,,False,285,0.2,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,4.0,1.0,14.0,9.0,4.0,9.0,,,,,,,2.0,,,1.0,,,,
233,6,1,0.0,92207,0.0,Caíque,3.71,Caíque,Caíque Luiz Santos da Purificação,caique,4,Grêmio,,False,284,1.5,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,1.0,,,,,,,,,13.0,6.0,,,,,,,,,
234,6,3,0.0,92237,0.0,Rodrigo Ely,5.76,R. Ely,Rodrigo Ely,rodrigo-ely,17,Grêmio,,False,284,4.02,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,5.0,20.0,11.0,7.0,10.0,1.0,5.0,,1.0,,,,6.0,1.0,,1.0,,,,
235,6,3,6.2,92440,0.0,André Ramalho,5.97,A. Ramalho,André Ramalho Silva,andre-ramalho,13,Corinthians,,True,264,2.37,32,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,3.0,14.0,14.0,2.0,5.0,1.0,4.0,,,,,,1.0,,1.0,1.0,,,,
236,7,4,0.0,92496,0.0,Raul,2.91,Raul,Raul Lô Gonçalves,raul,22,Bragantino,,False,280,2.42,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,1.0,31.0,18.0,5.0,12.0,,,1.0,1.0,,,,2.0,,,,,,,1.0
237,6,5,0.0,92696,0.0,Renato Kayzer,5.35,R. Kayzer,Renato Kayzer de Souza,renato-kayzer,25,Fortaleza,,False,356,3.33,32,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,2.0,15.0,31.0,13.0,24.0,8.0,,1.0,5.0,,,,8.0,1.0,1.0,,,,,
238,6,5,2.2,92708,-0.14,Deyverson,6.05,Deyverson,Deyverson Brum Silva Acosta,deyverson,12,Atlético-MG,,True,282,2.62,32,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,2.0,2.0,10.0,5.0,14.0,9.0,,1.0,2.0,,,,5.0,,,,1.0,,1.0,
239,5,5,0.0,92811,0.0,Bruno Rodrigues,5.0,B. Rodrigues,Bruno Rafael Rodrigues do Nascimento,bruno-rodrigues,0,Palmeiras,,False,275,0.0,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,,,,,,,,,,,,,,,,,,,,
240,6,5,4.1,92854,-0.25,Borré,11.28,Borré,Rafael Santos Borré Maury,borre,15,Internacional,,True,285,6.62,32,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,3.0,18.0,25.0,17.0,11.0,9.0,,2.0,6.0,,,,11.0,1.0,,,,,1.0,
241,7,4,0.2,92981,-0.7,Ronaldo,8.21,Ronaldo,Ronaldo da Silva Souza,ronaldo,6,Juventude,,True,286,6.05,32,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,1.0,11.0,9.0,2.0,6.0,,,1.0,2.0,,,,1.0,,,,,,,
242,6,4,0.5,93108,-0.32,Mateus Vital,3.43,M. Vital,Mateus da Silva Vital Assumpção,mateus-vital,15,Cruzeiro,,True,283,1.48,32,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,,2.0,1.0,4.0,13.0,,,,1.0,,,,2.0,,,,,,,
243,6,5,1.2,93478,0.06,Wanderson,4.66,Wanderson,Wanderson Maciel Sousa Campos,wanderson,16,Internacional,,True,285,1.72,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,2.0,10.0,12.0,4.0,10.0,2.0,,,1.0,,,,4.0,,,,,,,
244,7,2,6.2,93637,0.69,Bruno Tubarão,4.35,B. Tubarão,Bruno Nunes de Barros,bruno-tubarao,17,Atlético-GO,,True,373,2.47,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,2.0,18.0,13.0,4.0,9.0,1.0,3.0,,,,,,3.0,,,,,,,
245,6,2,0.0,93702,0.0,Gabriel Inocêncio,4.65,G. Inocêncio,Gabriel de Souza Inocêncio,gabriel-inocencio,13,Juventude,,False,286,3.47,32,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,2.0,19.0,19.0,3.0,15.0,2.0,4.0,,,,,,1.0,,,1.0,,,,
246,7,2,2.2,93716,-0.4,Paulo Henrique,5.99,P. Henrique,Paulo Henrique de Oliveira Alves,paulo-henrique,30,Vasco,,True,267,4.06,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,5.0,64.0,37.0,9.0,22.0,,6.0,,1.0,,,,4.0,,,,,,,
247,7,4,5.9,93790,0.77,Marlon Freitas,4.49,M. Freitas,Marlon Rodrigues Freitas,marlon-freitas,27,Botafogo,,True,263,2.18,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,7.0,26.0,19.0,8.0,5.0,1.0,,5.0,,,,,3.0,1.0,,,,,,
248,6,1,0.0,93834,0.0,Keiller,4.0,Keiller,Keiller da Silva Nunes,keiller,0,Vasco,,False,267,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,,,,,,,,,,,,,,,,,,,,
249,7,1,6.5,93882,0.42,Cleiton,7.06,Cleiton,Cleiton Schwengber,cleiton,22,Bragantino,,True,280,4.02,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,3.0,,1.0,,5.0,,5.0,,,77.0,24.0,,,,1.0,,,2.0,,
250,7,4,0.0,93886,-1.1,Matheusinho,6.15,Matheusinho,Matheus Leonardo Sales Cardoso,matheusinho,20,Criciúma,,True,288,4.6,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,2.0,19.0,11.0,10.0,21.0,2.0,,3.0,4.0,,,,5.0,1.0,,,,,,
251,6,5,0.5,93988,-0.1,Breno Lopes,7.25,B. Lopes,Breno Henrique Vasconcelos Lopes,breno-lopes,25,Fortaleza,,True,356,4.58,32,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,6.0,16.0,13.0,19.0,48.0,6.0,,3.0,4.0,,,,12.0,1.0,,,2.0,,,
