,atletas.status_id,atletas.posicao_id,atletas.pontos_num,atletas.atleta_id,atletas.variacao_num,atletas.apelido,atletas.preco_num,atletas.apelido_abreviado,atletas.nome,atletas.slug,atletas.jogos_num,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.clube_id,atletas.media_num,atletas.rodada_id,atletas.foto,CA,DS,FC,FF,FS,I,SG,A,G,DE,GS,V,FD,FT,CV,PC,PS,DP,PP,GC
421,6,4,4.0,106202,0.27,Bruno Gomes,4.32,B. Gomes,Bruno Gomes da Silva Clevelário,bruno-gomes,20,Internacional,,True,285,3.14,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,1.0,31.0,20.0,5.0,24.0,,,1.0,1.0,,,,2.0,,,,1.0,,,
422,6,4,-0.7,106294,-0.42,Marcos Antônio,3.43,M. Antônio,Marcos Antônio Silva Santos,marcos-antonio,8,São Paulo,,True,276,0.67,32,https://s.sde.globo.com/media/person_role/2024/07/23/photo_FORMATO_1CIojRS.png,1.0,5.0,9.0,,6.0,,,,,,,,,,,,,,,
423,7,4,0.1,106323,-0.41,Caio Alexandre,4.59,C. Alexandre,Caio Alexandre Souza e Silva,caio-alexandre,28,Bahia,,True,265,2.08,32,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,5.0,31.0,37.0,6.0,41.0,2.0,,,1.0,,,,2.0,1.0,,1.0,,,,
424,6,2,0.0,106327,0.0,Wesley Gasolina,3.8,W. Gasolina,Wesley David de Oliveira Andrade,wesley-gasolina,3,Cruzeiro,,False,283,2.87,32,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,,2.0,1.0,,3.0,,1.0,,,,,,,,,,,,,
425,5,5,0.0,106371,0.0,Jhonata Robert,3.47,J. Robert,Jhonata Robert Alves da Silva,jhonata-robert,2,Criciúma,,False,288,3.2,32,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_V4UkXLF.png,,2.0,,1.0,4.0,,,,,,,,1.0,,,,,,,
426,7,3,8.3,106434,1.07,Eduardo Santos,5.24,E. Santos,Eduardo Gonzaga Mendes Santos,eduardo-santos,18,Bragantino,,True,280,3.19,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,3.0,20.0,5.0,5.0,9.0,,4.0,,1.0,,,,1.0,,,,,,,
427,7,3,1.1,106593,0.04,Villalba,4.94,Villalba,Lucas Hernán Villalba,villalba,18,Cruzeiro,,True,283,3.06,32,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,2.0,13.0,13.0,1.0,6.0,1.0,8.0,,,,,,1.0,,,,,,,
428,6,5,0.0,106704,0.0,Carlos Alberto,5.14,C. Alberto,Carlos Alberto Gomes da Silva Filho,carlos-alberto,7,Botafogo,,False,263,2.66,32,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_DgukYrK.png,,5.0,3.0,2.0,3.0,,,,1.0,,,,2.0,,,,,,,
429,6,4,0.0,106822,-0.08,Rodrigo Nestor,3.62,R. Nestor,Rodrigo Nestor Bertalia,rodrigo-nestor,22,São Paulo,,True,276,1.16,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,3.0,6.0,11.0,4.0,8.0,4.0,,2.0,,,,,8.0,,1.0,,1.0,,,
430,2,2,0.0,106824,0.0,Welington,7.73,Welington,Welington Damascena Santos,welington,22,São Paulo,,False,276,4.18,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,6.0,34.0,22.0,6.0,25.0,,8.0,1.0,,,,,2.0,,,1.0,,,,
431,6,2,0.0,106829,0.0,Patryck,3.87,Patryck,Patryck Lanza dos Reis,patryck,7,São Paulo,,False,276,3.13,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,1.0,10.0,6.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,
432,6,3,0.0,106835,0.0,Luan Patrick,5.0,L. Patrick,Luan Patrick Wiedthauper,luan-patrick,0,Athlético-PR,,False,293,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,,,,,,,,,,,,,,,,,,,,
433,6,2,0.0,106950,0.0,Fernando,4.34,Fernando,Fernando Augusto Pereira Bueno Júnior,fernando,10,Athlético-PR,,False,293,2.23,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,2.0,9.0,9.0,1.0,7.0,,2.0,1.0,,,,,,,1.0,,,,,
434,6,1,0.0,107075,0.0,Yuri Sena,1.0,Y. Sena,Yuri Sena dos Reis Batista,yuri-sena,0,Vitória,,False,287,0.0,32,https://s.sde.globo.com/media/person_role/2024/09/21/photo_FORMATO.png,,,,,,,,,,,,,,,,,,,,
435,6,4,0.0,107078,0.0,Gabriel Santiago,3.0,G. Santiago,Gabriel Santiago Oliveira,gabriel-santiago,0,Vitória,,False,287,0.0,32,https://s.sde.globo.com/media/person_role/2024/09/06/photo_220x220_qdw6hw3.png,,,,,,,,,,,,,,,,,,,,
436,7,2,1.2,107093,-0.43,Luciano Juba,6.21,L. Juba,Luciano Batista da Silva Júnior,luciano-juba,29,Bahia,,True,265,4.42,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,2.0,36.0,6.0,4.0,11.0,1.0,9.0,1.0,3.0,,,,5.0,,,,,,,
437,6,4,1.8,107111,-0.27,Richard Ríos,7.08,R. Ríos,Richard Ríos Montoya,richard-rios,19,Palmeiras,,True,275,4.26,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,5.0,29.0,33.0,9.0,27.0,1.0,,3.0,2.0,,,,3.0,2.0,,,,,,
438,6,5,0.0,107170,0.0,Jeffinho,6.73,Jeffinho,Jefferson Ruan Pereira dos Santos,jeffinho,6,Botafogo,,False,263,3.92,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,2.0,3.0,7.0,4.0,6.0,,,1.0,1.0,,,,4.0,,,,,,,
439,6,4,0.0,107172,0.0,Patrick de Paula,3.27,P. Paula,Patrick de Paula Carreiro,patrick-de-paula,7,Criciúma,,False,288,2.03,32,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_V6Ybl3p.png,2.0,9.0,4.0,4.0,2.0,,,,,,,,2.0,,,,,,,
440,5,4,0.0,107173,0.0,Michel Araújo,4.3,M. Araújo,Michel Daryl Araújo Villar,michel-araujo,18,São Paulo,,False,276,1.83,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,4.0,19.0,15.0,4.0,14.0,,,1.0,,,,,3.0,,,,,,,
441,6,4,6.5,107174,-0.36,Bruno Tabata,7.01,B. Tabata,Bruno Vinícius Souza Ramos,bruno-tabata,7,Internacional,,True,285,4.66,32,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO_QXYKRgQ.png,,5.0,4.0,1.0,6.0,,,2.0,1.0,,,,5.0,,,,,,,
442,6,1,0.0,107179,0.0,Matheus Donelli,4.59,M. Donelli,Matheus Planelles Donelli,matheus-donelli,7,Corinthians,,False,264,3.43,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,,,,,,,,,,29.0,12.0,,,,,,,1.0,,
443,6,1,0.0,107183,0.0,Léo Linck,3.63,L. Linck,Leonardo Matias Baiersdorf Linck,leo-linck,14,Athlético-PR,,False,293,2.03,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,1.0,,,,1.0,,1.0,,,48.0,21.0,,,,1.0,,,,,
444,6,2,0.0,107191,0.0,Leonardo Ataíde,2.0,L. Ataíde,Leonardo Ataíde de Oliveira Siqueira,leonardo-ataide,0,Athlético-PR,,False,293,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,,,,,,,,,,,,,,,,,,,,
445,6,4,0.0,107203,0.0,Max,2.86,Max,Max Alves da Silva,max,17,Cuiabá,,False,1371,1.75,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,2.0,10.0,5.0,11.0,9.0,,,,,,,,4.0,1.0,,,,,,
446,6,1,0.0,107221,0.0,Magrão,2.0,Magrão,Audenirton Soares da Silva,magrao,0,Fortaleza,,False,356,0.0,32,https://s.sde.globo.com/media/person_role/2024/08/07/photo_220x220_H5QTCcN.png,,,,,,,,,,,,,,,,,,,,
447,6,2,1.2,107236,-0.53,Vanderlan,6.29,Vanderlan,Vanderlan Barbosa da Silva,vanderlan,21,Palmeiras,,True,275,3.89,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,,19.0,15.0,3.0,4.0,,10.0,2.0,,,,,,,,1.0,,,,
448,6,5,0.5,107238,-0.35,Marcelinho,4.52,Marcelinho,Marcelo José de Lima Filho,marcelinho,19,Juventude,,True,286,3.4,32,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,2.0,7.0,5.0,9.0,27.0,5.0,,3.0,2.0,,,,7.0,,,,,,,
449,6,4,0.0,107256,0.0,Zé Vitor,1.52,Z. Vitor,Jose Vitor Silva Neves,ze-vitor,9,Athlético-PR,,False,293,0.35,32,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,2.0,3.0,5.0,1.0,2.0,,,,,,,,1.0,,,,,,,
450,6,5,0.0,107664,0.0,Thayllon,2.0,Thayllon,Thayllon Lopes Medeiros,thayllon,0,Atlético-GO,,False,373,0.0,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,,,,,,,,,,,,,,,,,,,,
451,6,2,0.0,107676,0.0,Nathan,2.55,Nathan,Nathan Santos de Araújo,nathan,1,Internacional,,False,285,-0.3,32,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_pKQqZoC.png,,,1.0,,,,,,,,,,,,,,,,,
452,6,5,0.0,107700,0.0,Eduardo Melo,3.0,E. Melo,Eduardo de Queiroz Melo,eduardo-melo,0,Criciúma,,False,288,0.0,32,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,,,,,,,,,,,,,,,,,,,,
453,6,1,0.0,107740,0.0,Emerson Júnior,2.0,E. Júnior,Emerson Fabiano Kerber Júnior,emerson-junior,0,Atlético-GO,,False,373,0.0,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,,,,,,,,,,,,,,,,,,,,
454,6,4,0.0,107744,0.0,Praxedes,3.15,Praxedes,Bruno Conceição Praxedes,praxedes,11,Athlético-PR,,False,293,1.18,32,https://s.sde.globo.com/media/person_role/2024/08/24/photo_FORMATO_Jq0f2vP.png,2.0,9.0,11.0,2.0,7.0,,,,,,,,2.0,,,,,,,
455,6,1,0.0,107748,0.0,Adriel,4.0,Adriel,Adriel Vasconcelos Ramos,adriel,0,Bahia,,False,265,0.0,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,,,,,,,,,,,,,,,,,,,,
456,7,6,2.26,107771,0.16,Fábio Matias,6.16,F. Matias,Fábio Henrique Matias,fabio-matias,1,Juventude,,True,286,2.26,32,https://s.sde.globo.com/media/person_role/2024/10/30/photo_FORMATO_HxiWyPj.png,,,,,,,,,,,,,,,,,,,,
457,6,4,0.0,107800,0.0,Fernando Henrique,4.0,F. Henrique,Fernando Henrique do Nascimento Pereira,fernando-henrique,0,Cruzeiro,,False,283,0.0,32,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_7OiYeRo.png,,,,,,,,,,,,,,,,,,,,
458,6,3,0.0,107801,0.0,Natã,4.06,Natã,Natã Felipe de Amorim Santos,nata,11,Grêmio,,False,284,3.09,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,1.0,7.0,2.0,,2.0,,5.0,,,,,,1.0,,,,,,,
459,6,1,0.0,107859,0.0,Fintelman,2.0,Fintelman,Alexandre Fintelman de Mello Ribeiro da Silva,fintelman,0,Vitória,,False,287,0.0,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,,,,,,,,,,,,,,,,,,,,
460,7,4,0.0,107873,0.0,Bobadilla,3.99,Bobadilla,Damián Josué Bobadilla Benítez,bobadilla,17,São Paulo,,False,276,2.35,32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,3.0,24.0,24.0,6.0,2.0,,,,1.0,,,,1.0,2.0,,,,,,
461,3,2,7.5,107908,0.96,Hugo,7.71,Hugo,Hugo Ferreira de Farias,hugo,24,Corinthians,,True,264,4.32,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,3.0,41.0,38.0,9.0,11.0,1.0,6.0,4.0,,,,,1.0,2.0,,1.0,,,,
462,6,4,1.1,107950,-1.65,Fausto Vera,4.91,F. Vera,Fausto Mariano Vera,fausto-vera,19,Atlético-MG,,True,282,3.65,32,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_Nu8Wc03.png,,24.0,23.0,17.0,10.0,,,,2.0,,,,8.0,1.0,,,,,,
463,7,5,1.8,108133,-0.02,Isidro Pitta,4.71,I. Pitta,Isidro Miguel Pitta Saldívar,isidro-pitta,26,Cuiabá,,True,1371,2.73,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,4.0,4.0,26.0,20.0,24.0,22.0,,,4.0,,,,16.0,1.0,,,2.0,,1.0,
464,7,4,7.8,108358,0.93,Almada,7.34,Almada,Thiago Ezequiel Almada,almada,11,Botafogo,,True,263,2.5,32,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_Hm0Qmc9.png,,7.0,3.0,5.0,12.0,,,,1.0,,,,5.0,,,,,,1.0,
465,6,5,0.0,108548,0.0,Aravena,4.22,Aravena,Alexander Ernesto Aravena Guzmán,aravena,9,Grêmio,,False,284,2.97,32,https://s.sde.globo.com/media/person_role/2024/08/21/photo_FORMATO_fKAXShu.png,,,1.0,2.0,8.0,2.0,,2.0,1.0,,,,3.0,,,,,,,
466,6,5,0.0,108624,0.0,Arriagada,3.0,Arriagada,Luciano Daniel Arriagada García,arriagada,0,Athlético-PR,,False,293,0.0,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,,,,,,,,,,,,,,,,,,,,
467,6,4,2.6,108670,0.04,Alcaraz,8.06,Alcaraz,Carlos Jonás Alcaráz,alcaraz,7,Flamengo,,True,262,4.94,32,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_mwFvf2J.png,1.0,11.0,7.0,4.0,6.0,1.0,,1.0,1.0,,,,2.0,2.0,1.0,,,,,
468,6,5,0.0,108752,0.0,David,2.84,David,David da Hora da Conceição,david,2,Juventude,,False,286,0.85,32,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_ASdR4hr.png,,1.0,,,1.0,,,,,,,,,,,,,,,
469,6,5,-0.8,109096,-1.57,Plata,4.36,Plata,Gonzalo Jordy Plata Jiménez,plata,6,Flamengo,,True,262,1.57,32,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_vozSOzp.png,1.0,2.0,8.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,
470,6,5,0.0,109114,0.0,Matheus Nascimento,2.16,M. Nascimento,Matheus Nascimento de Paula,matheus-nascimento,1,Botafogo,,False,263,1.7,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_g47taLF.png,,1.0,,,1.0,,,,,,,,,,,,,,,
471,7,5,12.9,109282,1.23,Luiz Henrique,11.81,L. Henrique,Luiz Henrique André Rosa da Silva,luiz-henrique,30,Botafogo,,True,263,5.88,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_f3wPomL.png,4.0,46.0,29.0,23.0,53.0,8.0,,3.0,7.0,,,,13.0,,,,3.0,,,
472,6,4,0.0,109461,0.0,Calebe,4.25,Calebe,Calebe Gonçalves Ferreira da Silva,calebe,4,Fortaleza,,False,356,0.15,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
473,6,4,0.0,109573,0.0,Martinelli,6.38,Martinelli,Matheus Martinelli Lima,martinelli,25,Fluminense,,False,266,2.75,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,6.0,37.0,33.0,3.0,19.0,,,2.0,2.0,,,,1.0,,,,1.0,,,
474,6,2,0.0,109668,0.0,Hugo,7.47,Hugo,Hugo Gonçalves Ferreira Neto,hugo,9,Botafogo,,False,263,4.55,32,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SUeVFmE.png,,12.0,6.0,1.0,7.0,,4.0,1.0,,,,,,,,1.0,,,,
475,6,4,0.0,109966,0.0,Monsalve,7.68,Monsalve,Miguel Ángel Monsalve Gonzáles - González,monsalve,10,Grêmio,,False,284,4.88,32,https://s.sde.globo.com/media/person_role/2024/08/05/photo_FORMATO_HikzJDy.png,,8.0,10.0,6.0,18.0,,,1.0,3.0,,,,2.0,,1.0,,,,,
476,6,4,0.0,110062,0.0,João Neto,3.0,J. Neto,João Roberto Rota Neto,joao-neto,0,Bragantino,,False,280,0.0,32,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_sgZqIl3.png,,,,,,,,,,,,,,,,,,,,
477,6,5,0.0,110193,0.0,Lázaro,5.02,Lázaro,Lázaro Vinicius Marques,lazaro,17,Palmeiras,,False,275,2.93,32,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,,4.0,9.0,13.0,13.0,1.0,,,2.0,,,,10.0,1.0,,,,,,
478,6,3,0.0,110208,0.0,Jhonatan,1.0,Jhonatan,Jhonatan Paulo da Silva,jhonatan,0,Fortaleza,,False,356,0.0,32,,,,,,,,,,,,,,,,,,,,,
479,5,2,0.0,110260,0.0,Palacios,5.0,Palacios,Diego José Palacios Espinoza,palacios,0,Corinthians,,False,264,0.0,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,,,,,,,,,,,,,,,,,,,,
480,7,4,4.5,110311,0.78,José Martínez,4.72,J. Martínez,José Andrés Martínez Torres,jose-martinez,7,Corinthians,,True,264,2.31,32,https://s.sde.globo.com/media/person_role/2024/08/26/photo_220x220_jzQXggE.png,3.0,17.0,10.0,1.0,4.0,,,,,,,,,,,1.0,,,,
481,6,2,8.1,110426,-1.26,Bernabéi,8.69,Bernabéi,Alexandro Ezequiel Bernabéi,bernabei,13,Internacional,,True,285,7.62,32,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,2.0,29.0,25.0,5.0,14.0,1.0,4.0,2.0,3.0,,,,4.0,1.0,,,1.0,,,
482,6,6,3.7,110506,-0.16,Abel Ferreira,11.13,A. Ferreira,Abel Fernando Moreira Ferreira,abel-ferreira,32,Palmeiras,,True,275,6.28,32,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,,,,,,,,,,,,18.0,,,,,,,,
483,6,2,0.0,110510,0.0,Aguirre,5.0,Aguirre,Braian Aguirre Nahuel,aguirre,0,Internacional,,False,285,0.0,32,https://s.sde.globo.com/media/person_role/2024/09/07/photo_FORMATO_JMSY4Ia.png,,,,,,,,,,,,,,,,,,,,
484,6,1,0.0,110624,0.0,Mateus,2.0,Mateus,Mateus Oliveira Mendes,mateus,0,Palmeiras,,False,275,0.0,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,,,,,,,,,,,,,,,,,,,,
485,6,5,0.0,110667,0.0,Machuca,3.62,Machuca,Imanol Machuca,machuca,13,Fortaleza,,False,356,1.53,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,,1.0,4.0,2.0,6.0,,,1.0,1.0,,,,2.0,,,,,,,
486,7,2,0.2,110668,-1.12,Esquivel,7.48,Esquivel,Lucas Ángel Esquivel,esquivel,26,Athlético-PR,,True,293,4.67,32,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,3.0,50.0,26.0,7.0,20.0,,7.0,4.0,,,,,4.0,,1.0,,,,,
487,7,1,1.0,110698,-0.57,Mycael,3.23,Mycael,Mycael Pontes Moreira,mycael,11,Athlético-PR,,True,293,2.55,32,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,,,,,,,2.0,,,31.0,13.0,,,,1.0,,,,,
488,6,1,0.0,110708,0.0,Pedro Rangel,3.93,P. Rangel,Pedro Felipe de Faria Rangel,pedro-rangel,6,Atlético-GO,,False,373,2.37,32,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,3.0,1.0,,,,,1.0,,,22.0,12.0,,,,,,,,,
489,7,2,6.8,110715,0.91,Andrés Hurtado,5.05,A. Hurtado,José Andrés Hurtado Cheme,andres-hurtado,11,Bragantino,,True,280,2.55,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,1.0,7.0,8.0,4.0,5.0,1.0,3.0,,,,,,2.0,,,,,,,
490,6,2,5.3,110727,-0.37,Rubens,6.88,Rubens,Rubens Antônio Dias,rubens,12,Atlético-MG,,True,282,5.15,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Dq6NxJq.png,2.0,32.0,8.0,8.0,10.0,6.0,2.0,1.0,,,,,,1.0,,1.0,,,,
491,6,5,0.0,110759,0.0,John Kennedy,4.14,J. Kennedy,John Kennedy Batista de Souza,john-kennedy,18,Fluminense,,False,266,0.98,32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,,4.0,12.0,5.0,16.0,3.0,,,,,,,4.0,,,,,,,
492,6,5,0.0,110760,0.0,Biel,8.76,Biel,Gabriel Teixeira Aragão,biel,19,Bahia,,False,265,4.58,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,3.0,11.0,6.0,8.0,17.0,3.0,,4.0,4.0,,,,5.0,2.0,,,,,,
493,6,2,5.0,110909,-0.22,Guilherme Lopes,4.12,G. Lopes,Guilherme Lopes de Almeida,guilherme-lopes,11,Bragantino,,True,280,2.93,32,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,1.0,13.0,6.0,3.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,
494,6,4,0.0,111005,0.0,Léo Naldi,3.88,L. Naldi,Leonardo Naldi de Matos,leo-naldi,17,Vitória,,False,287,2.25,32,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,6.0,32.0,21.0,3.0,15.0,,,,,,,,2.0,,,,,,,
495,6,4,0.0,111166,0.0,Rômulo,3.66,Rômulo,Rômulo Azevedo Simão,romulo,8,Palmeiras,,False,275,1.15,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,,5.0,4.0,3.0,4.0,,,,,,,,,,,,,,,
496,6,3,8.1,111246,0.91,Alix Vinicius,2.88,A. Vinicius,Alix Vinicius de Souza Sampaio,alix-vinicius,18,Atlético-GO,,True,373,1.44,32,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,2.0,16.0,18.0,6.0,6.0,2.0,3.0,,,,,,3.0,,2.0,,,,,2.0
497,5,3,0.0,111309,0.0,Gustavo Martins,5.4,G. Martins,Gustavo Martins de Souza Santos,gustavo-martins,17,Grêmio,,False,284,3.04,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,1.0,13.0,16.0,2.0,6.0,1.0,5.0,,2.0,,,,2.0,,1.0,,,,,1.0
498,6,4,0.0,111332,0.0,Kelvi Gomes,2.0,K. Gomes,Kelvi Chiesa Gomes,kelvi-gomes,0,Juventude,,False,286,0.0,32,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO.png,,,,,,,,,,,,,,,,,,,,
499,6,3,0.0,111392,0.0,Weverton,1.0,Weverton,Weverton Silva de Andrade,weverton,0,Cruzeiro,,False,283,0.0,32,,,,,,,,,,,,,,,,,,,,,
500,7,4,5.4,111407,0.75,Luis Mandaca,4.26,L. Mandaca,Luis Gustavo da Silva Machado Duarte,luis-mandaca,23,Juventude,,True,286,2.59,32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,4.0,16.0,17.0,9.0,14.0,2.0,,,3.0,,,,8.0,1.0,,1.0,,,,
501,6,3,0.0,111466,0.0,Victor Gabriel,1.0,V. Gabriel,Victor Gabriel da Conceição Ribeiro,victor-gabriel,0,Internacional,,False,285,0.0,32,https://s.sde.globo.com/media/person_role/2024/09/29/photo_FORMATO_vkbd91B.png,,,,,,,,,,,,,,,,,,,,
502,6,1,0.0,111582,0.0,Gabriel Átila,1.0,G. Átila,Gabriel Átila Cardoso da Silva,gabriel-atila,0,Atlético-MG,,False,282,0.0,32,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_MZjZBke.png,,,,,,,,,,,,,,,,,,,,
503,5,4,0.0,111682,0.0,Adson,5.46,Adson,Adson Ferreira Soares,adson,20,Vasco,,False,267,3.96,32,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_FdRiLgH.png,2.0,28.0,7.0,11.0,18.0,,,1.0,2.0,,,,9.0,,,,,,,
504,6,1,0.0,111683,0.0,Anthoni,3.48,Anthoni,Anthoni Spier Souza,anthoni,0,Internacional,,False,285,-1.0,32,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IeLrq8d.png,1.0,,,,,,,,,,,,,,,,,,,
505,6,1,0.0,111690,0.0,Matheus Cunha,5.02,M. Cunha,Matheus Cunha Queiroz,matheus-cunha,2,Flamengo,,False,262,3.0,32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_fcLIvEj.png,,,,,,,1.0,,,4.0,3.0,,,,,,,,,
506,6,3,0.0,111713,0.0,Lucas Mezenga,2.0,L. Mezenga,Lucas de Souza Mombra Rosa,lucas-mezenga,0,Botafogo,,False,263,0.0,32,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,,,,,,,,,,,,,,,,,,,,
507,6,4,0.0,111760,0.0,Fabinho,2.14,Fabinho,Fábio Silva de Freitas,fabinho,18,Palmeiras,,False,275,1.02,32,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jLmJElM.png,2.0,5.0,6.0,3.0,7.0,,,,1.0,,,,2.0,,,,,,,
508,6,5,0.0,111831,0.0,Matheus Martins,7.03,M. Martins,Matheus Martins Silva dos Santos,matheus-martins,9,Botafogo,,False,263,3.92,32,https://s.sde.globo.com/media/person_role/2024/07/30/photo_220x220.png,1.0,6.0,5.0,1.0,14.0,4.0,,,2.0,,,,6.0,,,,,,,
509,6,5,0.0,111834,0.0,João Neto,1.0,J. Neto,João Batista da Cruz Santos Neto,joao-neto,0,Fluminense,,False,266,0.0,32,https://s.sde.globo.com/media/person_role/2024/02/02/photo_FORMATO_1xJnj6p.png,,,,,,,,,,,,,,,,,,,,
